mjd,night,band,n,flux,err,snr
57948.54824621076,57948,o,4,11.43892209724313,11.866587969535145,0.9639605020929393
57949.55789695442,57949,o,4,-12.015206007847194,8.193055565783974,-1.4665109874300588
57950.53788136328,57950,o,4,-0.9606591611441859,6.703202985839948,-0.14331345226655257
57953.55209878864,57953,o,2,4.930599369085175,8.64950172704665,0.5700443244802629
57955.54478180781,57955,o,4,-10.33301793346079,9.856213231797923,-1.0483760538098554
57960.52559198449,57960,o,4,4.043338569184635,5.576823175682441,0.7250254207118281
57961.55653872842,57961,o,4,-5.035343702960361,5.125100319652558,-0.9824868566283436
57966.4908203411,57966,o,4,1.0523177604071987,6.584409210128721,0.1598196173452328
57968.47084888956,57968,o,4,-0.31846982079818814,7.154192869750827,-0.044515129322936484
57969.52156500094,57969,o,4,-3.4821093131153105,6.926661193061722,-0.5027110776839006
57970.40762768981,57970,o,4,-21.00852915835379,21.703435917349733,-0.967981716736361
57971.419050044155,57971,o,4,-42.30478903329179,15.851276029190997,-2.6688570027665404
57976.510497780415,57976,o,4,3.9682045686173946,14.803550161562141,0.26805762977862946
57977.48958268188,57977,o,4,0.15742251223490902,8.73929081305636,0.01801319072706933
57978.50746223529,57978,o,4,-12.400000000000002,6.442505906317912,-1.9247169005836393
57980.49964626692,57980,o,4,-3.6860902255639107,6.199836282097458,-0.5945463812016782
57981.46924776945,57981,c,4,-2.1845811712379537,4.900794931055971,-0.44576057598215874
57983.47998253521,57983,o,4,-1.223653478660911,6.562040253149548,-0.1864745462470457
57986.47571353948,57986,c,2,12.000392426174825,26.90163980636792,0.4460840496174585
57987.463747835995,57987,o,4,0.3743170672508933,7.342218162528799,0.050981468946432316
57988.48419278648,57988,o,4,-2.937330569287195,7.955585528037797,-0.36921613864060515
57991.467498238155,57991,o,4,-2.3376777251184837,6.712176810509764,-0.348274157715602
57993.452424836585,57993,o,4,-1.5486568015011521,4.824907467804162,-0.32097129568496224
57997.41371235337,57997,o,4,-13.397834798606633,6.680324900490493,-2.0055663456762285
57999.38326401555,57999,o,2,-57.45308310991957,42.977243183287,-1.3368256978442474
58007.418139994625,58007,o,4,-0.5063801208865005,8.81112917358685,-0.05747051381387958
58011.42998215343,58011,o,8,-2.6171047469595923,4.044101781521045,-0.6471411671481873
58013.40735836208,58013,c,4,-0.5724137931034483,4.227985580505865,-0.13538688394366777
58015.40084439787,58015,o,4,-8.071916920578053,7.948665191781512,-1.0155059655706693
58017.405735985674,58017,c,4,2.8918638573743918,4.0580551984315125,0.7126230955389992
58019.38869561077,58019,o,4,4.91318497711666,9.843155740087097,0.4991473371804219
58021.40680662008,58021,c,4,3.253671177656205,4.31951624126995,0.7532489741720746
58023.35794205621,58023,o,4,12.110586908464978,7.690435009678207,1.5747596713611296
58027.35562763115,58027,o,4,11.275887533504733,16.568004382361142,0.6805821192025652
58033.37184258135,58033,o,4,-7.574649603900061,10.36800027083756,-0.7305796109212636
58037.353116735285,58037,o,4,2.226244343891403,5.232166435699434,0.42549188204365657
58039.3424058761,58039,o,2,-12.876106194690268,10.53607372589629,-1.2220971995519054
58043.34862783437,58043,o,4,8.186310108760274,10.513606535226508,0.7786395735213717
58047.333927682674,58047,o,4,0.59009769462818,8.048953534726053,0.07331359189518094
58049.3318137542,58049,c,4,-4.772357723577235,5.445131875884573,-0.8764448377665703
58053.29509128786,58053,o,4,-6.3028286189683875,6.363372728294433,-0.9904855315080258
58059.309061908185,58059,o,4,20.010136275328534,22.23484888000089,0.8999447841233871
58063.32780109755,58063,o,4,-26.89498555560387,11.64576571452493,-2.3094218289193025
58067.29116124308,58067,o,4,8.742653606411398,8.116691244508571,1.0771203860102883
58071.27385611331,58071,o,4,2.049507343596233,8.01800152394349,0.25561323946820913
58073.279139308725,58073,c,4,0.4273168642010567,5.576823175682441,0.07662370685596742
58075.27622001284,58075,o,4,4.128440366972477,8.238642446289205,0.5011068745715481
58079.25319045133,58079,o,4,10.730088495575222,7.450129178662681,1.4402553617870695
58091.21281454043,58091,o,4,-4.896708363441691,12.518330844993242,-0.3911630411493837
58095.2245578678,58095,o,4,5.388059701492537,9.117568972367847,0.5909535445053232
58097.22267226725,58097,o,4,-10.129310344827587,5.937751809542409,-1.7059167627297982
58099.21929237886,58099,o,4,-3.129879592567865,8.28145346900227,-0.37793843849791564
58103.218538107954,58103,o,4,10.120687011194603,8.916109558607662,1.135101239466493
58113.21157766953,58113,o,4,-3.420836776083527,9.90102662609197,-0.3455032397416918
58119.20669027156,58119,o,4,7.218973318671457,24.70901175995077,0.2921595322712267
58269.59119625985,58269,o,3,16.97186619953906,17.035216348050433,0.9962812243051659
58293.595719827084,58293,o,4,-3.766278473870575,5.600184676005655,-0.6725275489587751
58294.59726220347,58294,o,4,-3.976744987252808,5.81087588139026,-0.684362403951634
58295.59555657025,58295,o,4,15.157596449442963,9.729310080644078,1.557931274037422
58296.56275202665,58296,o,3,-3.456924151944092,20.925399688490046,-0.16520229976039896
58306.60819986157,58306,o,3,-2.008143322475569,8.23276998516687,-0.24392073701727085
58310.610448800006,58310,c,2,-13.600000000000001,11.627553482998906,-1.1696355574614286
58312.604014677396,58312,o,4,-11.488468181829258,6.386947220348418,-1.7987416813509451
58316.5860324878,58316,o,4,8.998947948499573,7.287108397722674,1.2349134193354216
58322.55797061035,58322,o,4,-3.5495495495495497,4.69833207897487,-0.755491414800979
58324.52899002089,58324,o,4,-9.483558964721327,12.054741842389062,-0.7867077610383595
58325.42583962939,58325,o,2,-3.217252396166134,17.635282671059713,-0.1824327092553945
58330.56894845592,58330,o,2,89.44961031980651,40.32827035652457,2.2180373601203747
58333.569059503476,58333,c,4,-5.909741264337156,7.146239826998345,-0.8269721430297199
58336.55362014009,58336,o,4,-5.182387010544033,6.299305001569371,-0.8226918698575357
58338.55613979853,58338,c,4,-3.512820512820513,4.3576382352153775,-0.8061294497630299
58340.540221206866,58340,o,4,-5.788008784993797,8.543183342508442,-0.6775002423504499
58342.54442204337,58342,c,4,-2.515992126952885,3.952728424803054,-0.6365203617747265
58344.53132688445,58344,o,4,0.9128624329146737,12.899224859756053,0.07076878206555565
58348.50548241014,58348,o,4,-14.490015360983103,6.11412205302304,-2.369925761265875
58350.51664130608,58350,o,4,0.14819366550839905,9.89082433477225,0.014982943836886111
58351.48619080586,58351,o,4,10.87505385609651,17.37733894070264,0.625818135515793
58360.49371973592,58360,o,4,10.097733782221997,9.924593842396567,1.017445544127539
