object_id,object_id_local,image_id,ccd,filter,ra_img,decl_img,x_img,y_img,flags,nimaflags,imaflags,background,flux_max,mu_max,class_star,a,e_a,b,e_b,pa,e_pa,elong,fwhm,radius_petro,radius_kron,radius_frac20,radius_frac50,radius_frac90,chi2_psf,flux_psf,e_flux_psf,mag_psf,e_mag_psf,flux_petro,e_flux_petro,mag_petro,e_mag_petro,flux_kron,e_flux_kron,mag_kron,e_mag_kron,flux_ap02,e_flux_ap02,mag_apc02,e_mag_apc02,flux_ap03,e_flux_ap03,mag_apc03,e_mag_apc03,flux_ap04,e_flux_ap04,mag_apc04,e_mag_apc04,flux_ap05,e_flux_ap05,mag_apc05,e_mag_apc05,flux_ap06,e_flux_ap06,mag_apc06,e_mag_apc06,flux_ap08,e_flux_ap08,mag_apc08,e_mag_apc08,flux_ap10,e_flux_ap10,mag_apc10,e_mag_apc10,flux_ap15,e_flux_ap15,mag_apr15,e_mag_apr15,flux_ap20,e_flux_ap20,mag_apr20,e_mag_apr20,flux_ap30,e_flux_ap30,mag_apr30,e_mag_apr30,use_in_clipped,img_qual,x_mosaic,y_mosaic,date,night_mjd
462388594,154,20150108114158,22,r,113.7668957,-79.7362982,426.657,1134.683,0,0,0,47.40916,133.5922,18.476309,0.968,1.873,0.096,1.7,0.087,-57.73,5.83,1.102,4.72,5.28,3.5,1.222,2.213,6.915,1.9979,2503.766,130.8113,16.809809,0.0567,2579.337,155.7936,16.77751,0.0656,2289.708,108.7951,16.90691,0.0516,1030.027,49.17702,16.85291,0.059,1642.235,63.71019,16.82981,0.0472,2009.772,77.31021,16.812809,0.0447,2177.322,91.09406,16.818708,0.0477,2264.623,105.5756,16.82901,0.0521,2473.769,135.3286,16.78701,0.0605,2673.234,165.9775,16.72411,0.0679,2965.908,243.1064,16.62591,0.089,3747.122,321.9854,16.372108,0.0933,5662.896,479.8768,15.92371,0.092,1,2,-3825.3425,5652.683,57030.4875,57030
462388594,768,20210908163511,22,r,113.7670876,-79.7363445,466.443,1800.962,0,0,0,250.7388,1254.316,19.147844,0.983,3.05,0.03,2.996,0.03,72.7,1.13,1.018,5.64,3.96,3.5,1.62,2.905,5.972,0.7455,45676.2,269.0697,16.760244,0.0064,45009.81,431.2895,16.776144,0.0104,44654.6,394.206,16.784744,0.0096,12754.86,157.2238,16.772043,0.0183,23291.43,194.9371,16.763643,0.0121,31554.25,226.9242,16.764343,0.0097,37000.55,252.8117,16.760044,0.0088,40230.41,277.1605,16.758644,0.0087,43236.9,326.0448,16.764343,0.0092,44634.79,377.9116,16.761944,0.0097,45257.45,517.6411,16.770245,0.0124,45945.32,665.3376,16.753843,0.0157,46356.83,970.1979,16.744144,0.0227,1,1,-3785.5566,6318.9624,59465.69113081,59465
462388594,88,20191211143338,13,r,113.7670313,-79.7362772,1639.359,1153.384,0,0,0,150.3505,112.6509,18.859182,0.85,1.967,0.13,1.832,0.121,-47.99,7.52,1.074,5.66,6.6,3.5,1.459,2.778,6.42,0.8152,3199.97,127.5749,16.741282,0.0433,3386.483,299.2813,16.679781,0.096,3024.335,163.8114,16.802582,0.0588,1022.541,59.76884,16.785782,0.068,1697.609,83.08837,16.774881,0.0558,2178.943,105.4739,16.766382,0.0539,2582.638,128.0569,16.721682,0.0544,2828.052,150.729,16.709682,0.0583,3134.413,196.2043,16.69308,0.0683,3382.023,242.2887,16.652882,0.078,3558.321,358.6962,16.626081,0.1095,4241.659,476.4078,16.435282,0.122,6021.348,712.0732,16.054882,0.1284,1,2,1687.3589,-2977.6162,58828.60671296,58828
462388594,28,20180502091824,9,r,113.767079,-79.7362966,14.708,293.977,16,0,0,19.31578,60.68199,18.798262,0.89,1.721,0.135,1.671,0.13,-80.26,8.92,1.03,5.76,5.28,3.51,1.31,2.249,4.385,0.3306,1440.05,44.88686,16.875563,0.0338,1298.187,119.361,16.988161,0.0999,1230.659,82.00776,17.046162,0.0724,521.1808,37.59037,16.840961,0.0817,852.9677,49.41001,16.865763,0.0652,1076.878,60.6415,16.872562,0.0625,1146.963,72.14404,16.935362,0.0691,1227.908,84.04082,16.932562,0.0748,1271.138,108.2502,16.970562,0.0928,1245.169,132.9394,17.019161,0.1161,1127.31,195.0048,17.141462,0.1879,990.4353,247.3755,17.281961,0.2712,242.8454,344.0708,18.808163,1.5387,-1,2,2212.7078,-3833.0234,58240.38780093,58240
462388594,313,20201002170222,13,r,113.7671837,-79.7363606,1541.071,2182.927,0,0,0,144.562,68.38608,19.17577,0.518,1.672,0.164,1.473,0.143,84.32,11.08,1.135,7.32,9.24,5.91,1.88,3.607,8.251,0.7767,2481.887,128.4377,16.791769,0.0562,3476.983,332.2846,16.42577,0.1038,2651.491,213.1316,16.72007,0.0873,610.326,54.2748,16.879969,0.0973,1116.897,76.79716,16.828169,0.0754,1491.488,98.60241,16.83367,0.0722,1808.148,120.5558,16.80587,0.0727,2073.792,142.6198,16.767569,0.0749,2359.113,187.0624,16.74707,0.0862,2610.31,231.3625,16.69117,0.0963,3555.622,344.053,16.40147,0.1051,3533.847,456.6118,16.408169,0.1403,4994.118,682.6719,16.03267,0.1485,1,2,1589.0708,-1948.0728,59124.70998843,59124
462388594,113,20190914182124,13,r,113.7672647,-79.7363525,1638.275,1359.396,0,0,0,163.3449,114.6433,18.881413,0.703,2.027,0.131,1.844,0.12,-56.2,7.39,1.099,6.17,5.94,4.57,1.578,2.909,5.258,0.8408,3265.377,139.9876,16.760612,0.0465,3033.34,280.1906,16.840612,0.1003,3024.733,219.1103,16.843714,0.0787,876.7794,60.07249,16.844112,0.0773,1559.026,83.71527,16.809414,0.0608,2127.68,106.9733,16.773014,0.0561,2584.725,130.0698,16.725613,0.0556,2836.65,152.782,16.723814,0.059,2893.435,199.106,16.806213,0.0749,2936.032,246.4115,16.837914,0.0912,2601.946,364.7567,17.007214,0.1522,2111.521,484.1192,17.233913,0.249,1058.956,723.9521,17.983213,0.7424,1,2,1686.2745,-2771.604,58740.76487269,58740
462388594,66,20180427105524,22,r,113.7674628,-79.7362993,870.055,775.921,0,0,0,98.57774,94.41667,19.06291,0.812,2.051,0.124,1.996,0.12,35.17,6.89,1.027,5.87,5.94,4.4,1.548,2.76,5.661,0.3866,3077.169,83.71799,16.795809,0.0295,2847.367,252.9549,16.880009,0.0965,2810.124,188.9814,16.89431,0.073,859.6707,54.81282,16.82651,0.0728,1561.791,76.03308,16.78081,0.0553,2053.436,94.62426,16.78991,0.0514,2318.2,114.0516,16.82631,0.0546,2540.106,133.6711,16.82371,0.058,2836.273,173.3711,16.80481,0.0667,2755.513,213.3039,16.88031,0.0842,2479.602,314.912,17.030209,0.1379,1778.324,417.1479,17.39111,0.2547,196.8843,622.9944,19.78061,3.4364,1,2,-3381.9456,5293.921,58235.45516204,58235
462388594,126,20180214120818,22,r,113.7671521,-79.7363937,1739.002,1175.797,0,0,0,16.74316,98.2304,18.869892,0.782,2.447,0.109,2.082,0.09,-9.38,4.96,1.175,5.77,5.94,4.43,1.365,2.395,4.132,0.348,2727.458,57.75568,16.776693,0.023,2092.825,191.0879,17.064293,0.0992,2333.49,146.0195,16.946093,0.068,858.3657,45.84439,16.807293,0.0634,1508.404,59.23755,16.769493,0.046,1946.854,71.47014,16.773493,0.0408,2194.443,83.54729,16.784393,0.0422,2338.184,95.62459,16.796593,0.0451,2361.508,120.4821,16.870693,0.0559,2297.311,146.2637,16.933992,0.0694,1752.202,212.5515,17.257193,0.1317,1088.541,279.9099,17.773993,0.2793,-1402.743,415.4904,,,1,2,-2512.998,5693.797,58163.50578704,58163
462388594,143,20190914182149,13,i,113.7674162,-79.7363845,1637.01,1359.5,0,0,0,207.901,78.9798,19.3286,0.491,1.206,0.199,0.988,0.163,-88.72,18.4,1.221,6.51,10.56,7.24,1.604,2.704,5.359,0.7837,2233.15,144.477,17.2157,0.0702,1593.69,303.466,17.5819,0.2068,1858.84,211.122,17.4148,0.1233,567.167,60.3383,17.2704,0.1174,1058.54,85.9724,17.2182,0.0892,1394.92,111.707,17.2451,0.0877,1534.19,137.534,17.3193,0.0978,1814.41,163.413,17.2396,0.0982,1902.14,215.237,17.2974,0.123,1835.3,267.329,17.3847,0.1582,1697.15,398.205,17.5137,0.2548,1832.97,529.786,17.4301,0.3139,539.149,792.679,18.7587,1.5967,1,2,1685.01,-2771.5,58740.76516204,58740
462388594,144,20191211143404,13,i,113.7674719,-79.7363435,1639.54,1153.88,0,0,0,118.865,94.1321,19.0594,0.638,1.736,0.159,1.405,0.128,-21.21,10.2,1.236,4.51,5.28,5.15,1.266,2.446,7.043,0.7956,2125.37,108.222,17.1908,0.0553,1923.58,183.652,17.2991,0.1037,1954.32,176.684,17.2819,0.0982,784.521,54.0023,17.1537,0.0812,1205.79,74.2748,17.2077,0.07,1482.97,94.4438,17.2296,0.0701,1580.19,115.053,17.2819,0.0795,1673.7,135.764,17.2917,0.0884,1945.25,178.19,17.2103,0.0996,2079.59,220.464,17.1789,0.1153,1771.6,327.186,17.3885,0.2006,2021.31,435.155,17.2453,0.2338,1832.73,650.822,17.3516,0.3856,1,2,1687.54,-2977.13,58828.60700231,58828
462388594,285,20161117173606,22,i,113.7673125,-79.7363564,1660.44,1192.38,0,0,0,869.977,578.064,19.5033,0.978,2.855,0.073,2.669,0.068,14.75,2.92,1.07,5.7,4.62,3.5,1.627,2.881,6.088,1.653,20517.2,435.733,17.1436,0.0231,19714.5,648.141,17.1868,0.0357,19124.0,498.274,17.2199,0.0283,5435.23,133.616,17.159,0.0327,10088.3,185.737,17.1231,0.0255,13312.2,232.854,17.1511,0.0219,15596.3,279.762,17.1513,0.0215,17095.7,326.418,17.1504,0.0223,18420.9,420.564,17.1723,0.026,19409.0,517.056,17.1644,0.0294,19757.3,761.281,17.1845,0.0418,20285.9,1008.24,17.1558,0.054,20511.0,1504.84,17.1439,0.0797,1,1,-2591.57,5710.38,57709.73342593,57709
462388594,1137,20210910163949,22,i,113.767234,-79.7363401,433.632,1907.43,0,0,0,425.331,544.706,19.4071,0.979,2.671,0.057,2.531,0.054,89.86,2.45,1.056,5.04,4.62,3.5,1.499,2.757,5.837,0.3935,17559.8,157.557,17.1518,0.0097,17048.9,457.401,17.1838,0.0291,16872.7,354.855,17.1951,0.0228,5420.46,113.345,17.1494,0.026,9420.33,152.79,17.1535,0.0201,12359.8,186.088,17.157,0.0184,14262.8,218.799,17.151,0.0183,15475.6,251.734,17.1428,0.0189,16572.5,318.284,17.1483,0.0217,16925.5,387.045,17.1627,0.0253,16960.4,563.638,17.1895,0.0361,17121.2,743.466,17.1792,0.0472,20476.2,1106.69,16.985,0.0587,1,1,-3818.37,6425.43,59467.69434037,59467
462388594,185,20150116110103,22,i,113.7670822,-79.736334,1765.3,1190.17,0,0,0,36.7283,94.2605,18.9374,0.927,2.089,0.13,1.801,0.112,-37.06,7.05,1.16,6.17,5.94,3.95,1.314,2.572,5.348,2.1407,1932.46,126.23,17.1736,0.0709,2165.5,174.855,17.05,0.0877,1949.1,120.334,17.1643,0.067,706.89,43.0829,17.2631,0.07,1156.67,57.0015,17.2364,0.0561,1463.31,70.3827,17.206,0.0534,1700.3,84.1916,17.1446,0.0545,1844.7,97.7476,17.1118,0.058,1982.14,125.866,17.0945,0.0693,2117.56,154.225,17.0516,0.0793,2084.14,226.685,17.0916,0.1181,2192.34,299.912,17.0366,0.1486,3093.39,447.737,16.6628,0.1572,1,2,-2486.7,5708.17,57038.45908565,57038
462388594,214,20150108114223,22,i,113.7672777,-79.7363095,426.137,1132.79,0,0,0,72.1377,104.858,18.7083,0.911,1.734,0.116,1.581,0.106,-49.5,7.62,1.097,3.99,5.94,3.56,1.144,2.115,4.528,0.6608,1794.84,71.7108,17.1404,0.0434,1600.94,178.917,17.2645,0.1214,1769.27,112.5,17.156,0.0691,821.693,48.585,17.1672,0.0672,1232.89,64.5467,17.1705,0.0581,1484.25,81.1748,17.1376,0.0597,1655.01,97.6202,17.0906,0.0643,1736.33,114.252,17.0792,0.0716,1665.87,148.343,17.1758,0.0968,1625.39,183.372,17.2278,0.1226,1568.36,271.175,17.2868,0.1878,1192.46,359.75,17.5843,0.3276,598.466,537.575,18.3328,0.9755,1,2,-3825.86,5650.79,57030.48777778,57030
462388594,94,20180427105549,22,i,113.7671741,-79.7363122,872.044,773.643,0,0,0,107.91,78.9745,19.2611,0.673,1.734,0.141,1.624,0.133,70.64,9.31,1.068,5.95,6.6,4.97,1.61,2.992,7.307,0.9771,2456.69,127.879,17.0446,0.0565,2719.17,242.606,16.9344,0.0969,2447.83,184.268,17.0485,0.0818,689.826,53.822,17.1415,0.0881,1254.75,73.8933,17.0788,0.0661,1625.29,94.7913,17.0867,0.0647,1940.62,115.454,17.0422,0.0653,2126.83,135.842,17.0276,0.0698,2430.25,177.382,16.9747,0.0796,2615.03,219.56,16.9396,0.0914,2723.0,325.452,16.9328,0.1298,2625.55,431.819,16.9724,0.1786,3165.08,645.777,16.7695,0.2216,1,2,-3379.96,5291.64,58235.45545139,58235
462388594,546,20201002170247,13,i,113.7671273,-79.7363184,1539.47,2181.56,0,0,0,160.721,69.305,19.2237,0.224,1.568,0.16,1.248,0.126,-43.56,11.32,1.257,6.89,5.94,4.99,1.414,2.414,4.955,0.3197,1838.74,72.2068,17.1799,0.0426,1625.52,197.406,17.3137,0.1319,1593.05,167.725,17.3356,0.1143,597.98,55.066,17.2431,0.1014,1059.92,78.4389,17.1592,0.0812,1319.81,100.731,17.1716,0.0837,1444.09,123.331,17.2021,0.0935,1523.0,145.973,17.2198,0.1046,1626.17,192.717,17.2351,0.1289,1699.42,239.095,17.2303,0.1528,1390.77,355.561,17.4831,0.2776,1743.91,473.128,17.2374,0.2946,2594.95,708.821,16.8059,0.2966,1,2,1587.48,-1949.44,59124.71027778,59124
462388594,136,20191023180332,18,i,113.7670812,-79.7363207,26.738,399.994,16,0,0,495.177,712.839,19.3061,0.981,2.695,0.057,2.591,0.055,-7.43,2.43,1.04,4.65,4.62,3.5,1.447,2.715,6.344,0.378,20505.9,175.365,17.1745,0.0093,21134.1,525.583,17.1418,0.027,19808.6,407.002,17.2121,0.0223,6526.52,129.615,17.188,0.0272,10970.8,168.79,17.184,0.0206,14195.3,206.792,17.174,0.0186,16175.0,243.88,17.1728,0.0183,17472.0,281.438,17.1711,0.019,19230.6,358.331,17.1598,0.0213,20122.3,437.223,17.1564,0.0241,21398.7,638.347,17.1283,0.0324,21717.9,842.316,17.1122,0.0421,23303.9,1237.82,17.0356,0.0577,-1,1,-2074.26,4914.99,58779.75246528,58779
462388594,43,20180502091851,9,i,113.7670418,-79.7363048,15.59,293.333,16,0,0,40.1358,55.8687,18.8737,0.693,1.517,0.144,1.354,0.128,-45.1,10.74,1.12,4.62,5.94,4.19,1.242,2.096,4.227,0.0952,1176.69,24.4049,17.0805,0.0225,1015.34,130.24,17.2407,0.1393,1006.74,94.1971,17.2499,0.1016,469.708,38.4193,17.053,0.0919,742.611,52.7763,17.0747,0.0788,893.312,66.5281,17.0986,0.0816,964.697,80.3705,17.1187,0.091,971.357,94.67,17.1704,0.1062,1043.88,123.482,17.1569,0.1287,1028.56,152.824,17.204,0.1614,1185.89,226.404,17.0721,0.2073,1055.82,289.93,17.1982,0.2982,838.009,403.658,17.4491,0.5231,-1,2,2213.59,-3833.67,58240.38811343,58240
462388594,977,20191023180732,31,i,113.7671439,-79.7363702,345.875,3060.44,0,0,0,586.21,749.812,19.254,0.98,2.623,0.06,2.398,0.054,5.11,2.6,1.094,4.51,4.62,3.6,1.439,2.699,6.988,1.8668,20101.3,401.822,17.1989,0.0217,20818.3,535.702,17.1608,0.0279,19394.9,424.261,17.2377,0.0238,6632.79,133.145,17.197,0.0262,10962.7,175.133,17.2003,0.0199,13897.9,216.431,17.2062,0.0185,15727.2,256.496,17.2091,0.0189,16844.0,297.87,17.2162,0.0203,19002.5,382.512,17.1776,0.0227,19827.5,468.291,17.1758,0.0261,22370.1,687.133,17.0828,0.0334,23922.6,908.549,17.0099,0.0412,26334.3,1354.16,16.9056,0.0558,1,1,395.875,3092.44,58779.75524306,58779
462388594,189,20180214120843,22,i,113.7669914,-79.7363727,1740.66,1173.73,0,0,0,57.8881,109.128,18.7958,0.928,1.823,0.117,1.625,0.104,8.43,7.27,1.122,5.31,5.94,4.72,1.266,2.209,4.433,0.4896,2062.79,69.5623,17.1201,0.0366,1965.8,182.857,17.1724,0.101,1815.17,147.192,17.2589,0.0881,793.377,47.7987,17.1012,0.0696,1244.86,64.1749,17.1247,0.0581,1527.21,80.0402,17.1366,0.0582,1704.58,96.1074,17.1323,0.0623,1788.78,112.225,17.1428,0.0689,1842.7,145.616,17.1798,0.0865,2005.45,179.823,17.1218,0.0977,2119.18,265.302,17.0908,0.136,2223.8,351.874,17.0385,0.1718,2450.35,525.797,16.9332,0.233,1,2,-2511.34,5691.73,58163.50607639,58163
462388594,42,20180502091921,9,z,113.7670162,-79.7363575,15.175,293.179,16,0,0,90.9085,55.0611,18.875,0.368,0.772,0.211,0.573,0.156,-43.78,29.44,1.347,2.21,10.56,7.81,1.206,2.237,4.232,0.1711,800.738,38.117,17.484,0.0517,756.193,134.318,17.5462,0.1929,691.269,101.663,17.6436,0.1597,304.077,42.2146,17.4668,0.1519,474.662,60.8904,17.5278,0.1401,609.555,78.8369,17.4914,0.1411,653.463,97.3497,17.5242,0.1623,694.76,115.722,17.5153,0.1813,667.726,153.02,17.6186,0.249,742.271,190.559,17.5378,0.2788,1138.85,284.45,17.1016,0.2712,979.623,363.496,17.2651,0.403,1146.24,507.283,17.0946,0.4806,-1,2,2213.18,-3833.82,58240.38846065,58240
462388594,825,20191023180932,31,z,113.7670232,-79.7363365,345.529,3061.03,0,0,0,646.178,341.822,19.3619,0.912,2.058,0.107,1.946,0.1,-51.98,5.91,1.057,5.22,5.28,3.5,1.321,2.481,5.119,0.1002,7888.26,84.0387,17.4695,0.0116,7462.79,511.121,17.5297,0.0744,6928.85,340.837,17.6103,0.0534,2582.01,112.719,17.48,0.0498,4323.86,159.058,17.4656,0.0413,5530.02,204.391,17.4606,0.0412,6222.93,249.97,17.4694,0.0444,6662.41,295.697,17.4727,0.0488,7112.1,389.057,17.4911,0.0598,7351.95,482.651,17.5036,0.0714,6432.51,718.244,17.691,0.1213,7116.37,955.38,17.5813,0.1458,7591.97,1430.42,17.5111,0.2046,1,1,395.529,3093.03,58779.75663194,58779
462388594,102,20180427105620,22,z,113.7671012,-79.7362947,870.872,774.878,0,0,0,197.842,77.0329,19.3064,0.493,0.855,0.198,0.681,0.156,43.68,25.39,1.255,4.53,9.9,6.84,1.305,2.5,-37.509,6.221,2013.67,396.717,17.2787,0.2139,1829.63,206.472,17.3827,0.1226,1439.17,146.432,17.6434,0.1105,571.731,60.9818,17.4727,0.1173,945.131,87.5258,17.4728,0.1011,1221.34,113.778,17.4567,0.1014,1378.79,140.085,17.4556,0.1105,1522.9,167.256,17.4208,0.1195,2058.46,221.163,17.1719,0.1168,2348.1,275.354,17.073,0.1275,3134.09,410.782,16.7984,0.1423,4150.76,546.413,16.4933,0.143,6402.16,818.321,16.0228,0.1388,1,2,-3381.13,5292.88,58235.45581019,58235
462388594,145,20180214120915,22,z,113.7671517,-79.7363063,1738.99,1175.0,0,0,0,194.784,65.1859,19.4294,0.486,0.809,0.169,0.808,0.169,-33.55,23.6,1.002,4.8,10.56,7.18,1.366,2.349,4.425,0.0716,1667.1,38.7319,17.4255,0.0252,1252.19,228.429,17.7362,0.1981,1378.82,154.639,17.6316,0.1218,527.553,59.5611,17.4212,0.1241,910.27,85.653,17.4143,0.103,1143.08,111.489,17.4483,0.1064,1324.52,137.413,17.4301,0.1128,1363.86,163.626,17.4745,0.1304,1273.96,216.198,17.6325,0.1843,1342.82,268.91,17.6187,0.2175,1910.36,402.087,17.2776,0.2286,2258.87,535.437,17.0956,0.2574,2709.25,802.125,16.8983,0.3215,1,2,-2513.0,5693.0,58163.50644676,58163
462388594,115,20191023180532,18,z,113.7671441,-79.7362933,26.307,400.552,16,0,0,571.644,269.35,19.6098,0.874,1.982,0.107,1.898,0.103,-9.12,6.2,1.044,5.2,5.94,4.64,1.383,2.551,5.285,0.2931,7296.04,141.223,17.5435,0.021,7049.12,530.224,17.5809,0.0817,6374.9,414.194,17.69,0.0706,2334.51,106.799,17.5078,0.0519,3852.21,151.628,17.5388,0.0447,4903.44,194.706,17.5607,0.0448,5607.25,238.455,17.5593,0.0478,6004.74,282.597,17.5662,0.0523,6412.02,371.354,17.5821,0.0637,6559.65,460.901,17.609,0.0766,6798.0,686.393,17.6202,0.1097,7100.34,912.532,17.573,0.1396,7425.98,1344.57,17.5243,0.1966,-1,1,-2074.69,4915.55,58779.75385417,58779
462388594,777,20210910164151,22,z,113.7672755,-79.7363075,428.624,1908.17,0,0,0,653.342,212.713,19.732,0.867,1.992,0.11,1.866,0.103,-80.31,6.31,1.068,6.42,5.28,4.25,1.464,2.542,4.484,1.9187,6885.16,346.761,17.4723,0.0547,6673.76,455.638,17.5062,0.0741,5882.88,368.1,17.6431,0.068,1992.18,104.535,17.5545,0.059,3685.2,147.978,17.4826,0.0451,4920.83,190.365,17.4651,0.0434,5547.77,232.564,17.4799,0.0467,5697.29,275.23,17.5262,0.0533,5903.72,361.949,17.5643,0.067,6563.09,449.175,17.4901,0.0745,6715.43,668.459,17.4994,0.1081,6451.79,888.829,17.5429,0.1496,5908.9,1330.46,17.6383,0.2445,1,1,-3823.38,6426.17,59467.69574488,59467
462388594,214,20191211143434,13,z,113.7673199,-79.7363175,1638.4,1152.86,0,0,0,167.275,87.7454,19.1957,0.616,1.421,0.147,1.293,0.134,59.78,11.77,1.099,5.14,7.26,4.53,1.189,2.051,3.518,0.258,1670.1,60.4392,17.5125,0.0393,1478.41,242.329,17.6448,0.178,1354.73,153.079,17.7397,0.1227,643.755,56.8353,17.5777,0.098,1039.04,79.8515,17.5229,0.0845,1302.36,103.289,17.4793,0.0869,1440.31,126.759,17.4673,0.0962,1343.85,150.415,17.5976,0.1219,1428.11,198.41,17.6016,0.151,1404.01,246.508,17.6638,0.1908,1187.29,367.843,17.8829,0.3365,590.758,489.05,18.6408,0.899,-250.803,732.338,,,1,1,1686.4,-2978.14,58828.60736111,58828
462388594,232,20161117173807,22,z,113.7673084,-79.7363265,1658.9,1191.56,0,0,0,801.902,204.878,19.8794,0.745,2.35,0.137,2.009,0.116,19.91,6.57,1.17,6.84,4.62,4.55,1.791,3.321,7.965,1.9202,8198.59,421.96,17.3894,0.0559,8454.36,497.738,17.3561,0.0639,8452.45,489.283,17.3563,0.0629,2041.53,112.456,17.4282,0.0625,3718.81,160.734,17.4222,0.0488,5180.32,208.101,17.397,0.0452,5887.14,254.872,17.4375,0.0482,6544.85,303.136,17.4249,0.051,7709.98,399.341,17.3524,0.0566,8477.2,495.462,17.3046,0.0636,9250.92,737.407,17.2583,0.0866,9040.68,980.066,17.2833,0.1177,6772.04,1466.38,17.597,0.2352,1,1,-2593.1,5709.56,57709.73481481,57709
462388594,204,20150108114254,22,z,113.7674634,-79.7362894,423.125,1131.53,0,0,0,147.933,79.2067,18.9455,0.586,1.283,0.155,1.12,0.135,-71.77,13.67,1.145,3.78,8.58,5.42,1.088,1.933,4.23,0.4537,1374.29,69.9019,17.3628,0.0552,1297.66,242.977,17.4251,0.2033,1230.49,154.329,17.4828,0.1362,653.315,54.8592,17.3398,0.0923,910.778,76.536,17.4208,0.0917,1070.87,99.2488,17.4147,0.1011,1177.35,121.703,17.3835,0.1126,1233.48,144.546,17.3698,0.1275,1381.51,190.449,17.2967,0.1498,1338.58,236.598,17.3626,0.1919,1590.78,353.022,17.2039,0.241,1982.53,469.942,16.9649,0.2574,2797.03,703.905,16.5912,0.2733,1,2,-3828.87,5649.53,57030.48813657,57030
