objID,uniquePspsP2id,detectID,ippObjID,ippDetectID,filterID,surveyID,imageID,randomDetID,dvoRegionID,obsTime,xPos,yPos,xPosErr,yPosErr,pltScale,posAngle,ra,dec,raErr,decErr,extNSigma,zp,telluricExt,expTime,airMass,psfFlux,psfFluxErr,psfMajorFWHM,psfMinorFWHM,psfTheta,psfCore,psfQf,psfQfPerfect,psfChiSq,psfLikelihood,momentXX,momentXY,momentYY,momentR1,momentRH,momentM3C,momentM3S,momentM4C,momentM4S,apFlux,apFluxErr,apFillF,apRadius,kronFlux,kronFluxErr,kronRad,sky,skyErr,infoFlag,infoFlag2,infoFlag3,processingVersion,mag,magerr
93813067482157965,3031397510001179,166444076510001178,436750929412495,1178,5,0,36695951,0.830226099891799,101689,55765.4409455,2409.139892578125,3925.77001953125,0.2804380059242248,0.2804380059242248,-0.2562829852104187,73.6052017211914,306.74821753,-11.81869286,0.0718713030219078,0.0718713030219078,-1.9008400440216064,23.320199966430664,-0.0029839999042451,30.0,1.1884499788284302,0.0001239830016857,1.6341600712621585e-05,1.9154800176620483,1.8639700412750244,-56.80950164794922,0.3298769891262054,0.5389059782028198,0.5389059782028198,1.1174099445343018,-0.0573232993483543,0.1161639988422393,0.0813940986990928,0.7343710064888,-999.0,0.8834869861602783,-0.1882269978523254,0.0401110984385013,0.0561209991574287,-0.0133935995399951,9.673170279711484e-05,2.405889972578734e-06,0.4714069962501526,4.356800079345703,-999.0,-999.0,-999.0,0.0001971029996639,1.3791100172966251e-05,35651585,0,3145728,3,18.66659463346823,0.1431008739300397
