mjd,source,band,mag_AB,mag_err,flux,flux_err,flux_unit,meta,note
58678.35716,ATLAS,o,,,-3.9,13.8,uJy,nightly_stack_n4,nondet_3sig_limit_19.86
58684.4843,ATLAS,o,,,-17.3,11.6,uJy,nightly_stack_n4,nondet_3sig_limit_20.05
58686.47509,ATLAS,o,,,-12.4,20.2,uJy,nightly_stack_n4,nondet_3sig_limit_19.44
58688.47699,ATLAS,o,,,3.6,7.3,uJy,nightly_stack_n4,nondet_3sig_limit_20.38
58690.44987,ATLAS,o,,,-1.4,5.6,uJy,nightly_stack_n4,nondet_3sig_limit_20.84
58692.38671,ATLAS,o,,,7.0,7.4,uJy,nightly_stack_n4,nondet_3sig_limit_20.24
58694.43515,ATLAS,c,,,2.9,5.0,uJy,nightly_stack_n4,nondet_3sig_limit_20.78
58696.44086,ATLAS,o,,,2.7,8.0,uJy,nightly_stack_n4,nondet_3sig_limit_20.34
58700.4214,ATLAS,o,,,1.2,7.5,uJy,nightly_stack_n4,nondet_3sig_limit_20.47
58702.33607,ATLAS,c,,,10.1,7.6,uJy,nightly_stack_n4,nondet_3sig_limit_20.11
58704.14422,NSC_DR2,i,21.78,0.1,,,,sep2.97as_neighbor_DECam,nearest NSC object 118452_13190; nothing at transient position
58704.39867,ATLAS,o,,,12.4,9.2,uJy,nightly_stack_n4,nondet_3sig_limit_19.89
58706.40055,ATLAS,c,,,-79.9,119.7,uJy,nightly_stack_n4,nondet_3sig_limit_17.51
58712.47693,ATLAS,o,,,-27.9,34.0,uJy,nightly_stack_n4,nondet_3sig_limit_18.88
58718.41207,ATLAS,o,,,5.6,5.6,uJy,nightly_stack_n4,nondet_3sig_limit_20.53
58724.41994,ATLAS,o,,,7.0,5.3,uJy,nightly_stack_n4,nondet_3sig_limit_20.50
58726.36345,ATLAS,c,,,-4.3,6.5,uJy,nightly_stack_n4,nondet_3sig_limit_20.68
58730.33671,ATLAS,c,,,-4.0,5.3,uJy,nightly_stack_n4,nondet_3sig_limit_20.89
58741.40104,ATLAS,o,,,11.0,18.6,uJy,nightly_stack_n4,nondet_3sig_limit_19.34
58744.23517,ATLAS,o,,,1.9,5.7,uJy,nightly_stack_n4,nondet_3sig_limit_20.70
58745.36367,ATLAS,o,,,3.9,12.1,uJy,nightly_stack_n4,nondet_3sig_limit_19.89
58746.36583,ATLAS,o,,,54.7,47.5,uJy,nightly_stack_n4,nondet_3sig_limit_18.16
58750.3286,ATLAS,c,,,-1.9,5.2,uJy,nightly_stack_n4,nondet_3sig_limit_20.93
58751.2826,ATLAS,o,,,6.2,4.8,uJy,nightly_stack_n4,nondet_3sig_limit_20.61
58752.37392,ATLAS,o,,,2.1,4.9,uJy,nightly_stack_n4,nondet_3sig_limit_20.84
58756.30338,ATLAS,o,20.918,0.351,15.6,5.0,uJy,nightly_stack_n4,marginal_3-5sigma
58760.21251,ATLAS,o,,,1.8,16.1,uJy,nightly_stack_n4,nondet_3sig_limit_19.65
58762.22112,ATLAS,o,,,-1.9,13.7,uJy,nightly_stack_n4,nondet_3sig_limit_19.86
58769.31283,ATLAS,o,,,6.5,13.7,uJy,nightly_stack_n4,nondet_3sig_limit_19.71
58770.35598,ATLAS,o,,,-5.6,13.3,uJy,nightly_stack_n4,nondet_3sig_limit_19.90
58771.35937,ATLAS,o,,,19.6,10.0,uJy,nightly_stack_n4,nondet_3sig_limit_19.66
58772.31288,ATLAS,o,,,5.9,8.3,uJy,nightly_stack_n4,nondet_3sig_limit_20.18
58778.21702,ATLAS,c,,,4.8,6.2,uJy,nightly_stack_n4,nondet_3sig_limit_20.48
58780.25421,ATLAS,o,,,2.3,5.4,uJy,nightly_stack_n4,nondet_3sig_limit_20.72
58782.27753,ATLAS,c,,,17.0,41.2,uJy,nightly_stack_n4,nondet_3sig_limit_18.53
58784.24735,ATLAS,o,,,0.7,5.1,uJy,nightly_stack_n4,nondet_3sig_limit_20.88
58788.21302,ATLAS,o,,,7.1,6.3,uJy,nightly_stack_n4,nondet_3sig_limit_20.36
58790.21291,ATLAS,o,,,5.1,9.3,uJy,nightly_stack_n4,nondet_3sig_limit_20.10
58792.29601,ATLAS,o,,,9.7,8.7,uJy,nightly_stack_n4,nondet_3sig_limit_20.01
58794.31685,ATLAS,o,,,-13.9,12.8,uJy,nightly_stack_n4,nondet_3sig_limit_19.94
58799.23291,ATLAS,o,,,4.0,9.8,uJy,nightly_stack_n4,nondet_3sig_limit_20.09
58800.2665,ATLAS,o,,,5.4,9.3,uJy,nightly_stack_n4,nondet_3sig_limit_20.09
58802.26244,ATLAS,o,,,4.4,9.5,uJy,nightly_stack_n4,nondet_3sig_limit_20.11
58812.19944,ATLAS,o,,,2.3,7.4,uJy,nightly_stack_n4,nondet_3sig_limit_20.43
58816.21958,ATLAS,o,,,-3.4,7.6,uJy,nightly_stack_n4,nondet_3sig_limit_20.51
58818.22207,ATLAS,c,,,-528.9,444.3,uJy,nightly_stack_n4,nondet_3sig_limit_16.09
58820.18609,ATLAS,o,,,6.0,46.6,uJy,nightly_stack_n3,nondet_3sig_limit_18.49
58824.20064,ATLAS,o,,,5.1,11.7,uJy,nightly_stack_n4,nondet_3sig_limit_19.89
58826.20361,ATLAS,o,,,2.4,32.8,uJy,nightly_stack_n4,nondet_3sig_limit_18.89
58832.19849,ATLAS,o,,,-77.2,44.8,uJy,nightly_stack_n2,nondet_3sig_limit_18.58
58918.65071,ATLAS,o,,,31.3,27.9,uJy,nightly_stack_n4,nondet_3sig_limit_18.75
58942.59062,ATLAS,c,,,3.7,11.0,uJy,nightly_stack_n4,nondet_3sig_limit_19.99
58944.63395,ATLAS,o,,,-12.3,21.7,uJy,nightly_stack_n4,nondet_3sig_limit_19.36
58949.56601,ATLAS,o,,,26.9,18.4,uJy,nightly_stack_n4,nondet_3sig_limit_19.11
58950.568,ATLAS,o,,,1.9,17.5,uJy,nightly_stack_n4,nondet_3sig_limit_19.56
58952.61974,ATLAS,o,,,-8.7,10.6,uJy,nightly_stack_n4,nondet_3sig_limit_20.14
58956.58046,ATLAS,o,,,1.2,8.0,uJy,nightly_stack_n5,nondet_3sig_limit_20.40
58958.54465,ATLAS,c,,,3.5,6.8,uJy,nightly_stack_n4,nondet_3sig_limit_20.46
58960.61107,ATLAS,o,,,-5.1,5.4,uJy,nightly_stack_n5,nondet_3sig_limit_20.88
58962.6119,ATLAS,c,,,20.6,42.5,uJy,nightly_stack_n4,nondet_3sig_limit_18.47
58964.587,ATLAS,o,,,5.8,18.2,uJy,nightly_stack_n4,nondet_3sig_limit_19.45
58966.61383,ATLAS,c,,,-1.8,7.3,uJy,nightly_stack_n4,nondet_3sig_limit_20.55
58967.60121,ATLAS,o,,,0.4,7.1,uJy,nightly_stack_n4,nondet_3sig_limit_20.56
58968.60876,ATLAS,o,,,-1.4,5.9,uJy,nightly_stack_n4,nondet_3sig_limit_20.78
58970.60568,ATLAS,c,,,-1.0,5.6,uJy,nightly_stack_n4,nondet_3sig_limit_20.84
58972.54125,ATLAS,o,,,4.4,7.6,uJy,nightly_stack_n4,nondet_3sig_limit_20.31
58974.54222,ATLAS,o,,,-35.3,10.4,uJy,nightly_stack_n4,nondet_3sig_limit_20.16
58976.54327,ATLAS,o,,,-8.7,13.3,uJy,nightly_stack_n4,nondet_3sig_limit_19.90
58978.58725,ATLAS,o,,,-8.5,16.5,uJy,nightly_stack_n4,nondet_3sig_limit_19.67
58983.59574,ATLAS,o,,,14.9,7.9,uJy,nightly_stack_n4,nondet_3sig_limit_19.94
58986.60301,ATLAS,o,,,-5.8,5.3,uJy,nightly_stack_n4,nondet_3sig_limit_20.91
58988.57144,ATLAS,o,,,-7.0,5.6,uJy,nightly_stack_n4,nondet_3sig_limit_20.85
58989.59097,ATLAS,c,,,6.6,5.1,uJy,nightly_stack_n4,nondet_3sig_limit_20.55
58990.56907,ATLAS,c,,,6.4,4.6,uJy,nightly_stack_n4,nondet_3sig_limit_20.64
58992.55671,ATLAS,o,,,12.3,6.8,uJy,nightly_stack_n4,nondet_3sig_limit_20.11
58994.57603,ATLAS,c,,,5.1,5.0,uJy,nightly_stack_n4,nondet_3sig_limit_20.64
58996.57755,ATLAS,o,,,-195.5,131.5,uJy,nightly_stack_n4,nondet_3sig_limit_17.41
58997.60468,ATLAS,c,,,3.4,5.5,uJy,nightly_stack_n4,nondet_3sig_limit_20.66
58998.53256,ATLAS,c,,,7.1,4.8,uJy,nightly_stack_n4,nondet_3sig_limit_20.57
59000.53381,ATLAS,o,,,-1.6,5.0,uJy,nightly_stack_n4,nondet_3sig_limit_20.96
59002.57773,ATLAS,c,,,2.4,5.4,uJy,nightly_stack_n5,nondet_3sig_limit_20.73
59003.50125,ATLAS,o,,,-3.1,8.1,uJy,nightly_stack_n4,nondet_3sig_limit_20.43
59004.48701,ATLAS,o,,,4.2,10.2,uJy,nightly_stack_n4,nondet_3sig_limit_20.04
59005.50621,ATLAS,o,,,6.3,13.7,uJy,nightly_stack_n4,nondet_3sig_limit_19.71
59006.49298,ATLAS,o,,,-2.1,16.2,uJy,nightly_stack_n4,nondet_3sig_limit_19.69
59016.51624,ATLAS,o,,,-61.9,48.8,uJy,nightly_stack_n4,nondet_3sig_limit_18.49
59020.5038,ATLAS,o,,,-5.9,6.2,uJy,nightly_stack_n4,nondet_3sig_limit_20.72
59021.50804,ATLAS,c,,,-1.7,5.2,uJy,nightly_stack_n4,nondet_3sig_limit_20.91
59022.48462,ATLAS,c,,,-17.6,7.2,uJy,nightly_stack_n4,nondet_3sig_limit_20.56
59024.48858,ATLAS,o,18.077,0.032,213.3,6.3,uJy,nightly_stack_n4,detection | ARTIFACT_FLAG: single-exposure spike 1336uJy in 01a59024o0522o only; adjacent exposures null; no known asteroid (SkyBoT); satellite glint / uncatalogued mover
59026.5029,ATLAS,c,,,1.1,4.5,uJy,nightly_stack_n4,nondet_3sig_limit_21.00
59028.48926,ATLAS,o,,,-5.6,4.1,uJy,nightly_stack_n4,nondet_3sig_limit_21.17
59030.45246,ATLAS,o,,,-7.6,6.4,uJy,nightly_stack_n4,nondet_3sig_limit_20.68
59031.38338,ATLAS,o,,,-10.1,8.4,uJy,nightly_stack_n4,nondet_3sig_limit_20.40
59032.4619,ATLAS,o,,,-3.1,7.6,uJy,nightly_stack_n4,nondet_3sig_limit_20.50
59033.4023,ATLAS,o,,,8.5,11.4,uJy,nightly_stack_n4,nondet_3sig_limit_19.82
59034.45144,ATLAS,o,,,22.2,17.5,uJy,nightly_stack_n3,nondet_3sig_limit_19.22
59039.5215,ATLAS,o,,,10.7,9.1,uJy,nightly_stack_n4,nondet_3sig_limit_19.95
59040.46743,ATLAS,o,,,2.6,9.2,uJy,nightly_stack_n4,nondet_3sig_limit_20.21
59041.468,ATLAS,o,,,-11.8,6.4,uJy,nightly_stack_n4,nondet_3sig_limit_20.69
59042.50461,ATLAS,o,,,0.8,6.5,uJy,nightly_stack_n4,nondet_3sig_limit_20.63
59044.50847,ATLAS,o,,,-11.1,9.6,uJy,nightly_stack_n4,nondet_3sig_limit_20.25
59048.42686,ATLAS,o,,,-7.3,4.5,uJy,nightly_stack_n4,nondet_3sig_limit_21.07
59049.47614,ATLAS,c,,,-4.1,6.0,uJy,nightly_stack_n4,nondet_3sig_limit_20.77
59050.43725,ATLAS,c,,,-2.0,5.0,uJy,nightly_stack_n4,nondet_3sig_limit_20.95
59052.50005,ATLAS,o,,,2.4,4.6,uJy,nightly_stack_n4,nondet_3sig_limit_20.88
59058.41007,ATLAS,o,,,-2.8,6.5,uJy,nightly_stack_n4,nondet_3sig_limit_20.68
59059.41826,ATLAS,o,,,-1.3,7.1,uJy,nightly_stack_n4,nondet_3sig_limit_20.58
59060.40784,ATLAS,o,,,5.6,8.2,uJy,nightly_stack_n4,nondet_3sig_limit_20.20
59061.37648,ATLAS,o,,,5.8,10.8,uJy,nightly_stack_n4,nondet_3sig_limit_19.95
59067.52889,ATLAS,o,,,-10.2,13.1,uJy,nightly_stack_n4,nondet_3sig_limit_19.91
59068.46327,ATLAS,o,,,-17.3,6.8,uJy,nightly_stack_n4,nondet_3sig_limit_20.63
59069.45766,ATLAS,o,,,-21.3,7.9,uJy,nightly_stack_n4,nondet_3sig_limit_20.46
59070.42645,ATLAS,o,,,5.8,7.2,uJy,nightly_stack_n4,nondet_3sig_limit_20.31
59072.46304,ATLAS,o,,,-14.3,6.4,uJy,nightly_stack_n4,nondet_3sig_limit_20.69
59073.40496,ATLAS,c,,,-6.8,6.3,uJy,nightly_stack_n4,nondet_3sig_limit_20.71
59074.44292,ATLAS,c,,,-4.8,5.2,uJy,nightly_stack_n4,nondet_3sig_limit_20.91
59076.42503,ATLAS,o,,,-8.8,4.7,uJy,nightly_stack_n4,nondet_3sig_limit_21.02
59078.42424,ATLAS,c,,,8.8,4.7,uJy,nightly_stack_n4,nondet_3sig_limit_20.50
59080.39376,ATLAS,o,,,-2.0,5.6,uJy,nightly_stack_n4,nondet_3sig_limit_20.84
59082.34992,ATLAS,c,,,5.2,4.8,uJy,nightly_stack_n4,nondet_3sig_limit_20.67
59084.38845,ATLAS,o,,,-10.4,4.9,uJy,nightly_stack_n4,nondet_3sig_limit_20.99
59085.37126,ATLAS,c,,,8.0,12.0,uJy,nightly_stack_n1,nondet_3sig_limit_19.79
59088.37374,ATLAS,o,,,-11.4,9.7,uJy,nightly_stack_n4,nondet_3sig_limit_20.24
59094.40405,ATLAS,o,,,21.2,19.6,uJy,nightly_stack_n4,nondet_3sig_limit_19.14
59095.41236,ATLAS,o,,,-10.6,9.9,uJy,nightly_stack_n4,nondet_3sig_limit_20.22
59096.49942,ATLAS,o,,,3.7,16.6,uJy,nightly_stack_n4,nondet_3sig_limit_19.58
59098.39371,ATLAS,o,,,-19.8,7.7,uJy,nightly_stack_n4,nondet_3sig_limit_20.49
59100.35127,ATLAS,o,,,-7.8,5.5,uJy,nightly_stack_n4,nondet_3sig_limit_20.85
59101.3556,ATLAS,c,,,1.5,4.3,uJy,nightly_stack_n4,nondet_3sig_limit_21.00
59102.33591,ATLAS,c,,,4.4,4.1,uJy,nightly_stack_n4,nondet_3sig_limit_20.84
59104.35802,ATLAS,o,,,-11.8,3.7,uJy,nightly_stack_n4,nondet_3sig_limit_21.27
59106.35846,ATLAS,c,,,-3.0,4.7,uJy,nightly_stack_n4,nondet_3sig_limit_21.02
59107.34914,ATLAS,o,,,3.8,5.2,uJy,nightly_stack_n4,nondet_3sig_limit_20.68
59108.33048,ATLAS,o,,,-11.6,5.9,uJy,nightly_stack_n4,nondet_3sig_limit_20.78
59109.3791,ATLAS,c,,,-0.5,6.4,uJy,nightly_stack_n4,nondet_3sig_limit_20.69
59110.32048,ATLAS,c,,,-3.5,5.1,uJy,nightly_stack_n4,nondet_3sig_limit_20.94
59112.32076,ATLAS,o,,,-2.1,6.4,uJy,nightly_stack_n4,nondet_3sig_limit_20.69
59113.32006,ATLAS,c,,,-9.5,17.4,uJy,nightly_stack_n4,nondet_3sig_limit_19.61
59114.31569,ATLAS,o,,,6.4,8.8,uJy,nightly_stack_n3,nondet_3sig_limit_20.11
59114.33916,ATLAS,c,,,1.0,12.0,uJy,nightly_stack_n1,nondet_3sig_limit_19.98
59117.316,ATLAS,o,,,12.4,10.4,uJy,nightly_stack_n4,nondet_3sig_limit_19.80
59121.33344,ATLAS,o,,,8.2,12.0,uJy,nightly_stack_n4,nondet_3sig_limit_19.78
59123.35669,ATLAS,o,,,-4.2,10.3,uJy,nightly_stack_n4,nondet_3sig_limit_20.18
59126.33025,ATLAS,o,,,-7.9,11.8,uJy,nightly_stack_n4,nondet_3sig_limit_20.02
59127.28557,ATLAS,o,,,-2.1,7.1,uJy,nightly_stack_n4,nondet_3sig_limit_20.58
59128.39407,ATLAS,o,,,-11.3,12.5,uJy,nightly_stack_n4,nondet_3sig_limit_19.96
59130.27368,ATLAS,c,,,7.3,4.9,uJy,nightly_stack_n4,nondet_3sig_limit_20.55
59132.28774,ATLAS,o,,,1.7,10.4,uJy,nightly_stack_n4,nondet_3sig_limit_20.10
59136.3063,ATLAS,o,,,6.3,6.4,uJy,nightly_stack_n4,nondet_3sig_limit_20.39
59138.31108,ATLAS,c,,,3.5,6.6,uJy,nightly_stack_n4,nondet_3sig_limit_20.48
59140.26891,ATLAS,o,,,3.0,8.5,uJy,nightly_stack_n4,nondet_3sig_limit_20.26
59142.26354,ATLAS,c,,,10.9,6.2,uJy,nightly_stack_n4,nondet_3sig_limit_20.22
59144.25951,ATLAS,o,,,-13.5,8.1,uJy,nightly_stack_n4,nondet_3sig_limit_20.43
59148.26457,ATLAS,o,,,25.5,43.8,uJy,nightly_stack_n4,nondet_3sig_limit_18.41
59151.27163,ATLAS,o,,,-17.1,11.4,uJy,nightly_stack_n4,nondet_3sig_limit_20.06
59154.27432,ATLAS,o,,,3.7,11.5,uJy,nightly_stack_n4,nondet_3sig_limit_19.94
59156.24983,ATLAS,o,,,2.9,8.1,uJy,nightly_stack_n4,nondet_3sig_limit_20.31
59158.23464,ATLAS,o,,,8.2,6.6,uJy,nightly_stack_n4,nondet_3sig_limit_20.29
59160.25837,ATLAS,o,,,-21.4,47.4,uJy,nightly_stack_n3,nondet_3sig_limit_18.52
59164.25366,ATLAS,o,,,-6.4,6.2,uJy,nightly_stack_n4,nondet_3sig_limit_20.73
59170.22103,ATLAS,c,,,-7.4,7.9,uJy,nightly_stack_n3,nondet_3sig_limit_20.46
59172.2258,ATLAS,o,,,4.4,7.2,uJy,nightly_stack_n4,nondet_3sig_limit_20.36
59174.19809,ATLAS,o,,,-15.9,15.3,uJy,nightly_stack_n2,nondet_3sig_limit_19.75
59180.20618,ATLAS,o,,,7.8,29.9,uJy,nightly_stack_n2,nondet_3sig_limit_18.93
59182.1986,ATLAS,o,,,-7.7,16.4,uJy,nightly_stack_n4,nondet_3sig_limit_19.67
59184.21973,ATLAS,o,,,-6.6,10.8,uJy,nightly_stack_n4,nondet_3sig_limit_20.13
59186.222,ATLAS,o,,,1.7,8.9,uJy,nightly_stack_n4,nondet_3sig_limit_20.27
59192.20844,ATLAS,o,,,1.3,8.6,uJy,nightly_stack_n4,nondet_3sig_limit_20.32
59194.20731,ATLAS,c,,,-9.8,9.0,uJy,nightly_stack_n4,nondet_3sig_limit_20.33
59300.62816,ATLAS,o,,,-30.4,59.9,uJy,nightly_stack_n3,nondet_3sig_limit_18.26
59322.61081,ATLAS,o,,,15.0,13.7,uJy,nightly_stack_n4,nondet_3sig_limit_19.53
59326.56675,ATLAS,o,,,-8.3,6.0,uJy,nightly_stack_n4,nondet_3sig_limit_20.77
59327.60803,ATLAS,c,,,-2.4,6.0,uJy,nightly_stack_n4,nondet_3sig_limit_20.76
59328.61458,ATLAS,o,,,4.4,7.0,uJy,nightly_stack_n3,nondet_3sig_limit_20.39
59331.6017,ATLAS,o,,,1.5,13.0,uJy,nightly_stack_n4,nondet_3sig_limit_19.88
59332.55734,ATLAS,o,,,5.8,14.1,uJy,nightly_stack_n4,nondet_3sig_limit_19.69
59334.59719,ATLAS,o,,,35.7,17.4,uJy,nightly_stack_n4,nondet_3sig_limit_19.04
59344.58302,ATLAS,o,,,2.3,7.1,uJy,nightly_stack_n4,nondet_3sig_limit_20.47
59346.5988,ATLAS,c,,,8.9,6.0,uJy,nightly_stack_n4,nondet_3sig_limit_20.33
59348.56044,ATLAS,o,,,5.2,6.5,uJy,nightly_stack_n4,nondet_3sig_limit_20.42
59350.6041,ATLAS,c,,,-1.0,6.1,uJy,nightly_stack_n4,nondet_3sig_limit_20.75
59352.57653,ATLAS,o,,,-8.4,5.9,uJy,nightly_stack_n4,nondet_3sig_limit_20.79
59353.60185,ATLAS,c,,,-4.4,5.3,uJy,nightly_stack_n4,nondet_3sig_limit_20.89
59354.59212,ATLAS,c,,,2.1,5.0,uJy,nightly_stack_n4,nondet_3sig_limit_20.83
59358.51023,ATLAS,o,,,10.8,8.9,uJy,nightly_stack_n4,nondet_3sig_limit_19.96
59359.50489,ATLAS,o,,,9.7,9.8,uJy,nightly_stack_n4,nondet_3sig_limit_19.92
59360.54735,ATLAS,o,,,-25.9,13.4,uJy,nightly_stack_n4,nondet_3sig_limit_19.89
59361.49959,ATLAS,o,,,-0.7,32.2,uJy,nightly_stack_n4,nondet_3sig_limit_18.94
59362.53801,ATLAS,o,,,14.9,22.9,uJy,nightly_stack_n4,nondet_3sig_limit_19.09
59366.57281,ATLAS,o,,,4.0,8.6,uJy,nightly_stack_n4,nondet_3sig_limit_20.21
59370.52423,ATLAS,o,,,2.8,5.4,uJy,nightly_stack_n4,nondet_3sig_limit_20.71
59372.52007,ATLAS,c,,,10.1,4.4,uJy,nightly_stack_n4,nondet_3sig_limit_20.49
59373.53896,ATLAS,o,,,0.6,7.7,uJy,nightly_stack_n4,nondet_3sig_limit_20.47
59374.53217,ATLAS,o,,,6.4,6.3,uJy,nightly_stack_n4,nondet_3sig_limit_20.40
59376.58806,ATLAS,c,,,0.8,4.6,uJy,nightly_stack_n4,nondet_3sig_limit_20.99
59377.49631,ATLAS,o,,,-17.4,5.7,uJy,nightly_stack_n4,nondet_3sig_limit_20.81
59380.50881,ATLAS,c,,,1.1,4.7,uJy,nightly_stack_n4,nondet_3sig_limit_20.94
59382.48342,ATLAS,o,,,-0.1,6.5,uJy,nightly_stack_n4,nondet_3sig_limit_20.67
59384.50397,ATLAS,c,,,-17.9,9.7,uJy,nightly_stack_n4,nondet_3sig_limit_20.24
59386.49632,ATLAS,o,,,2.1,7.7,uJy,nightly_stack_n4,nondet_3sig_limit_20.40
59387.46071,ATLAS,o,,,9.7,37.9,uJy,nightly_stack_n4,nondet_3sig_limit_18.67
59388.46039,ATLAS,o,,,2.4,9.3,uJy,nightly_stack_n4,nondet_3sig_limit_20.19
59389.43079,ATLAS,o,,,-19.9,25.9,uJy,nightly_stack_n4,nondet_3sig_limit_19.18
59396.52016,ATLAS,o,,,2.9,5.5,uJy,nightly_stack_n4,nondet_3sig_limit_20.69
59400.49733,ATLAS,o,,,2.4,5.4,uJy,nightly_stack_n5,nondet_3sig_limit_20.72
59402.52345,ATLAS,c,,,7.0,5.2,uJy,nightly_stack_n4,nondet_3sig_limit_20.51
59404.53247,ATLAS,o,,,-0.6,5.5,uJy,nightly_stack_n4,nondet_3sig_limit_20.86
59406.35162,ATLAS,c,,,-1.5,6.2,uJy,nightly_stack_n4,nondet_3sig_limit_20.72
59408.43373,ATLAS,o,,,-6.9,6.0,uJy,nightly_stack_n4,nondet_3sig_limit_20.75
59409.46244,ATLAS,c,,,-2.6,12.0,uJy,nightly_stack_n4,nondet_3sig_limit_20.01
59412.50205,ATLAS,o,,,2.6,5.9,uJy,nightly_stack_n4,nondet_3sig_limit_20.63
59413.51702,ATLAS,c,,,6.9,5.7,uJy,nightly_stack_n3,nondet_3sig_limit_20.45
59414.46813,ATLAS,o,,,-8.1,6.0,uJy,nightly_stack_n9,nondet_3sig_limit_20.77
59414.52535,ATLAS,c,,,-2.6,4.6,uJy,nightly_stack_n6,nondet_3sig_limit_21.05
59415.3438,ATLAS,o,,,3.9,18.0,uJy,nightly_stack_n4,nondet_3sig_limit_19.49
59416.44426,ATLAS,o,,,53.7,109.0,uJy,nightly_stack_n3,nondet_3sig_limit_17.45
59421.53,ATLAS,o,,,-30.1,19.6,uJy,nightly_stack_n2,nondet_3sig_limit_19.47
59423.53961,ATLAS,o,,,0.5,9.2,uJy,nightly_stack_n4,nondet_3sig_limit_20.28
59424.40697,ATLAS,o,,,-5.6,8.1,uJy,nightly_stack_n4,nondet_3sig_limit_20.44
59425.4049,ATLAS,o,,,-5.2,6.7,uJy,nightly_stack_n4,nondet_3sig_limit_20.64
59426.40019,ATLAS,o,,,-3.9,5.8,uJy,nightly_stack_n4,nondet_3sig_limit_20.81
59427.40541,ATLAS,c,,,3.7,4.1,uJy,nightly_stack_n4,nondet_3sig_limit_20.89
59428.39175,ATLAS,c,,,2.0,4.1,uJy,nightly_stack_n4,nondet_3sig_limit_21.00
59429.40411,ATLAS,o,,,-9.5,6.0,uJy,nightly_stack_n4,nondet_3sig_limit_20.76
59432.38569,ATLAS,c,,,-7.5,4.0,uJy,nightly_stack_n4,nondet_3sig_limit_21.20
59434.38544,ATLAS,o,,,-2.3,5.5,uJy,nightly_stack_n4,nondet_3sig_limit_20.86
59435.43513,ATLAS,c,,,7.1,4.1,uJy,nightly_stack_n4,nondet_3sig_limit_20.68
59436.46867,ATLAS,c,,,-1.8,4.2,uJy,nightly_stack_n4,nondet_3sig_limit_21.14
59438.4359,ATLAS,o,,,-10.8,6.8,uJy,nightly_stack_n4,nondet_3sig_limit_20.63
59439.44178,ATLAS,c,,,4.0,4.6,uJy,nightly_stack_n4,nondet_3sig_limit_20.78
59440.44387,ATLAS,c,,,9.8,5.2,uJy,nightly_stack_n4,nondet_3sig_limit_20.38
59441.37681,ATLAS,o,,,6.3,6.6,uJy,nightly_stack_n4,nondet_3sig_limit_20.36
59442.42593,ATLAS,o,,,5.6,7.4,uJy,nightly_stack_n4,nondet_3sig_limit_20.29
59443.36264,ATLAS,o,,,-2.1,9.0,uJy,nightly_stack_n4,nondet_3sig_limit_20.32
59444.37997,ATLAS,o,,,-10.2,9.2,uJy,nightly_stack_n4,nondet_3sig_limit_20.30
59450.45874,ATLAS,o,,,8.2,10.5,uJy,nightly_stack_n4,nondet_3sig_limit_19.90
59451.49288,ATLAS,o,,,-8.2,9.8,uJy,nightly_stack_n4,nondet_3sig_limit_20.22
59452.43762,ATLAS,o,,,-1.0,7.0,uJy,nightly_stack_n4,nondet_3sig_limit_20.59
59454.38312,ATLAS,o,,,-16.3,7.4,uJy,nightly_stack_n4,nondet_3sig_limit_20.53
59456.39395,ATLAS,o,,,-3.5,5.8,uJy,nightly_stack_n4,nondet_3sig_limit_20.79
59458.39054,ATLAS,c,,,-142.5,53.8,uJy,nightly_stack_n4,nondet_3sig_limit_18.38
59460.3826,ATLAS,o,,,-8.8,5.5,uJy,nightly_stack_n4,nondet_3sig_limit_20.86
59461.35997,ATLAS,c,,,-5.5,6.0,uJy,nightly_stack_n4,nondet_3sig_limit_20.76
59462.36834,ATLAS,c,,,5.1,4.8,uJy,nightly_stack_n4,nondet_3sig_limit_20.67
59464.36709,ATLAS,o,,,-8.3,4.4,uJy,nightly_stack_n4,nondet_3sig_limit_21.09
59466.33673,ATLAS,c,,,-7.9,5.1,uJy,nightly_stack_n4,nondet_3sig_limit_20.94
59468.3625,ATLAS,o,,,2.3,7.2,uJy,nightly_stack_n4,nondet_3sig_limit_20.46
59469.35111,ATLAS,c,,,4.9,6.5,uJy,nightly_stack_n3,nondet_3sig_limit_20.43
59470.32852,ATLAS,o,,,2.8,7.2,uJy,nightly_stack_n4,nondet_3sig_limit_20.43
59477.37569,ATLAS,o,,,7.9,23.7,uJy,nightly_stack_n3,nondet_3sig_limit_19.16
59478.36111,ATLAS,o,,,-13.1,27.2,uJy,nightly_stack_n4,nondet_3sig_limit_19.12
59479.34716,ATLAS,o,,,-19.2,13.1,uJy,nightly_stack_n4,nondet_3sig_limit_19.91
59480.37819,ATLAS,o,,,11.3,11.2,uJy,nightly_stack_n4,nondet_3sig_limit_19.77
59481.31012,ATLAS,o,,,-4.9,7.4,uJy,nightly_stack_n4,nondet_3sig_limit_20.54
59484.33063,ATLAS,o,,,5.9,8.0,uJy,nightly_stack_n4,nondet_3sig_limit_20.22
59486.28992,ATLAS,o,,,-1.9,5.7,uJy,nightly_stack_n4,nondet_3sig_limit_20.82
59488.31173,ATLAS,o,,,35.1,35.2,uJy,nightly_stack_n4,nondet_3sig_limit_18.53
59489.30683,ATLAS,o,,,-2.7,6.5,uJy,nightly_stack_n4,nondet_3sig_limit_20.68
