mjd,source,band,mag_AB,mag_err,flux,flux_err,flux_unit,meta,note
60219.10257,ATLAS,o,,,-19.8,10.1,uJy,nightly_stack_n4,nondet_3sig_limit_20.19
60220.83085,ATLAS,o,,,2.9,6.7,uJy,nightly_stack_n4,nondet_3sig_limit_20.50
60222.08032,ATLAS,c,,,-2.5,6.0,uJy,nightly_stack_n4,nondet_3sig_limit_20.77
60223.79824,ATLAS,o,,,11.8,10.0,uJy,nightly_stack_n4,nondet_3sig_limit_19.85
60225.05724,ATLAS,o,,,-9.5,10.4,uJy,nightly_stack_n4,nondet_3sig_limit_20.16
60226.78147,ATLAS,o,,,-7.9,7.7,uJy,nightly_stack_n4,nondet_3sig_limit_20.49
60228.04904,ATLAS,o,,,-3.1,6.9,uJy,nightly_stack_n4,nondet_3sig_limit_20.60
60229.78787,ATLAS,o,,,18.0,16.0,uJy,nightly_stack_n1,nondet_3sig_limit_19.35
60231.05416,ATLAS,o,,,-3.3,7.2,uJy,nightly_stack_n4,nondet_3sig_limit_20.56
60232.77112,ATLAS,o,,,-18.0,13.0,uJy,nightly_stack_n1,nondet_3sig_limit_19.92
60234.02561,ATLAS,o,,,-10.9,19.0,uJy,nightly_stack_n4,nondet_3sig_limit_19.51
60235.77263,ATLAS,o,,,-0.1,6.1,uJy,nightly_stack_n4,nondet_3sig_limit_20.75
60237.023,ATLAS,o,,,-8.4,7.4,uJy,nightly_stack_n4,nondet_3sig_limit_20.54
60241.44478,ATLAS,o,,,-26.7,12.5,uJy,nightly_stack_n8,nondet_3sig_limit_19.97
60243.07649,ATLAS,o,,,1.9,17.4,uJy,nightly_stack_n4,nondet_3sig_limit_19.57
60244.11311,ATLAS,o,,,47.1,49.9,uJy,nightly_stack_n2,nondet_3sig_limit_18.17
60245.35792,ATLAS,o,,,49.0,61.0,uJy,nightly_stack_n1,nondet_3sig_limit_17.99
60247.7834,ATLAS,o,,,-12.5,7.8,uJy,nightly_stack_n4,nondet_3sig_limit_20.48
60273.05423,ATLAS,o,,,-7.1,20.5,uJy,nightly_stack_n4,nondet_3sig_limit_19.43
60386.63736,ATLAS,o,,,-14.2,13.8,uJy,nightly_stack_n4,nondet_3sig_limit_19.86
60388.63664,ATLAS,o,,,-1.3,11.8,uJy,nightly_stack_n4,nondet_3sig_limit_20.03
60390.63482,ATLAS,o,,,14.5,11.6,uJy,nightly_stack_n4,nondet_3sig_limit_19.67
60391.39781,ATLAS,o,,,-5.1,10.1,uJy,nightly_stack_n4,nondet_3sig_limit_20.19
60392.61578,ATLAS,o,,,-4.6,39.6,uJy,nightly_stack_n4,nondet_3sig_limit_18.71
60394.38436,ATLAS,o,,,17.8,20.0,uJy,nightly_stack_n4,nondet_3sig_limit_19.17
60396.63342,ATLAS,o,,,0.4,18.1,uJy,nightly_stack_n4,nondet_3sig_limit_19.55
60398.49776,ATLAS,o,,,-13.8,8.6,uJy,nightly_stack_n8,nondet_3sig_limit_20.37
60399.40071,ATLAS,o,,,-1.0,15.6,uJy,nightly_stack_n4,nondet_3sig_limit_19.72
60400.62074,ATLAS,o,,,5.2,11.5,uJy,nightly_stack_n4,nondet_3sig_limit_19.90
60401.13844,ATLAS,o,,,-4.4,18.9,uJy,nightly_stack_n3,nondet_3sig_limit_19.52
60403.07966,ATLAS,o,,,5.8,18.5,uJy,nightly_stack_n3,nondet_3sig_limit_19.43
60420.56875,ATLAS,o,,,6.3,10.0,uJy,nightly_stack_n4,nondet_3sig_limit_20.00
60421.11304,ATLAS,o,,,-6.0,7.6,uJy,nightly_stack_n4,nondet_3sig_limit_20.51
60423.37047,ATLAS,o,,,-0.8,16.7,uJy,nightly_stack_n4,nondet_3sig_limit_19.65
60425.09405,ATLAS,o,,,8.2,13.6,uJy,nightly_stack_n4,nondet_3sig_limit_19.67
60433.11284,ATLAS,o,,,-3.9,11.8,uJy,nightly_stack_n4,nondet_3sig_limit_20.03
60435.34933,ATLAS,o,,,24.9,25.4,uJy,nightly_stack_n4,nondet_3sig_limit_18.89
60436.59931,ATLAS,o,,,5.3,8.0,uJy,nightly_stack_n4,nondet_3sig_limit_20.23
60437.11847,ATLAS,c,,,-4.5,7.0,uJy,nightly_stack_n4,nondet_3sig_limit_20.60
60444.96464,ATLAS,c,,,16.6,10.2,uJy,nightly_stack_n3,nondet_3sig_limit_19.72
60445.00106,ATLAS,c,,,-13.0,17.0,uJy,nightly_stack_n1,nondet_3sig_limit_19.63
60449.06508,ATLAS,c,,,4.2,5.3,uJy,nightly_stack_n4,nondet_3sig_limit_20.64
60451.02782,ATLAS,o,,,9.4,12.2,uJy,nightly_stack_n4,nondet_3sig_limit_19.75
60452.05837,ATLAS,o,,,-2.8,14.3,uJy,nightly_stack_n4,nondet_3sig_limit_19.82
60453.05229,ATLAS,o,,,-33.0,43.3,uJy,nightly_stack_n4,nondet_3sig_limit_18.62
60454.43562,ATLAS,o,,,-12.3,15.3,uJy,nightly_stack_n6,nondet_3sig_limit_19.75
60456.05785,ATLAS,o,,,-1.9,13.7,uJy,nightly_stack_n4,nondet_3sig_limit_19.86
60462.57283,ATLAS,o,,,-3.2,7.2,uJy,nightly_stack_n4,nondet_3sig_limit_20.56
60463.32583,ATLAS,o,,,62.6,124.6,uJy,nightly_stack_n4,nondet_3sig_limit_17.30
60466.5454,ATLAS,c,,,8.2,6.4,uJy,nightly_stack_n4,nondet_3sig_limit_20.30
60466.59874,ATLAS,o,,,-3.8,6.3,uJy,nightly_stack_n4,nondet_3sig_limit_20.70
60469.60207,ATLAS,o,,,-6.2,7.3,uJy,nightly_stack_n4,nondet_3sig_limit_20.54
60470.51526,ATLAS,o,,,-3.2,6.8,uJy,nightly_stack_n4,nondet_3sig_limit_20.63
60472.59939,ATLAS,o,,,-7.0,7.2,uJy,nightly_stack_n5,nondet_3sig_limit_20.56
60474.52785,ATLAS,o,,,2.5,5.6,uJy,nightly_stack_n4,nondet_3sig_limit_20.69
60476.74712,ATLAS,o,,,3.6,6.4,uJy,nightly_stack_n8,nondet_3sig_limit_20.50
60478.37903,ATLAS,o,,,-9.1,9.3,uJy,nightly_stack_n7,nondet_3sig_limit_20.28
60482.49885,ATLAS,o,,,-9.7,19.1,uJy,nightly_stack_n4,nondet_3sig_limit_19.50
60487.99816,ATLAS,o,,,-9.0,20.0,uJy,nightly_stack_n1,nondet_3sig_limit_19.45
60488.02969,ATLAS,o,,,-29.6,11.9,uJy,nightly_stack_n3,nondet_3sig_limit_20.02
60489.04676,ATLAS,o,,,-11.4,11.4,uJy,nightly_stack_n4,nondet_3sig_limit_20.07
60490.30505,ATLAS,o,,,2.8,6.7,uJy,nightly_stack_n4,nondet_3sig_limit_20.49
60491.25201,ATLAS,o,,,-2.1,5.9,uJy,nightly_stack_n4,nondet_3sig_limit_20.78
60492.53872,ATLAS,o,,,-8.3,5.5,uJy,nightly_stack_n4,nondet_3sig_limit_20.86
60492.91501,ATLAS,c,,,-5.9,4.7,uJy,nightly_stack_n4,nondet_3sig_limit_21.02
60494.39283,ATLAS,o,,,0.6,4.3,uJy,nightly_stack_n8,nondet_3sig_limit_21.06
60496.46618,ATLAS,o,,,-9.4,8.2,uJy,nightly_stack_n4,nondet_3sig_limit_20.42
60496.89214,ATLAS,c,,,-3.9,5.1,uJy,nightly_stack_n3,nondet_3sig_limit_20.93
60498.43585,ATLAS,o,,,-5.7,4.8,uJy,nightly_stack_n8,nondet_3sig_limit_21.00
60500.48328,ATLAS,o,,,-13.5,7.7,uJy,nightly_stack_n4,nondet_3sig_limit_20.49
60502.46042,ATLAS,o,,,-17.1,8.1,uJy,nightly_stack_n3,nondet_3sig_limit_20.43
60505.27748,ATLAS,o,,,-1.2,7.6,uJy,nightly_stack_n4,nondet_3sig_limit_20.51
60506.35658,ATLAS,o,,,-2.5,4.7,uJy,nightly_stack_n8,nondet_3sig_limit_21.02
60510.3115,ATLAS,o,,,4.5,9.3,uJy,nightly_stack_n8,nondet_3sig_limit_20.12
60515.26513,ATLAS,o,,,-15.2,12.8,uJy,nightly_stack_n4,nondet_3sig_limit_19.94
60515.39264,ZTF_ZFPS,g,,,-14.48,14.73,uJy,req479160_diffimage,nondet_diffmaglim_18.75
60516.99862,ATLAS,o,,,-5.0,24.0,uJy,nightly_stack_n1,nondet_3sig_limit_19.26
60517.01111,ATLAS,o,,,9.7,13.3,uJy,nightly_stack_n3,nondet_3sig_limit_19.66
60518.35646,ATLAS,o,,,0.2,4.9,uJy,nightly_stack_n8,nondet_3sig_limit_20.97
60520.46297,ATLAS,o,,,13.1,7.0,uJy,nightly_stack_n4,nondet_3sig_limit_20.07
60524.65176,ATLAS,o,,,-9.0,5.9,uJy,nightly_stack_n6,nondet_3sig_limit_20.78
60525.01814,ATLAS,o,,,-17.2,12.7,uJy,nightly_stack_n2,nondet_3sig_limit_19.95
60526.4302,ATLAS,o,,,-5.5,7.5,uJy,nightly_stack_n4,nondet_3sig_limit_20.53
60527.93714,ATLAS,o,,,1.5,6.1,uJy,nightly_stack_n4,nondet_3sig_limit_20.67
60528.8887,ATLAS,o,,,1.5,7.2,uJy,nightly_stack_n4,nondet_3sig_limit_20.49
60530.41682,ATLAS,o,,,-11.6,6.0,uJy,nightly_stack_n4,nondet_3sig_limit_20.77
60532.26066,ZTF_ZFPS,g,,,0.71,3.74,uJy,req479160_diffimage,nondet_diffmaglim_20.26
60533.26684,ZTF_ZFPS,g,,,0.94,3.34,uJy,req479160_diffimage,nondet_diffmaglim_20.27
60534.29177,ATLAS,o,,,0.3,4.8,uJy,nightly_stack_n8,nondet_3sig_limit_20.97
60535.18368,ATLAS,o,,,4.7,7.2,uJy,nightly_stack_n4,nondet_3sig_limit_20.35
60536.9421,ATLAS,o,,,-1.8,8.0,uJy,nightly_stack_n4,nondet_3sig_limit_20.45
60537.28957,ZTF_ZFPS,r,,,4.97,4.91,uJy,req479160_diffimage,nondet_diffmaglim_20.00
60544.95882,ATLAS,o,,,1.5,10.9,uJy,nightly_stack_n4,nondet_3sig_limit_20.07
60546.08982,ATLAS,o,,,-5.1,6.5,uJy,nightly_stack_n4,nondet_3sig_limit_20.67
60547.15663,ATLAS,o,,,-6.2,7.0,uJy,nightly_stack_n4,nondet_3sig_limit_20.60
60549.17843,ATLAS,o,,,1.7,6.4,uJy,nightly_stack_n4,nondet_3sig_limit_20.60
60551.65006,ATLAS,o,,,-9.3,5.3,uJy,nightly_stack_n8,nondet_3sig_limit_20.89
60554.29122,ZTF_ZFPS,r,,,0.24,4.45,uJy,req479160_diffimage,nondet_diffmaglim_20.00
60555.14157,ATLAS,o,,,-2.5,9.1,uJy,nightly_stack_n4,nondet_3sig_limit_20.32
60555.24688,ZTF_ZFPS,g,,,-0.88,3.44,uJy,req479160_diffimage,nondet_diffmaglim_20.38
60556.28926,ZTF_ZFPS,r,,,-3.72,4.43,uJy,req479160_diffimage,nondet_diffmaglim_20.03
60556.992,ATLAS,c,,,11.0,20.0,uJy,nightly_stack_n1,nondet_3sig_limit_19.27
60557.02095,ATLAS,c,,,-28.7,63.3,uJy,nightly_stack_n3,nondet_3sig_limit_18.20
60558.25056,ATLAS,o,,,-5.4,4.3,uJy,nightly_stack_n8,nondet_3sig_limit_21.13
60558.85966,ATLAS,c,,,-2.5,5.9,uJy,nightly_stack_n4,nondet_3sig_limit_20.78
60559.84834,ATLAS,c,,,4.3,5.3,uJy,nightly_stack_n4,nondet_3sig_limit_20.63
60560.85598,ATLAS,c,,,2.2,5.7,uJy,nightly_stack_n4,nondet_3sig_limit_20.68
60562.18864,ATLAS,o,,,-5.9,6.5,uJy,nightly_stack_n8,nondet_3sig_limit_20.68
60563.13872,ATLAS,o,,,13.0,31.7,uJy,nightly_stack_n4,nondet_3sig_limit_18.82
60564.79329,ATLAS,o,,,-10.2,14.5,uJy,nightly_stack_n4,nondet_3sig_limit_19.80
60566.08577,ATLAS,o,,,13.1,16.8,uJy,nightly_stack_n4,nondet_3sig_limit_19.39
60566.28579,ZTF_ZFPS,g,,,-10.27,15.03,uJy,req479160_diffimage,nondet_diffmaglim_18.59
60570.54072,ATLAS,o,,,26.3,17.6,uJy,nightly_stack_n8,nondet_3sig_limit_19.15
60572.26346,ZTF_ZFPS,g,,,-1.8,10.11,uJy,req479160_diffimage,nondet_diffmaglim_19.05
60574.35319,ATLAS,o,,,-23.4,10.0,uJy,nightly_stack_n4,nondet_3sig_limit_20.21
60575.11184,ATLAS,o,,,-2.5,9.8,uJy,nightly_stack_n4,nondet_3sig_limit_20.22
60582.10562,ATLAS,c,,,0.5,5.9,uJy,nightly_stack_n4,nondet_3sig_limit_20.75
60582.30992,ATLAS,o,,,5.7,7.7,uJy,nightly_stack_n4,nondet_3sig_limit_20.25
60583.08456,ATLAS,c,,,8.1,6.6,uJy,nightly_stack_n4,nondet_3sig_limit_20.29
60584.33421,ATLAS,c,,,9.2,7.3,uJy,nightly_stack_n4,nondet_3sig_limit_20.17
60584.81309,ATLAS,o,,,-0.0,7.8,uJy,nightly_stack_n4,nondet_3sig_limit_20.47
60586.11189,ATLAS,c,,,9.2,5.7,uJy,nightly_stack_n4,nondet_3sig_limit_20.35
60586.27967,ATLAS,o,,,5.6,6.3,uJy,nightly_stack_n4,nondet_3sig_limit_20.43
60587.06574,ATLAS,c,,,-2.9,4.7,uJy,nightly_stack_n4,nondet_3sig_limit_21.04
60587.83247,ATLAS,o,,,-4.2,7.2,uJy,nightly_stack_n4,nondet_3sig_limit_20.56
60588.81173,ATLAS,o,,,0.6,10.5,uJy,nightly_stack_n4,nondet_3sig_limit_20.14
60590.27797,ATLAS,o,,,-1.7,6.2,uJy,nightly_stack_n4,nondet_3sig_limit_20.73
60592.55328,ATLAS,o,,,-11.8,6.1,uJy,nightly_stack_n9,nondet_3sig_limit_20.74
60594.0823,ATLAS,o,,,1.7,16.1,uJy,nightly_stack_n4,nondet_3sig_limit_19.65
60598.43087,ATLAS,o,,,-6.3,9.8,uJy,nightly_stack_n12,nondet_3sig_limit_20.23
60600.58522,ATLAS,o,,,-3.8,12.2,uJy,nightly_stack_n8,nondet_3sig_limit_19.99
60602.1277,ZTF_ZFPS,r,,,-10.43,13.41,uJy,req479160_diffimage,nondet_diffmaglim_18.77
60602.20888,ATLAS,o,,,-11.8,8.5,uJy,nightly_stack_n8,nondet_3sig_limit_20.38
60603.13368,ATLAS,o,,,7.7,14.7,uJy,nightly_stack_n4,nondet_3sig_limit_19.61
60604.3016,ATLAS,o,,,5.5,11.0,uJy,nightly_stack_n4,nondet_3sig_limit_19.93
60606.2733,ATLAS,c,,,-35.6,32.2,uJy,nightly_stack_n4,nondet_3sig_limit_18.94
60607.04267,ATLAS,o,,,-12.1,7.8,uJy,nightly_stack_n4,nondet_3sig_limit_20.47
60608.24984,ATLAS,o,,,-6.9,9.3,uJy,nightly_stack_n4,nondet_3sig_limit_20.28
60608.76321,ATLAS,c,,,-3.9,6.6,uJy,nightly_stack_n4,nondet_3sig_limit_20.66
60611.02567,ATLAS,o,,,4.8,8.2,uJy,nightly_stack_n4,nondet_3sig_limit_20.23
60612.7663,ATLAS,c,,,-2.7,7.9,uJy,nightly_stack_n4,nondet_3sig_limit_20.46
60614.21669,ATLAS,c,,,12.9,6.1,uJy,nightly_stack_n4,nondet_3sig_limit_20.17
60615.0396,ATLAS,o,,,-10.1,7.9,uJy,nightly_stack_n4,nondet_3sig_limit_20.46
60616.23444,ATLAS,o,,,2.6,8.7,uJy,nightly_stack_n4,nondet_3sig_limit_20.25
60617.02443,ATLAS,o,,,6.1,12.9,uJy,nightly_stack_n4,nondet_3sig_limit_19.77
60618.22641,ATLAS,o,,,-4.3,7.0,uJy,nightly_stack_n4,nondet_3sig_limit_20.59
60619.02423,ATLAS,o,,,-5.0,8.7,uJy,nightly_stack_n4,nondet_3sig_limit_20.36
60624.25814,ATLAS,o,,,-41.0,14.7,uJy,nightly_stack_n4,nondet_3sig_limit_19.79
60627.06051,ATLAS,o,,,-6.9,22.9,uJy,nightly_stack_n4,nondet_3sig_limit_19.31
60627.08287,ZTF_ZFPS,r,,,4.47,7.37,uJy,req479160_diffimage,nondet_diffmaglim_19.43
60628.82759,ATLAS,o,,,4.3,18.1,uJy,nightly_stack_n4,nondet_3sig_limit_19.48
60630.25385,ATLAS,o,,,15.3,14.4,uJy,nightly_stack_n4,nondet_3sig_limit_19.48
60634.20172,ATLAS,o,,,-4.0,9.4,uJy,nightly_stack_n4,nondet_3sig_limit_20.27
60636.20274,ATLAS,c,,,-2.2,7.9,uJy,nightly_stack_n4,nondet_3sig_limit_20.46
60638.20002,ATLAS,o,,,6.4,10.1,uJy,nightly_stack_n4,nondet_3sig_limit_19.99
60652.20192,ATLAS,o,,,-14.3,23.8,uJy,nightly_stack_n4,nondet_3sig_limit_19.26
60665.07571,ZTF_ZFPS,r,,,16.11,40.3,uJy,req479160_diffimage,nondet_diffmaglim_17.63
60665.07966,ZTF_ZFPS,r,,,41.14,44.11,uJy,req479160_diffimage,nondet_diffmaglim_17.44
60665.08362,ZTF_ZFPS,r,,,36.37,75.33,uJy,req479160_diffimage,nondet_diffmaglim_17.02
60753.39315,ATLAS,o,,,4.2,24.0,uJy,nightly_stack_n4,nondet_3sig_limit_19.19
60755.40243,ATLAS,o,,,-5.6,15.1,uJy,nightly_stack_n4,nondet_3sig_limit_19.76
60767.39484,ATLAS,c,,,-7.8,9.7,uJy,nightly_stack_n4,nondet_3sig_limit_20.25
60770.62722,ATLAS,o,,,3.6,33.9,uJy,nightly_stack_n4,nondet_3sig_limit_18.85
60775.38097,ATLAS,o,,,-41.9,30.8,uJy,nightly_stack_n3,nondet_3sig_limit_18.99
60777.13559,ATLAS,o,,,1.2,12.6,uJy,nightly_stack_n5,nondet_3sig_limit_19.92
60778.59962,ATLAS,o,,,-20.5,15.7,uJy,nightly_stack_n4,nondet_3sig_limit_19.71
60782.40461,ATLAS,o,,,1.9,13.0,uJy,nightly_stack_n4,nondet_3sig_limit_19.87
60783.07661,ATLAS,o,,,-7.9,13.1,uJy,nightly_stack_n4,nondet_3sig_limit_19.91
60787.34002,ATLAS,o,,,-22.2,17.0,uJy,nightly_stack_n4,nondet_3sig_limit_19.63
60788.60943,ATLAS,o,,,6.8,10.5,uJy,nightly_stack_n4,nondet_3sig_limit_19.94
60791.39833,ATLAS,o,,,6.4,8.1,uJy,nightly_stack_n5,nondet_3sig_limit_20.18
60792.52612,ATLAS,o,,,-11.0,10.6,uJy,nightly_stack_n4,nondet_3sig_limit_20.14
60793.10393,ATLAS,c,,,-8.6,5.5,uJy,nightly_stack_n4,nondet_3sig_limit_20.85
60794.33939,ATLAS,o,,,-5.7,10.0,uJy,nightly_stack_n4,nondet_3sig_limit_20.21
60798.58044,ATLAS,c,,,2.3,6.1,uJy,nightly_stack_n4,nondet_3sig_limit_20.62
60800.56013,ATLAS,o,,,-21.9,11.8,uJy,nightly_stack_n4,nondet_3sig_limit_20.03
60801.08151,ATLAS,c,,,7.5,6.0,uJy,nightly_stack_n4,nondet_3sig_limit_20.39
60802.3527,ATLAS,o,,,-14.0,11.5,uJy,nightly_stack_n4,nondet_3sig_limit_20.06
60802.54925,ATLAS,c,,,-7.5,6.4,uJy,nightly_stack_n4,nondet_3sig_limit_20.69
60803.09899,ATLAS,c,,,11.2,7.5,uJy,nightly_stack_n4,nondet_3sig_limit_20.08
60804.52447,ATLAS,o,,,-15.3,15.4,uJy,nightly_stack_n4,nondet_3sig_limit_19.74
60806.44427,ATLAS,o,,,17.1,9.4,uJy,nightly_stack_n9,nondet_3sig_limit_19.76
60807.07073,ATLAS,o,,,-0.9,14.3,uJy,nightly_stack_n4,nondet_3sig_limit_19.82
60808.06167,ATLAS,o,,,-4.9,11.4,uJy,nightly_stack_n4,nondet_3sig_limit_20.06
60809.05417,ATLAS,o,,,4.2,10.8,uJy,nightly_stack_n4,nondet_3sig_limit_19.99
60810.44932,ATLAS,o,,,-41.3,20.5,uJy,nightly_stack_n8,nondet_3sig_limit_19.43
60811.0345,ATLAS,o,,,0.2,12.9,uJy,nightly_stack_n4,nondet_3sig_limit_19.93
60815.24589,ATLAS,o,,,18.2,14.7,uJy,nightly_stack_n4,nondet_3sig_limit_19.41
60818.19288,ATLAS,c,,,6.0,7.5,uJy,nightly_stack_n4,nondet_3sig_limit_20.27
60818.59417,ATLAS,o,,,-7.0,6.9,uJy,nightly_stack_n4,nondet_3sig_limit_20.61
60819.04857,ATLAS,o,,,-7.1,6.3,uJy,nightly_stack_n4,nondet_3sig_limit_20.71
60820.5277,ATLAS,c,,,-2.3,5.9,uJy,nightly_stack_n4,nondet_3sig_limit_20.78
60821.1106,ATLAS,o,,,5.0,5.4,uJy,nightly_stack_n5,nondet_3sig_limit_20.59
60822.54465,ATLAS,o,,,-77.0,15.6,uJy,nightly_stack_n4,nondet_3sig_limit_19.73
60823.31359,ATLAS,c,,,0.2,7.2,uJy,nightly_stack_n4,nondet_3sig_limit_20.55
60824.5233,ATLAS,c,,,0.8,7.0,uJy,nightly_stack_n4,nondet_3sig_limit_20.56
60826.23728,ATLAS,c,,,7.3,9.9,uJy,nightly_stack_n4,nondet_3sig_limit_19.98
60826.55581,ATLAS,o,,,0.8,7.7,uJy,nightly_stack_n4,nondet_3sig_limit_20.45
60827.31954,ATLAS,c,,,15.8,12.1,uJy,nightly_stack_n4,nondet_3sig_limit_19.61
60828.04804,ATLAS,o,,,-3.1,8.3,uJy,nightly_stack_n4,nondet_3sig_limit_20.41
60829.07733,ATLAS,o,,,-7.2,6.9,uJy,nightly_stack_n4,nondet_3sig_limit_20.61
60830.55691,ATLAS,o,,,22.7,166.2,uJy,nightly_stack_n4,nondet_3sig_limit_17.11
60831.08565,ATLAS,o,,,-17.7,7.0,uJy,nightly_stack_n4,nondet_3sig_limit_20.59
60832.50482,ATLAS,o,,,-5.1,5.9,uJy,nightly_stack_n8,nondet_3sig_limit_20.79
60834.5036,ATLAS,o,,,7.7,13.5,uJy,nightly_stack_n4,nondet_3sig_limit_19.69
60837.0635,ATLAS,o,,,15.5,11.8,uJy,nightly_stack_n4,nondet_3sig_limit_19.63
60841.91439,ATLAS,o,,,35.4,18.3,uJy,nightly_stack_n4,nondet_3sig_limit_19.01
60847.32664,ATLAS,o,,,-0.9,8.4,uJy,nightly_stack_n4,nondet_3sig_limit_20.40
60849.34646,ATLAS,o,,,-20.8,9.5,uJy,nightly_stack_n4,nondet_3sig_limit_20.26
60850.49031,ATLAS,o,,,-1.8,9.9,uJy,nightly_stack_n4,nondet_3sig_limit_20.22
60851.33849,ATLAS,o,,,9.6,13.9,uJy,nightly_stack_n5,nondet_3sig_limit_19.62
60854.51364,ATLAS,c,,,-1.5,5.7,uJy,nightly_stack_n5,nondet_3sig_limit_20.82
60855.32184,ATLAS,o,,,1.7,9.2,uJy,nightly_stack_n5,nondet_3sig_limit_20.24
60855.99432,ATLAS,c,,,1.7,5.2,uJy,nightly_stack_n3,nondet_3sig_limit_20.81
60856.00244,ATLAS,c,,,7.0,10.0,uJy,nightly_stack_n1,nondet_3sig_limit_19.98
60857.03856,ATLAS,c,,,5.6,4.3,uJy,nightly_stack_n4,nondet_3sig_limit_20.73
60858.45948,ATLAS,c,,,1.8,5.4,uJy,nightly_stack_n4,nondet_3sig_limit_20.76
60859.23764,ATLAS,o,,,-7.5,9.2,uJy,nightly_stack_n4,nondet_3sig_limit_20.29
60861.50674,ATLAS,o,,,-24.7,14.8,uJy,nightly_stack_n8,nondet_3sig_limit_19.78
60863.95277,ATLAS,o,,,-14.6,8.7,uJy,nightly_stack_n4,nondet_3sig_limit_20.36
60864.96996,ATLAS,o,,,-20.0,31.0,uJy,nightly_stack_n1,nondet_3sig_limit_18.98
60870.5404,ATLAS,o,,,-27.6,9.1,uJy,nightly_stack_n10,nondet_3sig_limit_20.31
60871.0728,ATLAS,o,,,-0.3,16.1,uJy,nightly_stack_n2,nondet_3sig_limit_19.69
60872.47948,ATLAS,o,,,-0.4,8.9,uJy,nightly_stack_n5,nondet_3sig_limit_20.33
60873.15642,ATLAS,o,,,-0.9,12.4,uJy,nightly_stack_n4,nondet_3sig_limit_19.97
60874.43791,ATLAS,o,,,-12.2,6.3,uJy,nightly_stack_n4,nondet_3sig_limit_20.70
60875.24853,ATLAS,c,,,0.2,8.0,uJy,nightly_stack_n4,nondet_3sig_limit_20.44
60876.42884,ATLAS,c,,,-8.6,5.9,uJy,nightly_stack_n4,nondet_3sig_limit_20.78
60876.88374,ATLAS,o,,,-0.8,6.2,uJy,nightly_stack_n4,nondet_3sig_limit_20.72
60878.24156,ATLAS,c,,,1.8,7.3,uJy,nightly_stack_n4,nondet_3sig_limit_20.47
60878.43106,ATLAS,o,,,-2.7,27.0,uJy,nightly_stack_n4,nondet_3sig_limit_19.13
60880.54389,ATLAS,o,,,-6.4,11.1,uJy,nightly_stack_n4,nondet_3sig_limit_20.09
60882.24676,ATLAS,c,,,6.7,65.7,uJy,nightly_stack_n4,nondet_3sig_limit_18.13
60882.50218,ATLAS,o,,,-32.0,13.0,uJy,nightly_stack_n1,nondet_3sig_limit_19.92
60884.93193,ATLAS,o,,,-2.6,6.3,uJy,nightly_stack_n4,nondet_3sig_limit_20.72
60888.91334,ATLAS,o,,,-15.5,6.1,uJy,nightly_stack_n4,nondet_3sig_limit_20.75
60890.45104,ATLAS,o,,,-1.3,7.2,uJy,nightly_stack_n4,nondet_3sig_limit_20.57
60897.98133,ATLAS,o,,,3.5,9.2,uJy,nightly_stack_n3,nondet_3sig_limit_20.17
60898.00078,ATLAS,o,,,-8.0,25.0,uJy,nightly_stack_n1,nondet_3sig_limit_19.21
60899.22897,ATLAS,o,,,-4.2,11.5,uJy,nightly_stack_n4,nondet_3sig_limit_20.06
60907.02731,ATLAS,o,,,-7.5,5.0,uJy,nightly_stack_n4,nondet_3sig_limit_20.95
60911.27397,ATLAS,o,,,-5.0,2.8,uJy,nightly_stack_n4,nondet_3sig_limit_21.57
60915.16381,ATLAS,o,,,2.2,5.0,uJy,nightly_stack_n4,nondet_3sig_limit_20.82
60916.8675,ATLAS,o,,,-7.7,7.7,uJy,nightly_stack_n4,nondet_3sig_limit_20.49
60918.89013,ATLAS,o,,,-9.6,6.8,uJy,nightly_stack_n4,nondet_3sig_limit_20.63
60919.87492,ATLAS,o,,,12.9,7.9,uJy,nightly_stack_n4,nondet_3sig_limit_19.99
60920.37983,ATLAS,o,,,-8.5,16.1,uJy,nightly_stack_n2,nondet_3sig_limit_19.69
60921.12056,ATLAS,o,,,34.2,20.0,uJy,nightly_stack_n4,nondet_3sig_limit_18.97
60925.92749,ATLAS,o,,,-70.2,35.9,uJy,nightly_stack_n4,nondet_3sig_limit_18.82
60926.4072,ATLAS,o,,,-8.0,14.4,uJy,nightly_stack_n4,nondet_3sig_limit_19.81
60927.55905,ATLAS,o,,,-16.2,13.0,uJy,nightly_stack_n8,nondet_3sig_limit_19.92
60928.87624,ATLAS,o,,,-2.1,11.3,uJy,nightly_stack_n4,nondet_3sig_limit_20.07
60930.86676,ATLAS,o,,,1.1,9.9,uJy,nightly_stack_n4,nondet_3sig_limit_20.18
60931.59926,ATLAS,o,,,-5.7,6.5,uJy,nightly_stack_n8,nondet_3sig_limit_20.68
60932.31401,ATLAS,o,,,-7.0,5.4,uJy,nightly_stack_n4,nondet_3sig_limit_20.87
60933.11234,ATLAS,c,,,0.9,7.5,uJy,nightly_stack_n4,nondet_3sig_limit_20.48
60936.19744,ATLAS,c,,,2.8,6.0,uJy,nightly_stack_n4,nondet_3sig_limit_20.61
60936.84724,ATLAS,o,,,0.4,5.7,uJy,nightly_stack_n4,nondet_3sig_limit_20.79
60937.60441,ATLAS,o,,,8.1,8.2,uJy,nightly_stack_n8,nondet_3sig_limit_20.11
