source_id,ra,dec,parallax,parallax_over_error,phot_g_mean_mag,bp_rp,pmra,pmdec,ruwe,num_obs_g_fov,gls_freq_g_fov,gls_freq_ampl_g_fov,gls_freq_fap_g_fov,nhm_fund_freq_g_fov,spearman_corr_ipd_g_fov,spearman_corr_exf_g_fov,scan_angle_model_ampl_sig_g_fov,M_G,steen,vsx_period,vsx_type,main_id,jestin
2317319612801004416,8.707865970293282,-31.497955799197538,2.31987048172748,44.12295,16.096535,-0.34326363,24.40436119934902,2.810654304370632,1.0353695,39,10.359367421285,0.94341564,1.3760979468438613e-17,10.359362021104772,0.13501401,0.16249043,2.0894685,7.923853694624276,True,0.0965312,VAR,MCT 0032-3146,
6534335382682334592,357.85557908353866,-40.304260565199534,3.0675533104138606,15.385329,18.69229,0.13856888,7.909042304058745,-8.471060553076668,0.99007887,46,0.001015800552,0.60946375,0.00025569350365633683,0.0009699819597122996,-0.07542399,-0.048172757,2.4574172,11.126250594920858,,,,,
6589283094028544384,322.90581768812217,-36.39568445660867,4.691688627921629,21.200857,18.788568,0.18358421,36.19968735657836,-27.375022728891345,1.0040373,58,17.081647484945,0.72232586,1.1727963408686776e-10,17.08158774959267,0.20360516,0.055475112,3.8466244,12.145213908455045,False,0.0585423,VAR,2MASS J21313738-3623437,
6613841171565998848,333.71976165384933,-31.726229139683273,18.53965494354813,267.67288,17.123545,0.41568184,143.44322343981395,-28.005752413141728,0.9806221,42,3.250598756183,0.9615559,1.375165729811211e-22,3.2506044360772406,-0.08613565,0.044840526,2.2532852,13.464053234396347,True,0.30763,WD,GALEX J221452.6-314334,
6611621395028216192,331.497785788479,-34.24282304680117,5.974799762898622,45.974937,18.233877,0.29288292,36.62772356842456,-26.101372193024567,1.0488014,48,0.098824309179,0.6528779,6.955041649182853e-06,0.0988234846203238,0.25955275,-0.067770034,5.7924595,12.115493775443648,False,0.06128,UGSU+E,MASTER OT J220559.40-341434.9,
5587173868462425216,115.62620103533702,-36.7270491361598,1.3913937368911602,16.014622,17.804504,-0.44591713,-4.649377937704788,-0.7243917051743376,0.9719713,47,6.152324838485,0.87643653,3.254078530856847e-15,6.1522942240877345,0.21901017,0.0456446,1.3169222,8.52175422063737,False,0.1625419,VAR,Gaia DR3 5587173868462425216,
6788138056906063232,316.22861316734264,-30.56811346886347,2.3989184498909037,18.760199,17.707413,-0.3977394,36.41342174286385,6.377549075274596,1.0221856,78,3.13049354446,0.9220313,1.2021590491254726e-36,3.1305017822181056,-0.060559694,-0.25126815,0.17195585,9.607490422906345,False,0.319434,VAR,Gaia DR3 6788138056906063232,
5645504991845223936,129.6805479691186,-28.450262188932424,6.3854820786739275,77.09383,17.73264,0.15222931,-16.93277617473789,12.45937528408383,1.0169307,77,1.489381192679,0.8514953,7.843818294515788e-26,1.489443443820402,0.007623955,-0.09001837,1.2827508,11.758608451775283,True,,CV,RX J0838.7-2827,
5057652057822489088,47.878878010780646,-31.88083570057454,3.652743615503779,44.788177,19.666643,0.18105316,5.590099306610452,-28.563236053097206,1.0162903,71,0.001437022746,0.81804895,2.2476196972639166e-20,0.0014173444846195,0.030985916,0.2268408,1.1178243,12.479738951698046,False,0.05873,AM:,2QZ J031130.9-315250,
3478127467639543296,173.62327851191714,-32.83031725241797,104.6570356923785,3916.7874,14.548313,0.93699646,-701.8023325342459,828.9282876991438,0.9809088,50,0.000997923319,0.5628596,0.0004435587697473884,0.0010136245598064,-0.2949934,-0.25601605,3.3764818,14.647155148068565,,,,,
5575611644702244992,101.97320821185605,-40.6322485944605,1.1591706622556135,14.477647,17.711521,-0.5164261,-0.2359194710561407,4.132197267061946,1.0203129,43,3.422993407149,0.9508218,3.1495180855933728e-21,3.422977627230504,0.3113863,0.11372549,2.4834177,8.032257904664917,True,0.292146,VAR,Gaia DR3 5575611644702244992,
6136817910121524096,200.5022149236005,-42.40353289228813,0.8086425171623668,5.739925,18.082771,-0.3552723,-10.308584082945671,-0.5853168976103253,1.0328583,29,1.300373834244,0.81744987,4.534594146413749e-05,1.3003783641237137,0.037438422,0.011282051,2.0878437,7.621553860622484,,,,,
4685207753933299968,3.2660858426805963,-75.31140557167916,8.154885454687772,238.32605,16.23918,-0.2659855,58.68929219791088,50.458366407913225,0.96874726,50,0.0011119616,0.5915336,0.0001098704051135992,0.0010667955024979,0.03030012,0.2622974,0.26336008,10.79626932611728,,,,,
