source_id,ra,dec,parallax,parallax_over_error,phot_g_mean_mag,bp_rp,pmra,pmdec,ruwe,num_obs_g_fov,gls_freq_g_fov,gls_freq_ampl_g_fov,gls_freq_fap_g_fov,nhm_fund_freq_g_fov,spearman_corr_ipd_g_fov,spearman_corr_exf_g_fov,scan_angle_model_ampl_sig_g_fov,M_G,steen,vsx_period,vsx_type,main_id,jestin
4844023064578952320,61.18512075423822,-39.8453352482151,1.5823065516496166,21.578112,17.663498,-0.26547813,1.7589177386648425,-11.743199116269372,1.0419613,54,12.274203723247,0.9326476,6.4345357935620215e-25,12.27427073085701,-0.029311989,0.05041628,1.4975568,8.659951131562206,False,0.0814713,WD,GALEX J040444.3-395043,
5437786045395659520,144.0462818330822,-34.016385688922355,1.5402209686771875,18.911512,17.108152,-0.38726234,-8.736474040807781,11.005064923393393,1.077786,96,1.151680272221,0.65533566,6.53397489407548e-17,1.151685587251729,0.10934617,0.15806375,1.2220019,8.046067158055614,True,0.86825,VAR,GALEX J093611.1-340058,
4681729620697295360,62.63904449533048,-58.867634282805945,1.5174049977335746,22.511412,17.56801,-0.14587402,-0.2714125388771036,8.879997200021835,0.9432458,39,8.351733634489,0.9560557,1.9580661658928436e-19,8.351773334659756,0.06700405,-0.0998713,0.6031939,8.473517550625676,True,0.1197355,VAR,GALEX J041033.2-585203,
4931705302963549952,16.39628933262951,-49.15078462398676,0.9105246353911628,6.949377,18.426868,-0.6070194,7.154021221837127,3.1896858879786305,1.0078262,64,1.617284307544,0.89695716,3.728371530872446e-25,1.617288193989293,0.12285213,-0.028859545,2.0592115,8.223326503371347,False,0.61833,VAR,GALEX J010535.0-490902,
5286227228018008576,102.00950487820376,-63.774890878313904,1.4453154106888644,23.44962,17.453901,-0.23602867,4.394409172661092,17.952142742190773,0.99392295,45,6.365791320165,0.9706054,4.6928653353660216e-27,6.365819958546912,-0.02002635,-0.16218488,0.6973346,8.253714166860576,True,0.157088,VAR,GALEX J064802.3-634629,
6170660401283991680,210.0945846186187,-33.04534982700494,1.3085667839473991,16.310051,16.908346,-0.5276966,-19.338658134846003,-5.971615482048823,0.9884953,27,0.888732012603,0.82059234,0.00022574876929846253,0.8887456873092693,-0.4004884,0.1508772,4.554453,7.492325460862313,,,,,
4038782774677844864,272.56744164614656,-35.8435919628752,8.103225723666302,11.369166,19.33807,1.0500641,-13.608876308858038,6.613296247870583,1.6519712,40,0.178679442747,0.7134222,1.7583083900868157e-05,0.1786713341604371,0.078424014,0.5596774,12.278951,13.881359683969928,,,,,
6428794017447777280,300.658700108777,-64.26039375423338,1.1869296591981198,11.293785,17.730137,-0.5349617,-12.491362212870476,6.0696770092349395,0.9661322,69,1.861029323296,0.88354486,5.934095312452478e-26,1.8610292594390572,0.16298868,0.11122312,2.4614282,8.102261911001724,False,0.53733,VAR,GALEX J200238.1-641537,
5909859644796090624,264.76255906599874,-64.6534602107262,1.1052996722385875,7.995668,18.14658,-0.22925949,-5.874101804932961,-15.000487031229454,1.0647683,56,8.288929253973,0.94468194,2.90471182217078e-28,8.288903787170415,0.10088859,-0.16052821,1.0768383,8.363980206192581,False,0.1206427,VAR,GALEX J173902.9-643912,
6076202559948311040,184.09415409184223,-54.98536003181184,1.3364847345678406,8.679709,18.68304,-0.022960663,-7.687063759636791,0.2261027025161957,1.0150528,66,9.320415492298,0.9788379,1.7303709999781495e-47,9.320381899133736,0.16989876,-0.091350086,0.70287865,9.312860012878367,True,0.1072922,VAR,Gaia DR3 6076202559948311040,
5942743082651644672,249.9380020540254,-46.37188213679357,6.995522627529002,108.74559,16.548538,-0.18472481,-45.95034686803874,-62.09899611464898,0.9784613,39,0.923958369784,0.9190525,7.586645194673072e-15,0.9240026033249832,0.29210526,-0.07823613,1.8573521,10.77263882843032,False,0.0769381,VAR,Gaia DR3 5942743082651644672,
6679158828046846336,305.9787191139521,-43.58711992116731,1.1086212432715163,12.979905,17.021585,-0.61195755,-1.9167595449249464,2.38578098037985,1.0155909,49,1.568254570765,0.9198043,2.4058777919820862e-20,1.568271160479936,0.02010204,0.0798419,2.6682472,7.24550098118301,True,1.2753,ROT,CRTS J202354.9-433512,
4887600528615197184,58.04318524955278,-30.4233282661952,2.4502753477541757,37.152706,17.205387,-0.2064476,25.739000630401343,36.22363428729617,1.0144669,67,11.342272019281,0.9369153,2.294706146024792e-33,11.342304143399907,0.22982681,-0.075187966,3.33828,9.151461453028837,False,0.0881659,VAR,EC 03501-3034,False
5390573840730111872,165.82507135136171,-40.262433480961214,3.2229553784946297,62.9125,15.071561,-0.5537138,9.996248916259711,-16.52594524413458,1.0940158,42,0.823683769834,0.9647732,2.7590288626367885e-23,0.8236616644237186,-0.066151865,0.21133603,0.9694596,7.612832463944383,True,2.4282,ROT,GALEX J110317.9-401545,
5773385817714683776,224.09681406794317,-79.6153249321884,1.0697220681167772,15.324855,17.515224,-0.44893646,-11.412149018306197,-11.476986309228485,1.0248736,58,4.979437879915,0.92990273,9.144584046758155e-27,4.979476834972046,0.122642964,0.0880543,1.5871518,7.66157877645232,True,0.200825,VAR,Gaia DR3 5773385817714683776,
4688976394540672000,12.074519326010748,-72.65597469843692,2.0501087165715552,6.006372,19.66418,0.3804264,3.9150267156469662,-3.137460662781465,1.2235166,43,2.527759861804,0.63233906,0.0003255750598892846,2.5277564190267645,0.44261554,-0.51666665,2.574128,11.223064460779256,,,,,
5344192557631785600,178.93305569911362,-54.91061281401995,1.4835339179526446,12.070077,18.192884,-0.29086494,-7.26193893620531,-1.564891462992206,0.99550796,55,5.888309638139,0.89943564,4.002089110968931e-21,5.888283515239143,-0.0054112556,0.11154862,0.4953593,9.04937140008358,False,0.1698271,VAR,Gaia DR3 5344192557631785600,
5378958286359002624,174.6365651743887,-43.97158248758137,1.6345898365756992,28.431805,16.466398,-0.59008217,-7.276962459352446,1.8847186813843857,1.0100148,61,1.804955770821,0.74234754,2.001479474973015e-12,1.804907883645617,0.24611317,0.12414713,4.0238442,7.5334419713452885,True,0.55404,WD,GALEX J113832.6-435817,
5456112705203412352,163.12055763080355,-29.88562775592203,1.9589006367987971,16.668726,17.337975,-0.47870255,-3.2045953441960817,-3.7191545522992695,0.94384575,49,2.920771459029,0.6185498,3.943921811808806e-05,2.9207595071935395,0.12130298,0.059435707,2.1726787,8.798037037083404,,,,,
5310197547872256512,138.80583495413023,-55.31969376685129,6.063808934248818,108.06127,17.100544,0.060943604,-11.36679325485876,-15.417722386229077,1.0082244,54,2.164219213316,0.9618059,5.351184090231448e-31,2.164256613750902,0.08471761,-0.025604552,2.02209,11.014271542845659,False,0.92411,E,Gaia DR3 5310197547872256512,
5364914430494937344,156.5356043819934,-49.617545131535145,1.3596000160530888,11.741902,18.39646,-0.15819359,-6.605831594442707,2.676137400551323,1.0167396,62,4.832935823968,0.94160074,2.512927216087072e-31,4.8329528171503835,-0.19238833,-0.11484163,0.8695986,9.063515805194152,False,0.206913,VAR,Gaia DR3 5364914430494937344,
4846154678323893248,50.52131294463691,-47.351786513104464,1.0303807083659742,14.988846,17.299225,-0.59345055,9.935436714057856,1.5184480034486227,1.0248191,48,0.976081917737,0.9269354,1.2553194432613227e-20,0.9760396867715182,-0.025944421,0.023519164,0.6780877,7.364213594369076,True,,WD,GALEX J032205.0-472105,
6216651490910555008,218.05891539380528,-31.53522301033208,1.3081248863656632,7.861671,18.175262,-0.08446312,-1.0479729983925896,-9.953106285056377,1.0314995,21,5.388361640388,0.980022,2.6863900955314333e-10,5.388372096148653,0.23506494,-0.08235294,1.0414984,8.758508039782111,False,0.371171,E,GALEX J143214.1-313206,
5892465542676716544,217.5802452339185,-56.39951691451571,15.07465122919344,154.64218,17.40676,0.3082409,-14.787085552857029,4.0908662072588715,0.9831657,58,16.667934421853,0.8862526,4.265058854475239e-21,16.66797040868174,-0.02457781,0.10352941,1.0627229,13.297996364926966,False,0.0599954,VAR,CWISE J143019.77-562357.5,
5345580553622419968,173.08316598874643,-52.8987497335657,1.802793029733672,12.648733,19.609562,0.0141944885,6.292842153053377,-11.451509788808249,0.930127,51,0.001102459792,0.5504664,0.0006433387884356432,0.0010580494598282,0.083076924,0.0572234,2.4778214,10.889291351293414,,,,,
6073040845547743872,186.11440848716165,-55.21732377574317,1.5173374796448855,9.267367,20.417135,0.20807648,-14.001912625096413,-0.4298051940747011,1.2286471,54,0.00854742497,0.5475151,0.0002252291650418002,0.00854742497,0.24482562,-0.26623496,1.7165735,11.322545927160684,,,,,
6523373973310305664,354.84921785568093,-48.89726898938156,2.2020200272680968,35.514713,17.00294,-0.32687187,12.468889317672392,1.2294387852986557,1.0151119,78,9.485088452844,0.9520373,2.784361011768921e-44,9.48506524770752,-0.095638536,0.22978663,0.9505958,8.717046322707432,True,,S,Gaia DR3 6523373973310305664,
5620763437599189376,135.5541657074046,-39.76488139438883,27.46146710804619,861.2303,15.998196,0.2809887,77.29640521875677,-16.02609888981455,1.0409942,57,13.500094943162,0.64597297,1.1099716436615789e-07,13.500134177133123,0.047575835,-0.077935174,1.7104859,13.191814676868702,True,,WD,Gaia DR3 5620763437599189376,
4658259853535794432,77.7936794811169,-68.95426309852475,0.8957932453286772,5.5083585,18.646778,-0.14855766,3.3833299070531178,-0.3692640939549785,1.052658,34,0.231853744078,0.77024186,2.5086728608876124e-05,0.2318618988592616,-0.30175707,-0.4083744,3.588563,8.40781691675711,,,,,
6634532571652409856,277.51639039763575,-60.755747609553765,22.99802985102345,58.60885,19.956135,1.3634205,-162.69902503499372,51.51093350284473,1.0073135,42,4.945508525907,0.7235644,2.609273692425659e-06,4.945504348640425,-0.051292438,0.060080644,1.6829504,16.764588166723406,False,0.404403,E,Gaia DR3 6634532571652409856,
4618860233015905408,40.651133733632285,-82.11018428958832,18.84232310587559,460.68787,16.456442,0.2121563,96.33474108195284,-21.545754723767516,1.0712788,42,7.175412094631,0.75219655,3.048712900969347e-07,7.175446803430198,-0.011101208,-0.10965251,0.939317,12.832114233755828,True,0.1393639,WD,UCAC4 040-001194,
5503429908930455808,105.2755266323729,-53.80311306631112,1.6603489215049605,13.777579,18.426443,-0.11676979,-16.398348576231236,10.165748835721702,0.96426976,38,17.670116695709,0.9229492,1.3518362880651476e-14,17.67006743633511,0.39205602,-0.0073260074,2.1831577,9.527439822009422,False,0.0565929,VAR,Gaia DR3 5503429908930455808,
3471231910527986432,186.9106108603975,-30.720377821493383,2.0354771701819554,30.982735,16.728527,-0.19680977,-39.38809794834635,-15.339464775906514,0.97142535,60,8.10047767447,0.96244603,1.1615519001148272e-35,8.100555357788977,0.25268131,-0.14168096,0.9709312,8.271858178579297,False,0.1235,EA/WD,EC 12250-3026,
4705562733524591232,14.063370131377717,-66.29221284421354,1.4005636982197878,8.596826,18.801376,-0.16334534,9.24490713395992,0.4055919682223077,0.9737977,40,19.586085079077,0.8627915,3.0100225460296044e-11,19.58612748598498,0.20769231,-0.08980938,1.736617,9.532890327512579,False,0.0510565,VAR,GALEX J005615.1-661732,
5873013322220969984,224.5744763954758,-65.17365652319165,1.5729941401323309,16.621027,17.69884,-0.232378,-12.802566550207986,-14.125396159087185,0.9749242,88,6.523202309362,0.72122675,8.222979031524145e-19,6.523225630013258,0.10163432,0.15112518,1.2860711,8.682475523755553,True,0.1532976,VAR,Gaia DR3 5873013322220969984,
5877560558721805952,218.9383565014163,-61.992249798322035,1.7687776487938625,14.80038,17.940256,0.024463654,-0.6938872743067503,-9.837363809975942,1.0389615,61,2.893114174696,0.82899195,1.4430104595150566e-17,2.893151414528173,0.18085669,0.18295918,1.696584,9.178622208157392,False,0.345645,VAR,Gaia DR3 5877560558721805952,
5383832838018956032,170.97960677347658,-40.103915121665445,3.133079816917447,73.73197,14.874322,-0.5905981,-75.25580732368365,33.57667199715348,1.0713978,50,1.416102265356,0.7933048,2.0499069702803037e-11,1.4161402713067457,-0.0,0.31908163,0.589488,7.354179294557365,True,0.70618,VAR,UCAC4 250-050231,
5363157758807631232,161.62811909591989,-47.52650316257153,1.41374896760603,12.228688,18.138935,-0.081272125,-16.26872626992721,-3.149603256317602,1.042157,60,5.860203897045,0.9398284,1.0173718736141036e-29,5.860225276462347,0.13556561,0.09963801,2.058393,8.890796503944594,False,0.1706409,VAR,GALEX J104630.7-473135,
