source_id,ra,dec,parallax,parallax_over_error,phot_g_mean_mag,bp_rp,pmra,pmdec,ruwe,num_obs_g_fov,gls_freq_g_fov,gls_freq_ampl_g_fov,gls_freq_fap_g_fov,nhm_fund_freq_g_fov,spearman_corr_ipd_g_fov,spearman_corr_exf_g_fov,scan_angle_model_ampl_sig_g_fov,M_G,spin_dist,in_jestin,jestin_var,in_tier1,in_tier2,checked,steen,vsx_period,vsx_type,main_id
6914922055508553984,313.2053162263806,-3.4054752822694088,2.991429841829784,33.67267,17.466383,-0.14544296,7.887292219054212,-11.578132009036006,0.99506634,56,14.738471946605,0.8931939,5.528581724197389e-21,14.738539317444534,-0.061654136,-0.07687875,0.8014698,9.845777108824503,1.2455280533950006,True,False,True,False,False,False,0.0678498,DSCT,GALEX J205249.1-032418
2928307259308655104,107.74628825931714,-21.56388121795658,0.869795380861488,7.5126295,18.233925,-0.4442978,0.6209870503658502,-1.9714668847498933,1.0121962,84,2.707285848667,0.73550147,8.50223291416667e-19,2.7072627137862635,0.17088185,0.026657183,2.753841,7.931010484847933,1.292714151333,False,,True,False,False,False,0.369366,VAR,Gaia DR3 2928307259308655104
3004503724347098112,94.50758680725396,-10.38496990698968,2.432557236844645,16.547466,18.315468,-0.52464676,-3.646025759180509,1.6090771401267412,1.0035697,29,18.534687917027,0.8904906,8.466147801996756e-08,18.534638047135616,0.057635467,0.19478261,1.347116,10.245783338953428,1.465312082973,False,,True,False,False,False,0.053953,VAR,Gaia DR3 3004503724347098112
5689824140887888896,142.96060261852875,-13.9239792355041,5.153134996757384,36.956985,18.252203,0.052373886,-22.58019411653288,12.084246070582273,0.9951912,65,24.928134022049,0.53053516,9.387925649228135e-06,24.928164124627276,-0.006555944,0.056322623,1.5221667,11.81256059914688,0.9281340220490008,False,,True,False,False,False,0.0232383,VAR,GALEX J093150.5-135526
4587412856136181376,278.1848277889811,29.184871635825868,1.808350934110739,32.99898,16.742107,-0.55155754,1.7968576004134804,-3.147910896639009,1.065501,53,6.883611053009,0.62721306,3.194563185660059e-06,6.883597295192983,-0.07014997,-0.097363554,0.607043,8.028520574165736,1.100388946991,True,True,True,False,False,False,0.290553,EW,ZTF J183244.35+291105.6
722446385752579840,158.4547380750172,23.15446267958326,15.53745124796222,356.57858,15.6543865,-0.2856741,-51.38831344433107,-11.821012296988073,1.0495582,31,7.059423891318,0.9432144,1.5710914263985006e-12,7.059448143833562,0.06169355,-0.4065934,0.3812509,11.611285394805478,0.9245761086820004,True,True,True,False,False,False,0.141655,ROT/WD,Ton  527
3759364193922337152,167.13423154134082,-8.724078228712365,1.5369348742422555,15.562941,16.988842,-0.55246353,3.98956959877098,-8.65651491865459,1.0474405,27,1.043967594163,0.8265927,0.0001688027014361,1.0440425911802873,-0.08831169,0.0015037594,1.094784,7.922119325929259,2.956032405837,True,True,False,False,False,,,WD,
3934459045528378368,192.68485709362352,15.832417629928184,7.583588867749204,53.33962,18.199018,0.34944344,-74.63684249740656,-56.19320052600429,1.0528672,62,16.676771283394,0.79717624,7.254602346789143e-16,16.676835470028664,-0.019685578,0.077720605,0.73948705,12.598391901906025,0.6767712833940003,False,,True,False,False,False,0.05995,AM,PM J12507+1549
3150708057532318208,117.93994957958802,10.992024218228057,2.8996040130057663,39.752407,16.706352,-0.3568039,-4.611199705557914,-4.512640774663225,0.99586123,42,3.613619998022,0.9186641,2.1918718856653184e-16,3.61366022325778,0.15890123,0.045658264,3.418971,9.018045460686292,0.3863800019779999,True,False,True,False,False,False,,WD,GALEX J075145.6+105931
6799989928963170688,309.6602450338843,-26.277016307702475,1.2202960705685433,8.546584,17.969296,-0.17029381,-5.751370883461547,-10.276668158131407,1.0615983,38,19.090575916363,0.9641845,2.735920739053476e-20,19.09057760859374,-0.014771857,0.2378198,0.21410961,8.401622064089018,0.9094240836369992,True,True,True,False,False,False,0.052382,VAR,GALEX J203838.4-261637
3857118439852847744,157.09285471348005,3.737807129037017,13.309306315760958,141.64894,17.40557,0.37745857,-48.330202618880016,-30.891108348003687,0.9739436,22,0.051909431085,0.950709,1.3778400917101197e-07,0.0519041365855352,0.20158103,0.061654136,0.85198873,13.02634710265962,3.948090568915,True,True,True,False,False,False,,WD,GALEX J102822.3+034416
2048212728863128064,294.85195462945916,35.76588507353845,2.6362037238594316,35.321247,17.630438,-0.3923607,-10.782721767911216,-30.38013923278199,0.9570633,45,0.614848167609,0.85250664,9.394509402055884e-13,0.6148292041308661,0.027536232,0.2145749,0.5883703,9.735332845864054,3.385151832391,True,True,True,False,False,False,1.6263795,ROT/WD,Gaia DR3 2048212728863128064
