###MJD          m      dm   uJy   duJy F err chi/N     RA       Dec        x        y     maj  min   phi  apfit mag5sig Sky   Obs
59599.165092 -19.744  0.697   -46   32 o  0   0.81  77.79369 -68.95426  3818.18  8670.41 2.82 2.51  75.8 -0.413 18.53 19.43 04a59599o0304o
59600.861069 -20.663  1.491   -20   29 o  0   1.12  77.79369 -68.95426  7413.42   329.52 3.01 2.59 -89.6 -0.370 18.53 20.07 03a59601o0023o
59600.862934  22.479  7.583     4   28 o  0   0.97  77.79369 -68.95426  7517.38 10471.87 3.03 2.80  89.8 -0.485 18.90 20.53 03a59601o0027o
59600.863866 -20.015  0.757   -36   27 o  0   0.91  77.79369 -68.95426  7431.40   369.18 3.18 2.74  89.2 -0.465 18.78 20.39 03a59601o0029o
59600.870424  20.120  0.918    32   30 o  0   1.23  77.79369 -68.95426  7362.14   282.88 3.07 2.63  82.6 -0.349 18.62 20.06 03a59601o0043o
59600.880297 -20.466  1.946   -24   46 o  0   0.89  77.79369 -68.95426  7328.66   391.64 2.84 2.36  85.7 -0.393 18.03 19.27 03a59601o0064o
59604.868009  21.440  1.489    10   14 c  0   1.46  77.79369 -68.95426  7572.91 10509.83 2.68 2.44  83.2 -0.447 19.54 21.97 03a59605o0222c
59604.868942 -20.757  0.946   -18   17 c  0   1.08  77.79369 -68.95426  7401.02   323.98 3.19 2.38  88.2 -0.469 19.45 21.79 03a59605o0224c
59604.874125 -19.584  0.525   -53   28 c  0   1.19  77.79369 -68.95426  7417.01   358.76 3.03 2.44  84.8 -0.389 18.53 20.66 03a59605o0235c
59604.888579 -20.140  0.561   -32   18 c  0   1.64  77.79369 -68.95426  7319.95   387.23 3.06 2.36  89.0 -0.428 19.03 21.25 03a59605o0263c
59604.941123 -21.306  1.405   -11   15 c  0   1.92  77.79369 -68.95426  7328.60   300.95 3.13 2.52  89.3 -0.457 19.24 21.25 03a59605o0374c
59607.157085 -19.756  0.376   -45   17 o  0   0.93  77.79369 -68.95426  2923.54  2534.11 2.43 2.12  86.5 -0.497 19.14 20.97 04a59607o0298o
59607.159882  21.134  1.213    13   16 o  0   1.62  77.79369 -68.95426  2938.95  2571.85 2.17 2.13  68.6 -0.509 19.22 20.99 04a59607o0304o
59607.165580  22.641  6.037     3   19 o  0   0.71  77.79369 -68.95426  2862.65  2496.28 2.08 1.90  46.1 -0.525 19.23 20.96 04a59607o0316o
59607.175490  20.614  0.899    21   18 o  0   1.12  77.79369 -68.95426  2822.99  2611.25 2.64 2.23  58.0 -0.499 19.06 20.89 04a59607o0337o
59607.883839 -20.566  0.651   -22   14 c  0   0.99  77.79369 -68.95426  9396.09  4467.48 3.13 2.68  83.4 -0.442 19.35 21.82 03a59608o0072c
59607.886624  21.618  2.129     8   17 c  0   0.95  77.79369 -68.95426  9414.32  4506.57 3.30 2.69 -87.9 -0.432 19.35 21.83 03a59608o0078c
59607.898671 -21.459  1.548   -10   15 c  0   1.02  77.79369 -68.95426  9360.30  4415.95 3.07 2.45 -86.8 -0.447 19.38 21.84 03a59608o0103c
59607.900966 -24.262 21.667    -1   16 c  0   1.34  77.79369 -68.95426   161.01  4379.17 3.27 2.48  85.9 -0.455 19.37 21.92 03a59608o0108c
59607.903698  20.876  1.015    16   16 c  0   1.12  77.79369 -68.95426   180.00  4417.02 3.27 2.49  84.7 -0.466 19.31 21.93 03a59608o0114c
59607.904153 -20.551  0.594   -22   13 c  0   1.36  77.79369 -68.95426  9337.18  4520.07 2.97 2.43 -86.2 -0.445 19.47 21.86 03a59608o0115c
59607.910743  23.902 16.500     1   16 c  0   1.06  77.79369 -68.95426   124.77  4353.93 3.34 2.52  86.7 -0.459 19.29 21.96 03a59608o0129c
59607.920867 -21.714  2.308    -8   17 c  0   1.25  77.79369 -68.95426   102.47  4476.84 3.53 2.79  88.0 -0.443 19.33 21.98 03a59608o0151c
59612.065581  23.798 19.750     1   22 o  0   0.97  77.79369 -68.95426  8946.36  8991.92 3.04 2.89  -4.1 -0.446 19.09 21.09 04a59612o0082o
59612.068771 -21.725  2.897    -7   22 o  0   1.19  77.79369 -68.95426  8964.55  9032.04 2.91 2.76 -63.4 -0.464 19.13 21.10 04a59612o0089o
59612.074708 -22.239  4.333    -5   20 o  0   1.63  77.79369 -68.95426  8907.33  8948.61 2.88 2.84 -63.7 -0.456 19.18 21.17 04a59612o0102o
59612.076983 -21.862  3.292    -6   22 o  0   0.84  77.79369 -68.95426   278.29  9061.91 3.24 2.70 -86.0 -0.451 19.11 21.35 04a59612o0107o
59612.080669  22.103  4.050     5   21 o  0   0.94  77.79369 -68.95426   298.38  9097.33 3.19 2.65 -86.8 -0.448 19.14 21.38 04a59612o0115o
59612.087186 -21.334  1.976   -11   21 o  0   1.04  77.79369 -68.95426   247.99  9022.11 3.22 2.52  87.6 -0.455 19.18 21.33 04a59612o0129o
