recno,WDJname,GaiaDR3,RA_ICRS,e_RA_ICRS,DE_ICRS,e_DE_ICRS,plx,e_plx,Gmag,RPmag,BPmag,gmag,rmag,Variable,Periodic,Freq,gAmp,rAmp,Class,Note,Simbad
1,WDJ063313.84+575609.40,1004340654352214656,98.30762274978,0.057948,57.93593289818,0.059864,1.6237,0.1004,17.6006,17.7231,17.5175,17.49022,17.85866,True,True,3.8227932658,0.121498880,0.269227200,---,---,Simbad
2,WDJ084952.49+471247.88,1013776353903293056,132.46816044852,0.084066,47.21292611476,0.062383,6.4495,0.1069,17.7164,17.7003,17.7378,17.66460,17.83831,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
3,WDJ091233.53+531313.09,1022716139350977792,138.13980309396,0.077216,53.22029085675,0.074700,6.4309,0.1095,17.7324,17.7235,17.7869,17.72391,17.87770,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
4,WDJ091556.08+532523.86,1022780838739029120,138.97555324978,0.015616,53.41831058433,0.013579,97.3450,0.0218,13.7833,13.5132,13.9288,13.95689,13.77711,True,True,0.7515534926,0.045002780,0.040466135,Spotted_variables,---,Simbad
5,WDJ093250.57+554315.39,1024785484658469120,143.21044165650,0.070151,55.72102576137,0.078202,6.4666,0.1096,17.6733,17.6583,17.7130,17.64184,17.80630,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
6,WDJ094213.14+573342.49,1025369256613064192,145.55490792677,0.058871,57.56187902609,0.050736,7.9325,0.0825,17.4672,17.4741,17.5014,17.43222,17.59584,False,False,0.0000000000,0.000000000,0.000000000,---,in_MWDD,Simbad
7,WDJ083035.14+564459.53,1034050485029928704,127.64650892143,0.074893,56.74969390849,0.063233,3.9745,0.1012,17.4852,17.7059,17.3861,17.33540,17.72584,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
8,WDJ091433.60+581238.12,1038176780370360576,138.63993464649,0.079862,58.21059815516,0.075758,1.2352,0.1047,17.7262,17.8387,17.6088,17.61427,17.98424,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
9,WDJ092253.62+611023.66,1039815430652482560,140.72359933348,0.085103,61.17334344234,0.084570,7.0272,0.1221,17.7858,17.5729,17.7372,17.69765,17.74936,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
10,WDJ020127.21+234952.82,103999471976858496,30.36333948974,0.061358,23.83131501344,0.064404,2.1155,0.0726,16.9670,17.2529,16.8390,16.77950,17.22490,True,True,2.2233648720,0.238931980,0.208632340,---,FAR,Simbad
11,WDJ080034.68+563332.50,1081519288218904960,120.14441994854,0.040898,56.55859380704,0.040980,4.7109,0.0686,16.5949,16.6557,16.5662,16.49219,16.82418,True,True,8.4470315523,0.056075280,0.097227150,---,---,Simbad
12,WDJ073121.39+595737.01,1085903148454238208,112.83923596487,0.040662,59.96025075951,0.038156,2.3557,0.0610,16.0905,16.4579,15.9159,15.94261,16.44674,True,True,4.5165109411,0.152358405,0.147417775,---,in_SIMBAD_(V*),Simbad
13,WDJ082954.01+640407.13,1090886925425489664,127.47488477150,0.048234,64.06840436939,0.062614,7.0797,0.0816,17.5349,17.5303,17.5703,17.46976,17.65827,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
14,WDJ080026.64+633414.85,1094376947131876352,120.11098060638,0.070297,63.57076835826,0.080945,1.1707,0.1132,17.8032,18.0749,17.6012,17.62256,18.10717,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
15,WDJ061535.10+711233.87,1107590946593313920,93.89628740205,0.035671,71.20944064468,0.046751,1.5686,0.0614,17.2276,17.4005,17.1455,17.12249,17.46077,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
16,WDJ071709.79+740040.53,1112171030998592256,109.29248612458,0.018030,74.01089029040,0.018857,9.8683,0.0240,14.9984,15.0923,14.9483,14.88033,15.23562,True,True,9.7026877045,0.044960620,0.055146480,---,in_SIMBAD_(V*),Simbad
17,WDJ061851.11+772728.75,1116797359314558208,94.71316162593,0.041346,77.45763002587,0.041587,10.2990,0.0493,16.8178,16.8059,16.8524,16.79299,16.94544,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
18,WDJ024849.59+264332.15,114808397128552576,42.20650951067,0.113729,26.72555018121,0.146430,5.6744,0.1094,17.2318,17.3403,17.1872,17.09113,17.38832,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
19,WDJ083907.09+865815.69,1151978952560241024,129.77621341519,0.078806,86.97087242996,0.100111,4.0289,0.0993,17.8835,17.9247,17.8509,17.75518,18.01377,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
20,WDJ151215.73+065156.43,1157401396015448960,228.06548342300,0.081389,6.86566107396,0.088419,1.0099,0.1046,17.2203,17.5560,17.0424,16.99939,17.56246,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
21,WDJ145545.58+041508.67,1158050898150073472,223.93981445384,0.061556,4.25236934734,0.056522,1.5882,0.0690,16.8725,17.1983,16.7213,16.68840,17.18660,True,True,0.8139610238,0.090932850,0.108608010,Unknown_type,---,Simbad
22,WDJ150626.20+063846.26,1160300056558791168,226.60886318388,0.054762,6.64582176879,0.050452,10.0596,0.0604,16.5719,16.5011,16.6339,16.55980,16.66278,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
23,WDJ151826.69+065813.27,1163266672074075008,229.61114990659,0.078748,6.97032646126,0.067372,2.8631,0.0870,17.5196,17.4463,17.5830,17.53444,17.63307,False,False,0.0000000000,0.000000000,0.000000000,---,in_MWDD_(binary),Simbad
24,WDJ143440.09+060702.67,1171325095873664640,218.66704795602,0.155887,6.11737248686,0.123126,1.3598,0.1752,17.9528,17.9504,17.8386,17.79659,18.24980,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
25,WDJ143041.14+122623.43,1179312330589760768,217.67133490947,0.071899,12.43982973121,0.068595,5.4103,0.1017,17.3814,17.5288,17.3364,17.28905,17.60412,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
26,WDJ145832.64+100818.11,1180021786172275712,224.63586279934,0.053191,10.13832413384,0.045064,6.3973,0.0593,16.4491,16.6280,16.3531,16.30040,16.68515,False,False,0.0000000000,0.000000000,0.000000000,---,"in_SIMBAD_(V*),_in_MWDD",Simbad
27,WDJ150552.81+135057.00,1183379213647590016,226.46998414031,0.059087,13.84895422803,0.052584,9.9101,0.0646,16.5871,16.6345,16.5977,16.49987,16.72435,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
28,WDJ145540.89+175351.74,1188363918331170048,223.92037863971,0.068434,17.89776130213,0.076798,8.2227,0.0949,17.4443,17.3924,17.5007,17.38179,17.50481,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
29,WDJ154119.84+120914.79,1190316479183748992,235.33267051293,0.055767,12.15400217285,0.047510,2.7003,0.0636,17.0316,17.1642,16.9674,16.88314,17.27275,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
30,WDJ155256.12+125444.43,1191504471436192512,238.23369723378,0.049717,12.91207887987,0.055687,1.9438,0.0662,16.5311,16.6467,16.4344,16.43970,16.76188,True,True,7.6875855267,0.396724680,0.760057400,WD-MS_binaries,"FAR,_in_SIMBAD_(CV)",Simbad
31,WDJ154955.89+175600.82,1196820816314793984,237.48252434549,0.034966,17.93352395117,0.033584,9.7460,0.0485,16.0803,16.2280,16.0345,15.94322,16.29223,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
32,WDJ160110.81+161827.19,1199164627209299584,240.29506572583,0.120029,16.30751223695,0.118557,3.0323,0.1661,17.7829,17.8890,17.6205,17.54950,17.93791,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
33,WDJ155226.38+181018.69,1202826348825240832,238.10918727469,0.024305,18.17237692658,0.022135,27.1216,0.0318,14.8158,14.9080,14.7907,14.72131,15.00302,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
34,WDJ151500.57+191619.69,1212352655004983808,228.75233819710,0.079615,19.27213266866,0.073107,0.9684,0.1039,17.8454,17.8882,17.7971,17.73602,17.98739,True,True,8.2348588889,0.416142430,0.815346510,WD-MS_binaries,in_SIMBAD_(CV),Simbad
35,WDJ151322.58+192810.61,1212395535957392256,228.34398602668,0.081372,19.46959583370,0.078452,1.5197,0.1064,17.5732,17.3531,17.3455,17.30813,17.58970,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
36,WDJ151736.18+224822.80,1215329685816059520,229.40088072282,0.055572,22.80614324031,0.057955,8.2658,0.0727,17.2003,17.1875,17.2444,17.14827,17.31878,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
37,WDJ153507.90+252118.56,1222226436929209472,233.78280515977,0.048310,25.35497336950,0.066205,7.6395,0.0987,17.5784,17.5065,17.5981,17.52963,17.63757,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
38,WDJ153938.12+270605.84,1223988576107848832,234.90870693278,0.025697,27.10159004739,0.040696,2.2345,0.0510,16.5803,16.7776,16.4688,16.43949,16.86213,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
39,WDJ143406.77+150817.81,1228266814506156928,218.52805085392,0.035832,15.13822919709,0.032073,12.6751,0.0422,16.0072,16.0857,15.9863,15.89825,16.16502,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
40,WDJ142320.15+140608.73,1228505472953481728,215.83375170080,0.064711,14.10250517392,0.071491,7.2312,0.0988,17.3906,17.3916,17.4453,17.34282,17.50436,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
41,WDJ142528.81+142059.39,1228541795492213248,216.36992397749,0.066945,14.34968470273,0.062734,7.1092,0.0901,16.6826,16.7558,16.5915,16.50731,16.83494,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
42,WDJ141022.11+175232.63,1233399644022323712,212.59196779286,0.093718,17.87556214161,0.076454,6.2830,0.1106,17.7426,17.7300,17.8001,17.68841,17.86778,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
43,WDJ142914.44+173219.18,1235533276400203776,217.31001403662,0.088441,17.53861011275,0.076782,6.2687,0.1070,17.8156,17.8327,17.8725,17.76016,17.91980,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
44,WDJ135118.37+181901.39,1245026464090289280,207.82608956219,0.051230,18.31689729183,0.050883,7.1014,0.0797,16.9067,17.0092,16.8780,16.77374,17.03933,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
45,WDJ140128.15+182006.12,1245635078135991296,210.36713218697,0.069067,18.33494201690,0.068759,6.7987,0.1078,17.8160,17.7967,17.8904,17.78236,17.91314,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
46,WDJ135704.68+192133.34,1246692121126938240,209.26963039951,0.053797,19.35922007677,0.042454,8.4449,0.0657,16.8491,16.9114,16.8348,16.74750,16.99383,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
47,WDJ134849.34+203011.95,1250055870793818752,207.20507545380,0.085080,20.50308379863,0.071465,5.5397,0.1170,17.7784,17.8296,17.7364,17.69669,17.94078,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
48,WDJ135231.10+211017.93,1250199249686131712,208.12924088139,0.063114,21.17152270891,0.054892,6.2920,0.0853,17.2780,17.3624,17.2686,17.15795,17.42733,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
49,WDJ150939.99+215015.77,1261751715280478848,227.41628784390,0.026636,21.83757600625,0.029508,13.8722,0.0363,14.9772,15.1585,14.8959,14.82590,15.20440,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
50,WDJ145134.21+252222.30,1267342736203088128,222.89253602995,0.050754,25.37285331900,0.054371,0.6957,0.0778,17.2979,17.7201,17.1282,17.06351,17.60642,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
51,WDJ154315.11+302133.36,1273088783971336576,235.81261318045,0.031443,30.35960370857,0.040936,14.6567,0.0518,16.8790,16.9522,16.8380,16.78439,17.07182,True,True,18.3845185831,0.053443500,0.101038535,---,---,Simbad
52,WDJ152935.00+292801.95,1273456463234876288,232.39546190293,0.039600,29.46718626414,0.060769,11.4700,0.0799,17.4862,17.4574,17.5439,17.46416,17.60389,True,True,38.7491111891,0.108928280,0.105350040,---,---,Simbad
53,WDJ144007.60+315413.02,1286055427676135808,220.03165616361,0.038502,31.90365241465,0.054435,1.4913,0.0809,17.3088,17.6995,17.1320,17.11858,17.65309,True,True,1.0312955692,0.133766350,0.127975450,Unknown_type,---,Simbad
54,WDJ163010.18+231735.06,1298959742817221760,247.54250200187,0.049179,23.29289403919,0.064188,5.1567,0.0914,17.5824,17.5940,17.5892,17.50533,17.70000,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
55,WDJ163411.33+281211.59,1304881884242947200,248.54682617173,0.036137,28.20344333876,0.045616,7.5923,0.0551,16.6527,16.7594,16.5706,16.53297,16.84348,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
56,WDJ022228.39+283007.72,130960218644587136,35.61821822709,0.101748,28.50209793139,0.085991,4.3858,0.1144,17.0565,16.9541,17.0233,16.99843,17.30208,True,True,6.8628374934,0.126245940,0.100259845,---,---,Simbad
57,WDJ162436.81+321252.81,1325292217371985024,246.15378314875,0.033129,32.21429313573,0.041041,10.2435,0.0475,16.7055,16.6975,16.7442,16.66504,16.83604,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
58,WDJ172206.82+360229.55,1336712848946493952,260.52885272584,0.025489,36.04160074129,0.028557,18.3073,0.0310,15.2795,15.3189,15.2609,15.17720,15.42805,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
59,WDJ170055.38+354951.09,1338943341425719168,255.23030586386,0.046986,35.83056554287,0.053457,7.4281,0.0585,17.3374,17.3889,17.3798,17.29237,17.47483,False,False,0.0000000000,0.000000000,0.000000000,---,in_MWDD,Simbad
60,WDJ172240.63+395811.92,1346883876962000000,260.66923283878,0.063783,39.96965897132,0.078746,10.3078,0.0783,17.8118,17.7845,17.8262,17.76399,17.93078,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
61,WDJ174356.73+443852.18,1350121285870820352,265.98639743597,0.055154,44.64807387823,0.063382,8.3654,0.0629,17.2931,17.2841,17.3344,17.26156,17.42472,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
62,WDJ170847.69+424100.56,1355161726346266112,257.19863655087,0.043363,42.68357795039,0.049688,1.4019,0.0518,16.6479,17.0266,16.4518,16.44610,16.98980,False,False,0.0000000000,0.000000000,0.000000000,---,"in_SIMBAD_(V*),_in_MWDD",Simbad
63,WDJ024927.57+325112.43,136610338318092544,42.36522948636,0.043173,32.85322145619,0.037287,14.4783,0.0526,16.0612,16.0463,16.0782,16.02826,16.19853,False,False,0.0000000000,0.000000000,0.000000000,---,"in_SIMBAD_(V*),_in_MWDD",Simbad
64,WDJ160123.19+364834.29,1372458109403442432,240.34717326879,0.013874,36.80710083127,0.016835,30.4668,0.0187,14.4081,14.3873,14.4375,14.36758,14.52340,False,False,0.0000000000,0.000000000,0.000000000,---,"in_SIMBAD_(V*),_in_MWDD",Simbad
65,WDJ153456.44+350534.73,1374086241309961600,233.73503338797,0.054791,35.09318577428,0.073930,6.5552,0.0846,17.7683,17.7967,17.8021,17.73812,17.90651,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
66,WDJ030710.82+342727.33,137744793799623680,46.79540959156,0.080053,34.45741660033,0.074197,8.0690,0.0958,17.3722,17.3728,17.4139,17.32853,17.50076,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
67,WDJ151343.51+443436.25,1395293935119779584,228.43127095654,0.050575,44.57678393513,0.054639,2.4166,0.0624,17.3920,17.5731,17.3007,17.24387,17.63303,True,True,9.0501172765,0.079397675,0.102376910,---,---,Simbad
68,WDJ163914.29+474835.84,1410345596469085184,249.80937742578,0.071044,47.81018003151,0.073516,6.7122,0.0790,17.7620,17.7766,17.8052,17.71676,17.90094,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
69,WDJ171743.52+515840.07,1415911839725510528,259.43128627470,0.068723,51.97775641101,0.076277,1.2014,0.0739,17.5857,17.5849,17.4161,17.38726,17.80086,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
70,WDJ024830.32+372526.22,141730416074813312,42.12627022904,0.079293,37.42378203996,0.070481,8.4130,0.0987,17.1907,17.1820,17.2279,17.15952,17.32345,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
71,WDJ172406.13+562003.08,1420761029600606592,261.02560586895,0.035804,56.33418680011,0.038264,2.4835,0.0382,16.2582,16.2958,16.1917,16.17012,16.52451,True,True,3.0028736657,0.104235230,0.195031195,WD-MS_binaries,in_SIMBAD_(CV),Simbad
72,WDJ162024.49+522321.08,1425130935485979520,245.10244055914,0.032942,52.38911260358,0.036256,11.2383,0.0357,15.6345,15.6841,15.5624,15.47704,15.81804,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
73,WDJ162458.18+540429.97,1428369955006868352,246.24263716223,0.084889,54.07468268562,0.085021,8.3068,0.0936,17.9104,17.9239,17.9467,17.84817,17.98199,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
74,WDJ164438.39+565841.79,1430581420783430528,251.16000519415,0.072706,56.97842284270,0.086775,6.6151,0.0793,17.7975,17.8070,17.8280,17.76988,17.92408,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
75,WDJ173426.55+582431.90,1434462314576560512,263.61073418703,0.115979,58.40913303956,0.104243,5.4633,0.1071,17.8118,17.6863,17.8596,17.80314,17.85850,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
76,WDJ124740.10+303007.41,1465214177336901376,191.91707031021,0.101787,30.50177902196,0.073944,12.1509,0.1126,17.9108,17.6283,18.0947,18.05400,17.93386,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
77,WDJ132614.47+343111.49,1470268533506847744,201.55976713511,0.101452,34.51955257114,0.079348,6.0635,0.1452,17.6594,17.6547,17.6220,17.52650,17.75791,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
78,WDJ130957.68+350947.19,1474090607723007104,197.48908991529,0.019394,35.16320678611,0.017514,20.8288,0.0309,15.3223,15.3051,15.3397,15.28898,15.42763,False,False,0.0000000000,0.000000000,0.000000000,---,"in_SIMBAD_(V*),_in_MWDD",Simbad
79,WDJ132952.65+392150.38,1476652053203050368,202.46927798176,0.059586,39.36411513007,0.071596,3.3812,0.1089,17.9757,18.1774,17.8682,17.84672,18.22451,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
80,WDJ141531.30+392357.57,1485679322841561728,213.87959389661,0.034693,39.39944777941,0.047220,8.7667,0.0574,17.0630,17.0530,17.0920,17.02267,17.17647,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
81,WDJ134426.85+440833.30,1503131458592587264,206.11185719181,0.038491,44.14254204020,0.049043,2.3432,0.0600,16.6319,16.9478,16.4650,16.43959,16.95695,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
82,WDJ135309.97+484021.17,1510467090935595008,208.29174439028,0.037832,48.67240168267,0.043229,5.6982,0.0539,16.6782,16.8770,16.5858,16.53770,16.91841,True,True,176.5849057042,0.108889900,0.102528380,V777_Her,"in_SIMBAD_(V*),_in_MWDD",Simbad
83,WDJ135724.00+495903.26,1510650503218915968,209.34974915866,0.051858,49.98437012406,0.053339,6.6998,0.0683,17.0667,17.1476,17.0001,16.96194,17.23320,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
84,WDJ122635.57+361346.93,1519336713796357248,186.64763957012,0.075598,36.22951948607,0.067680,6.5045,0.1192,17.7278,17.7342,17.7610,17.68586,17.84757,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
85,WDJ041856.64+271748.31,152371871863155840,64.73630400037,0.030256,27.29643039280,0.016520,20.7244,0.0338,15.0304,15.0157,15.0510,14.96671,15.18040,False,False,0.0000000000,0.000000000,0.000000000,---,"in_SIMBAD_(V*),_in_MWDD",Simbad
86,WDJ125724.06+422054.42,1527701145426221824,194.34995311458,0.070385,42.34818741165,0.067547,1.1535,0.1094,17.4421,17.6691,17.2683,17.24130,17.77406,True,True,2.3310619386,0.155645185,0.148328275,---,---,Simbad
87,WDJ042821.59+290320.76,153053427336817152,67.08990279521,0.099744,29.05573178436,0.063241,7.4714,0.1081,17.6762,17.6413,17.7353,17.67171,17.79494,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
88,WDJ123752.23+415624.69,1534384148897669248,189.46554407786,0.048755,41.94173712937,0.047090,27.7120,0.0723,17.1287,16.5637,17.5424,17.77707,16.96516,True,True,2.8046062008,0.181378425,0.110621480,---,---,Simbad
89,WDJ124341.75+480534.46,1543370904111505408,190.92339359368,0.034213,48.09304464717,0.038544,12.5106,0.0583,16.9771,17.0252,16.9679,16.89509,17.11881,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
90,WDJ121929.50+471522.94,1545014807135001088,184.87215773939,0.038048,47.25635662890,0.054716,14.3784,0.0796,17.5288,17.2450,17.6838,17.68633,17.53614,True,True,1.5723377401,0.121262550,0.087757880,Spotted_variables,---,Simbad
91,WDJ125526.34+475719.25,1555179177955997440,193.85911974772,0.030324,47.95517641100,0.033602,7.4500,0.0466,16.5427,16.6315,16.5148,16.40651,16.70665,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
92,WDJ131825.93+500351.64,1556577584947813376,199.60767742501,0.043501,50.06440625316,0.049894,11.2996,0.0617,17.0924,17.0246,17.1082,17.08369,17.18179,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
93,WDJ133941.14+484727.47,1558322303741820928,204.92117574658,0.046098,48.79099448008,0.050176,6.6191,0.0641,17.3695,17.3165,17.3980,17.49079,17.60703,False,False,0.0000000000,0.000000000,0.000000000,---,in_SIMBAD_(CV),Simbad
94,WDJ124407.67+582351.90,1578072075196957696,191.03188828516,0.055177,58.39770289320,0.053950,3.6912,0.0684,17.1348,17.4063,16.9797,16.93250,17.37684,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
95,WDJ150945.35+454624.42,1587611884756030720,227.43834506626,0.032676,45.77379016936,0.036512,12.5616,0.0409,16.4564,16.4304,16.4784,16.42456,16.57497,False,False,0.0000000000,0.000000000,0.000000000,---,in_MWDD,Simbad
96,WDJ152356.59+542256.80,1599573471755615872,230.98570891563,0.065989,54.38250197521,0.073608,3.5814,0.0758,17.6993,17.9217,17.6096,17.53123,17.92247,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
97,WDJ152809.27+553914.49,1601328670269782400,232.03816750202,0.053218,55.65449144326,0.055699,6.8065,0.0584,17.0913,17.0356,17.1462,17.05150,17.18572,False,False,0.0000000000,0.000000000,0.000000000,---,in_MWDD,Simbad
98,WDJ143047.25+510730.35,1604590130995452032,217.69664836828,0.052345,51.12530241814,0.053014,7.9523,0.0616,17.3860,17.3826,17.4270,17.35056,17.51301,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
99,WDJ044258.31+323715.63,161359000733439488,70.74314183180,0.089361,32.62088672651,0.043724,7.9998,0.0903,17.3693,17.2937,17.4066,17.34267,17.49539,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
100,WDJ144823.77+572454.62,1613754148095692800,222.09868492393,0.056920,57.41505573434,0.059943,7.4090,0.0622,17.4215,17.4203,17.4560,17.39075,17.55143,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
101,WDJ145323.52+595056.24,1617418957790376576,223.34755071572,0.049908,59.84884493670,0.054977,8.4912,0.0569,17.1562,17.1738,17.1790,17.10889,17.28423,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
102,WDJ155513.93+564710.67,1622509593546662784,238.80804016430,0.078509,56.78633481650,0.071594,1.6080,0.0745,17.3375,17.5329,17.1720,17.12281,17.59111,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
103,WDJ155517.49+580637.83,1622933901956297856,238.82280751273,0.058476,58.11034854756,0.056033,2.0053,0.0589,16.8911,17.0173,16.7981,16.76404,17.16372,True,True,3.4666943554,0.074135315,0.131060780,WD-MS_binaries,---,Simbad
104,WDJ163358.75+591206.59,1624129483413023360,248.49491619393,0.056628,59.20201469264,0.060952,8.6019,0.0591,17.1255,17.1366,17.1697,17.11497,17.26119,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
105,WDJ171113.00+654158.28,1632472715084508800,257.80469790255,0.051792,65.69925895793,0.057112,12.6324,0.0559,16.9473,16.9530,16.9892,16.92208,17.06704,False,False,0.0000000000,0.000000000,0.000000000,---,in_MWDD,Simbad
106,WDJ154144.89+645352.98,1641326979142898048,235.43717275348,0.023633,64.89776678283,0.022365,17.9189,0.0242,15.5759,15.5636,15.5928,15.54455,15.70687,False,False,0.0000000000,0.000000000,0.000000000,---,"in_SIMBAD_(V*),_in_MWDD",Simbad
107,WDJ165151.63+705312.69,1650240032714843008,252.96517229565,0.102243,70.88673561762,0.109534,2.6641,0.1018,17.9451,18.1310,17.8256,17.78796,18.19805,True,True,1.2627717629,0.167325220,0.171383405,---,---,Simbad
108,WDJ140518.73+594125.39,1660083749863708800,211.32838726884,0.089506,59.69015978687,0.079954,5.8525,0.0908,17.9579,17.9358,17.9723,17.91812,18.07079,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
109,WDJ141557.87+623046.51,1666750569898974208,213.99099340506,0.083446,62.51289287329,0.084106,5.5654,0.0942,17.7689,17.6750,17.8603,17.77115,17.85556,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
110,WDJ141722.69+630353.79,1667610770243901568,214.34515949965,0.081994,63.06469839787,0.066394,5.9112,0.0812,17.9568,17.9610,18.0093,17.90849,18.06856,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
111,WDJ143417.88+653959.48,1669095729418204416,218.57368653793,0.034675,65.66652434101,0.033689,10.7826,0.0361,16.1203,16.1590,16.1082,16.05965,16.25389,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
112,WDJ141419.54+704554.50,1674958389840474496,213.58197178525,0.057832,70.76496559055,0.049759,8.6991,0.0576,17.1618,17.1317,17.1970,17.12528,17.28592,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
113,WDJ151646.42+735206.96,1697669356564165632,229.19327029940,0.061364,73.86864893115,0.053272,1.3194,0.0615,16.6264,17.0027,16.4319,16.42587,16.96472,True,True,0.9164091539,0.080459315,0.068114500,---,---,Simbad
114,WDJ141353.96+713612.59,1699066870202540288,213.47387473955,0.048794,71.60356756302,0.044466,7.4567,0.0478,16.9910,16.9844,17.0254,16.95168,17.10735,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
115,WDJ165710.91+801137.32,1709387775398437760,254.29533053566,0.046957,80.19379676541,0.048988,2.3315,0.0494,16.8304,17.0039,16.7300,16.69965,17.11734,True,True,3.2318679479,0.064145860,0.102471980,---,---,Simbad
116,WDJ143755.28+785148.62,1714635091562696320,219.48022859322,0.084869,78.86350791199,0.070054,10.4419,0.0792,17.7437,17.6448,17.8443,17.79480,17.82145,True,True,4.8852224662,0.106430870,0.095412300,Spotted_variables,---,Simbad
117,WDJ043338.11+335337.68,172978953148524160,68.40881239811,0.121928,33.89386446125,0.082296,6.0164,0.1486,17.6887,17.6949,17.6989,17.65917,17.83144,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
