recno,WDJname,GaiaDR3,RA_ICRS,e_RA_ICRS,DE_ICRS,e_DE_ICRS,plx,e_plx,Gmag,RPmag,BPmag,gmag,rmag,Variable,Periodic,Freq,gAmp,rAmp,Class,Note,Simbad
649,WDJ162247.64+015343.98,4432766309468042752,245.69846409285,0.077306,1.89555113884,0.050637,1.6371,0.0957,17.2704,17.6380,17.1123,17.06519,17.61272,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
650,WDJ162157.79+043218.81,4436905352274528896,245.49049484554,0.050597,4.53860887678,0.036539,16.2400,0.0711,16.8596,17.0155,16.7770,16.72878,17.09295,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
651,WDJ162904.15+053651.80,4438422055545153536,247.26736751303,0.118318,5.61435463221,0.084299,6.1307,0.1403,17.9647,17.9373,17.9839,17.92725,18.09161,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
652,WDJ161512.22+110239.98,4453903355360209152,243.80092542814,0.057637,11.04445596738,0.051024,2.2535,0.0783,17.0979,17.4058,16.9497,16.92134,17.41841,True,True,2.5343094389,0.085172700,0.090036400,---,---,Simbad
653,WDJ160730.60+130222.03,4458134306166822528,241.87752027930,0.125229,13.03948327855,0.099088,1.1093,0.1556,17.8959,18.1243,17.7058,17.64901,18.14622,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
654,WDJ162813.34+122452.71,4460327252045435648,247.05508939972,0.033164,12.41424259749,0.022972,12.8495,0.0450,16.2465,16.2340,16.2740,16.21302,16.39831,False,False,0.0000000000,0.000000000,0.000000000,---,in_MWDD,Simbad
655,WDJ180433.71+011441.81,4467762012240933888,271.14046701085,0.111709,1.24500070363,0.104573,7.1797,0.1295,17.6278,17.6483,17.6813,17.58372,17.77858,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
656,WDJ182547.52+063337.38,4477233961327345536,276.44796073083,0.061154,6.56035206179,0.062313,3.7612,0.0848,16.8129,16.8962,16.7261,16.68499,17.01624,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
657,WDJ183202.83+085636.24,4479342339285057408,278.01181996513,0.067921,8.94338422545,0.083386,13.2355,0.0977,17.0140,17.2746,16.8737,16.85473,17.33010,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
658,WDJ173042.95+105246.81,4491980748701631616,262.67871645617,0.030037,10.87928828170,0.029019,12.8709,0.0409,16.1542,16.1556,16.1699,16.08839,16.30799,False,False,0.0000000000,0.000000000,0.000000000,---,in_MWDD,Simbad
659,WDJ180929.20+135623.24,4497367599768691712,272.37174059691,0.039442,13.94012282083,0.045508,10.3633,0.0593,16.2109,16.2846,16.1711,16.08816,16.38445,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
660,WDJ175740.89+180356.66,4503347770490390016,269.42031331851,0.032017,18.06540375030,0.038644,11.5195,0.0516,16.6067,16.5256,16.6478,16.56723,16.70634,False,False,0.0000000000,0.000000000,0.000000000,---,in_MWDD,Simbad
661,WDJ184118.49+123928.34,4505197187707403008,280.32718167987,0.036345,12.65797509989,0.044825,4.8585,0.0506,16.5618,16.4868,16.5446,16.47333,16.69103,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
662,WDJ184843.44+174658.92,4511443341484192256,282.18097209594,0.066173,17.78291538520,0.081643,2.9253,0.0939,17.8331,17.8593,17.8252,17.79217,18.04174,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
663,WDJ190520.72+164412.78,4513890579470651392,286.33620644175,0.080104,16.73645913510,0.079243,7.0533,0.1299,17.7138,17.5222,17.7491,17.73539,17.81771,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
664,WDJ185218.63+183355.13,4517521407404432512,283.07753087163,0.037799,18.56553651532,0.049610,20.6580,0.0632,16.8546,16.6751,16.9635,16.96752,16.94993,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
665,WDJ190024.55+191742.13,4517992170175866368,285.10238052241,0.034972,19.29536100022,0.045683,10.4368,0.0517,16.7150,16.7047,16.7422,16.67894,16.86341,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
666,WDJ185455.06+212519.96,4519318456074056832,283.72893311722,0.029319,21.42237596005,0.043344,9.8612,0.0563,16.9055,16.8765,16.9411,16.89631,17.06757,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
667,WDJ180937.05+193614.70,4527450852077318912,272.40436050623,0.077143,19.60395476270,0.099226,6.2572,0.1207,17.9595,17.9391,18.0132,17.93820,18.09671,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
668,WDJ173207.87+150738.72,4542924485372999808,263.03281964482,0.051299,15.12722270052,0.050731,7.9087,0.0752,17.4291,17.4142,17.4725,17.40620,17.57066,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
669,WDJ021319.38+522104.86,455164935930210944,33.33081482721,0.079030,52.35132399314,0.092870,2.1740,0.1139,17.7704,17.4983,17.5219,17.47197,17.74550,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
670,WDJ174415.35+223627.53,4556431199748103936,266.06397918077,0.037024,22.60756458641,0.051295,1.6846,0.0685,17.1071,17.3715,16.9552,16.93173,17.39360,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
671,WDJ165657.47+155627.79,4557852490326063232,254.23917084462,0.033178,15.94130658980,0.027133,6.8179,0.0519,16.5127,16.6214,16.4286,16.39184,16.74559,False,False,0.0000000000,0.000000000,0.000000000,---,in_SIMBAD_(V*),Simbad
672,WDJ165426.50+235241.67,4566554472019360128,253.61047207877,0.031874,23.87807341900,0.041499,10.0306,0.0579,16.9883,16.9641,17.0165,16.95497,17.10816,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
673,WDJ171840.63+252431.90,4570546317703725312,259.66922634860,0.023616,25.40875398994,0.028614,14.2690,0.0349,16.0906,16.0811,16.1037,16.02806,16.22890,False,False,0.0000000000,0.000000000,0.000000000,---,in_MWDD,Simbad
674,WDJ175909.02+231155.71,4577671874609450368,269.78754936219,0.044329,23.19879942995,0.062711,1.1388,0.0774,17.5051,17.6666,17.4265,17.35428,17.84408,True,True,12.4533486359,0.242058655,0.363258465,---,---,Simbad
675,WDJ022152.87+561430.85,458252738239635584,35.47026402499,0.063920,56.24192229198,0.077258,1.2910,0.1081,17.9169,18.0181,17.8492,17.86151,18.14300,True,True,1.5246074630,0.106453990,0.104333690,---,---,Simbad
676,WDJ182136.79+272848.85,4585995894885366400,275.40338044341,0.052307,27.48018540291,0.067145,8.1302,0.0808,17.6955,17.6756,17.7341,17.67752,17.82883,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
677,WDJ181728.88+282326.60,4586334819344859392,274.37059380178,0.060124,28.39079453901,0.076555,6.3001,0.0926,17.9364,17.9245,17.9905,17.92033,18.06836,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
678,WDJ183244.36+291105.59,4587412856136181376,278.18482778898,0.039593,29.18487163583,0.049182,1.8084,0.0548,16.7421,17.1206,16.5691,16.56723,17.10182,True,True,6.8836514283,0.104435000,0.110484685,---,---,Simbad
679,WDJ182802.52+312726.85,4591984007008243840,277.01043944104,0.058034,31.45714678884,0.064938,7.0300,0.0774,17.6567,17.6029,17.6907,17.63693,17.80554,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
680,WDJ022704.24+591502.04,459237630076876672,36.76822557569,0.025266,59.25063979470,0.027886,26.5299,0.0390,15.9451,15.6461,16.1121,16.15563,15.99215,True,True,1.8834981562,0.095473030,0.071461840,Spotted_variables,---,Simbad
681,WDJ181842.74+320436.25,4592594927456151168,274.67817785231,0.055144,32.07682420381,0.061466,7.0484,0.0705,17.6469,17.5016,17.7027,17.61131,17.77206,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
682,WDJ173820.37+331845.05,4602156624166140544,264.58492402198,0.058634,33.31275379380,0.061130,7.2896,0.0726,17.6351,17.5395,17.6520,17.59003,17.77747,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
683,WDJ175555.45+395844.68,4611476737557895552,268.98081241855,0.042463,39.97865885417,0.043415,8.8667,0.0479,16.9489,16.9339,16.9907,16.90389,17.08105,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
684,WDJ032438.66+602055.88,462506821746606464,51.16129324853,0.029437,60.34885744533,0.030939,14.9050,0.0413,16.0729,16.0441,16.0972,16.05791,16.21423,False,False,0.0000000000,0.000000000,0.000000000,---,in_MWDD,Simbad
685,WDJ035210.33-302524.56,4887600528615197184,58.04318524955,0.040416,-30.42332826620,0.051197,2.4503,0.0660,17.2054,17.3401,17.1337,17.09172,17.48918,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
686,WDJ031854.52+672449.07,492871759491109120,49.72711311934,0.037106,67.41356088236,0.041253,5.7594,0.0587,17.0061,17.1983,16.9181,16.88951,17.28246,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
687,WDJ051348.71+721752.32,498913610243369728,78.45301089742,0.031030,72.29786737516,0.036782,2.4627,0.0505,16.4706,16.4809,16.4424,16.42337,16.66772,True,True,7.2119581812,0.074877140,0.147991990,WD-MS_binaries,---,Simbad
688,WDJ020807.86-293137.99,5020319141229055360,32.03252820163,0.024389,-29.52740354071,0.026062,9.9257,0.0390,15.9034,15.8485,15.9472,15.89076,16.01094,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
689,WDJ053432.93+770757.40,504240778439455872,83.63754259835,0.034294,77.13195879926,0.038791,16.4730,0.0450,16.5127,16.4467,16.5563,16.54724,16.61558,True,True,33.1736386415,0.180332065,0.112784375,Spotted_variables,---,Simbad
690,WDJ014343.14+584151.39,506086549232654720,25.92980858023,0.041029,58.69757182626,0.045960,2.5778,0.0683,16.8917,17.0483,16.7821,16.79093,17.16129,True,True,3.3540521512,0.083102625,0.105466825,---,in_SIMBAD_(V*),Simbad
691,WDJ033531.83-233710.63,5086417244804970496,53.88254000213,0.077506,-23.61961245199,0.091929,2.3984,0.1230,17.7458,17.4511,17.5827,17.53889,17.79611,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
692,WDJ035814.52-213813.74,5090605830056251776,59.56049838937,0.056969,-21.63719407209,0.066999,1.2465,0.0945,17.8223,18.0278,17.7243,17.69167,18.07503,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
693,WDJ041617.92-174543.63,5093424260611799424,64.07478415457,0.035564,-17.76237878682,0.030270,12.4264,0.0498,16.3467,16.2839,16.3626,16.25546,16.36405,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
694,WDJ035257.99-195549.04,5094843764483219712,58.24155199546,0.039662,-19.93062695035,0.039369,12.4229,0.0495,16.5978,16.5338,16.6581,16.59684,16.70430,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
695,WDJ032426.38-213243.88,5099801668570097920,51.10991737638,0.070710,-21.54567189632,0.075541,3.8528,0.0953,17.6121,17.5664,17.7005,17.39721,17.60526,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
696,WDJ031927.20-210913.04,5100053078775660160,49.86355363137,0.029126,-21.15375873408,0.030334,20.3247,0.0436,15.7212,15.6159,15.7916,15.75739,15.81142,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
697,WDJ034130.63-175850.63,5107487117411370752,55.37747537879,0.075035,-17.98083189598,0.060996,6.4962,0.0994,17.8057,17.8218,17.8612,17.74672,17.93066,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
698,WDJ034706.79-115808.89,5114767980330242688,56.77869951082,0.035474,-11.96926841422,0.034705,14.6806,0.0422,16.0056,16.0014,16.0205,15.97976,16.13707,False,False,0.0000000000,0.000000000,0.000000000,---,in_MWDD,Simbad
699,WDJ021356.67-281020.90,5116584064300345984,33.48626866538,0.019324,-28.17303593579,0.021577,16.7354,0.0332,15.3103,15.4048,15.2774,15.21148,15.47907,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
700,WDJ015306.22+622319.42,511736836405868416,28.27609133126,0.057463,62.38867105676,0.066097,2.3318,0.1004,17.9972,17.9891,17.9976,18.00789,18.17400,True,True,2.9859186567,0.145893880,0.149642160,---,---,Simbad
701,WDJ015847.80-250310.27,5121833510769131136,29.69913108543,0.059117,-25.05308233350,0.062048,11.2188,0.1033,17.7995,17.8099,17.7951,17.76465,17.91558,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
702,WDJ015545.53-241412.64,5122120788245323904,28.93971947240,0.061607,-24.23690883100,0.072162,0.9902,0.1030,17.8725,18.2903,17.6748,17.69437,18.21640,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
703,WDJ014721.82-215651.39,5135466183642594304,26.84125849228,0.021224,-21.94771584753,0.017812,21.6207,0.0324,15.2107,15.1783,15.2318,15.18120,15.32774,False,False,0.0000000000,0.000000000,0.000000000,---,"in_SIMBAD_(V*),_in_MWDD",Simbad
704,WDJ022453.02-161107.85,5145462973426822656,36.22098533589,0.106477,-16.18550303276,0.102060,2.2711,0.1373,17.9854,18.2821,17.8279,17.80375,18.26171,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
705,WDJ022917.15-150350.42,5146019876066016000,37.32145017444,0.075214,-15.06421580634,0.077168,5.4805,0.1022,17.7085,17.6271,17.8027,17.70658,17.78927,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
706,WDJ022823.31-134726.71,5147102895019154688,37.09746136669,0.052820,-13.79091631814,0.057094,9.1122,0.0686,16.9830,16.9948,17.0042,16.96780,17.11015,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
707,WDJ020056.71-154609.73,5147930591051748480,30.23689443539,0.028382,-15.76923085603,0.023290,14.5715,0.0373,14.6567,14.8458,14.5536,14.52475,14.89760,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
708,WDJ015843.74-150226.05,5148800025576590464,29.68234017242,0.089672,-15.04059328806,0.079113,1.3263,0.1173,17.7084,17.9297,17.6079,17.56396,17.99024,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
709,WDJ020330.98-134716.55,5149410185810690432,30.87908106387,0.117958,-13.78792671531,0.093312,5.7684,0.1606,17.9720,17.9721,18.0014,17.91705,18.09373,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
710,WDJ021409.34-121202.14,5151170778804482816,33.53887653868,0.098819,-12.20077173072,0.099725,6.3741,0.1379,17.9244,18.2078,17.7821,17.75541,18.17415,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
711,WDJ030648.35-172332.93,5152748715429796096,46.70208031044,0.043037,-17.39226949764,0.056133,10.9675,0.0665,16.6826,16.6715,16.7131,16.63210,16.80098,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
712,WDJ025657.85-145029.92,5157333438398813824,44.24102938583,0.063183,-14.84163313709,0.072380,0.9332,0.0863,17.3734,17.6853,17.2284,17.19706,17.69272,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
713,WDJ025821.77-104826.46,5160899536860481664,44.59064670999,0.058690,-10.80748540757,0.057179,6.9453,0.0709,16.4478,16.6445,16.3600,16.29237,16.66398,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
714,WDJ032833.52-121945.27,5161807767825277184,52.14015069884,0.047591,-12.32930322317,0.037831,23.0377,0.0561,16.6186,16.4463,16.7324,16.64466,16.61550,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
715,WDJ033131.05-102309.96,5163781391195902464,52.87945929993,0.095052,-10.38606712926,0.080643,4.9753,0.1145,17.2940,17.2174,17.0718,16.96546,17.24884,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
716,WDJ024146.59+661137.89,516532695666534144,40.44417153234,0.057751,66.19374728561,0.078558,5.9383,0.1022,17.9046,17.8714,17.9642,17.90659,18.05032,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
717,WDJ024029.66+663637.06,516606710842437248,40.12255878876,0.017872,66.61014402162,0.023620,17.6745,0.0310,15.5835,15.5740,15.6018,15.54726,15.73121,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
718,WDJ023520.02-093456.36,5175397624169506304,38.83346108609,0.114618,-9.58238963838,0.112511,1.5885,0.1432,17.9944,18.2281,17.8780,17.83398,18.24543,False,False,0.0000000000,0.000000000,0.000000000,---,in_MWDD,Simbad
719,WDJ024845.71-040936.67,5185437677159551872,42.19055309581,0.105451,-4.16025215883,0.093288,6.2683,0.1312,17.8565,17.8909,17.8930,17.83950,18.01276,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
720,WDJ020321.11+672111.85,518966292856747520,30.83877088956,0.046484,67.35324576007,0.050366,8.2226,0.0677,17.3668,17.3403,17.3993,17.34460,17.50845,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
721,WDJ021906.43+700838.37,521232768574387072,34.77734404395,0.036819,70.14381191576,0.041875,5.9920,0.0524,16.6407,16.8248,16.5483,16.52030,16.89989,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
722,WDJ011053.06+604831.03,522432163970498048,17.72110876710,0.039783,60.80856519873,0.048365,3.3151,0.0661,16.9478,16.8945,16.9335,16.94578,17.20824,True,True,2.8700871151,0.096289335,0.134469440,---,---,Simbad
723,WDJ010707.62+733323.45,535357713421191168,16.78206004330,0.038333,73.55646193483,0.032160,3.1192,0.0403,16.3946,16.4913,16.3332,16.33545,16.61708,True,True,6.7837041833,0.084447620,0.077624315,---,---,Simbad
724,WDJ003242.60+704259.29,536283845813246592,8.17819902123,0.052235,70.71647721533,0.049412,8.7599,0.0606,17.0930,17.0217,17.0838,17.07171,17.23382,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
725,WDJ005250.87+734041.30,538397038439186048,13.21245600856,0.049184,73.67815986722,0.048821,8.4313,0.0594,17.0466,16.9786,17.0914,17.03693,17.17775,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
726,WDJ030258.10+702903.39,542190594071254656,45.74231071779,0.034188,70.48416064076,0.037843,10.6861,0.0493,16.8433,16.8223,16.8812,16.83036,16.99493,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
727,WDJ022733.67+725743.16,546656707224057984,36.89048654385,0.035234,72.96212795938,0.036729,9.3076,0.0474,16.0491,16.1169,15.9511,15.87252,16.21851,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
728,WDJ102600.92-264542.04,5468956993879159168,156.50372108653,0.108101,-26.76167626423,0.116146,6.2558,0.1438,17.5338,17.2586,17.2166,17.19409,17.39808,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
729,WDJ104627.80-251215.78,5470271185153118208,161.61545283504,0.064810,-25.20441829441,0.078419,8.6847,0.0883,16.8312,16.7624,16.8893,16.82742,16.94340,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
730,WDJ041246.85+754942.26,551153263105246208,63.19263313054,0.023518,75.82852211401,0.025521,28.5347,0.0318,15.8149,15.6257,15.9219,15.90930,15.88521,True,True,10.4844131831,0.083645280,0.066313465,Spotted_variables,---,Simbad
731,WDJ053449.81+772453.70,552298125290079360,83.70756394780,0.058052,77.41480172322,0.072751,6.6498,0.0799,17.7049,17.6860,17.7518,17.66747,17.82166,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
732,WDJ020439.03+753818.97,559439835566125952,31.16493009700,0.023985,75.63814459401,0.025065,16.1683,0.0293,15.4999,15.5636,15.4957,15.42306,15.67942,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
733,WDJ090331.74-273112.46,5648375404383767296,135.88237216973,0.043008,-27.52020515383,0.050196,7.7617,0.0744,17.3602,17.3639,17.3978,17.31829,17.50846,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
734,WDJ000750.35+805944.91,565183924826095744,1.96139925935,0.068286,80.99578471229,0.061027,7.8849,0.0696,17.5022,17.5099,17.5452,17.48409,17.64163,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
735,WDJ033349.39+181333.79,56529573573742848,53.45603216473,0.070363,18.22604668958,0.076489,6.4504,0.0685,16.3152,16.4687,16.1858,16.07423,16.35920,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
736,WDJ085722.50-224532.06,5654689998440806912,134.34307954792,0.023126,-22.75865987068,0.017117,21.6745,0.0314,15.1855,15.1557,15.2164,15.16282,15.33424,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
737,WDJ002113.45+804235.27,566626892104483712,5.30623000040,0.085308,80.70981332676,0.080385,1.1682,0.0968,17.9737,18.2544,17.8784,17.84596,18.27009,True,True,8.1359291757,0.147313575,0.152938500,---,---,Simbad
738,WDJ095618.21-205928.44,5670164696889033344,149.07603612688,0.113789,-20.99119342931,0.146480,4.4550,0.1738,17.9276,17.9005,17.9816,17.89054,18.05536,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
739,WDJ095852.35-175833.41,5671975077144346112,149.71812056557,0.087248,-17.97593894780,0.071377,0.8089,0.1078,17.1673,17.5590,16.9885,16.96306,17.54167,True,True,0.3060516370,0.129680420,0.140759550,---,---,Simbad
740,WDJ091921.84-181719.09,5681606833363339392,139.84113741286,0.068690,-18.28863339201,0.052271,7.1055,0.0866,17.5726,17.5545,17.5862,17.54752,17.72445,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
741,WDJ092247.86-173958.11,5681746853591389568,140.69924235945,0.079196,-17.66607841968,0.068341,6.3532,0.1004,17.8007,17.7136,17.8269,17.75317,17.93963,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
742,WDJ095120.66-140758.66,5687358245544479872,147.83599255656,0.063385,-14.13298329305,0.045988,1.1929,0.0736,16.9721,17.3349,16.7926,16.78548,17.32036,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
743,WDJ083241.87-234353.99,5695902099434069504,128.17442856236,0.049406,-23.73168741255,0.050134,2.3498,0.0651,16.9999,17.2380,16.8388,16.80427,17.24936,True,True,1.7911714090,0.092334015,0.101697420,Unknown_type,---,Simbad
744,WDJ082322.44-240131.51,5696208626962750720,125.84346924613,0.067835,-24.02539919296,0.063751,1.0664,0.1005,17.6398,17.9650,17.4444,17.46292,17.98724,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
745,WDJ083054.24-225602.10,5702706912475468160,127.72598754588,0.075307,-22.93388275849,0.082143,9.7253,0.1066,17.5508,17.2159,17.4262,17.35703,17.39978,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
746,WDJ082924.77-163337.25,5709854047291834496,127.35324733299,0.067058,-16.56032653297,0.067618,7.0723,0.0956,17.6095,17.5588,17.6171,17.49659,17.66395,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
747,WDJ075819.79-141044.30,5725637639788446208,119.58210481545,0.058787,-14.17933654835,0.049086,11.9052,0.0937,17.5678,17.0810,17.3924,17.24384,17.16385,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
748,WDJ081602.07-104049.93,5728258080939094784,124.00865539094,0.049371,-10.68051867181,0.043692,4.2773,0.0678,16.7070,16.9307,16.5816,16.55444,16.97894,True,True,3.0386166394,0.091877035,0.089396660,---,---,Simbad
749,WDJ083147.36-101552.48,5751694003780912512,127.94729666150,0.092268,-10.26458037052,0.075500,0.8463,0.1262,17.8347,18.1932,17.6635,17.63135,18.15701,True,True,0.8762178751,0.205784000,0.227788460,Unknown_type,---,Simbad
750,WDJ091511.21-045730.66,5758736375755925760,138.79664570218,0.051991,-4.95855669670,0.046399,2.2639,0.0664,16.3900,16.7506,16.2141,16.20900,16.72403,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
751,WDJ085832.42+032530.73,578471346753982080,134.63501771133,0.058956,3.42501055482,0.030837,9.5605,0.0857,17.0364,16.9924,17.0667,17.00570,17.14779,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
752,WDJ085128.16+060551.27,582901519620616192,132.86754437664,0.048494,6.09738163314,0.030288,9.6431,0.0615,16.8173,16.8182,16.8437,16.76455,16.95475,False,False,0.0000000000,0.000000000,0.000000000,---,in_MWDD,Simbad
753,WDJ085507.30+063541.14,584401463934612352,133.78020611580,0.064740,6.59444647885,0.034127,8.3665,0.0894,17.3011,17.1980,17.2803,17.22074,17.35845,False,False,0.0000000000,0.000000000,0.000000000,---,in_MWDD,Simbad
754,WDJ084055.72+130329.58,603077562286554368,130.23221032431,0.073800,13.05815943471,0.034778,8.2018,0.0846,17.1922,17.1965,17.2222,17.14000,17.32789,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
755,WDJ165357.02-263723.43,6034304428112860544,253.48758605599,0.098988,-26.62320269110,0.047314,2.9021,0.1026,17.2024,17.3675,17.0745,17.08653,17.46072,True,True,11.4526814707,0.121734750,0.135280620,---,---,Simbad
756,WDJ164929.73-243310.07,6046892947212837376,252.37377560126,0.078887,-24.55283911382,0.038761,8.8456,0.0826,17.1490,17.1380,17.1892,17.13316,17.31422,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
757,WDJ163208.24-205809.62,6052441529545987712,248.03396491853,0.050516,-20.96951501595,0.027989,10.8647,0.0582,16.4511,16.4928,16.4506,16.37866,16.61952,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
758,WDJ085618.95+161103.75,611401999180118528,134.07879938589,0.035960,16.18423700334,0.018981,13.8650,0.0453,15.6036,15.7342,15.5268,15.49694,15.82271,True,True,4.2059084880,0.062868300,0.054478020,---,---,Simbad
759,WDJ134546.41-235710.12,6191268135405788544,206.44270394542,0.043398,-23.95291656209,0.035117,15.1149,0.0476,16.0736,16.0403,16.1219,16.06393,16.20308,False,False,0.0000000000,0.000000000,0.000000000,---,in_MWDD,Simbad
760,WDJ150200.58-271410.53,6224905219767550208,225.50192382201,0.072600,-27.23581181884,0.080922,9.8960,0.0841,16.6618,16.6764,16.6174,16.60332,16.82746,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
761,WDJ151228.89-230712.86,6228158296713374464,228.12027991822,0.139498,-23.12036514012,0.106883,7.1810,0.1615,17.7872,17.7425,17.8267,17.78673,17.90465,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
762,WDJ145152.63-250238.24,6229330032504603136,222.96896524924,0.120115,-25.04411272798,0.134551,12.6381,0.1540,17.3949,17.3740,17.4333,17.36579,17.54132,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
763,WDJ154611.41-203012.69,6241671638211603968,236.54734500312,0.055931,-20.50372295707,0.039122,17.9456,0.0641,16.3880,16.3497,16.4377,16.39431,16.52939,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
764,WDJ160914.07-211056.81,6243743667875086720,242.30867092553,0.096679,-21.18272636802,0.059916,8.3511,0.1067,17.5313,17.4067,17.6296,17.55839,17.64587,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
765,WDJ154329.63-190846.46,6254069112852784640,235.87319262191,0.094090,-19.14654542103,0.069571,7.9964,0.1075,17.4723,17.3270,17.5304,17.45604,17.60351,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
766,WDJ154425.90-181651.22,6260329800780772608,236.10792419670,0.098555,-18.28091823168,0.077079,0.9952,0.1121,17.5176,17.6537,17.4554,17.40697,17.75400,True,True,15.2422900134,0.228852840,0.378697200,---,in_SIMBAD_(V*),Simbad
767,WDJ154039.21-181126.36,6260376117707875584,235.16349281418,0.059662,-18.19059971384,0.045056,7.8389,0.0685,16.5931,16.7177,16.5489,16.46566,16.80852,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
