###MJD          m      dm   uJy   duJy F err chi/N     RA       Dec        x        y     maj  min   phi  apfit mag5sig Sky   Obs
57453.459169 -20.915  1.500   -16   23 c  0   1.04 163.12055 -29.88563  9474.80   322.02 4.98 3.88  22.4 -0.425 19.55 21.54 02a57453o0490c
57453.468730  21.093  1.343    13   18 c  0   0.98 163.12055 -29.88563  4819.51  9492.08 3.79 3.76  50.9 -0.411 19.53 21.46 02a57453o0509c
57453.487738 -20.702  0.900   -19   17 c  0   1.08 163.12055 -29.88563  4810.84  9453.47 3.77 3.74 -88.2 -0.415 19.51 21.42 02a57453o0544c
57457.424369  19.431  0.444    61   27 c  0   0.97 163.12055 -29.88563   274.00   811.08 5.26 4.07 -33.0 -0.453 19.53 21.62 02a57457o0428c
57457.436167  20.886  1.222    16   20 c  0   1.14 163.12055 -29.88563  9809.00   837.85 5.12 3.99  26.6 -0.452 19.51 21.57 02a57457o0452c
57457.445972  20.980  1.500    15   22 c  0   0.78 163.12055 -29.88563  3672.16 10011.11 4.40 3.94 -67.1 -0.394 19.41 21.45 02a57457o0472c
57457.453864 -21.716  3.750    -8   28 c  0   0.73 163.12055 -29.88563  9526.59   263.16 5.42 4.15  24.7 -0.417 19.50 21.57 02a57457o0488c
57457.463856 -24.746 43.000    -0   20 c  0   1.16 163.12055 -29.88563  4875.13  9432.08 4.16 3.84 -71.9 -0.410 19.42 21.45 02a57457o0508c
57457.482668  20.751  0.929    18   17 c  0   1.32 163.12055 -29.88563  4812.65  9451.39 3.98 3.68 -65.6 -0.425 19.41 21.37 02a57457o0545c
57461.406554 -19.521  0.407   -56   23 c  0   1.17 163.12055 -29.88563   218.61   909.69 5.78 3.75 -26.8 -0.470 19.43 21.36 02a57461o0402c
57461.418296 -19.965  0.650   -38   24 c  0   1.23 163.12055 -29.88563  9750.55   943.57 4.83 3.74  24.8 -0.487 19.34 21.27 02a57461o0426c
57461.427553  21.026  1.500    14   21 c  0   0.91 163.12055 -29.88563  3614.46 10108.96 3.94 3.84 -23.4 -0.398 19.18 21.10 02a57461o0445c
57461.435339 -20.180  1.167   -31   36 c  0   1.01 163.12055 -29.88563  9470.08   363.43 5.14 3.89  22.8 -0.438 19.21 21.17 02a57461o0461c
57461.444597 -19.875  0.494   -41   20 c  0   1.20 163.12055 -29.88563  4816.99  9529.63 3.87 3.79 -78.4 -0.417 19.28 21.21 02a57461o0480c
57461.464714 -20.379  4.200   -26  108 c  0   1.14 163.12055 -29.88563  4807.45  9452.24 3.95 3.82 -72.8 -0.417 17.79 19.69 02a57461o0515c
57465.395288  19.618  0.911    52   47 o  0   1.08 163.12055 -29.88563   383.05   681.71 6.20 3.53 -24.3 -0.402 18.57 19.73 02a57465o0384o
57465.401142 -19.799  1.155   -44   50 o  0   1.19 163.12055 -29.88563  4076.44 10464.64 3.96 3.77  -6.2 -0.399 18.53 19.65 02a57465o0396o
57465.408919 -19.473  0.857   -59   51 o  0   1.03 163.12055 -29.88563  9920.23   700.41 5.08 3.62  27.3 -0.497 18.59 19.74 02a57465o0412o
57465.418190 -19.684  0.829   -49   40 o  0   0.96 163.12055 -29.88563  3779.44  9875.28 3.78 3.65 -41.7 -0.454 18.55 19.64 02a57465o0431o
57465.425968  19.441  0.847    61   51 o  0   1.03 163.12055 -29.88563  9640.01   119.88 5.35 3.59  21.5 -0.487 18.60 19.75 02a57465o0447o
57465.435225  20.767  1.822    18   33 o  0   1.16 163.12055 -29.88563  4980.97  9296.95 3.57 3.40 -80.6 -0.491 18.55 19.64 02a57465o0466o
57465.452287 -20.465  1.379   -24   33 o  0   1.44 163.12055 -29.88563  4798.61  9455.08 3.61 3.47 -74.9 -0.481 18.54 19.62 02a57465o0501o
57469.347848  19.034  0.957    88   85 o  0   1.36 163.12055 -29.88563 10173.00  9972.78 4.94 3.70  78.7 -0.524 17.82 18.32 02a57469o0290o
57469.352388  21.396  8.250    10   83 o  0   1.13 163.12055 -29.88563  6469.43   189.53 5.74 3.18   5.6 -0.496 17.87 18.49 02a57469o0298o
57469.365433 -18.284  0.458  -176   81 o  0   1.08 163.12055 -29.88563  6745.42   784.92 5.29 3.41   8.5 -0.556 17.91 18.54 02a57469o0323o
57469.381143 -20.599  3.778   -21   79 o  0   1.27 163.12055 -29.88563  5019.52  9307.50 3.83 3.57 -81.2 -0.514 17.93 18.51 02a57469o0355o
57469.394981  22.760 29.500     3   84 o  0   1.29 163.12055 -29.88563  4787.68  9442.93 3.90 3.60 -82.9 -0.516 17.92 18.50 02a57469o0383o
57477.371489  22.829 11.750     3   32 o  0   1.02 163.12055 -29.88563   376.34   633.14 6.11 3.69 -26.0 -0.404 19.10 20.77 02a57477o0337o
57477.375388 -19.210  0.339   -75   26 o  0   1.35 163.12055 -29.88563  4071.71 10436.70 3.95 3.77  -5.3 -0.415 19.06 20.69 02a57477o0345o
57477.382664  20.716  1.767    19   33 o  0   1.27 163.12055 -29.88563  9898.86   653.83 5.15 3.77  25.7 -0.487 19.11 20.75 02a57477o0360o
57477.391897  20.214  0.881    30   26 o  0   1.05 163.12055 -29.88563  3775.60  9846.71 3.83 3.69 -46.0 -0.445 19.06 20.66 02a57477o0379o
57477.399191  21.211  3.053    12   36 o  0   1.14 163.12055 -29.88563  9619.55    73.15 5.35 3.68  21.7 -0.469 19.11 20.70 02a57477o0394o
57477.408464 -20.711  1.196   -19   23 o  0   1.25 163.12055 -29.88563  4978.28  9267.90 3.67 3.47 -80.3 -0.471 19.04 20.61 02a57477o0413o
57477.425450 -21.350  2.720   -10   28 o  0   1.00 163.12055 -29.88563  4794.74  9447.20 3.69 3.52 -69.6 -0.466 18.87 20.30 02a57477o0448o
57481.343099 -21.044  1.773   -14   25 c  0   0.89 163.12055 -29.88563   124.87   816.01 5.87 3.80 -25.1 -0.453 19.44 21.38 02a57481o0281c
57481.349740 -19.614  0.394   -52   20 c  0   1.06 163.12055 -29.88563  9645.40   848.68 4.95 3.90  24.4 -0.467 19.46 21.40 02a57481o0294c
57481.364681  20.246  0.632    29   18 c  0   1.29 163.12055 -29.88563  3505.84 10012.83 4.04 3.95 -29.5 -0.402 19.44 21.37 02a57481o0324c
57481.368766 -20.774  1.562   -18   28 c  0   0.86 163.12055 -29.88563  9382.54   268.84 5.20 3.89  21.0 -0.429 19.46 21.41 02a57481o0331c
57481.385522  19.987  0.477    37   18 c  0   1.18 163.12055 -29.88563  4708.41  9436.43 4.06 3.92 -78.8 -0.406 19.40 21.35 02a57481o0362c
57481.395325  20.381  0.783    26   20 c  0   0.99 163.12055 -29.88563  4789.69  9437.80 4.02 3.91 -77.7 -0.409 19.40 21.35 02a57481o0381c
57494.346481  19.371  0.974    65   63 o  0   0.90 163.12055 -29.88563   457.22   535.21 6.43 4.05 -26.8 -0.471 18.35 19.45 02a57494o0261o
57494.360354 -21.358  6.154   -10   64 o  0   0.96 163.12055 -29.88563  9983.97   550.41 5.69 4.37  31.1 -0.483 18.39 19.51 02a57494o0289o
57494.361322  19.722  1.321    47   62 o  0   0.96 163.12055 -29.88563   438.34   495.99 6.43 4.10 -27.5 -0.461 18.35 19.45 02a57494o0291o
57494.374896  18.389  0.779   160  125 o  0   1.15 163.12055 -29.88563  9966.18   513.33 5.77 4.51  29.9 -0.487 17.78 18.65 02a57494o0319o
57494.375373 -19.789  2.306   -44  102 o  0   0.96 163.12055 -29.88563   490.39   577.05 6.36 4.08 -28.8 -0.447 18.04 19.04 02a57494o0320o
57494.388994  23.485 48.500     2   71 o  0   1.01 163.12055 -29.88563 10031.81   592.69 5.30 4.15  27.6 -0.491 18.33 19.34 02a57494o0348o
57494.389950 -19.572  1.348   -54   73 o  0   0.76 163.12055 -29.88563   506.16   458.95 6.13 3.66 -24.9 -0.470 18.18 19.05 02a57494o0350o
57494.403547 -18.697  0.495  -121   60 o  0   1.28 163.12055 -29.88563 10049.24   475.90 5.06 3.81  26.5 -0.495 18.42 19.39 02a57494o0378o
57497.398044  18.495  1.007   145  146 o  0   0.91 163.12055 -29.88563  9973.18   564.64 6.03 4.61  31.9 -0.516 17.61 18.07 02a57497o0287o
57497.399595  17.975  0.700   234  164 o  0   0.94 163.12055 -29.88563   431.44   501.20 6.63 4.42 -26.1 -0.502 17.30 17.71 02a57497o0290o
57514.250201 -20.397  0.930   -25   23 c  0   1.03 163.12055 -29.88563   150.56  1590.62 5.20 3.87 -28.4 -0.468 19.23 21.04 02a57514o0079c
