ra,dec,rmag,imag,ndet
247.06109227584165,-29.04428891944674,19.174698,18.740528,14
247.06318408147663,-29.0454497315737,20.38559,19.725252,13
247.06297595864018,-29.044004719961407,20.6242,20.223001,14
247.0659951080763,-29.04513199489962,21.648472,21.119469,14
247.06654673955467,-29.044132411783558,20.295132,19.81636,14
247.0616031363157,-29.04227867717869,99.99,21.993734,2
247.0634215619432,-29.042630527134015,21.750067,21.118689,14
247.06525828886,-29.041400037458164,23.052334,21.37399,7
247.0582078671869,-29.038519031743327,99.99,22.84375,1
247.0609135816116,-29.04003135349105,22.743774,21.682035,7
247.05918712155145,-29.038433705674223,99.99,99.99,1
247.06035000012858,-29.038014178755773,19.358444,18.796875,14
247.0557056581785,-29.036310886717033,19.987116,19.501064,14
247.0552660184666,-29.03562124921245,22.76172,21.388168,4
247.05669058230797,-29.03584310735137,19.964445,19.623884,14
247.05853501240284,-29.0371563904097,20.249008,19.33299,14
247.0583824186551,-29.036754649052515,99.99,20.953125,1
247.05922751799406,-29.037070697523475,23.546875,99.99,1
247.0603210971668,-29.037401630790818,99.99,22.9375,1
247.05960527920251,-29.035684635901358,99.99,23,1
247.06161133160782,-29.039527625855786,20.84145,20.383207,14
247.06546636039172,-29.039620479680373,22.859375,21.993172,4
247.06141009178108,-29.037128199286343,23.015625,22.765625,2
247.06317389704097,-29.037660539815725,22.8125,21.826456,4
247.06399830071481,-29.03597271275804,15.01536,99.99,9
247.06561851130218,-29.038530371459682,99.99,22.502396,2
247.0651756271844,-29.036897247259425,21.041418,20.257072,7
247.0661090966715,-29.03741058383962,20.582949,20.182486,14
247.07052294423394,-29.046753791926818,18.521065,18.15625,13
247.0704684692444,-29.04660334079198,18.3125,99.99,1
247.07022151112974,-29.046182521265454,19.983027,19.311855,13
247.07018977531132,-29.04403039132342,17.46875,17.09375,14
247.0743132145287,-29.047477561634018,22.231066,21.720709,12
247.0754388311562,-29.047573187561465,18.776762,18.444878,14
247.075574647913,-29.04666967081228,99.99,22.140625,1
247.07323081502557,-29.045939917197963,18.513548,18.078125,14
247.07472307296158,-29.04589193152068,19.95252,18.438635,14
247.07859325955218,-29.045997623007516,22.90625,21.664606,3
247.07471765397904,-29.042894004529888,16.742914,16.40625,14
247.07618736617937,-29.045019217035254,16.333149,16,14
247.07797201113254,-29.04490601128756,18.129892,17.734375,14
247.07789302238228,-29.043640903077065,19.860374,19.56929,14
247.07876911467883,-29.043723616537047,22.07442,21.546875,7
247.06901757863156,-29.041223649717335,23.326992,21.925255,5
247.06981025891272,-29.04167441716693,23.78125,99.99,1
247.06979348082223,-29.039630703960412,99.99,22.839258,2
247.0725404861475,-29.041524233766367,20.857832,20.21035,14
247.06793329139512,-29.038081150435083,23.703125,21.985832,3
247.06901218821244,-29.038693959483776,21.549479,20.937157,14
247.0763401528547,-29.04220724807854,20.026764,19.602383,14
247.07732829026855,-29.041831720582678,21.557827,20.627771,14
247.0782360978106,-29.041307832148913,20.716576,20.127485,14
247.07377744813598,-29.038482735756634,21.859749,20.148092,12
247.07346326527593,-29.037625320590312,23.46875,23.046875,3
247.05704732493206,-29.03387800082489,99.99,22.668734,2
247.0551901487376,-29.032745147171976,20.839035,20.006798,13
247.05831418299778,-29.033052371198885,22.632044,21.950874,10
247.05749236963956,-29.031714541360355,23.953125,22.496239,3
247.05610258700636,-29.03055729515287,20.220388,19.633022,9
247.05569274895728,-29.02976287405952,22.695896,21.705362,4
247.05828403320987,-29.031351735203515,21.557364,20.866938,11
247.06026478191689,-29.030769981053588,22.188948,20.65736,8
247.063216810601,-29.034949208727454,20.8125,20.901585,5
247.066863483525,-29.035526485432847,22.520803,22.163105,9
247.06413487896864,-29.03384969727611,99.99,99.99,1
247.06537111445348,-29.033825912083046,19.207815,18.826857,14
247.06697068699128,-29.034137642626217,99.99,22.453125,1
247.06114328077894,-29.030833463942077,22.198517,21.607443,9
247.06662854370683,-29.032383548201985,99.99,22.578125,1
247.05519220163524,-29.029274305954207,20.88675,20.34375,11
247.05618169268485,-29.02868098144093,99.99,23.125,1
247.05737949911773,-29.029445630120517,99.99,22.9375,1
247.05694066695926,-29.027337046095255,22.12971,21.811539,10
247.0576053583614,-29.0279438703907,99.99,22.307203,2
247.0592344582589,-29.02958750375122,23.828125,22.765625,2
247.0552206353515,-29.02643102936941,23.46875,21.578125,2
247.05585521064282,-29.026453211698936,23.234375,22.25,2
247.05532471377174,-29.025744782179103,21.767597,21.359375,10
247.05644353041455,-29.025914083312546,99.99,99.99,1
247.05640674902273,-29.02574035026628,21.664473,99.99,5
247.0563618023565,-29.02565576945244,99.99,20.53125,1
247.05725898136583,-29.025948038834475,99.99,22.75,1
247.05841596095152,-29.027343563635878,21.960472,20.639847,10
247.05818638656413,-29.0261865376955,22.96199,21.734375,6
247.06477173459294,-29.030724263161886,18.129684,17.710993,9
247.06409001674402,-29.02981724810356,20.534693,20.173056,10
247.06267405114846,-29.027048942031225,23.296875,22.359375,2
247.06223058749097,-29.026061305900125,21.138521,20.78125,10
247.06324832802215,-29.026598884912893,99.99,22.016586,2
247.06436416533646,-29.027942419132923,22.991692,22.135805,5
247.0646895083016,-29.02744782932782,22.527283,21.383837,7
247.0663611382931,-29.027437250992936,22.208292,21.713371,11
247.06746724363728,-29.0360664422361,23.171875,22.45151,4
247.07013306863138,-29.035814669081407,20.706875,20.24205,14
247.07195043629625,-29.03654723043514,19.030481,18.304424,14
247.0671712452561,-29.033619405079698,20.122637,19.616951,14
247.06961591891587,-29.03224437752999,20.522095,19.757387,12
247.07082755346576,-29.03425908574017,22.173922,21.446228,12
247.07145972339254,-29.03421587149171,99.99,22.5,1
247.07257008868805,-29.033753711538754,18.955776,18.507498,14
247.07044460278448,-29.032520964393395,22.78125,22.26364,3
247.07463908809342,-29.03730557944911,23.578125,23,2
247.07546137279732,-29.036772335934142,22.907103,21.515446,7
247.07570416935062,-29.035083647863786,18.570145,18.179441,14
247.07578764173178,-29.03335589661946,21.086035,19.875,14
247.069182211461,-29.031388582156307,20.971954,20.586878,11
247.07058950792216,-29.03067047690861,22.453234,21.925524,11
247.06998477109593,-29.030204158220922,99.99,22.326563,2
247.07277478903356,-29.031055344927008,23.4375,22.71875,2
247.06795553014632,-29.0289907517591,23.5625,21.802927,3
247.06862911890858,-29.0280911129874,21.183891,20.57609,10
247.0700020339487,-29.02902435959362,22.470064,21.14778,6
247.0706806491948,-29.02784354513089,21.154528,20.546875,11
247.07524561997388,-29.032475050860313,20.160378,19.679512,12
247.0745920865113,-29.032222178802833,99.99,21.63846,2
247.07384616470497,-29.031442369208882,20.018154,19.576311,11
247.0733367183048,-29.03025120357162,21.359375,21.048399,4
247.07406907336102,-29.030475858839203,18.699154,18.368063,10
247.07359147664965,-29.028005246990407,20.979612,20.193779,11
247.08010714077506,-29.067078364079862,19.46362,19.007435,15
247.08241996016054,-29.067048562011777,22.9375,21.723045,5
247.0831937567656,-29.067254483884508,22.707935,21.735622,6
247.08363969660383,-29.06762163554535,22.38935,20.944328,9
247.0799717727473,-29.065066318584687,23.453125,99.99,1
247.081801827917,-29.06550132907224,23.124006,22.852318,6
247.07919825732208,-29.06348163502925,19.620798,19.281267,14
247.07994730417258,-29.06357110900976,19.89945,19.507526,15
247.08059187904774,-29.06379447659385,99.99,20.950771,2
247.08366630071788,-29.06504668913546,21.098368,20.429817,15
247.08712784545705,-29.06923147846937,99.99,22.421875,1
247.08590866008345,-29.067532650775277,21.791937,21.202818,15
247.08995601252045,-29.06912096221817,21.073524,20.388462,15
247.08731308106601,-29.066059468764458,21.331182,20.912228,15
247.08589705114412,-29.065173352750907,99.99,23.015625,1
247.0891322863262,-29.065891966176967,22.361324,21.87344,14
247.08964598189309,-29.065224295629783,23.359375,22.886272,5
247.08034962268206,-29.06244095328196,99.99,22.108421,2
247.08092698508452,-29.06258130362448,21.618546,21.389868,13
247.08193022180947,-29.062762026110924,19.690111,19.319807,15
247.0837512148375,-29.063402951195204,23.3125,22.654911,4
247.08335868021672,-29.062285513776207,23.375,22.415916,5
247.0817162936011,-29.060755151283015,20.786411,20.305296,15
247.0800778070894,-29.058655748758145,15.863367,99.99,10
247.08572212151407,-29.063708636476278,20.650684,20.22526,15
247.08722206617685,-29.06422758469391,99.99,22.893213,2
247.08548832467957,-29.06246996373503,20.457342,20.094975,15
247.08753890122722,-29.063093106669115,23.3125,22.426596,5
247.08919811925597,-29.064109587040758,22.34375,20.569046,3
247.0897513211822,-29.0640105359486,20.097775,19.725857,15
247.08779689286737,-29.060091086337106,20.222563,19.328125,15
247.09324471929756,-29.069159234580706,23.171875,22.671875,4
247.09334136539866,-29.068503485170655,99.99,20.984375,1
247.09583196551273,-29.070814320198718,21.860489,21.324621,14
247.09622913573372,-29.0701280407453,20.952482,20.569334,15
247.09505015030857,-29.06923897192519,17.100592,16.796875,15
247.09465137761043,-29.068450140866563,20.471138,19.617447,10
247.0910416579704,-29.065437470889773,21.59354,21.107828,15
247.0963147108368,-29.06768981607568,22.89626,22.6935,9
247.09416643229457,-29.066760472435156,22.599882,21.57627,10
247.09731716687534,-29.070658428665183,19.465319,19.300417,15
247.09769496652572,-29.07015860488193,21.193243,20.90137,8
247.09870637454992,-29.069742635550284,19.176529,18.96875,15
247.1011379349656,-29.070935577700794,14.632812,99.99,4
247.0992564688637,-29.06920136436426,21.160105,20.57005,12
247.10077265699144,-29.06918133850082,22.515625,21.155329,5
247.0997582904765,-29.06873952597524,21.994228,21.428225,5
247.10124914528848,-29.068484587535096,21.454739,21.093847,15
247.09218555140367,-29.064579969715655,99.99,22.09991,3
247.09184562304387,-29.06325131901693,19.564627,19.157188,14
247.0958755827158,-29.065265091966882,20.656643,20.163937,13
247.09507623656816,-29.064770222004096,17.86969,17.5,15
247.09082800464103,-29.0623120490686,18.660791,18.28125,15
247.09358515143805,-29.063266427077338,17.888786,17.531082,14
247.09230090243187,-29.062417270089316,99.99,22.122211,2
247.09327352103224,-29.062606726804372,21.890625,21.312632,3
247.09285131108382,-29.061720503558924,17.58157,17.25,13
247.0941674100902,-29.061791441582717,15.618283,99.99,10
247.09539372825336,-29.061673150956544,21.0625,20.625,4
247.09927127183178,-29.06625042356456,99.99,23.125,1
247.0982304034959,-29.06540660365911,23.195425,22.497128,6
247.09729995316604,-29.06439632201551,21.628258,20.974104,10
247.1003774074822,-29.066743326288613,20.640314,20.20234,15
247.10050818801972,-29.065436613143742,23.46875,22.398424,5
247.10153361065863,-29.06567465344935,22.630861,21.739641,6
247.09844876958928,-29.063385188393486,23.203125,22.057133,5
247.09730000386193,-29.062584003628597,19.045967,18.693611,15
247.09917409590008,-29.062083552462,21.727245,20.850473,10
247.09964084437925,-29.063748451724567,99.99,23.140625,1
247.08134829123702,-29.056724961833382,19.244265,18.930216,15
247.08250405221486,-29.058148824492598,21.218473,21.007374,15
247.08228624856545,-29.057324713955403,21.299034,20.76774,15
247.07941386674085,-29.05471642396938,21.956223,21.553797,15
247.08412475140946,-29.055990693105542,99.99,22.496979,2
247.0821565435893,-29.05400359657738,23.859375,22.123928,4
247.0838589597947,-29.055141369712732,21.559673,20.007357,15
247.08539341631686,-29.05919187715422,21.390896,20.97279,14
247.08529578029177,-29.058864662199504,99.99,99.99,1
247.08625655536986,-29.05784454381066,21.844393,21.385391,15
247.08898077227295,-29.059634619175323,20.543888,20.171875,15
247.08983087524697,-29.058529888648064,22.604082,21.956984,11
247.08644163069525,-29.056601227126432,18.991495,18.65625,15
247.0874310897812,-29.05486556647845,14.945082,99.99,7
247.08910754325828,-29.056406655849717,99.99,21.732653,4
247.08992900350793,-29.056102136796817,21.192326,20.810257,13
247.0796202655863,-29.053133836935118,99.99,20.796875,1
247.07900622845486,-29.052575614639093,22.984375,22.792635,5
247.08098987109713,-29.052959993925143,23.126646,21.675518,6
247.08017182085575,-29.050886376810016,22.779352,21.256372,8
247.0792773066755,-29.050211084953247,20.293139,18.671875,15
247.0836080941026,-29.05131497217567,99.99,22.109375,1
247.0842730638396,-29.0512120561477,20.019247,19.654383,15
247.08334359112428,-29.050705921030065,21.755611,21.268442,15
247.08496992230985,-29.054036303240906,99.99,22.90625,1
247.0896266017087,-29.054855620378348,23.21875,99.99,1
247.09069144584237,-29.05508002217722,20.552595,20.230164,15
247.08927412455057,-29.05304596684057,18.217173,17.882599,15
247.08563786371465,-29.05178246619308,20.659966,20.116873,15
247.08657039050146,-29.05163022865019,21.474073,21,15
247.08989882262964,-29.051822857296315,22.783459,22.539776,7
247.08890303932648,-29.050712721929767,22.695232,21.925053,10
247.09275737806564,-29.059955549707826,21.365057,20.390982,15
247.09219561236196,-29.058555922053657,20.257904,19.764061,15
247.09416592012408,-29.06077543806249,19.667568,18.921875,9
247.09105535587898,-29.057214539005635,19.517408,19.163635,15
247.09494987746533,-29.057967983453462,23.15625,22.234375,2
247.09477871573395,-29.057339358319247,21.263756,20.819014,15
247.09483609375124,-29.056788109009773,99.99,22.4375,1
247.0995959236289,-29.061224919454087,23.125,21.528072,5
247.09736540386493,-29.060227237796486,21.922852,21.48429,15
247.0993934163132,-29.059814264457984,20.454002,20.030474,15
247.10022175295381,-29.061848121648485,23.0625,22.422935,4
247.10255443231148,-29.061525371919508,22.702692,22.1698,11
247.1008201285594,-29.06077025477976,20.581612,20.145664,15
247.1014920875505,-29.060032802839466,23.015625,22.224638,5
247.09839153622542,-29.057295271889004,21.930582,20.63317,15
247.09195665685507,-29.054847652828656,20.80087,19.939707,8
247.09232706049147,-29.055510548329345,22.3125,21.07895,5
247.09170390248457,-29.05393185546738,20.961876,19.796875,6
247.09307595795036,-29.053955198644143,14.802556,99.99,5
247.09605746358108,-29.055166202563264,22.647549,21.86068,9
247.0947756050709,-29.054318413543395,19.483482,19.219309,15
247.0911990679385,-29.05232539397364,22.596897,22.09375,6
247.09204301247922,-29.05213447301522,21.566315,20.911568,14
247.09660042390755,-29.052642324469254,22.012564,21.272846,14
247.09749508834417,-29.05635492789932,21.484137,20.991404,15
247.0989771501065,-29.056422992608486,23.15625,22.639952,5
247.09824560207667,-29.055812986955164,22.865477,22.168158,8
247.09847519570195,-29.05477005695655,20.96478,20.617285,14
247.09980568975223,-29.057009005745165,23.1875,22.757362,5
247.10076147142448,-29.056144588464914,21.814646,20.53125,15
247.1025327750408,-29.0554279530071,19.564262,19.00638,14
247.09842373114802,-29.054030415716028,22.800123,22.511747,7
247.09922010285038,-29.052611563984055,21.8792,21.4686,15
247.10147031984891,-29.054869406366652,22.517803,22.048717,8
247.1014751316404,-29.053875071749747,20.243374,19.89005,14
247.10231499265785,-29.054011094343355,21.004301,20.672396,14
247.1004019277277,-29.05269216217933,20.142282,19.8125,15
247.10388097027973,-29.072094569837198,21.827751,20.749128,13
247.10285399741946,-29.07069038371462,20.550488,20.041613,14
247.1063659177205,-29.072099441645875,17.919027,17.5625,14
247.10284012086328,-29.068773369092316,22.203886,20.790396,10
247.10547465840276,-29.069585846903568,22.8125,21.048586,3
247.10517034469072,-29.06904578163759,19.666252,19.287218,15
247.10669251712866,-29.070129543481187,99.99,22.96875,2
247.10680388210312,-29.068504583664872,20.612257,19.996712,15
247.11146833724644,-29.07178137630223,99.99,22.84375,1
247.1125953756727,-29.072983814438274,23.03125,21.809124,5
247.1126384400826,-29.071854107026887,22.40133,21.84375,11
247.1137658100616,-29.072956795973386,20.602257,20.153862,15
247.11315900228715,-29.07137587272081,22.36083,21.787754,8
247.1026937006365,-29.065196429106344,20.464893,19.96123,15
247.10501836765675,-29.0655225954739,17.578756,17.390446,15
247.10612844694694,-29.067619263418273,19.008358,18.670706,15
247.10579762097103,-29.06603480022271,20.321388,19.656912,15
247.1049432804066,-29.06489895947349,19.90625,19.631376,4
247.10501373922474,-29.063213182038623,22.92774,22.207788,11
247.1079462138346,-29.06486702564156,19.671991,19.227028,15
247.10711148829128,-29.06430862040092,18.59607,18.147238,15
247.10947855248736,-29.068580575190346,22.921207,21.945303,10
247.10920586210966,-29.06650832086734,17.592718,17.132425,15
247.11066953007455,-29.066939367259312,21.617353,21.353745,13
247.11244878957413,-29.067915319182205,22.673208,22.229162,11
247.1100402949199,-29.065572057620464,17.35253,16.90625,14
247.11694481073292,-29.073996641777672,19.126465,18.796257,15
247.11623122120474,-29.072391305752348,19.885494,19.515625,15
247.11761593217815,-29.073969633804264,99.99,20.9375,1
247.11961649086425,-29.074666198433146,22.238356,21.59276,14
247.11727754515917,-29.072147032906155,99.99,22.28125,1
247.11559931484433,-29.070431002600625,21.96512,20.608181,12
247.11764555428442,-29.07144902653223,17.475237,16.765625,15
247.12020282841226,-29.07223010930678,23.65625,22.453125,2
247.11801210900276,-29.070230720050073,21.234375,99.99,1
247.12108394169482,-29.07324259511401,20.852064,19.98432,15
247.12633244763495,-29.07585514105091,19.609375,19.346283,3
247.12589170856333,-29.07528799241154,16.26665,15.95986,12
247.12111723389998,-29.071757321858687,99.99,23.046875,1
247.1240913352703,-29.073197337995925,22.899641,22.10111,8
247.12484708007807,-29.07322981846072,23.059145,21.73722,6
247.12573832805973,-29.071905217739005,17.34375,16.859375,15
247.1163511820101,-29.069865894318774,22.85634,22.106768,6
247.11656600047934,-29.068264847617744,21.825373,21.255669,9
247.11817789015797,-29.06964146013962,21.6875,99.99,1
247.11964730503104,-29.068172193157423,23.53125,22.28125,3
247.1153977260718,-29.067208573192687,16.013975,99.99,11
247.11575442464226,-29.06642483336925,19.115673,99.99,8
247.11551894979675,-29.0650067720422,20.567955,19.679018,15
247.11606023140794,-29.065314832338455,21.210604,19.617775,15
247.1172180433689,-29.065257781944684,22.96875,21.571718,6
247.11940689973116,-29.06713038167808,99.99,22.508072,2
247.12022498536217,-29.06730497274874,21.15773,20.660797,15
247.1204580382537,-29.06842836729914,99.99,23,1
247.12218332746414,-29.06894123893307,23.546875,99.99,2
247.1248256813365,-29.069992521252285,19.885147,19.5625,10
247.12495815371338,-29.0699472372529,19.714367,99.99,5
247.12546645956445,-29.069764518117985,22.001904,20.990725,10
247.12104399282606,-29.06811436147441,23.296875,22.332449,5
247.1204850801014,-29.066297415115297,21.57237,21.248178,15
247.1226198204725,-29.066321599876957,22.25633,21.72054,12
247.12356013828483,-29.067995810038436,17.668467,17.328125,15
247.12584713464292,-29.06862571854168,21.935362,20.877161,11
247.12519775720253,-29.06779483504327,22.96875,21.578125,2
247.12494627001416,-29.066999893639473,17.379328,17.046875,15
247.10470935605815,-29.062034887879253,22.65032,21.254004,10
247.1050620172807,-29.06087958203224,22.90625,22.46875,2
247.10720883748476,-29.063030881731642,22.792068,21.705229,5
247.10752792273325,-29.06244973638999,20.59608,20.016785,15
247.10536086103477,-29.060210258538987,18.857878,18.522778,15
247.10434735845294,-29.059412742539553,21.707905,21.244944,14
247.10326254217634,-29.058662916439506,99.99,22.656939,2
247.1041940689001,-29.05852026942188,23.125,22.758715,4
247.1048952424355,-29.05890293475003,23.078125,22.796875,2
247.106397922036,-29.059548732495355,19.020494,18.71875,15
247.10743989793806,-29.058564073414427,99.99,21.920366,3
247.10917752557475,-29.06125227874596,22.669994,22.140928,13
247.11230994132515,-29.064065731090025,18.94519,18.56985,15
247.11331789964973,-29.062669051278874,21.021055,20.61749,15
247.10992998354013,-29.059046459290048,21.116478,20.328125,15
247.11052150136592,-29.05947549173614,23.515625,22.488846,4
247.1121141390186,-29.06083076761735,23.421875,22.921875,2
247.10277455087578,-29.056806115841063,21.676638,21.05491,15
247.10338041155012,-29.056909326792724,23,21.599148,5
247.10511597501068,-29.05663653966201,21.706062,20.648388,15
247.1079216598557,-29.056950114767726,22.705433,21.989534,10
247.1043160310827,-29.05518739912213,23.390625,21.94528,4
247.10555622068892,-29.054806363602797,22.524387,22.146698,9
247.10393820647798,-29.05387461530553,20.80354,20.209219,15
247.1068133674513,-29.053899897294947,22.6306,21.372753,10
247.10982738860702,-29.0565515934597,17.987553,17.570389,15
247.11163518398186,-29.05842067785907,20.809235,19.787653,15
247.11376088433272,-29.058763171123015,99.99,99.99,1
247.1132668884781,-29.057465269089036,21.527203,21.005724,15
247.108692386737,-29.054997963817232,20.039705,18.538614,15
247.110601035117,-29.05513773976987,23.020733,21.983324,6
247.11410895316996,-29.056030666673152,21.897738,21.032372,9
247.1124614581177,-29.054810213596845,23.11691,22.236973,9
247.11356637594136,-29.05554482216627,22.90625,99.99,1
247.11505936415568,-29.063876441741524,23.34375,22.34208,5
247.11727195873215,-29.063923404572094,20.334957,19.938152,15
247.11719741289065,-29.063393476623418,22.046875,21.333042,3
247.11908170080613,-29.064794119840585,99.99,22.787386,3
247.1184592251686,-29.062976742689656,99.99,22.078125,1
247.11804011039206,-29.062755878391773,99.99,22.109375,1
247.1190379030645,-29.06203813707825,18.257807,17.882694,15
247.11767349903553,-29.060440607389385,21.444729,20.30222,15
247.12054681402773,-29.06558301064587,22.084902,20.866186,11
247.12145912683096,-29.065623215058476,22.109375,21.5625,3
247.12175140168134,-29.065295761483302,20.948164,20.790298,15
247.12040208554654,-29.06327768250653,99.99,22.140749,3
247.12250526542016,-29.064472857567914,20.839636,20.448782,15
247.12403562395036,-29.06523072008568,17.902697,17.351778,14
247.12094942638265,-29.062065209468976,22.831614,22.303486,6
247.1234634358327,-29.06319560396169,18.638884,18.288702,15
247.12597201569204,-29.06358327755642,20.08269,19.771652,15
247.1237423971094,-29.061759842359713,99.99,23.046875,1
247.11590307780332,-29.059619121559134,99.99,22.67245,2
247.11463973116483,-29.05805196692633,21.975965,20.033182,12
247.11799242676742,-29.05873226462448,22.1875,21.171875,2
247.11827573368885,-29.05795288670626,16.672157,16.34375,15
247.11504600862165,-29.057023970652942,17.036036,16.65625,15
247.11468525925116,-29.055715760193223,22.327307,21.385542,9
247.11617309573197,-29.05512780250736,23.21875,22.395147,5
247.11951564822854,-29.055746107404605,99.99,22.671875,1
247.11988469791578,-29.056202236450993,20.660307,19.441633,15
247.120684841766,-29.059267573763083,23.46875,22.734375,4
247.12198016840995,-29.059673908431627,22.414946,21.45375,10
247.12425027317283,-29.061105852519614,99.99,22.810629,2
247.12546947306603,-29.06070093480723,21.838049,21.200369,12
247.12597903254846,-29.059989296979463,19.868326,19.484375,15
247.12291018524564,-29.057418704908997,23.328125,22.77622,5
247.12432484099128,-29.05792435032073,23.296875,21.742146,5
247.12441970077415,-29.05717974069577,20.886723,19.507402,15
247.07933784361526,-29.048344900034017,18.278479,17.9295,14
247.08121990745232,-29.048446522777482,99.99,99.99,1
247.08221719042197,-29.04832383431919,21.656042,20.464998,12
247.08224672663974,-29.048128773739222,99.99,99.99,2
247.08371436341102,-29.0489968612935,99.99,21.980959,2
247.08468992876902,-29.048299400159475,20.085756,19.555016,14
247.08053021981868,-29.044676963686655,21.87933,21.099564,14
247.08555880013972,-29.048000073063797,20.95298,20.531424,14
247.08944166767034,-29.04927346746063,23.328125,22.006874,4
247.0895489751387,-29.048542980093504,22.020607,20.637337,14
247.08715460154704,-29.046537179411345,17.212643,16.758406,14
247.08896071533314,-29.046267146146644,23.5625,22.285137,3
247.0889267450235,-29.045420318423083,19.744247,19.461502,14
247.08078152049148,-29.04329158310666,20.064497,19.53125,14
247.0790978999338,-29.041793232663128,23,22.043053,4
247.08220334456607,-29.04398037590582,20.653444,19.883005,14
247.08218573008952,-29.042648411488198,99.99,22.765625,1
247.08249704800005,-29.03981783526321,23.125,22.609375,2
247.08216953987227,-29.039273611810636,21.221157,20.67875,14
247.08468561237854,-29.040442990094075,21.212448,20.661922,13
247.0855720483405,-29.04392914914875,18.902061,18.452173,14
247.08843202040364,-29.044772178312208,22.53125,22.015448,5
247.08911859474978,-29.0445587035354,20.40892,20.126501,13
247.09005184505136,-29.045259082561397,21.10108,20.421875,14
247.088435316607,-29.043375043338436,22.776327,21.497856,8
247.0877135838387,-29.04251810395439,19.455011,19.092636,13
247.08602364464863,-29.040805118079277,99.99,22.57451,2
247.08573214778878,-29.040295249788564,22.115976,21.108143,11
247.08797159183484,-29.041273847082746,22.757795,22.490631,5
247.08849849080747,-29.041302229045737,99.99,22.12447,2
247.09327381780537,-29.050649294166266,23.008186,22.556742,6
247.09155846610687,-29.04843020259053,23.01801,21.914621,8
247.09437031874674,-29.049926922279955,21.181744,20.814707,15
247.09581430687484,-29.049039951297857,21.551697,20.780298,14
247.093138018249,-29.04656024430643,22.739634,21.566763,9
247.09532335126858,-29.048241171119166,22.78125,21.688013,4
247.094674342338,-29.04710180549401,22.882187,21.983582,7
247.09753442399023,-29.051138411512405,21.461702,20.09427,15
247.098159758567,-29.050457675353535,19.919012,19.584408,15
247.1007279923086,-29.052073894720785,20.392845,20.069199,15
247.09989035452747,-29.050659206524976,20.970905,20.498466,15
247.0981080438005,-29.048269551217683,17.860683,17.461082,14
247.10170583224286,-29.049683213384892,20.784657,20.208675,14
247.09148728830021,-29.043696860167287,22.773977,22.241701,7
247.09423223829415,-29.04600089112442,21.098314,20.73358,14
247.09574668002588,-29.046231364166303,23.5,22.875,2
247.09223901492658,-29.042850270275515,21.139168,20.423851,14
247.09083582100266,-29.041159782825194,99.99,21.952312,2
247.0916541458426,-29.04101887154262,20.11421,19.757229,14
247.0941058815268,-29.043115600713698,21.24862,20.71875,14
247.09911333549638,-29.046896661028352,22.614735,21.85844,9
247.09906441567497,-29.045556867318027,22.53956,21.795135,9
247.09865830175923,-29.044841551107922,22.430851,21.622631,9
247.10166248738327,-29.046551243729084,20.706495,20.161781,14
247.10251254341767,-29.04578081303131,21.21875,21.20499,3
247.0977943195929,-29.0425408925586,23.515625,22.660755,4
247.10080598985147,-29.04426065886012,99.99,22.921875,1
247.10197095469752,-29.042928599774786,20.0563,19.673971,14
247.0814499806334,-29.038573226929046,99.99,22.8125,1
247.07917665416008,-29.037122984083627,99.99,21.804834,2
247.0842904608567,-29.038789265664754,21.15763,20.568678,14
247.08427748893638,-29.03734187020738,22.121187,21.434877,12
247.07922384509337,-29.03405804036109,23,22.109375,3
247.08103419001958,-29.034687528429387,15.393421,99.99,9
247.08252841511697,-29.03547960847504,21.943087,20.905115,5
247.08586852846503,-29.03816815249747,21.25577,20.86568,14
247.08845118886802,-29.039806888791613,17.29014,16.954266,13
247.0892890826887,-29.038028410238507,23.234375,22.140676,4
247.0853322828105,-29.0362462896435,99.99,22.352592,2
247.08513873325685,-29.034922107934698,99.99,22.796875,1
247.0869814267698,-29.035806469440107,99.99,22.578125,2
247.08784844318305,-29.036729139603423,19.101063,18.648218,14
247.08834953968105,-29.036402026549734,22.296875,99.99,1
247.08142476575978,-29.03332454916781,22.03125,21.177729,4
247.07979026623568,-29.032442521280952,20.797318,20.304266,12
247.08040678244677,-29.0305272152171,18.33751,17.921875,10
247.07947485279013,-29.029591065224242,21.242805,20.858307,11
247.0790628653092,-29.028763836771816,99.99,21.90625,1
247.08428568789907,-29.030753980610687,20.80816,20.23034,12
247.0844602023636,-29.030130648590756,20.907887,20.510157,11
247.08793757041045,-29.034946461582326,23.1875,22.126095,4
247.0900140434097,-29.034649400559818,21.921875,20.734375,2
247.09060733774268,-29.033582555076737,14.919681,99.99,6
247.08623470287367,-29.03157247356582,22.195566,21.793728,12
247.08530447454405,-29.030128014327516,20.130083,19.632284,11
247.08701905893312,-29.03057550462786,99.99,22.875,1
247.09296690657732,-29.039974017463535,23.21875,22.564266,4
247.09079091774313,-29.039281361792682,22.859375,21.709383,4
247.09564573296936,-29.03952508897755,99.99,99.99,2
247.09358923109957,-29.03861380350203,99.99,21.937239,3
247.09223561845238,-29.037544708439583,23.203125,21.584969,4
247.09188831388346,-29.036684875478727,22.861763,21.20295,8
247.09442881655679,-29.037825473077184,22.984375,99.99,1
247.09484689005583,-29.03726805581484,18.69048,18.242397,13
247.10102530624852,-29.041937452443236,18.3911,18.22642,12
247.10041750274746,-29.041619328952166,19.969666,19.281788,12
