ra,dec,gmag,rmag,imag,ndet,class_star
247.1687496801803,-29.113833063742405,21.448246,20.465002,19.92925,15,0.979134
247.17345714474732,-29.11607903833577,99.99,99.99,22.42971,3,0.681803
247.1717151880392,-29.114826924329446,21.589987,20.590141,19.953125,15,0.932552
247.1730011483797,-29.115503748909802,99.99,23.765625,22.25249,4,0.68219
247.15170785230788,-29.109930521381948,99.99,99.99,22.5,2,0.555786
247.1543952087956,-29.11095694186833,22.821331,22.210022,21.582914,15,0.756917
247.15424183842381,-29.109850364972054,99.99,99.99,23.140625,1,0.509766
247.15067936736142,-29.106922536052608,18.745068,17.85684,17.453125,15,0.984668
247.15247647953854,-29.106707407245153,21.73076,20.797556,20.3365,15,0.970768
247.15507639133102,-29.108643991938354,99.99,22.58627,21.195751,9,0.546332
247.15809720080244,-29.110020749909154,99.99,21.848639,20.48536,12,0.746846
247.1587293319728,-29.110061266836688,99.99,22.25731,21.687473,10,0.658569
247.16101363396564,-29.11151139091147,23.452402,22.227324,21.484358,14,0.701765
247.1603358832175,-29.110231684720606,99.99,99.99,22.68527,3,0.632731
247.15683695278122,-29.107705154266824,20.859375,99.99,99.99,1,0.955078
247.15734321087848,-29.107290967348693,99.99,23.328125,22.683418,5,0.588135
247.15862539623214,-29.107072032929164,23.78125,22.443632,21.801462,11,0.616499
247.16046393395078,-29.109041972387754,19.552217,18.889383,18.530188,15,0.984733
247.15953514937544,-29.107227085590537,99.99,22.491837,21.802504,10,0.788306
247.152395855247,-29.105033703356114,99.99,23.03125,99.99,1,0.76709
247.1547613469884,-29.104119729384816,19.46337,18.688324,18.094109,15,0.904761
247.1500980388112,-29.102415127856016,99.99,22.55791,21.851746,6,0.831624
247.15287885052078,-29.103038857509727,99.99,99.99,22.107386,3,0.802897
247.1518291755484,-29.10135457195524,16.964123,16.29811,15.992188,13,0.990009
247.15414148034097,-29.1024252172947,23.301815,21.529491,20.121046,15,0.840202
247.15539839124446,-29.102699363065653,23.418472,22.107414,21.751846,12,0.441935
247.1561536925341,-29.10418680997537,17.037273,16.301334,15.918452,13,0.987906
247.15836731968398,-29.10485522301371,21.193544,20.445854,20.123743,15,0.959798
247.16148056789527,-29.10711476707599,21.234375,20.669146,20.256096,14,0.973284
247.1577473073266,-29.104179984462153,21.97006,21.15683,20.704895,15,0.813818
247.15856149638597,-29.102755473827198,99.99,23.28125,22.916183,5,0.542676
247.16278202141837,-29.111717992200656,99.99,99.99,22.882679,2,0.633789
247.163798837525,-29.11133987956104,99.99,23.078125,22.485886,5,0.679541
247.16310076349478,-29.109936579766448,21.37978,20.680368,20.268097,15,0.975684
247.16320281252567,-29.10788477905729,99.99,23.5625,22.53125,3,0.621582
247.16357266379825,-29.10895648333414,21.869562,21.16958,20.75453,15,0.94401
247.16700463178816,-29.11037651741705,99.99,99.99,22.650331,2,0.611328
247.16766695197958,-29.11067416896823,99.99,23.09375,22.498821,4,0.561462
247.1687520476696,-29.11137553427735,99.99,23.328125,22.692709,4,0.631348
247.1702819693044,-29.11268788117888,21.48263,20.908241,20.499432,15,0.965983
247.16924376854854,-29.11039154787505,99.99,99.99,22.6875,1,0.693848
247.16989016828464,-29.110806130819388,21.74234,20.83185,20.318602,15,0.968229
247.1707717196272,-29.11039131060075,99.99,22.201727,21.067068,10,0.767139
247.1732539056639,-29.1108116091773,22.90856,22.060442,21.519707,15,0.797201
247.16429008552876,-29.10744392802648,99.99,22.653255,21.648813,10,0.730127
247.16429866986567,-29.106795562819116,23.301758,22.312803,21.690376,14,0.723563
247.16640216233978,-29.107622347057887,21.523659,20.188818,19.538654,15,0.978027
247.16607748835614,-29.10640898673505,99.99,99.99,99.99,1,0.524414
247.16776885418017,-29.106654969079692,22.709843,21.951534,21.507452,15,0.842432
247.16210784141157,-29.103803089978808,99.99,99.99,22.763018,3,0.549235
247.1636799961751,-29.10308570573739,23.258635,21.871769,21.17918,15,0.805127
247.16616767522356,-29.104410812859847,99.99,22.698086,21.536024,10,0.611353
247.1663947536492,-29.10388330088032,99.99,99.99,22.609375,1,0.675781
247.16841683183162,-29.10835317653626,99.99,22.896524,21.655422,10,0.685986
247.16923219710657,-29.107934793116684,99.99,99.99,21.734417,4,0.648254
247.16956342433352,-29.107127169241085,99.99,99.99,22.107742,4,0.717896
247.17324927985112,-29.109522826196024,99.99,23.65625,22.77816,5,0.5625
247.170592023285,-29.10603971086065,21.295687,19.962585,19.26498,15,0.979199
247.17320589529118,-29.107113506445273,99.99,22.889065,22.295275,6,0.675171
247.17251389814467,-29.1063147747309,21.447897,20.214338,19.616766,15,0.979102
247.17129876801167,-29.104784258544697,21.839163,20.71159,20.053656,15,0.469979
247.13189631384418,-29.095355373071687,99.99,99.99,22.908491,2,0.575195
247.1311413232569,-29.094176740399757,20.492363,19.880444,19.545929,14,0.981968
247.13139674909672,-29.094097712401464,19.71875,99.99,99.99,1,0.98291
247.13340129400842,-29.09685568176713,23.113941,21.813818,21.160118,15,0.834017
247.13508574682604,-29.097436362528033,20.036644,19.350271,18.838776,15,0.982031
247.13553107376757,-29.09685330371809,99.99,99.99,21.84375,1,0.931641
247.13584578022414,-29.095998466661825,22.56066,21.16896,20.528658,15,0.927051
247.13794775883247,-29.0966129152924,17.25,16.573769,16.25,11,0.988459
247.13287735289393,-29.09430686985975,20.354017,19.7,19.369862,15,0.974349
247.13354182094986,-29.09409199453565,99.99,22.390625,21.84375,2,0.913086
247.1352153037372,-29.094191631838246,22.517796,21.866129,21.381226,13,0.855488
247.13650100441194,-29.094974244499603,99.99,22.796875,22.52854,5,0.800586
247.1366074567772,-29.09369392167445,99.99,23.125,21.896002,5,0.780664
247.13088620314835,-29.091337347938154,99.99,23.110003,22.2455,6,0.727214
247.1304284164802,-29.089794400219294,99.99,99.99,22.703125,1,0.682129
247.1314721272285,-29.089535249793318,99.99,99.99,23.109375,1,0.572754
247.1345122513081,-29.09156301668192,99.99,99.99,99.99,1,0.44165
247.13764204957832,-29.09199766030327,99.99,22.03082,20.163057,12,0.787313
247.13521821656596,-29.089518325265587,21.18262,20.224361,19.741253,15,0.910449
247.1333669772356,-29.088570455110315,19.66705,18.426203,17.828125,15,0.984147
247.13667826117802,-29.08979250810168,99.99,23.21875,22.25983,5,0.72334
247.13716353541733,-29.08920997577327,99.99,99.99,22.17535,3,0.563965
247.13783276526163,-29.088873698459338,23.73983,22.170614,20.712227,14,0.733486
247.13866006343636,-29.098075776707265,99.99,22.467903,21.187153,8,0.686813
247.1401309392646,-29.097059929503136,22.35238,21.658184,21.268349,14,0.918736
247.141247384971,-29.098216088112874,21.510382,20.870066,20.45358,15,0.969336
247.1414270969881,-29.09640475697243,22.263418,21.352554,20.778261,15,0.928451
247.14352021253075,-29.096392097198507,99.99,23.1875,21.812311,5,0.428882
247.14167500922605,-29.094598983216745,19.17739,18.500599,18.132633,15,0.984733
247.14684727347148,-29.09909281449598,99.99,99.99,99.99,1,0.500488
247.14802311851727,-29.099327437379586,23.269854,21.665161,20.398148,15,0.80804
247.146623641628,-29.09500942406482,17.927586,17.188368,16.820944,15,0.986003
247.14787174748648,-29.09754200289005,99.99,99.99,22.375,1,0.900391
247.1480070699247,-29.097052037591006,22.01629,20.766562,20.213776,15,0.121198
247.14084320392945,-29.091853696601735,99.99,22.263794,20.64026,10,0.787158
247.1437676336547,-29.09365202920729,22.548159,20.967781,19.4375,15,0.943424
247.1392826769285,-29.089758862720544,22.505024,22.055458,21.585802,15,0.810189
247.14257136829104,-29.091700385740527,21.469131,20.526537,20.124456,15,0.97513
247.1418549141616,-29.08945491176411,19.781395,19.155317,18.804312,15,0.983724
247.14960642137186,-29.094050207240734,99.99,23.546875,22.71875,4,0.516113
247.14543030209742,-29.09081916085875,99.99,99.99,22.00834,2,0.515869
247.14556144224693,-29.090651671575372,99.99,23.3125,99.99,3,0.523438
247.14717975648068,-29.091309752735263,19.664383,19.042849,18.694874,14,0.986607
247.15001488020255,-29.09084643349356,22.177355,21.53125,20.921875,4,0.948242
247.13018254606772,-29.083399343119833,23.70115,22.039656,21.13276,15,0.699495
247.1327356460373,-29.087312371588283,99.99,23.15625,21.50906,5,0.836621
247.1325482569154,-29.08574905135912,19.802347,19.045954,18.640625,15,0.983789
247.13635696356224,-29.08730962878319,21.532925,20.879213,20.450554,15,0.968978
247.13699428774615,-29.088043199616507,22.08489,21.011322,20.427156,15,0.61533
247.13729718482725,-29.08601559731501,99.99,99.99,20.609375,1,0.928223
247.13806259836332,-29.086499122512528,22.288227,20.71053,19.194838,15,0.963184
247.13424616239854,-29.08520609015745,20.005121,19.399473,19.069725,15,0.982975
247.13368688210375,-29.084037112570027,99.99,22.982466,22.219564,8,0.690186
247.1348279522546,-29.08389093520484,99.99,23.34375,22.116188,5,0.705664
247.13538613276467,-29.08350466442427,22.335718,21.66945,21.276093,15,0.867383
247.13033570185428,-29.081839566081857,99.99,23.078125,22.01878,5,0.788965
247.1312098386659,-29.08208356357082,99.99,23.75,23.21875,3,0.563477
247.13127228052636,-29.07785365854712,99.99,21.71694,20.781843,11,0.197626
247.13354233881282,-29.08074330644236,99.99,23.4375,22.421875,5,0.721191
247.13760518108032,-29.0814385362402,99.99,23.4375,21.69896,4,0.721436
247.13324037936596,-29.079165537317497,23.056215,21.40652,20.23112,15,0.81888
247.13393322786905,-29.0796536740804,23.541613,22.495417,21.867172,11,0.511735
247.13251174581367,-29.07840161974667,99.99,23.21875,22.468002,5,0.661768
247.13365967805433,-29.07864082991953,99.99,22.875,22.46875,3,0.854329
247.134664636328,-29.078415103030583,99.99,22.184425,21.58536,9,0.647341
247.1365891310137,-29.079942543846837,99.99,99.99,21.545033,3,0.717041
247.13768452368004,-29.079489067673897,18.760576,18.043425,17.710903,15,0.977474
247.13885260743072,-29.08679200277688,99.99,23.375,22.116959,4,0.673462
247.14038252561892,-29.0871684176938,99.99,22.921875,22.48893,5,0.682227
247.14320437226775,-29.087337568644905,18.506224,17.786795,17.421875,14,0.984828
247.13851023754867,-29.084450295854268,17.54206,16.86006,16.53125,15,0.986458
247.14132573494797,-29.084792633938246,22.415007,21.415567,20.796515,15,0.897689
247.1456173428912,-29.08915990817766,21.472218,20.720623,20.256203,15,0.974316
247.14888614852362,-29.08966875747023,20.499859,19.643917,19.272837,15,0.982747
247.1476489754616,-29.088805666771496,99.99,23.40625,22.768806,5,0.589746
247.14706991279118,-29.086027226315277,23.598557,22.207266,21.554876,14,0.690011
247.13876546994675,-29.0815393733325,19.2762,18.426281,18.054893,15,0.982682
247.14176644229644,-29.082315856247423,20.953125,99.99,99.99,1,0.941895
247.14326287608029,-29.08265599680295,20.27072,19.632282,19.27387,14,0.982771
247.13856503734465,-29.080638549543817,22.87794,21.955261,21.257763,11,0.80815
247.13952018711623,-29.081035900695024,99.99,22.484375,21.643913,4,0.917603
247.14178086755868,-29.081490422217684,21.21875,99.99,99.99,1,0.937988
247.14186042323863,-29.080900875294965,21.109375,99.99,99.99,1,0.962402
247.1429490619514,-29.081871099107158,99.99,22.055878,20.92969,11,0.824308
247.14211894959115,-29.080053920931114,20.984375,99.99,99.99,1,0.939453
247.14212209831155,-29.07950465474457,20.273136,20.14614,19.743124,14,0.978027
247.14532165403682,-29.082922118300413,19.000454,18.296875,17.9375,14,0.984724
247.14732096611363,-29.084257328597594,99.99,99.99,22.71875,1,0.633301
247.1473521991834,-29.083536835849603,20.212978,19.524027,19.1335,15,0.983008
247.1446046510245,-29.080481201110892,99.99,22.84298,22.108486,8,0.771423
247.14739774450246,-29.082166707423315,99.99,22.345787,20.943745,10,0.553162
247.14905591750275,-29.08273981141568,99.99,23.59375,99.99,1,0.567871
247.14815304840982,-29.081416274274464,20.10917,18.981276,18.545715,15,0.942578
247.1541371187945,-29.09931975590746,99.99,22.808544,21.097794,11,0.694536
247.15456792354234,-29.099942076229322,99.99,99.99,22.921875,1,0.648926
247.15233401394673,-29.096858714588823,23.361408,22.240776,21.648375,14,0.700474
247.15334517701453,-29.09701529077861,99.99,22.578125,21.82495,3,0.890625
247.15417814756609,-29.097371763185212,99.99,23.25,22.672235,5,0.622949
247.1531090034127,-29.096740957180486,23.162169,21.800138,21.75911,12,0.543701
247.15587520993057,-29.097154640405634,23.186321,22.531097,21.991331,13,0.684683
247.157674545062,-29.101569821930866,99.99,99.99,22.9375,2,0.50708
247.15625198670912,-29.099828781613343,21.822224,21.126713,20.75074,14,0.947789
247.15924946749547,-29.100185912938457,21.478432,20.464825,19.972862,15,0.978288
247.16057900213173,-29.100322172385823,23.321394,22.089,21.461815,15,0.750293
247.15683806663716,-29.099062021195145,21.916739,20.681305,20.091463,14,0.966169
247.15792976985452,-29.09894417520411,22.84851,21.4976,20.765356,14,0.826346
247.15851147885172,-29.09918706636138,22.741657,21.684198,21.273865,14,0.778826
247.15893665930355,-29.09828172187882,20.640175,19.19533,18.5625,15,0.982715
247.16099391187396,-29.099402134962123,22.948832,21.882824,21.15625,15,0.82998
247.15311488112604,-29.09586331665858,99.99,23.09375,22.383795,4,0.721313
247.15410329064972,-29.095775796305656,99.99,22.92362,21.521381,9,0.707764
247.1539869319686,-29.093905884706142,20.265448,19.669672,19.319872,15,0.982227
247.150662022484,-29.09316554191657,99.99,99.99,22.96875,1,0.543457
247.15037855700342,-29.09260703457964,99.99,23.765625,22.679026,4,0.636353
247.15231287782595,-29.09136639550473,19.880392,19.22769,18.882372,15,0.983008
247.15434143818322,-29.09301822521906,22.825598,22.076832,21.630796,15,0.771533
247.1585241327371,-29.096975816800157,21.047625,20.428493,20.0788,15,0.977507
247.1610255797197,-29.097040308336705,22.440472,21.33488,20.78319,15,0.921256
247.15729103723137,-29.094307415160007,99.99,99.99,22.75,1,0.520508
247.1626495764876,-29.102580526375416,99.99,99.99,22.84375,1,0.598145
247.16278537551815,-29.10195045999692,99.99,99.99,22.859375,1,0.519043
247.16223862001493,-29.101102823274147,23.434723,22.472845,22.078108,13,0.675687
247.1634280531737,-29.10134108083789,99.99,23.28125,22.828125,4,0.591919
247.16208229416299,-29.10038097299627,23.309752,21.818998,21.123951,15,0.463009
247.16724250633857,-29.103110603475937,19.932266,19.157177,18.80422,14,0.983189
247.16638603629414,-29.102184332731206,21.485008,20.756102,20.412275,15,0.970215
247.1672810603528,-29.101259569056015,22.56221,20.851416,19.5625,15,0.945508
247.16212469829154,-29.09838045926945,99.99,23.671875,99.99,2,0.537964
247.16748414732575,-29.09900258033931,23.00793,22.128344,21.49874,15,0.73877
247.1680796561642,-29.10143741109042,99.99,23.40625,22.647457,4,0.546448
247.17293800084215,-29.10284822094781,19.474144,18.536589,18.0625,15,0.984245
247.16955814038795,-29.100893562433523,99.99,22.820957,21.997734,6,0.795898
247.1705177574373,-29.100303451680347,21.592989,20.17542,19.382238,15,0.980013
247.17271033376153,-29.101909594334867,22.774206,21.948359,21.30767,12,0.871704
247.17354285477964,-29.10099336008064,99.99,22.535479,20.921875,10,0.473279
247.16465964888798,-29.097403040973692,22.729334,22.069221,21.53108,15,0.806038
247.16551451950852,-29.098095549292967,99.99,23.171875,22.140625,3,0.797038
247.16587853939708,-29.097670496835516,99.99,22.186762,20.75749,11,0.674472
247.16552243915976,-29.09642220766123,22.140434,21.376215,21.038803,15,0.923698
247.16411265085998,-29.095476381830387,21.437647,20.836132,20.48039,15,0.973958
247.1647258203681,-29.094630259589984,21.793783,21.165028,20.788092,15,0.943001
247.17141471196476,-29.099169838354417,99.99,99.99,22.693449,2,0.679932
247.17336158231907,-29.099023873875296,23.609375,22.345625,21.719471,12,0.752319
247.16878735998347,-29.09579489009278,23.304756,21.772022,20.670233,14,0.857178
247.17027894402085,-29.096168739562156,22.017359,20.474724,19.5,15,0.961198
247.1703573264996,-29.095431782297624,99.99,22.96875,22.515625,3,0.657552
247.171011748053,-29.096735887938156,21.800493,20.722149,20.085978,15,0.482402
247.15010203986563,-29.090609977458037,21.328125,20.518991,20.046875,11,0.110046
247.1501444649714,-29.09045881194178,21.786228,20.734375,20.421875,4,0.920166
247.15146962150732,-29.090495371914233,20.661245,20.065725,19.73325,15,0.981641
247.15080614328429,-29.088370422998455,19.5625,18.711754,18.288748,15,0.983626
247.15445903381848,-29.090091326140513,99.99,99.99,22.749834,2,0.520874
247.15202014572188,-29.087104176999883,22.362045,21.498241,21.01947,15,0.906641
247.15266920906657,-29.086411368104745,99.99,23.625,22.703125,3,0.550293
247.1537170813817,-29.088407450360396,99.99,23.5625,99.99,2,0.495728
247.15366165441083,-29.087432664790377,22.445515,21.16206,20.342888,15,0.90459
247.1561164749717,-29.09053152783045,99.99,23.18076,21.437931,7,0.706787
247.15766545188185,-29.090382431575904,99.99,99.99,23.125,2,0.496338
247.1598012285147,-29.0917106837894,21.702291,20.125805,19.15425,14,0.979806
247.15983035971541,-29.09000107419195,99.99,99.99,22.291428,2,0.898926
247.16131357392686,-29.091200386300738,22.64812,21.763193,21.149933,15,0.863607
247.1560897396527,-29.08926984456011,23.575094,22.661745,22.03909,12,0.697123
247.15729388976925,-29.08900245660271,21.274385,20.613308,20.16418,15,0.96071
247.15609266114328,-29.088254989850277,23.505894,22.935354,22.51695,11,0.631991
247.1577677856928,-29.0885201661744,21.135221,19.884027,19.336208,14,0.97433
247.15670187513268,-29.087869096511927,99.99,23.5,22.852043,4,0.562866
247.1594811702271,-29.089049867343753,21.96893,20.555506,19.929981,15,0.973437
247.16148166409127,-29.08884267963099,99.99,99.99,22.656004,3,0.576009
247.15171601756555,-29.08568580518277,99.99,99.99,22.380836,3,0.661214
247.15301703317164,-29.08575617524496,99.99,23.453125,22.35931,5,0.617334
247.15147734853792,-29.082910638132017,19.540754,18.920351,18.569914,15,0.983626
247.15274971171402,-29.08307249521235,20.374577,19.82113,19.546875,15,0.981869
247.15096109278275,-29.082222017163456,21.125,99.99,99.99,1,0.931152
247.1508031393918,-29.08147055037883,19.671875,99.99,99.99,1,0.981445
247.15369383719022,-29.0828010141876,99.99,22.165806,21.996538,9,0.764865
247.15429880355268,-29.082999296476263,99.99,23.375,22.151741,5,0.675586
247.1557721441183,-29.08356600339518,18.703787,17.949675,17.640625,13,0.984976
247.1575370842073,-29.08591365942941,99.99,23.15586,21.987534,7,0.73284
247.15897716562017,-29.086395517168224,20.885332,20.330608,19.999489,14,0.975167
247.15624390091097,-29.08502977564567,99.99,23.453125,21.925985,5,0.748926
247.156717840977,-29.083542571983454,21.686924,20.95624,19.939974,11,0.881192
247.15729184914508,-29.083366160976087,22.678316,21.855257,21.046875,6,0.852702
247.15858369267139,-29.084789340325724,22.040388,21.288315,20.796368,14,0.928606
247.15718080331635,-29.082556414787835,99.99,21.975899,21.156242,11,0.756192
247.16309069266723,-29.09269497775861,99.99,22.625,22.45739,5,0.761523
247.16404122946435,-29.092079793269534,20.907703,20.17679,19.836708,14,0.978306
247.1632499537167,-29.09093164461623,23.75,22.746803,22.355164,9,0.693875
247.16638224827497,-29.092486806275986,22.648294,21.5431,20.898554,15,0.870605
247.1652039458954,-29.09135032762006,21.10491,20.192905,19.727306,15,0.957064
247.16722098896457,-29.091876406707957,18.963104,18.440079,18.148172,14,0.983643
247.16399460372676,-29.090367517809767,22.999584,20.836756,19.96654,14,0.125459
247.16655123110894,-29.090222655230402,23.078737,22.252264,21.7586,11,0.794101
247.16495299737633,-29.089067967270992,99.99,99.99,21.203125,1,0.999512
247.168209827696,-29.092813358066053,21.79503,22.227339,22.432848,13,0.828012
247.16930907852588,-29.093160793498907,23.601673,22.491783,22.031292,12,0.746358
247.17308099325436,-29.094088367111464,99.99,99.99,22.90625,2,0.508545
247.1721326300099,-29.09251435593734,99.99,23.265625,22.708864,5,0.716406
247.1728667806715,-29.092512901749433,23.0625,22.099247,22.147913,11,0.638472
247.16810090083433,-29.090617460464767,99.99,22.157734,21.416265,10,0.758679
247.16986493392506,-29.09058725056746,19.265974,18.21875,17.757734,15,0.983268
247.16873813274935,-29.090096302461074,22.301939,20.978308,20.309383,15,0.898763
247.17149739541065,-29.09178926942,99.99,23.5625,23.1875,3,0.607747
247.17305054181494,-29.09070408087598,21.854645,20.750837,20.132994,15,0.944206
247.16239195775051,-29.087484956260788,99.99,23.25,22.197147,3,0.883138
247.16223746013773,-29.086892668336812,22.49719,21.6759,21.328125,14,0.872907
247.1625950625558,-29.08565810534259,23.203125,22.453125,21.423159,4,0.903198
247.1631093193159,-29.085693990509135,21.610554,20.616089,20.623243,15,0.501571
247.16553963177168,-29.087063547775564,16.94406,15.869157,99.99,10,0.987744
247.16401092534508,-29.08548133111649,21.023106,19.624699,19.008335,15,0.970703
247.16269480247212,-29.08400498179686,18.46959,17.752121,17.414246,15,0.985547
247.1645361491411,-29.08445456108857,99.99,22.786476,21.685259,6,0.831462
247.1642793597391,-29.0840582946869,99.99,21.59375,99.99,1,0.011292
247.16426581494153,-29.0838143011726,23.351791,22.872658,22.480526,10,0.688452
247.16726502955302,-29.085709109649628,20.682158,19.612867,19.180294,15,0.97666
247.16967431546965,-29.087143325144822,99.99,22.019932,20.359375,12,0.838888
247.17180202734414,-29.08915449700665,99.99,22.537163,21.0624,8,0.698944
247.17246069838845,-29.089720733957837,21.416359,20.660162,20.180061,15,0.928743
247.16845497427315,-29.08580359298512,18.880543,18.210588,17.867102,15,0.984082
247.17063952232957,-29.086494040864665,23.05772,21.915651,21.378754,15,0.80791
247.16947822339338,-29.084714346398417,99.99,23.234375,22.47251,5,0.621191
247.1752823521191,-29.123980643056893,22.923307,22.161102,21.655754,13,0.754939
247.17793669343783,-29.125118671695418,21.661564,20.59395,20.085455,15,0.973112
247.1782491445726,-29.124323757794677,19.995184,19.254679,18.889587,14,0.982526
247.17930878692698,-29.123281765859858,99.99,22.921875,22.66239,4,0.878052
247.17527071942288,-29.120407624820476,99.99,99.99,21.718586,2,0.676758
247.1742556751631,-29.119996380833065,18.635744,17.81123,17.398546,15,0.984766
247.17726680190407,-29.120777202255187,18.807554,18.059412,17.671875,15,0.981283
247.17882609840225,-29.1213311171208,22.154366,20.884794,20.210243,15,0.911491
247.17906516639482,-29.120562933792385,22.595934,21.514164,20.911322,15,0.895508
247.18103045818282,-29.124280220197594,20.047073,19.324034,18.921875,14,0.982666
247.18154392548163,-29.123594506939288,20.979115,20.150238,19.773012,14,0.980713
247.18145144155363,-29.122453153459546,99.99,99.99,21.644897,3,0.304708
247.18193761549193,-29.122822435386134,99.99,99.99,22.03125,1,0.135986
247.17986889357866,-29.121122767520134,19.916729,19.167141,18.765625,14,0.982317
247.18133033045135,-29.12193067068144,99.99,99.99,99.99,2,0.645264
247.17658759271856,-29.11952339777988,20.941969,19.987162,19.503183,15,0.973893
247.17591996810035,-29.118902690829096,22.183958,20.905487,20.278435,15,0.944434
247.17467183775247,-29.117574084970055,99.99,22.707962,22.27616,9,0.676405
247.17533949533322,-29.117584156473566,99.99,99.99,22.489183,2,0.671631
247.17768203968927,-29.120060061164978,99.99,23.109375,22.484375,2,0.873535
247.17809709375814,-29.118490951107507,20.641264,19.863195,19.404953,15,0.981706
247.17766308359865,-29.116987000965196,22.981077,21.497961,20.217737,15,0.881185
247.1816170143045,-29.120710842622515,99.99,23.484375,22.404861,5,0.718018
247.1832991320064,-29.120858800503232,99.99,22.318403,21.19211,10,0.788916
247.184989982621,-29.120190127167437,22.491074,21.305588,20.31183,15,0.192511
247.18157013522023,-29.118392124623938,17.296875,16.623281,16.265625,15,0.987663
247.1815805691532,-29.116935064891873,20.882875,20.229437,19.920418,14,0.9616
247.18699760568046,-29.122585588380772,99.99,99.99,22.8125,1,0.57959
247.1888005019718,-29.12428247105859,99.99,22.848131,21.30867,6,0.81958
247.18993769650774,-29.124223879689854,22.84867,21.304155,20.604414,15,0.916895
247.19140947435832,-29.125024643469747,22.60902,21.50648,20.95334,14,0.386743
247.18927356859987,-29.122466270297227,23.671875,22.390953,21.334719,11,0.737793
247.19159585962143,-29.12300115814581,99.99,22.409374,22.171875,3,0.511963
247.19440513440432,-29.1273413164578,99.99,22.758917,22.004698,10,0.706421
247.19600702636424,-29.125964008097633,99.99,99.99,21.679428,4,0.454102
247.19665709933636,-29.12681654758532,99.99,23.046875,22.081045,5,0.67168
247.19472897789143,-29.12526287946713,99.99,22.65625,21.34269,5,0.821533
247.1946696641193,-29.12414177079976,99.99,22.703125,21.28125,2,0.962402
247.19480794980848,-29.123548302815557,99.99,21.484375,99.99,1,0.992676
247.19697231920642,-29.124763419378564,22.514042,21.590385,21.241196,13,0.665856
247.18678147442355,-29.121555422619256,23.859375,22.101265,20.905638,13,0.75601
247.18976145521353,-29.12062136197424,99.99,23.033688,22.386614,6,0.713989
247.1861177741853,-29.11908188678342,22.451742,21.410778,20.913635,15,0.917285
247.189167861786,-29.119392565375843,22.548439,20.944416,20.023628,15,0.92526
247.19149393205782,-29.119971361141044,21.573935,21.188154,20.59792,15,0.916732
247.18878132534243,-29.118246468954137,23.765625,22.720758,21.882303,11,0.588135
247.1909637698019,-29.118677358214082,20.640524,19.872112,19.44951,15,0.980208
247.19196649435705,-29.122315632669306,99.99,99.99,21.734375,1,0.370117
247.1925708447931,-29.12124896571163,22.66679,21.1875,21.025322,5,0.952539
247.1919004480369,-29.120892750122103,19.659445,18.551378,18.242788,14,0.038696
247.19618482897476,-29.122360438891906,99.99,99.99,22.066313,2,0.536133
247.19198620371546,-29.120246383681685,99.99,99.99,20.125,1,0.981445
247.19396202980204,-29.119895182483162,99.99,99.99,22.0625,1,0.430176
247.1938669349571,-29.11873640089733,18.40625,17.565193,17.15625,15,0.98444
247.1967443142489,-29.120080228626865,21.987051,21.13213,20.621222,14,0.941406
247.1745485689687,-29.114220176898165,99.99,23.328125,22.3287,5,0.696484
247.1767059714389,-29.114528901640423,20.63068,19.868916,19.483572,13,0.981107
247.17645112929992,-29.11348416396487,21.828663,20.958221,20.680765,14,0.883292
247.17580967767904,-29.11309954182142,23.34375,22.193308,21.599033,10,0.732153
247.1796987897823,-29.114202506949123,23.494566,21.816427,20.679127,13,0.635723
247.17443568196552,-29.111745932604407,99.99,99.99,99.99,1,0.539551
247.17594357092497,-29.110860551502217,17.537226,16.71545,16.335293,15,0.986035
247.1777581580025,-29.112463806567334,18.604475,17.907198,17.578125,14,0.982736
247.1769591683717,-29.111531647051976,19.614046,18.857285,18.40625,15,0.338857
247.1855121526255,-29.116566060609134,20.608463,20.035496,19.647717,15,0.980111
247.1839391032778,-29.115083243620273,99.99,22.146744,20.61462,7,0.62071
247.1853439638666,-29.11463369145476,21.869045,20.395641,19.809874,15,0.324449
247.18071941324087,-29.11326532093437,99.99,22.850313,22.296875,5,0.731299
247.18268277920447,-29.112892907753423,19.843855,19.151237,99.99,10,0.95249
247.17987392239152,-29.110798022984742,21.778246,20.85092,20.390625,15,0.867676
247.18371217438,-29.11355554447419,21.361444,19.568344,99.99,10,0.921924
247.18526098657182,-29.112697897221995,19.740183,99.99,99.99,3,0.677572
247.17658799732067,-29.11015197886851,22.84375,21.375,20.703125,3,0.901367
247.17864539786484,-29.109836788153675,18.573183,17.733103,17.328125,15,0.983822
247.17468736962732,-29.10647304523297,22.245296,21.618896,21.174776,15,0.889518
247.174155797046,-29.10587515546346,99.99,22.594345,21.95912,10,0.704565
247.17636106877137,-29.105914562903656,99.99,22.580257,21.574032,10,0.738892
247.17706378786704,-29.107579621310418,99.99,22.859297,21.622272,9,0.760552
247.178435074537,-29.107973161516103,99.99,22.820553,22.204338,6,0.46578
247.17910959183024,-29.107289702741667,99.99,23.484375,22.249866,5,0.619092
247.18265725013197,-29.110166946294843,20.916271,20.098629,19.700905,14,0.937186
247.18379249020464,-29.11115634158844,21.250889,19.796309,99.99,10,0.224489
247.18002247286503,-29.106283841694925,99.99,22.798134,21.488222,10,0.695386
247.18324102528868,-29.10868578469024,99.99,22.25527,21.62847,10,0.350348
