night,band,mjd,flux,err,n,snr
58060.0,o,58060.3127905,22.26829268292683,46.852128566581825,2,0.47528881534765777
58062.0,o,58062.210265,19.770802919708032,13.067148310304878,2,1.5130158815230244
58064.0,o,58064.26029024999,11.51302016191409,9.823440039899523,4,1.1719947508359656
58070.0,o,58070.256249,2.3499376705636603,7.814706681044686,4,0.3007070855600579
58072.0,o,58072.2500685,1.5731795792126468,10.224484049422863,4,0.15386395749734164
58074.0,c,58074.248633,-15.273522975929982,7.297372207709812,3,-2.093016847872062
58075.0,o,58075.21847525,10.719916362938147,10.204418194581807,4,1.0505171542881349
58078.0,c,58078.23651850001,1.2657060916604437,6.8389271233015725,4,0.18507377967926192
58080.0,o,58080.242959749994,27.893668205001745,11.418471333452919,4,2.4428548612528473
58082.0,c,58082.246678,7.215135645528886,10.083128790310447,4,0.7155651579559703
58092.0,o,58092.24206424999,-3.680267696184604,49.35583612328059,4,-0.07456600850590521
58096.0,o,58096.238755,15.001682407372002,13.504915685672781,3,1.1108312525999051
58098.0,o,58098.2350225,11.77908217716115,14.896870664773466,2,0.7907084945709484
58099.0,o,58099.20023933333,-2.1029061061876932,21.25733387435684,3,-0.09892614561247835
58100.0,o,58100.2309845,-15.273309608540927,18.728325550778507,2,-0.8155192287281678
58206.0,o,58206.64537266667,20.072688218990535,23.107123970609052,3,0.8686796437549672
58258.0,c,58258.502748,-1.8932641229841334,7.431148823807909,4,-0.2547740824296904
58264.0,o,58264.6065665,4.012090755052791,8.30902429515167,4,0.4828594324117999
58269.0,o,58269.53638775,-18.618357400659217,20.49013541653947,4,-0.9086497976792595
58276.0,o,58276.623823,145.0,769.0,1,0.18855656697009102
58280.0,o,58280.608669333335,21.57841574995405,120.87267151566762,3,0.1785218733016672
58284.0,o,58284.609166333335,-1.124401913875598,11.595752731024318,3,-0.09696670323671806
58286.0,c,58286.612583999995,-9.853492382056137,8.294001270595015,3,-1.1880263892640137
58290.0,o,58290.57861233333,-0.719389076117304,5.9398019539346825,6,-0.12111331012320395
58292.0,o,58292.550382,-5.624502631674862,7.269200739514383,5,-0.7737442991635702
58293.0,o,58293.558579,-0.13985197857241233,6.160138057895528,4,-0.02270273446114771
58294.0,o,58294.54351025,-2.2748756897745332,8.542115223047526,4,-0.26631292488734865
58295.0,o,58295.45964175,8.10622258445886,14.532602853072133,4,0.5577956451720717
58306.0,o,58306.561613,5.778032992273962,6.0691360336223035,4,0.9520355055916255
58310.0,c,58310.57013825,2.0237665260576003,5.996420813558758,4,0.337495747710297
58312.0,o,58312.553817500004,-11.256207075329796,8.157619768505963,4,-1.3798396339562817
58316.0,o,58316.526127000005,-6.545536249387025,6.720674118537318,8,-0.9739404312631051
58320.0,o,58320.51238766667,-15.826417718720531,13.118304329011979,3,-1.2064377622128635
58322.0,o,58322.515062714294,-4.2016682925684865,7.416592470933517,7,-0.5665227406029535
58323.0,o,58323.408764,-35.74766703664147,69.4565303192703,4,-0.5146768327228619
58324.0,o,58324.46955766666,-1.5082328118642017,13.437426460626856,6,-0.1122411956101483
58329.0,o,58329.509390285704,-27.982601247609125,23.399929910731196,7,-1.195841242019119
58330.0,o,58330.51089866667,-1.4576986632095974,44.76044223616408,3,-0.032566672498866724
58333.0,c,58333.50650325,-4.77055430409779,6.959891463039207,8,-0.6854351579233695
