###MJD          m      dm   uJy   duJy F err chi/N     RA       Dec        x        y     maj  min   phi  apfit mag5sig Sky   Obs
57499.268201 -17.864  0.213  -260   55 o  0  17.90 112.33509   9.86854  8575.49  9849.08 4.06 3.53  77.6 -0.504 18.31 19.24 02a57499o0097o
57505.231970 -18.195  0.527  -191  101 o  0   2.74 112.33509   9.86854  8529.48  9929.87 3.85 3.49  75.4 -0.498 17.79 18.12 02a57505o0040o
57505.241588 -14.460  0.004 -5969   24 o  0 652.52 112.33509   9.86854  8568.16  9890.17 3.79 3.40  76.6 -0.497 18.78 20.04 02a57505o0053o
57505.251707 -15.092  0.003 -3335   11 o  0 1634.43 112.33509   9.86854  8509.87  9869.56 3.81 3.39  76.8 -0.499 18.93 20.35 02a57505o0069o
57505.255005 -15.979  0.025 -1474   37 o  0  43.30 112.33509   9.86854  1913.97   243.41 5.15 3.46 -17.6 -0.530 18.87 20.27 02a57505o0074o
57505.263892 -15.845  0.020 -1668   33 o  0  51.99 112.33509   9.86854  8585.17  9948.95 3.89 3.49  79.4 -0.484 18.89 20.26 02a57505o0089o
57505.268162 -16.763  0.055  -716   39 o  0  39.74 112.33509   9.86854  1952.45   203.05 5.51 3.58 -14.5 -0.507 18.79 20.18 02a57505o0096o
57505.279276 -14.535  0.004 -5571   20 o  0 655.28 112.33509   9.86854  8486.56  9966.33 4.05 3.63  78.8 -0.475 18.84 20.30 02a57505o0114o
57505.283680 -14.699  0.006 -4791   30 o  0 275.31 112.33509   9.86854  1892.49   181.78 5.67 3.71 -14.4 -0.504 18.78 20.21 02a57505o0122o
57505.298885 -15.481  0.017 -2331   40 o  0  34.29 112.33509   9.86854  1967.96   259.56 5.54 3.58 -13.3 -0.508 18.75 20.17 02a57505o0152o
57505.311231 -16.862  0.067  -653   44 o  0  19.76 112.33509   9.86854  1871.33   278.61 5.54 3.62 -14.4 -0.504 18.68 20.06 02a57505o0176o
57507.247666 -17.803  0.083  -275   23 c  0  11.75 112.33509   9.86854  8531.70  9928.94 4.18 3.88  68.4 -0.436 19.20 20.96 02a57507o0064c
57507.259080 -18.184  0.110  -193   21 c  0   7.57 112.33509   9.86854  8568.25  9890.87 4.16 3.85  71.3 -0.436 19.25 21.06 02a57507o0084c
57507.262043 -18.071  0.125  -215   27 c  0  15.51 112.33509   9.86854  1915.42   242.63 5.39 3.64 -15.4 -0.492 19.21 20.97 02a57507o0089c
57507.273234 -17.122  0.044  -514   22 c  0  14.08 112.33509   9.86854  8507.64  9870.17 4.19 3.86  75.7 -0.436 19.24 21.08 02a57507o0108c
57507.277112 -19.103  0.338   -83   28 c  0  12.46 112.33509   9.86854  1952.22   202.70 5.53 3.71 -15.0 -0.479 19.18 20.97 02a57507o0116c
57507.289387 -18.585  0.182  -134   24 c  0   3.70 112.33509   9.86854  8578.55  9948.85 4.29 3.92  75.6 -0.418 19.18 21.02 02a57507o0140c
57507.293412 -16.044  0.017 -1388   24 c  0  31.05 112.33509   9.86854  1891.95   181.24 5.71 3.85 -15.4 -0.460 19.10 20.88 02a57507o0148c
