sdss_id,gaia,cls,n,n_rv,rv_mean,rv_chi2,drv_max,drv_sig,med_erv,ew_ha_mean,ew_ha_chi2r,ew_ha_range,ew_he_mean,ew_he_chi2r,ew_he_range,plx,e_plx,g_mag,bp_mag,rp_mag,bprp,MG,dr19,chi2r,n_edge
67925204,2153427951457223040,DA,3,3.0,-19.6,71.9,235.7,8.5,20.1,17.96,0.84,0.58,1.01,6.27,1.62,4.379514,0.0866306,17.9941,17.95608,18.16607,-0.2099900000000012,11.201229594953192,False,35.95,0
70083988,2493618021617765504,DA,8,8.0,-22.1,79.1,226.4,8.5,22.5,14.88,7.8,5.91,1.06,22.43,7.57,2.908885,0.2326867,18.67755,18.55331,18.85849,-0.30518,10.99618276083714,False,11.3,0
80888529,4018868591847502208,DA,5,5.0,16.7,82.6,285.8,8.5,22.4,5.94,3.93,0.54,0.02,5.86,0.64,19.70292,0.06398374,16.87065,17.02764,16.58971,0.4379300000000015,13.343302969872044,False,20.65,0
116625587,302666207910787712,DA,5,5.0,36.5,116.1,282.2,8.5,23.0,18.12,8.14,3.52,0.45,8.44,2.18,3.565157,0.1794814,18.54071,18.48503,18.66528,-0.1802500000000009,11.30110329889498,False,29.025,0
55765447,577477182084060160,DA,8,8.0,-13.9,92.9,319.3,8.5,26.3,20.34,14.05,5.2,1.45,5.35,2.97,4.178743,0.2890331,19.27059,19.32793,19.21182,0.116109999999999,12.37581831047525,False,13.271428571428572,0
70117615,2500554767462638720,DA,6,6.0,-11.4,94.1,401.6,8.5,23.3,14.21,2.65,3.82,1.27,4.36,3.94,1.759755,0.5159035,19.86026,19.94818,19.9391,0.0090800000000008,11.08752103919977,False,18.82,0
70574814,2590671290230841600,DA,6,6.0,2.1,85.0,263.9,8.5,25.1,11.97,11.75,6.28,0.03,7.09,4.92,2.181707,0.2874203,19.05086,19.02306,19.32818,-0.3051199999999987,10.744842125332552,False,17.0,0
92531287,4764526419681780864,DA,3,3.0,6.2,77.7,147.9,8.4,10.7,15.81,11.32,2.47,0.18,1.29,0.62,10.21976,0.06350051,17.44254,17.54827,17.28254,0.2657299999999978,12.489743484913472,False,38.85,0
57406590,857975311433094016,DA,5,5.0,5.4,86.0,199.3,8.4,17.6,15.72,18.49,7.08,0.43,13.06,4.44,3.238381,0.3782715,19.85709,19.95173,19.67401,0.2777200000000022,12.40872971384644,False,21.5,0
70168584,2510095264216433536,DA,8,8.0,-7.4,78.5,342.7,8.4,21.1,16.96,3.24,3.82,0.78,2.23,2.22,1.375696,0.3894038,19.48795,19.51136,19.40062,0.1107399999999998,10.180562372590265,False,11.214285714285714,0
70342699,2543663770825935360,DA,3,3.0,-10.6,87.6,286.9,8.4,19.2,17.65,2.29,1.8,-0.07,17.57,3.16,1.418449,0.4538989,19.77491,19.76863,19.85329,-0.0846599999999995,10.533978627283416,False,43.8,0
57413330,859078396473323904,DA,6,6.0,-30.2,91.5,315.8,8.3,22.6,18.63,15.06,7.35,1.0,7.81,4.14,2.947657,0.3012245,19.71687,19.84129,19.78765,0.0536400000000014,12.064254730273785,False,18.3,0
71015355,2678951147544822272,DA,5,5.0,-32.4,72.8,273.5,8.3,23.8,19.88,7.46,3.23,0.4,11.12,3.45,4.061716,0.3886934,19.31241,19.28194,19.4598,-0.1778600000000025,12.355957768725542,False,18.2,0
77074793,3376639035406977024,DA,8,8.0,1.1,93.6,213.7,8.3,18.6,19.54,23.52,10.5,-1.72,60.86,12.63,3.82954,0.1804862,18.35968,18.40402,18.26896,0.1350599999999993,11.27541305070526,False,13.37142857142857,0
76151637,3263784268576511232,DA,3,3.0,12.0,69.2,180.4,8.2,12.3,4.64,11.68,3.32,0.87,6.53,2.01,1.531241,0.2447346,18.44795,18.33567,18.73142,-0.3957499999999996,9.373167745565652,False,34.6,0
58639106,1016947478580572800,DA,11,11.0,10.4,127.9,223.4,8.2,16.9,20.41,5.51,2.93,1.41,6.49,3.13,1.99881,0.2280239,19.10947,19.12465,19.17154,-0.0468900000000012,10.613327567705948,False,12.79,0
70063537,2489778213480560000,DA,5,5.0,-3.1,72.4,487.4,8.2,26.6,10.11,1.28,1.92,0.55,3.25,2.29,1.40517,0.2926006,18.75377,18.60805,19.0471,-0.4390500000000017,9.492414345745338,False,18.1,0
63204464,1764456441613885952,DA,4,4.0,-27.1,69.7,397.4,8.2,12.4,12.92,160.55,5.28,0.32,3.21,0.66,4.763398,0.05492766,16.55599,16.49335,16.7102,-0.2168500000000008,9.94557434990783,False,23.233333333333334,0
70292650,2534834207121812224,DA,4,4.0,-19.1,73.7,179.1,8.2,14.4,7.39,0.52,0.66,-0.28,8.76,1.94,8.791153,0.2619135,18.93447,19.24859,18.67405,0.5745399999999989,13.654699192603744,False,24.566666666666663,0
114182511,6837772412668138624,DA,4,4.0,17.8,96.5,191.4,8.1,12.7,9.72,2.7,26.61,-0.21,0.56,0.81,8.978456,0.2112767,18.55841,18.75809,18.23369,0.5244,13.324418293396032,False,32.166666666666664,0
70574101,2590545396149818240,DA,13,13.0,2.2,187.9,491.5,8.1,17.6,19.46,18.82,6.41,1.03,8.35,4.19,4.752142,0.1751973,18.53512,18.57244,18.49377,0.0786699999999989,11.919567047171068,False,15.658333333333331,0
68916829,2242214722289717120,DA,5,5.0,24.8,123.5,380.7,8.1,20.6,15.93,3.58,2.34,1.19,10.48,3.78,4.700186,0.07822374,17.70612,17.66341,17.89194,-0.2285300000000028,11.066695222843784,False,30.875,0
56424355,677686362605925888,DA,3,3.0,15.7,85.8,139.2,8.1,12.3,15.56,4.89,2.5,1.1,1.82,1.26,2.198952,0.5179626,19.88169,19.79144,19.98177,-0.1903299999999994,11.592768747161726,False,42.9,0
71074835,2687469476441903744,DA,3,3.0,61.3,66.7,279.5,8.1,29.4,18.65,2.93,2.21,1.5,0.28,0.42,2.463331,0.3004957,19.23438,19.24084,19.35219,-0.1113500000000016,11.19199386149976,False,33.35,0
70356499,2546033488965366784,DA,6,6.0,19.9,72.9,372.2,8.1,24.2,21.02,13.57,4.76,1.22,0.54,0.77,3.669494,0.2812672,18.94058,18.93914,19.02416,-0.0850200000000001,11.763610909600471,False,14.580000000000002,0
