sdss_id,gaia,cls,n,n_rv,rv_mean,rv_chi2,drv_max,drv_sig,med_erv,ew_ha_mean,ew_ha_chi2r,ew_ha_range,ew_he_mean,ew_he_chi2r,ew_he_range
70298360,2535921490978395392,DA,2,2.0,0.3,3.3,34.4,1.8,13.4,18.89,14.92,3.1,-0.29,1.97,0.86
70423960,2558648632547398656,DA,2,2.0,3.3,1.4,15.0,1.2,8.8,17.89,4.85,1.84,0.46,0.28,0.35
70572860,2590283922835772288,DB,3,3.0,13.0,11.0,288.6,3.2,22.7,4.45,1.66,1.58,3.95,28.93,3.04
70576360,2590994168692148224,DA,2,2.0,1.1,0.1,4.5,0.3,11.8,16.13,7.03,1.52,0.94,4.09,0.93
70834660,2644742046564808704,DA:,2,2.0,-2.6,1.5,13.3,1.2,7.6,2.4,1.81,0.55,-0.42,13.77,1.17
71011360,2678198909792932352,DA,2,2.0,-1.9,2.5,28.5,1.6,12.5,20.76,1.82,0.81,1.82,0.17,0.19
71060560,2686054920373407104,DA,8,8.0,74.6,744.6,735.4,19.2,28.6,8.81,9.43,6.89,-0.55,4.23,3.39
71088260,2688917979933192448,DA,2,2.0,-13.4,15.3,85.3,3.9,15.3,9.71,0.73,0.8,-1.34,0.16,0.29
71499660,2765618811574180224,DA,2,2.0,13.7,2.2,50.9,1.5,24.3,13.74,0.16,0.32,0.82,4.23,1.28
71509160,2767472077078077952,DA,2,2.0,-13.7,6.5,57.5,2.5,15.8,9.06,1.75,1.19,-0.43,1.66,0.9
71849160,2830279269338005376,DA,2,2.0,2.9,5.0,54.0,2.2,17.1,13.12,2.17,0.6,0.93,1.09,0.36
71856460,2831697712353381376,DA,10,10.0,2.5,125.8,279.6,10.2,8.5,6.68,32.61,5.36,0.03,5.93,1.12
71871760,2834410306322590976,DA,3,3.0,1.1,3.7,74.0,1.9,19.5,8.61,13.85,3.13,0.06,0.04,0.13
73716660,3034873889076790912,DA:,2,2.0,0.4,1.9,9.5,1.4,4.8,4.16,12.18,0.93,0.07,4.07,0.44
73902160,3046211915536160000,DA:,3,3.0,13.1,21.4,31.6,4.6,4.8,-63.26,18.9,63.52,0.81,3.64,1.96
74369460,3079956335415227776,DA,5,5.0,-1.6,7.7,84.9,2.7,8.2,17.88,10.88,2.89,0.47,5.86,1.29
75031960,3130011224310309760,DA,2,2.0,-0.1,5.9,8.4,2.4,2.3,-117.94,356.22,66.46,1.87,1.38,1.28
75235860,3145710188771163648,DA,2,2.0,-0.1,0.0,1.6,0.1,7.9,19.48,1.18,0.32,1.32,1.31,0.29
75263460,3148293048958671104,DA/DAH,2,2.0,-123.8,152.6,314.3,12.4,18.0,8.79,32.84,3.06,-0.4,19.87,1.85
75679660,3192083019385112320,DA,2,2.0,-2.5,2.3,26.7,1.5,12.3,18.7,2.71,0.77,1.05,0.85,0.36
75705460,3196774979098763776,DC,2,2.0,-2.7,1.2,12.2,1.1,7.7,-5.25,8.99,3.09,0.37,0.35,0.36
75796260,3210658718581201920,DA,3,3.0,-3.7,2.9,39.8,1.7,15.7,13.59,32.57,8.89,1.24,1.05,1.03
75938860,3229144223463637888,DA,3,3.0,7.2,9.1,42.1,2.6,11.7,18.39,2.53,0.76,0.73,4.47,0.75
76086660,3249603626595323776,DA,2,2.0,-15.0,17.0,76.7,4.1,13.1,18.71,5.75,0.87,1.35,1.49,0.37
76088460,3249963682293820288,DA,2,2.0,-6.1,1.0,18.9,1.0,13.6,15.99,2.29,0.67,0.67,0.14,0.14
76102160,3252501909182919424,DZ,2,2.0,1.4,0.1,7.9,0.4,14.8,-1.69,20.77,2.27,0.27,0.83,0.3
76109360,3253921614915443456,DA/DC,2,2.0,2.2,1.2,27.6,1.1,17.6,6.82,1.01,1.1,1.93,0.01,0.09
76109760,3253988341527871488,DA,4,4.0,-26.2,10.1,84.6,3.1,16.7,13.47,5.95,3.6,0.15,2.54,1.62
76140460,3261460141513501952,DA,2,2.0,0.0,0.7,18.4,0.9,14.7,19.86,4.81,1.46,0.38,10.51,1.75
76209960,3279657230752354048,DA,3,3.0,11.6,24.9,68.9,4.9,11.4,13.72,9.37,2.55,-0.38,1.66,0.7
76278760,3292355219960802688,DA,2,2.0,-12.2,3.7,50.3,1.9,17.6,15.03,45.24,6.76,2.23,2.47,1.09
76310360,3301006005648045568,DA,3,3.0,-3.9,16.2,56.1,3.2,16.0,14.59,23.5,3.01,0.76,17.95,1.59
77282460,3397544226080823424,DA:,2,2.0,-0.2,3.0,11.0,1.7,4.0,4.3,28.72,1.0,-0.01,6.09,0.38
77542360,3428361986521010560,DA,2,2.0,1.7,3.2,29.0,1.8,11.1,11.74,1.59,0.82,0.55,1.79,0.61
78631460,3592664345521547648,DA,2,2.0,5.2,8.1,48.4,2.9,12.0,19.45,9.92,1.46,0.89,27.55,2.12
78656260,3596894652086646144,DZ,2,2.0,1.5,0.5,20.0,0.7,19.3,-0.45,1.83,0.59,-0.18,0.07,0.09
78670760,3599277976682162432,DA,2,2.0,-1.9,1.0,14.2,1.0,9.8,14.05,5.54,2.15,0.45,29.65,3.87
78718760,3608209893750151936,DC:,4,4.0,239.9,408.2,611.1,16.9,25.5,-2.66,13.56,6.25,0.94,8.23,3.98
78904160,3641131921880346112,DA,3,3.0,-4.0,4.9,46.2,2.2,16.5,5.13,1.42,0.44,0.57,0.44,0.23
78958160,3650382864823912960,DA,2,2.0,-1.0,0.1,4.7,0.3,10.8,11.24,0.54,0.73,-0.03,3.08,1.37
78977260,3653404636310252416,DA,3,3.0,2.0,15.1,64.9,3.8,12.5,19.08,4.04,1.5,1.72,2.62,0.81
78978260,3653554096877139200,DA,2,2.0,-2.6,1.0,33.3,1.0,23.2,6.02,10.49,0.92,-0.58,0.34,0.14
78996560,3656585003758351488,DA,5,5.0,-4.1,15.5,73.8,3.4,16.1,4.09,0.6,0.82,-0.32,3.59,1.54
79137960,3680285664089225600,DA,2,2.0,0.4,1.9,17.4,1.4,8.8,20.26,4.1,0.58,1.29,18.74,1.15
79488360,3741493212960873472,DA,4,4.0,14.7,17.3,95.5,2.0,17.3,15.54,3.41,1.92,0.74,5.81,2.74
79599060,3764622707065522432,DA,2,2.0,0.4,0.0,0.0,0.0,15.9,15.32,2.22,0.89,1.72,2.4,0.77
79648760,3775407408600360704,DA,3,3.0,-0.4,1.2,28.6,1.1,18.4,15.48,8.08,3.42,-1.97,2.01,1.54
79656660,3776913838314813312,DA,4,4.0,-12.8,46.6,99.2,5.0,13.8,19.8,5.18,3.02,0.83,13.42,5.23
79656760,3776937340375890048,DA/DZ,2,2.0,-0.8,2.1,10.6,1.5,5.0,3.12,7.57,0.82,0.0,1.03,0.24
79656860,3776964450209605760,DA,4,4.0,4.0,14.2,74.7,3.1,16.9,21.08,17.95,3.2,2.08,7.56,2.15
79664860,3778552041920725376,DA,2,2.0,1.6,1.7,24.4,1.3,13.1,18.15,42.79,2.24,0.75,41.19,1.99
79690460,3783864852042143616,DA_MS,3,3.0,-6.9,20.1,83.1,4.4,11.1,7.03,10.51,3.5,0.06,7.75,2.4
79716560,3789012005273698688,DA,3,3.0,39.2,33.1,215.1,5.5,25.5,14.31,10.55,4.81,-0.56,0.42,0.75
80022760,3847284231760303360,DA,3,3.0,4.0,0.5,12.8,0.5,14.5,19.55,3.84,1.92,-0.16,6.16,1.49
80362460,3915274801006020352,DA,13,13.0,-6.7,166.3,518.6,10.7,32.9,18.85,29.75,13.99,1.45,9.5,6.24
81012260,4036408310665713792,DA_MS,2,2.0,-0.1,0.2,8.2,0.5,11.9,8.74,9.11,3.85,-0.2,4.27,1.83
81470460,4043738166186667904,DA,3,3.0,2.6,10.5,15.9,2.9,3.8,8.34,3.35,0.51,0.21,0.58,0.19
85249960,4138353894843860224,DA/DZ,2,2.0,-2.8,35.6,31.5,6.0,3.7,1.52,22.96,0.76,-0.45,38.38,0.82
85537060,4152884284607526528,DA,2,2.0,0.5,1.1,17.7,1.0,11.4,6.58,4.62,1.13,0.44,0.87,0.3
85898260,4174932928696277888,DA/DZ,2,2.0,0.1,0.1,2.4,0.3,5.8,1.87,64.93,1.36,-0.28,0.38,0.08
88191160,4318645867355883648,DA_MS,2,2.0,-4.4,4.0,56.4,2.0,19.8,11.24,6.91,2.69,0.16,5.72,1.73
88350960,4329285321646841216,DA,2,2.0,1.1,0.2,7.6,0.4,11.6,18.27,21.41,4.93,-0.06,17.76,3.5
89817260,4513832992566854784,DA,2,2.0,-1.9,0.9,29.9,0.9,21.6,16.0,268.81,10.49,0.86,1.2,0.53
89918360,4520527266016052480,DA,2,2.0,13.9,22.8,106.4,4.8,15.2,10.53,1.15,1.26,-0.06,0.34,0.5
90205460,4551206384909561216,DA,2,2.0,-3.5,1.2,24.5,1.1,15.9,18.66,1.58,0.94,0.77,0.66,0.48
90513660,4585337184342312064,DA_MS,2,2.0,-8.6,9.3,126.6,3.1,29.3,2.03,36.37,8.2,-0.52,8.25,3.08
91342960,4657752909931575296,DA:,2,2.0,-14.6,11.5,68.8,3.4,14.3,3.75,0.04,0.11,-0.23,0.73,0.42
91680860,4662543550816934528,DA,3,3.0,1.4,3.8,18.4,1.9,6.8,3.98,0.56,0.27,0.55,0.88,0.28
91874860,4685874504711990272,DA,3,3.0,-0.2,7.3,24.6,2.4,7.0,4.61,0.69,0.32,0.13,3.65,0.61
92045160,4690615186498213632,DA_MS/DC_MS,2,2.0,-4.2,0.9,12.5,0.9,9.3,-26.56,0.82,0.47,-3.41,6.36,0.92
92250460,4724539239070556416,DA,2,2.0,1.1,0.0,2.9,0.1,15.4,17.56,1.08,1.35,0.8,0.13,0.36
92339860,4739211465825758720,DA,2,2.0,1.1,0.1,3.7,0.3,9.4,18.74,3.22,0.59,0.76,5.68,0.71
92360960,4742694340705966592,DA,2,2.0,-21.4,55.6,189.8,7.5,16.4,18.99,5.7,1.67,1.34,0.04,0.12
92521260,4763196903965686528,DC_MS/DA_MS,2,2.0,-2.2,8.2,33.3,2.9,8.0,-27.44,26.22,3.59,-1.69,9.48,1.51
92571660,4769992263782028544,DA,5,5.0,-5.1,6.5,47.1,2.1,14.3,12.77,7.4,1.83,0.16,10.31,1.62
93263260,4876216249643782656,DQ/DC,2,2.0,2.0,0.3,9.9,0.5,13.3,-0.14,2.86,1.81,-0.05,1.96,1.13
93494660,4913342221828381184,DA,2,2.0,0.2,6.8,72.2,2.6,19.6,8.93,0.24,0.3,0.6,2.79,0.82
93628260,4936300372510211712,DC_MS/DA_MS,2,2.0,1.6,0.2,5.4,0.4,8.8,-22.09,3.83,1.05,-2.6,100.93,4.09
94721760,5141408352500401792,DA,2,2.0,1.9,0.0,1.2,0.0,19.1,20.38,11.73,2.26,1.0,0.04,0.11
94873060,5174414523335164288,DA,3,3.0,13.1,16.7,120.8,3.9,23.5,20.47,17.92,3.94,0.82,20.72,4.34
95998360,5281853409420555520,DZ:,2,2.0,1.6,3.0,35.7,1.7,14.4,3.7,0.01,0.16,0.86,1.19,0.45
98219460,5462743550592623744,DAO:,2,2.0,-7.7,0.6,22.8,0.8,21.1,8.94,0.76,0.28,2.06,21.29,1.26
101458561,5745733138928963328,DA,2,2.0,2.1,0.4,12.6,0.6,14.1,14.99,2.49,1.09,0.28,0.32,0.33
101534261,5754258575997738496,DA,2,2.0,-1.1,0.2,8.1,0.4,12.5,2.84,6.68,1.9,-0.96,0.47,0.39
101617561,5764137520468858880,DZ,2,2.0,185.0,408.3,424.7,20.2,14.8,-1.22,0.05,0.18,-1.95,0.0,0.01
103324861,5869567658943170048,DA/DC,2,2.0,0.0,0.4,14.3,0.6,15.9,4.21,5.91,0.57,0.97,0.01,0.02
104720061,5934530314922778752,DA,3,3.0,3.7,8.9,43.8,3.0,10.5,6.18,2.83,0.49,0.37,0.01,0.03
105470461,5961966939646758272,DA,4,4.0,-1.0,4.9,19.5,2.0,7.7,1.89,5.56,1.5,-0.38,2.47,0.72
109524761,6319990396915314432,DB/DC,3,3.0,9.8,11.7,73.9,3.2,14.7,1.14,0.24,0.49,4.6,1.4,0.85
109539861,6322486498764850048,DA_MS/DC_MS,2,2.0,0.5,2.6,4.2,1.6,1.8,-34.93,34.72,1.88,-3.47,0.82,0.19
109892261,6381504606451799040,DZ:,2,2.0,1.4,0.1,4.5,0.4,8.6,-2.14,3.06,0.58,-0.71,3.99,0.51
110107461,6411338991182064256,DA,2,2.0,-7.6,4.0,44.4,2.0,15.8,19.32,3.55,2.03,-0.16,9.54,2.74
110119861,6412966959882050176,DZ:,2,2.0,1.4,1.0,9.3,1.0,6.5,0.14,6.38,0.8,-0.15,0.22,0.12
110464261,6450005349094365568,DA,3,3.0,-1.5,1.5,26.0,1.2,14.1,6.69,6.89,3.41,-0.63,1.16,0.95
110473561,6450923681821497472,DA,2,2.0,-5.5,21.1,91.0,4.6,14.0,20.09,9.61,1.46,1.36,12.85,1.35
110652161,6472263961269554176,DA,2,2.0,-3.3,0.1,8.1,0.3,19.1,20.43,0.0,0.01,1.81,1.1,0.55
110771661,6485382101356108032,DA,2,2.0,4.0,2.6,59.9,1.6,25.7,12.49,0.12,0.21,1.38,2.46,0.76
110784661,6487167772664730496,DA,2,2.0,-2.7,1.7,30.0,1.3,16.4,20.1,0.81,0.7,1.95,16.0,2.53
110869061,6499004358934682752,DZ/DC,2,2.0,1.6,0.4,14.2,0.6,15.3,-0.11,1.91,1.21,0.55,4.94,1.49
112416461,6702904224768828288,DA_MS,2,2.0,-14.8,3.8,35.8,2.0,12.6,2.47,44.12,6.81,-0.09,5.49,1.86
114474861,6875160549655630848,DA:,2,2.0,11.9,18.4,69.2,4.3,11.3,0.83,19.91,3.63,-0.47,0.81,0.55
116332461,258439731372229120,DA,2,2.0,-3.3,0.1,3.9,0.3,8.0,19.29,0.95,0.2,1.44,2.49,0.32
116656961,307372225052233984,DA,2,2.0,0.7,2.2,24.2,1.5,11.6,14.15,1.13,0.25,1.21,11.96,0.77
117295161,395970665867696128,DA,2,2.0,-19.3,5.4,66.7,2.3,20.2,20.95,8.73,3.93,3.47,0.83,0.8
54603061,440396914222763264,DA/DAH,2,2.0,-19.0,88.3,147.4,9.4,11.1,7.19,8.17,0.67,0.54,110.23,2.1
54764561,456853407837257216,DA,2,2.0,-1.4,4.9,33.3,2.2,10.7,17.65,9.79,0.96,1.35,0.04,0.05
55362961,518235018847161856,DA,3,3.0,0.1,0.2,1.7,0.4,2.7,3.8,28.06,1.52,0.2,2.07,0.33
55864761,594146225037566976,DBAZ/DA,2,2.0,-1.5,0.8,26.1,0.9,19.8,14.48,4.94,1.91,2.59,2.1,0.93
55889861,597858043149887488,DB,2,2.0,-2.4,0.1,13.7,0.3,28.6,0.03,7.65,1.32,5.2,7.67,0.97
56213361,652825653081590272,DA_MS/DC_MS,2,2.0,-3.8,1.0,17.3,1.0,12.1,-23.27,28.56,2.5,-3.15,10.92,1.07
56422061,677379530138972416,DA,2,2.0,-1.2,3.1,42.6,1.8,16.3,8.19,0.74,0.34,0.35,5.94,0.75
56444661,680760047357687680,DA,2,2.0,-0.2,0.0,2.0,0.1,9.9,18.54,11.18,0.85,0.57,1.69,0.29
57201461,820542992117501952,DA,2,2.0,-9.2,13.1,46.9,3.6,9.2,18.62,5.76,0.72,1.22,2.88,0.47
57336261,845486680407936512,DA,13,13.0,14.5,186.9,257.8,9.6,16.0,18.56,11.84,7.02,0.91,6.98,4.46
57591061,880330513129346176,DA,8,8.0,6.3,38.3,293.3,5.0,15.0,18.21,3.29,2.42,1.05,4.5,2.92
57725461,893241463995439872,DA,2,2.0,-3.4,0.4,15.5,0.7,16.4,20.04,0.41,0.56,0.64,9.1,2.04
57829361,906739755932665984,DA,3,3.0,-8.0,2.9,29.2,1.7,12.9,13.14,4.85,3.47,-0.27,1.12,1.29
57909461,919955847042339072,DA,22,21.0,-14.5,210.3,642.4,11.0,37.9,4.88,6.95,3.94,0.12,4.44,1.68
60772561,1355936705949136640,DB,8,7.0,42.1,694.5,883.6,22.2,21.9,-1.09,9.01,4.18,5.61,2.9,2.1
60994461,1387858723959669376,DA,3,3.0,1.1,1.2,23.1,1.0,16.3,16.32,7.48,2.61,0.96,7.22,2.16
61208561,1422344395064093056,DA,4,4.0,2.8,12.3,49.4,3.5,12.0,18.95,18.23,3.59,1.37,2.46,0.92
61258861,1429989432555249920,DA/DAO,2,2.0,-8.1,8.5,84.7,2.9,20.6,3.24,0.06,0.07,0.29,6.87,0.62
61529861,1475573982052140160,DA,5,5.0,0.9,1.5,22.7,1.1,15.9,17.67,7.49,2.15,0.77,6.43,1.98
61934661,1551221520211790464,DA,2,2.0,10.4,0.5,20.5,0.7,20.6,19.61,17.2,3.76,1.39,4.88,1.53
61979461,1559439815576216448,DA,6,6.0,-3.1,32.9,112.7,5.2,12.1,19.36,7.44,1.56,1.22,4.72,0.97
61988261,1561067539462433280,DA,3,3.0,0.2,10.3,55.6,3.2,12.5,15.89,0.14,0.37,0.34,1.42,0.88
62244461,1609100838792484352,DA,5,5.0,-5.4,30.4,96.1,4.9,13.0,19.2,17.67,2.84,0.91,5.7,1.19
62247161,1609545492463052032,DB,3,3.0,25.0,2.6,74.4,1.6,29.1,0.07,11.7,3.53,4.24,28.21,3.51
63152361,1758546253081710464,DA,2,2.0,-2.2,2.5,29.0,1.6,13.0,12.34,1.92,0.9,0.53,9.27,1.6
63374861,1788569899841453824,DZ/DA,2,2.0,-5.5,1.2,21.5,1.1,13.7,2.99,17.37,3.99,-0.01,4.43,1.41
63704561,1819906290505206656,DA,2,2.0,22.1,29.0,126.6,5.4,16.3,9.64,49.71,3.75,-0.37,0.03,0.08
63712261,1820364232773883904,DA,2,2.0,1.8,1.1,15.3,1.0,10.0,19.57,1.52,1.06,0.91,1.2,0.67
63750361,1821856308702274688,DAO/DA,2,2.0,-0.9,2.2,26.1,1.5,12.5,-2.41,3.48,1.16,-0.52,2.2,0.66
63768061,1823112466400006016,DA,2,2.0,1.6,0.4,10.6,0.7,11.0,7.92,1.46,1.12,-0.39,2.79,1.14
64034461,1839231066324907264,DA,2,2.0,3.2,4.1,52.6,2.0,18.3,17.27,0.87,0.99,0.29,12.44,2.99
64422761,1875685477422024960,DA,2,2.0,8.4,2.1,29.6,1.5,14.3,9.72,2.01,1.3,0.45,0.94,0.66
64433261,1877360510371881600,DAO/DB,2,2.0,9.6,47.9,150.9,6.9,14.6,1.08,11.65,4.54,0.65,4.11,1.96
65016161,1958288483187661312,DA,2,2.0,1.1,0.9,19.1,1.0,13.2,14.25,2.73,1.66,2.66,0.01,0.06
65301261,1976913213730372480,DA,2,2.0,4.4,3.6,47.0,1.9,17.5,9.78,9.23,3.23,-1.27,1.72,0.98
65414661,1982415788390614400,DB,2,2.0,9.2,2.0,48.1,1.4,24.3,-1.19,5.45,2.32,5.31,8.05,1.9
65912961,2014784590376707200,DA:,3,3.0,-7.8,46.7,64.4,6.2,6.8,3.7,1.46,0.42,0.44,7.2,0.68
65990261,2019134120955586688,DA,4,4.0,-1.3,15.1,82.2,3.1,20.6,12.02,5.21,3.51,1.23,2.11,1.36
66001761,2019596053305629696,DA,2,2.0,-0.3,0.9,7.8,1.0,5.6,9.38,4.54,0.42,0.4,0.47,0.12
67157661,2080388493535872896,DA,2,2.0,-0.3,1.4,13.8,1.2,8.2,12.47,5.21,2.9,0.88,0.21,0.35
67184761,2082562197971311360,DA,2,2.0,-0.2,0.1,5.3,0.3,11.4,16.35,1.18,1.32,1.11,0.11,0.15
67668861,2127244250275765376,DA,2,2.0,-0.0,0.0,2.1,0.1,18.0,5.34,0.8,0.89,-1.17,0.58,0.54
67687761,2128797928922424448,DA,2,2.0,-13.7,8.9,74.7,3.0,17.7,12.4,0.37,0.62,0.53,2.02,0.95
67964061,2158077408173942528,DA,2,2.0,20.5,22.1,98.1,4.7,14.6,17.48,3.65,1.83,0.94,1.6,0.96
68644661,2207099172758175232,DA,2,2.0,0.9,0.5,4.4,0.7,4.6,4.06,16.01,2.36,1.13,19.22,1.37
68772061,2222294182933705472,DA,2,2.0,2.5,0.1,7.9,0.4,15.2,11.56,6.77,0.96,0.26,4.46,0.66
69079961,2268131340929559552,DZ/DA,2,2.0,-5.9,3.8,14.7,2.0,5.3,0.29,0.26,0.12,-0.19,0.11,0.06
69462161,2352324146019690112,DA:,2,2.0,7.3,2.7,23.3,1.6,9.1,3.33,0.11,0.21,-0.28,6.48,1.31
70023261,2481388458724655872,DA,2,2.0,-7.0,13.4,110.3,3.7,18.8,4.38,20.78,2.33,0.14,4.13,0.79
70054161,2487944056286728832,DA,5,5.0,0.5,32.8,111.8,4.4,20.3,14.23,1.28,1.49,0.67,16.31,3.85
70078161,2492562967196301440,DA,3,3.0,-0.3,4.8,36.2,2.1,11.9,13.16,2.02,1.25,-0.31,27.31,3.44
70078861,2492685012987040000,DA,3,3.0,10.5,0.6,19.6,0.7,21.3,8.96,27.83,7.7,0.91,0.02,0.11
70109461,2498756859793039232,DA,7,7.0,-2.6,24.0,78.5,3.8,13.1,13.56,9.78,4.74,-0.23,17.47,3.95
70117461,2500518827176006144,DA,9,9.0,4.9,37.8,128.6,3.6,25.1,20.1,11.04,5.62,1.31,11.96,3.3
70162261,2508809660245711360,DA,2,2.0,-0.5,0.1,5.1,0.3,12.9,7.07,10.84,2.67,-1.26,20.28,2.59
70169361,2510248268131371008,DA,4,4.0,4.3,10.1,74.6,2.9,15.6,14.0,59.63,8.92,0.04,6.3,2.43
70338761,2543067418910319232,DA,3,3.0,-1.0,3.7,33.9,1.9,10.7,19.66,0.06,0.26,0.65,10.16,2.87
70817561,2641195464435220736,DA,11,11.0,-5.5,143.9,571.9,9.9,21.4,19.53,8.48,7.44,1.21,5.55,3.08
70836061,2645041934065803904,DA,3,3.0,5.9,5.2,40.0,2.3,9.9,14.0,32.88,2.31,0.51,4.73,0.76
70865861,2651388727498120448,DA,2,2.0,3.5,8.6,41.6,2.9,10.0,19.66,6.16,0.56,0.93,5.99,0.51
71502761,2766234439302571904,DC,3,3.0,-7.1,4.9,85.0,2.2,29.6,-0.45,2.29,0.6,0.11,1.56,0.37
71713861,2806435603775538304,DB,7,7.0,-49.1,226.1,830.2,9.6,40.9,-2.4,5.29,6.22,4.3,2.35,2.48
71715961,2806765633357506560,DA/DC,2,2.0,-6.8,0.4,16.7,0.6,18.4,6.13,1.38,1.14,0.6,5.23,1.57
71876061,2835161994318304768,DA,3,3.0,-0.9,0.7,25.0,0.8,17.4,19.51,6.98,3.79,0.85,9.18,2.43
74316861,3073897476588967040,DA,3,3.0,1.3,0.8,16.7,0.8,13.1,20.67,7.55,1.85,1.24,7.54,1.32
74511061,3090821984198225664,DA,2,2.0,-32.8,160.3,468.5,12.7,23.5,13.1,0.87,0.8,0.83,0.95,0.59
74669261,3104116729047160448,DA,3,3.0,2.9,15.1,86.6,3.9,16.8,9.79,9.43,2.42,0.23,24.55,3.35
74670961,3104281660088686848,DA,2,2.0,0.5,0.1,6.8,0.4,12.7,10.26,0.1,0.32,-0.05,0.88,0.72
75032961,3130104687097019648,DA,3,3.0,2.4,2.3,6.7,1.5,3.0,6.94,9.76,0.44,0.1,1.66,0.16
75678861,3191926927390852608,DZ/DC,2,2.0,1.3,0.7,19.6,0.8,16.4,0.5,0.0,0.02,0.16,0.05,0.06
75801861,3211508915946830080,DA,3,3.0,1.5,8.8,76.6,2.9,17.4,14.2,11.7,5.72,-0.13,3.71,1.55
75962761,3232355763786091904,DA,2,2.0,-1.1,0.6,17.1,0.8,14.2,16.95,4.85,1.63,0.91,8.3,1.68
76104361,3252896595200511232,DA:,2,2.0,2.7,3.2,29.2,1.8,11.1,5.39,2.93,1.47,1.22,46.17,3.58
76118661,3255621597331539072,DA,2,2.0,-12.2,1.3,30.9,1.1,18.7,12.66,1.03,0.75,0.37,13.71,1.87
78718561,3608158736395330688,DB_MS:,5,5.0,4.4,185.6,611.2,13.4,23.2,-3.84,7.86,7.11,4.28,0.96,1.96
78843961,3631562627370711808,DA,2,2.0,-0.9,9.3,34.0,3.1,7.8,3.96,31.0,2.2,-0.23,0.37,0.19
78944461,3648141407292048128,DA:,2,2.0,8.0,4.5,50.6,2.1,16.8,12.84,1.48,1.08,2.68,2.06,0.94
78960861,3650813495425666816,DA,2,2.0,0.1,0.4,4.1,0.6,4.5,9.08,5.81,0.55,-0.03,0.05,0.04
78975361,3653115872774240768,DA,4,4.0,4.5,6.5,46.6,2.4,16.7,20.92,8.84,2.66,1.22,13.06,2.02
79001261,3657351157204693888,DA,3,3.0,-4.2,5.5,71.4,2.1,24.4,12.71,5.63,2.64,0.59,6.77,1.92
79067661,3668762610433212416,DA,2,2.0,1.3,0.1,6.4,0.3,17.4,17.71,4.51,1.48,1.45,2.87,0.91
79125161,3678219101920411904,DA,3,3.0,0.8,4.2,31.8,1.9,12.9,9.37,29.61,2.19,-0.27,7.76,0.98
79138461,3680368505418792320,DA,2,2.0,-18.2,114.7,214.4,10.7,14.0,17.7,6.32,0.64,-0.34,16.09,0.92
79651561,3775923285713063168,DBAZ/DBZ,2,2.0,-6.3,12.4,85.0,3.5,16.5,1.01,0.08,0.12,3.0,1.89,0.46
79781961,3801243865974510336,DA,2,2.0,-9.2,8.5,72.8,2.9,17.6,15.96,30.59,4.48,-0.14,18.76,2.79
79881061,3821477559985281408,DA,2,2.0,3.7,0.2,7.8,0.5,11.2,18.89,1.58,0.87,1.08,2.3,0.78
80554661,3951770649948609920,DA,3,3.0,1.2,6.1,30.3,1.8,7.7,7.9,9.94,1.67,0.12,2.19,0.83
83218161,4067298024644579328,DA:,2,2.0,-1.5,3.1,21.0,1.8,8.1,2.25,7.84,1.39,-0.13,2.92,0.63
83285561,4068226076842711808,DA,4,4.0,0.0,4.8,14.1,2.0,5.0,5.73,0.08,0.11,0.17,5.23,0.69
84975261,4120313687864340224,DA,2,2.0,2.9,3.5,24.2,1.9,9.2,4.59,33.27,2.96,-0.47,0.36,0.24
85455861,4148663740548588672,DA,2,2.0,-2.5,0.6,13.4,0.8,12.0,19.81,13.43,15.08,1.84,3.44,1.33
85976861,4182743786288993280,DA,2,2.0,-10.4,4.5,38.6,2.1,12.8,19.19,40.27,4.68,1.92,5.51,1.44
86991361,4257037619507200640,DA_MS,5,5.0,-0.4,6.1,22.5,2.0,7.3,4.17,13.58,2.48,-0.32,5.31,1.07
87055261,4259275331809480704,DA/DC,3,3.0,-2.4,11.6,122.0,3.4,11.9,0.6,2.68,2.21,-0.1,3.85,1.7
88092561,4314746101436832512,DA:,2,2.0,27.8,13.6,88.4,3.7,16.9,3.13,24.63,5.01,1.52,0.94,0.84
89878861,4517111495699837312,DA,2,2.0,-3.8,0.5,19.9,0.7,19.6,12.35,38.49,5.58,0.87,0.93,0.65
89940061,4522970479634905344,DA,2,2.0,11.5,4.5,74.6,2.1,24.9,16.79,2.75,1.62,-0.44,3.67,1.43
89978361,4527357874626241664,DA,2,2.0,-2.7,1.4,18.8,1.2,10.7,20.96,0.46,0.55,2.06,0.87,0.59
89988661,4528305383078127488,DA_MS:,2,2.0,4.6,0.6,18.2,0.7,16.9,-6.35,230.79,5.63,-0.92,8.15,0.78
90852861,4624450528088915712,DZ/DA,4,4.0,-1.0,2.5,6.8,1.5,3.2,0.98,41.58,1.23,-0.38,5.6,0.35
90868361,4627078807555512320,DZ/DA,3,3.0,2.4,10.1,55.9,2.8,10.8,1.15,1.79,1.33,0.18,0.52,0.53
90883661,4629699115562950656,DA:,2,2.0,-0.1,0.2,2.9,0.5,4.1,3.87,1.78,0.29,-0.05,2.86,0.3
90944661,4640211649314354560,DA/DAH,2,2.0,1.0,1.5,13.2,1.2,7.3,-2.07,0.04,0.08,-0.31,0.07,0.08
90951961,4641520441813779456,DA:,4,4.0,1.5,5.5,20.6,1.9,6.6,1.82,17.1,0.95,-0.51,22.58,0.94
