sdss_id,gaia,cls,n,n_rv,rv_mean,rv_chi2,drv_max,drv_sig,med_erv,ew_ha_mean,ew_ha_chi2r,ew_ha_range,ew_he_mean,ew_he_chi2r,ew_he_range
101538700,5754668659474683776,DA,2,2.0,-0.0,0.9,14.7,0.9,11.2,18.03,16.85,3.99,0.69,2.02,1.12
101592400,5761140728513144192,CV,3,3.0,8.2,4.2,33.8,1.3,12.5,-37.61,1622.43,18.03,-1.62,20.09,1.8
101765400,5781149233098013568,DA:,3,3.0,4.7,2.7,21.6,1.6,9.0,0.99,20.91,2.63,0.52,45.46,3.35
103100800,5862773914031649408,DC,3,3.0,1.0,3.3,21.9,1.8,8.1,-2.49,10.98,2.83,0.63,8.78,1.41
104600600,5931881969426463616,DA,2,2.0,4.7,1.4,18.0,1.2,10.7,4.34,1.33,0.35,0.51,7.55,0.67
105022300,5943744531656120192,DA:,2,2.0,0.4,0.2,4.3,0.5,6.3,3.54,7.04,0.57,-0.32,0.0,0.01
105620800,5966495862397060864,DA,3,3.0,0.3,6.6,11.4,2.1,3.5,9.11,0.04,0.05,-0.21,0.53,0.16
109504200,6316151078404840704,DZ:,2,2.0,-2.1,0.4,16.4,0.6,17.3,-0.56,0.02,0.55,-0.62,1.26,0.54
109511200,6317494436800754816,DA,2,2.0,-1.1,0.3,7.4,0.5,9.2,5.75,2.21,0.82,-0.18,0.06,0.11
109591400,6332024586041438208,DA,2,2.0,-2.2,2.0,17.2,1.4,8.1,19.11,17.57,2.8,0.18,4.49,1.16
109592700,6332227823893443712,DA_MS:,3,2.0,4.5,5.3,72.1,2.3,18.9,2.48,4.7,4.02,0.08,12.05,5.4
109962800,6392809746353318016,DA,2,2.0,1.0,0.7,15.7,0.9,12.9,21.75,0.54,0.56,2.34,0.22,0.3
110045100,6403645639603260032,DA,2,2.0,0.9,0.3,10.9,0.6,13.5,20.01,0.06,0.09,0.83,1.78,0.41
110391900,6442599657244355200,DA_MS/DC_MS,2,2.0,-0.1,0.3,15.9,0.5,21.7,-15.01,1.5,1.05,-2.91,0.21,0.29
110527600,6457184919505316096,DA,3,3.0,1.9,3.9,45.5,1.9,13.3,13.71,2.58,0.8,0.79,9.03,1.33
110540300,6458854901572482432,DA,2,2.0,1.6,1.9,12.1,1.4,6.2,14.18,2.05,0.42,-0.12,0.84,0.23
110608200,6467662264589858048,DA,4,4.0,0.5,3.8,41.9,1.8,16.4,16.05,0.12,0.28,1.65,4.57,1.58
110678600,6474847366919235584,DC/DQ,2,2.0,-0.6,0.9,28.0,0.9,21.2,0.17,4.72,1.27,-0.37,2.09,0.65
110827900,6492950550991233664,DA,2,2.0,0.3,0.9,18.0,0.9,13.6,19.33,7.32,2.44,1.26,27.72,3.8
110916600,6505553879119892352,DA,2,2.0,0.2,0.1,5.3,0.4,9.4,6.35,87.85,3.85,0.07,1.18,0.36
110923100,6506452244542589184,DA_MS,2,2.0,0.1,3.0,48.0,1.7,19.5,6.88,29.1,6.26,-1.07,13.4,3.34
110939600,6508752358444792576,DA/DZ,2,2.0,-0.8,0.5,5.9,0.7,5.9,3.03,0.1,0.12,0.08,0.0,0.02
112444700,6704342072435834624,DA,2,2.0,1.4,0.5,22.9,0.7,22.4,4.86,1.33,1.47,0.76,9.73,3.2
116633100,303697515458150528,DA,2,2.0,7.7,1.3,25.1,1.1,15.6,16.69,5.23,1.57,0.63,1.57,0.69
116711700,316724877116640896,DA,4,4.0,7.1,44.4,145.5,5.7,17.8,17.85,10.3,3.45,1.22,9.73,2.63
116735700,321283825987413120,DA,2,2.0,-0.7,0.0,4.1,0.2,16.6,15.32,1.91,1.2,-0.47,6.95,1.76
117090600,369934329299474560,DA,2,2.0,-1.0,0.1,5.1,0.3,10.8,13.84,0.56,0.93,0.95,2.22,1.38
55478500,528500162478800640,DZ/DA,5,5.0,-8.3,4.3,44.0,1.6,22.0,3.01,27.43,4.0,0.14,16.04,1.44
55765200,577441001279950080,DA,5,5.0,13.7,248.1,621.9,15.3,17.3,14.87,9.15,3.53,0.41,5.9,3.01
56068600,627931094918123008,DA/DZ,3,3.0,-1.9,24.1,36.5,2.0,6.1,1.7,1.06,0.57,-0.37,2.79,0.66
56307400,664686870987019520,DA,3,3.0,3.7,22.4,152.2,4.6,17.9,21.36,8.31,2.45,1.21,3.24,1.59
56372700,671915133444027136,DA,2,2.0,0.9,0.3,7.7,0.6,9.5,13.59,18.34,3.14,1.17,2.35,0.85
56439100,680058593298709376,DA,3,3.0,-2.5,10.1,80.5,3.0,15.4,14.85,54.37,11.26,0.18,0.81,0.88
57401700,857117898521536384,DA,2,2.0,-0.4,4.3,39.9,2.1,12.8,18.64,0.49,0.31,1.49,8.81,1.14
57514400,871778030653142912,DA,2,2.0,-1.5,0.4,11.2,0.6,12.9,18.9,76.92,2.7,1.1,0.41,0.17
57541400,874435241019336960,DB,5,5.0,-96.0,467.4,506.2,19.6,19.8,-0.69,0.52,1.23,4.32,1.54,1.37
57576500,878678909225469056,DA,6,6.0,3.1,17.6,61.5,3.5,12.4,10.37,17.71,4.75,-0.16,9.08,2.36
57909000,919895339543898496,DA,7,7.0,-0.1,15.2,86.5,2.5,16.4,11.88,3.73,1.47,0.14,7.23,2.03
58047000,940051694079392512,DB:,2,2.0,6.8,13.8,90.0,3.7,17.1,-3.85,39.39,8.52,5.56,2.39,1.5
58639100,1016946516507916672,DC,13,11.0,-84.3,996.9,1000.7,15.8,36.0,-0.37,11.69,7.55,0.27,2.62,3.19
58806800,1046402845332919808,DA:,2,2.0,0.1,0.0,1.2,0.1,9.9,3.0,9.94,1.37,0.14,2.24,0.5
60455600,1316696205402107008,DA,6,6.0,115.6,661.1,514.2,12.9,17.4,15.86,1.17,2.64,0.51,7.0,3.33
60633300,1338985157226553216,DA,7,7.0,1.4,16.8,122.8,3.8,14.6,19.62,5.54,2.34,1.25,6.48,1.74
61259000,1430007784951049216,DZ,2,2.0,7.7,2.0,49.5,1.4,24.8,-0.61,3.56,0.94,0.18,5.25,0.87
61305400,1437151926176527744,DA_MS/DA,2,2.0,1.0,0.8,22.2,0.9,16.1,11.45,119.58,10.72,0.47,0.95,0.75
61544000,1478072965823485952,DC,2,2.0,47.4,137.3,418.5,11.7,22.5,0.69,77.12,4.89,-0.02,25.96,2.13
62018900,1566696527895423232,DA_MS/DZA,2,2.0,-11.0,1.3,15.4,1.1,9.5,1.94,3.47,0.86,-0.28,15.48,1.4
62198900,1600590691808956544,DA/DZ,4,4.0,-0.2,5.6,13.7,2.1,4.9,0.84,13.07,0.79,-0.44,1.92,0.33
62436500,1642291319560446848,DA/DZ,4,4.0,0.6,4.8,14.3,2.1,4.7,2.21,1.3,0.36,-0.16,0.13,0.1
62521700,1657130633430341376,DA,3,3.0,13.5,20.1,109.4,3.1,16.4,18.68,20.82,5.32,2.09,0.61,0.76
62772500,1704764191564441472,DA,4,4.0,-1.4,16.2,141.6,4.0,24.6,5.01,10.97,2.77,0.31,0.94,0.89
63220800,1766791838671218048,DA:,2,2.0,1.6,3.2,14.2,1.8,5.5,3.31,8.44,1.0,-0.02,8.59,0.8
63233200,1768730586908531712,DA,2,2.0,0.8,0.0,0.4,0.0,12.3,16.42,180.65,3.51,0.71,0.0,0.01
63269000,1774004939892253312,DZ:,2,2.0,0.5,2.1,13.7,1.4,6.6,1.94,12.33,1.09,-0.08,4.26,0.48
63293600,1777728813975857792,DA,5,5.0,-15.0,27.3,130.1,3.9,18.8,20.66,11.04,4.89,1.78,11.74,3.96
63371800,1788192251958425600,DA,2,2.0,1.2,0.1,8.7,0.3,18.0,8.88,9.84,1.32,-0.35,3.16,0.62
63755600,1822255839449048960,DBA/DB,3,3.0,5.4,2.8,48.5,1.7,21.4,3.43,2.25,1.77,4.68,9.93,2.99
63782000,1823876626966892416,DA,3,3.0,-6.5,5.5,59.1,2.1,16.9,9.22,27.17,3.98,0.48,5.75,1.33
64055100,1842083646166529792,DA:,2,2.0,-1.5,1.2,8.1,1.1,5.3,0.95,0.32,0.14,-0.64,0.01,0.02
64431800,1877165282634021376,DA,3,3.0,-3.2,2.3,48.2,1.5,21.4,15.93,14.99,4.93,1.69,3.27,2.09
65045800,1961453393053816320,DA,2,2.0,0.1,3.8,49.2,2.0,17.3,16.47,7.71,2.93,1.69,13.32,2.68
65162200,1969973268133705728,DA_MS,2,2.0,-14.4,3.9,30.7,2.0,10.9,7.66,0.28,1.09,0.05,23.22,1.88
65808300,2007577630955093248,DB/DC,2,2.0,7.3,6.2,83.4,2.5,23.4,2.79,0.94,2.24,5.16,0.53,0.64
66307700,2032072624057584896,DA,2,2.0,0.5,0.0,3.2,0.2,10.3,10.26,64.83,5.3,-0.44,4.83,1.0
66952700,2067938384075305216,DC/DA,3,3.0,-2.5,2.4,29.0,1.6,14.2,0.87,3.48,1.41,-0.27,1.66,0.57
66962300,2068668489860444416,DA,5,5.0,-5.5,19.1,75.3,3.1,13.9,3.65,37.59,34.79,1.4,3.54,1.81
67561700,2115674570450303232,DA,2,2.0,1.4,0.1,6.7,0.3,14.5,17.97,2.06,1.56,0.09,4.93,1.93
67574200,2117116481169240064,DZ/DZA,2,2.0,3.6,1.2,42.7,1.1,27.1,5.41,0.4,0.27,-0.28,27.83,1.83
67624800,2122530064106143616,DA,4,4.0,-7.2,7.4,109.6,2.7,18.3,17.54,35.29,6.77,1.1,0.4,0.59
67848200,2144546753659514752,DA,2,2.0,-3.7,0.7,17.3,0.8,15.1,8.78,10.82,2.43,0.84,0.0,0.02
67968900,2158718874424797440,DB:,2,2.0,0.4,0.0,3.6,0.2,14.6,1.91,1.13,0.94,4.36,0.08,0.18
67971700,2159075558574254080,DA,2,2.0,5.5,11.3,51.4,3.4,10.8,15.59,5.88,0.93,0.3,1.76,0.43
68236700,2173021252976308096,DA,3,3.0,33.3,3.6,39.7,1.5,20.6,3.97,26.89,1.55,0.49,3.28,0.47
68496900,2194562575538955648,DB_MS/DC_MS,2,2.0,0.8,2.5,7.5,1.6,3.4,-30.72,62.36,4.99,-1.96,21.34,2.05
68600200,2203288883939834368,DC/DQ,6,6.0,-2.0,6.8,58.1,2.3,13.5,-3.01,6.43,1.72,-0.67,1.7,0.54
68629300,2205625552296055296,DZ/DC,2,2.0,12.1,0.1,6.3,0.3,13.4,-0.28,2.28,1.23,0.57,4.31,0.57
68651300,2207562578254900864,DA,2,2.0,3.8,5.4,33.1,2.3,10.1,19.63,20.3,4.76,-1.06,20.06,3.45
68699100,2212397886791015168,DA,3,3.0,140.0,475.5,570.0,17.1,21.9,13.53,1.83,2.49,1.24,9.77,4.0
69110100,2274129833990167680,DA,2,2.0,1.6,5.5,72.2,2.3,21.7,4.47,6.96,0.6,0.46,4.73,0.41
69453700,2350821349846806400,DC/DA,2,2.0,39.8,0.1,5.9,0.3,13.4,-1.95,1.16,0.32,-0.66,0.72,0.2
69978700,2472081195874347008,DA,3,3.0,-6.6,9.8,93.4,3.1,21.9,20.14,2.21,1.76,0.88,2.98,1.6
70088000,2494385132841037312,DA/DAZ,4,4.0,0.2,11.6,24.9,3.1,3.1,3.32,5.78,0.56,0.16,22.49,0.89
70126000,2502248569419898240,DBA/DB,5,5.0,-59.7,451.5,558.9,20.0,18.8,0.92,0.21,0.52,3.1,10.97,3.12
70280900,2532703838919239168,DA/DAZ,3,3.0,0.4,15.6,15.4,3.8,2.8,4.3,1.61,0.23,-0.15,13.34,0.6
70831700,2644105871713409280,DA,4,4.0,3.9,9.4,122.8,2.5,18.9,16.58,3.74,2.24,0.57,3.97,1.46
71359600,2736709249265738240,DA,2,2.0,-1.0,7.5,26.8,2.7,6.9,12.61,9.5,1.05,0.71,0.17,0.12
71654900,2796000211930625152,DA,3,3.0,-0.2,2.7,37.4,1.6,17.5,7.07,1.56,0.44,0.29,4.91,0.7
71866600,2833503621546352384,DA,3,3.0,15.1,6.9,46.8,2.4,12.7,13.67,20.76,4.14,0.4,12.31,3.5
71972400,2852258575496660224,DA,2,2.0,-7.3,2.1,40.8,1.4,20.0,21.31,24.69,3.31,1.27,0.79,0.47
73564200,3026892465446255872,DC:,2,2.0,0.9,3.3,65.1,1.8,25.5,-0.26,0.53,0.43,-0.34,1.91,0.63
74234400,3066556415406827008,DA,2,2.0,0.1,19.4,74.9,4.4,12.0,20.94,14.29,2.35,0.29,0.0,0.01
74365700,3079507940828060288,DA,2,2.0,-1.9,1.6,36.0,1.3,20.3,18.89,15.29,4.33,0.5,0.49,0.58
74547300,3094457141440065664,DA_MS,2,2.0,12.9,16.7,89.1,4.1,15.4,11.67,0.89,1.27,-1.99,19.64,4.27
74582700,3097618688340896768,DA,2,2.0,-40.4,153.4,425.0,12.4,21.6,13.34,6.11,1.63,0.51,0.71,0.44
74593900,3098619931122448640,DA,3,3.0,-1.4,54.8,49.4,6.8,5.3,8.73,1.97,0.39,0.22,2.88,0.44
74858700,3115382600062991872,DA,2,2.0,1.0,0.7,8.4,0.8,6.9,14.06,2.64,1.61,4.35,4.81,1.92
74991200,3127176202300426112,DA,4,4.0,-0.4,9.1,45.0,2.1,11.3,14.51,3.73,3.53,-0.41,3.01,1.29
75043100,3131014253793427328,DA,4,4.0,35.8,165.5,373.7,12.2,19.1,7.1,40.67,17.52,1.04,5.35,3.11
75274600,3149178568138608896,DA/DZA,2,2.0,10.1,0.0,1.9,0.1,11.1,4.39,3.09,0.65,0.09,0.34,0.17
75489900,3164503733005823488,DA,2,2.0,4.8,0.3,18.6,0.6,22.2,14.67,10.06,2.61,1.27,0.0,0.02
75630800,3184614384791746816,DB/DA,2,2.0,-0.0,0.0,0.7,0.1,8.0,-7.13,0.5,0.99,5.84,0.01,0.11
75642500,3186344118444502400,DZ/DC,2,2.0,5.7,5.1,39.3,2.2,12.3,-1.43,8.6,1.56,-0.3,0.93,0.32
75654000,3187791629798265472,DA,2,2.0,-5.3,1.5,20.2,1.2,11.8,19.19,0.37,0.22,0.64,11.04,1.05
75707600,3197163901273836672,DA,2,2.0,-2.7,2.9,17.6,1.7,7.2,13.99,29.55,5.11,1.65,5.18,1.49
75793500,3210147312532077568,DC/CV,4,4.0,0.9,1.6,6.6,1.1,4.3,-9.29,76.29,2.12,-1.92,85.57,1.78
75935300,3228730738371591040,DZ:,3,3.0,129.1,460.2,487.5,17.3,18.9,0.61,5.12,2.58,0.39,9.8,2.28
75970900,3233447544472312704,DA,2,2.0,-4.7,1.8,26.8,1.4,13.9,11.53,4.71,1.96,0.5,2.1,0.88
76104000,3252829357488877696,DA,2,2.0,-0.9,5.1,11.2,2.2,3.5,8.07,1.27,0.73,2.35,11.55,1.4
76140800,3261525150138768256,DA,2,2.0,-7.4,11.5,67.9,3.4,14.1,13.14,3.65,0.85,0.28,0.1,0.11
76141200,3261609228418667392,DA,2,2.0,-83.3,240.8,489.2,15.5,21.7,8.56,21.09,3.56,0.22,0.23,0.27
76254700,3289016827780106880,DA,3,3.0,-5.0,8.4,64.2,2.8,17.0,16.59,7.77,4.0,1.23,2.76,1.9
77552200,3429201910326328832,DA,2,2.0,2.6,2.5,28.5,1.6,12.4,19.87,0.36,0.56,-0.24,0.0,0.01
78592100,3584823178348093184,DA,2,2.0,1.5,0.7,11.7,0.8,9.7,19.53,32.43,2.15,0.32,13.71,1.18
78783400,3620715807724079616,DA,12,12.0,5.6,55.8,223.8,6.2,19.0,19.84,22.48,7.07,0.78,13.48,6.11
78864500,3634916515792484352,DBAZ:,5,5.0,8.7,20.6,111.8,4.4,16.5,2.62,26.11,6.89,4.37,12.16,3.2
78869500,3635751732312924032,DZ:,2,2.0,-0.7,2.5,7.6,1.6,3.4,1.31,0.08,0.05,0.04,3.75,0.25
78873800,3636416421451942144,DA/DZA,3,3.0,-3.6,17.2,71.5,3.9,9.8,2.85,109.32,5.26,0.19,6.11,0.85
78883000,3637796102386456832,DA,2,2.0,4.9,1.6,42.6,1.3,23.1,18.8,2.08,1.54,0.8,5.21,1.01
78931500,3645908715788152704,DA,2,2.0,3.0,0.6,15.4,0.8,14.3,14.61,0.17,0.51,-0.47,0.45,0.64
79144800,3681416206856722304,DZ:,3,3.0,1.3,13.0,36.6,3.5,7.8,1.36,0.36,0.38,-0.11,1.06,0.46
79184600,3687702969530899456,DA,3,3.0,-0.6,4.2,47.6,2.0,18.5,19.81,4.33,1.34,1.35,9.35,1.61
79901500,3825115775241763328,DA,2,2.0,0.0,0.0,0.4,0.0,17.7,16.9,3.04,1.61,1.76,4.64,1.62
79903500,3825463358354951424,DA,4,4.0,-1.3,4.7,66.4,2.1,16.7,10.77,35.92,6.89,0.17,10.18,2.98
79959600,3836271351497266048,DA,4,4.0,5.5,7.8,79.7,2.6,17.7,21.92,9.42,5.82,0.29,11.83,4.6
80003500,3843598978021635712,DA,4,3.0,1.2,9.6,77.0,3.1,17.5,21.04,3.6,2.36,1.5,17.61,5.04
80105600,3863730245651973248,DA,2,2.0,0.6,1.9,25.1,1.4,12.6,20.28,2.2,0.8,1.23,6.33,1.07
80364400,3915668804126204288,DA,6,6.0,-1.3,41.2,232.5,5.5,29.4,17.9,17.18,7.19,1.75,7.63,4.09
85652500,4155748271883947776,DA:,3,3.0,7.1,2.6,21.9,1.5,9.4,2.52,8.04,1.07,-0.34,0.32,0.15
85802700,4163206499762028416,DA,2,2.0,-0.2,0.2,2.8,0.4,4.6,10.37,0.0,0.01,0.05,6.54,0.46
85966200,4181566965253738496,DA_MS,2,2.0,8.2,10.7,51.5,3.3,11.1,6.61,26.02,6.93,-1.12,14.8,4.11
86541700,4230332092645516672,DA,2,2.0,-0.8,4.0,21.8,2.0,7.6,8.85,11.07,1.36,0.67,3.9,0.65
87029900,4258473547326326400,DA,3,3.0,-2.5,5.2,26.7,1.9,7.5,3.6,53.72,2.06,0.99,2.29,0.37
88775700,4395861373483932032,DA,2,2.0,0.8,1.3,21.7,1.1,12.6,16.26,9.62,2.81,0.54,0.56,0.53
88915700,4420062345960477952,DA,4,4.0,9.8,30.8,215.5,5.3,18.7,18.66,5.26,1.89,1.54,9.4,2.49
89671000,4502995072075228544,DA,2,2.0,-45.0,34.4,157.0,5.9,18.8,17.1,366.62,5.57,0.7,6.56,0.67
89788200,4512215056888938880,DA,2,2.0,0.8,22.9,77.8,4.8,11.5,20.95,0.13,0.26,3.34,0.74,0.48
89992600,4528768689787177472,DC,2,2.0,-3.6,1.9,44.0,1.4,22.2,-0.25,1.77,1.1,2.08,1.51,0.75
90162200,4546999004884196096,DA,2,2.0,-1.7,3.3,48.6,1.8,18.9,12.84,12.14,2.12,1.83,0.81,0.44
90512500,4585219227358666752,DA,3,3.0,-6.1,9.4,94.5,3.0,21.0,20.65,3.4,2.73,-0.38,8.12,3.2
90516900,4585673497461940096,DA,2,2.0,24.4,0.0,2.0,0.1,25.4,14.84,16.24,4.68,0.97,1.69,1.22
90961300,4643227712789764864,DA:,2,2.0,-1.4,4.4,27.3,2.1,9.1,1.48,22.53,2.56,0.5,2.39,0.66
91023500,4650262697430839168,DA,3,3.0,1.2,3.4,30.4,1.5,14.9,3.98,4.65,2.34,0.34,5.36,2.03
91717700,4664840537981159040,DA:,2,2.0,-0.2,1.7,7.9,1.3,4.0,3.74,12.84,0.85,-0.04,1.64,0.25
91718600,4664934580584407552,DZ:,3,3.0,0.4,6.6,38.0,2.2,11.9,0.86,14.34,2.38,-0.36,3.81,1.01
91718900,4664971135049476992,DZ/DA,5,5.0,5.9,43.3,69.9,5.5,8.7,-0.34,8.56,3.44,-0.48,4.33,1.34
91822400,4681569534380365440,DA:,2,2.0,0.2,1.7,30.7,1.3,16.7,7.57,0.97,1.28,-1.3,2.57,1.57
92109700,4701581745517551488,DA,2,2.0,9.9,1.3,31.4,1.1,19.8,18.46,8.06,2.92,0.28,11.76,2.85
92226200,4720603021800332416,DA,2,2.0,5.2,0.6,21.3,0.8,19.9,11.05,0.14,0.36,2.63,62.16,5.78
92358900,4742300097067619840,DA,2,2.0,5.8,0.9,22.1,1.0,16.3,3.75,0.12,0.12,0.04,21.03,1.21
92519400,4762952571865090560,DA,2,2.0,-1.5,1.6,17.6,1.3,9.3,19.21,0.59,1.03,1.22,59.13,7.74
92527400,4763988067004950528,DA,2,2.0,-0.9,0.1,4.6,0.3,10.9,17.59,0.29,0.37,0.14,1.62,0.73
92721800,4792290733254566400,DA,2,2.0,-9.9,11.9,65.0,3.5,13.3,10.52,23.58,5.11,-1.99,21.65,3.75
94925800,5186468434950931072,DA,2,2.0,-1.4,2.6,36.0,1.6,15.5,14.27,43.32,3.26,0.47,1.96,0.55
98244100,5466011672811073664,DA/DAO,2,2.0,-2.3,5.7,64.5,2.4,19.0,5.38,4.35,0.91,0.87,2.63,0.54
98421400,5488920375533612160,DA,2,2.0,2.4,0.1,5.6,0.2,15.7,19.18,0.02,0.07,1.09,1.06,0.38
99116000,5550470589779286656,DA,2,2.0,-1.1,0.6,16.6,0.7,15.4,17.61,2.9,1.59,0.92,0.02,0.1
103813801,5886945337134593408,DA,2,2.0,24.7,10.4,65.7,3.2,14.4,20.23,3.44,1.58,-0.29,0.09,0.21
104201701,5910339714772753920,DA/DZA,3,3.0,-1.6,12.7,21.6,3.5,4.4,2.6,11.69,1.45,-0.2,19.39,1.54
105376601,5959034890100503424,DA,2,2.0,-5.4,3.9,53.3,2.0,19.0,18.05,1.44,0.61,0.68,39.73,2.67
105900201,5975512102565954688,DA,4,4.0,-0.1,4.0,30.7,2.0,10.7,6.93,3.85,0.97,0.15,0.8,0.28
106169501,5984062042455688960,DA,2,2.0,-5.7,3.3,34.9,1.8,13.4,19.34,0.13,0.21,0.52,9.25,1.53
107550501,6083685522538904960,DA,2,2.0,-11.2,18.6,72.1,4.3,11.8,18.2,0.1,0.36,-0.36,10.16,3.03
109229601,6266962295433230592,DA,2,2.0,1.6,0.0,4.4,0.2,18.0,15.3,3.09,1.65,0.46,3.34,1.37
109505901,6316480480922301312,DA_MS:,2,2.0,1.9,15.4,29.3,3.9,5.2,-37.49,1.43,1.19,-2.58,24.28,3.37
109842201,6373882242093439232,DB,2,2.0,-15.4,2.0,35.0,1.4,17.6,1.17,17.09,2.65,4.68,0.92,0.48
110058501,6405328137208261376,DA,2,2.0,1.5,0.3,7.2,0.6,9.2,19.74,6.17,0.72,0.76,0.61,0.2
110665601,6473590281530879104,DC:,2,2.0,-3.0,2.0,34.2,1.4,16.6,-1.25,25.66,6.54,-1.58,4.54,2.04
111930501,6655404287348972928,DA,3,3.0,1.4,6.8,40.3,2.1,11.0,18.31,0.57,0.33,1.14,8.97,1.37
111939401,6655915942507280512,DA,2,2.0,-3.4,4.6,58.3,2.1,19.0,3.61,0.71,1.06,-0.68,0.33,0.57
112078601,6667696969081244928,DC:,2,2.0,-5.3,3.8,47.2,1.9,17.0,-3.33,1.62,1.34,0.28,4.43,1.67
115989401,213676551419872256,DA,2,2.0,0.1,2.7,8.3,1.7,3.3,9.35,7.69,0.47,-0.41,434.4,3.33
116704901,315720881266535168,DA,2,2.0,-3.9,2.4,33.6,1.5,15.4,20.79,8.98,2.86,0.46,46.71,5.14
117179801,382731618150879616,DA,2,2.0,-20.1,7.5,77.2,2.7,19.7,21.68,4.29,1.82,1.8,0.55,0.5
117498101,418507802378689024,DZ/DA,3,3.0,-1.5,19.8,49.6,4.2,7.6,0.33,30.08,2.38,-0.61,4.12,1.4
117522401,420670095068644992,DA_MS,3,3.0,-16.1,29.6,86.4,3.3,15.3,5.99,17.19,6.85,-1.49,7.29,3.08
54394901,422688489185463680,DB,6,6.0,63.2,549.9,859.3,17.0,19.4,-1.09,23.64,3.15,5.32,75.73,2.42
55220201,507988498188833920,DA_MS:,2,,,,,,,-18.03,414.35,11.9,-3.08,28.19,2.23
55249901,509974044396024064,DA:,3,3.0,0.8,0.2,4.6,0.4,8.4,-4.52,32.15,2.54,-0.9,5.03,0.6
55438501,524847687935606784,DA,2,2.0,33.4,0.0,2.8,0.2,10.0,3.82,56.56,1.66,0.76,0.48,0.12
55750601,574160646994390016,DZ/DA,3,3.0,1.0,10.2,24.4,2.2,5.6,0.74,28.9,2.16,-0.14,48.45,2.25
55778801,579381093842430464,DA,7,7.0,1.5,17.5,48.6,2.1,7.5,17.38,5.11,1.17,0.49,16.08,1.35
55814301,584990046252700160,DA,2,2.0,-6.6,0.4,17.8,0.6,21.0,11.71,20.91,4.69,-3.67,31.15,4.45
55890801,598004067742089216,DA,2,2.0,-4.2,0.9,22.9,0.9,17.5,8.72,1.64,0.69,0.2,1.14,0.47
56245601,656318969023875584,DAO/DA,2,2.0,-5.4,1.6,28.0,1.3,15.5,10.34,0.46,0.63,0.03,2.55,1.12
56383001,672860915305611776,DA,7,7.0,-2.4,10.4,57.4,2.2,12.6,18.25,50.12,13.47,1.7,8.07,4.16
56444601,680750701508813312,DA,2,2.0,0.6,0.1,6.0,0.4,11.0,15.51,0.83,0.93,1.08,0.03,0.15
56585701,703755340917141888,DA,2,2.0,-1.9,1.0,9.9,1.0,7.0,20.21,0.27,0.09,1.02,0.07,0.04
56913601,765316271104730240,DA,2,2.0,-22.9,7.0,94.3,2.6,25.3,4.23,37.99,2.66,0.6,52.04,2.44
57496601,870048846755910912,DA/DZ,2,2.0,0.0,0.0,0.2,0.0,6.3,1.9,25.15,0.89,0.01,2.17,0.21
57591101,880335598371585152,DA/DC,5,5.0,192.0,432.7,606.3,14.3,28.1,-1.36,11.68,5.13,-0.27,10.5,3.26
57746701,895605718936225664,DC,10,10.0,189.7,752.0,866.3,9.7,38.9,-0.45,4.92,2.99,0.07,6.11,2.63
58826701,1049948156152525696,DA,3,3.0,5.4,6.1,28.4,2.5,11.0,4.24,270.43,3.54,0.23,60.02,1.3
60729601,1350517492310907392,DC,2,,,,,,,0.57,31.87,1.39,-0.05,5.08,0.44
60794401,1359000774273803648,DA,2,2.0,7.8,3.4,33.8,1.8,12.8,12.35,6.16,1.91,0.72,2.53,0.94
61021401,1392813368168088448,DZ:,7,7.0,1.6,45.5,51.6,5.7,3.0,1.32,19.85,0.87,-0.2,20.91,0.64
61601401,1488308907978071552,DA,11,11.0,2.3,21.7,96.2,3.4,17.9,19.63,145.35,7.81,0.91,11.9,3.06
61988401,1561096195484266496,DA,2,2.0,-18.2,12.1,65.4,3.5,13.3,16.14,0.01,0.06,1.12,8.02,1.27
62073601,1577137009276618496,DA:,12,12.0,-1.3,48.1,18.2,2.4,2.2,3.42,25.13,1.64,0.05,1.97,0.3
62199901,1600770560747688576,DA,4,4.0,12.5,23.2,123.8,4.6,18.3,17.59,9.75,4.68,0.74,2.97,1.9
62373101,1631669453120152192,DA,2,2.0,6.3,1.5,25.8,1.2,14.1,17.9,19.43,1.5,0.99,0.02,0.04
62388701,1634315496572685696,DA,3,3.0,10.7,1.0,19.7,1.0,17.2,18.57,0.52,0.35,0.46,12.31,1.46
62437001,1642368869489851136,DC_MS/CV,3,3.0,-5.3,3.7,14.0,0.9,5.7,-38.78,64.5,6.72,-2.89,4.66,1.42
62518701,1656666849976401408,DA,2,2.0,-4.4,0.0,4.9,0.2,21.0,15.14,3.11,1.64,-0.25,7.7,2.05
62579101,1667771363366053632,DA,5,5.0,0.9,11.1,90.9,2.1,21.4,19.95,8.65,3.52,0.93,10.49,3.22
62784401,1706601548510988416,DC_MS/DA_MS,6,6.0,4.5,17.5,51.1,3.6,11.6,-24.56,57.69,3.67,-1.62,59.84,2.73
63287601,1776798356556444416,DA,2,2.0,-5.8,5.0,67.6,2.2,21.4,6.59,20.29,4.47,0.28,2.52,1.16
63300901,1778841932060733568,DA,2,2.0,-2.7,7.9,39.3,2.8,9.7,20.33,7.44,1.07,0.68,4.98,0.73
63441001,1797472370615364992,DA,2,2.0,1.9,1.2,15.6,1.1,9.9,6.63,12.1,1.23,-0.04,0.3,0.16
