sdss_id,n_vis,chi2r,dv,dv_sig,vis,gaia,cls,g_mag,MG,bprp,dr19
70574814,8,2.72,101.6,2.1,59198:+8±23 59199:-15±15 59219:+4±10 60230:-20±42 60278:+82±24 60281:-2±29 60620:+64±45 60635:+51±18,2590671290230841600,DA,19.05086,10.744842125332552,-0.3051199999999987,False
70816308,12,3.66,107.7,3.4,59159:+16±35 59163:-55±23 59164:+16±10 59199:-60±16 59200:-54±21 59793:+28±19 59820:+10±15 59872:-16±31 60226:-45±25 60527:+48±27 60528:-2±39 60607:+24±16,2640934536581822080,DA,19.22888,11.625872523381208,0.1276399999999995,False
70817561,13,4.42,177.8,3.8,59159:+16±29 59163:-5±31 59164:-1±19 59199:+16±16 59200:+13±12 59793:+16±20 59820:-24±10 59872:+124±25 60226:+93±23 60492:-42±40 60527:-10±24 60528:-54±39 60607:-12±18,2641195464435220736,DA,19.02396,11.715293141556176,-0.0298699999999989,False
70824007,7,2.03,125.4,2.8,59189:+3±10 59190:+0±13 59844:+3±10 59897:-80±25 60228:+6±18 60606:+7±16 60667:+45±37,2642481485019256064,DA,18.49582,10.567157736678505,-0.3005299999999984,False
70827557,3,4.24,67.4,2.8,59165:-25±16 59191:-8±23 59192:+42±17,2643225545153702400,DA,17.88586,9.277068731268312,-0.4543500000000016,True
71012123,15,1.64,84.3,2.8,59168:-2±15 59169:+9±14 59379:+5±12 59380:+50±25 59381:-23±14 59382:+16±12 59820:-7±29 59874:-10±18 59882:-12±12 60221:-12±22 60475:-2±19 60477:+24±16 60557:+56±28 60558:+12±13 60620:-29±12,2678341330908264960,DA,18.62671,11.55252638476131,0.036450000000002,False
71012975,11,0.53,64.2,1.8,59168:+5±10 59169:-6±11 59379:-1±17 59380:+12±41 59381:+4±12 59382:-11±16 59820:+0±22 59874:-13±14 59882:+14±21 60558:+7±28 60620:-50±29,2678482377634459776,DA,18.58808,11.311345395434993,-0.0982999999999982,False
71015355,5,1.51,50.8,1.9,59383:+17±15 59385:-2±20 59386:-27±22 59845:+24±16 60617:-22±20,2678951147544822272,DA,19.31241,12.355957768725542,-0.1778600000000025,False
71016659,11,1.0,111.2,2.1,59168:-6±11 59169:+4±23 59379:+9±22 59381:-84±47 59382:-29±30 59820:+3±45 59874:+27±24 59882:+1±38 60221:-24±16 60477:-42±32 60558:+18±20,2679196544796422656,DA,19.29313,11.100581154162915,0.0083599999999997,False
71060560,6,0.63,51.7,1.6,59789:+54±26 59793:+6±17 59844:+2±17 60462:+4±19 60464:+7±18 60605:+6±43,2686054920373407104,DA,19.04347,9.71954524076947,-0.4378300000000017,False
71066968,10,2.47,170.1,3.0,59159:+1±23 59370:+13±20 59373:+74±21 59374:+94±46 59375:-76±35 59793:-12±28 59844:+2±38 59846:+27±23 60464:+55±60 60606:-45±44,2686814889066259584,DA,19.50072,12.114164151071952,0.0455499999999986,False
71070013,5,1.16,39.3,1.7,59373:+11±21 59374:-14±14 59375:+24±16 59846:+25±18 60606:-9±39,2686878626381852160,DA,19.06709,10.283347104893942,-0.28444,False
71071790,7,3.63,146.5,3.6,59373:-4±20 59374:+20±32 59375:-33±13 59820:-113±24 59846:+22±34 60605:-56±50 60606:+34±33,2687089526455089024,DA,19.2298,11.797850098031503,0.1023999999999993,False
71074835,5,3.37,70.2,3.1,59373:+54±16 59374:+13±15 59375:-16±16 59820:-12±11 60605:+5±47,2687469476441903744,DA,19.23438,11.19199386149976,-0.1113500000000016,False
71077769,3,6.58,46.8,3.3,59847:-20±10 60604:+22±10 60605:-25±10,2687768066863960576,DA,15.53602,11.457193779062006,0.2637700000000009,False
71081342,5,2.86,74.7,2.8,59373:+13±17 59374:-61±21 59375:-17±15 59820:+10±10 60605:-3±45,2688159351269009536,DA,19.38838,12.087148735141763,0.3065999999999995,False
71088242,3,3.01,95.3,1.8,59371:-1±14 59797:+74±29 59817:-22±46,2688914440880112896,DA,18.58916,9.97067611635232,-0.4349300000000013,False
71189072,7,2.48,72.8,2.7,59168:+23±12 59169:-12±10 59379:+48±19 59380:-8±25 59381:+23±17 59382:-24±18 59882:-9±18,2703293166752533888,DA,18.79614,11.919928512027145,0.1488300000000002,False
71371441,10,1.48,88.4,3.4,59201:-16±22 59202:+3±13 59846:-20±13 59847:+32±41 59874:+6±31 59879:+4±11 60210:+68±22 60212:-3±16 60255:+28±33 60678:+4±30,2738789147308719872,DA,19.13906,11.52154362358407,0.0175600000000031,False
71509571,3,1.47,29.6,1.7,60582:-16±12 60583:-8±19 60584:+14±13,2767543609757989248,DA,18.50253,11.757954325572753,0.0442900000000001,False
71688753,5,0.93,52.5,1.8,60235:+14±26 60236:-5±22 60565:+42±27 60566:-1±14 60587:-11±10,2802299210966915840,DA,18.44733,11.842554290458567,0.2942500000000017,False
71715793,9,2.48,240.1,3.7,59227:+5±10 59906:-6±28 60223:-24±39 60225:+19±50 60286:+4±11 60498:+33±20 60523:+216±51 60674:-21±38 60675:+10±14,2806739000264778880,DA,19.22178,11.718457595806024,0.187190000000001,False
71723624,6,2.33,112.8,2.3,59227:-44±20 59906:-6±21 60286:+22±18 60498:+22±23 60523:+69±44 60527:+35±20,2807914996670172928,DA,19.16946,13.848552832738816,0.524090000000001,False
71726613,11,3.22,218.3,2.8,59227:-17±10 59906:+43±19 60223:+40±18 60225:-61±55 60286:+37±23 60496:+157±54 60498:-33±28 60527:+9±12 60610:+32±12 60674:-16±15 60675:-6±23,2808358477813341184,DA,18.87559,10.30666838606344,-0.1992999999999973,False
71728037,3,1.31,28.5,1.6,60253:+6±10 60589:+4±10 60638:-22±15,2808593876380750080,DA,19.16106,12.225424654580216,0.2425800000000002,False
71856460,10,0.8,49.0,1.8,59166:-0±10 59195:-26±18 59197:+1±10 59826:+23±22 59896:+9±25 60222:-3±10 60464:+7±13 60465:-2±12 60548:+21±11 60609:-1±18,2831697712353381376,DA,17.60989,13.883402407928369,0.6504699999999985,False
71865529,2,3.08,51.1,1.8,60578:-28±26 60580:+23±14,2833313337315476992,DA,18.16968,7.188715366616833,-0.3962900000000005,False
71910066,2,0.02,2.3,0.1,59188:+6±12 60608:+3±12,2841114681552183936,DA,19.85601,12.98520112895788,0.322770000000002,False
74329443,4,2.9,96.7,2.2,59202:+43±12 59206:-37±41 59225:-54±42 59226:+13±16,3075372059120364288,DA,19.15251,10.00416774513936,-0.3446800000000003,False
74330213,4,5.57,100.8,3.9,59200:+63±18 59202:+36±15 59206:+43±38 59225:-38±19,3075454522492869376,DAH,18.10184,11.847387296412895,-0.0626099999999993,False
74359180,4,1.27,77.9,1.5,59204:-14±20 59205:+12±23 59278:-58±31 59279:+20±40,3078636990179231104,DA,18.42316,8.426475477461544,-0.4699199999999983,False
74563974,2,9.95,62.6,3.2,59902:-30±15 59904:+33±13,3095806242204017152,DA,18.8666,8.839512442245656,-0.3136800000000015,True
74638069,3,2.17,42.3,2.0,59273:-14±13 59275:-4±10 59293:+28±16,3101646852271141248,DA,17.69828,10.958940953524108,-0.3163100000000014,False
74647907,4,0.82,30.5,0.8,59273:+8±12 59274:+19±37 59275:+7±10 59293:-11±10,3102457123623043072,DA,17.00067,11.220541231302793,0.0562399999999989,True
74709777,2,3.95,101.4,2.0,59272:+316±32 59325:+214±40,3107374277060584064,DA:,17.27092,8.566814874587688,-0.345089999999999,False
74988302,3,3.5,47.2,2.4,59209:+7±10 59210:+28±17 59219:-19±10,3126919298834022528,DA,17.61188,10.11933369631424,-0.04326,True
75033977,2,1.65,26.8,1.3,59210:-15±15 59238:+12±14,3130208655368035200,DA,18.97565,10.754407094159276,-0.0839300000000022,False
75043100,4,0.78,40.1,1.5,59191:-17±12 59206:-38±23 59208:-6±53 59884:+2±15,3131014253793427328,DA,19.0996,11.473396149158551,-0.1397700000000021,False
75536894,8,38.37,629.0,12.3,59186:+53±27 59209:+4±14 59210:+30±29 59211:-42±36 59212:+195±29 59302:+1±17 60355:+442±29 60371:-188±42,3168889066411928192,DA,18.1711,8.6419195213634,-0.4168100000000017,False
75537046,5,2.43,77.1,2.3,59209:+11±16 59210:-42±15 59302:+30±72 60355:-40±32 60371:+35±29,3168900744426560384,DA,19.42095,11.242796801875825,-0.3268599999999999,True
75537110,9,3.59,75.5,4.2,59186:+21±12 59208:+25±10 59209:-3±11 59210:+4±10 59211:-6±10 59212:-16±10 59302:+14±10 60355:-51±15 60371:-17±10,3168905043690276992,DA,16.48415,9.661109258201837,-0.1507600000000017,True
75537675,5,0.89,47.8,1.5,59209:-4±24 59210:+15±13 59211:-25±26 59302:-33±29 60371:+1±25,3168951493760248576,DA,19.18337,10.4687254884979,-0.2039299999999997,False
75538685,5,3.01,108.0,2.5,59209:+25±15 59210:-26±15 59302:-38±28 60590:-83±40 60591:+16±23,3169048113344282368,DA,19.26913,10.727436950021785,-0.3459400000000023,False
75542449,4,16.78,190.0,5.8,59208:-380±29 59209:-227±16 59212:-239±19 59302:-417±28,3169390443714868352,DA,17.27317,7.471055488766801,-0.565769999999997,False
75633536,2,6.0,66.0,2.4,60349:+41±25 60580:-25±10,3184982476372247168,DA,18.36339,13.256428071343125,0.2905000000000015,False
75637719,2,136.79,165.4,11.7,60346:+84±10 60580:-81±10,3185643733834595456,DA:,17.73532,7.814245191637173,0.0426099999999998,False
75657113,3,1.43,38.3,1.5,60233:+11±18 60234:+6±13 60239:-27±18,3188185323680381952,DAO,17.09952,8.229945740829395,-0.5357300000000009,False
75806002,5,3.19,80.3,3.4,59209:+2±13 59210:-9±26 59935:-45±20 59938:+14±26 59939:+35±12,3212106397437585152,DA,19.21311,11.40308610209852,-0.0898099999999999,False
75813762,2,0.75,13.8,0.9,59910:+7±12 59912:-7±10,3213022118825045888,DA,17.86824,11.591337014607426,-0.0260700000000007,True
75814798,3,1.69,26.0,1.8,59871:-14±10 59872:-1±10 59878:+12±10,3213108224329909248,DA,17.7727,11.647384484668455,-0.0162099999999973,True
75814972,3,1.61,28.9,1.5,59871:+18±17 59872:-11±10 59878:+11±11,3213127912460143360,DA,18.79663,11.585940357834687,0.084389999999999,True
75816443,2,0.0,1.7,0.1,59872:-2±26 59878:-4±10,3213275251314965632,DA,18.97262,12.355970099682828,0.0961199999999991,True
75818886,2,0.03,6.2,0.2,59210:+19±19 59266:+26±29,3213648703013478784,DZ/DA,19.20067,12.53847779813823,0.1221800000000001,False
75840003,3,0.71,15.1,1.1,59187:-5±10 59215:+9±10 59216:-6±10,3216701840645661440,DA,18.64008,11.056741038858084,-0.0301299999999997,True
75907687,3,0.9,34.6,1.3,59871:-25±21 59872:+1±10 59878:+10±16,3225464231060779904,DA,19.37925,10.374915877436026,-0.3258699999999983,True
75916253,3,0.53,20.5,0.8,60226:+5±16 60228:-9±10 60229:+11±22,3226472517584308224,DA,18.78443,10.87098200663983,-0.1684199999999975,False
75971654,2,6.06,34.8,2.5,59936:-24±10 59937:+11±10,3233555915086790400,DA,17.76166,11.62384067055913,-0.0295899999999988,True
76017659,4,0.95,23.6,1.7,59964:+3±25 59992:-11±10 59994:+9±32 60609:+13±10,3238690771828203520,DA,17.47528,9.746436929877229,-0.2565299999999979,True
76018063,3,97.1,461.7,13.9,59964:+10±22 59992:-7±11 59994:+455±31,3238737943451688448,DA,18.61163,9.318786361875205,-0.3295200000000022,False
76102766,2,1.12,31.7,1.1,59905:+9±13 59906:-22±27,3252609416507834496,DA,18.03615,12.168544487168036,-0.0793100000000031,True
76151637,2,0.2,7.7,0.4,59967:+15±11 60233:+7±14,3263784268576511232,DA,18.44795,9.373167745565652,-0.3957499999999996,False
77074793,9,0.48,55.5,1.6,59190:-2±10 59215:+26±22 59216:-26±28 59217:-1±30 59296:+2±26 59300:-30±26 59301:+0±15 60585:-0±21 60586:+5±12,3376639035406977024,DA,18.35968,11.27541305070526,0.1350599999999993,False
77080289,3,0.32,30.3,0.6,59190:-0±22 59296:-16±15 59301:+14±46,3377073136339768960,DA,18.40472,11.531817338475152,-0.0833900000000014,False
78719084,12,5.12,403.2,4.4,59245:+26±26 59246:-72±18 59247:+17±33 59249:-15±26 59250:+5±14 59276:-22±33 59278:+134±99 59279:+74±55 59355:+16±28 59360:-268±47 59362:+11±14 59382:+135±79,3608291395049708288,DA,18.6162,11.073213698639217,-0.0655800000000006,False
78719363,9,5.02,262.6,3.9,59245:+27±40 59249:+26±32 59250:-9±12 59276:-96±61 59278:-39±40 59279:-25±35 59355:-15±23 59362:+67±48 59382:+166±29,3608368292144373248,DA,19.11837,11.364566778692414,-0.0218400000000009,False
78719846,11,6.18,225.5,4.3,59245:-4±35 59246:+98±28 59249:+36±23 59250:+65±19 59276:+21±74 59278:-91±27 59279:-43±21 59355:+11±15 59360:-127±44 59362:-33±14 59382:+55±27,3608497690919045376,DA,18.80791,8.983907605575508,-0.3566900000000004,False
78780631,14,18.08,162.4,7.1,59245:+46±10 59246:-38±15 59267:-41±10 59268:+46±10 59269:-9±10 59270:-41±10 59271:+63±22 59272:-21±10 59273:-69±21 59304:-24±31 59305:-35±10 59324:+19±10 60380:+94±10 60381:-53±11,3620282325265021824,DA,17.07652,8.422904099872309,-0.4094100000000011,True
78849924,16,3.22,132.8,3.5,59245:-10±21 59246:-106±34 59267:-10±14 59268:-14±12 59269:-17±10 59270:-36±13 59271:-70±22 59272:-46±16 59273:-16±43 59304:+10±45 59305:-21±50 59324:+18±10 60380:+27±15 60381:+18±30 60407:-6±25 60408:+26±12,3632582664923446144,DA,18.19985,11.591090791802504,-0.0694799999999986,False
78937310,3,139.5,485.3,16.6,60024:-481±26 60025:-38±27 60459:+4±14,3646912496889350784,DA:,18.69085,13.05561389158996,0.2601000000000013,False
78960022,6,6.9,125.5,4.0,59645:-30±19 59651:-21±11 60033:+7±23 60049:+54±17 60050:-68±26 60411:+58±16,3650678977049516416,DA,19.35583,11.04221559465968,2.999999999886427e-05,False
78996065,7,10.34,95.7,6.4,59284:+22±14 59289:+55±10 59314:+39±15 59315:+33±21 59347:-37±15 59375:-41±11 60061:-18±11,3656509794586217984,DA,17.37267,13.003603122205815,0.7576500000000017,True
79071635,4,15.21,143.6,6.2,59351:+21±14 59352:-15±14 60109:+69±12 60473:-74±20,3669445716389952768,DA,19.16694,12.628522724323467,0.5091800000000006,True
79074531,2,12.87,63.6,3.6,59351:-49±15 59352:+15±10,3669978532853514368,DA,18.38223,11.099470249562048,0.1562200000000011,True
79656448,4,4.53,82.0,3.6,60347:+26±13 60348:-56±18 60432:-16±31 60433:-17±26,3776869995288571648,DA,18.67912,13.529920726314216,0.5747500000000016,False
79706674,3,2.08,42.8,1.9,60025:-7±10 60026:+30±17 60028:-13±14,3787051507322103296,DA,18.59526,10.899512517904096,-0.1556800000000002,False
79882793,6,0.7,44.7,1.6,60350:-10±28 60351:+29±18 60458:-4±16 60459:+19±44 60460:+12±14 60462:-16±22,3821816828041213696,DA,18.79015,11.618798348921144,-0.0275500000000015,False
79959326,5,1.71,69.8,2.5,60651:+2±15 60669:+11±27 60681:-24±15 60699:-7±17 60700:+46±23,3836228921515794432,DA,18.57359,8.077766839526184,-0.3954100000000018,False
80014892,8,1.67,71.6,1.5,59292:+17±11 59306:-28±13 59315:-13±38 59316:+9±13 59342:+27±30 59345:+36±21 59910:-36±43 59913:-0±10,3845681521764206848,DA,18.41447,11.590581435944276,-0.1178600000000003,False
80015881,6,2.76,79.1,3.2,59309:-1±13 59310:+24±14 59314:-30±19 59315:-16±27 59316:+27±25 59913:+49±15,3845846620306924928,DA,19.6538,12.864451556962992,-0.0374799999999986,False
80025157,7,19.74,138.9,9.8,59281:+28±10 59284:+44±10 59317:-13±10 59318:-95±10 59339:+0±10 59340:+5±10 59665:-11±10,3847702561575679232,DA,17.12508,11.446804035002948,0.2668700000000008,True
80025249,8,12.26,217.9,5.3,59280:-40±19 59281:+85±20 59284:+154±39 59317:-64±14 59318:+97±40 59339:-0±10 59340:+54±13 59665:-52±26,3847716202391406976,DA,18.81678,11.140611851799571,0.0213999999999998,True
80032943,2,0.0,1.0,0.0,59666:+2±20 60030:+1±19,3849230779658154368,DA/DC,19.27662,13.619053971937683,0.5869700000000009,False
80039821,8,9.99,352.6,7.9,59280:-11±11 59281:+27±28 59284:-241±38 59317:+19±12 59318:+112±24 59339:+2±12 59340:-5±21 59937:-15±10,3850671414769052544,DA,19.124,11.763858946387227,0.0345399999999997,False
80045442,9,2.49,251.8,3.2,59281:+34±20 59284:-29±21 59292:-19±15 59306:+1±17 59315:-194±74 59316:+58±23 59317:+17±20 59345:+21±65 59937:-6±14,3851754124483964160,DA,19.56406,11.49723782007086,-0.182780000000001,False
80131393,2,24.1,69.4,4.9,59690:-49±10 60053:+20±10,3868927607051816320,DA,16.39218,9.575178576467678,-0.2326499999999995,True
80183977,4,1.52,45.6,2.0,59939:-6±20 60045:+4±15 60051:-28±14 60412:+18±18,3880307616823611264,DA,18.51216,9.464472635935351,-0.409559999999999,False
80361379,23,0.56,216.8,1.9,59210:+2±13 59211:+16±62 59212:-18±19 59214:-159±91 59215:-9±14 59216:+10±28 59217:+58±67 59220:+3±22 59221:+5±29 59238:+9±15 59247:-18±16 59248:+8±11 59250:-10±12 59265:+6±15 59267:+6±17 59268:-15±25 59269:+19±28 59270:-5±15 59271:+20±19 59275:-6±18 59276:-17±17 59277:+12±15 59278:-2±12,3915026861134449664,DA,17.67168,12.783885782474286,0.1540099999999995,True
80362460,14,1.55,143.4,2.9,59210:+1±18 59215:+6±59 59216:-11±37 59221:+63±27 59248:+21±13 59250:-40±28 59265:+8±25 59267:-53±39 59268:+22±28 59269:+3±20 59270:-39±45 59275:-4±41 59276:+90±31 59278:-12±23,3915274801006020352,DA,19.65984,11.618806571327063,0.0661200000000015,False
80888529,5,1.83,39.5,2.1,59293:+10±10 59311:-20±10 59312:+20±16 59339:-7±10 59340:-19±18,4018868591847502208,DA,16.87065,13.343302969872044,0.4379300000000015,False
87981572,2,26.14,72.3,5.1,60088:+37±10 60095:-36±10,4311400051373576704,DA,16.6456,9.252287627890835,-0.1800099999999993,True
88305178,5,0.88,46.6,1.6,59363:-2±14 59364:-33±25 59365:+14±14 59366:-2±10 59367:-16±15,4323058787298127360,DA,18.5688,11.637825239698524,-0.0435300000000005,True
88661950,8,1.39,89.4,1.5,59335:+8±17 59336:+53±47 59337:-26±22 59362:-36±36 59363:-32±22 59364:+33±46 59367:+6±21 59674:+50±29,4383188741759940864,DA,18.72876,11.29885951834337,-0.1375100000000024,False
88664290,8,18.27,504.8,5.9,59336:-17±33 59337:-1±19 59362:+30±28 59363:-2±14 59387:-352±45 59391:-53±34 59671:+113±73 59674:-392±46,4383429436022986880,DA,18.61313,8.501422052540958,-0.3247600000000012,False
89637596,2,1.03,19.4,1.0,60114:+7±13 60117:-12±14,4499747286524365184,DA,18.707,11.658881030385398,-0.106150000000003,False
89925262,4,1.21,38.4,1.8,59355:+8±10 59357:+8±10 60580:+0±16 60581:-30±19,4521195940900323456,DA,18.1912,11.396252086479084,0.0104299999999994,False
92234153,5,3.28,122.6,3.2,60227:+44±36 60228:-44±21 60561:+79±33 60579:-0±19 60580:+31±22,4721902678903465600,DA,18.65131,7.261936514336011,-0.3876200000000018,False
92531287,3,7.8,168.4,3.9,60599:-147±42 60600:-1±14 60624:+22±12,4764526419681780864,DA,17.44254,12.489743484913472,0.2657299999999978,False
94871441,3,14.15,142.5,5.2,60638:-133±25 60645:+3±10 60646:+9±10,5174047733128196992,DA,18.57051,11.711125813562468,-0.0998400000000003,False
