sdss_id,mjd,in_stack,xcsao,line,rv,e_rv,snr
71066968,59846,True,49.6,Hg,49.1,62.1,4.5
71066968,60263,True,270.7,Hg,21.8,27.6,5.1
71066968,60464,True,-159.3,Hg,115.3,44.4,3.7
71066968,60606,True,314.5,Hg,-42.8,36.5,4.7
71071790,59373,True,204.0,Ha,23.1,27.9,8.1
71071790,59374,True,158.0,Ha,-553.4,34.5,6.4
71071790,59375,True,-65.8,Ha,-42.5,27.0,8.0
71071790,59820,True,87.2,Ha,59.9,24.4,5.2
71071790,59846,True,70.4,Ha,328.9,31.3,3.2
71071790,60605,True,-11.5,Ha,-106.2,34.0,7.2
71071790,60606,True,597.5,Ha,97.3,44.2,3.6
71071790,59373,True,204.0,Hb,7.8,10.1,8.1
71071790,59374,True,158.0,Hb,-12.2,15.7,6.4
71071790,59375,True,-65.8,Hb,-7.9,20.2,8.0
71071790,59820,True,87.2,Hb,-88.3,29.3,5.2
71071790,59846,True,70.4,Hb,55.5,30.6,3.2
71071790,60605,True,-11.5,Hb,-6.5,24.6,7.2
71071790,60606,True,597.5,Hb,-13.3,21.1,3.6
71071790,59373,True,204.0,Hg,-43.6,24.2,8.1
71071790,59374,True,158.0,Hg,52.6,31.3,6.4
71071790,59375,True,-65.8,Hg,-48.2,21.6,8.0
71071790,59820,True,87.2,Hg,-137.2,28.7,5.2
71071790,59846,True,70.4,Hg,-11.8,32.9,3.2
71071790,60605,True,-11.5,Hg,82.5,19.7,7.2
71071790,60606,True,597.5,Hg,17.2,19.4,3.6
67323885,59303,True,189.8,Ha,17.8,19.3,9.7
67323885,59304,True,20200.4,Ha,-700.0,,7.6
67323885,59305,True,-589.2,Ha,-15.3,27.2,6.7
67323885,59303,True,189.8,Hb,22.6,22.7,9.7
67323885,59304,True,20200.4,Hb,-700.0,,7.6
67323885,59305,True,-589.2,Hb,14.0,26.3,6.7
67323885,59303,True,189.8,Hg,21.8,30.4,9.7
67323885,59304,True,20200.4,Hg,-700.0,,7.6
67323885,59305,True,-589.2,Hg,32.4,24.9,6.7
71060560,59159,True,344.5,Ha,481.9,23.7,6.6
71060560,59789,True,-135.3,Ha,-234.7,53.2,6.0
71060560,59793,True,319.8,Ha,-483.1,22.1,10.1
71060560,59844,True,463.1,Ha,6.8,30.1,6.9
71060560,60462,True,-303.8,Ha,-32.2,23.7,5.1
71060560,60464,True,-319.0,Ha,277.7,38.6,7.7
71060560,60604,False,317.5,Ha,9.0,29.0,8.4
71060560,60605,True,-202.2,Ha,-700.0,,6.6
71060560,59159,True,344.5,Hb,318.7,28.5,6.6
71060560,59789,True,-135.3,Hb,73.9,37.2,6.0
71060560,59793,True,319.8,Hb,-10.3,13.5,10.1
71060560,59844,True,463.1,Hb,-10.3,17.1,6.9
71060560,60462,True,-303.8,Hb,33.1,45.8,5.1
71060560,60464,True,-319.0,Hb,12.1,29.7,7.7
71060560,60604,False,317.5,Hb,0.6,20.8,8.4
71060560,60605,True,-202.2,Hb,-36.8,23.2,6.6
71060560,59159,True,344.5,Hg,-93.6,27.4,6.6
71060560,59789,True,-135.3,Hg,34.2,37.7,6.0
71060560,59793,True,319.8,Hg,23.3,17.7,10.1
71060560,59844,True,463.1,Hg,10.6,29.2,6.9
71060560,60462,True,-303.8,Hg,10.3,23.1,5.1
71060560,60464,True,-319.0,Hg,1.7,21.9,7.7
71060560,60604,False,317.5,Hg,9.2,26.1,8.4
71060560,60605,True,-202.2,Hg,49.8,36.8,6.6
55813454,59874,True,261.8,Ha,-539.3,34.3,5.4
55813454,59878,True,358.2,Ha,-69.7,32.0,7.6
55813454,59999,True,113.5,Ha,53.7,23.5,7.9
55813454,60000,True,42.0,Ha,-4.5,15.1,14.2
55813454,59874,True,261.8,Hb,20.6,36.2,5.4
55813454,59878,True,358.2,Hb,67.5,17.4,7.6
55813454,59999,True,113.5,Hb,-7.3,24.8,7.9
55813454,60000,True,42.0,Hb,-26.3,13.5,14.2
55813454,59874,True,261.8,Hg,-59.5,37.1,5.4
55813454,59878,True,358.2,Hg,-8.6,22.4,7.6
55813454,59999,True,113.5,Hg,25.4,21.8,7.9
55813454,60000,True,42.0,Hg,5.6,12.1,14.2
74709777,59272,True,74.7,Ha,6.7,9.9,20.1
74709777,59273,False,72.9,Ha,-611.8,25.1,4.0
74709777,59324,False,137.4,Ha,-12.4,40.9,17.7
74709777,59325,True,-400.2,Ha,472.4,18.6,8.7
74709777,59272,True,74.7,Hb,284.3,28.6,20.1
74709777,59273,False,72.9,Hb,290.9,44.7,4.0
74709777,59324,False,137.4,Hb,-37.9,43.5,17.7
74709777,59325,True,-400.2,Hb,232.4,53.6,8.7
74709777,59272,True,74.7,Hg,347.5,25.7,20.1
74709777,59273,False,72.9,Hg,-16.8,18.1,4.0
74709777,59324,False,137.4,Hg,-26.8,32.4,17.7
74709777,59325,True,-400.2,Hg,196.5,59.9,8.7
116633596,60255,True,318.5,Ha,-16.1,24.3,5.3
116633596,60579,True,77.7,Ha,-371.4,40.3,10.5
116633596,60580,True,460.3,Ha,-333.9,50.7,9.9
116633596,60591,True,-440.9,Ha,369.6,25.2,8.7
116633596,60615,True,373.1,Ha,76.7,37.7,19.6
116633596,60255,True,318.5,Hb,22.8,38.4,5.3
116633596,60579,True,77.7,Hb,-100.5,23.8,10.5
116633596,60580,True,460.3,Hb,-32.8,46.8,9.9
116633596,60591,True,-440.9,Hb,-554.1,29.1,8.7
116633596,60615,True,373.1,Hb,28.3,28.9,19.6
116633596,60255,True,318.5,Hg,49.0,43.8,5.3
116633596,60579,True,77.7,Hg,-37.6,30.0,10.5
116633596,60580,True,460.3,Hg,-52.4,21.4,9.9
116633596,60591,True,-440.9,Hg,-363.1,43.4,8.7
116633596,60615,True,373.1,Hg,64.6,18.5,19.6
70157686,59165,True,-58.0,Ha,-39.3,12.5,18.6
70157686,59195,True,-464.9,Ha,4.6,12.5,11.7
70157686,59196,False,-31.7,Ha,-700.0,,1.9
70157686,59197,True,99.5,Ha,22.2,32.8,9.0
70157686,59221,True,93.2,Ha,-3.7,9.2,16.6
70157686,59872,True,86.6,Ha,3.5,20.2,9.8
70157686,59935,True,-47.5,Ha,33.6,34.6,6.1
70157686,60563,True,141.2,Ha,6.7,42.7,9.2
70157686,60635,True,58.8,Ha,23.6,35.3,9.1
70157686,60704,True,-260.9,Ha,-16.3,22.5,5.9
70157686,60706,True,-420.9,Ha,-21.5,26.1,6.2
70157686,59165,True,-58.0,Hb,-5.7,10.7,18.6
70157686,59195,True,-464.9,Hb,-7.5,24.5,11.7
70157686,59196,False,-31.7,Hb,269.7,82.4,1.9
70157686,59197,True,99.5,Hb,-36.4,25.8,9.0
70157686,59221,True,93.2,Hb,29.6,14.0,16.6
70157686,59872,True,86.6,Hb,-10.5,19.0,9.8
70157686,59935,True,-47.5,Hb,1.6,42.2,6.1
70157686,60563,True,141.2,Hb,46.4,19.2,9.2
70157686,60635,True,58.8,Hb,2.0,17.4,9.1
70157686,60704,True,-260.9,Hb,23.0,46.3,5.9
70157686,60706,True,-420.9,Hb,-87.9,26.7,6.2
70157686,59165,True,-58.0,Hg,18.2,14.1,18.6
70157686,59195,True,-464.9,Hg,-47.6,20.9,11.7
70157686,59196,False,-31.7,Hg,-127.7,118.4,1.9
70157686,59197,True,99.5,Hg,56.8,27.5,9.0
70157686,59221,True,93.2,Hg,16.3,14.1,16.6
70157686,59872,True,86.6,Hg,42.3,19.5,9.8
70157686,59935,True,-47.5,Hg,-53.6,48.7,6.1
70157686,60563,True,141.2,Hg,-9.5,22.2,9.2
70157686,60635,True,58.8,Hg,-83.7,27.3,9.1
70157686,60704,True,-260.9,Hg,-36.2,32.6,5.9
70157686,60706,True,-420.9,Hg,-61.7,32.9,6.2
57464138,59245,True,5.9,Ha,7.5,14.3,8.3
57464138,59247,True,22.3,Ha,47.3,35.8,6.0
57464138,59275,True,195.8,Ha,-9.7,25.2,5.5
57464138,59276,True,161.7,Ha,-12.2,24.3,7.4
57464138,59304,True,16.4,Ha,31.0,21.6,7.0
57464138,60704,True,-2.1,Ha,-6.5,19.5,6.3
57464138,60706,True,-468.1,Ha,489.8,54.7,5.2
57464138,59245,True,5.9,Hb,26.7,26.3,8.3
57464138,59247,True,22.3,Hb,54.2,34.5,6.0
57464138,59275,True,195.8,Hb,-47.1,42.3,5.5
57464138,59276,True,161.7,Hb,-62.4,28.3,7.4
57464138,59304,True,16.4,Hb,15.1,10.2,7.0
57464138,60704,True,-2.1,Hb,0.7,30.4,6.3
57464138,60706,True,-468.1,Hb,-9.1,27.8,5.2
57464138,59245,True,5.9,Hg,37.4,39.5,8.3
57464138,59247,True,22.3,Hg,-104.4,21.3,6.0
57464138,59275,True,195.8,Hg,298.9,83.7,5.5
57464138,59276,True,161.7,Hg,-5.9,31.6,7.4
57464138,59304,True,16.4,Hg,1.8,22.4,7.0
57464138,60704,True,-2.1,Hg,45.6,33.6,6.3
57464138,60706,True,-468.1,Hg,4.8,35.1,5.2
63696185,59364,True,246.1,Ha,2.6,27.3,7.0
63696185,60438,False,-9.7,Ha,-503.0,22.2,8.0
63696185,60439,False,85.4,Ha,12.6,13.9,6.8
63696185,59364,True,246.1,Hb,-59.0,33.3,7.0
63696185,60438,False,-9.7,Hb,8.8,23.8,8.0
63696185,60439,False,85.4,Hb,26.5,17.0,6.8
63696185,59364,True,246.1,Hg,-12.2,32.2,7.0
63696185,60438,False,-9.7,Hg,35.7,29.4,8.0
63696185,60439,False,85.4,Hg,-32.1,33.8,6.8
62545898,59280,True,-398.4,Ha,35.8,27.5,8.7
62545898,59309,True,112.2,Ha,-79.3,25.0,7.3
62545898,59340,True,-50.7,Ha,-20.2,26.6,7.7
62545898,59380,True,292.0,Ha,300.1,30.5,5.2
62545898,59381,True,-359.6,Ha,-520.1,43.9,5.1
62545898,60060,True,391.7,Ha,20.2,27.7,4.4
62545898,59280,True,-398.4,Hb,-15.3,20.6,8.7
62545898,59309,True,112.2,Hb,1.8,12.8,7.3
62545898,59340,True,-50.7,Hb,4.0,20.0,7.7
62545898,59380,True,292.0,Hb,10.5,43.0,5.2
62545898,59381,True,-359.6,Hb,9.0,197.1,5.1
62545898,60060,True,391.7,Hb,-11.5,26.7,4.4
62545898,59280,True,-398.4,Hg,35.8,19.7,8.7
62545898,59309,True,112.2,Hg,-32.6,24.8,7.3
62545898,59340,True,-50.7,Hg,-27.0,17.8,7.7
62545898,59380,True,292.0,Hg,127.0,19.9,5.2
62545898,59381,True,-359.6,Hg,11.3,24.8,5.1
62545898,60060,True,391.7,Hg,-32.7,44.3,4.4
70151111,59169,True,491.9,Ha,-1.3,17.3,24.3
70151111,59201,True,5.0,Ha,-497.1,40.5,5.7
70151111,59202,True,600.4,Ha,34.7,51.3,18.2
70151111,59169,True,491.9,Hb,-15.7,20.2,24.3
70151111,59201,True,5.0,Hb,36.0,98.4,5.7
70151111,59202,True,600.4,Hb,24.4,29.1,18.2
70151111,59169,True,491.9,Hg,52.5,19.5,24.3
70151111,59201,True,5.0,Hg,-195.0,65.2,5.7
70151111,59202,True,600.4,Hg,-37.1,24.7,18.2
77435172,59186,False,-67.5,Ha,-124.8,78.4,0.8
77435172,59214,True,-7.0,Ha,138.8,76.6,5.2
77435172,59215,False,-156.2,Ha,700.0,,9.2
77435172,59216,False,417.7,Ha,-20.3,65.2,12.1
77435172,59267,False,322.1,Ha,-493.5,40.8,8.4
77435172,59268,False,309.3,Ha,-346.6,38.6,10.5
77435172,59269,False,320.4,Ha,13.3,31.5,11.8
77435172,59270,False,485.1,Ha,-13.7,34.7,7.2
77435172,59271,False,-325.4,Ha,-595.6,39.3,7.5
77435172,59272,False,-359.2,Ha,214.4,53.9,9.9
77435172,59274,False,530.6,Ha,-89.3,72.0,11.1
77435172,59186,False,-67.5,Hb,-610.3,120.6,0.8
77435172,59214,True,-7.0,Hb,212.4,50.5,5.2
77435172,59215,False,-156.2,Hb,8.5,20.9,9.2
77435172,59216,False,417.7,Hb,-31.6,50.9,12.1
77435172,59267,False,322.1,Hb,295.6,47.3,8.4
77435172,59268,False,309.3,Hb,358.9,28.6,10.5
77435172,59269,False,320.4,Hb,-4.4,22.8,11.8
77435172,59270,False,485.1,Hb,-628.1,49.5,7.2
77435172,59271,False,-325.4,Hb,-56.4,26.1,7.5
77435172,59272,False,-359.2,Hb,-375.9,19.2,9.9
77435172,59274,False,530.6,Hb,20.8,36.4,11.1
77435172,59186,False,-67.5,Hg,426.5,192.5,0.8
77435172,59214,True,-7.0,Hg,74.6,54.1,5.2
77435172,59215,False,-156.2,Hg,221.0,39.6,9.2
77435172,59216,False,417.7,Hg,48.0,30.4,12.1
77435172,59267,False,322.1,Hg,4.5,51.7,8.4
77435172,59268,False,309.3,Hg,542.5,66.9,10.5
77435172,59269,False,320.4,Hg,-644.6,42.3,11.8
77435172,59270,False,485.1,Hg,84.9,51.7,7.2
77435172,59271,False,-325.4,Hg,-533.3,62.2,7.5
77435172,59272,False,-359.2,Hg,700.0,,9.9
77435172,59274,False,530.6,Hg,-49.1,40.8,11.1
68985239,59710,False,436.5,Ha,-29.1,30.9,6.7
68985239,59711,True,109.3,Ha,460.6,29.5,10.0
68985239,59738,False,102.0,Ha,-11.2,20.4,18.0
68985239,59710,False,436.5,Hb,42.3,33.0,6.7
68985239,59711,True,109.3,Hb,-5.6,32.4,10.0
68985239,59738,False,102.0,Hb,-8.7,27.1,18.0
68985239,59710,False,436.5,Hg,363.7,36.0,6.7
68985239,59711,True,109.3,Hg,50.1,33.0,10.0
68985239,59738,False,102.0,Hg,-0.7,15.0,18.0
74638069,59273,True,-482.7,Ha,409.8,27.8,5.1
74638069,59274,False,298.7,Ha,530.8,53.2,2.7
74638069,59275,True,236.4,Ha,-2.3,9.0,14.6
74638069,59293,True,189.3,Ha,60.5,17.0,17.0
74638069,59273,True,-482.7,Hb,-14.3,20.6,5.1
74638069,59274,False,298.7,Hb,250.0,61.6,2.7
74638069,59275,True,236.4,Hb,-11.7,16.3,14.6
74638069,59293,True,189.3,Hb,17.3,14.2,17.0
74638069,59273,True,-482.7,Hg,-13.7,16.0,5.1
74638069,59274,False,298.7,Hg,-38.5,62.6,2.7
74638069,59275,True,236.4,Hg,0.8,15.2,14.6
74638069,59293,True,189.3,Hg,7.2,16.2,17.0
79712870,60053,True,370.5,Ha,142.4,30.0,6.5
79712870,60059,False,319.6,Ha,-0.9,12.5,8.0
79712870,60060,False,52.0,Ha,-481.9,25.9,5.5
79712870,60053,True,370.5,Hb,9.8,13.1,6.5
79712870,60059,False,319.6,Hb,5.0,16.9,8.0
79712870,60060,False,52.0,Hb,-48.0,24.0,5.5
79712870,60053,True,370.5,Hg,-54.7,20.7,6.5
79712870,60059,False,319.6,Hg,17.4,15.6,8.0
79712870,60060,False,52.0,Hg,11.1,22.1,5.5
68728784,59764,True,47.1,Ha,56.6,24.5,8.4
68728784,59882,True,-270.5,Ha,-23.0,13.0,12.5
68728784,60606,True,168.5,Ha,14.8,26.2,8.6
68728784,59764,True,47.1,Hb,3.8,23.8,8.4
68728784,59882,True,-270.5,Hb,-1.9,18.5,12.5
68728784,60606,True,168.5,Hb,0.5,15.5,8.6
68728784,59764,True,47.1,Hg,35.8,36.8,8.4
68728784,59882,True,-270.5,Hg,-24.9,15.9,12.5
68728784,60606,True,168.5,Hg,26.9,24.5,8.6
59563536,59248,True,168.7,Ha,362.8,32.6,7.8
59563536,59249,True,115.4,Ha,-63.8,71.6,4.4
59563536,59250,True,311.5,Ha,-286.8,37.7,4.7
59563536,59269,True,195.3,Ha,-33.8,47.2,8.2
59563536,59270,True,-26.7,Ha,-8.4,31.8,8.2
59563536,59272,True,253.7,Ha,98.6,55.2,5.6
59563536,59273,True,-399.9,Ha,-415.6,24.3,5.1
59563536,59275,False,146.9,Ha,-281.3,77.1,2.3
59563536,59276,True,-161.0,Ha,-393.1,48.7,4.1
59563536,59309,True,-0.4,Ha,15.4,18.5,12.3
59563536,59324,True,465.3,Ha,119.5,55.8,10.0
59563536,60411,False,-305.0,Ha,-77.5,85.6,2.1
59563536,60412,True,483.5,Ha,544.2,134.1,3.1
59563536,59248,True,168.7,Hb,-7.9,28.7,7.8
59563536,59249,True,115.4,Hb,-93.2,33.9,4.4
59563536,59250,True,311.5,Hb,-91.2,41.5,4.7
59563536,59269,True,195.3,Hb,-22.4,26.4,8.2
59563536,59270,True,-26.7,Hb,-7.7,30.1,8.2
59563536,59272,True,253.7,Hb,2.7,27.4,5.6
59563536,59273,True,-399.9,Hb,-2.2,39.5,5.1
59563536,59275,False,146.9,Hb,77.7,31.4,2.3
59563536,59276,True,-161.0,Hb,-49.4,68.6,4.1
59563536,59309,True,-0.4,Hb,18.4,20.7,12.3
59563536,59324,True,465.3,Hb,5.6,19.5,10.0
59563536,60411,False,-305.0,Hb,691.1,104.0,2.1
59563536,60412,True,483.5,Hb,-67.6,32.0,3.1
59563536,59248,True,168.7,Hg,7.4,23.3,7.8
59563536,59249,True,115.4,Hg,106.4,45.5,4.4
59563536,59250,True,311.5,Hg,5.3,31.7,4.7
59563536,59269,True,195.3,Hg,-52.2,22.1,8.2
59563536,59270,True,-26.7,Hg,3.5,25.5,8.2
59563536,59272,True,253.7,Hg,-187.3,48.9,5.6
59563536,59273,True,-399.9,Hg,-165.4,25.7,5.1
59563536,59275,False,146.9,Hg,22.5,48.1,2.3
59563536,59276,True,-161.0,Hg,-9.3,36.9,4.1
59563536,59309,True,-0.4,Hg,54.2,18.4,12.3
59563536,59324,True,465.3,Hg,-1.5,20.9,10.0
59563536,60411,False,-305.0,Hg,13.9,90.5,2.1
59563536,60412,True,483.5,Hg,-6.6,63.0,3.1
67324837,59303,True,186.8,Ha,3.6,10.2,9.3
67324837,59304,True,157.5,Ha,10.7,14.8,7.3
67324837,59305,True,210.0,Ha,428.7,11.6,7.1
67324837,59303,True,186.8,Hb,7.9,16.2,9.3
67324837,59304,True,157.5,Hb,5.7,19.8,7.3
67324837,59305,True,210.0,Hb,-31.5,28.8,7.1
67324837,59303,True,186.8,Hg,76.8,20.3,9.3
67324837,59304,True,157.5,Hg,3.0,10.7,7.3
67324837,59305,True,210.0,Hg,-553.8,42.0,7.1
61100167,59310,True,-239.6,Ha,48.6,36.8,4.5
61100167,59312,True,-123.6,Ha,-74.3,28.0,6.2
61100167,59342,True,28.2,Ha,89.9,25.1,7.4
61100167,59351,True,-135.4,Ha,-394.6,25.4,6.9
61100167,59370,True,-535.8,Ha,-1.7,10.4,10.0
61100167,59310,True,-239.6,Hb,-73.6,20.1,4.5
61100167,59312,True,-123.6,Hb,3.9,24.3,6.2
61100167,59342,True,28.2,Hb,-2.8,20.0,7.4
61100167,59351,True,-135.4,Hb,-19.1,21.1,6.9
61100167,59370,True,-535.8,Hb,26.0,15.2,10.0
61100167,59310,True,-239.6,Hg,-58.4,37.5,4.5
61100167,59312,True,-123.6,Hg,40.6,20.9,6.2
61100167,59342,True,28.2,Hg,-24.5,22.2,7.4
61100167,59351,True,-135.4,Hg,51.0,24.5,6.9
61100167,59370,True,-535.8,Hg,-26.3,19.9,10.0
68699100,59208,False,437.2,Ha,689.7,485.3,0.5
68699100,59209,True,144.3,Ha,-3.6,32.9,5.1
68699100,59210,True,186.8,Ha,-1.4,49.8,4.3
68699100,59898,True,202.6,Ha,542.1,28.6,6.1
68699100,60615,True,-370.1,Ha,-12.8,55.7,5.6
68699100,59208,False,437.2,Hb,-170.5,256.4,0.5
68699100,59209,True,144.3,Hb,14.9,17.7,5.1
68699100,59210,True,186.8,Hb,-40.8,28.7,4.3
68699100,59898,True,202.6,Hb,11.0,9.4,6.1
68699100,60615,True,-370.1,Hb,-41.9,18.0,5.6
68699100,59208,False,437.2,Hg,463.5,117.2,0.5
68699100,59209,True,144.3,Hg,-97.6,31.4,5.1
68699100,59210,True,186.8,Hg,42.2,45.0,4.3
68699100,59898,True,202.6,Hg,4.5,24.4,6.1
68699100,60615,True,-370.1,Hg,22.7,31.3,5.6
60441088,59314,True,-99.9,Ha,451.4,32.7,3.7
60441088,59315,True,84.3,Ha,67.7,19.4,6.3
60441088,59339,True,66.9,Ha,-248.1,23.1,8.9
60441088,59345,True,293.9,Ha,344.1,31.1,5.8
60441088,59347,True,119.7,Ha,-22.6,36.9,7.3
60441088,59352,True,556.8,Ha,-25.7,13.3,9.4
60441088,59375,True,-127.4,Ha,-233.9,43.0,6.7
60441088,60119,True,448.3,Ha,150.8,48.2,6.1
60441088,59314,True,-99.9,Hb,-13.6,37.0,3.7
60441088,59315,True,84.3,Hb,-12.6,23.0,6.3
60441088,59339,True,66.9,Hb,35.8,32.2,8.9
60441088,59345,True,293.9,Hb,-66.0,20.8,5.8
60441088,59347,True,119.7,Hb,73.0,17.8,7.3
60441088,59352,True,556.8,Hb,-1.4,18.8,9.4
60441088,59375,True,-127.4,Hb,-14.1,26.7,6.7
60441088,60119,True,448.3,Hb,-5.6,30.1,6.1
60441088,59314,True,-99.9,Hg,-117.0,40.0,3.7
60441088,59315,True,84.3,Hg,-90.8,28.8,6.3
60441088,59339,True,66.9,Hg,-30.5,14.4,8.9
60441088,59345,True,293.9,Hg,36.7,31.2,5.8
60441088,59347,True,119.7,Hg,-34.7,19.3,7.3
60441088,59352,True,556.8,Hg,6.9,14.1,9.4
60441088,59375,True,-127.4,Hg,110.4,29.0,6.7
60441088,60119,True,448.3,Hg,-25.6,26.5,6.1
70168263,59166,True,109.1,Ha,-44.0,22.7,12.4
70168263,59191,True,-130.2,Ha,-455.7,27.7,10.2
70168263,59203,True,-670.0,Ha,-11.6,17.5,12.3
70168263,59220,True,157.8,Ha,31.5,19.4,9.7
70168263,59222,True,-204.9,Ha,28.9,14.8,12.7
70168263,59166,True,109.1,Hb,-13.9,16.5,12.4
70168263,59191,True,-130.2,Hb,15.6,19.2,10.2
70168263,59203,True,-670.0,Hb,27.8,26.2,12.3
70168263,59220,True,157.8,Hb,-4.7,20.8,9.7
70168263,59222,True,-204.9,Hb,-15.4,17.2,12.7
70168263,59166,True,109.1,Hg,-20.5,36.6,12.4
70168263,59191,True,-130.2,Hg,-3.4,20.4,10.2
70168263,59203,True,-670.0,Hg,16.8,25.5,12.3
70168263,59220,True,157.8,Hg,4.1,25.0,9.7
70168263,59222,True,-204.9,Hg,2.4,17.5,12.7
61101277,59310,True,-348.2,Ha,14.7,31.3,9.1
61101277,59312,True,-88.8,Ha,51.5,20.9,11.9
61101277,59342,True,-26.8,Ha,34.1,22.7,14.1
61101277,59351,True,-189.5,Ha,-36.7,19.9,16.1
61101277,59370,True,531.4,Ha,-8.0,24.1,17.3
61101277,60329,False,578.0,Ha,-700.0,,2.8
61101277,60353,True,50.3,Ha,-7.5,30.4,6.3
61101277,60433,True,9094.8,Ha,-278.3,23.5,9.1
61101277,60524,True,-198.7,Ha,-5.7,60.8,6.2
61101277,59310,True,-348.2,Hb,43.1,26.2,9.1
61101277,59312,True,-88.8,Hb,73.7,21.0,11.9
61101277,59342,True,-26.8,Hb,46.3,20.8,14.1
61101277,59351,True,-189.5,Hb,-10.7,26.6,16.1
61101277,59370,True,531.4,Hb,-4.8,14.3,17.3
61101277,60329,False,578.0,Hb,115.6,70.3,2.8
61101277,60353,True,50.3,Hb,-4.7,32.4,6.3
61101277,60433,True,9094.8,Hb,-262.1,33.3,9.1
61101277,60524,True,-198.7,Hb,-75.5,25.2,6.2
61101277,59310,True,-348.2,Hg,49.2,28.1,9.1
61101277,59312,True,-88.8,Hg,14.2,18.7,11.9
61101277,59342,True,-26.8,Hg,-17.7,21.9,14.1
61101277,59351,True,-189.5,Hg,6.5,12.3,16.1
61101277,59370,True,531.4,Hg,38.8,17.7,17.3
61101277,60329,False,578.0,Hg,5.4,48.7,2.8
61101277,60353,True,50.3,Hg,11.0,29.9,6.3
61101277,60433,True,9094.8,Hg,-146.2,26.4,9.1
61101277,60524,True,-198.7,Hg,-99.1,33.0,6.2
75916253,60226,True,245.9,Ha,16.3,17.0,6.3
75916253,60228,True,47.4,Ha,-23.6,16.2,6.4
75916253,60229,True,232.3,Ha,420.5,25.6,5.4
75916253,60226,True,245.9,Hb,18.8,37.2,6.3
75916253,60228,True,47.4,Hb,-8.1,20.6,6.4
75916253,60229,True,232.3,Hb,5.8,35.8,5.4
75916253,60226,True,245.9,Hg,-20.1,27.4,6.3
75916253,60228,True,47.4,Hg,3.7,16.7,6.4
75916253,60229,True,232.3,Hg,16.5,26.8,5.4
75637719,60346,True,-411.7,Ha,77.1,9.2,13.7
75637719,60349,True,-356.5,Ha,14.2,24.8,8.9
75637719,60580,True,526.9,Ha,-81.4,10.7,12.1
75637719,60346,True,-411.7,Hb,91.1,16.0,13.7
75637719,60349,True,-356.5,Hb,656.7,25.3,8.9
75637719,60580,True,526.9,Hb,-80.6,15.2,12.1
75637719,60346,True,-411.7,Hg,83.9,10.9,13.7
75637719,60349,True,-356.5,Hg,-87.6,30.7,8.9
75637719,60580,True,526.9,Hg,-82.1,15.4,12.1
55761027,59252,True,-415.8,Ha,-24.4,15.6,16.1
55761027,59257,True,299.2,Ha,422.4,25.0,8.8
55761027,59311,False,-117.7,Ha,-700.0,,2.8
55761027,59312,True,320.2,Ha,14.5,11.6,11.0
55761027,59313,True,579.2,Ha,-3.0,24.0,9.6
55761027,59252,True,-415.8,Hb,6.7,24.8,16.1
55761027,59257,True,299.2,Hb,30.1,40.8,8.8
55761027,59311,False,-117.7,Hb,-74.3,108.2,2.8
55761027,59312,True,320.2,Hb,27.6,47.3,11.0
55761027,59313,True,579.2,Hb,-42.8,21.2,9.6
55761027,59252,True,-415.8,Hg,-7.1,14.2,16.1
55761027,59257,True,299.2,Hg,28.5,31.6,8.8
55761027,59311,False,-117.7,Hg,147.6,45.4,2.8
55761027,59312,True,320.2,Hg,-17.1,26.3,11.0
55761027,59313,True,579.2,Hg,1.1,36.9,9.6
70261505,59845,True,-497.1,Ha,-122.0,56.8,3.0
70261505,59905,True,84.1,Ha,-11.8,20.7,6.0
70261505,60225,True,190.3,Ha,-343.2,29.5,4.5
70261505,60285,True,-343.2,Ha,-2.0,15.3,4.5
70261505,60530,True,250.2,Ha,64.2,26.3,5.7
70261505,60607,True,543.1,Ha,565.6,54.1,5.1
70261505,60668,True,202.8,Ha,-20.4,14.6,5.5
70261505,59845,True,-497.1,Hb,8.6,31.9,3.0
70261505,59871,False,391.3,Hb,442.2,205.2,0.5
70261505,59905,True,84.1,Hb,-68.0,19.2,6.0
70261505,60225,True,190.3,Hb,59.1,41.5,4.5
70261505,60285,True,-343.2,Hb,-21.1,37.6,4.5
70261505,60530,True,250.2,Hb,71.0,14.5,5.7
70261505,60607,True,543.1,Hb,-34.8,30.8,5.1
70261505,60668,True,202.8,Hb,10.7,15.3,5.5
70261505,59845,True,-497.1,Hg,6.9,47.2,3.0
70261505,59871,False,391.3,Hg,-477.2,212.6,0.5
70261505,59905,True,84.1,Hg,-5.1,29.8,6.0
70261505,60225,True,190.3,Hg,-51.6,37.9,4.5
70261505,60285,True,-343.2,Hg,-23.5,26.4,4.5
70261505,60530,True,250.2,Hg,-12.4,20.4,5.7
70261505,60607,True,543.1,Hg,9.0,25.3,5.1
70261505,60668,True,202.8,Hg,36.0,19.5,5.5
116392334,59914,True,-592.1,Ha,42.3,21.3,5.8
116392334,59956,True,-110.0,Ha,21.0,26.5,5.0
116392334,59971,True,178.9,Ha,-440.2,26.5,6.0
116392334,60615,True,-424.1,Ha,-6.5,37.9,5.4
116392334,59914,True,-592.1,Hb,13.5,24.3,5.8
116392334,59956,True,-110.0,Hb,-2.2,13.1,5.0
116392334,59971,True,178.9,Hb,34.6,25.1,6.0
116392334,60615,True,-424.1,Hb,-23.0,23.1,5.4
116392334,59914,True,-592.1,Hg,1.8,12.4,5.8
