sdss_id,li_depth,e_li,li_sig,ctrl1_sig,ctrl2_sig,cai_depth,cai_sig,gaia,cls,teff,G,plx,e_plx,g_mag,bp_mag,rp_mag,bprp,MG
79039279,0.1282061658445954,0.0230112078429531,5.57146616203619,-0.6397256074346179,1.1758870516125306,0.0211975807195259,0.6432340502384631,3663868752896304000,DA,15570.82,19.25364,2.433896,0.3122682,19.25364,19.27884,19.47498,-0.19613999999999976,11.185150084772028
63578434,0.1286397888208138,0.0231024653694726,5.568227752471698,-0.9803895419706452,-0.0792091562513945,0.1418428171356736,4.567151594028423,1809848988904177280,DA,20692.44,18.79033,2.555111,0.1929759,18.79033,18.74546,19.12099,-0.3755299999999977,10.827378858244794
80228868,0.174844982311169,0.0314621151055563,5.557318118141731,-1.9317284774002288,-2.866713316156535,0.1503206436830464,3.2611130687803644,3889700710301369344,DA,7697.733,19.98921,4.081053,0.4883736,19.98921,20.30609,19.5435,0.7625899999999994,13.043071174623616
116692100,0.172501670657467,0.0310583867869974,5.554109163508917,-1.1073116359629604,-2.54573869634354,-0.0093765104727637,-0.2298968848596346,313432522691279616,DA,24780.03,18.95728,5.647207,0.2407949,18.95728,18.90406,19.11753,-0.21346999999999738,12.716448536090185
63566467,0.2016598393640487,0.0363689587313901,5.544834012253307,-2.346618767485793,0.0539499310654151,0.1990014425419264,4.281200776920846,1808901927132035584,DA,17207.32,19.34402,2.426289,0.2780149,19.34402,19.33698,19.4918,-0.15482000000000085,11.268732646358536
76317301,0.1084992375943326,0.0196585542405466,5.519187030068977,-1.15381902146319,-0.4289654716954267,0.0592357047795975,1.8468438032209715,3303170772245721472,DA,-9999.0,19.27893,4.183039,0.320058,19.27893,19.44183,19.27044,0.17138999999999882,12.386389568427699
88760829,0.0942873959227079,0.0170845340623468,5.518874297573665,-0.6437224715766156,-0.7667033302998599,0.0402592352110167,1.7154327803252167,4393990447070755328,DA,16068.46,18.29312,2.756342,0.1588609,18.29312,18.32481,18.31867,0.00613999999999848,10.49478551374306
56680525,0.149670092721797,0.0271297834516101,5.516818554366821,0.2838044631172483,-0.3658090778987597,-0.0343144799296739,-0.8523535586186863,719113005799109504,DA,-9999.0,19.68188,2.761129,0.3906882,19.68188,19.7565,19.68667,0.06982999999999961,11.887313486799039
60234122,0.1526425097394608,0.0276728070452385,5.5159749240446105,-2.093968002905581,-1.4062709113009273,0.0103899212245108,0.2581822170000275,1285428220715701760,DA,16556.09,18.84926,3.111778,0.1917745,18.84926,18.80975,18.98203,-0.17228000000000065,11.314303030254623
98216871,0.1645506029194541,0.0299243314250942,5.498889869314293,-1.0521811096818507,-0.7931077366034871,-0.1104044525047764,-2.5795834852604425,5462401769979215360,DA,10224.71,19.59608,4.022017,0.3629201,19.59608,19.70113,19.41816,0.28296999999999883,12.618299509561435
115729527,0.1121440579019183,0.020399612943938,5.497362043589323,1.4489548740106923,1.540298924698964,-0.0290573784652367,-1.0513941050994025,191122230744346624,DA,11556.39,18.76097,3.93451,0.218563,18.76097,18.80075,18.68816,0.11259000000000086,11.735423267278719
57800603,0.0564517740822191,0.01027017483114,5.496671187237488,-2.4508780208766505,-2.1722992368874827,0.0130801022612496,1.1547316254518742,901947633285750272,DZ,-9999.0,19.85163,4.339141,0.5482381,19.85163,20.08935,19.77328,0.31606999999999985,13.038648813594914
68034325,0.0794400255409016,0.0144532191005586,5.496355170996566,-1.355532077446257,-2.535114637574399,0.1341271047081577,6.833052039314509,2163742680495676800,DA,-9999.0,18.49266,4.996614,0.1292538,18.49266,18.54723,18.18222,0.36500999999999806,11.986039002421013
114741844,0.2551894752903343,0.0466884466383518,5.465794937814681,-1.3295401692934248,-0.5673478839516412,0.2145151550624655,3.508386773150745,6909048563175727616,DA,17756.23,19.35469,2.119053,0.2940419,19.35469,19.32072,19.5574,-0.23667999999999978,10.985399095304068
62908757,0.2020877488390957,0.0370402735752794,5.4558924471326975,1.7075892675242936,0.506043509469931,0.1564112100724338,3.5519912741888406,1730828771834519168,DA:,6681.425,19.88604,5.719778,0.4680365,19.88604,20.11056,19.45189,0.6586700000000008,13.672935864903941
98257202,0.1726412477794022,0.0316503158369339,5.454645339682231,2.165698412286906,-2.6390307544287195,0.1306828537205694,2.8878184781337297,5467959835617433728,DA,10071.27,19.8432,2.651426,0.4143114,19.8432,19.96807,19.64573,0.3223400000000005,11.960597553388064
61904435,0.059817916280355,0.0109723913255275,5.451675437530858,-0.0405746628389252,-2.5018696831132536,-0.0344103019548921,-2.576350548765264,1545719460951987328,DA:,5468.489,19.58116,9.539059,0.3041404,19.58116,19.93857,19.04183,0.8967399999999977,14.478687674744844
56334606,0.0840025299731734,0.0154119396116534,5.450483981241163,0.3534842153756872,-1.5573881415427555,0.0556991779046143,2.7769477933378317,668051239128999424,DA,11189.36,19.53549,2.322015,0.4409665,19.53549,19.60863,19.43921,0.16942000000000235,11.364815104567011
61239554,0.0639299430626145,0.011791628534858,5.421638145539145,-1.2858689898807285,-2.545270890197967,0.0567923712157546,3.770667315539984,1427241929091927296,DA,13500.0,17.82056,5.299932,0.09167095,17.82056,17.82452,17.84059,-0.01606999999999914,11.441911487424491
63379238,0.1122369046822777,0.0207130878044558,5.418646690530269,2.292226133218827,0.5834116637643227,-0.1931144347055262,-6.286709533011056,1789087662446090624,DA/DZ,-9999.0,19.16986,4.978166,0.9566254,19.16986,19.29992,18.53224,0.7676799999999986,12.655206871650128
92415502,0.19396472817641,0.0358661388331184,5.408018105291691,-2.023504486159353,0.9864643954768558,0.1276319488598525,2.7810940837414355,4752532392793942400,DA,22861.18,19.26423,2.085963,0.2002821,19.26423,19.18402,19.44065,-0.25663000000000125,10.860763004061523
75840074,0.1035697305639097,0.0191540656646994,5.40719304073322,-0.6297611365859158,0.0902103816915331,0.1525903833073718,7.531802009534038,3216713767772423296,CV/DC,-9999.0,18.92511,6.937281,0.2224812,18.92511,19.0158,18.827,0.18879999999999697,13.131056431469684
57408486,0.0140572927945501,0.0026014471381408,5.403643452311924,-1.7510105508429532,-0.4841238206615392,0.0331399867643524,12.410478465898809,858271565392726784,DA_MS/DA,-9999.0,16.37428,6.054877,0.06181363,16.37428,16.08751,15.9947,0.09281000000000184,10.284806626112246
111622737,0.1342888414689582,0.02485405313802,5.403096256502821,-1.470543308403379,-0.1314859712677968,0.0912798535885102,2.6267567046869753,6630923248639135360,DA,12281.99,18.44144,4.851717,0.1614227,18.44144,18.4243,18.44803,-0.023730000000000473,11.870917302973053
89479196,0.07633563397154,0.0141402854870964,5.39845069190431,-0.9256776960809618,-1.823094179204335,0.0945605688202291,5.288960206105223,4482079715214283136,DA,12573.88,17.74935,6.602739,0.1212635,17.74935,17.78131,17.73794,0.04337000000000302,11.847970651820093
89584508,0.161928369050855,0.0301668196838946,5.367764011839297,-2.321518950956325,-1.468838958340797,0.0723911265487348,1.600182046692454,4493592941985386496,DA,10237.4,19.43906,4.663382,0.3241654,19.43906,19.49205,19.37257,0.11947999999999936,12.782564960284525
86532815,0.1079653693199797,0.020121299011196,5.36572560548426,-0.7743937801021388,-2.1232885905292544,0.040319127636516,1.4685647912330546,4229490382133868672,DA,9688.907,18.72019,5.402262,0.2494568,18.72019,18.78515,18.6176,0.1675500000000021,12.38306821432105
55375114,0.0978841279044268,0.0182487993456156,5.363866742714982,-2.1127789989512658,-1.759575788425515,0.0230668673217807,0.9120538747795957,519177055494286464,DA,10360.09,19.18463,3.021126,0.2569181,19.18463,19.238,18.96497,0.27302999999999855,11.585474192343886
75840003,0.0733163323221364,0.0136703992913833,5.363144905968401,1.5473931710893667,-1.0015895386955054,0.1281700637853176,7.131200463069959,3216701840645661440,DA,-9999.0,18.64008,3.043212,0.1933617,18.64008,18.64121,18.67134,-0.030129999999999768,11.056741038858085
92172791,0.1721510421639193,0.0321621841700651,5.352591765958117,-1.3529062394272584,-1.999901785970002,0.0714020854806064,1.4319279050851104,4711599155439513600,DA,-9999.0,19.64975,2.193362,0.2689234,19.64975,19.7813,19.51537,0.2659300000000009,11.355301575232385
56329363,0.1530502050200343,0.0286096536749149,5.349600060144366,-2.3553775795647587,-1.981106926875717,-0.4918676971744524,-11.079508231249902,667520591626025600,DZ:,-9999.0,19.92249,12.65441,0.4406675,19.92249,20.49267,19.2038,1.2888699999999993,15.433699506966601
69665585,0.250446367898362,0.0469350374611888,5.336021476609225,-1.0774898742745354,-1.2732821991031988,0.0781962996958179,1.0801693767815996,2405638223603807872,DA,13500.0,19.34259,3.028284,0.3101568,19.34259,19.36646,19.35564,0.010819999999998942,11.748573009769522
91775951,0.1004468895086343,0.01886994928363,5.3231139097853,0.3626814797028624,-2.8748466684084355,0.105866580443928,3.690162136801262,4674999265209297536,DA,14499.99,19.1427,2.874303,0.1856758,19.1427,19.15559,19.32078,-0.16518999999999906,11.435362740862654
66941112,0.1638974917744615,0.0308048603519963,5.3205075400979664,-1.3515726489123556,1.99929469713058,0.0581514098205555,0.9577795219714472,2067433807021975808,DA/DA_MS,-9999.0,19.78169,2.028432,0.329689,19.78169,19.73232,20.0868,-0.3544799999999988,11.317492266216586
56601932,0.1753719831529226,0.0330445967998123,5.307130367344007,-1.2315619071761916,-1.5024721444069422,0.0913272609765135,2.749220269141231,706265418586653056,DB/DBA,-9999.0,19.13647,2.8922,0.2513933,19.13647,19.10255,19.32831,-0.22575999999999752,11.442611608902748
92202705,0.1148286734952133,0.0216405785074917,5.306173929475166,-2.7940209438737917,-1.1155808896957335,0.0861258061037558,3.0382638951175553,4716644986098573824,DA,15416.83,18.90409,3.19645,0.1564653,18.90409,18.86368,18.96139,-0.09771000000000285,11.427429577176603
116957578,0.0884801935682425,0.0166821572681305,5.303881994763003,-0.7234623483015733,-2.74736582797747,0.0559859089872937,2.371332420878344,352153783168506880,DA,11816.55,18.6806,3.775087,0.2203805,18.6806,18.78288,18.69833,0.08455000000000013,11.565234823779072
57113097,0.1457388997402994,0.0275080403236702,5.298047335450988,-1.903291968731508,-0.1693613883954495,-0.0913963902609929,-2.209604756903011,803816259165592960,DA,13904.58,19.70528,2.753865,0.3748763,19.70528,19.62714,19.85593,-0.22879000000000005,11.904993232269542
73479303,0.0356235116948613,0.0067254369567871,5.29683229859307,-0.7330253498737902,0.0267315415104158,0.0497282146503115,6.813034848808074,3015008531455357824,DA,11656.51,14.71025,22.86558,0.03057827,14.71025,14.71996,14.72778,-0.007819999999998828,11.506161110062793
94061001,0.0897069476464203,0.0169516160354498,5.291940748234391,-1.9386694374204925,0.9832512349199862,0.0027402466969422,0.1476928461224423,5014781450914913664,DQ:,-9999.0,18.88289,9.885015,0.1794029,18.88289,19.23065,18.43319,0.797460000000001,13.857776663348245
111891629,0.1832516103202538,0.0346429070799592,5.289729580063567,-2.148544892861213,-2.10378342020224,0.1077241427696148,2.215482361502594,6652932001097903360,DA,-9999.0,18.9227,2.245609,0.2496717,18.9227,18.85348,19.21198,-0.3584999999999994,10.679370701023132
96864011,0.154523922395948,0.0292641660163783,5.28031184314171,-0.3266410267367735,1.015278239666223,0.249506399945093,6.643512112787937,5338675689360848256,DA:,25485.51,19.26192,2.25644,0.2164673,19.26192,19.06362,19.58942,-0.5258000000000003,11.02903894938418
54842423,0.1686668773758074,0.0319845998796627,5.273377750867331,-2.621199554764968,0.654868311153726,0.2746227219635184,5.8561267504539884,462647696672654720,DA,-9999.0,19.54192,3.414409,0.3191676,19.54192,19.59055,19.46461,0.12593999999999994,12.208497712487675
62957563,0.0551371505174885,0.0104635836874056,5.26943274548029,-0.5029972918948395,-1.0247691640859726,0.055581739042239,4.528807237883298,1736785547874189824,DA,16060.14,16.8864,7.733493,0.07710395,16.8864,16.87456,16.96394,-0.08938000000000201,11.328278483810784
111603909,0.2648871687637791,0.0502889387744633,5.267304803383298,0.3793701148709451,-1.9064054082971524,0.136380221677703,1.6300985669782009,6629344281224205056,DA,13000.0,19.39348,2.217234,0.3259479,19.39348,19.456,19.44204,0.01396000000000086,11.122537648129924
66928325,0.0297912648075375,0.0056572990099291,5.26598731218747,-2.6796433178304437,1.065230383511721,0.1554027762327463,17.736046473982455,2066605054431733376,DA,10373.61,16.66593,12.94911,0.04597255,16.66593,16.72439,16.57966,0.14472999999999914,12.22712960063016
116347333,0.1315318409938582,0.0250086845714207,5.259446598169707,-2.439024588872622,-1.709040268155862,-0.0077133502572899,-0.226836905575691,259931386395445376,DA,6680.539,19.37993,4.014528,0.3111792,19.37993,19.66025,19.06413,0.5961200000000026,12.398102456609674
114700946,0.2058205462715574,0.0391609997636077,5.255753109317345,-2.8594883222698404,-2.6279262030085704,0.1227528559107534,2.4570284130552262,6905277517470145280,DA,-9999.0,19.16244,1.932467,0.2686479,19.16244,19.12424,19.18577,-0.061530000000001195,10.593000431864438
89975923,0.212806123310693,0.0405479337203098,5.248260608754558,-2.6721055111521124,-0.0381155831388561,0.098818002870212,1.639823058508048,4527091689734344064,DA,21829.21,19.66421,2.55795,0.307666,19.66421,19.62781,19.89843,-0.27062000000000097,11.703670255567904
89651954,0.2895759809553058,0.0552003222559009,5.245911058505641,-2.653101307183048,0.3552359587582627,0.0392203744671363,0.5970119649032156,4501063260206731136,DA,20399.27,19.32962,2.165797,0.240935,19.32962,19.3221,19.54188,-0.2197800000000001,11.007708739028693
55923480,0.3155653468340382,0.0602640434166419,5.236378592328155,0.3992747766451631,-2.444754677872915,-0.1327805906052005,-1.4806189522136215,602553434541252352,DA,13131.05,19.31821,2.113924,0.3563439,19.31821,19.29398,19.29812,-0.0041399999999995885,10.943656847274394
67437408,0.1359128156165691,0.0260782352677526,5.211733624653417,-0.7393048989799708,-0.4920367056919114,-0.0150753559469312,-0.4959892717655485,2103957796589373312,DZ/DC,-9999.0,19.14917,4.768002,0.1857774,19.14917,19.29065,19.12734,0.16330999999999918,12.54085214451323
111989865,0.1551526237208113,0.0297761369766172,5.21063641810387,-0.9877399911347254,-1.6796183441678574,-0.0854446380635506,-1.7294911977025214,6660118207233409920,DA,14000.0,18.24807,4.403328,0.1715368,18.24807,18.24474,18.3685,-0.12376000000000076,11.466975184377457
57337331,0.0405617153636315,0.0077946307173323,5.203802057413406,-1.7480749248485787,0.2533851273453982,0.0823310196321129,7.434154500571134,845660471964621056,DA,10763.48,19.04664,3.815902,0.1771549,19.04664,19.14178,18.952,0.18977999999999895,11.954626063119216
66986690,0.1130991018924072,0.0217506576612683,5.199801479741203,1.1763322952388215,-0.387505502854777,0.0359372787029972,0.7591465012696583,2070545253127068672,DA,15985.77,18.78616,3.962198,0.1618409,18.78616,18.80186,18.88138,-0.0795199999999987,11.775840872114124
76988763,0.1769473278175444,0.034149829194519,5.181499644101991,-0.2440359138750901,0.6200027630839523,-0.0849960394663703,-1.645702795041102,3369154487957808128,DA,9215.977,19.70491,3.87746,0.5578918,19.70491,19.71229,19.63927,0.07301999999999964,12.647646631565701
93139614,0.1094862222823361,0.021161700018999,5.173791433771342,-0.871602542526878,-0.5974039995537185,0.0589457972868428,2.523511862230058,4855659367934097280,DZ,-9999.0,19.24515,12.95091,0.2202906,19.24515,19.68257,18.75811,0.9244599999999998,14.806651426678435
89984272,0.1228469299609598,0.0239124003194977,5.137373426321933,-2.031631316222738,-0.4520882793542542,-0.0336863709152794,-1.000482367335611,4527906466507183104,DA_MS,-9999.0,18.96916,2.722051,0.2007692,18.96916,19.14819,18.64612,0.5020699999999998,11.143641289147535
68783327,0.2505967927724508,0.0488584608009678,5.129035762982663,2.9084755134193667,-1.4597743996623416,-0.0332919080988606,-0.4123036673391978,2223973132891920000,DA,17182.23,19.80543,2.273455,0.3380679,19.80543,19.83108,19.78859,0.042490000000000805,11.588861811739942
55980638,0.0640696929074518,0.0125085240600994,5.122082557431819,2.9621787956913894,-2.3486933487690567,0.0748117930759045,4.355744060860149,611222396531208448,DA,18310.97,18.26516,2.926539,0.1875689,18.26516,18.18625,18.43847,-0.25221999999999767,10.596931580183574
93820503,0.1743860561682188,0.0340646628231875,5.119265588312691,2.6781405495055357,-2.051463262390628,0.1779112001831503,3.381098063419761,4970849085142609024,DA,-9999.0,19.86352,2.804627,0.3635511,19.86352,19.96157,19.96661,-0.005040000000001044,12.102895553249162
78027547,0.1123216339553609,0.0219556379770185,5.115844689775384,-0.7847398809710229,0.2158508623820243,0.1566034758636002,5.349156412570153,3474113146388529536,DA,17309.05,18.92169,2.824459,0.2309369,18.92169,18.94339,19.02983,-0.08643999999999963,11.176366374379267
57396507,0.0495982283280251,0.0097068076567894,5.109633370898589,2.024845735468723,0.0220224524619334,0.0660237218704185,5.090773448313374,856281445051365888,DA,-9999.0,18.086,3.729114,0.1031993,18.086,18.02926,18.27548,-0.246220000000001,10.944028300306359
69939017,0.2376233570206346,0.0465412254363959,5.105653209440622,-2.616523990965463,0.4643190571150198,0.3188571935645796,4.7789754202871215,2464373653723346560,DA,13711.06,19.57663,2.140909,0.4081991,19.57663,19.56624,19.57862,-0.01238000000000028,11.229621039326553
72375864,0.1419817848595291,0.0278221656343862,5.10318954769106,-0.0796402762862404,-0.7936111168295574,0.0207575958006833,0.5901812625764828,2904392469083071232,DA,25115.13,19.27614,1.410829,0.2061393,19.27614,19.17874,19.54363,-0.36488999999999905,10.023511890682295
110480767,0.0681832096425799,0.0133786486378896,5.096419787083597,-2.5833518952586636,-2.4715475852412125,0.092928997414492,4.9853747532420485,6451710206295502976,DA,19414.74,18.75921,2.580665,0.1856453,18.75921,18.73457,18.93369,-0.19911999999999708,10.817868158918337
111777064,0.1931927588636666,0.0379672120232556,5.088410461777714,-2.45869894412779,-1.265882168601697,0.0155261016466571,0.2827242395269115,6643737541267364224,DA,10253.33,19.31096,3.721238,0.2747593,19.31096,19.47379,19.10831,0.3654800000000016,12.164397235865865
65132332,0.1474756234103137,0.0290650652488942,5.0739821895264585,-2.812195357508349,-2.80894548272689,0.0915432292385624,2.0423835538064545,1968304037686544512,DA,9114.159,19.80483,5.681621,0.3388384,19.80483,19.97363,19.6248,0.34882999999999953,13.577191300843094
57619599,0.1845522655815309,0.0363821205896663,5.072608814175323,-2.182147336860976,-2.6010359314587363,0.1213906507888891,2.419339814733627,883590054006564736,DA:,7740.669,19.89946,5.36213,0.4790635,19.89946,20.39765,19.50867,0.8889800000000001,13.546146694260276
93683202,0.1986075420444334,0.0391561126340624,5.072197638732452,-1.9137777433613932,2.129183966451726,0.1431304430979553,2.495818718126097,4945959891398216320,DA:,14000.18,19.83482,2.005937,0.309486,19.83482,19.95631,19.75205,0.2042599999999979,11.346406445560559
68612187,0.1574081282892956,0.0311080367250298,5.060047012309316,2.6287324268572103,-2.720075719408559,0.175453987147167,4.293809068854313,2204225564767591040,DA,-9999.0,19.21777,3.795281,0.1868922,19.21777,19.21318,19.40581,-0.19262999999999764,12.113989681436212
99110121,0.0590209020848082,0.0117008939773149,5.044136131754932,-1.494903473995976,-0.9518930887395526,0.0071673062790776,0.4756016935705883,5549790473117827200,DA,17043.29,17.78056,3.242788,0.0766659,17.78056,17.7374,17.84337,-0.10596999999999923,10.33515278616522
92479723,0.1667971974533915,0.0331290710056745,5.034768328542064,-2.919670571296541,-1.8854567851771065,0.1048746404007112,2.1974398077118016,4758372521821652864,DA,12188.06,18.26544,4.224052,0.1084669,18.26544,18.301,18.26631,0.03468999999999767,11.394086279605643
90221227,0.1037356773364186,0.020605656082637,5.034330230515173,-1.410885281952095,-0.8326035812834317,0.0920363934695916,3.594195037319688,4552713098092963072,DA,21988.71,18.90355,2.8396,0.2153101,18.90355,18.85344,19.05913,-0.2056900000000006,11.169835837510615
63299163,0.062217575798613,0.0123924061999534,5.020621079935756,-1.7572141631605591,-1.576628898769943,0.0765334648616336,4.24933990964337,1778588876882488320,DA,13338.11,19.21082,2.754814,0.295876,19.21082,19.21253,19.33694,-0.12440999999999747,11.411281407045024
86691174,0.1715704918964587,0.0341741142108016,5.020481023681646,-2.337923808126286,2.5960350957615126,-0.0789372827496397,-2.1057946858229606,4244731777960304384,DZ:,-9999.0,19.51437,5.05247,0.3482661,19.51437,19.64758,19.4046,0.24298000000000286,13.03188871744523
93805441,0.1061765308381937,0.0211937069515601,5.009814049088653,1.773643296378315,-2.7206047410828007,0.0952777045181886,3.3244755971801583,4968121883988895232,DA,-9999.0,19.24557,4.118467,0.255209,19.24557,19.38256,19.13745,0.24511000000000038,12.319247952332617
75488605,0.1882505139371827,0.0376863200972456,4.995194899672397,-2.0715298034639416,-0.5092139038487427,0.0565807824081917,1.0412295510784375,3164383641422282752,DA,21832.28,19.0414,1.578698,0.29901,19.0414,19.00183,19.15917,-0.15733999999999781,10.032895293873988
68785275,0.2467186562125857,0.0494093309833414,4.9933616040210635,1.6003911225131968,-1.197171296255826,0.2957198713779043,4.045348545897802,2224382185578279424,DA:,8331.149,19.78593,3.326169,0.3019739,19.78593,19.96124,19.63916,0.3220799999999997,12.395651558005625
105657184,0.100035286050287,0.0200563338285345,4.987715447175326,-1.1014815434142924,1.4825224334771656,0.1258845129954194,4.103848233802087,5967676772247988736,DA,12941.35,17.80741,6.453089,0.1039971,17.80741,17.86775,17.73261,0.13513999999999982,11.856248274351948
99177526,0.2033718758392823,0.0407808692975777,4.986943126574353,-1.1609432809935052,-1.1208588019988908,0.1721219348394647,2.85584548732509,5557189567897379200,DA,10750.54,19.80488,2.557034,0.3850138,19.80488,19.84162,19.79801,0.043609999999997484,11.843562513644027
67879748,0.0633370813944758,0.0127180255234642,4.980103340539887,-1.6750901564236091,-0.7336949358887577,0.1278024877093646,7.506084904985932,2147976538447393664,DA,9598.965,17.56948,9.138801,0.06300326,17.56948,17.65654,17.43726,0.21928000000000125,12.373926102716652
110032304,0.1622253379675474,0.0325806826708397,4.979187809122919,-1.7172799582092533,-2.471048527441387,0.1635937182744097,3.5915286967208893,6402211361046424192,DA,7933.68,19.87671,5.501616,0.3378748,19.87671,19.96014,19.51803,0.44210999999999956,13.579161371834152
74339697,0.0383300516831589,0.0077011896946718,4.977159789957892,-2.6609266235279545,-1.8286969193294431,0.0541493373209658,5.549456873753252,3076548987534476928,DA,25493.92,18.25599,2.667537,0.1724151,18.25599,18.18267,18.51497,-0.33230000000000004,10.386542260040905
89783028,0.1639661758215446,0.0329504808850327,4.976139085606606,-1.8119690539157172,-0.3798122133595711,-0.0456841800546904,-0.9897582725136131,4511652351751676288,DA,9082.896,19.82158,2.354275,0.4048076,19.82158,19.60412,19.22627,0.37785000000000224,11.680865954404025
68104373,0.1654683600467484,0.0332626655450745,4.974597114669614,-1.93243159882998,-0.682083003421533,0.1765948159395375,3.9428568785295752,2166131159050439552,DA,10833.59,19.00684,3.923389,0.1744044,19.00684,19.07995,19.02073,0.05921999999999983,11.975146850586556
91762371,0.1931529177948314,0.0388281513940607,4.9745586864168025,1.6837058874318245,-1.638557312579705,-0.0825180816031832,-1.5729852543342455,4672675451680693632,DA,-9999.0,19.82353,2.042985,0.3002276,19.82353,19.80619,19.89683,-0.0906400000000005,11.374855889840791
68685526,0.1798367975242401,0.0361718967645316,4.971727048070614,-2.4131785433789905,2.6586049709533013,0.0842024553084276,1.5744940175277706,2210852802376518528,DA:,-9999.0,19.72679,4.054273,0.2870803,19.72679,19.96659,19.61096,0.35563000000000144,12.766354945763354
71227453,0.2009716289242513,0.0404538059996108,4.967928825440674,-2.021699236092519,-1.4191277292364282,-0.0640348076402804,-0.9477133599423918,2711403439396643200,DA:,7388.345,19.24825,5.628142,0.5696937,19.24825,19.39163,19.02063,0.37099999999999866,13.000075231516497
57461868,0.148915498045417,0.030042980946502,4.956748410239078,-0.3404407276636415,-2.8029069758486895,0.1086656736719378,2.4784678907944775,866564666206147328,DA,11990.28,19.87047,2.589,0.4673915,19.87047,19.96764,19.9121,0.05554000000000059,11.936130252174362
92299444,0.132063775649087,0.026696757074411,4.946809654857688,-1.2968342009983511,-1.582961490046055,-0.2522210893955823,-6.360839416069763,4732628380473252864,DA,17099.0,17.79348,5.05867,0.07366319,17.79348,17.73909,17.86526,-0.12616999999999834,11.313661746663767
92932316,0.1120053476786422,0.0226584195720251,4.943210947374631,0.3051560768891378,-1.812594817310471,0.0515624373756531,1.5678536665449174,4821345091796910592,DA,23257.74,18.84635,2.457889,0.1462795,18.84635,18.8192,19.04488,-0.22568000000000055,10.799161329741603
98150317,0.1632683267607055,0.0330351012510731,4.942268089927581,-2.9649294936776696,-1.8978101359034032,0.054447544965801,1.1787477884122306,5453011395216072832,DA,-9999.0,19.45916,2.682306,0.311617,19.45916,19.49654,19.46298,0.033559999999997814,11.60170160533113
61139962,0.1034013957673997,0.0209470078923333,4.936332496692521,-1.3788291627886098,0.7336131243423588,0.0999497739887501,3.583983510965012,1412085363166153600,DA,10885.38,17.99318,6.321652,0.0896271,17.99318,18.04434,17.95825,0.08608999999999867,11.9973329236365
65113923,0.2060538192068356,0.0418633405226184,4.922058694659261,1.536234520480848,0.6957560049562114,0.0578766088328846,0.9270019418748168,1967094991512417920,DA,16265.04,19.66873,1.66476,0.3092341,19.66873,19.68616,19.76063,-0.07446999999999804,10.775488161618602
70831308,0.0808879098553467,0.0164480785233287,4.917772598216957,-0.8465243837259131,-1.4311932388388338,0.0767137409121711,3.55483698123093,2644027119193726080,DA,28123.79,18.84646,2.943949,0.2662504,18.84646,18.76295,19.01332,-0.2503700000000002,11.191111410782424
104391051,0.1694045368110381,0.0344891738851966,4.9118177598260635,-1.2992348324476113,1.730825423648049,0.0757498467145326,1.563354985875342,5920601766020808448,DA,25120.08,18.01773,2.872607,0.1442372,18.01773,17.93721,18.19318,-0.25597000000000136,10.309111072169927
67184761,0.0683962350458457,0.0139809805215764,4.89209143380838,-1.5084360679857824,0.0120481391417975,0.1976629703148548,10.677148718479872,2082562197971311360,DA,11324.43,18.14492,7.18715,0.09473111,18.14492,18.20013,18.10963,0.09050000000000225,12.42770354464862
57526690,0.1454671331520703,0.0298436911977297,4.874300976654537,-1.8956725766423068,-2.73471568057244,0.025145442656675,0.5857670554642517,872928085456142976,DA,9561.373,19.57538,2.026711,0.3637623,19.57538,19.62521,19.64214,-0.01693000000000211,11.109339123204785
78657397,0.1298043076061867,0.0266317886411941,4.8740364139645145,-0.854648957687697,-1.751215359887566,0.1542058985143057,3.490492154912449,3597075109431860224,DA,11469.45,19.6294,2.615522,0.3807549,19.6294,19.66308,19.65204,0.011040000000001271,11.717191886849617
56008576,0.1171165752084023,0.0240573927654632,4.868215618798672,1.3556482575041044,-2.763070872825742,0.003418832692924,0.0953288195330168,616076396770565376,DA,9209.904,19.4714,4.01101,0.3890205,19.4714,19.60205,19.43814,0.16390999999999778,12.487668723694577
116692760,0.1302155792857503,0.0267628392866472,4.8655367949213995,-0.1221623689925738,-0.5306442309089866,0.0313987901779388,0.6609784992467328,313520380542214144,DA,13090.58,19.53288,2.764281,0.3260328,19.53288,19.64425,19.56097,0.08327999999999847,11.740790943413927
64797356,0.0636998092702728,0.0131126723140301,4.857881577816608,-1.632161700906114,1.9047222785996247,0.0385669679310453,2.3292202427462123,1932798749935959424,DA_MS,-9999.0,18.09544,3.461541,0.1450776,18.09544,18.04484,17.91939,0.12545000000000073,10.791787399755052
75954819,0.061132720759032,0.0125951931231167,4.853654895281553,-0.9060330636056946,-2.756787801773329,-0.003233328674208,-0.1807061284476412,3231368780300956800,DA,17096.87,18.17246,4.385136,0.176441,18.17246,18.12523,18.28685,-0.16162000000000276,11.382375335298926
89633542,0.1062728423942441,0.0219066416860195,4.851169974723506,-1.3805746630054043,-2.3193652638573776,0.0420252420884279,1.3686734775835,4499383034637777152,DA,16322.5,18.42604,4.407547,0.1809436,18.42604,18.45084,18.50348,-0.05264000000000024,11.647024760536683
