sdss_id,li_depth,e_li,li_sig,ctrl1_sig,ctrl2_sig,cai_depth,cai_sig,gaia,cls,teff,G,plx,e_plx,g_mag,bp_mag,rp_mag,bprp,MG
63162023,0.2568581397779881,0.041163617905693,6.2399311053381386,-0.1687746620091299,-2.7884289701302714,-0.0636455324916117,-1.0369617976513026,1759594396900220800,DA,-9999.0,19.04817,7.331368,0.2557096,19.04817,19.28426,18.78089,0.5033700000000003,13.374095097911116
89027302,0.2947944962047663,0.0473527766382956,6.225495464744443,-2.980429581951933,-2.468597284476792,0.1054430026568121,1.3136064459082215,4433895091297147776,DA,-9999.0,19.46446,2.534003,0.2922277,19.46446,19.49601,19.50872,-0.012710000000001997,11.483495623539547
70432437,0.1486152080782297,0.0239658028608608,6.20113621651027,-0.3645899464441224,-1.2530284612404952,-0.8947065806668094,-34.92445536930945,2560411562003241600,CV/DZ,-9999.0,18.85752,4.801738,0.2268972,18.85752,18.93374,18.66386,0.26988000000000056,12.26451229853584
110947393,0.1306661440254597,0.0210942595808486,6.194393480588953,-2.856571029135496,-1.485983091557001,0.1072599021958387,3.881355204914515,6509851354675055360,DA,18177.26,19.16582,2.643274,0.232359,19.16582,19.12023,19.35469,-0.2344600000000021,11.276530920691224
70136546,0.1657123470416075,0.0268463899471162,6.172611936578375,-2.497764879889979,1.9251009219942097,0.1564508050697248,4.041627242269055,2504077160336888576,DA,-9999.0,19.13264,2.84002,0.2553732,19.13264,19.11039,19.26235,-0.15196000000000254,11.399246992240563
56395470,0.0265286739061411,0.004315361287681,6.147497773100017,-0.1211694164472035,-1.700886962202503,0.0307170592973879,5.715534033597779,674131710229215872,DA,12709.62,17.35649,7.119107,0.09945985,17.35649,17.35565,17.42021,-0.06456000000000017,11.618617602106236
75738465,0.0749863269057429,0.0122900496342056,6.101385196772606,1.6827775351473742,-2.483339978363675,0.079285677003566,6.511145847850571,3201873728048770048,DA,31527.2,18.0872,3.505563,0.1303757,18.0872,17.9353,18.15421,-0.2189099999999975,10.81098888206696
67567098,0.1488428617689133,0.0244459546295156,6.088650004659794,-2.9469518882775936,-2.005083898401802,0.0726285179584311,2.272378897858463,2116335278156059904,DA,7503.106,18.50417,7.814353,0.1330067,18.50417,18.65308,18.2586,0.39447999999999794,12.968635129202845
56411723,0.133707571349876,0.0219808528106086,6.082910999947409,-1.73438449944997,-2.442984806105051,0.0275103814245885,1.0068408430494826,676031052142751488,DA,5760.27,16.84602,25.4115,0.07250004,16.84602,17.13526,16.412,0.7232599999999998,13.871171507561114
111680189,0.277006038912098,0.0456246412826321,6.071412971690491,-1.8351358156218511,0.4844360910045773,-0.4143873229352752,-4.651373440757135,6635289551055333760,DA:,28999.97,19.12236,4.404551,0.2566763,19.12236,19.02766,19.35324,-0.32557999999999865,12.341868215089825
109044063,0.0724775087452152,0.0120235374611122,6.027968805322857,-1.5159666096114977,0.8241252954566638,0.0222170363223399,1.2011014371185895,6242357080640089344,DA,16585.62,18.19856,8.137865,0.1657052,18.19856,18.22798,18.21395,0.01402999999999821,12.751112405073822
64025222,0.1428594819319179,0.0238803355180194,5.982306313247576,-2.792905332690493,-0.7496650694309352,-0.0615629078291969,-1.5567593590623567,1837955323599343872,DA,11669.25,19.08596,4.100655,0.2469743,19.08596,19.14342,18.95543,0.1879899999999992,12.150226161849563
78911996,0.0446771725752781,0.007509411930159,5.949490185223076,-1.4150048274635754,-2.1748456525166016,0.0447734229545281,4.395318023866903,3642549978347753600,DA,12373.56,17.93995,5.561895,0.1445058,17.93995,18.00112,17.964,0.037120000000001596,11.66606392897742
104182268,0.3654592275596338,0.0620556969452745,5.889213167357115,-1.549879995667719,2.5985201202825725,-0.2734315493037827,-3.1594496747030445,5909167497927922816,DA,14106.11,19.26195,2.939869,0.2359126,19.26195,19.28355,19.31537,-0.03181999999999974,11.603589893821548
74229220,0.2212317955497664,0.037603965750683,5.883203835907857,-1.0863648448210703,-0.8900641842919872,0.1363988361818182,2.736120491493221,3066065487761303552,DA,18789.92,19.27088,2.445056,0.386802,19.27088,19.2613,19.45621,-0.19491000000000014,11.21232405188403
59738351,0.1102133526436967,0.0187932032898045,5.864532562338003,-1.512623033072502,2.075037002158141,0.0764762012265736,3.67399531938793,1202783055554937088,DA,12954.74,18.13834,5.402928,0.1287757,18.13834,18.15793,18.1214,0.03652999999999906,11.801485900613761
57338919,0.0558446243463045,0.0095331763274821,5.857924203637781,-2.9131591933878083,1.3298413006613496,0.093772297156387,7.775120548569612,845916383295913088,DA,6111.628,19.79168,7.183282,0.3055214,19.79168,20.01263,19.37735,0.6352800000000016,14.073294581115327
63924581,0.151305656343832,0.0259383900427004,5.833270919850788,-2.5751028002783016,-1.052974176467385,0.0573563521391949,1.4973274076214038,1830097899979729152,DA,30977.64,19.11109,1.693914,0.2165758,19.11109,19.03252,19.4437,-0.4111799999999981,10.255546787135366
60836010,0.2294055064443725,0.0393896677915437,5.824002062125079,-0.7194769010466605,-2.5970843339830476,0.1213690802200101,1.6798662978262402,1364037667105699840,DA:,-9999.0,19.87086,2.769287,0.2771548,19.87086,19.90351,19.89917,0.004339999999999122,12.082699834808242
93805937,0.1140739275324779,0.0196011109013954,5.819768486915538,-0.8118715750674143,-1.16446198093111,0.0571894936826597,2.2279460574958057,4968211322388061440,DA,-9999.0,18.77376,3.008151,0.1922834,18.77376,18.65452,18.61339,0.04113000000000255,11.165258163621992
74416457,0.0855158350868022,0.0147020963356488,5.816574258151758,-0.9202512636180552,-2.3173160368854737,0.0285227556283667,1.7157401889892123,3083384234712571264,DC/DQ,-9999.0,18.93537,16.54938,0.233581,18.93537,19.43829,18.29299,1.1452999999999989,15.029278640823794
61098170,0.130737976597394,0.0225565320440119,5.7960140478288125,-2.2963894812146197,-0.6285867545784422,0.1042517371129246,3.285584232773604,1406128896361223936,DA,17088.52,18.98238,2.581361,0.2126121,18.98238,18.98657,19.18243,-0.1958599999999997,11.041623721566097
76022739,0.0714998747472455,0.0123739325851341,5.778266064997332,-2.749273373895795,-1.74835548631425,0.1046796598555769,6.904071009204307,3239328415555629952,DA,31616.83,18.7251,2.406836,0.207631,18.7251,18.61443,18.93451,-0.3200800000000008,10.63233249391449
55871908,0.1507411640012026,0.0262083787994269,5.751640158852495,-1.1070600746021355,-0.5038408706180452,0.2745339568692361,8.163394197030053,595215740614211712,DA,9151.002,19.02365,4.828968,0.3030616,19.02365,19.14104,18.88854,0.2525000000000013,12.442921637408165
95218218,0.2833020629950337,0.0493344295778749,5.742481780352573,-1.8855248518911056,0.1037027106484526,0.1541648146255125,1.975863679810608,5223755352450223744,DA,-9999.0,18.90306,2.010627,0.1676999,18.90306,18.84468,19.12157,-0.2768899999999981,10.419717551226574
71504208,0.1588410726945236,0.0276999475657153,5.734345609055363,-1.307770417694986,-0.826267389478701,0.176096411632818,4.568572571377424,2766512547025371392,DA,8976.032,19.15407,4.972295,0.3034926,19.15407,19.32005,18.96415,0.35589999999999833,12.636854434393069
75043854,0.0583403297320548,0.0101877109981721,5.726539528115989,1.6107313535670746,-2.92080718310702,0.0155043578593943,1.0862972984686396,3131069474188554752,DA_MS/DA,-9999.0,19.26414,3.912674,0.3477291,19.26414,19.17047,18.8769,0.29357000000000255,12.226508322177708
92137631,0.1009632725131225,0.0178128220476001,5.668011067719903,-1.8177387239848883,-2.123268183234806,0.1289623179305977,5.83409607328066,4706162791994919808,DA,7829.118,18.96587,7.058554,0.1617448,18.96587,19.13623,18.7642,0.3720300000000023,13.209448707708908
63061091,0.152538452260397,0.0269827978431215,5.653174038780489,-2.0585812120649316,-1.969486078983244,0.0906866311589277,2.8726970358887725,1748746855699300608,DA,28288.05,19.00863,1.95019,0.2288906,19.00863,18.97264,19.24983,-0.27719000000000094,10.459014625868527
79008233,0.1568765779606323,0.0279805075455146,5.606638039193822,0.6265136868288863,-0.7819969473362175,0.0978050266586023,2.6539099298427757,3658603157350844416,DA,-9999.0,19.37377,4.744959,0.3148314,19.37377,19.49823,19.33856,0.15966999999999842,12.754932320749448
74968413,0.1876694963596884,0.0335541961519873,5.593026145213537,-0.5086018625426254,-2.6091387052898765,0.2196713080493859,5.14693601253992,3125600224181263360,DA,13919.05,19.20805,2.90815,0.3136042,19.20805,19.31064,19.30117,0.009470000000000312,11.526134016595618
56083293,0.2195343854968064,0.0393459856024686,5.579587908023644,-0.6593752035318386,1.102931238469517,0.248569264804453,4.914897358183158,630732508811771520,DA,9016.819,19.60117,4.065969,0.5900589,19.60117,19.7141,19.56904,0.1450599999999973,12.646990315705546
