sdss_id,gaia,nvis,snr_max,C,C_v,CI,CI_v,CII,CII_v,HeI,HeI_v,C_vis,status
60999980,1388883778034206080,3,12.1,-0.01,130,0.73,80,-0.98,200,2.17,-120,1.3/-1.2/0.3,ok
76143324,3262094628442474752,3,5.1,0.26,70,0.64,20,0.67,320,2.73,400,-0.1/-0.7/0.7,ok
80009458,3844688422246115968,1,12.1,1.72,-180,2.72,-200,1.04,-90,15.59,40,1.7,ok
57614750,883172235291141376,2,6.9,0.44,400,-0.33,390,0.90,400,0.65,-180,-0.3/0.3,ok
93149331,4857228645905095168,1,4.0,0.03,-200,1.06,-200,0.17,400,13.02,60,0.0,ok
78938483,3647147315636540032,2,7.7,0.26,-200,1.94,-200,4.06,400,0.89,-30,1.7/-1.3,ok
78718760,3608209893750151936,12,5.7,0.51,-200,2.12,-200,0.39,400,3.73,10,-1.3/0.4/-0.7/1.1/0.1/-3.3/-0.6/1.1/-1.5/-1.3/-0.5/1.2,ok
54746570,455563852493019776,1,20.5,1.16,400,0.98,400,1.85,400,1.06,400,1.2,ok
78973441,3652831271060654976,3,3.6,0.16,-180,-0.01,400,1.19,-190,2.23,230,0.8/0.1/-1.7,ok
58047000,940051694079392512,2,5.4,1.40,-200,6.79,-200,1.02,400,13.48,20,-0.3/1.9,ok
71273710,2720807150033137024,1,7.5,1.79,400,2.76,400,-0.00,10,1.64,110,1.8,ok
112151037,6674899075185809792,2,12.9,0.31,-200,0.65,-190,1.67,400,18.96,-10,0.1/-0.2,ok
103402866,5873479107149998336,2,7.4,-0.12,350,0.59,300,0.43,400,1.68,-200,-0.5/0.4,ok
79123538,3678015138218745856,2,12.6,2.19,400,1.07,280,3.70,400,46.40,20,1.1/1.0,ok
75060082,3132347136765574912,3,11.0,0.52,-200,3.40,-200,-0.61,400,2.49,-190,0.4/0.3/-1.0,ok
75711552,3197912904913583872,3,4.6,-1.50,60,0.32,20,-0.07,400,0.47,400,-2.6/-0.3/-2.0,ok
90142490,4544316467092531968,1,3.5,2.33,-70,2.44,-30,0.55,400,3.72,-60,2.3,ok
57555689,875933497410738688,7,13.4,0.91,400,0.63,400,0.65,-10,19.76,-80,0.6/1.4/-0.7/-0.6/-0.5/-0.5/0.4,ok
63617919,1813491877076240640,2,4.3,-0.68,290,0.20,-200,-0.06,400,1.39,10,-1.6/0.3,ok
62876646,1724721942516288768,10,9.9,1.47,400,1.51,400,1.42,-200,-0.36,400,1.2/1.7/-1.3/1.6/-0.5/-0.9/-0.1/1.4/0.8/1.2,ok
70022024,2481157011526505728,4,6.3,2.10,70,4.01,60,1.98,400,3.36,-200,0.0/0.0/1.5/0.3,ok
67132144,2078308080100382848,2,7.1,0.77,270,3.13,270,-0.39,-200,17.62,50,-0.1/1.3,ok
56382602,672823394471841792,7,7.4,0.88,-30,0.17,-40,0.97,190,5.99,-40,-0.8/2.7/-0.7/0.5/2.5/-0.2/-1.3,ok
75840575,3216797017121881984,3,14.5,5.92,-180,7.88,-190,2.15,400,12.84,30,2.1/3.2/5.5,ok
75647282,3186944726671310208,2,5.3,-0.32,-200,-0.94,-200,0.00,-200,10.10,-10,-0.7/0.2,ok
61934137,1551111672128576000,5,6.3,2.39,-200,2.06,-200,1.88,370,12.56,50,-0.1/1.5/4.9/-1.3/-0.5,ok
93008784,4833121750386915328,1,6.8,2.34,400,2.02,-130,2.96,400,20.51,40,2.3,ok
69267665,2308785272265511552,1,34.1,0.93,-200,3.35,-200,0.10,270,31.83,90,0.9,ok
56306750,664602208591207936,3,9.0,1.32,240,2.94,220,-0.21,400,-0.53,-200,-0.4/1.4/-0.7,ok
80861552,4013513897205160448,1,8.6,3.36,360,1.47,350,0.93,-170,0.28,-200,3.4,ok
76311355,3301308573207884928,1,7.6,3.51,-120,4.15,-190,0.56,400,19.52,60,3.5,ok
95782759,5260154719255956096,1,18.6,0.41,400,-0.41,-200,3.87,400,0.16,-100,0.4,ok
92557548,4768023824435213824,3,3.8,-0.06,-20,0.01,20,0.60,-100,2.03,-200,-0.3/0.0/0.2,ok
56862410,754986325002023808,1,10.8,2.34,140,4.38,0,-0.00,180,13.35,0,2.3,ok
79488401,3741503310428139264,4,8.2,1.02,-200,1.84,-190,-1.65,-200,0.40,240,1.4/0.9/-0.5/0.8,ok
71857396,2831856488703989248,12,10.3,-0.03,400,-0.47,400,-0.29,400,9.16,130,0.5/0.3/-0.8/-0.8/-0.5/0.6/-1.5/0.9/1.7/2.4/0.1/0.6,ok
67711229,2130714549489665024,2,3.7,-0.53,400,2.15,0,-0.22,400,22.11,60,-0.8/-0.4,ok
110580381,6464175232181831168,4,4.4,0.69,-30,0.71,-90,1.17,100,22.04,-200,-0.4/-0.4/1.2/0.5,ok
67927663,2153701661133242752,3,4.5,1.32,0,-0.57,-200,1.23,0,6.29,-50,1.1/-0.5/-1.0,ok
63703013,1819836815124476800,2,4.0,0.25,-190,0.44,-200,1.04,130,0.00,400,0.4/-0.9,ok
75592248,3178107848638918528,2,3.9,-0.42,-30,1.97,-80,-0.81,350,0.56,-150,-1.8/0.7,ok
71073743,2687339493552038400,6,8.8,2.05,-200,0.64,-200,1.80,-200,1.53,80,3.9/0.6/-0.5/-4.0/0.4/1.3,ok
56029314,620101708840130176,1,8.3,0.57,170,2.74,30,0.65,270,14.01,80,0.6,ok
61553312,1479756352485384448,7,8.3,1.82,-50,7.54,-40,0.07,400,15.37,50,1.4/0.4/0.5/-0.8/0.2/0.6/5.6,ok
116605494,299146121434237440,1,8.0,-0.50,320,0.22,340,0.05,-10,3.61,400,-0.5,ok
58642182,1017429511350062464,5,13.3,-0.14,-70,0.70,10,0.10,400,4.08,400,-0.1/-0.6/-2.0/-0.2/1.0,ok
68733710,2216730821602641920,2,5.0,2.03,380,1.67,310,1.98,400,4.20,300,2.9/0.4,ok
99309074,5568058450791837312,1,18.2,-3.60,330,-1.31,360,-0.36,210,0.17,-200,-3.6,ok
68427183,2186823353707174528,2,19.4,6.19,-200,5.02,-190,0.04,400,13.91,50,3.2/2.3,ok
79717138,3789118932779655552,4,7.5,1.68,-60,0.70,-190,3.90,30,2.39,20,1.9/0.2/1.1/0.0,ok
110789297,6487816832417990272,2,4.8,10.21,200,26.50,210,0.59,-200,1.39,120,6.6/8.9,ok
64431346,1877098762180513664,2,4.9,4.80,60,4.94,90,0.03,-200,16.40,-20,2.2/1.4,ok
114512397,6879784584465884544,2,16.7,0.98,390,0.96,0,2.39,400,0.47,400,5.8/-0.6,ok
56368209,671508966976840576,2,18.6,0.73,-200,3.09,-200,1.82,400,24.41,10,0.1/0.5,ok
55979693,611074413433751680,2,36.7,1.97,370,0.85,400,1.41,290,-1.24,400,1.5/0.9,ok
57816320,904625459495846912,1,12.0,-0.11,160,0.33,-120,1.24,210,1.79,100,-0.1,ok
93163807,4859771816300145664,1,12.2,4.28,-200,2.77,-200,-0.11,400,13.52,100,4.3,ok
98401158,5487069867400471168,1,12.0,3.95,240,3.19,200,1.86,290,11.72,80,4.0,ok
61226553,1425141174687994752,1,3.8,-0.12,-200,2.21,-200,0.23,400,1.10,220,-0.1,ok
70825157,2642745397873170304,7,14.0,4.38,-160,2.67,-190,-0.05,400,12.06,20,3.8/-0.0/0.9/1.9/0.3/1.6/0.6,ok
74583848,3097718327285708416,3,4.5,2.34,390,4.91,-200,1.51,350,1.03,400,-3.8/3.3/-0.7,ok
64233994,1861237855993050368,1,11.7,2.37,400,2.83,-200,-0.05,400,21.16,30,2.4,ok
59882698,1226652349183879424,2,7.5,2.78,390,0.98,400,2.08,280,9.10,-20,2.5/-0.4,ok
90509939,4584919992699350912,3,17.3,0.06,-200,0.29,-200,0.70,-100,18.09,-70,0.1/-0.4/-0.2,ok
59566043,1176157930514037760,11,13.5,1.20,30,0.48,0,0.65,60,34.99,-70,0.5/2.2/0.7/3.2/0.7/1.1/0.4/-0.1/-0.6/-1.9/-2.4,ok
56417345,676787413063098752,5,17.6,3.94,-150,3.79,-200,0.64,400,12.78,50,2.0/2.7/1.4/-0.1/1.7,ok
86551882,4231456343288671104,1,5.9,2.60,400,3.31,400,1.08,400,1.47,160,2.6,ok
65524740,1990411849271105536,3,4.6,0.82,360,0.76,340,0.51,400,0.43,250,3.8/-0.9/0.4,ok
95874768,5271072526109138176,1,9.0,0.72,130,0.69,120,0.85,-200,-0.27,290,0.7,ok
94230502,5046625811621802752,1,6.5,1.62,300,3.65,310,0.66,290,3.11,-30,1.6,ok
70823141,2642338239269642112,8,7.9,1.10,-200,3.19,-200,0.18,-200,1.03,150,0.1/1.1/0.3/-0.7/-1.2/-0.2/1.1/0.7,ok
62939830,1734880639683480320,1,5.9,0.06,-200,-0.27,400,0.28,-200,1.23,400,0.1,ok
60729601,1350517492310907392,2,27.0,-0.09,380,-0.36,330,0.70,400,1.26,-200,0.7/-0.2,ok
74371464,3080191875715285120,2,9.2,1.42,330,4.30,360,-0.23,270,5.50,-130,3.3/3.0,ok
93096973,4848192279527227648,2,12.2,-0.72,-200,-0.67,-200,0.27,-90,2.64,-170,-2.6/0.5,ok
100607851,5678270090450099456,1,10.4,-0.22,-200,-1.14,120,0.56,-200,1.14,260,-0.2,ok
68109235,2166376075276762368,2,3.4,0.68,400,0.79,400,-0.19,30,-0.53,400,0.2/1.4,ok
67233181,2086282288181804928,2,6.1,0.76,400,0.35,10,1.57,400,4.26,-60,0.3/0.5,ok
89969535,4526387727411178880,2,4.1,1.28,340,0.97,-200,4.26,260,0.27,360,1.3/-0.0,ok
76110270,3254071152794424832,2,7.9,1.02,-200,3.49,-200,-0.57,400,18.84,30,-0.2/2.3,ok
114511549,6879683979147955968,1,13.3,1.70,-200,1.66,-200,3.06,-130,38.15,-10,1.7,ok
71266672,2719490347418889088,1,4.7,3.71,400,2.62,400,1.55,400,1.41,240,3.7,ok
78671417,3599386832629810176,4,6.6,-0.01,400,0.37,-60,-0.09,400,1.90,50,0.6/-0.3/-6.0/1.0,ok
56785336,740483560857296768,1,6.2,-0.24,400,-0.05,200,0.90,-70,3.18,400,-0.2,ok
79675840,3780802467344847104,2,6.7,1.45,-200,2.24,-200,0.12,360,5.54,-120,-1.0/2.3,ok
63444863,1797934676604418688,2,4.4,2.97,400,0.44,400,3.71,400,1.12,-60,3.3/-0.6,ok
79666696,3778912651670225920,2,13.4,7.77,-20,8.89,-200,3.42,120,48.71,40,3.3/3.2,ok
63596251,1811426818143340800,2,8.9,2.99,-200,6.41,-200,1.20,-200,15.82,60,4.8/1.6,ok
69261374,2307730801959370752,1,11.7,0.17,-200,2.80,-200,-0.94,240,26.96,40,0.2,ok
68023323,2163363074111625856,2,3.7,0.80,180,2.56,-80,-0.17,350,1.07,400,0.4/1.5,ok
56425261,677817964696643712,1,7.9,-0.40,400,1.30,320,-0.54,50,2.03,-200,-0.4,ok
76312744,3301672030520282624,1,6.4,0.70,-150,1.71,-100,-0.05,400,0.30,310,0.7,ok
67242892,2086905097099248768,2,8.9,1.41,400,1.14,400,-0.13,400,49.77,20,1.3/-0.2,ok
80051275,3852882567011669504,2,5.7,0.42,-200,0.24,-140,1.88,-200,1.12,260,-1.7/1.3,ok
79101411,3674546934947218688,1,6.5,2.24,50,2.76,-10,1.68,90,9.15,-60,2.2,ok
79137874,3680270855042492672,2,7.0,0.64,110,0.20,100,1.00,150,-1.11,300,-0.1/1.4,ok
63116827,1754663916181578752,1,14.1,1.33,400,0.74,110,2.74,380,0.62,400,1.3,ok
78960065,3650685333604809344,4,6.3,0.15,-10,0.28,50,0.42,-200,15.42,20,0.5/2.1/-0.6/-0.6,ok
101764876,5781107795253788032,3,15.3,0.42,110,3.17,180,-1.45,80,1.13,40,-1.1/6.2/1.5,ok
93140616,4855801995208405376,1,11.7,2.08,-200,3.38,-200,1.65,400,15.43,60,2.1,ok
56390316,673563468875449344,1,5.8,1.57,400,0.42,400,0.58,400,-0.36,20,1.6,ok
65423133,1983200328595958784,2,10.8,0.60,-200,0.21,-200,0.94,-200,11.78,-30,1.8/0.1,ok
93216893,4868676245577029504,1,13.1,1.01,400,0.71,400,0.61,340,0.94,400,1.0,ok
79668317,3779248273299114112,4,4.9,0.38,70,0.87,100,0.18,-40,1.15,-80,1.9/-2.2/0.7/-0.3,ok
65791772,2006786124317312896,2,5.7,-0.06,400,1.11,400,-0.46,400,2.91,-60,1.3/-1.4,ok
65783324,2006324569961481216,2,12.6,0.50,400,-0.74,400,1.58,310,9.03,-90,2.1/-1.6,ok
76256511,3289283145815905408,3,4.7,0.49,280,1.35,330,0.09,150,13.22,0,-0.5/-0.2/2.0,ok
64811587,1934933589201327872,2,7.2,1.94,340,2.23,270,4.92,400,0.71,-40,5.8/0.6,ok
69369576,2330729046159476864,1,4.4,0.31,400,1.17,400,-0.89,-160,2.50,-200,0.3,ok
115368782,140253260859027200,2,21.3,0.27,400,-0.23,400,1.16,240,7.62,-60,0.7/-0.3,ok
110090182,6409328980846987136,2,12.1,1.87,-100,10.45,-200,1.15,-50,29.19,40,2.7/0.8,ok
109624511,6337560970684530816,6,7.3,1.92,400,1.52,400,2.38,400,1.51,400,2.0/1.5/-1.7/-2.2/0.1/3.0,ok
67569310,2116612110272219776,2,4.0,1.68,400,2.22,400,1.35,400,-0.26,-200,2.1/0.3,ok
109529031,6320693053565125504,2,6.8,0.51,400,0.37,380,0.72,-40,0.22,-200,0.7/-0.2,ok
70155290,2507450045398750720,8,20.7,-0.60,-40,-0.26,190,-0.09,-100,3.44,-130,-1.6/-0.2/0.8/0.2/-0.2/-0.4/0.7/-1.2,ok
110709399,6478265130093178624,2,5.5,3.13,-70,6.25,-200,0.32,-80,7.88,170,0.9/1.5,ok
61254575,1429354258432529152,3,11.1,-0.57,270,0.79,150,0.26,400,8.56,-190,-2.0/1.0/-0.7,ok
116372894,262720130134696192,4,5.2,2.03,0,3.92,20,0.28,-200,0.40,-120,2.4/1.2/-0.8/0.1,ok
60961908,1382562582607580800,10,10.2,0.19,400,0.26,120,1.94,400,2.15,-200,0.1/-2.0/0.7/-2.4/0.1/1.2/0.0/-4.2/1.8/0.2,ok
67968676,2158689909166747648,2,6.5,0.75,-100,1.98,-130,0.25,-60,20.16,40,-1.1/0.7,ok
57738419,894628837215026944,1,7.3,-2.62,400,-0.31,400,-1.03,280,2.39,150,-2.6,ok
72202711,2887078360699012864,3,24.0,0.87,400,0.13,-200,1.51,400,2.76,-200,0.9/2.8/0.4,ok
57528820,873126341145276544,2,8.4,1.94,30,5.70,-30,0.51,160,14.13,110,-0.2/4.5,ok
86691174,4244731777960304384,1,5.5,0.75,-200,1.37,-200,0.93,100,-0.77,-180,0.7,ok
70284101,2533306985471073920,7,31.4,2.27,220,7.67,340,1.22,140,3.03,400,2.4/3.8/1.9/6.2/1.7/1.7/2.1,ok
80416257,3925401028220330496,1,5.7,1.96,390,1.29,-120,7.75,270,0.86,180,2.0,ok
60235467,1285676091868623488,2,13.2,0.03,150,1.15,-200,0.04,70,1.69,-200,-0.1/0.6,ok
70260886,2529020745548528128,5,11.4,1.82,-200,6.63,-200,2.17,0,17.27,40,1.2/0.6/0.7/2.8/1.1,ok
70341009,2543395176454937728,9,9.5,0.97,-200,2.45,-200,0.87,-150,23.34,30,2.1/-2.2/1.0/0.1/-1.1/0.2/0.3/-2.0/0.5,ok
61634012,1494157691363079168,1,12.0,-0.01,280,0.60,290,-0.38,200,1.23,0,-0.0,ok
85925904,4179018469095547008,1,7.2,3.59,-20,4.67,-50,0.45,130,-0.64,400,3.6,ok
76109492,3253942058959814016,2,5.6,1.56,-40,1.08,-60,3.01,0,2.12,-200,2.2/-0.4,ok
56509552,690830169413571584,1,6.3,0.63,400,-0.09,-200,1.10,400,-0.02,-130,0.6,ok
58641038,1017275545362167936,16,9.8,1.40,-200,3.60,-200,0.22,400,42.21,50,2.4/-1.5/1.0/1.2/0.7/-0.2/0.4/0.4/0.5/0.3/0.2/2.7/1.3/-0.3/-0.1/-2.1,ok
70824631,2642625482386020224,16,14.7,1.36,400,1.31,-170,3.58,400,1.65,-100,-0.2/5.1/-1.3/1.1/5.1/-1.6/-0.5/1.2/1.1/-0.9/0.3/1.0/1.0/1.1/-0.3/-1.9,ok
76157216,3265118422859725952,3,9.7,1.94,-170,2.01,-160,-0.38,400,28.22,60,1.9/-0.3/1.6,ok
116687937,312711998977079040,3,4.4,1.47,400,1.57,340,0.78,400,-0.34,240,-0.4/0.5/1.3,ok
76181556,3270856636604010240,2,7.3,0.28,-190,3.22,-170,-0.95,150,14.48,30,-0.7/1.7,ok
71226079,2711092621203766912,1,4.5,0.65,-200,0.47,-200,1.39,-200,0.48,260,0.7,ok
94887593,5177413892271886848,6,13.5,0.47,-140,3.12,-180,0.37,400,13.02,-60,-2.9/-0.4/1.6/1.0/-0.1/3.2,ok
63724552,1820913580577574912,2,6.2,-0.74,400,-0.13,400,-1.16,70,0.03,50,-0.3/-0.9,ok
79824189,3810124316449529984,3,4.5,-0.42,-160,-0.86,-140,0.76,110,2.23,250,1.0/-0.2/-1.3,ok
74229208,3066063834197520000,2,8.0,1.58,-200,4.60,-200,-0.15,110,53.92,100,1.2/1.2,ok
70573363,2590403352991369216,12,10.5,-0.28,-200,0.49,-200,-0.56,400,56.99,-40,-3.4/-0.1/0.0/-1.0/-0.7/-0.3/0.3/-1.0/-0.3/-1.4/0.5/0.1,ok
89932486,4522015072749397760,1,10.5,1.26,330,1.13,340,1.00,270,3.49,-180,1.3,ok
71060578,2686055710647408128,7,12.0,0.08,400,-0.26,-200,0.64,400,1.87,-200,0.7/-0.5/-0.5/0.0/-1.1/1.9/1.7,ok
110699598,6477019211621284608,2,6.6,0.12,-160,3.31,-200,0.04,40,21.89,10,0.4/-0.7,ok
79699586,3785717146882801536,5,7.4,-0.58,130,-0.26,0,-0.15,180,-0.69,400,-1.3/0.2/-0.2/-1.1/-0.3,ok
79634501,3772598701852845696,2,4.8,1.16,-120,1.34,-110,1.91,290,15.23,70,1.1/1.2,ok
79893647,3823834775476498176,4,4.7,-0.26,50,0.07,400,0.60,70,-0.51,400,0.4/-1.6/0.8/1.2,ok
57855379,910965380985384320,1,8.7,0.91,200,0.65,230,0.92,80,-0.21,-180,0.9,ok
63594729,1811277250201563392,5,12.8,2.23,-200,1.97,-200,1.15,220,18.37,10,-1.5/-0.5/2.1/1.3/1.7,ok
71382015,2740739509137207936,3,7.9,0.30,400,1.26,-200,0.41,400,17.32,10,1.3/-0.6/-0.6,ok
73635952,3030820432081929088,2,7.1,0.97,400,1.29,-60,2.19,400,1.86,180,0.5/0.8,ok
57588640,880073193049049216,9,13.9,1.12,-200,2.05,-160,0.05,400,49.00,60,0.2/2.1/-0.7/-1.4/4.4/0.3/1.0/-3.6/2.2,ok
75776865,3207589672390224128,3,11.7,3.65,70,2.76,80,-1.71,40,20.56,80,1.9/0.4/0.8,ok
57767755,897883597792745600,1,8.1,2.48,-200,4.26,-200,0.97,370,17.80,20,2.5,ok
110483857,6452090053203922560,4,13.0,1.36,-200,2.92,-160,0.51,370,11.08,70,1.9/1.8/0.8/1.0,ok
71014144,2678721796291234560,15,15.8,1.57,-200,2.42,-200,2.35,400,20.75,40,-2.9/0.9/7.8/0.8/1.8/2.9/0.7/1.1/-0.8/0.2/-0.1/2.6/-1.0/0.8/3.8,ok
71018740,2679575704508755840,14,9.5,0.02,90,-1.12,230,0.50,-40,3.35,120,-3.7/0.0/0.1/0.1/-1.0/-0.9/-0.2/-0.7/-0.8/0.4/1.7/0.2/-0.3/-1.8,ok
63101903,1752971527268616704,1,6.7,0.00,-20,0.03,30,0.78,-200,1.21,-100,0.0,ok
69094184,2270533533318228992,2,4.7,0.67,400,1.58,330,-0.81,-60,1.36,400,-1.2/1.2,ok
56206138,651932025005986688,1,8.7,0.98,-180,1.10,-160,0.93,320,9.12,40,1.0,ok
100524976,5664510767581149184,1,10.4,0.93,390,-0.64,30,4.98,400,0.52,-200,0.9,ok
100599590,5676958377373558400,1,8.5,0.16,400,-0.99,-200,1.52,400,5.86,10,0.2,ok
75244849,3146529359293906816,1,7.4,1.93,400,3.86,400,1.54,400,1.96,350,1.9,ok
56059831,626343705070034432,1,7.5,0.08,400,0.35,-200,0.82,400,2.90,10,0.1,ok
70816593,2640992093438956672,11,44.1,2.11,-200,3.76,-200,1.72,400,15.98,60,2.1/2.2/2.2/-3.5/2.3/1.3/3.5/1.6/1.2/3.4/1.1,ok
57448326,865269402852077184,10,7.1,1.18,310,0.81,-190,1.66,330,1.06,-200,-0.3/0.8/2.3/2.8/-1.1/-2.0/0.2/-0.4/-0.3/0.7,ok
63382390,1789489018549184128,3,7.5,3.67,40,3.68,50,1.25,-130,2.40,90,4.1/2.4/1.3,ok
70559958,2587543763765699968,5,18.8,0.12,400,1.36,-40,-1.41,400,1.73,-30,-0.4/1.6/-0.7/-2.7/-0.5,ok
62266099,1612909173409062912,7,11.5,-0.81,360,-0.80,-200,1.08,140,-0.26,-60,-1.4/-2.0/-1.4/0.8/-0.9/0.6/-1.0,ok
71769355,2816416145698354688,2,3.9,-0.48,400,0.29,400,0.83,-200,-1.23,130,-1.2/-0.0,ok
70041776,2485350789393430400,7,8.2,3.30,-200,5.14,-200,0.44,370,56.21,0,1.3/1.0/-0.9/-0.0/1.8/0.4/2.3,ok
93793737,4965877888132492416,1,9.2,-0.32,-170,0.90,-160,-1.97,100,0.03,-200,-0.3,ok
63152262,1758536430493058944,2,15.6,12.11,160,23.91,160,2.52,180,2.02,190,11.4/14.2,ok
109620831,6336900473433476224,2,3.6,0.38,270,1.12,260,-0.40,-10,10.47,0,0.9/-1.2,ok
91563593,4660085867450146560,2,17.6,2.62,-200,4.77,-200,1.46,400,21.64,70,2.8/2.4,ok
86480922,4224790141724412160,2,4.5,-0.23,-200,0.45,90,1.95,400,1.96,-200,0.5/-1.7,ok
61253757,1429244238549530624,3,17.6,1.58,-200,4.82,-200,-0.44,210,12.18,90,4.2/1.8/1.5,ok
91786383,4676271507537183104,2,5.7,0.99,250,2.32,220,0.09,300,17.76,40,0.9/0.2,ok
75854318,3218697767783768320,1,30.3,2.62,400,0.45,400,3.16,400,1.40,-200,2.6,ok
105141827,5949249751978546048,1,15.6,1.99,-200,6.70,-150,0.22,400,24.42,50,2.0,ok
114563905,6887340767670473856,2,11.2,0.36,-200,0.63,-200,1.06,280,43.94,40,0.9/-0.2,ok
109587896,6331384601554022144,2,11.4,-0.08,400,0.53,-200,1.11,400,3.34,-70,0.1/0.3,ok
111514007,6606340058428659584,1,10.4,2.19,-190,2.60,-200,4.95,400,31.02,40,2.2,ok
71379868,2740318086946217472,1,4.6,1.46,160,2.94,160,1.22,-200,5.12,-60,1.5,ok
100607483,5678219993952248576,1,8.8,0.99,400,1.30,-70,1.07,400,21.99,70,1.0,ok
78780690,3620292770625502208,14,18.4,0.50,350,2.06,-200,0.11,400,16.45,-50,-0.1/-1.1/-0.4/1.0/-1.0/0.4/1.0/-1.1/2.0/0.3/0.8/-0.6/2.0/2.5,ok
95990914,5280944182024023552,1,14.9,0.98,400,1.19,-200,0.85,400,1.67,-200,1.0,ok
92884094,4814005538147149568,1,7.8,0.31,400,0.85,20,1.34,400,0.26,-200,0.3,ok
106255107,5989991261976860288,2,15.5,0.55,400,1.43,400,1.31,-150,2.72,-10,0.4/1.3,ok
110654848,6472549731213162240,2,21.5,0.93,100,5.25,80,-1.77,-200,11.13,10,0.8/0.7,ok
89864833,4516262191726719616,3,3.6,-1.72,290,-1.69,210,-0.03,340,1.40,0,-1.8/-0.7/-1.1,ok
76997437,3369742765335224448,3,9.0,1.18,-150,1.40,-130,0.88,-200,0.60,190,-3.1/1.6/0.9,ok
58851257,1054493777740076032,1,8.1,2.14,-200,5.09,-200,-0.42,400,22.54,40,2.1,ok
70358615,2546405570572258944,11,10.5,0.09,-200,1.73,-200,-0.59,400,27.13,20,-0.5/-1.1/0.5/-2.6/0.3/-0.3/1.5/0.6/1.0/-0.2/-0.0,ok
63366118,1787508213990613376,2,3.4,0.87,400,1.78,400,0.36,-200,4.62,120,0.8/0.4,ok
70582895,2592249329934861952,2,15.6,3.69,340,2.65,380,2.19,200,1.94,-170,-0.1/3.1,ok
91828287,4682497556554649088,2,4.2,1.55,-140,0.68,-130,1.32,-190,0.79,80,3.5/1.3,ok
71708705,2805605339352591616,4,8.9,-0.01,390,-0.14,340,-0.74,400,1.19,10,0.2/0.3/-1.8/-1.3,ok
57840309,908448976822869888,4,14.2,0.73,-200,0.41,-200,0.21,400,3.09,-120,0.0/-0.2/-0.3/0.4,ok
65458017,1986337574568544512,2,10.2,-0.72,220,-0.16,-200,0.75,400,29.67,-20,-0.9/-0.3,ok
95899049,5273131975814054016,3,18.6,3.37,-200,2.91,-200,0.61,-190,19.86,50,0.0/1.5/3.6,ok
89720826,4506484097383382272,2,13.3,0.00,-140,-0.66,-200,2.34,-140,0.90,190,3.1/-0.6,ok
110688903,6475822118336747776,2,8.4,0.06,300,-0.13,220,2.02,390,0.44,200,-0.7/1.0,ok
55834335,588639321049959296,2,20.3,1.78,-200,4.04,-200,1.12,400,27.20,30,0.2/1.9,ok
110678675,6474852967556632064,2,5.2,0.58,280,-0.28,200,2.96,350,1.47,70,0.8/0.9,ok
58635526,1016444452011263872,6,26.9,10.26,-200,2.34,-200,1.48,400,25.73,-10,1.7/0.2/0.6/2.5/2.4/-0.1,ok
65159204,1969846622446307840,2,5.6,-0.44,-130,1.13,-140,1.59,400,1.08,400,0.1/-0.6,ok
70361498,2546938288252321024,2,10.2,5.62,-200,3.03,-200,0.65,-200,28.86,40,5.6/1.0,ok
74226030,3065789299888029568,2,5.0,1.32,170,-0.29,-130,1.15,170,29.06,-20,1.1/-1.2,ok
75222444,3144625662286579968,3,21.7,2.99,400,1.10,400,4.32,400,6.37,-130,6.2/1.8/1.8,ok
56690423,720739492734001792,1,5.2,0.30,90,1.61,-180,-0.14,60,1.12,-200,0.3,ok
69275533,2310012494745338112,1,8.9,0.24,-60,1.47,-110,-0.03,400,7.19,20,0.2,ok
94886849,5177238447152449152,6,11.4,1.28,0,1.35,10,1.50,-30,5.35,10,2.7/2.6/-1.2/0.8/-0.3/-1.0,ok
69118902,2276417844672225408,9,11.1,-0.03,400,1.18,400,0.82,400,1.86,400,-0.5/-0.0/1.8/-1.2/0.6/-0.6/-0.7/0.5/-0.7,ok
63729221,1821095584150149888,2,13.7,1.08,-120,2.52,-150,0.65,400,26.89,-10,1.7/0.3,ok
93578591,4927705485819946368,2,12.2,-0.75,110,-1.80,80,2.32,400,3.43,40,-0.5/-2.0,ok
56466751,683635407703226752,4,20.3,3.79,-200,3.34,-200,1.37,400,7.33,30,-1.1/0.6/2.3/3.5,ok
79053130,3666185114658462336,2,3.7,1.93,-100,4.40,-110,0.11,400,8.03,0,1.5/1.5,ok
89562899,4490985106562656000,1,7.5,0.62,-200,1.63,-200,0.04,200,3.56,120,0.6,ok
110610739,6467932297772819712,2,14.0,0.68,340,-0.36,-200,3.88,340,2.80,-40,1.0/0.3,ok
75785001,3208882771080848384,3,19.4,0.64,-200,5.75,-200,-0.08,380,16.41,20,0.4/-0.3/1.6,ok
59566828,1176279289109557888,11,6.1,-0.88,120,-0.03,-20,-0.07,170,-0.32,400,-0.4/-0.4/3.0/-1.0/0.8/-2.2/-3.8/0.1/2.2/-1.6/0.2,ok
55033425,483770272814851584,1,13.2,-2.40,-200,-0.35,-200,-0.45,400,5.33,100,-2.4,ok
93008953,4833145974002359808,1,11.8,1.55,-200,2.33,-200,-0.04,400,27.97,60,1.5,ok
71045310,2684070508043226496,1,7.0,0.49,400,0.54,-200,0.05,400,1.77,-200,0.5,ok
106169698,5984073587327875712,2,13.4,-1.37,390,-0.24,-200,-0.62,160,2.29,400,-0.3/-0.4,ok
