sdss_id,gaia,nvis,snr_max,C,C_v,CI,CI_v,CII,CII_v,HeI,HeI_v,C_vis,status
55934621,604373916559161728,1,6.6,1.05,-200,0.53,250,2.70,-200,7.40,30,1.1,ok
63752017,1821984642347251968,2,7.0,1.98,-130,3.43,-140,0.31,400,12.31,30,2.4/0.3,ok
71063691,2686420164391771136,2,3.4,-0.84,-200,0.55,-200,-0.43,400,5.94,50,0.5/-2.3,ok
70104147,2497656557890835968,13,14.7,2.27,-200,2.42,-200,2.22,320,14.98,30,13.0/0.1/-1.6/-0.1/-1.1/-3.3/-1.9/-0.6/1.2/-1.4/-1.6/2.0/-0.4,ok
76185203,3272075999295735680,1,4.1,2.62,-80,3.84,-120,3.01,110,12.93,30,2.6,ok
77497117,3425192266297052416,7,9.7,-1.56,-190,-2.59,-200,-0.77,40,2.30,320,-0.5/-2.3/-2.8/0.2/-0.5/-0.7/-0.6,ok
109585639,6330948164157844224,2,7.2,1.22,170,3.65,150,0.71,400,6.19,50,0.6/0.3,ok
74932953,3121886520577421568,1,14.8,0.01,400,0.60,70,-0.67,380,1.03,120,0.0,ok
70767759,2630071980176337152,1,28.9,-1.67,400,-0.76,-200,-0.02,400,1.04,-110,-1.7,ok
74030773,3053782568490231808,1,5.9,0.70,400,1.63,400,0.84,310,0.98,-200,0.7,ok
76138762,3261154374201832064,2,12.3,0.62,-200,0.92,-200,0.99,130,28.45,30,-0.5/1.1,ok
56381030,672673104976508672,9,10.2,1.87,-200,4.09,-200,0.50,400,17.75,120,2.6/-1.1/0.0/0.5/-0.3/1.0/4.3/-1.0/-0.5,ok
56504403,690033190987042176,1,7.0,0.37,-200,0.45,-200,0.48,400,22.43,50,0.4,ok
55832844,588388220081897984,1,6.2,4.42,320,4.41,260,1.17,400,11.35,50,4.4,ok
116957610,352158048070541056,2,6.5,0.03,400,0.97,-200,0.65,400,1.23,-200,0.3/-0.3,ok
92812994,4804195149944985728,1,6.4,1.36,-200,1.57,-200,-0.36,-200,9.56,60,1.4,ok
110596224,6466245200259389440,2,32.6,2.53,-200,1.90,-200,0.94,400,15.63,70,2.8/4.5,ok
54853170,463731845197037952,2,16.5,0.11,400,0.21,-200,1.05,400,1.85,-200,-0.2/-0.3,ok
89886697,4517714818353801856,2,5.2,0.14,-140,1.93,-160,-0.10,400,0.50,-200,-0.3/0.1,ok
89912585,4520056606339200640,2,8.3,0.88,400,0.33,400,1.92,400,-0.40,400,1.5/-0.6,ok
110189592,6421151209042040960,1,6.3,1.18,400,4.85,-200,1.17,400,1.12,-200,1.2,ok
79001522,3657400463428513024,2,6.0,0.52,-50,0.34,-120,1.62,100,2.56,390,-4.3/1.7,ok
76102412,3252550150255673984,2,3.4,1.07,260,0.49,290,2.13,130,1.39,150,0.0/1.1,ok
110463555,6449945318334807552,2,3.9,2.03,-170,2.45,-200,1.02,-120,17.56,70,0.3/2.5,ok
69049858,2262843037892063488,1,4.0,0.92,290,1.80,-200,2.76,390,4.82,200,0.9,ok
110284774,6432211608825427328,1,6.5,-0.11,160,-0.06,140,0.06,200,3.47,310,-0.1,ok
68857558,2235778898477510528,1,5.1,1.45,-70,1.74,90,1.09,-80,3.69,400,1.4,ok
94864765,5172537588267192576,2,12.8,0.73,-200,0.99,-200,-0.30,-200,3.94,-150,2.2/-1.8,ok
107081335,6051091604138435968,2,23.0,-0.05,370,0.03,330,-0.04,400,1.00,180,0.0/1.1,ok
57721645,892863296418913152,2,7.0,3.68,250,3.27,250,0.21,400,7.79,60,1.6/1.0,ok
117103204,371636961709032448,2,6.9,0.60,-40,1.46,-50,0.09,400,2.79,400,0.4/0.2,ok
55930417,603638652518160256,2,22.7,1.52,-200,2.90,-200,2.40,90,17.83,50,0.9/2.9,ok
116330542,258229174890841344,2,11.4,-2.24,140,-0.15,130,-2.57,360,0.58,60,-0.9/-0.5,ok
70162505,2508860340859881728,12,10.2,0.74,-200,2.08,-200,0.56,150,18.07,10,0.5/-0.3/0.1/3.0/0.9/-1.8/-0.5/0.4/-0.3/-0.6/-0.6/1.1,ok
71981995,2853830018130309120,12,15.8,0.82,50,0.42,0,0.95,170,-0.04,-120,-2.6/1.4/-0.2/1.2/-0.3/-2.1/1.1/0.2/-0.2/0.2/-0.1/0.7,ok
69345148,2323935404329419776,1,19.2,1.75,-200,1.74,-200,0.20,400,41.28,20,1.8,ok
100517762,5663381745233661440,1,38.7,0.72,400,-0.12,400,1.40,310,1.03,-200,0.7,ok
87367964,4274460613871340672,3,11.2,0.18,-10,2.48,10,0.43,400,3.70,70,-0.5/2.5/-0.8,ok
104844666,5939156849370517376,1,6.0,0.48,400,-0.06,400,1.39,400,2.19,-120,0.5,ok
64032019,1838948899858886400,2,9.3,1.39,-150,3.57,-200,-0.03,400,22.90,40,1.9/0.0,ok
65141748,1968888329337800576,2,11.8,0.13,310,1.60,310,-0.20,340,30.43,30,0.0/-0.6,ok
61975553,1558730836735094528,6,15.4,20.82,180,25.17,160,3.43,340,2.03,400,25.0/15.1/10.3/32.3/8.1/13.1,ok
74323008,3074614873566843008,4,14.4,1.70,-180,6.80,-200,-0.38,-40,26.09,80,3.5/0.5/1.5/0.8,ok
57564958,877243737313813760,1,5.1,-2.56,360,-2.03,20,0.35,400,1.20,350,-2.6,ok
100544025,5667628638959780736,1,6.4,0.59,-200,2.17,-200,0.45,90,15.62,60,0.6,ok
98216982,5462418232588603648,2,19.7,2.18,-200,2.98,-200,-0.72,400,19.43,30,1.9/1.6,ok
78781379,3620405474862194176,3,5.1,-0.59,70,1.54,190,-0.06,-110,0.36,-200,-1.6/0.5/-2.8,ok
77475018,3423432948911392128,2,32.9,0.45,-200,2.94,-200,1.16,400,21.03,-20,0.5/1.1,ok
78919325,3643841938869831168,4,8.3,0.01,-50,1.10,-50,-0.53,-200,12.79,-80,0.3/-1.0/-0.1/1.6,ok
79316933,3711047662972690688,1,4.0,1.56,-200,3.73,-200,-0.11,400,1.61,400,1.6,ok
92854469,4809797913306555392,1,9.5,1.63,-200,2.08,-200,1.34,30,11.51,120,1.6,ok
109631850,6338900661178928896,2,29.4,1.10,60,1.70,60,1.67,400,-0.78,-200,-1.9/-1.3,ok
92521658,4763243250956262656,2,11.6,-0.26,-140,0.15,-180,1.98,400,10.03,-50,-1.3/0.6,ok
92366343,4743743068640451968,2,5.5,0.46,-200,3.04,-200,-0.15,400,18.02,140,-0.6/2.4,ok
89564041,4491114123082685952,1,11.4,-0.25,70,0.91,210,-0.99,-20,29.02,-10,-0.2,ok
90223114,4552909562780462592,2,9.1,0.56,400,0.49,-70,2.42,400,1.82,-160,-0.2/1.4,ok
65092584,1965212661969170176,1,16.5,3.87,-190,3.39,-160,0.92,290,15.95,10,3.9,ok
80887930,4018719981683874944,3,27.3,2.59,-200,2.24,-200,0.54,370,34.00,30,5.0/1.4/0.9,ok
63924964,1830124258213491712,3,17.2,1.72,-200,1.95,-200,-0.18,290,52.24,20,2.1/0.2/3.0,ok
98488767,5495093514848201728,2,9.9,-0.19,200,-1.13,-200,0.44,240,13.11,0,-0.1/-1.0,ok
116694784,313816565781643008,2,5.2,2.50,-150,1.15,-110,0.89,-200,4.34,20,1.2/-1.2,ok
110600645,6466790837200899072,1,14.2,5.85,-200,7.22,-200,0.41,230,8.59,40,5.8,ok
62526426,1657929398564495872,3,16.2,1.82,20,3.95,-50,0.67,130,12.05,-10,-0.3/1.2/0.9,ok
93763404,4960463343119995008,1,4.6,0.89,400,1.64,-70,0.99,400,2.39,-200,0.9,ok
91758068,4671906785677325824,2,11.9,1.31,400,0.33,400,3.55,400,2.20,260,0.2/1.1,ok
116692076,313428433882377600,2,12.7,3.09,-200,5.59,-200,-0.14,400,20.93,10,4.2/2.0,ok
57433126,862838760600495744,1,7.5,1.71,340,4.11,-200,0.40,400,9.39,10,1.7,ok
82485342,4059028047904578048,1,14.6,0.62,190,0.13,-20,1.13,260,2.49,-10,0.6,ok
92563048,4768864645888108160,2,14.7,-0.42,400,1.02,400,0.29,-90,5.80,60,-1.6/0.4,ok
92106028,4700954444069650560,2,7.3,0.40,-200,1.28,-200,-0.09,-110,2.48,10,0.3/-0.6,ok
89997355,4529310469839441152,2,8.1,2.68,-170,1.36,-180,3.25,400,6.54,-120,1.0/1.2,ok
57450639,865443709804888320,8,5.4,1.61,50,1.29,90,2.20,-40,1.26,160,-1.3/1.2/-3.8/0.3/3.2/-1.1/5.1/1.5,ok
99327674,5570069728141911808,1,5.7,0.74,-60,1.63,-50,-0.70,-200,-0.29,0,0.7,ok
110463057,6449891992020739456,2,7.6,1.04,-200,1.17,-200,0.12,-200,17.92,60,1.7/-0.9,ok
67162617,2080721821655083904,2,11.3,0.39,70,1.35,70,1.57,400,7.17,-20,0.1/0.4,ok
79637114,3773128151061170048,2,12.4,2.04,400,0.68,390,3.03,400,2.72,160,-0.5/2.5,ok
76299650,3297624010960666624,1,14.3,0.55,220,0.65,240,0.44,170,24.11,10,0.5,ok
114513320,6879895600779769344,2,5.0,-1.29,-90,-2.54,-160,0.97,-30,2.96,10,0.3/-1.1,ok
71289250,2723865819582079872,1,9.6,0.87,-80,0.35,-80,0.14,-90,20.45,30,0.9,ok
57701470,890846762030633984,1,19.4,1.74,150,2.39,160,-0.29,120,5.76,0,1.7,ok
63354794,1785993671083791488,2,12.6,1.42,20,8.20,-20,-0.57,400,37.79,60,0.8/1.3,ok
63143186,1757459695075210112,1,11.1,1.12,-150,3.36,-180,0.29,20,10.28,80,1.1,ok
57419971,860312117239402752,3,16.4,0.82,-200,2.35,-200,-0.04,400,-0.75,-200,2.7/0.5/-0.3,ok
56115739,636705433930706048,1,4.7,1.06,10,1.36,50,0.15,400,2.43,110,1.1,ok
70115285,2500048030040892800,3,5.9,-2.25,180,-0.42,210,-0.79,-200,0.93,400,0.6/-1.5/-0.9,ok
71077302,2687733913283870336,1,52.5,0.63,400,0.53,-200,3.06,400,16.58,-110,0.6,ok
73488398,3016646254024894080,3,5.8,1.00,400,2.73,330,0.04,400,4.18,-150,0.5/4.9/-1.4,ok
110869061,6499004358934682752,2,6.4,-0.46,240,-0.69,230,0.70,330,0.66,90,-0.4/-1.1,ok
57392326,855552056524555008,2,8.2,-2.43,400,0.35,-20,-0.41,400,0.38,-200,0.4/-2.3,ok
112080091,6667844058826073600,2,4.4,0.64,-200,1.65,-200,-0.04,-40,9.25,0,-0.7/1.0,ok
110525941,6456957178862858880,2,8.3,1.49,-180,2.91,-200,3.35,180,4.22,350,-0.0/1.1,ok
90971837,4645119628703744000,2,8.8,1.37,-200,7.69,-200,1.85,400,17.18,50,0.9/1.2,ok
56419685,677094275590414976,3,8.3,-0.88,150,-0.32,120,0.28,340,1.44,-100,-0.2/-0.4/-0.4,ok
71852523,2830924613943636224,10,11.6,3.71,-200,6.01,-200,0.76,320,10.93,50,1.5/0.9/1.9/1.9/0.9/0.7/-0.3/-0.1/0.1/1.4,ok
57326394,843910874086481280,2,5.4,0.92,-170,-0.46,-200,3.73,-90,0.35,400,0.3/0.9,ok
72167288,2883122966400540160,3,15.9,0.86,-200,0.79,-160,0.57,400,1.20,40,0.7/0.5/0.4,ok
111745339,6640664440626129408,1,8.9,3.69,-110,9.10,-130,-0.25,40,23.28,100,3.7,ok
117241883,390854668320033408,2,5.9,1.59,10,2.14,30,0.74,-90,12.95,70,0.3/3.7,ok
64021962,1837552867981107584,5,10.8,1.00,280,1.79,-200,1.31,310,22.97,-30,1.4/0.5/-3.5/-1.4/1.1,ok
100529348,5665178274218627584,2,14.1,0.44,400,2.34,-200,1.80,400,51.67,-50,-0.7/1.5,ok
90864288,4626289525710081536,3,4.9,-1.36,-200,-1.39,-200,-1.28,110,1.81,210,-0.7/-2.6/-1.0,ok
111123728,6538287847811481344,1,9.4,5.14,-120,10.54,-180,4.03,60,2.61,-160,5.1,ok
76358264,3315373564607614208,3,48.5,0.59,400,0.90,400,0.17,400,-0.23,-110,1.6/0.1/0.5,ok
104809734,5937668939609108224,2,11.6,-0.13,110,1.11,150,-0.26,-200,4.15,-20,0.1/0.2,ok
77478266,3423693357072616192,2,17.4,1.51,-110,1.16,-200,5.22,-30,0.36,400,-0.4/1.8,ok
94893284,5178743060095397632,2,3.5,0.59,400,1.59,400,-0.70,400,1.56,220,-0.6/1.6,ok
75238423,3145935764750965120,2,21.8,-0.04,400,0.17,400,-0.44,400,4.94,120,-0.1/-0.2,ok
76962243,3367231446415876608,1,10.7,1.40,40,2.62,400,0.87,130,-0.61,100,1.4,ok
109592939,6332262355430728192,4,4.7,0.34,190,1.96,60,1.16,400,15.85,20,2.0/2.1/0.9/-0.8,ok
62110583,1583921850718408960,13,25.0,3.84,400,1.15,-190,4.41,400,1.46,-200,6.6/3.1/3.6/0.5/0.7/-0.6/0.0/2.3/0.2/2.6/2.0/1.6/0.4,ok
70176298,2511602355356232192,2,23.8,-0.79,400,0.13,400,0.03,40,2.23,70,-0.2/-0.6,ok
94050534,5012879536318103552,1,3.6,1.32,110,5.09,160,-0.63,-200,6.20,130,1.3,ok
79374941,3721154373854964736,1,3.7,0.74,310,-0.37,300,1.28,320,18.53,10,0.7,ok
77080691,3377107392999647616,9,10.7,0.87,-200,13.04,-200,0.61,240,16.11,60,3.8/-1.5/0.8/-0.2/-0.1/1.1/1.4/3.3/-0.3,ok
74629912,3101096508041289216,5,23.5,0.32,400,0.83,400,-0.23,-120,-1.19,30,1.3/-0.2/0.0/1.2/-4.2,ok
75783511,3208654480683121280,6,19.4,0.44,-150,2.35,-200,-0.11,-80,44.05,50,-0.7/3.2/-1.9/0.7/-0.2/-0.1,ok
57339287,845982667526493440,9,49.6,-0.73,400,-0.07,-70,1.49,400,-0.47,-200,-2.2/-1.2/-1.1/0.7/-0.8/-0.2/-1.0/0.4/1.2,ok
60787201,1358011003354658048,2,4.4,2.32,130,1.49,170,0.92,50,16.61,60,1.9/1.7,ok
57429843,862185002154275968,1,21.1,0.36,-190,0.60,-200,3.38,200,1.36,190,0.4,ok
88904171,4418428093724668928,3,16.7,0.99,310,1.69,290,0.14,400,1.06,-200,0.6/0.8/0.9,ok
70357755,2546243976722685952,14,16.1,0.85,-200,1.60,-200,0.39,110,1.63,20,1.1/-0.2/0.2/-0.1/0.2/0.9/1.6/-0.6/-0.9/1.2/-2.2/-2.6/0.4/-0.3,ok
57911628,920255017285069952,10,25.0,2.05,-200,4.28,-200,1.57,180,16.70,20,6.0/2.3/2.4/1.5/-0.4/1.7/1.7/2.9/1.4/1.3,ok
55866695,594493258395498112,2,8.5,1.42,0,5.10,-60,0.30,400,21.53,90,1.3/1.1,ok
109587789,6331361825343474688,2,28.6,3.27,-200,3.42,-200,0.55,340,27.09,50,2.1/1.7,ok
110461449,6449738850666799488,3,18.5,1.71,-130,3.88,-60,0.74,-200,1.18,400,0.8/-0.7/2.7,ok
70205368,2517639254012745472,1,7.9,0.46,-60,1.57,200,-1.18,-50,5.90,210,0.5,ok
114641426,6898308331732868736,1,13.9,1.35,-200,2.06,230,-0.45,-200,17.01,20,1.4,ok
61388930,1451780863960285184,3,8.7,0.25,-200,1.98,80,-0.67,400,13.13,-30,-0.5/1.1/-2.0,ok
69076788,2267640688162618624,4,19.4,3.51,390,2.02,360,4.78,400,0.96,0,-1.8/0.4/0.1/-1.1,ok
70454330,2564896573012817664,2,5.8,2.70,210,1.31,240,5.31,190,0.78,-110,5.4/2.0,ok
80730544,3987587069425428096,1,18.9,-1.39,140,-0.27,120,-1.17,-200,0.24,400,-1.4,ok
110772448,6485494900083054720,1,5.9,2.81,280,5.10,210,2.33,400,-0.04,400,2.8,ok
80037026,3850056169293341824,3,24.6,-0.27,400,0.41,400,-0.19,270,1.15,-200,-0.3/0.6/-0.1,ok
72303656,2897205236450281984,1,16.0,2.19,-200,2.93,-200,2.20,250,17.36,100,2.2,ok
105156464,5949946185176604288,1,24.6,1.33,-190,7.82,-190,1.48,400,38.58,50,1.3,ok
79691182,3784038570583868288,4,5.3,1.30,370,1.78,360,0.51,-100,2.20,-50,1.1/1.9/0.8/0.0,ok
92253970,4725106591363574144,2,10.2,0.10,-90,3.02,330,1.40,-170,3.91,80,0.1/0.2,ok
112098199,6669557651994192000,2,14.5,1.65,-200,7.45,-200,-0.15,400,25.24,50,2.9/1.1,ok
62936019,1734452208106381056,1,5.8,0.94,400,2.98,400,-1.12,210,5.54,0,0.9,ok
75711781,3197947642609218048,3,9.3,0.22,350,-0.31,-100,3.72,400,1.12,-10,-2.5/-0.8/1.4,ok
93904465,4985481905578060544,1,27.2,0.51,-200,1.27,30,-0.33,400,9.44,-30,0.5,ok
72184056,2885041579830870784,2,11.0,0.86,-200,1.23,-200,2.87,400,10.31,10,0.6/0.3,ok
92259885,4726115526425424128,2,20.2,4.43,-200,4.59,-200,2.00,400,18.35,60,5.8/2.6,ok
62022746,1567391625404274304,1,12.8,0.19,-110,1.06,-200,0.67,300,11.79,60,0.2,ok
109631563,6338843688436964608,2,4.4,0.24,-200,0.76,-200,-0.14,400,1.71,-180,0.3/-0.2,ok
89613584,4497148792652128384,4,6.4,-0.00,220,1.88,240,-0.49,-20,1.36,320,0.7/-0.6/0.5/-0.6,ok
61028349,1394025712881244928,1,5.7,-0.23,-200,0.74,-200,-0.45,-200,2.08,400,-0.2,ok
60994527,1387868447765647744,3,5.5,1.07,400,1.10,-200,0.61,400,10.89,-60,1.2/1.8/0.0,ok
93679226,4945298702656308864,1,5.0,4.90,-200,3.36,-200,2.55,400,2.34,60,4.9,ok
67993976,2161933159233250432,2,3.6,0.18,-200,-0.01,400,0.76,-70,1.98,190,1.2/-0.6,ok
90286914,4560039934348371328,2,3.4,2.02,250,3.38,210,0.42,-150,0.27,60,1.0/0.5,ok
77410559,3415269143791730176,11,4.4,2.93,-60,3.56,-30,1.09,-200,0.88,-120,-0.9/0.6/-1.6/0.7/2.7/1.8/4.5/-0.4/-0.6/-1.0/3.3,ok
65924167,2015603344284544768,1,7.7,10.67,350,7.41,390,8.87,280,-0.12,270,10.7,ok
116359225,261268495614869888,4,22.8,-1.23,400,-0.05,400,-0.85,400,1.12,-90,0.4/-0.1/-1.2/2.3,ok
89524303,4486218547558816128,2,9.0,3.38,100,6.32,50,2.47,190,10.04,70,2.2/6.1,ok
86890880,4254209572552250752,1,11.0,3.95,400,2.44,400,0.41,400,-0.52,30,4.0,ok
75705460,3196774979098763776,2,8.0,1.39,250,0.77,230,0.89,390,1.74,60,0.7/-2.3,ok
80362737,3915335961340525056,25,16.5,3.16,-80,4.95,-70,-1.03,400,1.91,30,2.7/-0.3/3.5/0.7/1.9/3.0/2.5/1.6/1.4/2.9/-2.8/1.0/1.2/1.8/1.6/3.1/4.0/2.1/4.2/2.7/1.8/1.6/13.0/4.1/-0.1,ok
94850896,5169439989133583872,2,17.9,3.04,-200,3.43,-200,0.62,400,16.15,50,3.6/1.9,ok
116719620,318148706019162112,2,5.3,-0.15,-200,1.78,-200,0.29,350,41.74,30,-0.7/0.3,ok
74630513,3101141450583245184,4,11.1,-0.89,-200,-1.67,-120,-0.42,-200,1.06,-80,-1.0/-0.1/-0.8/-0.1,ok
79003112,3657725094236611072,2,14.1,0.65,160,2.38,-200,0.43,260,35.47,20,0.1/2.1,ok
87828125,4305456503800024320,2,10.9,1.02,400,1.59,-200,1.21,380,16.70,40,0.8/1.3,ok
92085582,4697118071906190976,2,5.7,-1.09,400,-0.88,400,0.41,400,0.48,80,-0.8/-0.5,ok
90076930,4537101781029397376,3,4.3,0.92,400,0.93,0,1.20,400,19.84,-80,3.5/0.9/0.9,ok
70311915,2538175897836975360,3,23.8,3.01,-200,4.01,-200,0.43,340,16.54,60,2.2/3.0/1.2,ok
57338927,845918170002326016,10,10.8,3.39,250,1.86,250,2.33,240,1.82,180,0.5/0.8/3.7/1.0/-0.5/1.1/-0.1/-2.0/1.2/0.5,ok
57409458,858433945220510848,9,12.2,2.06,230,0.87,140,3.86,400,3.83,-90,-0.2/1.7/-1.1/0.4/1.0/-2.8/-3.4/0.2/1.2,ok
57339231,845973046799769984,7,43.0,0.03,60,1.64,70,-0.75,400,2.31,190,-1.1/-0.2/-0.4/-1.0/0.4/-0.3/-0.2,ok
75251857,3147205524585426304,2,7.4,-0.09,70,0.90,90,-0.25,-200,8.12,-20,-0.0/-0.8,ok
76095032,3251221557955177472,2,4.7,-0.79,370,-0.03,340,-0.53,400,3.89,260,0.1/-0.6,ok
76235490,3285974577888551168,1,8.6,0.69,-200,2.00,-200,3.39,400,2.70,-200,0.7,ok
75241594,3146220469542977280,2,14.7,4.96,-200,6.29,-200,0.79,400,27.09,50,-1.3/5.1,ok
89575326,4492464190217327488,1,11.1,1.65,400,1.61,380,6.60,400,1.58,280,1.7,ok
86191741,4200886076037166720,1,6.5,-0.36,130,-0.61,100,0.43,200,-3.48,-200,-0.4,ok
64656861,1909061286028405248,4,7.0,4.26,400,-0.10,400,5.53,400,1.21,-40,3.5/-1.5/1.1/1.4,ok
57444764,864943569460727040,10,9.2,-0.40,-150,-0.60,-200,1.69,400,0.39,400,0.6/-0.6/-1.7/-1.0/-0.7/-3.1/0.7/-0.4/-2.1/0.5,ok
60778777,1356850743709013504,7,8.8,2.83,-200,0.91,110,3.31,-120,0.12,-110,0.4/0.8/1.6/-0.0/1.8/1.3/1.2,ok
78991621,3655746248185163136,9,28.6,0.95,-200,1.63,-200,1.62,-200,28.21,-10,0.3/5.9/0.6/1.5/0.9/6.4/0.2/-0.3/0.5,ok
70733157,2623172750868801408,1,3.4,2.08,-90,5.14,-170,2.81,130,-0.04,-200,2.1,ok
92492256,4759911180968323456,2,6.9,-0.03,370,1.10,360,0.86,-60,0.15,-160,-0.3/0.3,ok
61126552,1410091678002979072,2,4.3,-0.26,210,-2.15,220,1.33,-10,1.09,-90,-1.7/0.1,ok
92106442,4701041266832508928,1,14.1,0.08,-200,1.93,-200,-0.49,60,16.58,50,0.1,ok
78848007,3632261538808897408,10,20.8,0.35,-160,0.43,-140,-0.15,-200,1.38,400,-3.8/1.9/0.1/1.1/-0.5/0.2/-0.8/-1.7/1.9/-0.4,ok
71655583,2796170838095833856,3,13.9,0.91,260,1.31,230,0.68,400,1.27,-200,-1.3/1.3/-0.2,ok
55932412,603986308646058496,2,10.1,1.01,-200,2.99,130,-0.06,-190,25.02,50,-0.1/1.1,ok
98516334,5498397581649108608,1,18.5,1.45,400,1.24,340,0.38,400,0.83,-200,1.4,ok
67789701,2138007369598425856,1,4.0,-0.49,400,0.53,-200,-0.06,220,0.03,60,-0.5,ok
79067641,3668760342689186048,2,10.3,1.42,120,3.10,40,1.64,400,3.90,-40,0.8/0.4,ok
71795992,2821261624722089216,2,6.5,2.65,240,15.51,240,0.70,-200,11.32,50,4.9/2.4,ok
67251506,2087569060381096960,2,16.5,12.26,50,12.97,50,3.49,70,0.59,400,12.1/16.5,ok
54429294,425398643607856000,2,6.3,1.39,-200,3.22,-200,0.25,-50,2.18,80,1.0/0.5,ok
63384607,1789823510603870208,2,10.0,1.49,50,1.03,0,0.43,150,24.70,0,0.8/0.6,ok
111162427,6544592756721880576,1,15.0,1.16,-200,3.46,-200,0.18,-50,20.67,0,1.2,ok
90883366,4629638848581058944,1,22.6,-0.46,-200,-0.45,-200,-0.45,-150,2.46,-80,-0.5,ok
55779520,579505987195536000,6,7.9,0.98,400,-0.17,140,3.76,400,0.24,400,-1.3/-1.4/1.2/1.7/-0.4/0.5,ok
79745562,3794415245931016320,1,18.7,8.01,210,11.05,200,0.32,400,1.79,250,8.0,ok
70693392,2615968858057952640,1,18.5,0.07,60,-0.51,-200,4.87,60,1.16,400,0.1,ok
77535130,3427813261499731456,1,6.7,2.61,-60,5.06,20,2.34,-150,23.93,130,2.6,ok
92419995,4753383625248745216,1,17.4,0.19,-70,0.64,20,-0.21,-200,2.38,300,0.2,ok
79817962,3808681752899053184,2,22.8,-0.41,400,-0.91,400,-1.03,400,5.88,-200,-0.6/1.1,ok
93712230,4951101139050223488,1,17.4,3.99,-140,7.61,-130,0.93,390,17.53,60,4.0,ok
75733478,3201182440178088320,2,5.5,1.11,400,0.02,-200,2.06,400,4.87,0,-0.8/1.3,ok
55264995,510991333164269696,2,23.6,1.56,-200,6.28,-200,4.48,180,33.92,0,2.1/1.3,ok
93235933,4871920324571049984,1,5.0,-0.23,-200,4.99,50,-0.89,290,13.85,40,-0.2,ok
71695347,2803318350874889472,1,3.9,1.64,310,-0.09,290,1.26,340,1.14,120,1.6,ok
74835110,3114016976559026944,2,9.3,-0.32,-200,1.37,400,-0.36,-110,39.91,20,-3.3/0.9,ok
74506397,3090379263264345600,2,11.2,1.92,-170,5.28,-170,-0.23,400,12.43,40,5.3/0.9,ok
79090030,3672656947473710592,3,9.9,3.12,140,2.99,170,1.46,-10,2.58,-200,-0.4/0.1/-0.4,ok
87506529,4284318152241433600,1,4.8,3.54,180,9.66,170,0.71,190,-0.65,400,3.5,ok
101449886,5744516902974452864,2,6.8,0.98,-200,4.13,-200,-0.65,10,13.40,90,0.5/0.5,ok
57720044,892688199196124032,6,9.4,4.08,-200,5.03,-200,0.48,-130,21.50,60,0.1/0.1/0.5/2.3/4.4/2.8,ok
92232220,4721597839305489792,2,4.0,1.15,300,2.91,320,-0.26,210,9.71,120,0.6/2.4,ok
92227071,4720732424870535296,3,15.5,-0.12,400,0.01,360,-1.52,400,27.04,10,-0.6/-0.0/1.0,ok
114801001,6915752083707987328,1,17.0,2.89,-200,7.68,-30,-0.61,400,30.88,90,2.9,ok
56367175,671409044560947584,7,14.0,3.22,-200,2.57,-200,-0.16,400,25.26,70,-1.2/-5.1/1.1/1.5/2.4/-0.1/0.7,ok
71479797,2761401084970307712,1,6.2,1.11,400,0.44,400,1.98,370,-0.37,400,1.1,ok
70286422,2533741365578975744,9,23.1,-0.52,400,-0.28,120,0.11,400,10.55,-50,0.4/-0.4/-0.7/-0.6/-0.9/0.0/-2.6/-0.1/0.4,ok
78717168,3607853003443272576,12,35.3,0.47,400,1.18,300,1.15,400,2.41,-200,0.5/3.9/-0.0/-1.0/0.3/-0.6/-1.7/0.4/0.0/0.6/0.2/-0.5,ok
116643488,305207114858507648,2,5.1,2.21,0,4.54,-200,0.81,150,11.83,60,1.9/2.9,ok
61917757,1548124191658630912,9,12.0,4.01,-200,7.39,-200,0.34,-40,13.13,60,1.6/1.4/1.0/0.7/1.0/0.3/1.8/1.1/1.1,ok
89322726,4469046413617716352,1,4.8,0.49,400,1.41,400,-0.99,400,-0.20,320,0.5,ok
56645494,713152793782920576,2,5.6,0.95,-200,2.18,-200,0.32,400,21.08,-80,0.9/-0.1,ok
76165655,3266836036114539904,2,3.7,0.65,260,1.91,400,0.62,110,1.45,-200,1.6/0.1,ok
70422214,2558321974514561408,2,35.1,-0.15,270,-0.39,230,0.39,400,3.49,-170,0.3/-1.0,ok
57176608,815855151276777856,1,8.0,2.02,-200,5.61,-200,-0.74,400,11.05,0,2.0,ok
75938554,3229106359031096960,2,10.5,2.85,-200,2.06,-200,0.16,180,37.81,20,1.6/0.8,ok
56367604,671450448046315520,9,22.6,0.01,400,3.76,260,1.56,400,14.01,60,-0.7/-0.7/0.2/0.1/-0.2/-0.9/0.5/0.2/-0.1,ok
93058816,4841858779019267968,2,5.7,3.01,-160,2.65,-180,1.87,-140,16.71,50,0.4/4.5,ok
60770326,1355625376655941120,7,19.8,-0.23,-200,1.03,-200,0.39,400,14.14,-20,0.4/0.2/-1.9/-0.3/-0.7/1.2/0.6,ok
75739610,3202031778550646400,2,13.9,0.48,400,1.94,-140,0.71,400,1.87,400,0.0/-0.0,ok
70342325,2543617346523451520,7,19.3,0.78,-200,1.54,-200,0.89,400,38.70,0,1.3/0.4/-1.2/1.2/-0.9/-5.3/-0.3,ok
