sdss_id,gaia,nvis,snr_max,C,C_v,CI,CI_v,CII,CII_v,HeI,HeI_v,C_vis,status
58787823,1042926292644833024,1,10.3,0.01,-200,0.41,-200,-0.51,150,4.56,-200,0.0,ok
67795315,2138639833600621312,2,13.7,0.17,-190,0.99,400,0.12,-160,2.31,390,0.5/0.0,ok
93324693,4886082339278958592,1,6.1,1.46,320,1.56,350,1.39,-200,1.39,-180,1.5,ok
90203046,4550986997980177536,2,3.7,-0.18,-200,0.64,-160,-0.10,400,-0.08,-200,-0.6/1.2,ok
72429783,2910285645253284224,1,10.0,0.04,-60,-0.44,400,2.06,-60,0.03,200,0.0,ok
60441935,1314824282560109696,8,19.6,-0.84,400,-1.09,400,-0.17,380,2.54,-160,-0.8/-3.9/-2.2/-0.3/4.7/1.0/-1.6/-0.2,ok
72207709,2887695216784251648,1,5.0,-0.01,370,0.13,-50,2.85,400,2.16,130,-0.0,ok
79888591,3822925445000080256,2,6.0,0.44,400,1.40,-50,1.79,400,0.57,360,3.2/-0.9,ok
63756271,1822316724905910784,1,7.2,-0.24,-200,-0.66,400,1.31,-60,1.44,-200,-0.2,ok
74873980,3116503861402179328,3,11.5,2.43,-160,3.34,-180,0.65,400,5.53,-70,0.2/-1.0/2.1,ok
78934221,3646375625977439488,2,4.6,1.94,-110,0.37,-100,2.40,-130,1.07,-40,4.2/-0.5,ok
80088302,3860154839996763008,2,6.4,1.58,-110,2.78,-120,-0.41,130,1.87,-150,2.3/-0.8,ok
66924129,2066242726689808512,2,3.1,0.56,310,1.30,200,2.08,400,0.87,20,-0.0/0.8,ok
56948325,772159360893559424,11,11.4,1.24,270,1.19,190,0.75,400,0.06,60,-2.8/-0.7/3.9/0.7/-0.4/-0.2/0.3/0.5/-0.4/2.9/0.5,ok
60247899,1287609995382257152,5,5.1,1.16,280,1.67,400,1.02,200,1.67,-110,-0.4/2.2/0.3/-0.3/-0.9,ok
63591230,1810922833797047936,2,3.7,-0.65,-40,0.44,40,-0.37,-200,0.65,20,-1.1/-0.1,ok
67527554,2112107067535608832,3,5.9,-1.30,-200,-0.59,-200,1.48,400,0.54,400,-0.9/0.0/-1.9,ok
111859767,6650594611174583296,1,3.6,0.88,400,5.33,-90,-0.55,400,2.45,400,0.9,ok
64358348,1870209836506224128,1,4.0,1.95,-180,3.03,-200,0.19,40,0.20,400,1.9,ok
57511726,871531465170462592,2,5.1,-1.60,-200,-1.94,-200,-0.75,-200,0.90,260,-1.0/-1.6,ok
92309035,4734047403307929472,2,10.5,1.94,230,0.39,270,2.60,110,1.01,-200,-0.2/1.7,ok
92699317,4788941075375105792,1,3.7,-0.92,-200,-0.80,70,-0.05,-120,1.04,320,-0.9,ok
64442613,1878748540722510848,2,3.9,0.17,400,-0.27,-200,1.69,400,0.63,280,-0.7/1.1,ok
57748290,895811052733403008,16,15.8,0.82,400,0.04,400,0.89,400,0.48,-70,-0.3/-1.1/0.1/0.4/-0.1/3.7/-2.0/-0.7/1.1/1.4/-2.8/-1.0/-4.8/2.2/-0.5/-0.5,ok
63236276,1769194542160193408,1,4.5,0.93,400,0.61,-200,2.64,140,0.97,-200,0.9,ok
75864679,3220186639671274624,3,4.0,1.91,340,3.12,360,1.26,200,0.57,-10,-1.2/4.7/1.1,ok
90188909,4549767540800306816,1,12.4,0.38,-200,-0.15,110,1.48,-200,1.99,-50,0.4,ok
73322950,2991995989306646272,2,3.7,1.47,-200,-0.17,-200,4.06,-20,2.47,400,-1.0/1.4,ok
101545237,5755308987559224320,2,4.3,0.61,140,2.63,160,-0.33,20,3.70,400,0.1/0.5,ok
101496608,5750486907515771136,2,3.6,10.13,300,7.69,310,-0.39,180,1.73,300,3.0/0.2,ok
79392211,3724129892838405632,2,4.9,0.28,-200,0.74,20,-0.08,-200,2.48,190,0.6/-0.3,ok
71863694,2832998224154300672,2,5.4,3.99,-10,4.69,10,3.83,-90,-0.36,400,3.0/3.8,ok
87410777,4278575329978812928,1,4.3,2.10,400,2.46,380,-0.87,400,4.04,120,2.1,ok
72671748,2926937650081647488,1,4.1,0.68,70,0.49,70,0.33,60,1.70,400,0.7,ok
79079954,3670945656408726400,2,6.1,-0.00,-20,2.84,40,-0.76,400,0.53,300,1.0/-1.7,ok
57724595,893151819438116608,2,4.7,1.27,400,1.69,-190,0.82,320,2.99,180,1.7/-1.3,ok
102600838,5836110898905253760,4,14.1,15.75,160,26.97,150,2.56,250,0.43,400,22.3/16.6/7.7/9.5,ok
110673415,6474337674559982720,3,9.9,0.60,-200,0.86,-200,-0.06,230,2.58,0,0.3/0.0/0.9,ok
100563746,5671145289463060352,1,3.7,0.45,400,1.17,400,-0.46,-200,0.09,400,0.5,ok
92959005,4825251274357238400,1,11.8,1.01,180,3.87,150,0.19,390,2.19,380,1.0,ok
86161874,4198738558061020928,2,12.3,0.65,-200,0.41,-190,1.99,-200,4.58,20,1.6/-0.1,ok
86043551,4187365308538865792,1,5.2,0.53,10,-0.23,-40,1.96,60,0.23,50,0.5,ok
112581220,6710537000116221568,2,18.9,-1.62,80,0.05,70,-0.58,400,1.69,-200,-1.3/-1.7,ok
68482609,2192687388516522880,3,8.9,1.09,400,1.26,350,0.63,400,1.87,20,1.6/0.7/-0.2,ok
63076205,1750240404807147776,1,11.6,0.84,-190,1.91,-200,0.58,-150,4.87,10,0.8,ok
88796040,4400264883189120256,1,25.2,1.24,-200,1.58,-200,-0.43,400,3.82,260,1.2,ok
80756717,3993107133192877440,5,17.3,0.65,330,1.18,190,1.40,400,2.12,-200,3.1/0.9/-0.5/0.4/-2.7,ok
78929455,3645538004275224832,2,7.0,0.55,-200,0.41,170,0.36,-200,0.83,400,0.4/0.7,ok
57829633,906772187229375104,4,26.6,0.97,-60,1.36,-10,0.66,-200,2.30,400,0.3/0.7/2.7/3.1,ok
110600288,6466745168812781568,2,6.1,8.03,140,2.80,70,11.39,130,-0.74,-200,6.0/7.7,ok
63348821,1785306441957613568,2,5.3,2.25,-160,1.99,-160,1.20,400,3.80,220,1.0/3.4,ok
93240896,4872756674962646016,1,5.8,1.98,370,0.13,-70,1.70,300,1.30,70,2.0,ok
114554634,6886051830805052288,2,12.9,6.68,30,14.53,60,6.49,-10,-1.05,400,8.6/7.2,ok
114115997,6822274796274336640,2,3.6,-1.44,220,-0.16,-200,0.05,70,0.68,-200,-1.1/0.0,ok
56690567,720773715033571712,1,4.2,4.57,400,6.05,400,0.75,20,3.00,400,4.6,ok
67469860,2106820684349320192,2,3.3,0.60,400,0.64,-60,1.70,400,1.96,-170,1.9/-0.7,ok
86656865,4241409569220727424,2,10.3,-0.34,-200,0.68,-200,0.19,400,1.88,-200,-0.7/-0.3,ok
54469146,428300220431345536,2,12.0,0.23,300,0.84,270,0.09,400,1.19,300,-0.1/-0.3,ok
112436194,6703885401445892096,5,4.8,2.27,400,2.52,400,2.41,130,1.01,250,1.1/3.9/3.1/0.5/-0.1,ok
78776621,3619646154708356224,2,11.1,0.42,400,0.21,-50,2.03,400,3.83,-100,-1.7/4.7,ok
63208341,1764919572231904256,4,7.6,1.13,400,2.88,400,0.41,220,1.83,-180,-0.7/0.3/1.3/-0.1,ok
56250170,656847907132997376,1,4.2,0.33,-170,0.54,-20,0.46,-200,2.62,-180,0.3,ok
79055293,3666514280951973504,2,7.0,1.52,-150,-0.40,400,2.20,-130,-1.03,400,-0.9/2.5,ok
92784135,4800536829945050752,1,7.7,-1.97,-100,-0.31,-160,-0.39,80,3.49,220,-2.0,ok
79720705,3789844954051531904,3,7.8,2.10,-120,1.94,-150,2.62,100,0.04,400,1.8/1.2/0.4,ok
95489940,5243591401210032000,1,10.1,10.75,190,10.68,180,4.16,400,0.25,400,10.8,ok
74858700,3115382600062991872,2,8.1,1.74,360,1.02,380,3.32,70,1.62,220,0.2/1.0,ok
102093483,5807585134758743040,1,15.1,-1.97,0,-2.77,30,-0.55,-130,1.55,-190,-2.0,ok
100619073,5680077137810906624,1,12.9,0.23,-200,0.63,-200,2.59,400,3.57,50,0.2,ok
65378167,1980205739970324224,1,16.4,-1.58,400,-2.96,400,0.76,400,1.92,-200,-1.6,ok
95077848,5208047381438507520,1,16.7,9.49,130,5.20,160,22.39,90,-0.32,90,9.5,ok
110113191,6412133010376770560,2,6.6,-0.18,400,-0.00,400,0.36,-200,2.12,-150,-0.6/0.2,ok
100538343,5666721679305845376,1,7.6,1.24,-30,1.20,-70,2.26,170,2.33,-90,1.2,ok
110942752,6509200198978273152,2,6.6,1.19,-170,3.05,-140,0.24,400,4.54,120,-0.0/1.0,ok
70177246,2511820329241383168,1,6.2,2.07,-200,1.83,-200,0.07,400,2.51,60,2.1,ok
79664968,3778571626972217088,2,5.5,0.82,400,2.73,400,-2.49,-110,1.42,400,-1.0/2.2,ok
61206487,1422012892308493568,3,29.2,25.48,130,21.14,130,12.04,150,0.83,400,12.1/23.5/13.6,ok
55908198,600396471902522624,2,8.5,0.67,400,-0.12,-200,0.91,400,2.03,-200,0.3/0.1,ok
89097625,4441843735731284096,1,5.9,-1.63,-70,0.35,-60,-2.35,-200,3.05,-90,-1.6,ok
68437895,2188252443946633088,2,4.0,0.76,-200,0.76,80,4.17,-160,0.93,240,3.9/-3.2,ok
79705406,3786801922478222208,3,13.2,1.81,-160,-0.87,-200,2.73,-50,-0.07,-200,1.9/-2.0/0.2,ok
100530586,5665371272869153152,1,7.7,-0.24,190,0.88,210,-2.42,400,10.68,260,-0.2,ok
57691741,889933441528063488,1,4.1,0.53,-180,4.24,-70,-0.51,-200,1.98,220,0.5,ok
60731208,1350726601382165632,2,6.2,1.50,260,2.27,250,-0.44,380,4.10,-200,0.3/2.2,ok
71868584,2833867392391927936,2,11.8,2.93,-200,1.88,-200,1.94,-110,2.63,-200,1.1/2.5,ok
114797603,6915353300288749440,1,6.2,4.77,110,4.05,140,1.99,400,1.91,250,4.8,ok
67238475,2086612966303378560,2,4.0,0.47,230,0.90,230,1.11,-180,-0.09,400,0.8/-0.0,ok
57740866,894999926685547520,1,11.4,1.57,390,1.58,400,0.44,220,1.33,-180,1.6,ok
100495249,5660016586818424832,1,26.3,0.20,-30,0.15,-200,2.32,100,2.57,-70,0.2,ok
74573544,3096711827468941952,2,4.1,-1.41,30,0.05,280,-0.38,-200,6.55,140,-2.6/-1.4,ok
57498120,870211054784786688,3,7.3,3.36,400,2.14,400,0.71,400,1.00,-160,-0.3/0.2/1.4,ok
93009757,4833309388918586624,1,5.2,1.23,190,0.66,250,1.58,-10,1.89,-200,1.2,ok
114981621,50526755482496000,3,9.3,2.24,-200,1.08,-200,5.07,-70,4.03,-200,1.7/1.1/6.7,ok
110590871,6465559379883395328,2,7.4,-0.67,330,0.70,230,0.19,400,-0.03,-200,-1.8/-0.7,ok
55938113,604881311110788864,2,11.8,0.48,230,0.73,190,0.41,340,-0.46,70,2.2/-0.8,ok
59714707,1199447137276626048,1,10.7,0.41,320,1.02,280,-0.08,400,3.74,-140,0.4,ok
110584838,6464801850730012032,2,4.5,1.08,-60,3.75,-90,-0.35,50,2.79,-200,1.0/0.0,ok
112059668,6665844326349603200,2,5.3,1.03,140,1.21,70,0.50,210,1.07,110,0.0/0.4,ok
79886563,3822545460653759104,6,10.3,2.47,90,5.05,100,0.50,400,0.62,400,1.0/-0.5/-2.2/1.3/5.5/0.9,ok
102767123,5848754492268362624,2,8.9,0.51,-20,0.01,-100,1.37,70,5.09,-140,0.1/-0.1,ok
79050758,3665823688865470208,10,4.6,1.09,40,1.98,-20,2.43,220,3.92,-120,0.9/1.6/0.5/0.3/-0.5/3.1/-0.1/-1.7/0.2/-1.2,ok
110527912,6457228620796851456,2,5.0,0.32,-150,1.30,-30,1.22,400,1.00,400,0.3/-0.2,ok
75269119,3148761750153541504,2,6.2,1.19,-200,3.72,-200,-1.32,400,0.53,100,0.5/2.2,ok
56328230,667399091294175616,1,13.6,1.94,50,1.83,40,2.07,70,0.82,400,1.9,ok
56456180,682188656559504384,4,7.3,0.46,-200,0.70,-200,0.43,400,1.55,190,-0.4/2.0/-2.4/1.1,ok
109604332,6334164441827480192,2,5.8,0.24,-200,0.57,360,0.74,-180,0.86,-200,-0.6/0.1,ok
114791484,6914772723790326912,1,6.6,-0.23,400,0.33,400,2.04,-200,0.35,200,-0.2,ok
92721625,4792264314911712512,2,10.7,0.70,180,0.81,180,0.51,180,0.38,-40,1.6/-0.1,ok
80890355,4019285336818845312,2,13.6,0.42,310,1.81,330,-0.35,280,0.47,280,2.1/-1.1,ok
92993358,4830542467906510720,1,7.2,1.47,-200,1.54,-140,1.89,-200,1.91,-10,1.5,ok
62421174,1639556177011412224,2,7.5,1.05,390,-0.10,-180,1.56,400,2.21,220,-0.2/1.3,ok
69094219,2270541539137044096,2,5.3,0.57,-190,1.06,-200,1.08,400,0.92,-200,1.1/-0.2,ok
92960638,4825501481972019968,1,7.5,-0.85,-120,-0.40,90,0.22,-200,0.07,380,-0.8,ok
57713918,892062920674000512,4,14.5,4.27,370,1.52,400,4.45,280,2.67,120,0.3/3.6/0.6/2.6,ok
114791299,6914752421480078208,1,7.6,1.57,10,1.20,210,1.40,-10,0.85,-150,1.6,ok
70078909,2492691408193400576,8,59.5,-0.52,400,0.09,-200,0.36,400,7.87,-30,-0.5/-0.9/-0.9/-0.5/-1.2/0.2/0.0/-0.6,ok
57555460,875909308155322624,5,13.5,2.98,210,5.03,120,2.09,370,0.86,-200,-2.1/1.1/1.4/5.1/-2.1,ok
56403647,675020287423053696,1,5.6,1.04,-200,0.41,-200,0.64,400,0.20,400,1.0,ok
102060748,5805156859033156992,3,6.4,2.89,400,0.46,-110,5.46,400,3.84,-200,3.5/0.2/-1.0,ok
93211395,4867719429942799616,1,4.6,-0.87,210,-0.10,210,-0.81,-200,3.15,-170,-0.9,ok
116714888,317285318808939904,2,7.3,0.57,130,0.27,70,3.21,330,0.53,220,1.4/0.3,ok
92814611,4804413501785722112,2,15.2,0.06,400,0.41,400,-0.91,310,-0.04,330,0.6/-0.1,ok
74271945,3069308424293021056,2,3.4,1.86,390,2.14,400,1.39,390,0.47,250,0.8/1.3,ok
75217866,3144237908341731712,3,27.8,0.98,-200,0.63,-200,1.23,-180,1.67,220,0.3/0.5/1.9,ok
80356531,3913970097316387200,1,14.1,0.77,-110,1.29,-100,-2.34,180,1.13,-90,0.8,ok
67981417,2160365221290491648,4,9.2,1.40,380,0.68,340,1.12,400,1.14,300,-0.1/0.8/0.6/1.9,ok
89535747,4487508240339380224,1,3.6,1.01,160,2.28,130,0.37,220,-1.30,200,1.0,ok
60996531,1388195140157554688,3,9.8,1.75,80,1.18,50,1.45,170,-0.21,-100,0.4/1.5/2.0,ok
68709452,2213792857810428800,2,4.4,0.00,400,3.26,400,-0.40,-130,4.36,260,-1.0/0.4,ok
65010633,1957723716462986368,2,7.0,2.50,-80,0.66,-170,1.74,-60,2.04,-200,-0.0/1.9,ok
111674560,6634913857373356160,1,5.7,-0.14,30,-0.07,-40,0.46,400,0.57,170,-0.1,ok
76229429,3284100048002509440,2,4.1,1.44,250,2.47,150,1.10,280,0.01,400,1.8/0.3,ok
110663500,6473400856292576384,2,3.1,0.15,60,0.32,190,0.91,-170,0.14,-120,-0.1/-0.6,ok
112010503,6661797638227075584,1,4.7,0.96,160,0.91,140,0.69,170,0.79,-200,1.0,ok
78857743,3633826453092797056,2,4.5,2.63,290,1.39,290,3.53,-200,0.87,-140,-1.1/2.5,ok
71355133,2735887540418228864,2,8.7,0.36,400,-0.06,400,6.02,230,1.27,400,-0.2/1.1,ok
76104883,3253012872851776000,2,17.9,-0.15,400,-0.62,400,0.72,130,1.02,50,-1.2/1.1,ok
112248796,6685050492385110144,1,12.6,-0.39,10,-0.03,0,-0.03,280,0.48,400,-0.4,ok
71622851,2789929322901923200,4,5.5,3.19,150,4.13,200,1.93,0,2.64,-40,0.7/0.4/1.5/4.1,ok
65132332,1968304037686544512,1,6.1,1.60,320,0.94,310,2.21,-200,3.11,400,1.6,ok
79473649,3738863417369385472,1,5.4,2.73,380,4.56,390,0.94,360,0.59,400,2.7,ok
56360929,670794628014665984,1,4.5,-0.13,-190,0.45,-170,-0.87,-200,1.56,400,-0.1,ok
69472918,2354250932772185216,1,5.5,0.72,400,0.08,400,2.37,110,2.12,20,0.7,ok
89658012,4501635006252621312,1,3.6,1.96,-200,0.84,-200,2.14,-200,-0.04,400,2.0,ok
76531740,3330957870623351424,2,49.8,1.88,310,1.54,380,0.86,160,0.89,110,1.2/1.8,ok
70446892,2563445045865062272,2,3.6,0.36,400,-1.12,400,1.47,400,4.39,230,0.5/0.5,ok
63946726,1831963706791707392,2,13.6,-1.83,130,-0.49,70,-0.30,300,3.06,140,-0.5/-0.8,ok
57174664,815474067418443520,1,10.1,0.67,-180,1.20,-190,0.94,110,0.78,-200,0.7,ok
63643321,1815656295777246848,2,3.9,1.74,140,1.16,190,0.96,100,2.93,290,1.1/0.3,ok
64741111,1924485887976492160,2,4.4,1.76,400,3.46,400,1.03,-40,0.37,400,0.8/1.5,ok
70086120,2493985735242306944,8,7.6,2.16,100,1.55,110,1.75,60,0.04,-200,-0.5/1.7/0.9/-1.4/0.7/0.7/1.7/0.9,ok
111173354,6546323254880160896,1,6.4,0.45,-200,-0.33,-180,1.14,-200,1.15,-50,0.4,ok
90142184,4544277782323169152,1,12.6,1.60,400,1.58,400,1.72,310,1.53,70,1.6,ok
56521373,692918515657118208,1,9.9,2.55,-170,1.85,-170,1.30,70,-0.52,-200,2.6,ok
54884100,465853559041579264,1,8.2,0.78,-140,1.64,-130,0.08,200,1.50,280,0.8,ok
110113063,6412118991603439488,2,3.6,0.44,-160,0.53,400,1.61,-130,-0.02,400,0.1/-0.3,ok
55956800,607771068186719488,1,9.8,0.09,290,0.78,260,-0.27,-200,0.83,400,0.1,ok
93482883,4911149348966209152,4,11.8,-0.18,-200,-0.10,-200,0.29,-80,3.38,400,1.1/-0.3/-0.9/-0.3,ok
67479558,2107616494546754816,2,3.5,-1.28,-200,-0.20,40,1.38,-200,0.28,280,-2.2/-0.2,ok
73480084,3015115424601250304,3,33.0,-0.84,400,-0.05,-30,-0.19,220,1.02,-200,0.1/0.3/-2.0,ok
100579789,5674045942870781952,1,4.8,-0.08,270,0.22,230,-0.26,400,0.96,400,-0.1,ok
110181162,6420209576117718016,1,3.4,1.14,-130,2.00,-160,0.66,150,0.60,400,1.1,ok
101771119,5781585189460933120,5,4.2,2.78,400,1.23,400,4.73,380,2.12,400,2.6/0.5/0.4/0.4/3.2,ok
61595919,1487284742960722944,11,8.5,0.75,0,1.60,40,0.41,-100,1.42,80,0.2/0.2/-3.0/-0.4/-0.8/0.2/1.1/0.4/-0.8/2.8/0.9,ok
56359564,670634850935816704,4,21.8,0.83,-20,3.10,260,-0.09,-130,3.63,280,1.8/-1.7/0.6/-1.5,ok
110107175,6411298893367115392,2,9.9,1.02,-200,2.83,-200,-1.66,400,3.83,-180,0.6/0.2,ok
111680189,6635289551055333760,1,5.1,0.57,400,0.37,90,1.97,400,-1.56,400,0.6,ok
57658904,887121784137830656,2,4.4,2.99,400,1.30,20,10.28,400,3.23,400,2.3/-0.6,ok
92879974,4813401253428266496,1,4.2,4.18,400,4.31,140,3.35,400,5.32,90,4.2,ok
55017034,481123890061368832,1,3.8,2.41,-200,3.31,-200,3.47,-70,1.59,330,2.4,ok
75916665,3226519762223501696,2,10.9,-0.36,-40,0.43,60,0.87,-200,2.06,400,-0.1/0.4,ok
71386666,2741622588773242752,2,4.4,2.20,400,1.88,400,2.92,130,0.64,-200,0.2/3.5,ok
54623272,442829819918050176,2,4.1,1.35,400,2.77,400,0.31,400,1.08,-200,3.2/0.6,ok
117238592,390423041287587840,2,5.0,0.60,400,0.38,310,2.00,400,1.83,380,-0.9/2.1,ok
90182018,4549215993985469696,1,5.0,0.93,40,0.50,40,2.40,40,2.62,400,0.9,ok
110575464,6463550262899719296,2,8.7,0.62,250,2.05,260,-0.44,20,3.69,-200,1.5/-0.4,ok
76482727,3327237084615954304,1,7.4,1.63,190,2.64,180,0.44,190,0.62,230,1.6,ok
62984133,1739995675151062400,1,9.5,0.98,-80,1.99,-120,-1.17,0,3.54,10,1.0,ok
117240347,390665590978324736,2,11.3,0.32,70,0.11,120,1.27,400,1.74,-50,-0.3/0.3,ok
74629882,3101094278959320960,4,7.3,0.52,-40,0.64,400,-0.34,-110,1.52,400,-0.9/-0.8/-2.5/1.5,ok
69932217,2463006548453294208,1,4.2,0.77,240,0.45,170,2.05,300,4.57,60,0.8,ok
67796404,2138781391423418496,1,7.9,1.25,400,0.07,290,2.08,400,1.29,390,1.2,ok
55956964,607798070646279808,1,5.5,1.81,270,2.18,210,0.99,400,2.05,400,1.8,ok
68014869,2162940273226488576,2,4.2,0.03,130,2.31,90,-0.82,200,5.64,70,-0.8/-0.4,ok
106130138,5982219501452160000,2,8.9,0.75,-150,0.73,-200,0.15,-50,1.96,280,1.1/-1.5,ok
67131336,2078245820251112192,2,13.8,-0.42,-200,-0.42,300,0.43,-200,1.12,400,-0.6/-0.3,ok
100023130,5616124735483744256,4,4.6,0.98,-80,1.12,-130,2.21,180,1.17,-10,-0.4/-0.3/1.1/-0.3,ok
67111869,2076678981825545088,2,7.0,9.59,120,17.91,120,-0.45,400,0.57,390,5.7/8.7,ok
78781907,3620488414975097344,2,4.0,0.66,-70,3.06,-90,-0.82,140,1.72,-100,0.9/-0.0,ok
79293980,3706755689270425984,1,3.5,0.66,50,0.39,50,0.87,40,0.57,10,0.7,ok
114747999,6909831247951947648,1,4.5,1.94,-30,1.37,-40,1.62,-20,2.52,-200,1.9,ok
92726413,4792915874334941312,2,6.2,2.05,370,1.82,400,3.12,110,3.01,-110,1.2/0.9,ok
84353455,4100575156349676544,4,3.3,0.44,340,0.62,400,1.74,180,1.42,50,0.0/0.5/-0.5/1.2,ok
103814955,5886976810658299648,2,3.7,-0.26,20,0.15,80,0.11,-200,2.65,30,-0.5/-0.2,ok
110204983,6422875582578040960,2,5.0,-0.54,-90,0.12,-200,0.35,400,-0.20,-50,1.8/-2.0,ok
116423196,270767696263659136,5,6.1,0.88,-200,1.56,400,1.58,-200,1.84,-140,0.2/0.3/1.2/3.8/-0.0,ok
109529387,6320751430760755584,2,5.8,0.47,270,-0.18,260,5.77,270,0.71,390,2.1/-1.0,ok
112428045,6703476451838025984,2,3.2,0.03,-120,2.83,-20,-0.79,-200,0.47,-10,0.3/0.2,ok
56024267,619066965319037952,1,6.9,1.23,-200,1.36,-200,4.43,360,0.59,180,1.2,ok
102522918,5832792057319618816,2,6.2,0.41,-200,2.87,-200,0.96,400,1.23,400,-0.3/1.2,ok
93984830,4999718549636588032,1,4.4,0.50,0,1.34,-180,1.65,90,2.41,230,0.5,ok
89390399,4474773941479798784,1,4.6,0.12,330,0.37,-30,-0.46,310,0.53,290,0.1,ok
110549686,6460066705121201664,2,4.7,-0.17,250,-0.08,150,0.54,400,1.65,400,0.8/-1.0,ok
92209715,4717792743093443456,5,3.8,0.06,-200,-1.06,290,2.47,-150,1.13,400,-0.4/0.5/-1.1/-0.6/-0.3,ok
110676202,6474614339172460288,2,5.2,0.55,180,-0.02,80,2.23,210,3.41,130,-0.2/0.1,ok
91783097,4675848569223410048,2,4.4,2.51,-200,1.35,400,0.83,-170,1.72,-200,0.0/3.6,ok
89550881,4489489388494460288,1,3.8,1.51,30,3.67,-20,0.49,300,0.21,20,1.5,ok
78893122,3639335384304927104,2,4.7,-0.15,-120,0.08,-110,-0.58,-130,-0.05,210,-1.4/0.7,ok
61224428,1424795481360349824,4,24.1,1.02,400,0.72,-200,1.52,380,3.85,-130,4.0/0.3/0.4/-0.2,ok
66999682,2071445345128737280,3,6.1,-0.30,-160,0.27,-150,0.63,-190,1.71,400,-0.8/2.1/-0.7,ok
89570308,4491815233543897984,1,4.1,1.16,-200,1.01,-200,0.96,400,6.54,400,1.2,ok
64791368,1931816744315605888,2,6.7,1.19,400,0.48,-40,1.11,400,5.88,-200,0.4/1.0,ok
117269225,393729173967933568,2,3.4,1.43,-200,1.51,-60,0.17,-200,2.42,110,3.4/0.6,ok
57752535,896345965140659584,2,7.4,0.07,100,0.45,30,0.55,180,0.52,320,-1.5/2.0,ok
93509281,4915967374559402368,2,5.2,0.90,400,0.70,370,0.85,-200,0.38,190,2.6/-0.8,ok
80183926,3880297996096803328,5,7.1,0.15,-50,0.92,-200,0.17,-90,4.93,-200,0.2/-0.6/0.2/-0.3/-0.2,ok
92526023,4763813828772062464,5,7.2,0.93,0,2.01,-30,-0.59,30,3.29,320,-0.2/0.7/-0.5/0.7/-0.0,ok
68397658,2183622945939028992,2,4.4,-0.48,400,0.96,330,-0.52,-200,2.13,400,-0.4/-0.6,ok
63559576,1808337224828303744,2,3.2,-0.15,-120,0.06,370,0.66,50,0.40,-200,-0.0/0.7,ok
75537046,3168900744426560384,9,7.2,0.11,-200,0.24,40,2.23,-200,4.21,270,-1.5/2.1/-2.3/2.8/-1.0/-1.7/-3.7/0.9/1.1,ok
61127914,1410286252905534208,2,6.3,2.90,270,1.65,-80,4.50,280,-0.27,-200,2.8/2.2,ok
63389731,1790543175321675904,2,4.1,-0.63,400,-0.33,-80,-0.80,290,2.19,-140,-0.4/-0.8,ok
78656701,3596962370834474752,2,9.0,0.46,30,-0.27,400,0.94,10,0.62,400,-0.7/2.0,ok
79864623,3818469708488319488,1,11.0,2.27,-100,2.41,-70,1.41,-150,0.39,400,2.3,ok
74226232,3065807239967303424,2,3.8,0.84,240,2.51,290,0.07,150,0.97,-200,-0.6/1.5,ok
109524326,6319903196194278912,2,8.1,-0.32,-200,0.88,-200,-1.00,0,1.73,400,3.1/-1.3,ok
62941804,1735111846363012864,1,3.6,2.02,400,1.95,400,0.06,320,0.68,290,2.0,ok
110799114,6489215509991560320,2,4.1,-0.29,350,0.52,200,0.25,400,1.54,-120,-1.6/0.7,ok
92369410,4744331307362249344,2,4.2,-1.18,400,0.16,400,-2.67,140,2.21,360,-1.5/-0.2,ok
78894075,3639501891597768448,2,4.8,3.98,-50,0.83,-60,1.62,340,1.37,70,2.7/1.5,ok
55684443,560091983401665920,1,9.5,0.64,360,1.70,290,1.02,-200,0.74,340,0.6,ok
67361644,2097069566698363136,3,4.0,-0.50,320,-0.08,290,0.14,400,3.95,-180,0.2/0.1/-0.5,ok
75958373,3231809267850576640,2,10.2,-1.80,290,-0.06,330,-1.08,100,1.41,400,-0.8/-1.2,ok
71873712,2834765379858317568,3,4.5,3.36,400,1.41,120,4.19,400,1.77,-200,5.0/-1.3/1.2,ok
62520080,1656870942528200832,4,10.4,-0.33,50,-0.15,340,1.75,40,-0.23,400,2.1/-1.0/-0.7/0.1,ok
62651722,1681361258365865472,1,6.5,0.25,130,-0.20,-200,0.91,130,1.35,400,0.2,ok
68802205,2227025858207852544,1,6.9,0.39,-150,1.37,-40,-0.41,-200,0.75,-200,0.4,ok
89975923,4527091689734344064,2,3.5,-0.24,-60,1.22,400,-0.04,-200,0.95,80,-0.5/-0.0,ok
57686634,889438317699511168,2,7.2,0.97,400,0.03,350,1.86,400,1.95,160,0.5/0.9,ok
56456075,682176218333871360,4,11.5,-0.38,370,1.58,290,-1.09,400,-0.63,250,0.6/0.2/-1.6/-0.1,ok
75752932,3203980353673106688,4,4.3,-0.29,-100,-0.41,-20,2.90,-200,4.99,370,0.8/-1.9/0.5/-0.2,ok
56842091,750930742003362560,1,10.1,1.23,-110,1.58,390,1.28,-130,5.21,310,1.2,ok
110837436,6494171494231033856,2,17.9,-2.78,0,-3.04,-30,1.31,400,1.33,-20,-1.0/-6.1,ok
115229551,108602543046747008,2,12.8,0.62,60,1.02,30,0.96,340,4.15,340,0.9/0.3,ok
111687507,6635893934553640704,1,3.2,0.51,170,0.75,300,0.10,80,2.38,240,0.5,ok
