sdss_id,gaia_dr3_source_id,tic_v8_id,ra,dec,g_mag,plx,e_plx,classification,p_da,p_db,p_dba,p_dah,teff,e_teff,logg,e_logg,snr,telescope,n_visits,min_mjd,max_mjd
92509632,4761740630878174720,685120032,73.32654,-60.65784,19.82007,2.312187,0.2971551,DA,0.9430204,0,0,0.02327871,11756.13,241.9329,7.800013,0.1814762,9.118008,lco25m,2,60287,60288
92877478,4813024533256936064,685629516,76.3725,-41.8637,19.27923,1.712919,0.2043592,DA,0.9192271,0,0,0.02394548,11780.66,113.8742,7.380337,0.08416903,9.660073,lco25m,1,60701,60701
57757079,896804942525749376,741394764,110.8453,34.6964,18.99244,2.74586,0.2492368,DA,0.93382,0,0,0.01207852,11827.18,102.6352,8.300259,0.0001169077,12.81323,apo25m,2,60706,60707
71012021,2678322402987613696,2024667550,334.8701,-0.1299794,19.73167,1.919581,0.5296313,DA,0.994174,0.0003746988,0.001625301,0.002,11348.73,88.90339,8.245779,0.04198013,15.11945,apo25m,6,60221,60620
80228135,3889531041912106240,842468221,158.9942,16.53613,19.21956,3.491996,0.3685111,DA,0.9825509,0,0,0.009972742,12065.38,116.048,8.032034,0.05417348,11.99572,apo25m,1,60678,60678
93045755,4839492836154102144,685911149,63.92083,-43.42674,19.748,3.053641,0.3014094,DA,0.9548131,0,0.003372174,0.02313444,12462.7,163.6925,8.264314,0.05013568,12.49624,lco25m,2,60667,60671
78850136,3632614417617448064,1002102126,205.7455,-5.509823,17.92664,9.36174,0.1455665,DA,0.998,0,0,0.002,12634.62,38.84497,8.433115,0.01167762,74.48265,apo25m,12,59245,59324
78850136,3632614417617448064,1002102126,205.7455,-5.509823,17.92664,9.36174,0.1455665,DA,1,0,0,0,12354.19,63.83994,8.198528,0.02839277,30.07799,lco25m,2,60380,60381
72203536,2887181817868470400,705482999,85.89792,-37.18683,19.8881,1.874994,0.3156106,DA,0.6402985,0,0,0.01194548,10055.04,81.90857,8.235721,0.1053559,10.8196,lco25m,1,60647,60647
62924357,1732927116758241408,1935199412,317.1172,4.499131,18.58231,5.456739,0.2130417,DA,0.988254,0,0,0.007945484,11330.12,99.21346,8.184738,0.04238337,12.46108,apo25m,1,59874,59874
79082746,3671458475506109696,1002685723,212.616,5.168511,19.18385,3.075805,0.271428,DA,0.8352625,0.01002633,0.004,0.03741161,11931.08,179.7804,8.346348,0.05874531,8.330356,apo25m,3,60439,60442
92604777,4774537198174454272,685253231,72.77367,-57.91896,16.64779,19.88456,0.04006152,DA,1,0,0,0,10777.9,18.88994,8.819274,0.01447445,61.55865,lco25m,4,60312,60315
59220171,1117629895774857216,802602872,139.7985,69.31853,17.86389,5.430813,0.09244478,DA,0.8858787,0,0.005917991,0.007972742,10287.78,56.77396,8.043851,0.07843493,10.47158,apo25m,1,59678,59678
80210419,3885935879407766400,842441934,158.9022,14.9723,19.20875,2.403252,0.2917597,DA,0.865973,0,0,0.01197274,10758.08,102.9327,8.34384,0.0543989,8.415424,apo25m,1,60676,60676
101557268,5756720554329514112,837023747,136.5168,-6.115542,19.95481,1.741791,0.5031418,DA,0.8138095,0.002,0,0.0159045,11603.82,174.4688,8.223699,0.07349006,8.392442,lco25m,2,60351,60352
79908196,3826330361928383232,841930606,145.9556,-2.833369,18.63161,5.07055,0.1957023,DA,0.9743229,0,0,0.003920396,10073.78,30.64024,8.012096,0.06554005,21.23866,lco25m,3,60020,60022
71078906,2687892857138123648,2024893454,320.769,-0.1037934,19.52685,2.19494,0.3611503,DA,0.9764162,0,0,0.009931762,12528.51,89.99333,8.26656,0.02855789,29.05894,apo25m,12,59159,60607
63946726,1831963706791707392,1947768922,304.9298,24.21224,18.66827,4.929858,0.199918,DA,0.7826843,0.001013528,0,0.00595902,10763.56,47.78791,9.235451,0.1157702,25.30718,apo25m,2,60589,60590
92200288,4716212259553568512,631462895,23.26113,-60.32494,19.08631,3.096935,0.1727713,DA,0.9294232,0.004,0.002439437,0.02951849,13491.71,530.5322,7.8,0.09846479,12.13447,lco25m,3,60167,60176
56413447,676246174169004160,801057713,125.9156,21.50937,18.92424,3.231581,0.2765703,DA,1,0,0,0,12565.01,90.13711,7.969838,0.03698064,17.26202,apo25m,1,59913,59913
57583042,879407404398898816,740727672,113.7303,29.18818,19.84929,1.892679,0.4716478,DA,0.9922285,0,0,0.005692176,10632.29,29.04912,8.015782,0.03376411,27.60364,apo25m,8,59146,60646
103797533,5886279342325135232,1140371628,228.6413,-56.77043,19.14996,3.404943,0.2722853,DA,0.8124846,0,0.003958137,0.04568934,11190.41,180.1962,8.365904,0.08889724,8.69499,lco25m,5,60457,60535
88573215,4371900536912962560,1501459051,265.6951,-0.7811663,17.2513,7.73524,0.07867165,DA,1,0,0,0,12803.24,63.99126,8.060975,0.0185415,35.10881,apo25m,1,59326,59326
72232664,2890479764341851008,705590451,87.98703,-33.21277,19.12118,2.736967,0.1886279,DA,0.9397932,0,0,0.0228931,13500,347.9337,7.817858,0.05732208,12.6051,lco25m,1,60641,60641
95202017,5222566844802504960,805350764,138.03,-70.25561,18.88717,3.629509,0.1633112,DA,0.9614175,0.002,0,0.01765119,12204.55,100.9967,7.768038,0.06548017,11.64566,lco25m,2,60411,60412
70086120,2493985735242306944,630227651,32.60873,-2.687148,19.8189,2.992506,0.4147093,DA,0.9882422,0,0,0.009678453,13500,145.927,7.890795,0.02870253,22.04456,apo25m,8,59200,60637
91815621,4680458477880195840,650467613,55.58076,-61.23676,19.71908,2.87437,0.3076508,DA,0.8690683,0.001053333,0,0.02772959,10853.27,102.7557,7.602643,0.09234402,9.842181,lco25m,2,60319,60321
75679660,3192083019385112320,671809040,64.20385,-9.835302,17.86971,6.218356,0.1275984,DA,0.996174,0,0,0,11733.11,55.46177,8.248815,0.01847912,25.59425,apo25m,2,60586,60587
56588697,704245272129598592,801388968,127.9837,28.47151,19.7632,2.546567,0.420603,DA,0.9686103,0,0,0.01391823,11573.83,124.9868,8.170277,0.04744538,12.18147,apo25m,1,59195,59195
66962396,2068679450627751936,1969319996,304.4249,42.17778,19.483,2.406154,0.2575046,DA,0.7088338,0.007757891,0.009714522,0.0278249,12908.38,182.4394,8.26742,0.05505505,11.43046,apo25m,5,59329,60557
56410497,675886565147043584,801050128,123.4214,20.88565,19.52,2.772787,0.3338628,DA,0.963647,0,0,0.01363766,12232.83,70.81298,8.111976,0.02889867,20.52036,apo25m,4,59229,60255
73480084,3015115424601250304,24664916,81.03613,-7.704556,16.58041,15.33181,0.06184018,DA,0.951049,0.002,0.001958137,0.002,11075.64,20.41744,8.685784,0.0114702,73.24522,apo25m,3,59216,59218
71827003,2826449120581987072,2053607402,354.2444,20.95956,18.71792,3.855323,0.1919961,DA,0.9571633,0.001830272,0.001958137,0.02366492,12324.06,122.1615,7.920691,0.05484667,12.11134,apo25m,2,60587,60588
71016659,2679196544796422656,2024681765,334.8938,0.8817099,19.29313,2.298742,0.4012636,DA,1,0,0,0,10611.23,33.25024,8.622124,0.02203007,35.01093,apo25m,14,59167,60558
56914347,765447422225814784,900140915,168.3119,40.58107,19.67412,2.94381,0.4650882,DA,0.9430857,0,0,0.01966492,12901.75,199.6786,8.146381,0.05160645,9.376886,apo25m,2,59358,59362
78085490,3483437726546547200,901323367,172.1265,-28.08149,19.81513,3.427918,0.3982937,DA,0.879266,0.002,0,0.02756942,11835.92,158.1132,7.446235,0.1066144,8.699876,lco25m,1,60700,60700
79204931,3691180209412898688,953203175,196.9874,1.798225,18.38262,5.221458,0.1580548,DA,0.9485818,0,0,0.01966492,13000,188.86,8.445142,0.0521398,11.93654,apo25m,1,60382,60382
62209198,1602468485870789376,1102257370,230.0282,57.20105,19.01307,4.43453,0.1649261,DA,1,0,0,0,11402.78,40.83321,8.606074,0.01822126,36.17573,apo25m,6,59290,59370
116629622,303274890675622528,620663504,23.16903,30.36073,19.25082,2.362485,0.3714438,DA,0.7848411,0.006502961,0.008458141,0.01559668,10874.63,105.6302,8.538936,0.0635727,10.77506,apo25m,3,60581,60583
70866073,2651434219791888512,2052825654,347.1246,0.5344493,19.98908,1.505804,0.5165746,DA,0.95896,0,0.002,0.009945297,11353.87,126.8825,8.17478,0.06666961,9.597547,apo25m,2,59847,60612
75019071,3129227822275934976,758877966,101.6258,4.509424,18.76064,4.495426,0.2027459,DA,0.9550867,0,0,0.007667088,10273.39,69.44835,7.745235,0.07529779,11.28888,apo25m,1,59238,59238
62243905,1609011129812128768,1001285596,211.6864,53.74986,16.9637,6.632298,0.05286398,DA,1,0,0,0,12240.26,23.78769,7.680178,0.01158186,150.3419,apo25m,7,59281,59376
57569729,877897706214263936,801673950,121.8358,31.73764,19.85456,2.066131,0.5225343,DA,0.998174,0,0,0,11056.55,46.11411,8.322453,0.02200256,24.08051,apo25m,5,59166,60707
62964797,1737613475834940288,1935569251,313.2254,7.361622,18.82126,5.153813,0.2302275,DA,0.9310533,0,0.003958137,0.009945484,11789.48,209.4045,8.307364,0.0895328,8.555926,apo25m,1,60120,60120
56408703,675654293315167872,801045162,123.9322,20.27407,19.81663,3.102947,0.6081139,DA,0.9369806,0,0.001656733,0.02738435,13145.34,150.2667,8.170528,0.04331446,14.9367,apo25m,4,59229,60255
75964800,3232622803375742592,672408240,72.08229,2.0882,19.19535,3.116808,0.2958285,DA,0.9450884,0,0.001656733,0.02339789,12383.63,135.3282,8.152335,0.05137379,12.33162,apo25m,2,60231,60233
74976708,3126123492932791296,758436628,103.0369,1.854561,19.17208,1.96502,0.3074612,DA,0.9231892,0,0.000460396,0.009877246,10326.52,41.41145,8.783105,0.03634111,19.94003,apo25m,2,59293,59294
88188072,4318533751539161088,1918336098,296.0958,15.2687,18.31978,5.582026,0.1322704,DA,0.9533032,0,0,0.01986371,12140.83,128.9268,8.300531,0.04186007,11.44845,apo25m,1,60123,60123
80474157,3936999437080327040,461628781,197.775,16.51745,15.70128,20.7457,0.04126302,DA,0.998,0,0,0,11196.67,54.80519,8.394154,0.04558399,34.71747,apo25m,2,60686,60687
94840110,5166971963486639104,651920536,46.69219,-9.718972,19.89719,1.663644,0.496714,DA,0.7281854,0.00851198,0.006065319,0.02767757,12366.46,226.4685,8.08978,0.0725693,9.058253,apo25m,2,60645,60646
79781961,3801243865974510336,902960722,164.2589,-3.433948,18.78519,3.059994,0.2864629,DA,0.9785708,0,0,0.009691989,12314.51,97.15002,7.851027,0.04592449,18.04319,lco25m,2,60083,60300
110090560,6409375813170865408,2026607303,332.4659,-60.42663,19.10512,3.087132,0.2111894,DA,0.97269,0,0,0.01742515,12460.32,122.2979,8.214377,0.04048206,14.1416,lco25m,2,60237,60448
92999852,4831643903679829760,650917961,58.51011,-47.7755,17.11547,9.343568,0.05650636,DA,0.996,0,0,0.002,11005.16,32.86229,8.217318,0.01638056,38.07257,lco25m,1,60677,60677
56518372,692435181514114816,801309542,133.6156,26.13277,19.40879,2.931015,0.3611334,DA,0.9170941,0.006579669,0.007250602,0.005719434,11582.46,130.3908,8.183212,0.04963437,11.31483,apo25m,1,60675,60675
93693250,4947875584249293568,651211779,43.7317,-42.41296,17.95874,3.654602,0.08924896,DA,0.9883617,0,0,0.003732969,12183.48,52.16497,7.819882,0.01955917,27.0694,lco25m,1,60639,60639
79753442,3795756753195814400,902899018,175.4197,0.146525,19.46927,5.514809,0.4062773,DA,0.9688801,0.002,0.001958137,0.004,10249.11,36.43399,8.814565,0.03479058,18.01206,apo25m,3,59662,60702
58231808,960277519710710656,703894034,93.56964,42.31194,18.77028,4.34353,0.1996098,DA,0.998,0,0,0.002,11732.7,61.18493,8.237219,0.02507566,34.79626,apo25m,9,59242,59294
57237549,827571104801451392,840911858,146.8852,50.41186,17.93124,6.430025,0.107018,DA,0.8716055,0.01542803,0.005625301,0.01948952,11413.5,175.3476,8.222062,0.09988688,8.611884,apo25m,1,60007,60007
93039128,4838354085705089280,685897015,60.55507,-45.07933,18.11557,5.621182,0.09418895,DA,0.9863752,0,0,0.009719434,11654.47,65.49964,8.209051,0.02390125,20.18951,lco25m,1,60676,60676
79079954,3670945656408726400,1002677762,210.4224,4.134223,19.04237,4.732971,0.2797557,DA,0.9801198,0,0,0.007972742,10164.3,48.76455,8.781137,0.04662737,11.42467,apo25m,2,60459,60460
78590959,3584643305117565440,952700795,185.0945,-5.950248,19.70987,3.24792,0.4931214,DA,0.9525765,0,0,0.03794548,11993.27,125.9878,8.113996,0.06113515,12.03323,lco25m,2,60086,60089
56595767,705352514698478592,801404122,132.4474,29.62238,17.97391,4.914351,0.1464272,DA,0.99,0,0,0.008,13245.66,131.0767,8.031364,0.03460248,21.74118,apo25m,1,60681,60681
55880578,596443895104077696,800272530,130.1091,8.901081,18.95254,3.320214,0.2365471,DA,0.9446629,0,0,0.007692176,12672.29,144.5299,8.155596,0.04610793,14.3121,apo25m,2,60372,60373
92960638,4825501481972019968,685810750,76.30296,-33.8487,19.02427,3.939691,0.1825215,DA,0.9239652,0,0,0.0139045,13467.57,188.1585,8.093933,0.04753267,11.79508,lco25m,1,60644,60644
57713918,892062920674000512,741251019,112.1835,31.61768,18.08075,3.535342,0.1700609,DA,0.9902012,0,0,0.001972742,10949.14,44.08461,8.676568,0.02020423,39.57556,apo25m,4,59609,60708
74538011,3093563307203250560,804100911,127.4686,5.700753,18.72664,2.747948,0.2425955,DA,0.9570136,0,0,0.02362752,12726.92,195.304,8.493513,0.0690107,15.48011,apo25m,3,60323,60326
112055888,6665520554534675328,1990075001,302.2354,-52.67154,18.75602,3.664781,0.2267658,DA,0.9864023,0,0,0.003986278,13500,190.8953,7.895395,0.0385559,17.13976,lco25m,2,60171,60173
93056903,4841516732119700992,685934974,60.28098,-43.95333,19.19197,3.180347,0.1847478,DA,0.9745207,0,0,0.0139045,13253.07,295.0961,7.814491,0.04453113,12.5104,lco25m,1,60668,60668
57926829,922462252517434624,741586176,119.1503,42.07556,18.62713,4.128896,0.1641743,DA,0.9090002,0.001830272,0,0.06589097,12214.45,107.6093,8.360285,0.04415187,15.00611,apo25m,2,59971,60003
92340181,4739278261157215360,631541926,33.36522,-57.41902,18.62445,3.633186,0.134473,DA,0.9762967,0,0,0.01787725,12506.98,106.0657,8.299569,0.04362622,20.71953,lco25m,4,60558,60562
114791299,6914752421480078208,1997263710,312.6818,-4.324427,19.10759,3.123659,0.2305981,DA,0.5548962,0.07185915,0.06459975,0.005945484,10776.19,83.72795,9.160147,0.04943917,10.78865,apo25m,1,59866,59866
59714177,1199369346828372864,393644690,239.6675,16.43241,16.03741,9.40139,0.04218689,DA,1,0,0,0,12221.88,51.63174,7.435979,0.0208057,36.68395,apo25m,1,60088,60088
116400851,267146523434846208,252385237,75.64211,54.01822,15.24423,21.7164,0.03907344,DA,1,0,0,0,11309.55,30.48272,8.234295,0.01062445,50.37373,apo25m,2,59972,59973
93476228,4909998503889818496,631620236,22.23131,-56.69447,19.5562,3.230374,0.2744468,DA,0.9290408,0,0,0.02978194,11365.79,84.51179,8.029634,0.04798201,12.28769,lco25m,3,60253,60283
92189467,4714404799876372608,631437625,30.87657,-60.00081,18.98214,3.34512,0.1775667,DA,0.9588463,0.001013528,0,0.01917501,13500,220.0857,7.833017,0.04855737,14.60001,lco25m,4,60229,60263
57407227,858079077843319552,900504451,174.0358,58.3173,19.12658,3.22323,0.183558,DA,1,0,0,0,12100.26,36.35853,8.106742,0.01379409,44.48328,apo25m,8,59254,60655
100541620,5667202268966405632,875707448,150.3782,-21.08224,18.69667,3.382282,0.2087264,DA,0.8804411,0,0.001917991,0.04182273,13318.31,342.1299,7.562707,0.06144028,13.77948,lco25m,1,60680,60680
57185593,817461778282929664,840819680,140.7975,42.60933,17.43166,6.787287,0.08375569,DA,0.9905737,0,0,0.001920396,13355.93,87.34708,8.086165,0.02315578,28.3762,apo25m,1,60704,60704
80228191,3889547126565113344,842468360,158.8613,16.61326,19.75714,3.083725,0.4725068,DA,0.9030873,0.006579669,0.005250602,0.01594548,11920.24,143.2634,8.123535,0.08757512,9.264791,apo25m,1,60678,60678
59566090,1176163496791647616,1000036542,218.5881,9.280762,19.08488,3.007704,0.2700819,DA,0.9940137,0,0,0.005986277,12641.85,58.65241,8.077098,0.01669899,38.7174,apo25m,11,59248,59324
92109063,4701480075051153024,631370108,34.2458,-62.50015,19.86484,1.917293,0.3160371,DA,0.9190804,0.0006768024,0,0.02591823,12404.1,198.3336,7.682349,0.1392068,9.022908,lco25m,4,60227,60237
79199699,3690225730240668672,953188774,193.5576,0.5205271,19.76452,2.71838,0.6295703,DA,0.8827543,0.005677014,0.01165673,0.01186444,10862.68,88.65559,8.526093,0.08592948,9.128278,apo25m,2,60089,60458
79875512,3820478486167721728,841843624,143.9989,-7.546101,19.52692,2.422815,0.3607755,DA,0.9631639,0,0,0.01197274,10402,66.1739,8.319219,0.08271945,12.72263,lco25m,4,60382,60404
57571141,878098985561840256,801677562,121.3791,31.87984,19.86732,1.394701,0.7000657,DA,0.9844162,0,0,0.01142514,13321.7,104.5911,8.003178,0.01947963,25.09125,apo25m,5,59166,60707
74729550,3108328859309711232,756853445,107.6469,-2.924365,18.40359,5.106547,0.1623446,DA,0.828355,1.908957E-05,0.006683688,0.04296988,10323.86,107.0755,8.679983,0.1187,9.144252,apo25m,1,59271,59271
71096682,2689913484633322880,1981930170,316.4005,-0.1343939,18.98512,3.665182,0.263825,DA,0.9373294,0.001830272,0.001958137,0.03186371,12245.01,158.3593,8.292859,0.05366564,10.16061,apo25m,1,59762,59762
93160729,4859162171462386816,651128934,58.51035,-34.20121,18.5407,4.234781,0.1250678,DA,0.9903883,0,0,0.005719434,12053.93,75.37096,8.033016,0.03272127,19.7126,lco25m,1,60621,60621
76338997,3310419745031457152,673594083,65.3648,13.63532,19.87365,2.07696,0.5676199,DA,0.8721957,0.004,0.002,0.03152863,11612.95,11.69755,8.301393,0.0644768,8.176052,apo25m,1,60647,60647
70285950,2533658451234555136,610756372,18.57443,-1.030111,18.85967,1.960681,0.2479804,DA,1,0,0,0,10814.69,28.98198,8.036522,0.02022026,55.35614,apo25m,13,59163,60674
115237814,111102901207877504,640886045,50.09786,24.71133,19.1279,3.722017,0.3206141,DA,0.97877,0,0,0.005945484,11031.95,214.1381,8.077215,0.1179674,12.94403,apo25m,2,60594,60595
85354874,4145406810958333056,1488431808,269.1266,-15.46018,18.38957,3.707751,0.2319755,DA,0.9701561,0,0,0.001725865,10559.76,76.38922,8.277434,0.04906859,11.35598,lco25m,1,60468,60468
116432146,271649023555345536,667603424,62.75662,50.98705,18.9099,5.094522,0.2165237,DA,0.9272901,0.002,0.005958137,0.0199045,12098.53,3.892242,8.488339,0.04769738,13.54492,apo25m,3,59212,60617
76117099,3255293844084154624,672782645,62.96447,-0.25228,19.9478,2.485562,0.4788083,DA,0.9136601,0.004526641,0.001633471,0.02330331,12370.54,150.7728,7.967679,0.06608441,10.21212,apo25m,3,59847,59905
98389806,5485752721189751168,766226087,107.9591,-58.84464,17.54629,6.14718,0.07055845,DA,0.9902753,0,0,0.002,12966.02,248.2803,7.674694,0.03935986,14.97058,lco25m,1,60388,60388
61251032,1428881330992786304,1201121152,241.8509,53.77905,19.59304,3.400515,0.2252561,DA,1,0,0,0,10135.92,28.87739,8.227357,0.03077071,23.94754,apo25m,8,59318,60413
66968565,2069194541755145728,1969384208,305.2078,43.1452,19.34445,5.499518,0.2121064,DA,0.6196191,0.06036125,0.0472318,0.03549431,10149.74,60.78026,8.569536,0.07307707,9.668463,apo25m,2,60551,60557
100531271,5665473183852972672,875660554,145.968,-20.04957,19.90279,3.05103,0.403176,DA,0.8494046,0,0.001656733,0.0119045,11079.53,115.6244,8.597167,0.1224125,9.597558,lco25m,2,60679,60704
116432153,271649642028459392,667603498,62.87053,51.03583,17.10101,8.241352,0.0683354,DA,0.9924007,0,0,0.001972742,11848.25,49.5826,8.129903,0.02115543,42.70213,apo25m,3,59212,60617
57912804,920402661080896128,741568687,116.738,39.85344,19.86838,3.102681,0.5052168,DA,0.9003083,0.002888565,0,0.009945484,11030.39,102.4443,8.218957,0.07512247,9.139037,apo25m,1,60623,60623
115903753,205725119549955456,664323446,77.3843,45.16514,17.43348,7.52284,0.09266866,DA,1,0,0,0,10909.39,33.85242,8.267897,0.01850651,28.28877,apo25m,2,60214,60653
76315328,3302526729012505472,649932014,58.56793,9.960546,18.37176,3.510538,0.1868907,DA,0.9567346,0.002147183,0.001374639,0,11393.04,76.8005,8.202088,0.03166722,24.44655,apo25m,1,60637,60637
71161253,2698967481850851712,2025134687,323.3314,4.693416,18.3962,6.009923,0.1878576,DA,0.9861056,0,0,0.005945484,10534.01,54.75483,8.271488,0.05332795,13.91389,apo25m,1,59882,59882
71903488,2840096709879850368,2053857161,353.1095,23.6652,19.50888,3.390142,0.3589211,DA,0.9660903,0,0,0.005732969,10412.36,93.72749,8.441498,0.1037003,15.22717,apo25m,3,60252,60646
61127914,1410286252905534208,1201023620,248.1818,47.51697,18.80383,7.352083,0.1482659,DA,0.9504679,0,0,0.01556128,10399.54,58.81133,9,0.05230327,11.58032,apo25m,2,60439,60442
70168101,2509985931528866560,630325290,22.99431,-0.1316492,19.94835,2.507271,0.5645798,DA,0.9546663,0.009660544,0.001414037,0,10905.95,69.73544,8.018458,0.07022566,13.25234,apo25m,6,59203,60533
92870135,4812064560821512960,685612844,73.51867,-42.39161,17.70939,5.826793,0.078343,DA,0.990348,0,0,0.002,13172.27,71.95523,8.050743,0.02052161,35.51676,lco25m,1,60696,60696
94572318,5110857670306617216,651743445,57.13071,-14.17821,19.75105,2.77838,0.3931301,DA,0.8306651,0.006581547,0.01202288,0.02596949,10261.89,103.8228,7.705707,0.1126175,8.80445,lco25m,2,60201,60204
93485049,4911493053723953792,631633339,24.86809,-56.13884,19.81493,2.018067,0.2991569,DA,0.7317812,0.006716073,0.006591104,0.05170173,11855.07,172.45,7.84902,0.1382096,9.196134,lco25m,2,60261,60262
109508503,6316995258522327552,1179620779,234.8605,-9.776918,19.49009,3.087147,0.3983712,DA,0.962987,0,0,0.0156512,12257.41,143.6029,8.105928,0.06801087,12.51143,lco25m,3,60412,60491
111669499,6634458011018976128,1689653666,274.7498,-61.21429,19.10275,4.166162,0.3492093,DA,0.8897997,0.002,0,0.07576895,10972.58,102.2332,8.299038,0.07035922,9.66963,lco25m,1,60089,60089
70849290,2647884790098989568,422620316,354.071,3.585581,16.48295,11.18858,0.07395685,DA,0.996174,0,0,0.002,11599.38,62.74004,7.944488,0.0251796,26.34595,apo25m,1,60660,60660
110956695,6511080501300712192,2027069369,334.7161,-52.69546,19.32213,3.017024,0.2531669,DA,0.9030195,0.0008146399,0.0004394367,0.05379547,13499.99,9.500531,7.820908,0.04092184,12.6349,lco25m,2,60580,60581
55769538,578030476950925568,800032342,133.5307,2.726628,19.94363,2.700151,0.4502569,DA,0.9702939,0,0,0.01148167,11721.16,190.2444,8.4,0.1009776,17.95241,apo25m,3,59252,59664
93511816,4916467141248733440,631675872,26.51275,-51.26288,19.1922,2.426621,0.2213319,DA,0.8013808,0.001830272,0,0.00595902,12500,172.9159,7.755742,0.0823373,8.875064,lco25m,2,60585,60586
92220313,4719642117357007744,631507760,29.72079,-55.57534,19.43892,2.947814,0.2386832,DA,0.9119149,0.004536702,0.003958137,0.01569218,12372.28,176.4346,8.155245,0.08522702,8.178864,lco25m,2,60560,60561
64060719,1842683395398741376,1951450703,314.3316,24.20716,19.5939,1.585524,0.3832348,DA,0.8784674,0.003687098,0.01161487,0.006,11464.49,257.1822,8.593039,0.1660746,9.292226,apo25m,2,60591,60592
109637621,6339904957676863744,1180137959,225.969,-1.571369,17.84569,6.52107,0.1145566,DA,0.9943479,0,0,0,12786.63,66.68887,8.08126,0.01925382,30.36772,apo25m,2,59674,60461
78894075,3639501891597768448,1002191315,215.2573,-7.898051,19.51883,5.624125,0.5582177,DA,0.9550731,0.0002593548,0,0.01769966,10160.93,68.30766,8.692919,0.06594834,10.26127,lco25m,2,60493,60497
75814972,3213127912460143360,672106986,74.80558,-3.587837,18.79663,3.612951,0.1932435,DA,0.9787504,0,0,0.007438868,11958.7,76.08188,7.857003,0.03862928,21.54262,apo25m,3,59871,59878
55684443,560091983401665920,629682097,20.15842,76.17417,16.99615,10.82966,0.0549513,DA,0.9802633,0,0,0.003972742,10760.24,82.08016,8.670892,0.0719396,13.45856,apo25m,1,60658,60658
80144736,3871800390417208704,903211733,163.7295,12.23796,17.14349,8.578043,0.1265976,DA,0.9904492,0,0,0.004,12185.85,131.8835,8.131777,0.04649734,24.61506,apo25m,1,60647,60647
56153206,643930565355454720,840318290,149.2765,26.62792,19.43325,1.428715,0.315112,DA,0.6123964,0.0004774201,0.003414037,0.004,11040.35,98.46169,8.055723,0.06884467,10.71675,apo25m,1,60682,60682
87607474,4291865986022687488,1900900934,294.8264,6.439567,18.61759,4.527528,0.2071683,DA,0.8620914,0.005201603,0.008,0.03352863,12252.93,158.3703,8.316248,0.04086097,12.65597,apo25m,1,59847,59847
109229632,6266966349883400832,1178925766,237.2688,-13.10101,19.81038,2.272628,0.4154939,DA,0.6338506,0.01997289,0.02094289,0.01966492,13429.95,263.3252,8.458618,0.05697087,10.61849,lco25m,3,60531,60549
67413957,2101925933459774208,1882352781,291.2411,42.16969,18.82458,3.474146,0.1442818,DA,0.9575017,0,0,0.008,11556.89,123.0713,8.052361,0.04766903,13.38945,apo25m,2,60557,60558
92784286,4800556792952467456,685567433,79.62872,-44.06357,19.39945,1.816011,0.2807855,DA,0.9454511,0,0,0.02768203,10652.31,72.211,8.323521,0.06655926,13.76652,lco25m,1,60706,60706
63265257,1773431338420306944,2000551167,324.86,16.86505,19.66483,2.800671,0.3591189,DA,0.8699804,0.002150972,0.003349213,0.02429424,11419.7,151.043,8.328611,0.0511643,9.451763,apo25m,2,60478,60480
114922231,31122913575497472,640212845,48.4451,15.36119,17.71765,6.274993,0.1136313,DA,0.998,0,0,0.002,12865.77,89.13638,8.026464,0.0272118,23.98723,apo25m,2,60338,60339
79595235,3763871637544513792,902718580,164.1869,-6.282076,19.97012,3.010581,0.5527416,DA,0.7653464,0.006960834,0.001958137,0.02697696,10217.67,104.0235,8.150677,0.108025,9.06871,lco25m,2,60408,60409
68789642,2225146724116998656,2023305407,337.1917,68.02921,18.44851,4.716796,0.1201768,DA,0.9865214,0,0,0.003736549,12844.36,139.7151,8.231113,0.04251582,15.61242,apo25m,2,59897,60615
79192961,3689027026344014464,273727513,195.699,-0.8340769,16.59993,12.28955,0.05992702,DA,0.9960321,0,0,0,11212.05,40.86828,8.347853,0.01580558,24.59931,apo25m,1,60374,60374
70805246,2638598486690473088,2052696902,349.2123,-1.715527,19.5104,2.182404,0.4450557,DA,0.9317196,0.0002593548,0.002,0.02683071,11261.67,123.5688,8.262802,0.05223303,9.796603,apo25m,1,60637,60637
68638587,2206518420160199296,2021828097,335.3213,64.67216,18.07779,3.150295,0.2271135,DA,0.9489006,0,0,0.001920396,10728.14,51.17279,8.153793,0.03767988,25.48758,apo25m,3,59208,59210
101532052,5754029946297468032,836926187,131.03,-7.456493,18.14561,6.354729,0.1781662,DA,0.9881769,0,0,0.002,12111.29,104.979,8.328998,0.04052606,15.51894,lco25m,1,60382,60382
63294984,1777946036241968128,2000693524,334.2121,19.04734,17.87115,5.793172,0.1290698,DA,0.9901946,0,0,0.005906674,12623.18,91.13175,8.07497,0.02679868,21.64281,apo25m,2,60530,60532
111228541,6558472750993181568,2027206794,327.3648,-51.97441,17.08385,8.922907,0.06883133,DA,1,0,0,0,11817.38,43.11646,8.121119,0.01952378,38.99781,lco25m,2,60562,60574
79316784,3711026192431499520,1002749479,202.7524,0.6759116,19.15239,2.603781,0.2509125,DA,0.970428,0,0,0.01169218,13225.26,188.7355,8.335071,0.04902581,10.96637,apo25m,1,60357,60357
