sdss_id,gaia_dr3_source_id,tic_v8_id,ra,dec,g_mag,plx,e_plx,classification,p_da,p_db,p_dba,p_dah,teff,e_teff,logg,e_logg,snr,telescope,n_visits,min_mjd,max_mjd
62092755,1580599401456550528,950587047,190.6923,62.32444,19.50989,3.419759,0.2304078,DA,0.986,0,0,0,10293.6,20.78177,8.45931,0.04024031,35.79358,apo25m,10,59264,60675
70106073,2498048602505926656,649601673,43.95272,0.1377529,19.70285,3.077731,0.4104389,DA,0.976441,0,0,0.01193176,13500,245.5984,7.892445,2.412328E-05,18.46843,apo25m,3,59193,60254
93514963,4917112034883171712,631683396,21.1734,-51.5358,19.88123,2.239872,0.3626604,DA,0.6644493,3.495994E-05,0,0.1316729,13355.37,295.9655,8.349508,0.1156353,8.111309,lco25m,2,60531,60532
71972554,2852286239382823296,2054037864,354.7991,24.80134,19.68525,3.527335,0.3635193,DA,0.8979617,0,0.001414037,0.0452208,11677.16,139.8914,7.794741,0.07182102,8.692821,apo25m,1,60646,60646
93192971,4864713949268202112,685983335,69.77747,-38.18243,19.69256,3.430986,0.3153186,DA,0.7605767,0.005888751,0.005798249,0.01146201,11016.64,114.5707,8.313803,0.07434732,8.836117,lco25m,1,60642,60642
109563290,6326973910659921536,1179903683,220.8085,-8.695302,19.82155,2.944431,0.4947149,DA,0.906575,0.002,0.001958137,0.02559668,13194.29,313.9626,7.913412,0.07807291,8.147072,lco25m,2,60500,60501
93747559,4957527475276645888,631924881,30.71359,-41.77561,19.97355,2.660593,0.3282184,DA,0.9336858,0.005232518,0,0.001972742,10958.08,126.3306,8.021916,0.08162677,8.059634,lco25m,1,60677,60677
71691413,2802676991994968576,611551457,9.237801,21.91529,19.42083,2.439723,0.2855046,DA,0.9590366,0,0,0.01393176,10978.85,83.31783,7.71312,0.04458551,13.52146,apo25m,2,60562,60636
99354842,5573216942737275648,738171661,95.84305,-41.41285,19.67774,2.1491,0.3090811,DA,0.9164379,0.006,0.002,0.01587724,13214.4,462.1204,7.802089,0.09025016,8.057508,lco25m,1,60678,60678
59423977,1153584720572704640,1100014250,226.1134,1.942215,18.97867,2.551834,0.30919,DA,0.976041,0,0,0.01970571,11040.46,59.77719,9.06753,0.03263243,31.15401,apo25m,7,59666,60062
78671434,3599389650128379776,902569174,178.5555,-4.367333,18.77743,4.146002,0.2542632,DA,0.9402888,0,0,0.01166492,10322.18,37.12067,8.618516,0.09653074,29.74953,lco25m,4,60358,60374
110108560,6411486879791958784,2026665725,334.3871,-58.15631,18.53593,9.381596,0.1451329,DA,0.9262103,0,0,0.06989097,13344.3,127.0318,9.111863,0.01964167,24.46696,lco25m,2,60493,60496
92784095,4800529962291568128,734805520,80.58685,-43.13746,19.87924,2.406332,0.3047142,DA,0.8001491,0,0,0.03347411,12079.53,3.492931,8.132021,0.0826598,9.694156,lco25m,1,60706,60706
57725500,893245342349865984,741290666,110.2253,33.13988,19.84739,1.41827,0.6006342,DA,0.9234737,0,0,0.0334761,12178.21,170.7568,8.303828,0.05976841,8.680209,apo25m,2,60678,60682
92925047,4820226815455720064,685754410,78.15324,-38.50383,19.4702,3.010665,0.2382594,DA,0.9596375,0,0,0,10210.59,63.2098,8.257285,0.06494442,10.40767,lco25m,1,60676,60676
75989543,3235504795150353792,672511573,79.0192,3.570203,19.69918,3.240609,0.5102299,DA,0.8595171,0.006808701,0,0.01945598,11630.66,161.1463,8.33841,0.06526153,8.521844,apo25m,1,60609,60609
71847591,2829973433306307840,2053669483,342.8375,17.31286,18.63844,4.569295,0.2216313,DA,0.9821154,0,0.003372174,0.005972742,13111.81,134.4448,8.131355,0.03927364,14.81089,apo25m,2,60561,60562
112479691,6706073494013367552,1693209507,271.9028,-49.94988,19.36668,2.769377,0.294527,DA,0.9413605,0.001830272,0.002591104,0.02763766,11190.09,161.9244,7.459716,0.1846827,9.062133,lco25m,2,60468,60473
98257202,5467959835617433728,874592797,158.9519,-28.23109,19.8432,2.651426,0.4143114,DA,0.8629981,0.001833971,0.001633471,0.01791823,10071.27,60.29037,7.99939,0.2016373,8.504212,lco25m,1,60676,60676
92696719,4788499651521407488,685491502,66.93437,-48.94794,19.26628,3.378312,0.2108972,DA,0.9444389,0,0,0.02954791,11377.67,99.98157,8.31161,0.05482799,12.30423,lco25m,1,60679,60679
79641172,3773910213065963264,841724730,151.8044,-5.440269,19.07704,3.239448,0.3175497,DA,0.9450857,0,0,0.01781136,12828.69,135.9666,8.058549,0.04591262,16.34188,lco25m,5,60021,60356
71073130,2687262596456915328,2024873133,324.0165,-0.3059699,19.36651,2.388338,0.3414985,DA,0.9900392,0,0,0.005986277,11379.61,67.04652,8.158766,0.0279028,24.91193,apo25m,7,59373,60606
72191294,2885861093951052032,705436286,92.5027,-35.86484,18.87954,4.843065,0.1497191,DA,0.8857382,0,0.001798249,0.02386371,10443.88,88.49223,8.336263,0.06000707,11.87415,lco25m,2,60641,60644
78928646,3645384278805700096,1002310690,210.2399,-4.071125,19.75935,1.59379,0.4429466,DA,0.8666129,0.001345305,0,0.03531969,12741.22,143.4873,7.840605,0.05687869,11.46061,lco25m,3,60109,60111
65050031,1961899279371151232,2006433568,333.7477,43.67491,19.23964,3.847289,0.2806858,DA,0.9615365,0.001830272,0,0.007972742,11677.11,153.2338,8.160302,0.05643652,8.938325,apo25m,2,60581,60582
93059530,4841975670848555520,685936633,61.0765,-42.68865,19.4799,4.154544,0.217152,DA,0.9327184,0,0,0.003945484,10320.38,69.84755,8.398406,0.04349447,11.72845,lco25m,1,60668,60668
93790637,4965353897826013440,631998358,36.5923,-37.37355,18.23082,4.142976,0.1263557,DA,0.9980273,0,0,0.001972742,11782.93,83.90198,7.942893,0.03803918,22.5792,lco25m,1,60614,60614
75815959,3213223711706144000,672109455,76.45529,-3.004984,18.71617,5.339364,0.184185,DA,0.9251827,0,0,0.02589097,11383.95,106.1923,8.614183,0.05544888,13.03912,apo25m,2,59910,59912
64501778,1887030818216393728,2040179156,340.1058,27.6032,19.6777,2.57308,0.450405,DA,0.8864114,0,0.001958137,0.04292598,12632.4,175.9849,7.820029,0.06733403,8.774936,apo25m,2,60235,60646
79350342,3716690322286687872,953489848,197.7916,4.223509,18.68365,3.005031,0.2405688,DA,0.9785123,0,0,0.01197274,10552.15,69.76753,8.211741,0.06625937,10.83902,apo25m,1,60404,60404
69654630,2402195515258704512,2024001546,339.791,-18.97019,18.19941,6.307038,0.1671264,DA,0.9628757,0.001687098,0.001656733,0.002,10196.32,41.3142,8,0.05330741,14.78376,lco25m,2,60503,60504
72161481,2882497825320665728,705316871,90.92495,-40.362,19.48124,2.878785,0.2496321,DA,0.9762813,0,0,0.01591823,11301.88,89.52956,8.02848,0.05117346,13.38403,lco25m,2,60673,60675
70330879,2541821088121041792,610819652,5.190736,-1.637969,17.80621,6.433617,0.1372275,DA,0.9484796,0,0.01191627,0.002,11807.42,55.48561,8.22326,0.02165224,29.32193,apo25m,1,60616,60616
110524759,6456812112047399808,1989061026,316.1626,-57.42343,19.40723,2.308353,0.2813888,DA,0.9588928,0,0,0.02582273,13482.13,8.393064,7.893972,0.05525457,11.86191,lco25m,1,60202,60202
86439518,4220136939796296064,1982918241,301.4768,-5.797857,18.77364,5.500068,0.218791,DA,0.9165094,0.002,0.002,0.03564105,10431.71,78.21275,8.486627,0.1670514,9.668492,apo25m,1,59820,59820
92282314,4729841359014428800,650650686,54.45789,-56.77687,19.89356,2.891577,0.3072895,DA,0.8272573,0.004237592,0.002,0.04643952,11421.23,192.2156,8.089035,0.08851203,8.179106,lco25m,2,60209,60284
92343511,4739817228013957248,631548790,36.57813,-55.77336,19.8501,3.986031,0.3034623,DA,0.8699222,0.006580164,0.009958137,0.0279045,11526.22,148.6456,8.837974,0.06122855,9.621786,lco25m,2,60582,60584
79962461,3836802484333448320,842056155,151.3528,3.374353,19.65427,2.492285,0.4823815,DA,0.9670075,0.0002593548,0,0.007686129,11036.61,92.47069,8.345286,0.04286175,11.70008,apo25m,1,59644,59644
75778231,3207781266588713984,672021721,76.71683,-7.843978,19.30644,3.087495,0.3480212,DA,0.9018135,0.005752624,0.003916274,0.02641622,13365.04,397.912,7.821057,0.06263539,12.71489,apo25m,2,59999,60285
70816628,2641000850876773632,2052720132,355.4236,-1.154863,18.11335,4.957052,0.1726911,DA,0.996174,0,0,0,13329.77,43.76582,8.101435,0.01212533,80.51076,apo25m,14,59159,60607
79216305,3693379885503822592,953234674,185.4782,-3.410223,18.24839,5.964877,0.1587047,DA,0.9727226,0,0,0.02194548,10328.38,30.96213,7.83039,0.06279776,25.68833,lco25m,2,60001,60002
95793480,5261491862822376064,141976247,95.71954,-75.67768,15.58196,17.92638,0.0261943,DA,0.992348,0,0,0.001746692,13124.12,52.37437,8.167862,0.0170327,45.32451,lco25m,3,60333,60575
56412824,676167215489980800,801056123,125.6413,21.51314,18.95335,3.865382,0.2738881,DA,0.8973358,0,0,0.07152844,11974.96,3.430758,8.194523,0.04147876,15.97534,apo25m,1,59913,59913
67985034,2160856836130543104,1551554340,273.1693,63.79388,19.77613,2.015172,0.2546787,DA,0.834758,0.01373545,0.01,0.001986278,11353.49,104.452,8.77116,0.07832882,10.99262,apo25m,4,59358,59387
71359903,2736762304997600768,2025695613,339.7961,17.34252,19.26207,2.502936,0.3974875,DA,0.8874733,0.004530898,0.002,0.03100015,12150,166.3865,8.318901,0.05743506,10.06643,apo25m,2,60532,60533
57896310,918044247294118656,27321433,127.5387,45.34126,15.0619,20.33943,0.030738,DA,0.996174,0,0,0,10377.34,20.08379,7.87907,0.009530013,39.46253,apo25m,1,59984,59984
77058116,3375128065909883392,718408053,93.03595,20.8901,17.83185,6.596617,0.1284007,DA,0.9842923,0,0.001798249,0.003920396,11594.4,66.84211,8.250556,0.024371,21.57728,apo25m,2,60585,60586
93178146,4862224139546759680,651160503,57.44371,-33.78743,19.73479,2.394909,0.2848115,DA,0.9296156,0.002259355,0.001917991,0.009726923,13237.14,250.7043,7.996532,0.04646659,8.89424,lco25m,1,60613,60613
76170599,3267928843297838208,649802781,52.11784,1.402289,17.56709,6.287342,0.1036007,DA,0.9822314,0,0,0.009945484,13113.7,186.2929,8.223698,0.0638113,14.41255,apo25m,2,60339,60342
88780355,4396708474172986368,1102960127,235.1392,-7.572029,19.76311,3.738984,0.5143649,DA,0.7667844,0.001260046,0.005384895,0.03178411,10127.18,63.27255,8.774096,0.07602184,10.37816,lco25m,4,60405,60435
91805284,4678887726736596352,684991532,67.81967,-58.59885,19.50462,2.954399,0.2457274,DA,0.9210932,0.003175576,0.001798249,0.01361257,12154.54,118.5856,8.138781,0.05563402,13.04697,lco25m,4,60314,60320
92281840,4729763229265811328,650649424,54.08006,-56.74353,17.49326,7.18601,0.06946182,DA,0.9929882,0,0,0,11626.42,50.25498,8.074311,0.01822493,32.6022,lco25m,2,60209,60284
114734296,6908219737568396672,1996898070,310.0984,-5.687588,18.48352,5.821448,0.180433,DA,0.9449718,0.001900372,0.002,0.0235429,10529.44,74.49229,8.241114,0.1012506,10.30237,apo25m,1,59847,59847
110167683,6418848552522778112,1688461950,270.3061,-73.13316,18.64629,5.355645,0.1491529,DA,0.7689544,0.022559,0.02908315,0.02195902,11233.89,119.4574,8.145838,0.08198362,9.382731,lco25m,1,60106,60106
70807027,2638985892739999744,2052701180,348.9468,-0.7832393,19.96251,3.224726,0.5784202,DA,0.8791344,0,0.0004394367,0.0617009,10425.96,99.69757,8.599998,0.0784857,9.078703,apo25m,2,60250,60637
63925200,1830136039290828800,1946838602,302.2269,22.97049,19.89682,3.322135,0.3798366,DA,0.5591199,0.01295506,0.007456152,0.01753402,10370.57,87.5321,8.500664,0.1082845,8.699971,apo25m,3,60551,60557
110109257,6411584392728246912,2026668099,334.7637,-57.94611,19.58132,3.134546,0.3056991,DA,0.8549353,0,0.001656733,0.0138917,10085.18,11.98606,8.290291,0.04936875,13.08781,lco25m,2,60493,60496
75915492,3226388748541121152,672225669,73.25946,-1.389637,17.72664,5.645716,0.1142687,DA,0.9941877,0,0,0.001986278,13446.31,103.8106,7.953675,0.0188114,25.14033,apo25m,2,60226,60228
57476457,868154727522390144,740408517,113.7465,23.99713,18.469,7.142033,0.1945797,DA,0.9752803,0,0,0.007972742,10216.93,57.69754,8.543996,0.07415186,21.27556,apo25m,2,60704,60706
59548558,1173117815222347904,1000024185,219.0055,8.745963,19.70919,2.167594,0.3871917,DA,0.9940284,0,0,0,10645.2,43.15645,8.2,0.02633676,22.44032,apo25m,11,59248,59324
110913204,6505137400434511872,2026974869,339.2514,-55.76773,19.13705,3.695422,0.2488043,DA,0.9413612,0.005040456,0.008,0.002,10380.56,37.15927,8.120926,0.03911953,13.27408,lco25m,2,60556,60557
92245224,4723731308474292096,650575300,49.26431,-60.16193,19.76761,1.931542,0.2881396,DA,0.8860192,0,0,0.01967845,12197.37,162.3069,7.653161,0.1036873,9.219355,lco25m,2,60585,60586
117148651,378033366308623232,600755639,13.67134,46.18773,19.07494,4.445982,0.2673522,DA,0.9062427,0.004,0.005958137,0.007945484,10922.02,119.0649,8.161328,0.08554923,8.009408,apo25m,2,60590,60591
100031697,5616498088402248192,780844921,109.4366,-25.20948,19.2069,2.053166,0.2250776,DA,0.7777886,0.004507074,0.004,0.02965119,10862.18,89.57001,8.775403,0.06343524,10.69174,apo25m,4,59212,59220
71307778,2726947166559201536,2025514327,331.7098,9.754791,19.28627,4.907837,0.5047722,DA,0.7261865,0.02959047,0.02758344,0.02580993,10810.1,154.0319,8,0.1550796,8.275697,apo25m,1,60232,60232
117266980,393530742184912512,601684573,2.822672,48.67049,18.46895,4.38234,0.1778742,DA,0.9725598,0,0,0.007972742,12988.97,171.9053,7.836712,0.04220244,14.85836,apo25m,2,60583,60584
75641116,3186150604398142080,671720690,69.6525,-7.940821,19.0902,2.592786,0.2617491,DA,0.9391008,0.0002593548,0,0.02163161,11178.71,125.2233,8.201132,0.06438179,10.07029,apo25m,4,60290,60319
72193716,2886122331040811264,705445545,91.27757,-35.37323,19.12635,2.723671,0.1746961,DA,0.9384317,0,0,0.02163747,12759.19,148.7876,7.88213,0.0562759,11.49277,lco25m,1,60643,60643
87669407,4294837042544744576,1902814661,293.4826,6.598373,18.34436,3.683534,0.1662799,DA,0.9226795,0,0,0,10942.1,58.11415,9,0.03702757,14.79321,apo25m,1,59847,59847
78874605,3636545201751219712,952962370,199.8203,-3.149216,18.46991,3.855984,0.196483,DA,0.9322401,0,0,0.06312791,12981.91,122.2363,8.068159,0.05553539,17.90016,apo25m,1,60707,60707
78874605,3636545201751219712,952962370,199.8203,-3.149216,18.46991,3.855984,0.196483,DA,0.943093,0.001830272,0,0.03301404,13500,277.8542,7.769093,0.05535901,22.55043,lco25m,3,60056,60060
92603450,4774345329101911552,685249352,69.98403,-58.00782,19.5288,2.999144,0.2630688,DA,0.8184411,0.008234805,0.00561487,0.007972742,10739.88,53.51411,7.569958,0.0817688,12.91848,lco25m,2,60314,60315
72369018,2903631641396161152,706274299,88.15298,-29.4493,17.70929,7.868508,0.07716875,DA,1,0,0,0,10352.89,21.7207,8.452189,0.0186204,33.54321,lco25m,1,60609,60609
93218874,4869014723360094720,686041176,66.22,-36.3436,19.53186,3.258982,0.2314619,DA,0.9055199,0.008840728,0.007332027,0.01159885,11023.62,93.91738,8.036446,0.07379644,10.13935,lco25m,1,60639,60639
71619756,2789405753503977472,611385209,12.37266,20.45311,16.94571,10.36699,0.08625771,DA,1,0,0,0,11199.5,29.8454,8.255908,0.01256244,43.36488,apo25m,3,60235,60587
63200293,1763899916932683392,1937920940,317.4776,16.75638,19.11849,3.220963,0.2645903,DA,0.8646483,0.004883605,0.003551462,0.0124976,11721.64,149.9492,8.327547,0.05576031,10.27335,apo25m,2,60473,60475
76206123,3278914205706332928,672840296,67.01792,0.8809613,16.8328,11.45396,0.0813374,DA,0.9981871,0,0,0,10077.03,17.89741,8.106328,0.01324276,39.5862,apo25m,2,60237,60239
79766065,3798235464721718016,902927126,171.8005,0.2789484,19.80639,2.389629,0.5663562,DA,0.9562762,0,0.002,0.02371943,12098.46,122.6812,8.229824,0.04575356,12.74559,apo25m,1,59676,59676
80169318,3877223040031564544,842369402,155.8833,10.76191,19.07034,2.872386,0.4093838,DA,0.998,0,0,0.002,10525.05,39.35201,8.33741,0.02290888,19.19473,apo25m,3,59697,60060
98366998,5482847635374255360,737378436,98.10098,-58.34246,19.72387,3.598377,0.2488893,DA,0.9075349,0,0.003958137,0.01927749,10707.93,90.13135,8.292647,0.05677106,9.981743,lco25m,2,60286,60288
67653484,2125937480705072640,1882433884,292.1246,43.52927,18.58167,4.381512,0.1353569,DA,0.9745765,0,0,0.01594548,12254.67,105.8278,8.074179,0.03761788,15.03635,apo25m,2,60557,60558
80014102,3845542708420777856,842131996,140.5979,2.842593,19.44287,3.61417,0.32736,DA,0.9922012,0,0,0.001972742,10636.28,36.8961,8.227721,0.0347651,24.68488,apo25m,6,59292,59913
111707986,6637591580505452160,1690048584,279.4218,-56.95057,18.80113,3.551557,0.175966,DA,0.6970423,0.007052264,0.001633471,0.02579202,13381.86,277.2206,7.96446,0.05265193,9.087851,lco25m,1,60143,60143
56117601,637065871882216960,800594405,136.5921,20.59759,18.32577,4.455401,0.1764735,DA,0.9945219,0,0,0,13442.41,190.9106,7.880547,3.664846E-05,23.26969,apo25m,1,60645,60645
54466325,428069597867325568,605682198,7.086487,58.99857,17.55217,8.301554,0.07734314,DA,0.9884025,0,0,0.007438868,11245.19,48.24622,8.301927,0.02242983,29.27322,apo25m,3,59915,60638
71370683,2738634356686888320,2053147791,359.6858,1.506868,18.80365,2.467332,0.2370993,DA,0.9566881,0,0,0.01361257,12382.38,108.2126,8.388987,0.03737205,15.38671,apo25m,2,59189,59190
92526969,4763943334920257024,685163885,76.4266,-57.01115,18.12099,5.22818,0.1008073,DA,0.9805416,0,0,0.009904504,13190.12,170.2415,7.961531,0.04553474,22.87715,lco25m,3,60292,60297
61903360,1545527424373746816,950368806,185.0928,48.01284,19.83203,2.83961,0.3823741,DA,0.9880492,0.002,0.000126506,0.002,11369.71,56.75672,8.224029,0.02308515,24.5629,apo25m,9,59257,60288
105391528,5959590177826641408,1538775020,261.044,-41.662,17.85132,5.470101,0.1102563,DA,0.7642009,0.01399654,0.005290912,0.01343475,13500,251.0416,7.820427,0.04859722,12.03902,lco25m,1,60174,60174
68390906,2183054670225183360,1977966189,312.6106,54.91452,19.30505,3.054121,0.2034173,DA,0.8638096,0.005865232,0.01298704,0.02119596,11238.05,122.2838,8.320316,0.051519,9.485995,apo25m,2,60231,60608
61034291,1395053309576210432,1101897585,229.8124,44.34589,19.1336,2.684758,0.1737869,DA,0.9085865,0.006120753,0.005958137,0.01341161,13000.1,247.375,8.053907,0.07525364,8.065088,apo25m,1,60108,60108
100572963,5672721714258270848,875835804,152.0352,-17.84836,18.61769,5.431165,0.2287623,DA,0.9824353,0,0,0.003972742,10614.7,41.22674,8.5,0.04352265,17.5645,lco25m,1,60706,60706
114355931,6863204322778109184,1994504980,310.0815,-15.10928,17.80128,5.591812,0.1560441,DA,0.7219365,0,0,0.002,11381.97,67.14291,8.735907,0.02571709,19.99876,lco25m,2,60477,60479
75501554,3165551769447244032,761922007,115.0882,15.079,18.60877,4.104271,0.2062003,DA,0.9804276,0,0,0.001920396,11226.01,73.69216,8.147424,0.03691472,17.39449,apo25m,2,60355,60371
93317705,4884864286554754304,686262940,66.80663,-30.47616,19.46542,3.131332,0.228281,DA,0.9451208,0,0,0.02191823,11116.27,126.0442,8.23635,0.06259779,8.735642,lco25m,1,60619,60619
63289233,1777056879228308480,2000669040,333.5963,18.48823,17.84796,6.056202,0.1419672,DA,0.9960017,0,0,0,12089.35,62.75326,8.111647,0.02315324,22.37431,apo25m,2,60530,60532
57328733,844319136497574144,900440142,170.9434,56.59067,19.61156,1.992849,0.300408,DA,0.9488748,0.003865232,0.002,0.007719434,13040.56,266.3357,7.808256,0.05000153,11.70599,apo25m,2,60405,60706
58639106,1016947478580572800,802179877,134.2035,51.6125,19.10947,1.99881,0.2280239,DA,0.9864162,0,0,0.007678453,13046.88,80.70087,7.735722,0.01649574,51.10768,apo25m,14,59232,60667
116916317,346990579643698304,621681550,25.74792,39.9657,18.35233,3.8661,0.166615,DA,0.9810866,0,0,0.001972742,11335.41,129.5507,7.749535,0.0802525,15.26691,apo25m,2,60579,60580
78076637,3481974620168854528,901271286,172.6713,-30.31312,19.24798,2.185678,0.292873,DA,0.8132719,0.0003783984,0.009457871,0.03084688,12947.43,220.4775,8.368936,0.06099715,9.725459,lco25m,1,60702,60702
55186785,505759238365541888,370512397,26.79078,57.3121,16.99402,11.66493,0.06893191,DA,0.9724646,0,0.001958137,0.005972742,10517.83,41.90687,8.232038,0.07479179,18.73767,apo25m,1,60605,60605
91765785,4673269909512589312,650431520,58.64861,-63.47531,19.3767,3.626461,0.1969033,DA,0.9373035,0,0,0.03786371,11388.62,110.7861,8.367133,0.05354837,12.70243,lco25m,2,60226,60227
75056986,3132137821539249280,712653453,98.28738,6.34832,19.20744,4.278427,0.3850621,DA,0.8343261,0.001898231,0.003551462,0.01743887,12806.36,230.8934,8.405069,0.06649487,10.32963,apo25m,3,59191,59208
88802794,4401558183740868480,180351489,231.3008,-4.358003,16.48257,13.52566,0.06214182,DA,1,0,0,0,10309.32,17.0344,8.075685,0.02541805,58.3698,lco25m,3,60079,60084
57336261,845486680407936512,900449982,178.1756,58.02944,18.93684,4.537892,0.16534,DA,0.9920545,0,0,0.007438868,10786.85,25.25796,8.548214,0.01484293,47.85719,apo25m,13,59255,60647
76224258,3282735141755464832,672928642,71.03971,5.876042,18.41768,5.511636,0.163061,DA,0.965376,0,0,0.009918226,12498,107.9922,8.140002,0.03171856,18.61162,apo25m,3,60237,60240
107144925,6054689377985337728,976665401,187.7663,-62.24499,18.99566,3.672206,0.2152269,DA,0.9520716,0.0002593548,0,0.01165868,12357.07,150.7002,8.067067,0.07096084,10.6927,lco25m,4,60404,60434
93491188,4912653034196280832,631648535,24.11639,-53.97937,19.6691,2.567228,0.3294654,DA,0.7605288,0.0179579,0.01120874,0.04383627,12955.15,276.266,7.903452,0.07016584,8.980996,lco25m,2,60499,60533
74029313,3053721373800811136,753419338,113.1774,-7.839978,18.38764,4.709448,0.1684545,DA,0.9689928,0,0,0.005986277,13127.09,200.1045,8.420118,0.05843766,11.76082,apo25m,1,59270,59270
55813454,584850472700100224,800162593,133.4274,7.843108,18.36671,4.73315,0.1737936,DA,0.998,0,0,0.002,12709.93,80.18874,8.106915,0.02482448,26.58878,apo25m,4,59874,60000
68388981,2182899707806775296,1977921293,312.4336,54.5004,19.45523,2.958804,0.2648802,DA,0.8925453,0.003830272,0,0.0319045,10749.68,118.276,8.386509,0.06580158,8.320765,apo25m,2,60231,60608
57616904,883345653187194752,740836391,107.9466,26.48147,18.09524,3.90821,0.1290383,DA,0.9921877,0,0,0.001986278,12173.93,75.68629,8.334652,0.02392331,26.39196,apo25m,2,60676,60677
57809040,903381297665353472,801729322,125.6385,34.55485,19.58893,5.755674,0.3610741,DA,0.9289732,0,0,0.05174096,13288.83,185.4531,8.788954,0.03391707,11.47159,apo25m,1,59197,59197
61034391,1395067534507679872,1101897783,229.0993,44.07642,19.05898,3.614156,0.1867906,DA,0.766674,0.02494828,0.0408149,0.01194548,10061.63,80.84325,8.787407,0.08805544,9.329115,apo25m,1,60108,60108
62234222,1607279910098257280,1102283998,221.3471,55.08638,19.16587,4.057727,0.1924665,DA,0.9129018,0.0002302888,0,0.01540928,10713.79,68.44311,8.273286,0.06587121,12.5266,apo25m,1,59719,59719
55917240,601590163571030272,800389880,128.2706,10.71451,18.59426,5.443071,0.176438,DA,0.9807,0,0,0.002,10090.9,50.94289,8.163424,0.05233279,13.63768,apo25m,2,60353,60355
80022252,3847170947703000192,842150809,147.5617,3.16005,17.9503,5.900445,0.1515075,DA,0.8903647,0.004,0.001958137,0.02182346,10946.96,125.5464,8.197928,0.05988456,8.395194,apo25m,1,59925,59925
70558612,2587296652822340608,630585405,22.63759,14.1628,19.57749,3.420832,0.4015382,DA,0.968652,0,0,0.005918226,10168.96,49.28018,8.688828,0.05097102,12.1779,apo25m,2,60252,60589
99816670,5606764386835758720,66599481,109.4658,-28.49113,16.42166,13.14093,0.05041446,DA,0.998,0,0,0,10811.28,29.38894,8.247278,0.01634824,29.63733,lco25m,1,60631,60631
69870595,2450585266810809216,29862344,24.31291,-17.45773,15.22724,21.81762,0.03367727,DA,0.7859663,0.004898616,0.001958137,0,11349.31,37.28878,8.139585,0.01370908,35.87221,lco25m,1,60277,60277
89544190,4488564905374125312,1504689288,269.1197,9.293551,18.80061,3.528746,0.2041935,DA,0.7812347,0.02012563,0.02145785,0.03124251,12347.07,214.8378,8.13501,0.06365685,9.494002,apo25m,1,60082,60082
78981334,3654044685221019008,1002418164,214.7911,0.4791937,19.56029,2.704677,0.4109885,DA,0.9239973,0,0,0.02934337,12170.32,133.9413,7.940113,0.06465132,11.6639,apo25m,2,60032,60049
79365437,3719509057783218560,1002846696,202.1365,7.897341,18.35095,5.541306,0.1917076,DA,0.9269596,0,0,0.03734337,12764.33,165.8885,8.381937,0.03924095,10.23874,apo25m,1,60405,60405
93585212,4928871831435086336,616175848,18.94309,-49.41678,18.04914,5.321708,0.09742874,DA,0.996,0,0,0.001746692,11882.21,80.39271,8.123181,0.0335889,19.83498,lco25m,2,60555,60556
93177077,4862056360944543872,651158812,55.59617,-33.63212,19.05267,3.304286,0.200262,DA,0.9611241,0,0,0.00986588,13000,155.1735,7.962273,0.03941623,14.43783,lco25m,1,60613,60613
92424812,4754294909933107072,650875735,47.65643,-45.16504,19.3594,3.593316,0.3485536,DA,0.9254105,0.001830272,0.001656733,0.03556942,11354.28,107.7875,8.534485,0.04252997,13.85577,lco25m,1,60649,60649
92173622,4711743711155177344,631396988,26.58239,-62.90848,17.76721,6.043754,0.07468783,DA,0.9980255,0,0,0,12628.56,76.76939,7.89305,0.02619218,22.2633,lco25m,2,60207,60285
86724363,4247865283019360384,1985951767,301.6007,5.110809,19.20173,3.754052,0.3578628,DA,0.8707509,0.007727405,0.001958137,0.05175541,11676.34,144.2207,8.396841,0.05386518,9.479142,apo25m,1,59794,59794
78992304,3655853106971493760,1002439856,218.2047,1.770959,17.56462,5.873533,0.1024369,DA,0.9960272,0,0,0.003972742,11401.96,50.50615,8.313045,0.01867006,35.05491,apo25m,2,60088,60324
79041086,3664179708528830592,1002571861,207.9618,1.655448,19.57531,4.124892,0.4144331,DA,0.9645351,0,0,0.02795902,12956.08,140.4401,8.673485,0.03162902,23.27402,apo25m,13,59269,60464
56691761,721062989671128704,840421000,157.9783,21.56768,19.51148,2.449336,0.3834096,DA,0.9077302,0,0,0.009918226,12000,140.5342,8.062707,0.06559703,9.915257,apo25m,1,60707,60707
92169138,4710996863585693568,631384600,24.41723,-64.94402,17.94004,5.557614,0.09027629,DA,0.996,0,0,0.003746692,12178.08,60.25028,8.073025,0.03302876,30.7485,lco25m,2,60153,60287
76223339,3282582485734767488,672924056,70.17706,5.088458,19.33901,3.105999,0.3025986,DA,0.858071,0.004780201,0.005290204,0.05179621,11795.53,148.9691,8.15756,0.07751553,9.53489,apo25m,2,60237,60239
92954830,4824619433128251136,685796287,74.40462,-35.82637,19.56977,2.11895,0.2411592,DA,0.8750373,3.495994E-05,0.005330311,0.01957159,13265.87,448.1357,7.486552,0.0747998,8.572062,lco25m,1,60620,60620
96331393,5308293503010056448,469166897,148.5747,-54.25475,15.54657,14.75455,0.06706166,DA,1,0,0,0,12937.23,52.04975,7.982137,0.01760726,68.49244,lco25m,4,60273,60434
