sdss_id,gaia_dr3_source_id,tic_v8_id,ra,dec,g_mag,plx,e_plx,classification,p_da,p_db,p_dba,p_dah,teff,e_teff,logg,e_logg,snr,telescope,n_visits,min_mjd,max_mjd,TeffHe,loggHe
56667093,716895943680833920,801561211,134.3342,36.02849,18.89401,2.905664,0.2566269,DB,0.002945135,0.7537084,0.02839534,0.0004887218,-9999,-9999,-9999,-9999,16.31463,apo25m,1,60706,60706,22468.45,8.430454
61562326,1481214236184104704,1000852896,215.9848,36.39332,17.82743,3.450008,0.09698583,DB,0.0001705528,0.9641313,0.01101638,0,-9999,-9999,-9999,-9999,72.76824,apo25m,4,59283,59376,20814.71,7.920142
111981985,6659422212075085440,1923726047,292.8962,-48.71691,18.58668,3.001131,0.167382,DB:,0.1526839,0.3117341,0.1280844,0.008036278,-9999,-9999,-9999,-9999,9.615863,lco25m,1,60172,60172,20886.31,8.207399
67399099,2100782475725975552,1716079406,286.3141,40.80388,19.07751,1.698213,0.1848003,DB,0.004355784,0.8276352,0.03510764,0,-9999,-9999,-9999,-9999,9.189993,apo25m,1,60591,60591,27205.38,7.851408
89524303,4486218547558816128,1504275834,265.4339,6.283846,18.7141,3.203468,0.2145874,DB,0.008801091,0.7993336,0.0412914,0,-9999,-9999,-9999,-9999,13.31243,apo25m,2,59328,60061,19407.52,8.160003
59881547,1226456296812339200,1000099871,211.9979,12.25942,18.13673,3.737689,0.1570402,DB,0.002172611,0.8951926,0.03506267,0,-9999,-9999,-9999,-9999,15.45772,apo25m,2,60404,60405,19675.89,8.185843
55499615,530838342674736384,407027929,1.67092,70.53675,16.22411,8.138118,0.03484736,DB,0.006405255,0.6682274,0.03574439,0.0001196132,-9999,-9999,-9999,-9999,21.42379,apo25m,2,59977,59978,19795.49,8.041354
58108645,946638971320955520,742104266,107.9966,38.47956,19.45121,1.636572,0.334659,DB,0.04596414,0.5395181,0.02689249,0.004488722,-9999,-9999,-9999,-9999,9.955521,apo25m,1,60669,60669,32786.71,8.262827
55904867,599990198058731904,800348806,127.8098,10.0308,18.85927,1.163108,0.3023528,DB/DBA,0.06024378,0.2189013,0.1773511,0.01387777,-9999,-9999,-9999,-9999,8.442984,apo25m,2,60353,60355,32781.8,7.496047
70311915,2538175897836975360,610787882,16.35112,1.43525,17.7459,3.625044,0.1421587,DBA,0.001132013,0.3102629,0.6298907,0,-9999,-9999,-9999,-9999,33.41631,apo25m,3,60234,60611,19897.83,7.882341
92783680,4800471340283135360,734804496,80.78294,-43.41609,19.47437,2.211336,0.2782475,DB,0.008338752,0.7887198,0.06129652,0,-9999,-9999,-9999,-9999,14.13117,lco25m,1,60706,60706,20450.31,8.338738
72380463,2904868866855492224,706311090,82.19146,-32.07647,19.23484,2.005329,0.2002897,DB,0.02372511,0.6581476,0.02598317,0.004461464,-9999,-9999,-9999,-9999,11.45821,lco25m,1,60623,60623,23701.41,8.15019
70286939,2533837431111898752,610757570,19.69892,-0.02849279,19.07006,2.469821,0.2961473,DB,0,0.960504,0.0288759,0,-9999,-9999,-9999,-9999,38.67236,apo25m,11,59163,60282,20629.57,8.222914
91796226,4677587962257630592,684965149,71.11144,-61.43401,19.46289,1.263378,0.2552966,DB,0.003113626,0.5871153,0.03297541,0,-9999,-9999,-9999,-9999,8.688058,lco25m,3,60237,60290,27647.76,7.721064
106190054,5985374206518449536,1158160470,234.7008,-50.54068,19.44886,2.052565,0.3480595,DB,0.009169823,0.6885238,0.1234077,0.002,-9999,-9999,-9999,-9999,8.094019,lco25m,3,60517,60533,29819.23,8.359962
70160601,2508482967853423488,630313886,31.1919,2.15528,19.2778,1.851012,0.3202057,DB,0.006595337,0.8815189,0.02998509,0.002,-9999,-9999,-9999,-9999,12.59917,apo25m,3,60236,60617,28104.5,8.142236
93580293,4927982597109869440,616165470,19.73926,-50.45178,18.71228,2.295098,0.1418667,DB,0.002442917,0.8529093,0.03264834,0.0001643836,-9999,-9999,-9999,-9999,12.90996,lco25m,2,60560,60561,30183.9,8.214272
77535130,3427813261499731456,720807659,88.8505,23.56947,18.58313,4.490888,0.1900046,DB,0.01436065,0.6254535,0.03538385,0.003740645,-9999,-9999,-9999,-9999,10.10869,apo25m,1,59215,59215,20768.38,8.681298
93712230,4951101139050223488,631867397,34.78267,-40.98083,17.84167,3.527152,0.08402031,DB,0.004542798,0.8852608,0.01882713,0,-9999,-9999,-9999,-9999,25.27488,lco25m,1,60636,60636,20756.75,7.965527
86411196,4217625620879509632,1982628041,306.5075,-7.077268,17.41019,4.768929,0.1112099,DB,0.01856219,0.7597012,0.1204976,0.002,-9999,-9999,-9999,-9999,20.40947,apo25m,1,60117,60117,25596.98,8.173577
57588726,880081095788954240,740747287,116.4089,31.36812,19.12133,1.435235,0.2976126,DB/DC,0.06861451,0.4337482,0.02712105,0.0103283,-9999,-9999,-9999,-9999,32.57286,apo25m,9,59163,60589,20608.28,7.528284
94877826,5175324025609588608,632595561,37.77298,-9.934415,18.76863,2.33239,0.2193744,DB,0.01817098,0.5468014,0.2280188,0.001740645,-9999,-9999,-9999,-9999,17.30256,apo25m,5,59959,60309,27477.67,8.146032
79711010,3787934690037232128,902809666,165.201,-5.698394,18.94783,1.669665,0.3079973,DB,0.02002136,0.5755343,0.03960603,0.0004887218,-9999,-9999,-9999,-9999,13.60684,lco25m,2,60355,60357,19092.0,7.559533
76377829,3317802244056844288,713609194,93.76056,4.800645,16.89402,5.972943,0.07764149,DB,0.0174401,0.5873309,0.3036423,0.001740645,-9999,-9999,-9999,-9999,18.73414,apo25m,1,59977,59977,20428.79,8.088927
74506397,3090379263264345600,803982180,124.8835,2.55416,18.03659,3.892983,0.1334633,DBA:,0.05251879,0.180021,0.4482874,0.003740645,-9999,-9999,-9999,-9999,16.74531,apo25m,2,60288,60289,20166.12,8.205873
114801001,6915752083707987328,1997330012,315.5266,-2.861807,18.00105,3.045482,0.1465495,DB,0.007000038,0.7953656,0.03178369,0.0004887218,-9999,-9999,-9999,-9999,23.92226,apo25m,1,59845,59845,27854.88,8.021088
74428838,3084314288408404224,803905418,120.0669,0.6791382,15.9178,10.64624,0.05747161,DB:,0.01955827,0.4708775,0.1335186,0,-9999,-9999,-9999,-9999,46.08751,apo25m,2,59654,60007,22430.17,8.354754
63918618,1829734167784723712,1946495183,302.9685,21.56619,18.11015,3.448205,0.1142995,DB,0.006369858,0.9130753,0.01446371,0,-9999,-9999,-9999,-9999,18.92929,apo25m,2,60496,60498,20105.02,8.044501
109623112,6337294377769035776,1180079300,224.1524,-4.963333,18.7584,3.133604,0.2600771,DB,0.004339457,0.9012489,0.02233253,0,-9999,-9999,-9999,-9999,20.60877,lco25m,2,60113,60354,20814.74,8.285363
72377859,2904585811330644864,706302807,86.9771,-28.70223,19.04618,2.125679,0.1637915,DB,0.02423448,0.6406938,0.0348371,0,-9999,-9999,-9999,-9999,14.3592,lco25m,1,60609,60609,24361.86,8.111852
70465076,2567131399118530816,630487700,27.96381,5.282239,17.51334,4.472291,0.09167435,DB,0.007016926,0.786642,0.0244098,0.0004887218,-9999,-9999,-9999,-9999,19.29059,apo25m,2,60255,60614,19397.92,8.006517
65414661,1982415788390614400,2042993484,341.2599,45.38409,18.4744,3.007267,0.1332639,DB,0.004597506,0.7276397,0.04329775,0,-9999,-9999,-9999,-9999,11.1859,apo25m,2,60578,60579,23336.24,8.109108
78918089,3643652547992006784,1002278700,211.4371,-5.831798,16.89783,5.232347,0.08864948,DB,2.207552E-05,0.9812623,0.01178953,0,-9999,-9999,-9999,-9999,34.4791,lco25m,2,60408,60409,22531.35,7.966035
61553155,1479733262740996352,1000836113,215.67,33.80216,18.43437,2.411982,0.1354521,DB,0.004193627,0.8925722,0.01988058,0,-9999,-9999,-9999,-9999,32.19265,apo25m,2,59340,60462,24872.33,7.892595
86438677,4220058878771698304,1982904372,302.133,-6.053421,18.01062,4.440198,0.1338917,DBAZ/DBA,0.02563388,0.1832385,0.2180537,0.002700814,-9999,-9999,-9999,-9999,13.78521,apo25m,1,59820,59820,20774.87,8.186207
111743444,6640475771302047104,1923178813,292.1739,-55.08278,17.7715,3.368647,0.1121373,DB/DBZ,0.04979925,0.3095522,0.02582172,0.004380696,-9999,-9999,-9999,-9999,12.15431,lco25m,2,60138,60139,23821.16,7.910328
68820709,2230003924109061632,2051201252,341.9763,71.9136,18.32665,3.913306,0.1147906,DBA/DB,0.009314221,0.2796531,0.3632739,0,-9999,-9999,-9999,-9999,13.20251,apo25m,1,59906,59906,19430.96,8.308263
67905450,2151104786467260160,1551363569,276.8906,56.41903,17.29861,5.101787,0.05865806,DB,0.0005100093,0.7852879,0.01794344,0,-9999,-9999,-9999,-9999,27.1179,apo25m,8,60037,60424,19768.57,8.081857
108544372,6185300192448754048,999082895,194.7408,-28.8567,19.67688,1.315206,0.4064077,DB,0.04233981,0.571103,0.04223546,0.0002581693,-9999,-9999,-9999,-9999,8.687185,lco25m,1,60705,60705,19596.97,7.659819
76229336,3284062905125266176,672953749,64.74438,4.819324,19.01936,3.461235,0.2823319,DBAZ/DBZ,0.01105373,0.1559222,0.09217779,0,-9999,-9999,-9999,-9999,12.76503,apo25m,2,60611,60612,28669.72,8.663455
74331191,3075597428939564416,803659412,133.0562,1.285206,19.82371,0.6820655,0.4516191,DB:,0.110909,0.4702763,0.04901035,0.01440695,-9999,-9999,-9999,-9999,15.27488,apo25m,1,59202,59202,19028.57,6.899714
57719050,892582199398969984,741267879,113.0692,32.53303,19.19387,1.872084,0.2787795,DB,0.02780996,0.6928232,0.06586052,0.006461464,-9999,-9999,-9999,-9999,20.28823,apo25m,6,59609,60669,31492.9,8.260579
66974370,2069665815623377280,1969428429,310.0526,43.83802,18.65263,3.036092,0.1575911,DB:,0.008908471,0.4705742,0.2724602,0.002,-9999,-9999,-9999,-9999,11.30661,apo25m,2,60528,60530,25442.83,8.380447
70572860,2590283922835772288,630608786,21.9674,14.10632,18.57874,1.471086,0.6119893,DB,0.05998434,0.5437115,0.1716149,0.002,-9999,-9999,-9999,-9999,42.55975,apo25m,3,59198,59219,27441.47,7.37955
54740598,455183936861777664,624240291,33.86296,52.61502,19.37365,3.632668,0.3665696,DB_MS:,0.04248788,0.1398122,0.01803223,0.01033748,-9999,-9999,-9999,-9999,9.580067,apo25m,1,59238,59238,25357.82,8.949599
71319124,2728965629390263296,2025562774,331.5988,13.43234,17.90762,4.275292,0.1583424,DB:,0.04395121,0.4096774,0.07304593,0.001763807,-9999,-9999,-9999,-9999,14.21292,apo25m,1,60253,60253,22746.3,8.331401
68848116,2234765771531371392,1883811635,299.5442,58.00768,17.80676,4.046715,0.09063158,DB:,0.04964702,0.3828946,0.03044814,0.006461464,-9999,-9999,-9999,-9999,9.951383,apo25m,1,59832,59832,31001.22,8.429445
90141774,4544221393697482496,1308503776,255.3578,12.55959,18.58775,3.649617,0.1723859,DB,0.03072969,0.5080598,0.1486057,0.002488722,-9999,-9999,-9999,-9999,12.22654,apo25m,2,60090,60107,20162.51,8.397958
80732535,3988003990490732800,903604189,163.4351,20.23757,17.98144,2.52188,0.1337696,DB,0.01320948,0.7576532,0.02287864,0.0004887218,-9999,-9999,-9999,-9999,27.37922,apo25m,1,60708,60708,30335.64,7.904665
70381359,2550434043737223040,610897430,10.34038,2.713732,18.84117,2.944525,0.2353631,DB:,0.04327393,0.4172585,0.1914355,0.002229367,-9999,-9999,-9999,-9999,13.99788,apo25m,1,60610,60610,20792.52,8.349542
57380682,853399315836627456,840997745,155.2538,56.77905,18.2128,3.29277,0.1268384,DB,0.004615135,0.8274121,0.0518055,0,-9999,-9999,-9999,-9999,10.78131,apo25m,2,59935,60296,19519.77,8.051428
54394901,422688489185463680,604360902,1.438198,58.09404,15.84558,9.170683,0.03782212,DB,0.000193627,0.9268252,0.02167363,0,-9999,-9999,-9999,-9999,95,apo25m,6,59187,60251,21511.88,8.038019
99177537,5557190396826389632,737905685,99.36583,-43.59381,18.54433,2.83993,0.1343101,DB,0.006379812,0.893764,0.02690623,0,-9999,-9999,-9999,-9999,17.57924,lco25m,1,60680,60680,23661.04,8.190425
56580193,702875727317561472,801368910,128.5644,25.80548,18.54256,2.479035,0.1901026,DB,0.0001908811,0.9334649,0.02601977,0,-9999,-9999,-9999,-9999,29.6737,apo25m,2,59221,59222,20620.3,7.886842
72341018,2900479410278873088,706185233,85.06179,-34.58892,19.18073,1.895452,0.2030584,DB:,0.02551244,0.3967172,0.1090224,0.001972742,-9999,-9999,-9999,-9999,9.472763,lco25m,1,60639,60639,31243.48,8.265019
67661142,2126582035039121280,1882557035,292.2695,44.78576,18.49589,2.646125,0.1120352,DB,0.01459658,0.5502762,0.02286248,0.002212198,-9999,-9999,-9999,-9999,11.00167,apo25m,2,60473,60475,27277.96,8.124011
57384291,854108676931476480,900475266,161.0968,56.91856,19.3258,1.559116,0.2544779,DB,0.007132489,0.7904011,0.03467222,0.002198675,-9999,-9999,-9999,-9999,11.13692,apo25m,2,60327,60647,20840.7,7.761933
102129602,5810071508510955136,294437848,265.7901,-70.7336,15.94079,5.018126,0.03894769,DB,0.0005928312,0.7625828,0.01509975,0,-9999,-9999,-9999,-9999,36.37581,lco25m,2,60092,60107,34322.42,7.700691
74566222,3096007762070816128,804190166,120.7412,6.127841,18.62585,3.091173,0.1956171,DB,0.009270908,0.6978177,0.02927409,0.00154557,-9999,-9999,-9999,-9999,15.96124,apo25m,2,59902,59904,28980.57,8.499842
70096147,2496029005804378624,649593608,41.20487,-1.794834,19.78747,0.6105902,0.4397277,DB,0.003200853,0.7819749,0.02258272,0,-9999,-9999,-9999,-9999,14.04905,apo25m,11,59166,60697,24271.34,6.851923
68843878,2234223987175965440,1883784040,299.4315,56.36189,17.54748,4.128483,0.06266497,DB,0.008205617,0.8670444,0.01783871,0,-9999,-9999,-9999,-9999,16.4736,apo25m,1,60224,60224,20749.33,7.977692
63005569,1742547431184160256,2000143771,323.7329,10.68781,18.54907,3.139824,0.1684897,DB/DBA,0.03001743,0.3760577,0.2540887,0.001389857,-9999,-9999,-9999,-9999,8.52085,apo25m,1,60229,60229,19329.54,8.14279
57115357,804205756865227136,840725324,153.9413,40.03747,18.81772,2.614444,0.1938051,DB/DBA,0.009566066,0.4846577,0.4147418,0,-9999,-9999,-9999,-9999,17.51751,apo25m,1,60678,60678,19402.43,8.100769
61304731,1437073482894275840,1271150976,255.4201,59.12495,17.83318,3.807451,0.08120681,DB/DBZ,0.009225449,0.3229603,0.07308529,0.0001643836,-9999,-9999,-9999,-9999,10.25552,apo25m,1,60420,60420,20992.05,8.073767
78669988,3599151189247801344,902565832,178.9799,-4.986582,18.28521,3.241333,0.1823511,DB,0.004445752,0.8549754,0.09678899,0,-9999,-9999,-9999,-9999,21.48562,lco25m,4,60358,60374,19825.43,8.083447
61033919,1394990877932120192,1101896729,229.3727,43.50801,18.51425,2.721735,0.1317309,DB,0.004016228,0.8728084,0.03533238,0.00154557,-9999,-9999,-9999,-9999,12.18105,apo25m,1,60108,60108,32633.8,8.391133
63069911,1749589493924027904,1936137987,309.2879,8.966649,18.75686,3.508621,0.2106399,DB:,0.1892265,0.368201,0.06831065,0.01551831,-9999,-9999,-9999,-9999,9.213867,apo25m,1,60225,60225,33204.17,8.777569
56465619,683508207951422976,801190045,122.1284,26.68178,18.56361,2.956918,0.2011661,DB,0,0.9758511,0.01215628,0,-9999,-9999,-9999,-9999,34.42769,apo25m,3,59201,59254,23347.58,8.259198
56329321,667515948764903296,740052468,118.8494,17.47367,18.05497,3.093839,0.1304523,DB,0.002,0.952121,0.0116253,0,-9999,-9999,-9999,-9999,22.66968,apo25m,1,60610,60610,24826.75,8.010722
70354844,2545725591349577728,610854260,1.834103,-0.3904018,18.35367,3.063627,0.2349168,DB,0.01163329,0.7811413,0.01985419,0,-9999,-9999,-9999,-9999,23.67376,apo25m,2,59901,60611,28299.13,8.258003
55759919,576671686737540224,800004475,136.0376,1.4614,18.12849,3.183093,0.1496446,DB,0.0001697282,0.9750977,0.01701766,0,-9999,-9999,-9999,-9999,50.74882,apo25m,6,59257,59663,24097.13,8.098958
71265822,2719317414856391040,2053106346,342.1899,12.33553,16.68287,5.726674,0.07732075,DB,0.002468556,0.927251,0.01892948,0,-9999,-9999,-9999,-9999,25.66393,apo25m,1,60251,60251,22097.86,7.933571
110812069,6490945728977868928,2055145474,344.5649,-60.72579,18.39005,3.190319,0.1277474,DB,0.002562138,0.9468117,0.01639575,0,-9999,-9999,-9999,-9999,22.52347,lco25m,2,60555,60556,19049.27,8.088992
79958737,3836115117767020416,842048503,151.1774,2.284097,19.74303,2.257026,0.4564036,DB/DC,0.07986265,0.2052124,0.1008475,0.01232363,-9999,-9999,-9999,-9999,8.78235,apo25m,7,60651,60702,30405.71,8.767735
93008784,4833121750386915328,650931379,57.42978,-48.14532,19.57743,1.641939,0.2498681,DB,0.01302082,0.5303296,0.0311108,0.007970012,-9999,-9999,-9999,-9999,10.37648,lco25m,1,60679,60679,21974.51,8.050416
76311355,3301308573207884928,649920668,59.92842,8.231315,19.23943,2.456667,0.371654,DB,0.009814006,0.6741644,0.04314358,0,-9999,-9999,-9999,-9999,11.50787,apo25m,1,60617,60617,30962.66,8.411906
60820322,1361979832309300224,1400471276,263.4536,46.69911,17.72126,3.59835,0.07166524,DB_MS/DB,0.003001444,0.334139,0.005716468,0.001740645,-9999,-9999,-9999,-9999,17.96895,apo25m,2,60439,60442,19581.8,7.827871
80555207,3951897987139389824,954094957,182.6307,21.74167,18.33551,2.741404,0.2287567,DB,0.01288707,0.7912586,0.1081827,0.002,-9999,-9999,-9999,-9999,11.62821,apo25m,3,59294,59352,19805.64,7.856691
57528820,873126341145276544,740609473,110.9084,28.40973,18.87591,2.421592,0.207325,DB:,0.06542643,0.4169826,0.2317226,0.001972742,-9999,-9999,-9999,-9999,12.33623,apo25m,2,60698,60699,20210.68,8.065857
56608310,707235497080231296,801430111,127.3817,28.47672,19.17674,2.472169,0.3230324,DB,0.01140627,0.8255022,0.01360796,0,-9999,-9999,-9999,-9999,19.71806,apo25m,1,59195,59195,20690.41,8.314891
61247614,1428439361679079040,1201113947,245.8859,54.35841,18.61599,2.788506,0.1367353,DB,0.004220139,0.8674313,0.03736425,0.00154557,-9999,-9999,-9999,-9999,11.11905,apo25m,2,60108,60109,20032.49,8.093763
75785001,3208882771080848384,712738199,81.82477,-6.38455,17.86701,3.703298,0.1122506,DB,0.002198719,0.8414319,0.03452906,0,-9999,-9999,-9999,-9999,46.52354,apo25m,3,59216,59218,23666.65,8.093574
92287715,4730804638576406656,650664606,52.08043,-55.93092,19.32215,2.186351,0.2082948,DB,0.004938809,0.5958854,0.04361408,0,-9999,-9999,-9999,-9999,11.52839,lco25m,3,60201,60207,24776.69,8.343449
67523786,2111640324848883456,1550559752,278.2175,42.25717,17.91876,3.572086,0.07987416,DB,0.004547769,0.8585162,0.07093495,0,-9999,-9999,-9999,-9999,21.35625,apo25m,2,60561,60562,20937.01,8.0303
110412688,6444799397757852800,1922790060,292.2533,-62.39017,17.12308,5.322485,0.08067874,DB,0.05245866,0.5653437,0.03317965,0.002581077,-9999,-9999,-9999,-9999,20.89145,lco25m,1,60083,60083,19535.17,8.023668
94876696,5175110892152811392,632594114,37.07735,-10.07266,18.17627,2.674996,0.177232,DB_MS/DB,0.01200347,0.2464658,0.01009352,0,-9999,-9999,-9999,-9999,13.81824,apo25m,3,59959,60309,30429.76,8.095514
56115705,636699695854557184,800590547,137.8555,19.59494,18.83739,1.891499,0.2602627,DB,0.006222756,0.8587898,0.02708005,0,-9999,-9999,-9999,-9999,15.89334,apo25m,1,60645,60645,21864.99,7.721813
71088273,2688918873287978240,1981889500,318.2102,-0.871941,18.99388,1.76663,0.292408,DB,0.01287071,0.7048975,0.1914106,0,-9999,-9999,-9999,-9999,21.06812,apo25m,4,59371,60605,24862.2,7.750588
71079154,2687924296299457664,2024894500,321.4699,0.3218157,19.33038,1.706827,0.3235128,DB,0.00240729,0.9058968,0.02459517,0,-9999,-9999,-9999,-9999,19.26051,apo25m,9,59159,60464,21552.82,7.875074
56434611,679295777043705216,801115875,123.942,24.76757,18.80876,0.8112209,0.2294829,DB,0.03181283,0.5571043,0.1682958,0.0004887218,-9999,-9999,-9999,-9999,28.50584,apo25m,2,59230,60676,33446.41,7.105327
93068152,4843465371665230464,650992998,58.26738,-39.90222,19.66216,0.7971195,0.2848551,DB:,0.06275422,0.3246208,0.1758757,0.005713387,-9999,-9999,-9999,-9999,9.089802,lco25m,1,60648,60648,29350.38,7.386321
93043940,4839199919384924032,685907352,65.62366,-44.20718,19.12025,1.919695,0.208041,DBA,0.03842924,0.2549313,0.5300907,0,-9999,-9999,-9999,-9999,12.70053,lco25m,1,60672,60672,20285.25,7.905264
70023527,2481443228147348608,630143684,25.00519,-2.802413,19.2899,1.733011,0.2783275,DB:,0.01659285,0.4693764,0.05370901,0.002,-9999,-9999,-9999,-9999,8.479033,apo25m,5,60234,60672,27346.42,8.050939
80657745,3972612236451012480,903490806,174.455,16.06539,19.1655,2.104175,0.2693376,DB,0.007678578,0.6440504,0.1863663,0.00348129,-9999,-9999,-9999,-9999,9.386286,apo25m,2,59938,60325,29950.79,8.334709
114182882,6837865802436518272,2029095308,325.6935,-16.48373,18.88493,2.163205,0.25708,DB_MS:,0.1030559,0.1198724,0.03668491,0.009385176,-9999,-9999,-9999,-9999,12.03278,lco25m,5,60507,60586,29695.39,8.153186
70176519,2511662858560367616,630338082,29.1741,2.407679,19.6221,1.278107,0.3693899,DB/DA,0.1631946,0.1854675,0.1606458,0.02431502,-9999,-9999,-9999,-9999,8.763422,apo25m,3,60236,60617,29007.17,7.875988
109492406,6314016956400487168,1179500958,224.9596,-10.02047,18.54917,3.156162,0.2529833,DB,0.01421894,0.8917742,0.03152688,0,-9999,-9999,-9999,-9999,17.06635,lco25m,5,60494,60547,20660.84,8.18722
65092584,1965212661969170176,1961401779,318.7271,39.51231,18.09895,3.156332,0.102827,DB,2.471679E-06,0.9330847,0.04429449,0,-9999,-9999,-9999,-9999,23.71316,apo25m,1,60610,60610,26606.43,8.067208
80887930,4018719981683874944,903734693,171.8816,27.42784,18.03295,4.009769,0.2062216,DB,0,0.9553001,0.03470723,0,-9999,-9999,-9999,-9999,50.85286,apo25m,3,59293,59340,19123.47,8.189829
63924964,1830124258213491712,1946828153,302.4843,22.87876,17.06132,5.423658,0.06510636,DB,0.002016592,0.90413,0.02949612,0,-9999,-9999,-9999,-9999,42.3021,apo25m,3,60551,60557,19771.63,8.00528
110600645,6466790837200899072,2026934124,323.1565,-49.88025,17.50029,3.597831,0.0855386,DB:,0.03139539,0.3079947,0.01460156,0.004202109,-9999,-9999,-9999,-9999,20.86561,lco25m,1,60587,60587,25554.63,7.889249
79226322,3695121133964805888,953259947,185.6718,-0.6039033,18.26096,2.94798,0.170286,DB/DBA,0.0142391,0.4652641,0.4070579,0,-9999,-9999,-9999,-9999,17.10049,apo25m,2,60030,60399,22641.21,8.037546
115351408,136737808652884224,641311627,43.47059,33.46761,18.92243,1.886067,0.2829625,DB,0.00686296,0.5523528,0.1360412,0.001740645,-9999,-9999,-9999,-9999,11.48746,apo25m,2,60597,60598,29566.2,7.938779
