###MJD          m      dm   uJy   duJy F err chi/N     RA       Dec        x        y     maj  min   phi  apfit mag5sig Sky   Obs
57368.603802  21.972  3.500     6   21 o  0   1.11 165.91298 -24.18570  8955.21  8983.29 3.73 3.37  83.0 -0.453 19.16 20.79 02a57368o0654o
57368.630595 -20.892  1.286   -16   20 o  0   0.96 165.91298 -24.18570  8668.42  8393.88 3.87 3.41  81.4 -0.452 19.17 20.85 02a57368o0696o
57368.634874  20.056  0.558    34   19 o  0   1.12 165.91298 -24.18570  9547.70  9588.84 3.91 3.54  80.0 -0.434 19.19 20.89 02a57368o0703o
57368.651516  20.784  1.125    18   20 o  0   1.22 165.91298 -24.18570  9823.26  7834.18 3.84 3.21  83.7 -0.460 19.12 20.71 02a57368o0726o
57368.664407  19.629  1.018    51   52 o  0   0.98 165.91298 -24.18570   204.19  7826.54 4.53 3.54 -65.4 -0.443 18.27 19.14 02a57368o0747o
57369.607019  20.253  0.692    29   20 o  0   1.13 165.91298 -24.18570  8959.13  8981.30 3.76 3.32  84.1 -0.461 19.36 21.17 02a57369o0470o
57369.626950 -21.420  1.643   -10   16 o  0   1.33 165.91298 -24.18570  8668.04  8392.31 3.70 3.22  85.6 -0.471 19.39 21.19 02a57369o0500o
57369.646060  19.372  0.294    65   19 o  0   1.14 165.91298 -24.18570  9548.90  9584.60 3.74 3.41  86.6 -0.450 19.37 21.13 02a57369o0531o
57369.651180  21.245  1.687    12   20 o  0   0.90 165.91298 -24.18570  9828.50  7830.89 3.78 3.18  82.6 -0.460 19.34 21.08 02a57369o0539o
57380.579209   0.000 19.542     0   55 o  0   1.14 165.91298 -24.18570  8938.91  8982.92 3.94 3.36  84.4 -0.468 18.42 19.42 02a57380o0554o
57380.600712 -19.283  0.663   -70   47 o  0   1.52 165.91298 -24.18570  8645.66  8394.17 4.04 3.45  84.2 -0.457 18.40 19.45 02a57380o0586o
57380.620156 -20.276  1.552   -28   44 o  0   1.08 165.91298 -24.18570  9518.20  9593.04 4.38 3.89  81.5 -0.409 18.39 19.51 02a57380o0616o
57380.622883 -20.034  1.244   -35   44 o  0   1.47 165.91298 -24.18570  9795.07  7843.06 4.17 3.52  80.8 -0.451 18.41 19.51 02a57380o0620o
57380.633751 -20.180  1.433   -31   44 o  0   1.12 165.91298 -24.18570   172.40  7836.18 4.94 3.77 -64.5 -0.417 18.43 19.54 02a57380o0637o
