source_id,ra,dec,parallax,parallax_over_error,phot_g_mean_mag,bp_rp,pmra,pmdec,ruwe,num_obs_g_fov,gls_freq_g_fov,gls_freq_ampl_g_fov,gls_freq_fap_g_fov,nhm_fund_freq_g_fov,spearman_corr_ipd_g_fov,spearman_corr_exf_g_fov,scan_angle_model_ampl_sig_g_fov,steen,jestin,vsx_name,vsx_type,vsx_period,main_id,otype,nbref,P_gaia_h
989059981050056320,110.44476448981568,56.73565562426433,1.534426439360998,7.360495,18.81877,-0.04323578,0.0192496055844531,-2.739742578967571,0.99499184,32,8.661759492301,0.9128056,1.5674623337463808e-10,8.661757566692321,0.07111437,0.017741935,2.323391,True,False,Gaia DR3 989059981050056320,VAR,0.1154502,GALEX J072146.7+564408,WD?,6.0,2.7707996304137037
1020641700210987520,147.85829444381022,53.15853305122355,3.1771636456696553,70.82547,15.25243,-0.5522356,29.22591605024502,-0.2316851162531961,1.0316092,54,0.289568476314,0.8431221,8.760686191410493e-16,0.2895708026121077,0.071545646,0.313307,0.13537896,True,False,CSS_J095126.0+530930,RS,3.45372,PG 0948+534,PN,52.0,82.88195008483957
2317319612801004416,8.707865970293282,-31.497955799197538,2.31987048172748,44.12295,16.096535,-0.34326363,24.40436119934902,2.810654304370632,1.0353695,39,10.359367421285,0.94341564,1.3760979468438613e-17,10.359362021104772,0.13501401,0.16249043,2.0894685,True,False,Gaia DR3 2317319612801004416,VAR,0.0965312,MCT 0032-3146,WD*,19.0,2.3167437763321446
383672490865801600,3.25657658878747,41.34418722972555,1.8729210893378203,5.357645,19.669128,0.28377724,-15.712763391834088,-10.182863519763098,1.0253799,47,0.20168120364,0.7379083,3.215211022869175e-08,0.2016498471308332,0.47883904,0.4063425,1.0897664,False,False,BMAM-V799,CV,,Gaia DR3 383672490865801600,WD?,2.0,118.99968646974106
2308881994928802432,4.8241257018022035,-35.62363370832589,2.44655364958343,5.659101,19.783352,0.3756237,3.2725957668393946,-5.728560975547541,1.0317305,26,0.000934303492,0.92502105,3.829126943182031e-08,0.0009835866154049,0.2259829,0.3699248,1.0771325,False,False,Gaia DR3 2308881994928802432,CV,,,,,25687.584607679062
6589283094028544384,322.90581768812217,-36.39568445660867,4.691688627921629,21.200857,18.788568,0.18358421,36.19968735657836,-27.375022728891345,1.0040373,58,17.081647484945,0.72232586,1.1727963408686776e-10,17.08158774959267,0.20360516,0.055475112,3.8466244,False,False,Gaia DR3 6589283094028544384,VAR,0.0585423,2MASS J21313738-3623437,WD*,7.0,1.4050167011790007
380560941677424768,8.46929916190896,38.924891001069625,1.1887062899897454,7.0172334,18.335749,-0.1850872,-3.1257014458709156,-5.389153915056561,1.0309901,40,4.933594594462,0.90219957,7.227534730091415e-14,4.933544645311123,0.17485929,0.13746335,1.3353301,True,False,MGAB-V289,EA/WD,0.20269362,Gaia DR3 380560941677424768,WD?,8.0,4.864607243355625
235184643828418688,52.26096866908649,39.06134639151295,1.1412754731483306,5.24038,18.621279,-0.2869358,-1.194041361712065,-2.1416728745484988,1.0256313,41,5.942447184878,0.8850355,3.9819159849832353e-13,5.942411549752463,0.108013935,0.026069518,2.5079482,True,False,MGAB-V1219,R,0.16828,GALEX J032902.6+390341,WD?,6.0,4.038740144140251
2144580907240525568,281.27627123950754,50.903335600998766,1.2037534999355657,17.288853,17.802359,-0.18704605,-2.4865871824381003,-8.716039410538864,1.0388818,45,4.171701719982,0.94651645,9.21404659807567e-22,4.171663847381328,0.07233202,0.09311741,1.7980672,True,True,ZTF J184506.30+505412.0,EW,0.4794196,GALEX J184506.3+505412,WD*,8.0,5.7530479432512145
2126940892444693760,289.8794706253748,44.54545952854466,1.866685594053141,44.062527,16.566687,-0.3962345,-10.39635756083919,-13.673900252657038,0.97126836,41,3.857966063767,0.8415755,1.5535586129078586e-10,3.8579754100162327,0.17038327,0.0523945,0.9453305,True,True,KIC 8490027,CV,,KIC 8490027,CV*,8.0,6.2208945344029
2177297391130977792,317.16885618823164,55.750555166699506,5.5284019214622635,34.93366,18.89997,0.47699738,-0.9180554044619916,-39.46709720271536,0.9992624,53,8.618623654364,0.786756,4.611004609625326e-12,8.618670107116172,0.018016195,0.25629613,0.6873937,True,False,MGAB-V1238,R,0.1160261,Gaia DR3 2177297391130977792,WD*,5.0,2.784667362502563
1728880879608190592,232.6130531953146,87.81357573490257,3.081622189195226,86.941635,15.597599,-0.5250778,-60.38482456529848,24.94281713581102,1.022576,48,1.11869964227,0.86052126,1.597570792074828e-14,1.118638122955152,-0.265089,0.06969697,2.8553107,True,False,Gaia DR3 1728880879608190592,WD,,FBS 1552+879,WD*,9.0,21.4534796411489
2393875961742886656,354.72036510138236,-18.437478691677217,26.875843211509732,694.393,15.487462,0.38508034,76.51920003596965,-140.37297647987643,1.0052531,31,3.221327944328,0.8508178,7.076563795923182e-07,3.2213336578102942,-0.10769231,0.081196584,2.041219,False,True,Gaia DR3 2393875961742886656,WD,,EGGR 557,WD*,29.0,7.450343589592718
1950573244454108160,322.83306654108134,34.87963881280924,1.8253763201363604,19.78357,17.490625,-0.36019516,4.233327251458628,-8.548698539208313,1.0490878,68,2.308003344073,0.8145938,4.818798844371446e-19,2.3080029282663164,-0.029049128,-0.14471154,1.5421873,True,True,Gaia DR3 1950573244454108160,VAR,0.433287,GALEX J213119.9+345246,WD*,5.0,10.398598451615111
