###MJD          m      dm   uJy   duJy F err chi/N     RA       Dec        x        y     maj  min   phi  apfit mag5sig Sky   Obs
57321.650215  19.855  3.486    42  145 o  0   1.01 147.03767 -28.01067  1963.07  6324.44 4.87 3.77 -61.6 -0.511 17.16 17.48 02a57321o0681o
57368.579426  19.899  0.609    40   24 o  0   0.96 147.03767 -28.01067  1723.98  6663.03 4.19 3.58 -67.9 -0.444 19.14 20.86 02a57368o0617o
57368.592100 -21.970  4.143    -6   24 o  0   0.87 147.03767 -28.01067  1435.13  6084.20 4.16 3.42 -64.9 -0.467 19.19 20.82 02a57368o0635o
57368.605033  20.474  0.933    24   22 o  0   0.99 147.03767 -28.01067  2299.12  7234.25 3.96 3.36 -72.9 -0.463 19.18 20.83 02a57368o0656o
57368.626799  19.873  0.510    41   21 o  0   0.93 147.03767 -28.01067  2594.42  5485.04 3.98 3.43 -63.9 -0.453 19.20 20.85 02a57368o0690o
57369.578964  20.648  1.040    20   21 o  0   1.02 147.03767 -28.01067  1721.90  6661.99 4.01 3.34 -67.3 -0.476 19.29 21.07 02a57369o0428o
57369.593962  20.433  0.821    24   20 o  0   1.19 147.03767 -28.01067  1435.54  6081.67 4.18 3.48 -62.6 -0.471 19.34 21.13 02a57369o0451o
57369.618276  20.518  0.793    22   18 o  0   1.19 147.03767 -28.01067  2296.23  7230.41 3.94 3.30 -71.2 -0.471 19.42 21.24 02a57369o0487o
57369.630773 -20.846  1.048   -17   18 o  0   1.06 147.03767 -28.01067  2594.07  5481.80 3.94 3.40 -63.6 -0.465 19.38 21.21 02a57369o0506o
57380.549706 -19.973  1.475   -37   55 o  0   1.19 147.03767 -28.01067  1702.66  6663.96 4.37 3.58 -63.4 -0.470 18.32 19.31 02a57380o0512o
57380.564007  20.032  1.306    35   46 o  0   0.95 147.03767 -28.01067  1402.94  6092.99 4.52 3.63 -61.5 -0.466 18.31 19.34 02a57380o0534o
57380.589439  20.884  3.050    16   49 o  0   0.83 147.03767 -28.01067  8452.27  3454.07 3.81 3.59  33.9 -0.471 18.38 19.31 02a57380o0570o
57380.604636  18.785  0.343   111   38 o  0   1.36 147.03767 -28.01067  8156.55  5204.16 3.83 3.50  82.9 -0.460 18.33 19.31 02a57380o0592o
57388.651310 -18.023  0.581  -224  130 o  0   0.69 147.03767 -28.01067  9042.95  4030.55 3.56 3.30  69.8 -0.481 18.76 20.03 02a57388o0726o
57388.667479  19.476  0.785    59   46 o  0   0.97 147.03767 -28.01067  9333.29  4607.41 3.83 3.55  63.3 -0.463 18.37 19.42 02a57388o0752o
57397.467699  20.396  0.638    25   16 c  0   1.15 147.03767 -28.01067  1692.52  6506.11 4.19 3.82 -49.9 -0.419 19.56 21.66 02a57397o0399c
57397.472598  20.381  0.741    26   19 c  0   0.90 147.03767 -28.01067  1393.68  5925.54 4.42 3.97 -43.6 -0.414 19.53 21.67 02a57397o0407c
57397.487194  20.550  0.768    22   17 c  0   0.83 147.03767 -28.01067  2233.93  7061.83 4.00 3.61 -68.5 -0.421 19.63 21.69 02a57397o0427c
57397.495876  19.521  0.272    56   15 c  0   1.05 147.03767 -28.01067  2514.23  5308.03 3.97 3.65 -55.4 -0.413 19.63 21.69 02a57397o0441c
