angDist,source_id,ra,dec,main_id,ra.1,dec.1,coo_err_maj,coo_err_min,coo_err_angle,otype,nbref,ra_sexa,dec_sexa,coo_qual,coo_bibcode,main_type,other_types,radvel,radvel_err,redshift,redshift_err,sp_type,morph_type,plx,plx_err,pmra,pmdec,pm_err_maj,pm_err_min,pm_err_pa,size_maj,size_min,size_angle,B,V,R,J,H,K,u,g,r,i,z,f150w,f200w,f444w
0.369038,2888030331609338240,85.4202040424429,-36.380056325010315,GALEX J054140.8-362248,85.420331191,-36.3800617406,0.0,0.0,90,WD*,5,05 41 40.87949,-36 22 48.2223,A,2020yCat.1350....0G,WhiteDwarf,*|UV|WD*|WD?,,,,,DA,,7.9799,0.0738,-23.033,1.219,0.082,0.097,90.0,,,,,,,,,,,,,,,,,
0.129934,1286055427676135808,220.03165616360565,31.903652414645393,CBS 389,220.0316618898,31.9036166509,0.0,0.0,90,WD*,7,14 40 07.59885,+31 54 13.0199,A,2020yCat.1350....0G,WhiteDwarf,*|blu|Opt|V*|WD*|WD?,,,,,DO,,1.4913,0.0809,-1.094,8.047,0.048,0.083,90.0,,,,17.16,,17.45,,,,16.528,17.044,17.596,17.999,18.345,,,
0.572329,1099005032089977984,106.69830621706454,61.5639115606464,FBS 0702+616,106.6980012719,61.5639762859,0.0,0.0,90,WD*,10,07 06 47.52031,+61 33 50.3146,A,2020yCat.1350....0G,WhiteDwarf,*|MIR|NIR|Opt|UV|V*|WD*|WD?,,,,,DA,,6.3286,0.0387,32.672,-14.563,0.034,0.033,90.0,,,,13.045,13.509,13.893,14.461,14.625,14.628,,13.161,13.813,14.2,,,,
0.357709,2120335400240968448,278.3100552687158,48.48679947578084,GALEX J183314.4+482912,278.3101170424,48.4868900121,0.0,0.0,90,WD*,4,18 33 14.42809,+48 29 12.8040,A,2020yCat.1350....0G,WhiteDwarf,*|UV|WD*|WD?,,,,,DO,,1.2052,0.0535,-9.212,-20.371,0.062,0.074,90.0,,,,,,,,,,,,,,,,,
0.244232,2795150147707769728,9.460283171440098,19.026664333122532,GALEX J003750.4+190136,9.4602126762,19.0266770285,0.0,0.0,90,WD*,5,00 37 50.45104,+19 01 36.0373,A,2020yCat.1350....0G,WhiteDwarf,*|UV|WD*|WD?,,,,,DA,,5.0257,0.1433,14.995,-2.856,0.162,0.102,90.0,,,,,,,,,,,,,,,,,
0.371025,1446230735421615872,201.3258168250102,23.63547452289944,SDSS J132518.18+233808.0,201.3257586883,23.635562757,0.0,0.0,90,WD*,9,13 25 18.18209,+23 38 08.0259,A,2020yCat.1350....0G,WhiteDwarf,*|Opt|V*|WD*|WD?,,,,,DA,,1.6085,0.1363,11.983,-19.853,0.154,0.12,90.0,,,,,,,,,,17.753,17.919,18.321,18.505,18.6,,,
0.179086,3125897813875563904,100.81676485977246,1.503518108637641,Lan  14,100.8167267944,1.5035501506,0.0,0.0,90,WD*,22,06 43 16.01443,+01 30 12.7805,A,2020yCat.1350....0G,WhiteDwarf,*|Opt|UV|V*|WD*|WD?,,,,,DO,,3.9704,0.0567,8.562,-7.209,0.057,0.052,90.0,,,,15.64,15.83,16.13,,,,,15.58,16.16,,,,,
0.787115,6456720612064924928,318.02015898560353,-57.30044607022286,GALEX J211204.8-571801,318.020514987,-57.3003420695,0.0,0.0,90,WD*,7,21 12 04.92360,-57 18 01.2315,A,2020yCat.1350....0G,WhiteDwarf,*|UV|WD*|WD?,,,,,DA,,11.3553,0.1118,-43.273,-23.4,0.107,0.09,90.0,,,,,,,,,,,,,,,,,
0.073317,2974680502235811712,76.13757481587002,-21.50220247912848,GALEX J050433.0-213008,76.1375529283,-21.5022022192,0.0,0.0,90,WD?,4,05 04 33.01270,-21 30 07.9280,A,2020yCat.1350....0G,WhiteDwarf_Candidate,*|UV|V*|WD?,,,,,,,0.8273,0.1061,4.582,-0.058,0.086,0.102,90.0,,,,,,,,,,,,,,,,,
0.189987,4844023064578952320,61.18512075423822,-39.8453352482151,GALEX J040444.3-395043,61.1851105724,-39.8452830562,0.0,0.0,90,WD*,5,04 04 44.42654,-39 50 43.0190,A,2020yCat.1350....0G,WhiteDwarf,*|UV|V*|WD*|WD?,,,,,DA,,1.5823,0.0733,1.759,-11.743,0.074,0.091,90.0,,,,,,,,,,,,,,,,,
0.163075,5090605830056251776,59.5604983893695,-21.637194072093813,GALEX J035814.4-213813,59.5604843362,-21.6371506979,0.0,0.0,90,WD*,6,03 58 14.51624,-21 38 13.7425,A,2020yCat.1350....0G,WhiteDwarf,*|UV|V*|WD*|WD?,,,,,DA:,,1.2465,0.0945,2.939,-9.759,0.081,0.093,90.0,,,,,,,,,,,,,,,,,
1.00117,1465214177336901376,191.91707031020695,30.50177902195716,Ton  644,191.9170646558,30.5020570822,0.0,0.0,90,WD*,21,12 47 40.09552,+30 30 07.4055,A,2020yCat.1350....0G,WhiteDwarf,*|blu|Opt|PM*|UV|WD*|WD?,17.0,5.0,5.67e-05,1.67e-05,DA,,12.1509,0.1126,1.096,-62.564,0.121,0.11,90.0,,,,,,,,,,18.564,18.082,17.983,17.962,18.028,,,
0.096232,3721943209023827456,208.8496577185576,8.945966082752616,GALEX J135523.9+085645,208.8496768777,8.9459472052,0.0,0.0,90,WD*,18,13 55 23.92245,+08 56 45.4099,A,2020yCat.1350....0G,WhiteDwarf,*|Opt|SB*|UV|V*|WD*|WD?,-7.74,9.29,-2.58e-05,3.1e-05,DA,,1.6813,0.107,-4.258,4.247,0.114,0.092,90.0,,,,,,,17.99,17.98,18.4,17.054,17.298,17.735,18.021,18.244,,,
0.22482,5437786045395659520,144.0462818330822,-34.016385688922355,GALEX J093611.1-340058,144.0463286781,-34.0164346003,0.0,0.0,90,WD*,6,09 36 11.11888,-34 00 59.1646,A,2020yCat.1350....0G,WhiteDwarf,*|UV|V*|WD*|WD?,,,,,DA,,1.5402,0.0814,-8.736,11.005,0.049,0.062,90.0,,,,,,,,,,,,,,,,,
0.104685,1203263915795342336,240.94205667792104,19.594395218504182,AT 2024loi,240.9420833333,19.5943805556,,,172,ev,1,  16 03 46.100,  +19 35 39.77,D,url:TNS,Transient,ev,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.231256,1203263915795342336,240.94205667792104,19.594395218504182,CRTS CSS160906 J160346+193540,240.9419999697,19.5944308883,0.0,0.0,90,CV*,10,16 03 46.07999,+19 35 39.9512,A,2020yCat.1350....0G,CataclyV*,*|CV*|MIR|WD?,,,,,,,4.2508,0.1232,12.02,-8.026,0.141,0.158,90.0,,,,,,,,,,,,,,,,,
0.142146,4681729620697295360,62.63904449533048,-58.867634282805945,GALEX J041033.2-585203,62.6390468285,-58.8676737495,0.0,0.0,90,WD*,5,04 10 33.37124,-58 52 03.6255,A,2020yCat.1350....0G,WhiteDwarf,*|UV|V*|WD*|WD?,,,,,DA,,1.5174,0.0674,-0.271,8.88,0.089,0.092,90.0,,,,,,,,,,,,,,,,,
0.125326,4931705302963549952,16.39628933262951,-49.15078462398676,GALEX J010535.0-490902,16.3962407207,-49.1507988004,0.0,0.0,90,WD?,3,01 05 35.09777,-49 09 02.8757,A,2020yCat.1350....0G,WhiteDwarf_Candidate,*|UV|V*|WD?,,,,,,,0.9105,0.131,7.154,3.19,0.103,0.126,90.0,,,,,,,,,,,,,,,,,
0.295715,5286227228018008576,102.00950487820376,-63.774890878313904,GALEX J064802.3-634629,102.0094606809,-63.7749706656,0.0,0.0,90,WD*,5,06 48 02.27056,-63 46 29.8944,A,2020yCat.1350....0G,WhiteDwarf,*|UV|V*|WD*|WD?,,,,,DA,,1.4453,0.0616,4.394,17.952,0.083,0.077,90.0,,,,,,,,,,,,,,,,,
0.072176,6802618144005794304,314.63735772750476,-25.520491690172204,Gaia DR3 6802618144005794304,314.6373663566,-25.5204732155,0.0,0.0,90,WD?,3,20 58 32.96793,-25 31 13.7036,A,2020yCat.1350....0G,WhiteDwarf_Candidate,*|EB*|WD?,,,,,,,3.36,0.4989,-1.752,-4.157,0.493,0.377,90.0,,,,,,,,,,,,,,,,,
0.602133,1809460380271929344,302.4043764957888,16.872101703266363,Gaia DR3 1809460380271929344,302.4042588745,16.8719779847,0.0,0.0,90,WD*,5,20 09 37.02213,+16 52 19.1207,A,2020yCat.1350....0G,WhiteDwarf,*|V*|WD*|WD?,,,,,DA,,2.9272,0.0522,25.326,27.837,0.053,0.041,90.0,,,,,,,,,,,,,,,,,
0.437385,4922686318317847424,2.997654379385375,-55.697749255771065,ASASSN -15oe,2.9974460934,-55.6977179049,0.0,0.0,90,CV*,3,00 11 59.38706,-55 41 51.7845,A,2020yCat.1350....0G,CataclyV*,*|CV*,,,,,,,2.2938,0.2191,26.411,-7.054,0.331,0.364,90.0,,,,,,,,,,,,,,,,,
0.222207,6428794017447777280,300.658700108777,-64.26039375423338,GALEX J200238.1-641537,300.6588279456,-64.2604207305,0.0,0.0,90,WD*,4,20 02 38.11871,-64 15 37.5146,A,2020yCat.1350....0G,WhiteDwarf,*|UV|V*|WD*|WD?,,,,,DA:,,1.1869,0.1051,-12.491,6.07,0.071,0.08,90.0,,,,,,,,,,,,,,,,,
0.06284,2056368017063855360,307.0484870717477,35.09031449585543,Gaia DR3 2056368017063855360,307.0484987951,35.0902999124,0.0,0.0,90,WD*,5,20 28 11.63971,+35 05 25.0797,A,2020yCat.1350....0G,WhiteDwarf,*|V*|WD*|WD?,,,,,DA:,,1.4922,0.0909,-2.158,3.281,0.084,0.094,90.0,,,,,,,,,,,,,,,,,
0.257754,5909859644796090624,264.76255906599874,-64.6534602107262,GALEX J173902.9-643912,264.7626200507,-64.6533935419,0.0,0.0,90,WD?,3,17 39 03.02881,-64 39 12.2168,A,2020yCat.1350....0G,WhiteDwarf_Candidate,*|UV|V*|WD?,,,,,,,1.1053,0.1382,-5.874,-15.0,0.093,0.106,90.0,,,,,,,,,,,,,,,,,
1.441963,4334641562477923712,253.39740924172665,-10.022140991242862,Gaia DR3 4334641562479650816,253.3977869916,-10.022289528,0.0,0.0,90,*,2,16 53 35.46888,-10 01 20.2423,A,2020yCat.1350....0G,Star,*,,,,,,,0.5742,0.2798,-1.879,-4.779,0.366,0.262,90.0,,,,,,,,,,,,,,,,,
4.231039,4334641562477923712,253.39740924172665,-10.022140991242862,UCAC4 400-066378,253.3966899159,-10.0212031516,0.0,0.0,90,WD*,16,16 53 35.20558,-10 01 16.3313,A,2020yCat.1350....0G,WhiteDwarf,*|blu|MIR|NIR|Opt|PM*|WD*|WD?,,,,,DAe,,30.6475,0.0422,159.379,-211.014,0.046,0.031,90.0,,,,16.09,15.69,14.02,15.122,15.064,15.076,16.401,15.88,15.777,15.759,15.825,,,
0.255902,1863757043284422784,307.17233311788675,32.976997447882304,Gaia DR3 1863757043284422784,307.1724003911,32.9770406687,0.0,0.0,90,WD?,4,20 28 41.37609,+32 58 37.3464,A,2020yCat.1350....0G,WhiteDwarf_Candidate,*|V*|WD?,,,,,,,1.3186,0.0757,-12.698,-9.725,0.064,0.082,90.0,,,,,,,,,,,,,,,,,
0.123046,6076202559948311040,184.09415409184223,-54.98536003181184,Gaia DR3 6076202559948311040,184.0942136345,-54.9853610367,0.0,0.0,90,WD?,5,12 16 22.61127,-54 59 07.2997,A,2020yCat.1350....0G,WhiteDwarf_Candidate,*|V*|WD?,,,,,,,1.3365,0.154,-7.687,0.226,0.129,0.137,90.0,,,,,,,,,,,,,,,,,
1.236016,5942743082651644672,249.9380020540254,-46.37188213679357,Gaia DR3 5942743082651644672,249.9382980398,-46.3716061409,0.0,0.0,90,WD*,3,16 39 45.19153,-46 22 17.7821,A,2020yCat.1350....0G,WhiteDwarf,*|V*|WD*|WD?,,,,,DA,,6.9955,0.0643,-45.95,-62.099,0.083,0.061,90.0,,,,,,,,,,,,,,,,,
0.048966,6679158828046846336,305.9787191139521,-43.58711992116731,CRTS J202354.9-433512,305.9787308751,-43.5871305246,0.0,0.0,90,WD?,4,20 23 54.89541,-43 35 13.6699,A,2020yCat.1350....0G,WhiteDwarf_Candidate,*|Ro*|WD?,,,,,,,1.1086,0.0854,-1.917,2.386,0.073,0.067,90.0,,,,,,,,,,,,,,,,,
0.570386,2941800362921100928,93.1427632552036,-19.186749852083818,GALEX J061234.2-191111,93.1427301842,-19.1865945206,0.0,0.0,90,WD*,5,06 12 34.25524,-19 11 11.7403,A,2020yCat.1350....0G,WhiteDwarf,*|UV|WD*|WD?,,,,,DA,,1.5623,0.1238,7.028,-34.95,0.103,0.121,90.0,,,,,,,,,,,,,,,,,
0.710992,4887600528615197184,58.04318524955278,-30.4233282661952,EC 03501-3034,58.0430525872,-30.4234892601,0.0,0.0,90,WD*,7,03 52 10.33262,-30 25 24.5613,A,2020yCat.1350....0G,WhiteDwarf,*|HS?|UV|V*|WD*|WD?,,,,,sdB/DAB,,2.4503,0.066,25.739,36.224,0.053,0.071,90.0,,,,17.11,,17.34,,,,,,,,,,,
0.362233,3230486971974872192,69.63651731568868,0.5213442034983069,Gaia DR3 3230486971974872192,69.6364297387,0.5213937551,0.0,0.0,90,WD*,4,04 38 32.74314,+00 31 17.0175,A,2020yCat.1350....0G,WhiteDwarf,*|WD*|WD?,,,,,DA,,1.5726,0.1082,19.704,-11.149,0.121,0.091,90.0,,,,,,,,,,,,,,,,,
1.980241,3537042874067950336,165.91314449683114,-24.185743456881124,GALEX J110339.2-241109,165.9137248045,-24.1858929296,0.0,0.0,90,WD*,5,11 03 39.29395,-24 11 09.2145,A,2020yCat.1350....0G,WhiteDwarf,*|HV*|PM*|UV|WD*|WD?,,,,,DA,,1.3344,0.1014,-119.108,33.632,0.098,0.103,90.0,,,,,,,,,,,,,,,,,
0.468523,3834895969825628800,151.6905237467464,0.5346193464574054,LB   567,151.6906469106,0.5345772778,0.0,0.0,90,WD*,17,10 06 45.75526,+00 32 04.4782,A,2020yCat.1350....0G,WhiteDwarf,*|blu|EB*|NIR|Opt|UV|V*|WD*|WD?,66.0,4.0,0.0002202,1.33e-05,DA,,2.9683,0.0708,-27.711,9.465,0.076,0.069,90.0,,,,16.76,16.76,,16.66,16.23,15.95,16.467,16.522,16.89,17.108,17.191,,,
0.309025,5390573840730111872,165.82507135136171,-40.262433480961214,GALEX J110317.9-401545,165.8250131307,-40.2623600323,0.0,0.0,90,WD?,4,11 03 18.00315,-40 15 44.4961,A,2020yCat.1350....0G,WhiteDwarf_Candidate,*|UV|V*|WD?,,,,,,,3.223,0.0512,9.996,-16.526,0.054,0.052,90.0,,,,,,,,,,,,,,,,,
0.22415,6914922055508553984,313.2053162263806,-3.4054752822694088,GALEX J205249.1-032418,313.2052811097,-3.4054238239,0.0,0.0,90,WD*,6,20 52 49.26747,-03 24 19.5258,A,2020yCat.1350....0G,WhiteDwarf,*|dS*|UV|V*|WD*|WD?,,,,,DA,,2.9914,0.0888,7.887,-11.578,0.092,0.073,90.0,,,,,,,,,,,17.346,17.706,,,,,
0.151766,1748833236082347136,307.3854829313364,7.018812875877207,HS 2027+0651,307.3854411409,7.018805335,0.0,0.0,90,WD*,20,20 29 32.50587,+07 01 07.6992,A,2020yCat.1350....0G,WhiteDwarf,*|Opt|UV|WD*|WD?,,,,,DO,,1.9153,0.0683,9.332,1.697,0.078,0.067,90.0,,,,16.1,,16.9,,,,,,,,,,,
0.258962,5773385817714683776,224.09681406794317,-79.6153249321884,Gaia DR3 5773385817714683776,224.0970954477,-79.6152739232,0.0,0.0,90,WD*,6,14 56 23.30291,-79 36 54.9861,A,2020yCat.1350....0G,WhiteDwarf,*|V*|WD*|WD?,,,,,DA,,1.0697,0.0698,-11.412,-11.477,0.073,0.084,90.0,,,,,,,,,,,,,,,,,
0.033071,2928307259308655104,107.74628825931714,-21.56388121795658,Gaia DR3 2928307259308655104,107.7462852917,-21.5638724559,0.0,0.0,90,WD?,4,07 10 59.10847,-21 33 49.9408,A,2020yCat.1350....0G,WhiteDwarf_Candidate,*|V*|WD?,,,,,,,0.8698,0.1158,0.621,-1.971,0.107,0.11,90.0,,,,,,,,,,,,,,,,,
0.063765,3004503724347098112,94.50758680725396,-10.38496990698968,Gaia DR3 3004503724347098112,94.5076032817,-10.3849770584,0.0,0.0,90,WD*,5,06 18 01.82479,-10 23 05.9174,A,2020yCat.1350....0G,WhiteDwarf,*|V*|WD*|WD?,,,,,DA:,,2.4326,0.147,-3.646,1.609,0.136,0.162,90.0,,,,,,,,,,,,,,,,,
0.235974,3842377248804727168,139.45087253940676,0.1781952340723616,SDSS J091748.20+001041.6,139.4508532972,0.1782578946,0.0,0.0,90,WD*,7,09 17 48.20479,+00 10 41.7284,A,2020yCat.1350....0G,WhiteDwarf,*|blu|Opt|WD*|WD?,,,,,DA,,2.4621,0.1081,4.329,-14.099,0.131,0.096,90.0,,,,,,,18.14,18.2,18.5,16.75,17.11,17.62,17.98,18.4,,,
0.409767,5689824140887888896,142.96060261852875,-13.9239792355041,GALEX J093150.5-135526,142.9607060131,-13.9240329432,0.0,0.0,90,WD*,6,09 31 50.56944,-13 55 26.5186,A,2020yCat.1350....0G,WhiteDwarf,*|UV|V*|WD*|WD?,,,,,DA,,5.1531,0.1394,-22.58,12.084,0.151,0.091,90.0,,,,,,,,,,,,,,,,,
0.443592,6021870154194477312,244.7254259862617,-35.90743853686107,GALEX J161854.1-355427,244.7255484289,-35.9073654097,0.0,0.0,90,WD*,6,16 18 54.13162,-35 54 26.5155,A,2020yCat.1350....0G,WhiteDwarf,*|UV|WD*|WD?,,,,,DA:,,6.3759,0.1486,-22.314,-16.454,0.17,0.13,90.0,,,,,,,,,,,,,,,,,
0.057994,4587412856136181376,278.1848277889811,29.184871635825868,ZTF J183244.35+291105.6,278.1848186417,29.1848856265,0.0,0.0,90,WD*,6,18 32 44.35647,+29 11 05.5883,A,2020yCat.1350....0G,WhiteDwarf,*|EB*|V*|WD*|WD?,,,,,DO,,1.8084,0.0548,1.797,-3.148,0.054,0.063,90.0,,,,,,,,,,,16.568,17.108,,,,,
0.118858,5344192557631785600,178.93305569911362,-54.91061281401995,Gaia DR3 5344192557631785600,178.9331118443,-54.9106058589,0.0,0.0,90,WD*,3,11 55 43.94684,-54 54 38.1811,A,2020yCat.1350....0G,WhiteDwarf,*|V*|WD*|WD?,,,,,DA,,1.4835,0.1229,-7.262,-1.565,0.114,0.123,90.0,,,,,,,,,,,,,,,,,
0.843686,722446385752579840,158.4547380750172,23.15446267958326,Ton  527,158.4549864768,23.1545152172,0.0,0.0,90,WD*,122,10 33 49.19675,+23 09 16.2548,A,2020yCat.1350....0G,WhiteDwarf,*|blu|EB*|NIR|Opt|PM*|UV|V*|WD*|WD?,,,,,DAP2,,15.5375,0.0436,-51.388,-11.821,0.043,0.041,90.0,,,,15.3,15.73,,16.044,16.108,16.123,15.286,15.48,15.858,16.162,16.473,,,
0.973642,767756877680612864,174.38481030842993,40.91599762403975,SDSS J113732.34+405458.0,174.3846710754,40.9162467754,0.0,0.0,90,CV*,26,11 37 32.32106,+40 54 58.4884,A,2020yCat.1350....0G,CataclyV*,*|CV*|CV?|Opt|PM*|WD*|WD?,21992.787,32.977,0.07626,0.00011,DQ:,,4.7833,0.2484,23.673,-56.059,0.185,0.125,90.0,,,,,,,,,,19.315,19.019,19.235,19.407,19.478,,,
0.120273,5378958286359002624,174.6365651743887,-43.97158248758137,GALEX J113832.6-435817,174.6366101136,-43.9715908641,0.0,0.0,90,WD*,5,11 38 32.78643,-43 58 17.7271,A,2020yCat.1350....0G,WhiteDwarf,*|UV|V*|WD*|WD?,,,,,DA,,1.6346,0.0575,-7.277,1.885,0.053,0.042,90.0,,,,,,,,,,,,,,,,,
0.306478,5310197547872256512,138.80583495413023,-55.31969376685129,Gaia DR3 5310197547872256512,138.8059237402,-55.3196252436,0.0,0.0,90,WD?,3,09 15 13.42170,-55 19 10.6509,A,2020yCat.1350....0G,WhiteDwarf_Candidate,*|EB*|V*|WD?,,,,,,,6.0638,0.0561,-11.367,-15.418,0.065,0.059,90.0,,,,,,,,,,,,,,,,,
1.494809,3934459045528378368,192.68485709362352,15.832417629928184,PM J12507+1549,192.6852018937,15.8326673772,0.0,0.0,90,CV*,44,12 50 44.44845,+15 49 57.6026,A,2020yCat.1350....0G,CataclyV*,*|CV*|CV?|NIR|Opt|PM*|WD*|WD?|X,-642.242,26.981,-0.00214,9e-05,DAP,,7.5836,0.1422,-74.637,-56.193,0.174,0.149,90.0,,,,,18.28,,16.65,16.144,14.999,18.656,18.259,18.333,18.39,18.2,,,
0.334475,4043832006981042304,270.60189108046023,-31.700441230795768,Gaia DR3 4043832006981042304,270.6019905762,-31.700479523,0.001,0.001,90,EB*,1,18 02 24.47774,-31 42 01.7263,A,2020yCat.1350....0G,EclBin,*|EB*,,,,,,,21.2287,1.6967,-19.047,8.616,1.154,0.902,90.0,,,,,,,,,,,,,,,,,
0.504779,1214510510998076288,232.59839646144223,22.112885246422792,CRTS J153023.6+220646,232.5985427488,22.1129212054,0.0,0.0,90,CV*,9,15 30 23.65026,+22 06 46.5163,A,2020yCat.1350....0G,CataclyV*,*|CV*|CV?|MIR|Opt|WD*|WD?,-113.943,5.996,-0.00038,2e-05,D,,3.03,0.21,-30.494,-8.091,0.248,0.282,90.0,,,,,,,,,,19.124,19.062,19.161,19.173,18.937,,,
0.272487,1272870835853944704,235.05033327650736,29.141305243128343,GALEX J154012.1+290828,235.0503055602,29.1413769583,0.0,0.0,90,**,12,15 40 12.07333,+29 08 28.9571,A,2020yCat.1350....0G,**,*|**|blu|dS*|Opt|UV|V*|WD*|WD?,,,,,DA+M:,,0.883,0.1675,5.447,-16.136,0.147,0.175,90.0,,,,,,,19.5,18.6,,18.324,18.742,19.243,19.581,19.94,,,
0.114037,5364914430494937344,156.5356043819934,-49.617545131535145,Gaia DR3 5364914430494937344,156.5356496974,-49.6175570255,0.0,0.0,90,WD*,4,10 26 08.55593,-49 37 03.2053,A,2020yCat.1350....0G,WhiteDwarf,*|V*|WD*|WD?,,,,,DA:,,1.3596,0.1158,-6.606,2.676,0.123,0.12,90.0,,,,,,,,,,,,,,,,,
0.160813,4846154678323893248,50.52131294463691,-47.351786513104464,GALEX J032205.0-472105,50.521247767,-47.3517932617,0.0,0.0,90,WD*,4,03 22 05.09946,-47 21 06.4557,A,2020yCat.1350....0G,WhiteDwarf,*|UV|WD*|WD?,,,,,DA,,1.0304,0.0687,9.935,1.518,0.069,0.09,90.0,,,,,,,,,,,,,,,,,
0.37973,4841120770494891520,63.915915789526615,-40.375669240501765,MCT 0413-4029,63.9158206165,-40.375745852,0.0,0.0,90,WD*,18,04 15 39.79695,-40 22 32.6851,A,2020yCat.1350....0G,WhiteDwarf,*|UV|WD*|WD?|X,,,,,DA1.2,,3.4772,0.0427,16.313,17.238,0.047,0.055,90.0,,,,15.9,16.23,16.0,15.464,15.11,14.744,,,,,,,,
2.414541,4841120770494891520,63.915915789526615,-40.375669240501765,2MASS J04153978-4022300,63.9157666473,-40.3750082283,0.0,0.0,90,*,0,04 15 39.78400,-40 22 30.0296,A,2020yCat.1350....0G,Star,*|MIR|NIR,,,,,,,3.2766,0.1745,15.954,17.702,0.195,0.228,90.0,,,,,,,15.464,15.11,14.744,,,,,,,,
0.10323,3150708057532318208,117.93994957958802,10.992024218228057,GALEX J075145.6+105931,117.9399704568,10.9920442744,0.0,0.0,90,WD*,8,07 51 45.59291,+10 59 31.3594,A,2020yCat.1350....0G,WhiteDwarf,*|blu|MIR|Opt|UV|V*|WD*|WD?,,,,,DAe,,2.8996,0.0729,-4.611,-4.513,0.078,0.05,90.0,,,,,,,,,,16.084,16.483,17.024,17.349,17.636,,,
0.830423,3496637913394359680,192.0824321632568,-26.237170414005792,GALEX J124819.8-261413,192.0826609946,-26.2370651508,0.0,0.0,90,WD*,7,12 48 19.83864,-26 14 13.4345,A,2020yCat.1350....0G,WhiteDwarf,*|PM*|UV|WD*|WD?,,,,,DA,,10.4855,0.1576,-46.182,-23.684,0.174,0.111,90.0,,,,,,,,,,,,,,,,,
0.281631,3509435507186636288,192.52128635411552,-20.6090458766082,GALEX J125005.1-203632,192.521303288,-20.6089692682,0.0,0.0,90,WD*,4,12 50 05.11279,-20 36 32.2894,A,2020yCat.1350....0G,WhiteDwarf,*|UV|WD*|WD?,,,,,DO,,1.4303,0.0996,-3.566,-17.237,0.109,0.073,90.0,,,,,,,,,,,,,,,,,
0.469666,3958162012257966336,194.18939823803404,25.378209964334538,GALEX J125645.5+252241,194.189533919,25.3782546053,0.0,0.0,90,**,8,12 56 45.48814,+25 22 41.7166,A,2020yCat.1350....0G,**,*|**|NIR|Opt|UV|WD*|WD?,,,,,DA+M,,2.5972,0.2198,-27.582,-10.044,0.218,0.226,90.0,,,,,,,16.918,16.434,16.173,19.04,18.871,19.195,19.023,18.673,,,
0.16013,6216651490910555008,218.05891539380528,-31.53522301033208,GALEX J143214.1-313206,218.0589208585,-31.5351787743,0.0,0.0,90,WD?,4,14 32 14.14101,-31 32 06.6436,A,2020yCat.1350....0G,WhiteDwarf_Candidate,*|EB*|UV|WD?,,,,,,,1.3081,0.1664,-1.048,-9.953,0.181,0.189,90.0,,,,,,,,,,,,,,,,,
0.188426,6799989928963170688,309.6602450338843,-26.277016307702475,GALEX J203838.4-261637,309.6602735414,-26.2769706336,0.0,0.0,90,WD?,5,20 38 38.46565,-26 16 37.0943,A,2020yCat.1350....0G,WhiteDwarf_Candidate,*|blu|HS?|UV|V*|WD?,,,,,,,1.2203,0.1428,-5.751,-10.277,0.15,0.111,90.0,,,,,,,,,,,,,,,,,
0.080279,1807309147099442432,299.97056638130556,14.59281778697955,GALEX J195952.9+143534,299.9705884545,14.5928241882,0.0,0.0,90,WD*,5,19 59 52.94123,+14 35 34.1671,A,2020yCat.1350....0G,WhiteDwarf,*|UV|V*|WD*|WD?,,,,,DO,,1.5534,0.0919,-4.806,-1.44,0.087,0.079,90.0,,,,,,,,,,,,,,,,,
0.081636,2095490942878080256,278.1810107948632,35.755123150642234,GALEX J183243.4+354518,278.1810374658,35.7551163858,0.0,0.0,90,WD*,7,18 32 43.44899,+35 45 18.4190,A,2020yCat.1350....0G,WhiteDwarf,*|dS*|UV|WD*|WD?,,,,,DA,,1.9858,0.0949,-4.87,1.522,0.1,0.121,90.0,,,,,,,,,,,17.962,18.337,,,,,
0.24548,5892465542676716544,217.5802452339185,-56.39951691451571,CWISE J143019.77-562357.5,217.5803639918,-56.3995350961,0.0,0.0,90,WD*,12,14 30 19.28736,-56 23 58.3263,A,2020yCat.1350....0G,WhiteDwarf,*|MIR|V*|WD*|WD?,,,,,DA,,15.0747,0.0975,-14.787,4.091,0.069,0.072,90.0,,,,,,,,,,,,,,,,,
0.20047,6523373973310305664,354.84921785568093,-48.89726898938156,Gaia DR3 6523373973310305664,354.8491335594,-48.8972744535,0.0,0.0,90,WD*,5,23 39 23.79205,-48 53 50.1880,A,2020yCat.1350....0G,WhiteDwarf,*|V*|WD*|WD?,,,,,DA,,2.202,0.062,12.469,1.229,0.037,0.063,90.0,,,,,,,,,,,,,,,,,
0.087952,117770030481927936,52.01257801183999,26.864323528511644,GALEX J032803.0+265151,52.012588306,26.8643461681,0.0,0.0,90,WD?,4,03 28 03.02119,+26 51 51.6462,A,2020yCat.1350....0G,WhiteDwarf_Candidate,*|UV|WD?,,,,,,,1.524,0.1858,-2.066,-5.094,0.217,0.148,90.0,,,,,,,,,,,,,,,,,
