source_id,period,eccentricity,semi_amplitude_primary,semi_amplitude_primary_error,significance,inclination,ra,dec,phot_g_mean_mag,parallax,parallax_error,ruwe,astrometric_excess_noise,mass_flame,m2_marg_med_mjup,m2_marg_1sig_lo_mjup,m2_marg_1sig_hi_mjup,ra_right,dec_right,pmra,pmra_error,pmdec,pmdec_error,parallax_right,phot_g_mean_mag_right,ruwe_right,astrometric_excess_noise_right,hip_via_xmatch,tyc_pmRA,tyc_pmDE,tyc_e_pmRA,tyc_e_pmDE,tycho_gaia_chi2,in_sb9,in_exoplanet_eu,epx_match,in_sahlmann,tycho_tier
1958595182509117696,10.219945031355511,0.241708061312569,4.215969107792661,0.5671466,7.4336495,,334.56981789828404,42.68032055491125,11.665189,3.2897252148853395,0.015178238,1.138485,0.13173926,0.9398498,50.061360674406636,43.70388796391969,81.48416494560946,334.56981789828404,42.68032055491125,-4.133399526947757,0.012480895,-20.150879505622356,0.014247366,3.2897252148853395,11.665189,1.138485,0.13173926,,-7.400000095367432,-23.200000762939453,2.0,1.7999999523162842,5.536874114156589,false,false,,false,CORROBORATED_real_companion
1930718714454863488,1172.0024970233942,0.5171389302245191,0.9416236527898675,0.1707201,5.5155993,,346.54041024859663,41.789769522837936,7.0565586,3.800790264286053,0.18149513,5.7131295,1.227981,,48.80893059990912,43.495412100229586,78.81305668116063,346.54041024859663,41.789769522837936,-3.900541133432528,0.09424943,-16.572702684111732,0.1473891,3.800790264286053,7.0565586,5.7131295,1.227981,,-5.900000095367432,-13.899999618530273,1.2000000476837158,1.2000000476837158,7.646184137418809,true,false,,false,CORROBORATED_real_companion
6376197710501971584,130.74295245041333,0.42363473990915673,2.645229903461769,0.46727318,5.6609926,,313.0134666634569,-69.39210772919755,11.310841,2.2905315986882315,0.01708168,1.1155424,0.15013899,,72.59413842561601,63.066193398507785,116.71502073702354,313.0134666634569,-69.39210772919755,24.606202747120886,0.014027018,-15.735985217812264,0.017765408,2.2905315986882315,11.310841,1.1155424,0.15013899,,25.0,-17.5,3.5999999046325684,3.4000000953674316,0.2811405830265567,false,false,,false,isolated_no_outer_body
4216287244647572608,22.701585469953606,0.3144488947457664,6.124801640771726,0.6791194,9.018741,,304.2463435939779,-7.310934690713349,12.034219,9.273025468926662,0.021767607,1.2817342,0.12228186,0.7012847,79.09921586712592,68.8316684016823,140.29688227766482,304.2463435939779,-7.310934690713349,-65.92717553950123,0.021565907,-141.18961853463463,0.016940245,9.273025468926662,12.034219,1.2817342,0.12228186,,,,,,,false,false,,false,
6370535328697953408,1068.3526081292769,0.4417714595517426,1.2949559339667027,0.13086618,9.8952675,,325.8970177988124,-74.0048913635253,8.997186,2.092993135101892,0.014711992,1.2004743,0.1209924,,69.69752310244205,61.51895508951804,111.36599618570038,325.8970177988124,-74.0048913635253,8.969976181454427,0.016847804,-15.973509279746077,0.018002514,2.092993135101892,8.997186,1.2004743,0.1209924,107265,8.699999809265137,-17.100000381469727,1.399999976158142,1.5,0.6010928487270722,false,false,,false,isolated_no_outer_body
6565304605149348352,750.6361442096837,0.08544172352373754,1.3134393522059709,0.0645958,20.3332,,326.54020121020244,-45.15487903371431,8.677239,2.2996579433499553,0.016376493,1.0246893,0.10714338,,70.29602674089904,61.58787915709885,110.62370805968202,326.54020121020244,-45.15487903371431,15.726461795241082,0.015058331,-6.400198878198029,0.014705691,2.2996579433499553,8.677239,1.0246893,0.10714338,107479,16.100000381469727,-7.199999809265137,1.0,1.0,0.7790426668600929,false,false,,false,isolated_no_outer_body
5543344281273494912,16.417905001046837,0.05486253353302717,5.050370110515498,0.23158501,21.807844,,125.39151549390594,-34.643987611303245,10.715021,7.783496252001129,0.014039702,1.2679459,0.11136228,0.8518423,67.94826956397547,59.940317355660895,110.31586354782964,125.39151549390594,-34.643987611303245,-39.77369133075615,0.01273035,33.462493052394834,0.013854881,7.783496252001129,10.715021,1.2679459,0.11136228,,-43.400001525878906,31.0,2.4000000953674316,2.4000000953674316,3.3356639030627906,false,false,,false,isolated_no_outer_body
385997305123591936,10.949646734630965,0.450389774337177,5.227757992371271,0.4737935,11.033833,,3.176997448114611,45.05366401026108,10.68441,3.5526641415994935,0.04036263,2.34325,0.29132766,1.3002988,72.53302921478854,63.50344271666925,120.36339675564474,3.176997448114611,45.05366401026108,-20.876711913561692,0.031673227,-12.345123732266185,0.02861604,3.5526641415994935,10.68441,2.34325,0.29132766,,-22.899999618530273,-12.0,1.600000023841858,1.5,1.6513911286827243,false,false,,false,isolated_no_outer_body
6371436172318315776,1085.0134606572237,0.5716982556992711,1.0257701521696925,0.14831679,6.916076,,325.75643091824793,-71.43199791952337,9.106814,2.0640429434346066,0.014467892,1.1758612,0.109578475,,50.526645079168425,44.35077445239114,82.7051020248591,325.75643091824793,-71.43199791952337,17.87676172881304,0.012888511,-17.801058230899088,0.01568015,2.0640429434346066,9.106814,1.1758612,0.109578475,,18.799999237060547,-22.100000381469727,1.399999976158142,1.399999976158142,9.862694661931181,false,false,,false,CORROBORATED_real_companion
1581702215914871040,11.835442762898023,0.201368769151277,5.518028511648401,0.7780999,7.0916715,,184.55759444001393,60.48508919455513,12.003198,3.9451534513396207,0.021554176,1.7631447,0.20168638,,73.05142648303068,63.91666718436727,120.95926291846644,184.55759444001393,60.48508919455513,-60.7588331316787,0.02037567,-11.437244584581734,0.021220082,3.9451534513396207,12.003198,1.7631447,0.20168638,,-54.599998474121094,3.4000000953674316,4.800000190734863,5.0,10.45188615698489,false,false,,false,CORROBORATED_real_companion
1862108295542758016,12.877194988130832,0.30469157253557605,3.5756050895456406,0.5903882,6.056363,,306.768789214206,31.68243128207592,11.88896,3.2615834693002372,0.0533343,4.3225775,0.55801594,0.90704113,44.00144144283122,38.25855507951398,72.50042657901548,306.768789214206,31.68243128207592,-7.53077347664675,0.04414715,-39.07873146540075,0.052467942,3.2615834693002372,11.88896,4.3225775,0.55801594,,,,,,,false,false,,false,
2807199734292012672,666.5353034334681,0.3956124305860822,1.5149285485147717,0.07572864,20.004698,,6.716944801790119,24.630184856643012,7.602772,3.1512798443433767,0.04644017,1.9608475,0.31880805,,72.08251521783023,62.974541569988375,117.66466941075512,6.716944801790119,24.630184856643012,-1.1098060706981172,0.050113175,-20.305830959854845,0.041671325,3.1512798443433767,7.602772,1.9608475,0.31880805,,-1.899999976158142,-19.700000762939453,1.0,0.8999999761581421,1.0749966666860378,false,false,,false,isolated_no_outer_body
5694066709599229568,517.0235190655184,0.530583057628742,1.2852575479406627,0.18563162,6.9236994,,121.7269817848068,-27.09840673936677,8.6668825,2.2395396019583202,0.016531788,1.1397022,0.114650495,,51.77211032977735,44.89870663136318,85.30885475761384,121.7269817848068,-27.09840673936677,-17.641443227013454,0.0129205305,-5.401018452535078,0.0143176485,2.2395396019583202,8.6668825,1.1397022,0.114650495,39702,-18.600000381469727,-8.300000190734863,2.299999952316284,2.0,2.274602851491481,false,false,,false,isolated_no_outer_body
1494900274028823040,13.623702671819897,0.13150961504049943,2.812071965261738,0.19987106,14.06943,,219.41670241379646,47.02659670326087,10.655491,7.10627865761467,0.011156392,0.92500895,0.075684585,0.87935287,35.77232745285862,31.067456173368836,59.900303063106655,219.41670241379646,47.02659670326087,-0.8758753851378174,0.010225004,-44.59224122275656,0.012078421,7.10627865761467,10.655491,0.92500895,0.075684585,,-6.099999904632568,-45.20000076293945,2.299999952316284,2.0999999046325684,5.242722610809418,false,false,,false,CORROBORATED_real_companion
278219052203143424,24.263280089364166,0.14193890743072007,4.597112773145107,0.42557517,10.802116,,67.57465405687677,57.102345063812564,10.853916,7.654917315822314,0.034939945,1.8748121,0.2621543,0.8455178,70.2444132918119,61.475070572327496,112.33612867310812,67.57465405687677,57.102345063812564,-21.158232582065455,0.03463589,-11.82525103975341,0.03680863,7.654917315822314,10.853916,1.8748121,0.2621543,,-19.399999618530273,-12.600000381469727,3.5999999046325684,3.700000047683716,0.28235113556537667,false,false,,false,isolated_no_outer_body
4470941078320597632,36.74221886540044,0.12771598332311213,3.2491013337176433,0.33691224,9.643761,,274.1921168208809,5.767593421995552,11.109823,2.488982903907659,0.017706992,0.91626436,0.094293445,,63.43279532097592,55.39375652803664,104.55443136788193,274.1921168208809,5.767593421995552,9.144355675988141,0.01805995,-7.878596327108565,0.01758524,2.488982903907659,11.109823,0.91626436,0.094293445,,7.5,-5.0,2.700000047683716,2.9000000953674316,1.3561465353302407,false,false,,false,isolated_no_outer_body
540384332687107072,17.685939036073755,0.25219992745327025,4.7476222164339,0.6774164,7.008425,,0.500554803997617,77.55080074019546,11.438688,3.1635951577890395,0.020727364,1.4164141,0.20863877,1.2011153,79.81041781013298,69.85438228803909,134.40670696041178,0.500554803997617,77.55080074019546,12.312118724497541,0.02544997,-8.09393141096588,0.023462214,3.1635951577890395,11.438688,1.4164141,0.20863877,,9.399999618530273,-9.399999618530273,2.0,2.0999999046325684,2.5065238691141647,false,false,,false,isolated_no_outer_body
3440221765615075456,19.534751724103604,0.12452995579091863,3.583724984283765,0.48445466,7.3974414,,95.58602559466588,33.448498446885644,11.079775,17.16960605658075,0.10738011,4.930587,0.7387908,,56.35399905212912,49.22507686955133,94.13355031892544,95.58602559466588,33.448498446885644,-33.028433510785995,0.11871788,-108.80834174710319,0.086720936,17.16960605658075,11.079775,4.930587,0.7387908,,-49.599998474121094,-107.4000015258789,5.099999904632568,5.5,10.617956249370327,false,false,,false,CORROBORATED_real_companion
1053854308649478272,998.0611210947644,0.5248936258863941,1.1315554045620135,0.1509489,7.4962816,,162.88324075794208,60.841741521840184,9.999929,2.2014423388807765,0.045847155,3.5097468,0.44839743,1.171119,62.73196560917431,54.683953232414545,101.32129050136062,162.88324075794208,60.841741521840184,9.253408905479992,0.037136775,-18.23667676901654,0.04777867,2.2014423388807765,9.999929,3.5097468,0.44839743,,11.199999809265137,-18.399999618530273,3.200000047683716,3.200000047683716,0.37259513397131944,false,false,,false,isolated_no_outer_body
1505285779828602240,21.046952251308486,0.30256603117102343,3.3606411476873013,0.21513046,15.62141,,213.85495506527585,45.913681493167715,9.437228,4.373574631488572,0.018679302,1.1290671,0.15791085,1.3388377,62.325664329887054,54.91519697546929,98.95515998807888,213.85495506527585,45.913681493167715,-25.09295770230882,0.014528987,17.182405967322413,0.017991157,4.373574631488572,9.437228,1.1290671,0.15791085,,-26.799999237060547,18.100000381469727,1.399999976158142,1.399999976158142,1.9160804138949166,false,false,,false,isolated_no_outer_body
2590367206546478208,21.48784400291556,0.21331254777707495,4.392810486878276,0.42492893,10.337753,,21.117375857940164,14.469390949227865,11.729559,6.188840976035995,0.020932036,1.3446776,0.13262776,0.8049203,61.49689913649138,53.71289523226647,100.62043828039955,21.117375857940164,14.469390949227865,57.56398304526337,0.02465312,-93.02451526171961,0.015739063,6.188840976035995,11.729559,1.3446776,0.13262776,,57.099998474121094,-94.19999694824219,2.4000000953674316,2.5,0.25844373486166716,false,false,,false,isolated_no_outer_body
1230508890513956608,74.03846388575398,0.16523825174563914,2.5024104957804503,0.17712682,14.1277895,,212.53660080784894,14.93604120811075,10.163603,4.538508615769211,0.01873044,0.98733234,0.09579482,,61.805568291099185,53.39441868015773,101.01902930224252,212.53660080784894,14.93604120811075,-47.951158194666164,0.018168347,-31.23913623399398,0.014539003,4.538508615769211,10.163603,0.98733234,0.09579482,,-44.5,-32.79999923706055,2.5999999046325684,2.5,2.1516150784703685,false,false,,false,isolated_no_outer_body
1232124691570557568,11.872520127264737,0.19016163175702697,4.703572412600611,0.62244344,7.556626,,213.17509290290428,15.87640275435045,10.608423,7.3165729432256414,0.120337166,3.5431345,0.88083637,0.87365097,57.26154062827482,49.794316268870894,91.92304784578039,213.17509290290428,15.87640275435045,19.852976305121402,0.11900441,35.20049869834709,0.09099599,7.3165729432256414,10.608423,3.5431345,0.88083637,,24.5,37.29999923706055,1.600000023841858,1.5,10.34095575876164,false,false,,false,CORROBORATED_real_companion
2038833349234563328,46.587722836424255,0.3043491740440486,2.1300196701436023,0.23789358,8.953666,,290.3241641204072,30.12278233097952,10.464111,4.799349943889945,0.014419505,1.1101258,0.12129982,1.02079,43.74781515338206,37.85932855385916,70.9371065233427,290.3241641204072,30.12278233097952,-2.152220729568388,0.012501553,15.289499147021306,0.014705368,4.799349943889945,10.464111,1.1101258,0.12129982,,2.0999999046325684,18.200000762939453,1.7999999523162842,1.7999999523162842,8.194741939869264,false,false,,false,CORROBORATED_real_companion
6438285482858066432,146.48700355861072,0.08422354886368372,1.2692608319285583,0.053157482,23.87737,,282.3848456990788,-64.79006247643613,7.535475,2.2175724878951435,0.021258365,1.0133371,0.119936675,,38.9024563932567,33.93980183791818,64.29131034456464,282.3848456990788,-64.79006247643613,-3.352649348973066,0.013352726,4.580276025086951,0.015174402,2.2175724878951435,7.535475,1.0133371,0.119936675,92378,-2.9000000953674316,4.199999809265137,1.2999999523162842,1.2999999523162842,0.2067810997192434,false,false,,false,isolated_no_outer_body
3487100856910421248,14.19047062468533,0.315784354987428,4.298509421175428,0.5779228,7.4378605,,179.88853831848044,-27.244721072235375,12.016445,2.1029191129492735,0.022275766,1.3873875,0.13814285,1.0575935,60.495682180490306,52.72911778217624,97.91313079006093,179.88853831848044,-27.244721072235375,-11.182437064702166,0.021558596,-13.924092523052916,0.013619504,2.1029191129492735,12.016445,1.3873875,0.13814285,,-7.5,-16.200000762939453,3.299999952316284,3.299999952316284,1.7207928973153983,false,false,,false,isolated_no_outer_body
1496206940518910080,12.850372172337815,0.08613202124619562,4.0833278106280755,0.2170116,18.816174,,209.518408047787,39.10444066628766,10.979523,7.366498235016293,0.013921975,1.078915,0.10590687,0.84640545,49.68943678980625,43.93085628145256,77.4540429699909,209.518408047787,39.10444066628766,-39.41313299462757,0.008894384,-67.68434768716159,0.0127539355,7.366498235016293,10.979523,1.078915,0.10590687,,-43.79999923706055,-62.70000076293945,2.4000000953674316,2.200000047683716,8.473855530376872,false,false,,false,CORROBORATED_real_companion
1503388538155373824,21.15714951052424,0.5298689570893488,3.9366587035459975,0.67697734,5.8150525,,204.90339800233352,44.87111236714284,11.718061,2.013602077033421,0.01386577,1.1238449,0.11291552,1.2299492,62.48615527384863,54.39272000644254,99.85098291837028,204.90339800233352,44.87111236714284,-13.423147211197547,0.010821205,17.15154527115005,0.013383784,2.013602077033421,11.718061,1.1238449,0.11291552,,NaN,NaN,NaN,NaN,NaN,false,false,,false,isolated_no_outer_body
1215778836316240384,35.396200597342705,0.1850553848802285,3.40235715579199,0.38307667,8.881661,,229.3997750663321,23.2196392674239,11.126735,4.563294801501235,0.018965235,1.0690483,0.13756566,0.9495358,63.72740242309748,54.89138397628474,103.55795717602167,229.3997750663321,23.2196392674239,7.324942122571771,0.01801346,-16.04346931623168,0.019647114,4.563294801501235,11.126735,1.0690483,0.13756566,,6.800000190734863,-17.600000381469727,1.600000023841858,1.5,1.1842389437759473,false,false,,false,isolated_no_outer_body
6505367924215639296,17.5445242958725,0.22658252779400528,3.0974476611318997,0.41861513,7.399273,,338.10765085593414,-55.05640821820454,10.853217,3.2661830098065963,0.08073524,5.3219156,0.77808315,1.1113365,48.635261726188126,42.89180381474617,76.13341996627464,338.10765085593414,-55.05640821820454,0.9260517771115007,0.061435647,-9.135511739205999,0.07244396,3.2661830098065963,10.853217,5.3219156,0.77808315,,-3.799999952316284,-1.2999999523162842,3.700000047683716,3.4000000953674316,6.93967137199587,false,false,,false,CORROBORATED_real_companion
4375999589279368448,1034.9040187138014,0.5835748730064388,0.6493530442517017,0.10749551,6.040746,,266.9102707387735,2.375746369034834,8.181946,3.8275618614051985,0.02294298,1.2016627,0.16754413,,30.964943650561075,27.05468023065466,50.99447195924501,266.9102707387735,2.375746369034834,-20.0838997733646,0.0265113,-10.588118201145674,0.020353612,3.8275618614051985,8.181946,1.2016627,0.16754413,87081,-20.100000381469727,-12.600000381469727,1.100000023841858,1.100000023841858,3.3442508088946865,false,false,,false,isolated_no_outer_body
2581799507000365184,160.89480597476305,0.1748086256614488,1.3605793663739554,0.14533928,9.361402,,12.613781266314883,9.16083729536169,9.615658,4.178525172482271,0.019004432,0.9903374,0.08061788,1.2719736,50.17068528516098,43.57651199024364,82.88577930921166,12.613781266314883,9.16083729536169,72.5745305407954,0.021544904,-0.2962796400632825,0.015308912,4.178525172482271,9.615658,0.9903374,0.08061788,,72.9000015258789,-1.7000000476837158,2.200000047683716,2.200000047683716,0.42897865470211066,false,false,,false,isolated_no_outer_body
6517757221237033344,14.513400586230054,0.42863129394677507,4.093085703474378,0.75245017,5.439677,,339.0292042346112,-47.20918646662745,11.172051,4.55807767138002,0.027364638,1.2958688,0.22137722,1.0316831,53.8726350680882,47.19726989242369,87.54015721226052,339.0292042346112,-47.20918646662745,16.70357887927115,0.017920587,9.39608224168488,0.02362586,4.55807767138002,11.172051,1.2958688,0.22137722,,17.399999618530273,9.0,1.7999999523162842,1.7999999523162842,0.19808886768290557,false,false,,false,isolated_no_outer_body
2195576359617667456,1224.930230129959,0.4733026529618747,1.2861966378538663,0.10415336,12.349066,,314.336832758301,60.89057752453855,8.41049,2.7414102344758926,0.019367617,1.1864079,0.15440914,,72.33682469391141,62.88457148182208,119.80352020211448,314.336832758301,60.89057752453855,-7.682182982435057,0.026099898,-18.252141322212594,0.022543855,2.7414102344758926,8.41049,1.1864079,0.15440914,,-8.399999618530273,-20.799999237060547,2.0999999046325684,2.0,1.7395099473342428,false,false,,false,isolated_no_outer_body
415228474585445632,11.4204808974444,0.1609374388264872,5.90552119043225,0.6343269,9.309902,,11.606773731190765,51.089894687265556,12.848139,5.724803795591908,0.014815822,0.98726237,0.06560591,,78.02436818215028,68.08991173103324,128.71742489491652,11.606773731190765,51.089894687265556,44.880358390394434,0.013021425,13.132700202196691,0.010426967,5.724803795591908,12.848139,0.98726237,0.06560591,,,,,,,false,false,,false,
5610429162166351744,17.96675221849077,0.2967061451472923,5.122562336559798,0.6200402,8.261662,,105.81927737229931,-27.673701114732438,12.166491,3.473563431298443,0.01166331,1.124223,0.0866767,0.8734395,71.56260779321377,61.041219786089954,118.1919794502373,105.81927737229931,-27.673701114732438,4.432979737331066,0.009396328,-37.01061154018058,0.012644834,3.473563431298443,12.166491,1.124223,0.0866767,,1.600000023841858,-43.20000076293945,3.200000047683716,3.0,5.040188925873621,false,false,,false,CORROBORATED_real_companion
1350992172095624704,901.0311979950658,0.7447402781441353,1.3279806037777737,0.19152966,6.933551,,269.29439576195944,47.226178320387454,7.3226314,3.1746185666713953,0.014724988,1.1271002,0.1465775,,50.09946454776664,43.81686329390391,80.6779234317644,269.29439576195944,47.226178320387454,2.0142074696101515,0.017210329,-1.8692662534112485,0.019951694,3.1746185666713953,7.3226314,1.1271002,0.1465775,87888,1.5,-4.0,1.0,1.100000023841858,4.015184746728017,false,false,,false,isolated_no_outer_body
2241982106860043776,11.5506574699863,0.06431283824182774,4.096138792036148,0.27919906,14.671033,,291.34727517411994,63.37263278127703,10.32266,5.967745702154259,0.013919723,1.0169679,0.094736345,1.0504581,55.93750764440396,49.04420260905819,89.60673101472682,291.34727517411994,63.37263278127703,18.402726626760863,0.01793898,154.3145148294622,0.013768044,5.967745702154259,10.32266,1.0169679,0.094736345,,12.800000190734863,155.39999389648438,3.200000047683716,3.299999952316284,3.173581411297203,false,false,,false,isolated_no_outer_body
2243884124538819968,40.98115634025572,0.1380719070315677,3.50113282663894,0.27867573,12.563464,,307.3658048051478,64.30430814480029,10.314333,4.767534395385239,0.01714109,1.121584,0.15029185,1.1752987,78.64957054353869,68.83493334482304,123.62721359445675,307.3658048051478,64.30430814480029,15.004304375872504,0.0223434,14.857755223797508,0.02151208,4.767534395385239,10.314333,1.121584,0.15029185,,17.299999237060547,14.100000381469727,3.0999999046325684,3.200000047683716,0.604451945495367,false,false,,false,isolated_no_outer_body
1826975222559601664,15.150165745056718,0.35047848831488637,3.7161025137652643,0.41045538,9.053609,,300.57696318438946,22.05671353537716,10.551641,3.659260087801991,0.023347337,1.5501622,0.18937671,1.1481643,55.22936732544531,48.20688180599786,94.50159600129055,300.57696318438946,22.05671353537716,7.343715256777852,0.014672162,-123.00973904689648,0.018822838,3.659260087801991,10.551641,1.5501622,0.18937671,,7.199999809265137,-121.5,1.5,1.5,1.022046793462587,false,false,,false,isolated_no_outer_body
1488345432380006912,25.043772999273866,0.22535284312133186,2.8865145133483248,0.1654495,17.446499,,219.9735019947026,40.97047547777192,10.798076,9.45151836545256,0.012399866,1.0360312,0.09001718,0.8091823,42.03730883022964,36.576349507584716,68.04315011171143,219.9735019947026,40.97047547777192,-63.11786181730274,0.009703026,-28.985357142407576,0.012184053,9.45151836545256,10.798076,1.0360312,0.09001718,,-63.099998474121094,-29.700000762939453,1.7999999523162842,1.7000000476837158,0.1768075651395648,false,false,,false,isolated_no_outer_body
1754650481523724160,395.25860592014794,0.18736518593899654,0.8460105610125322,0.120820396,7.002217,,308.8605088255784,11.260280910133766,9.847315,2.19088194394763,0.036050156,2.5251775,0.3049598,,35.4441981490391,31.042142878983096,59.28911081438831,308.8605088255784,11.260280910133766,-2.2837013367766823,0.039645504,-3.3287183301029293,0.033951778,2.19088194394763,9.847315,2.5251775,0.3049598,,-0.699999988079071,-9.100000381469727,1.5,1.399999976158142,18.097672130827803,false,false,,false,CORROBORATED_real_companion
