source_id,period,eccentricity,semi_amplitude_primary,semi_amplitude_primary_error,significance,inclination,ra,dec,phot_g_mean_mag,parallax,parallax_error,ruwe,astrometric_excess_noise,mass_flame,m2_marg_med_mjup,m2_marg_1sig_lo_mjup,m2_marg_1sig_hi_mjup,ra_right,dec_right,pmra,pmra_error,pmdec,pmdec_error,parallax_right,phot_g_mean_mag_right,ruwe_right,astrometric_excess_noise_right,hip_via_xmatch,simbad_main_id,simbad_otype,tyc_pmRA,tyc_pmDE,tyc_e_pmRA,tyc_e_pmDE,tycho_gaia_chi2,in_sahlmann,in_exoplanet_eu,epx_match,in_sb9,tycho_tier
3241116152743405312,10.21667689050129,0.10755928556093566,0.4226728923641506,0.048759952,8.668444,,80.50494228917846,7.013912733935738,7.1438766,4.766442793454892,0.05433369,2.613647,0.39162382,,5.172533985253689,4.554601928275404,8.27715447488,80.50494228917846,7.013912733935738,0.4333123899187562,0.05412293,-51.446458948889145,0.03702405,4.766442793454892,7.1438766,2.613647,0.39162382,,HD  35017,SB*,0.4000000059604645,-52.20000076293945,1.899999976158142,1.899999976158142,0.15753976831117383,false,false,,false,isolated_no_outer_body
4060893369462326272,18.09698775970477,0.5292008409986967,0.45906944849335996,0.0667537,6.8770633,,265.21827930957005,-27.395816046379128,7.22366,2.3109024233942494,0.02323262,0.85595083,0.11772679,,5.853537837726367,5.120687387839437,8.953771277812276,265.21827930957005,-27.395816046379128,-23.062853916943695,0.024971362,-11.692280435320693,0.014794786,2.3109024233942494,7.22366,0.85595083,0.11772679,,V* V551 Oph,LP*,-20.899999618530273,-14.300000190734863,1.5,1.399999976158142,5.547611514781723,false,false,,false,CORROBORATED_real_companion
3467402659422305408,12.715148547188962,0.2630064185510689,0.584220197750235,0.061566442,9.489264,,180.85602664796048,-31.509531554843377,7.869927,5.4980356530077055,0.026082527,1.0047218,0.1356632,,7.405847422929744,6.5716980426776,11.85252720361565,180.85602664796048,-31.509531554843377,-10.31024611120631,0.025494257,15.521810422923721,0.014714689,5.4980356530077055,7.869927,1.0047218,0.1356632,58787,HD 104701,SB*,-9.600000381469727,16.200000762939453,1.2000000476837158,1.2000000476837158,0.6695099477038378,false,false,,false,isolated_no_outer_body
5081267682097684352,63.32180301052463,0.29912547348157303,0.36523819146059255,0.045135856,8.091974,,54.765771948520765,-28.01981210432969,8.057986,3.192918527857741,0.044554744,2.542878,0.39762837,,7.9331394508205575,6.960172540050607,12.370064752765483,54.765771948520765,-28.01981210432969,26.10734392612251,0.029101936,8.814266712090383,0.041591622,3.192918527857741,8.057986,2.542878,0.39762837,,HD  22824,SB*,27.899999618530273,9.399999618530273,1.2000000476837158,1.2000000476837158,2.4683309661526485,false,false,,false,isolated_no_outer_body
6570048551146317184,13.654628591229336,0.370611659382273,0.7439162760441604,0.07842947,9.485163,,333.2631554847719,-41.743717123073985,8.702561,2.0787082559391115,0.024745781,1.2512407,0.1378653,,9.349166893897998,8.27219149298226,15.072670527941794,333.2631554847719,-41.743717123073985,19.76700808988374,0.017938403,9.208658676580534,0.023454234,2.0787082559391115,8.702561,1.2512407,0.1378653,,HD 210691,SB*,22.0,8.5,1.5,1.5,2.438939656008267,false,false,,false,isolated_no_outer_body
3284226393056468224,15.685189963486023,0.12569141358119507,0.6784232402335634,0.0640492,10.592221,,66.40342406885401,5.645358749523191,6.660947,2.354639765737065,0.02498176,1.20875,0.15263212,,9.75317297274033,8.457229521905777,14.996722246904062,66.40342406885401,5.645358749523191,-0.7693555157817067,0.035057224,3.4293648027716777,0.02272558,2.354639765737065,6.660947,1.20875,0.15263212,20660,HD  28026,SB*,1.0,3.299999952316284,1.2999999523162842,1.2999999523162842,1.860990719607409,false,false,,false,isolated_no_outer_body
4562825959369529728,357.6836066880131,0.3376113344007647,0.26885376654005033,0.038800277,6.929171,,252.00020173013553,19.099005088626505,7.857791,3.4844099799879125,0.019183695,1.0929772,0.12899676,,10.150316541367548,8.995320361933485,15.123457321870921,252.00020173013553,19.099005088626505,-34.87788139663502,0.01519267,-43.1845972270084,0.0153662115,3.4844099799879125,7.857791,1.0929772,0.12899676,,HD 151672,SB*,-37.0,-41.599998474121094,1.0,1.0,7.012708607475444,false,false,,false,CORROBORATED_real_companion
467194452132560768,20.798042555562905,0.34287338465838113,0.6884192934085347,0.1097161,6.2745514,,47.342335971120335,64.29955357542532,6.5671377,3.3072027284963696,0.057902545,2.937391,0.43966284,,10.157910414985365,8.90110001264706,16.309748134982858,47.342335971120335,64.29955357542532,0.8606917865918984,0.021414006,-22.363018782034285,0.05770283,3.3072027284963696,6.5671377,2.937391,0.43966284,,HD  19267,SB*,3.5,-21.600000381469727,1.7000000476837158,1.600000023841858,2.637105367845126,false,false,,false,isolated_no_outer_body
4423178735575616000,11.821711679107889,0.13162077543501258,0.789120299986641,0.13450535,5.8668323,,237.49860082176775,1.7386689202151724,8.583567,2.2612918962955497,0.08128597,5.1633515,0.64802,,10.271607525362462,8.967952913581305,17.288413589959653,237.49860082176775,1.7386689202151724,-14.289760418910282,0.09179898,-0.9023115961285205,0.07200505,2.2612918962955497,8.583567,5.1633515,0.64802,,HD 141633,SB*,-13.300000190734863,-1.100000023841858,1.0,1.100000023841858,1.0035992475491076,false,false,,false,isolated_no_outer_body
3041804832418523264,17.883679254557507,0.07497573576673919,0.7396749260871848,0.062795706,11.779069,,116.50355858728992,-8.455826311146266,8.446157,2.3723455454442384,0.040518794,2.834685,0.35645607,,11.035803829161905,9.70031726790058,17.21968721502257,116.50355858728992,-8.455826311146266,1.1074985828528898,0.0378749,6.357003291796528,0.032113757,2.3723455454442384,8.446157,2.834685,0.35645607,,HD  62930,SB*,3.9000000953674316,3.9000000953674316,1.2999999523162842,1.2999999523162842,8.180257527911925,false,false,,false,CORROBORATED_real_companion
