hip,source_id,Sn,Hpmag,pmRA,pmDE,Plx,ra,dec,phot_g_mean_mag,parallax,ruwe,astrometric_excess_noise,non_single_star,dist_pc
96140,6639040706765739008,7,8.6896,7.66,-3.87,-0.37,293.22142787015775,-57.62259499866134,7.9648495,1.3561117168428376,1.0402585,0.11866419,0,737.4023744357132
17889,4829019511158220928,7,7.2007,19.55,24.75,3.13,57.39938976142863,-52.07983591030579,5.4889274,2.5556884056304834,1.0774621,0.45040563,0,391.2840070005725
83513,5937998243333783296,1,11.291,-1.02,-18.96,16.07,256.0111309903967,-51.09047304869982,11.25248,0.9094127043363818,1.1283343,0.16964689,0,1099.6107655321593
61622,6127688772460862976,7,3.8752,-186.26,-6.01,24.85,189.4244346160047,-48.54133539851064,3.8500426,24.29534892468189,2.8139493,1.3666953,0,41.160141519272024
37865,5518345475656383360,1,7.6218,3.06,49.8,3.29,116.42924910942348,-48.35460970184533,7.059511,4.1626024802891175,0.9865371,0.12051911,0,240.2343256977409
92788,6711558240264081280,7,6.6297,4.28,-3.16,1.71,283.62131783130366,-45.4862853023233,6.627761,2.715844561249333,1.0640479,0.31501457,0,368.20958543370523
109839,6598938768920343424,7,8.2784,-89.18,-102.92,13.3,333.6970179503531,-36.55532226536726,8.034998,13.36853516495085,10.902985,2.3867023,0,74.80251109499
106714,6589639718049005952,7,7.452,89.61,-11.72,16.02,324.2424975485745,-35.88418588597278,7.267534,14.29697340152605,2.4484303,0.7802572,0,69.94487377959734
39121,5596127157289493632,1,7.9506,-58.31,39.03,8.92,120.05732712357874,-31.196264185898116,7.8628254,7.605275024313611,11.031764,2.7113879,0,131.48768411438897
58551,3467750620492891264,1,7.9133,-35.99,-9.77,12.54,180.1008454412149,-30.33661391979207,7.8213873,8.929513293441579,0.98079646,0.14609784,0,111.98818649326226
30583,2895088990103688064,1,6.891,-3.11,-2.53,3.46,96.41863391959066,-29.70298867352528,6.8791995,2.755617708274674,1.0947205,0.38491207,0,362.8950405555756
44824,5650133695272371968,1,4.7275,35.65,0.3,5.82,137.0121721524218,-25.858537004442905,3.9553378,6.239013625646134,1.6638497,0.830234,0,160.2817464429622
92931,4075621946120022912,1,5.9156,-0.4,-13.89,5.13,284.00281566300805,-23.173817001247745,5.879957,2.6483695614943996,0.7155592,0.22363675,0,377.59080701551653
65175,6194416483872872960,1,7.2412,-16.77,28.48,10.71,200.34836380895518,-22.794023376541393,7.0762434,9.585179840712378,0.9877014,0.14645645,0,104.32772432214263
52854,3553945391443041536,1,11.5435,-195.23,-164.5,9.66,162.11656176208058,-20.207047706770766,11.267238,6.142568766048707,1.2323877,0.16670296,0,162.79834025256895
37891,3029560533494670592,1,5.1162,-10.56,6.39,13.87,116.48690700885747,-14.563778570641738,4.935122,14.76027235376195,1.7697932,1.295795,0,67.74942738405026
56901,3572844587575507328,1,6.2189,-36.69,-6.54,5.86,174.96282957695914,-14.468573838231407,6.2081504,5.998762463785679,0.96734774,0.27933702,0,166.70104976434143
108036,6840706910418152320,1,5.1704,311.22,13.46,37.57,328.32546316145744,-13.551712410658338,4.9792275,37.33769197524785,1.0122665,0.55546564,0,26.78258743638805
17593,5114760146310175488,7,4.5239,55.98,59.28,6.78,56.53581852874381,-12.101324281489884,3.6505644,6.3942979251323235,1.7735565,0.90901417,0,156.3893349525634
100926,4218078589606533120,7,6.917,8.74,-8.87,3.39,306.94226643034375,-5.654268496106302,5.5788956,2.9350399219177548,0.8016109,0.22917446,0,340.7108682005934
113896,2635543704085589504,7,6.8189,316.23,38.68,34.03,345.9900666700243,-4.794693616037545,6.5604353,32.820026157710444,0.8166563,0.09791143,0,30.46920179754546
47092,3840286737897541888,7,7.9642,2.48,-25.4,3.93,143.95401525075386,0.20007832131744382,7.561198,4.798654769686691,0.89544404,0.08927188,0,208.39173643351947
19979,3283636741289907328,1,9.6936,0.57,16.77,-7.67,64.27816794774539,4.152380964503294,9.92251,5.165738559451648,0.9086867,0.06974216,0,193.5831611474646
79394,4437692877477200256,1,11.9722,-355.13,-625.54,7.32,243.04700419631803,5.488602287601937,11.469314,11.282340190035159,1.9654443,0.22199674,0,88.63409391636894
73019,1160870909252165248,1,6.8596,3.79,-8.6,3.08,223.8452242351138,6.784726797133715,6.0631437,3.1150793508016745,1.3688017,0.14410767,0,321.01910975161746
47995,3853754312228706304,7,7.4316,20.55,-24.44,4.31,146.75897603886094,7.090879709420901,6.8260355,3.9891405268450955,0.9815593,0.12151037,0,250.68056471574675
108699,2724862565528022016,7,5.7854,-7.67,-1.87,6.03,330.28843771583774,8.257161302677009,5.134697,5.911158103228215,1.1362482,0.4648847,0,169.17158745151443
31699,3351909408288257280,1,8.8563,-5.28,-11.58,2.54,99.47172995331401,11.684641977214238,8.506479,3.0020739294338092,1.0003657,0.14712584,0,333.1030559226101
22667,3296627028792695168,1,4.7029,-0.05,-54.81,5.01,73.13318318973232,14.250398248921895,3.52523,5.812463129775632,1.9369885,1.2930958,0,172.04410207391734
88128,4501903772425258752,1,4.8451,-7.51,-10.46,4.86,270.0142017503803,16.75086939770987,4.3138337,4.304313841910277,2.228629,0.74407786,0,232.3250666025307
94751,4515383166527921152,7,7.1492,2.44,-50.22,17.99,289.2024826157273,18.976027734831064,6.900482,17.91269226445918,0.90646535,0.11024349,0,55.82633728287253
13269,84183768479016192,7,6.7547,184.13,-71.34,17.15,42.6783990390332,19.160156664069053,6.4989386,16.257397446576736,1.1997235,0.16655482,0,61.51046028653046
95260,2024062956715014016,1,5.1604,0.41,-8.9,8.3,290.7120276985987,26.262361951735215,5.1652684,8.907077715398557,2.1352994,1.5582966,0,112.2702677524863
77819,1220326038452305280,1,9.6531,-18.44,-4.86,-2.04,238.34903990336633,26.305917100223713,9.2244625,2.100702312051834,1.090058,0.07672111,0,476.0312749992943
83718,1309272509050291584,1,9.1214,3.14,-3.51,4.46,256.65609901965024,30.41396328262157,9.037058,3.3263161916264474,1.0297718,0.11831865,0,300.6328750457834
106551,1953794542947272192,7,5.0402,115.81,94.73,14.09,323.69475287203414,38.53450900047495,4.5702386,14.009379836295976,1.3949016,0.8907606,0,71.38074716263786
100155,2061357944435040256,7,6.4435,-2.07,-7.43,0.67,304.7397223366093,39.00415019378172,5.529575,0.970654943474107,1.1079946,0.2752334,0,1030.2322228132514
56818,767337315211159168,7,7.4024,-5.04,5.42,2.63,174.70797079950898,39.17260133328841,6.542399,2.5338505960514133,1.0130309,0.12635264,0,394.6562601434885
15731,240943512075500544,7,8.2296,25.23,-38.26,8.11,50.66570856235902,41.926103630685944,8.048794,6.527330112099232,1.5854975,0.27461526,0,153.20199573580223
79700,1381939438687695104,1,12.0668,-72.5,-223.78,16.67,243.98483083272606,42.4009787642208,11.276386,19.998704745245217,0.96242166,0.10140115,0,50.00323834661115
3919,377540789395063552,7,6.1499,61.5,7.0,9.97,12.576517628697285,45.002280593130386,6.1255054,9.618361418341953,1.1569433,0.32999775,0,103.96781286394867
99639,2082604907127210240,7,4.864,13.83,3.0,5.34,303.3253127406228,46.81566905831318,4.779923,5.120707208496006,0.98198974,0.65301603,0,195.28552586268808
110609,1999776222304976384,7,4.6112,-5.55,-2.85,1.45,336.1290951420093,49.4763771500571,4.509516,1.2656283218300588,0.9641886,0.78250915,0,790.1213829934143
30869,992469330385395072,7,7.1009,13.7,24.01,7.75,97.21070362440479,52.4488772814089,6.699879,5.823864840827931,1.3086505,0.18321528,0,171.7072815614722
116948,2017341569086066560,7,6.558,11.97,-4.57,3.46,355.58743479811363,64.5153749516496,5.502545,2.8897370578370403,0.8364663,0.22795364,0,346.05224627201795
92258,2266152945849091584,1,9.2313,2.14,9.8,1.38,282.0211856825071,72.975477255311,8.828565,2.093360079057767,1.1328084,0.11322937,0,477.7009029665386
67951,1728522236956025344,1,8.9819,0.3,11.36,5.65,208.73969218605944,87.39562565294071,9.151063,2.0860773560350934,0.9857638,0.16004606,0,479.3686087943794
78034,5822458022416453120,1,10.5238,-6.17,-6.09,0.94,239.00699936232837,-66.15259166501683,10.923772,0.20286770798494544,1.0280058,0.24305001,0,4929.320737799279
88169,6634945953670365952,1,10.2089,-40.8,-325.55,29.6,270.1083201770434,-61.70257569355888,9.8442135,24.926232224831747,1.1810576,0.090019144,0,40.118377738765936
109930,6411675205518051200,1,13.6154,18.99,0.75,32.96,333.97811581159857,-57.318034914842166,13.348342,2.8425936506764837,0.9946745,0.0,0,351.79139999908847
77075,5882518364107688832,7,8.2527,-11.73,-7.8,4.3,236.07105989869424,-57.11252810201783,8.195936,3.454513508453169,0.87838614,0.1618217,0,289.4763611585271
73154,5901011634228420480,7,6.654,-27.29,-17.51,2.36,224.25777866089226,-51.44733896690397,5.644187,3.896761942032482,1.0187566,0.21870854,0,256.62332338382924
34059,5508149631314682752,1,4.9752,-52.78,140.27,16.51,105.97295228004853,-49.58327601950289,4.8937783,16.20727921504591,1.2814792,0.82782644,0,61.70067083632749
64050,6085010541429705216,1,10.6202,-18.03,-9.07,0.03,196.8993510261156,-48.91644473969179,10.4623,1.651290220713446,1.1363231,0.12227527,0,605.5870660748819
48172,5412985942157778816,1,6.6861,-15.98,16.25,5.02,147.28709542592725,-43.482764946158454,6.1420636,3.8447072799135698,1.393555,0.21394427,0,260.09782467040776
47267,5424835172813227776,7,5.6731,24.17,-31.1,6.87,144.5062169773923,-43.19109883291253,5.254957,6.502261201303908,1.2442493,0.5423017,0,153.79265290042002
45448,5622922534836821120,1,4.727,14.42,-7.56,19.81,138.93790990987128,-37.413178249788615,4.496167,20.20648455755867,1.1178545,0.86146927,0,49.48906362962223
30194,2891385010306101248,1,8.5918,6.67,-27.41,7.11,95.28953562818366,-35.12472809756688,8.4618025,6.966600774159259,0.99233943,0.11777602,0,143.5420275135088
91866,6736469875238407296,1,9.3693,11.57,1.3,9.2,280.9307197497244,-32.48901678305303,8.896377,1.2783461436076176,1.0473876,0.10107208,0,782.260739785159
85569,4057914208312575360,7,6.9959,0.73,-1.35,1.11,262.3038644152074,-31.534291322702593,6.9548163,0.8233163459906421,0.9027052,0.2781511,0,1214.5999588976533
39450,5596171966697284352,1,9.3823,8.82,26.39,12.34,120.96349963553335,-30.967913340279217,9.162806,12.77295361345608,1.0408643,0.090096034,0,78.2904275911969
69139,6172879765505250048,1,10.8018,-30.71,-35.88,-3.79,212.29145642092013,-30.232727377808693,10.646086,1.7562865632763218,1.0595978,0.081215926,0,569.383163835472
85881,4058740285190146176,7,7.2962,-2.39,-2.11,1.02,263.2643340550447,-29.650854674222593,7.0923533,0.6848316814724895,0.7778123,0.10216131,0,1460.2128187905266
13907,5071184095318609280,7,6.3022,0.72,-55.8,7.03,44.77706933724334,-28.907448252151784,5.86744,7.945107927204866,0.93023556,0.14818609,0,125.86361433504223
102978,6801963487915169920,1,4.2197,-8.36,-0.36,3.87,312.9553322987257,-26.919143946973296,3.3990402,5.897469347770312,2.9717102,1.854934,0,169.56425562060366
74539,6226394920579302400,1,6.0066,-13.74,-5.32,3.27,228.47207042129597,-26.19360202754226,5.529739,3.5792388338105043,1.4208671,0.36765376,0,279.38901158361284
3834,2345744256120965504,7,6.0644,78.54,-60.14,17.27,12.308521206847134,-24.136915815173005,5.656901,18.14409285483354,1.0059431,0.23582378,0,55.11435639140275
27670,2915791728902470912,1,6.3267,-3.65,-43.62,7.93,87.86920616077903,-22.92714035586036,5.8970556,7.996995364682081,0.9248275,0.1460135,0,125.04696506595447
17048,5088067817918836480,1,11.1562,0.83,-12.04,8.74,54.821132119593486,-22.329891192193337,10.674099,1.0557551540844918,1.066114,0.074625514,0,947.1893138586281
26715,2965200856577774464,7,8.3899,-3.8,-4.73,3.24,85.16771825455922,-21.230042510073638,7.85005,2.1476424409861257,1.2040753,0.17281352,0,465.6268571135302
38923,5713962677429182720,3,7.2345,0.38,2.41,1.3,119.47537826947934,-20.428674777860163,6.1209054,0.38197621621108596,1.1332262,0.19058868,0,2617.9640447754596
1546,2365099852658642304,1,12.5673,525.64,-102.75,34.47,4.824639428619795,-19.908969948795423,11.638251,29.868574321230707,1.4224011,0.15756454,0,33.48000441016014
910,2416611663182821120,1,5.0025,-83.38,-270.17,53.34,2.8156932027646513,-15.469175920957877,4.7636194,52.94889167785683,1.6932559,0.7332985,0,18.886136580233632
32628,2947305999893187200,1,8.0342,7.6,-8.67,-11.55,102.09230914550169,-15.32979449529067,8.287927,1.3964248466735354,0.88521194,0.21350108,0,716.1144420926979
42213,5746938444192247424,7,8.0634,-33.04,15.44,9.3,129.09536501369666,-13.151263815659776,7.8641505,8.634647308224896,0.9497959,0.14490022,0,115.81248941661512
108468,6840872971033892608,7,7.2927,32.03,62.24,29.93,329.601508898265,-12.66438382956133,7.015011,29.196057382208483,0.9466155,0.10876987,0,34.25119997912392
43035,5749153857042554752,1,6.3301,-31.15,15.95,3.26,131.52849237625048,-11.006694410696197,5.5296288,3.0778275324138598,1.1049651,0.2711896,0,324.90449496230417
112961,2610370969483589888,7,3.8072,17.02,33.03,8.47,343.1537089468947,-7.579451402482835,2.8595295,8.936000082367386,3.0961146,1.4397258,0,111.90689243313807
42368,5755091013674160256,7,6.6177,-8.4,-3.93,3.47,129.5844461371213,-6.662337292217355,6.377418,3.073010880319643,1.5497053,0.27968183,0,325.4137518367601
113781,2634690861019707904,7,6.2645,-5.75,-34.02,2.24,345.63562165004487,-6.574162856656682,5.385575,3.3883092222692053,1.2628678,0.3157298,0,295.1324493725764
67412,3658911226765436032,7,8.6116,-137.0,-43.8,26.5,207.2418590859257,-1.593150264188687,8.319911,22.954596223215493,1.0276533,0.1352232,0,43.56426008437623
86316,4377479050894818432,7,7.9797,0.18,-9.4,2.74,264.54671181171557,4.4912325242693205,7.879634,3.6012242206420884,1.1141392,0.18807214,0,277.6833484202499
31365,3326138848596331008,1,9.0981,-0.05,6.4,-10.59,98.65067858379079,8.352109007995663,9.172679,0.630871896325406,0.9175276,0.15615122,0,1585.107857593004
74165,1183521153726044416,1,11.501,-356.28,-32.51,9.48,227.30480766717224,14.522729060956838,11.317113,9.121720944618675,0.8621864,0.099850856,0,109.62843591372375
45316,687877946334387072,1,8.4394,-16.71,3.23,-0.93,138.53781097008874,25.29228758054548,8.109464,3.427974170087628,1.0408525,0.13537076,0,291.71748396646683
84794,4574048021719710848,1,11.2437,-221.25,355.25,86.27,259.9747987710552,26.50241183806962,10.147985,92.98565081391038,1.4012246,0.24112183,0,10.754347485304722
103200,1845878713633577344,1,5.1534,0.29,-3.76,5.6,313.64014476986824,28.057618564750896,4.486922,5.320275080672412,1.1539475,0.86691266,0,187.96020597371316
117779,2867175035571212416,1,9.7789,-73.83,20.84,44.41,358.28539878993894,29.018151753627162,9.145486,50.228223145721216,1.0555598,0.09434257,0,19.909125534837614
97785,2028837929578636288,1,9.7306,-2.33,-3.11,-0.16,298.0566253855191,29.40765905293748,9.33028,0.30779383729166865,0.90072703,0.06178627,0,3248.927947353246
27783,3443883109274003200,1,8.5908,91.32,-29.61,2.05,88.19319499602825,29.767646431673416,8.89018,10.338844581055387,0.9033997,0.07639961,0,96.72260687933857
23143,156728858488206080,7,7.7864,4.64,-26.25,7.3,74.69279709310177,29.843495814863648,7.6539664,6.401440951320787,1.0086731,0.31798688,0,156.21482844322318
115271,2870368051698195840,7,5.6994,78.16,-68.5,7.77,350.2068735408907,30.414600829869777,4.9639587,6.635576287666549,1.0990762,0.50675434,0,150.70281112714895
13176,141537799678352640,1,6.5482,-21.45,-2.78,10.35,42.36202627769744,37.326397509482646,6.3503795,8.592260951561462,10.152444,1.5349171,0,116.38380231204117
109020,1962474019014830336,1,10.0356,6.54,-1.22,2.87,331.2941545873115,44.064596751979614,9.968722,3.6606255124075195,0.7875629,0.06170855,0,273.177356331738
16667,247789724305286016,1,9.4892,14.43,-26.04,9.24,53.62490745814937,45.80817124166209,9.299001,5.737941286407392,1.0040944,0.088891596,0,174.27853477150416
90865,2145322149875954048,1,6.5642,-4.5,1.37,4.16,278.0473796862962,52.11554391248489,6.5656424,3.5517353765697424,1.0280144,0.29355246,0,281.5525071481529
25069,263006793434290944,7,8.4554,-11.13,-30.62,1.9,80.4999492448235,52.211888498328875,8.326564,3.9535824563150967,0.9510009,0.12244867,0,252.93515717692696
13785,441087304445147264,1,9.4343,394.32,-143.86,29.22,44.372373483112995,52.47659750237437,9.162848,22.201529781119287,1.0838645,0.08124122,0,45.04194124723892
27971,270175746685064704,7,5.2145,2.3,-18.43,6.96,88.74094972933278,59.88829032330466,5.1739206,7.200800963659673,1.2298592,0.70858884,0,138.87343991962925
86346,1436001566431649792,1,10.2974,-23.3,47.71,30.19,264.66502253082655,61.23799231055125,9.804549,,,7.0251284,0,
80781,1625628289560726528,1,10.8844,34.94,1.23,14.74,247.41644017924412,62.08701365225817,10.538214,13.409914082213177,1.0378319,0.09797231,0,74.5716932911892
14791,491266541236888704,7,6.5526,-49.0,-15.97,12.49,47.75255460884367,64.89619574446276,6.477359,12.68636387588156,1.0370151,0.1955454,0,78.82479249244388
1405,528066641362242688,1,12.2091,4.51,0.69,-11.28,4.395400320732501,65.26884655112809,11.686064,0.31202059955019273,1.2391988,0.1361705,0,3204.9166030755496
26372,499749273439407872,7,7.0932,35.49,-99.76,15.71,84.23250474491365,74.31880429327127,6.925689,16.12559356067324,0.8875438,0.123042695,0,62.01322117151575
18548,568205142263138304,1,13.015,-13.57,26.78,-0.46,59.52277264700591,81.23970416418706,12.753649,0.560611393111569,1.4966525,0.13933422,0,1783.766816528088
115746,2304407257482669952,7,5.6313,75.14,20.28,9.79,351.76097112409917,87.30758267868885,5.5121346,10.362135605081923,1.3587188,0.55276155,0,96.50520299209055
93015,6434564460631076864,3,4.4996,-8.46,16.47,6.52,284.23752678628426,-67.23342348412878,4.262779,5.2450901461131965,2.292884,0.8292509,0,190.65449251449692
83944,5913709374299865216,1,12.5298,19.13,-13.8,11.54,257.37627844007886,-61.08950148151056,12.4214525,1.608348982957852,0.9275889,0.04286663,0,621.7556081398075
8236,4719094015106999552,1,9.992,47.54,14.55,10.08,26.511275214501037,-56.958745729248065,9.8094,5.586425955740333,0.9645416,0.12829638,0,179.00532611059666
12307,4738836021261267840,1,11.5308,125.05,172.6,14.91,39.62389154134459,-56.50732770385673,11.037816,12.108534795023324,0.89968437,0.085282296,0,82.58637538961408
60824,6071947793548611456,1,9.1773,-41.72,-4.28,4.66,187.00996867326282,-56.489462470030034,9.047964,3.720080345118483,0.9346318,0.08942529,0,268.81139847213444
54355,5389517691091926784,1,8.0799,-4.99,4.46,9.89,166.80347483306434,-41.45550495146413,8.130939,2.9319214263400375,1.0197626,0.14962931,0,341.0732603596118
65621,6161311769310004224,7,6.5623,-19.65,12.49,8.08,201.81098239112612,-40.1626214144161,6.132792,10.67291129611529,13.223243,1.9377245,0,93.69514767390397
73903,6198060746449027968,1,12.7794,-422.83,-1058.9,34.78,226.55707807696265,-37.426984314437604,12.004274,32.53825969612195,1.1047877,0.12687719,0,30.73305116312611
64003,6142906975452673920,1,5.6541,38.54,-85.33,13.02,196.72629510225232,-35.862402204166344,5.6250243,13.887517804013749,8.804702,3.717663,0,72.00710840572111
80198,6037277305699780480,7,8.3737,1.96,-7.54,4.27,245.59031871845158,-31.251129629714136,7.9348493,3.5925389165949633,0.8861104,0.08549799,0,278.3546742891815
32292,5584343695472423296,7,5.1843,-3.2,5.59,0.9,101.1185958829079,-31.070506985647015,5.071308,1.6454048557314496,1.0874711,0.770145,0,607.7531596656552
31296,2894092214093418240,7,8.2391,2.2,20.38,2.03,98.44246173261062,-30.582770093631478,6.5789967,1.8399475996009567,0.9310643,0.25419918,0,543.4937387439064
54477,3532027383058513664,7,5.4595,-72.79,-22.16,17.97,167.18294346262527,-28.08075244563961,5.421471,18.313902228427466,1.1011497,0.4948975,0,54.60332743546953
80819,6044312015450235904,7,6.9239,-12.39,-13.29,5.78,247.56526402685395,-27.916311297070205,6.8178973,5.451366061653072,0.86997455,0.16111778,0,183.44025858662664
15643,5098203597139547136,1,5.6537,-26.51,-17.91,8.89,50.34991856175339,-23.635261668925406,5.2626553,8.014262698588755,1.3112397,0.5312165,0,124.77754194108107
90016,4089715554928637056,7,7.3205,-1.74,-9.38,2.94,275.5126330581379,-22.92175066292563,7.2730846,3.0696813646475456,0.902635,0.24883112,0,325.76671035523515
32721,2926173936171908480,7,8.2521,-3.1,5.56,0.53,102.39644812168986,-21.181214208799183,8.267355,2.336175204968451,1.0700774,0.2788577,0,428.05008711386637
39524,5713359874483930112,7,6.0693,-6.33,3.8,2.46,121.17254801677343,-19.728141010886787,6.0826006,1.4774203752727102,0.8985272,0.38068578,0,676.8554277014182
73904,6256862422139424256,7,7.8294,17.21,-25.05,3.21,226.56175244230192,-19.377634813910916,7.302238,2.809122384134282,1.275485,0.1648922,2,355.9830663298712
93293,4086649635439979008,1,11.8739,2.6,-20.46,-28.97,285.0340905410537,-18.252838464056858,10.902967,0.32237521129988467,1.1522131,0.3555404,0,3101.9754774810062
77400,6260278742209482496,1,9.8433,-13.15,16.23,4.19,237.0181393140152,-17.775056237425584,9.733485,3.6122329448601285,2.8929129,0.3444886,0,276.83707425981675
14101,5153091836072107136,1,10.5378,-356.78,-302.31,106.16,45.462424511757,-16.59453280551054,10.058402,145.69218853775283,1.0732157,0.15807393,0,6.863785972580628
45424,5731491508412176768,7,6.3312,-11.57,-17.4,8.96,138.85389299693927,-15.024993362091791,6.313243,8.786470815334846,1.0354668,0.27083388,0,113.8113380237627
23203,2987082722815713792,7,8.0596,7.51,-4.27,2.42,74.90148358934464,-14.806256303446665,6.0114017,2.1914216840896876,2.5467157,0.43381286,0,456.32477184116124
49159,5686780623982557184,7,7.6975,-11.11,-5.2,2.01,150.4916886115709,-14.392870857916208,6.842048,1.8954211970927959,1.0789613,0.13062106,0,527.5872199455212
93805,4254395871029677952,1,3.4026,-18.69,-91.02,26.37,286.5621591057804,-4.882960200216354,3.4336429,25.640893345717434,2.349142,2.5767565,0,39.000201222201994
58002,3795348082763752192,7,6.3644,-41.7,3.32,6.98,178.45930164714704,0.5521289583497363,6.269214,8.097285300235177,1.002959,0.18233939,0,123.49818030630045
55816,3914058779800397440,7,6.87,0.89,-18.58,3.78,171.57512983454663,8.659463109202537,6.2295337,3.2311909996693626,1.0488443,0.13737275,0,309.483407233533
49328,3881135931332143744,7,7.1906,3.99,3.85,6.13,151.03491488447247,11.6285379529015,7.085188,7.336219167722718,1.092287,0.16889682,0,136.30999526291637
89247,4578825502824772224,1,8.3463,-126.59,-32.77,20.22,273.17978454066565,24.393292234600903,8.099818,17.92903403172255,1.0495269,0.12514229,0,55.775453280453384
9636,328872006702359296,7,7.8489,75.3,5.36,10.1,30.961427127953566,33.69817274290863,7.656473,9.026489172299065,1.0483503,0.15002473,0,110.78504398685253
25541,182640361821885440,7,5.2363,-1.89,-38.74,7.2,81.9120102569552,34.47570666443864,4.629645,6.435932942088573,1.1213235,0.6449299,0,155.37762885321214
18614,219375904303684224,1,4.0307,3.62,1.74,2.62,59.74126438868437,35.7910420686924,3.9748838,2.445698847170818,2.2362885,1.3281305,0,408.8810857300763
34806,897789765642169984,1,7.8147,-16.45,-11.15,6.77,108.07713684951791,36.127038401951424,7.7492766,8.658037336425302,8.782615,2.256399,0,115.49961742401959
32263,943823774876771456,7,7.5626,4.66,-14.22,8.97,101.04898659535584,36.99393468442348,7.4075246,10.983566713487646,9.167188,1.8236754,0,91.04510639262708
7719,350442122738958336,7,5.1627,-19.78,15.4,13.03,24.837369083178974,44.38621335342802,4.772018,12.359235161535432,1.189318,0.76631284,0,80.9111556605228
71618,1493793375056918016,7,5.4092,-67.73,-18.62,17.54,219.70885000712505,44.404420367941746,5.3838267,17.18442293226082,2.4617126,1.4211988,0,58.19223630271988
117963,1927149699706893952,7,6.9211,9.2,-14.26,3.2,358.90815058417553,46.35823549464332,6.918897,2.9238117195482785,0.96772796,0.29996845,0,342.01928712239294
103360,2168772460856481792,7,6.087,11.92,5.79,4.26,314.1079941637615,49.195888706843526,5.6359653,3.3382749006155894,1.209285,0.2618443,0,299.555917283983
109586,1976779730456798848,1,7.3212,-3.58,-3.18,1.54,332.98969119049224,50.19617307988536,7.126768,0.655624643425491,0.9584841,0.114305966,0,1525.262983976968
109521,2001025095719170560,1,5.4316,122.24,47.7,17.81,332.7922253864202,50.823573536482165,5.352735,17.885033139940425,0.96804017,0.5281853,0,55.91267246616525
103343,2169781576315488512,7,6.5792,4.85,3.23,3.48,314.05334658331077,51.07504229228129,6.584635,3.065265781030024,1.0233556,0.37807003,0,326.2359845559523
9458,514910026967367296,1,12.8493,-1.91,7.48,-3.93,30.417199330856686,63.511167965823596,11.65272,0.31888056134159903,1.1177189,0.15727955,0,3135.970395287769
95977,2242787430409682048,7,8.7182,4.04,-10.62,3.11,292.75081601558645,66.25672924874814,8.270473,2.8620485783647713,0.9648168,0.103256404,0,349.40007921575847
89448,2259778527188126464,1,6.1244,16.77,-64.02,11.81,273.82139345932796,68.75553647434897,5.6676817,11.915188959405029,1.173438,0.23359458,0,83.92649108688023
1041,537481007814722688,1,10.6644,-10.66,5.25,-1.57,3.2541301082285004,72.52194548968295,11.456248,0.5611667606083635,0.9685029,0.15681951,0,1782.0014836871226
79153,5834901092488648064,1,5.5752,-13.35,-59.33,11.65,242.3271648255258,-57.93458382802271,5.565596,12.630616888550318,2.721153,1.7395328,0,79.17269669595491
95801,6645370354689103872,1,8.6646,19.68,-104.76,2.25,292.2961613944154,-53.09686126215279,8.744841,7.3606584769558525,1.2246784,0.13540441,0,135.85741046547918
52651,5360428461720736640,1,11.9838,-73.12,-81.11,3.59,161.50191662737058,-52.51453271763817,11.560912,11.567209005812545,1.91535,0.27183226,0,86.4512778750257
32494,5502040955163208832,1,5.5317,-22.28,-91.0,3.96,101.71931735425845,-51.26606568710988,4.9148126,3.5149788799459545,1.105322,0.54986435,0,284.49673075002255
88633,6707106730011510016,1,11.409,-121.96,-16.07,17.72,271.44903241104936,-48.507624371639864,10.715094,34.252872063253164,0.98939234,0.1769452,0,29.194632150943345
62655,6079851839031910656,7,6.2762,-47.94,6.71,5.33,192.58086836818393,-48.45951600229287,6.244108,5.7325129335698835,2.709369,0.76758105,0,174.44356630125503
39083,5518646462668896768,1,9.3028,-5.51,11.62,1.85,119.93939853102263,-47.29561372664025,9.402364,3.052174854846585,1.5893494,0.32936364,0,327.63522653759105
5165,4933453324590295040,1,3.4646,-80.81,34.97,0.12,16.520955996941634,-46.7183906492276,3.7442322,,,194.56577,0,
103081,6482555256964451456,7,7.6483,51.06,4.84,4.56,313.28766568082074,-46.61791608162008,7.5638223,6.597471387341132,1.0274385,0.17502508,0,151.57322272268516
74329,5904209082753017600,7,7.5198,35.44,-48.22,8.14,227.88333079462302,-45.27940625759541,7.0724106,6.025308437936424,0.97243035,0.10658072,0,165.96660740283775
74100,6003713579391234048,7,5.7981,-20.49,-20.52,8.42,227.1631969973342,-42.86801803487044,5.80913,6.93532454916175,1.0340575,0.43445492,0,144.18935882688672
16112,4860838961053966976,1,5.8699,76.79,6.06,7.17,51.889676635061335,-35.68129915012018,5.315132,6.855770989299457,0.86211634,0.36480305,0,145.86251518039447
40717,5644231345068115456,1,11.9269,-6.31,8.81,-7.72,124.67515378304759,-30.639711308074183,11.93487,0.5521424706487104,0.9877667,0.1301325,0,1811.1267528924252
58962,3486853672952159872,1,10.3498,-286.99,-274.86,0.23,181.3521319976206,-26.5967015149146,10.200156,8.143541725029833,1.0253692,0.10156331,0,122.79669384224057
23430,2959158391646286080,7,5.1748,86.16,-75.99,13.99,75.54134570962474,-26.275364526936286,4.717308,14.139752577586137,1.8947102,0.6631678,0,70.7225953575147
