source_id,nss_solution_type,period,eccentricity,semi_amplitude_primary,semi_amplitude_primary_error,significance,t_periastron,arg_periastron,inclination,bit_index,flags,ra,dec,phot_g_mean_mag,bp_rp,parallax,parallax_error,ruwe,ipd_frac_multi_peak,non_single_star,mass_flame,f_M_mjup,m2_face_mjup,m2_marg_1sig_lo_mjup,m2_marg_med_mjup,m2_marg_1sig_hi_mjup,hip,chisq,hgca_tier,in_sb9
6414733497113114880,SB1,1101.0865343962532,0.4701127164672623,1.456553182409303,0.11575609,12.582952,547.4186617785724,45.09998312447364,,127,0,277.08637529912795,-74.57095603293583,9.134664,1.143136,6.379073754634035,0.07980149,6.7589855,0,3,,0.25392407861835137,68.1292900755933,69.03362979990627,79.67606270003557,131.69542948137465,,,,false
577600125523574400,SB1,41.31824275381362,0.2799306317456281,3.173564895306961,0.24534921,12.934889,-16.080326028509013,189.1695410937649,,127,0,133.65440416387077,1.4500891100099977,10.017604,0.7126875,7.193660449009046,0.055039722,2.6746213,0,2,1.084496,0.12683156302028892,56.51197551788445,57.25495535021096,65.9848545104391,108.30373123141837,,,,false
581201571564630784,SB1,404.91735275839534,0.24608445924457995,0.5381698806052481,0.054454833,9.882867,63.64128361849271,123.3678001726377,,127,0,132.33713401920988,3.684028121529265,7.7863955,0.94221497,31.179958377397124,0.029219106,1.42784,37,2,0.8409571,0.0062378081552722535,17.138172259625,17.35913280917291,19.947207062215664,32.2851835386672,,,,false
1551272338265370752,SB1,62.76706965124601,0.2723500018896946,1.5477774794400465,0.19486745,7.9427195,-25.29555356720403,201.2273341883391,,127,8192,199.6872623870315,46.75356167679181,10.076503,0.77246284,5.631735383131009,0.08798585,5.3643513,24,2,1.1919488,0.02250366798174966,33.3227299509183,33.75439582626891,38.81427901097767,63.033293802178875,,,,false
1205386699088308608,SB1,439.3229450902827,0.5945668434273969,2.05518506339293,0.12181837,16.870895,-202.66789751987275,98.68261745751924,,127,0,243.21101235284192,21.541526025009663,7.8236256,1.3949285,5.842282080925642,0.023882253,1.1745331,0,2,,0.21517007752202408,64.3236717541399,65.1755693059553,75.19716124465012,124.08601042156177,,,,true
4790318076251714432,SB1,34.7289040605909,0.1719940820397807,3.8413880858108396,0.4080315,9.41444,8.579288759005625,5.159790936308588,,127,0,71.83808034977558,-45.259114752661134,10.88124,0.8981333,7.593321857586036,0.0112307975,0.9066382,0,2,,0.2042660167887965,63.17466742594496,64.01077541545045,73.84552515449742,121.79446164484779,,,,false
5026773274484687616,SB1,135.91922949892205,0.4196363883108179,2.1860881912607226,0.16750747,13.050691,37.04359403187594,275.2583933637695,,127,0,19.540005937233953,-32.66003329874584,9.2785425,1.1215811,5.322603836800544,0.018055031,1.1359022,0,2,1.4099805,0.11526622819109339,64.96758098493376,65.81861186510703,75.81216757949629,124.10452607641672,6086,0.7142000198364258,isolated_lt5,false
3543969247567034112,SB1,41.71837554096937,0.3093164567871414,3.9419604174611096,0.3839749,10.266193,11.201439388389673,119.69770058983705,,127,0,177.9173898438966,-18.219662556677267,11.974901,1.2274752,5.2409100366107335,0.099883325,6.516206,0,3,,0.23853491993667736,66.66582961414304,67.54997613368013,77.95329961566257,128.76564771528038,,,,false
2903706790441607552,SB1,981.2814252047021,0.5495562817683199,1.3130990939561655,0.17960301,7.3111196,-432.6930240194988,340.46846622605153,,127,8192,85.93763674040258,-31.060660660892918,9.308829,0.6763706,8.523298352227311,0.034963712,3.0178764,0,2,1.1332842,0.1406242162130121,60.27091358911537,61.06382687615392,70.38141645201225,115.5744025361443,,,,false
5497364766569973632,SB1,1033.4505887798925,0.3994571993895816,0.8674893078681856,0.07048375,12.30765,-497.14637348876016,246.93612612097053,,127,0,103.39043532091497,-54.88248552453864,7.6496167,1.2802348,6.330272997130614,0.022407364,1.417255,0,2,,0.05642085778635726,40.58286289871495,41.11269073568165,47.331020559068136,77.29379893521681,,,,false
3221826084523275264,SB1,983.5572014198011,0.7263469873885814,1.0145061744558954,0.092074946,11.018266,491.16087227945934,61.7599848780917,,127,0,81.8996123647705,0.7020251263353819,7.9357405,1.1500502,5.040104998233925,0.03552007,1.4747841,0,2,2.2516758,0.036195817573637996,59.60850578778714,60.37996714024604,69.42150614541588,112.66459555550777,,,,false
5917074949359384320,SB1,358.7391617714942,0.34882444178927546,0.5612101496521045,0.10461242,5.364661,-61.37485931980793,78.27230732710217,,127,0,255.61695419431396,-56.680241562907604,7.339503,0.7349491,13.420132609804876,0.056446202,2.39858,49,2,1.2477561,0.005665494388429186,21.54896410486858,21.82624948296451,25.073027304612367,40.52554858402204,,,,false
1224588432716924544,SB1,60.40553449805803,0.4969135572456909,2.692352689363389,0.08232575,32.70365,19.973898606312954,136.74256643386212,,127,0,236.91959386343862,28.469674238286167,7.3274345,0.6127081,11.013272748444567,0.06629542,3.4387314,1,2,1.5166652,0.08362454805907027,61.06831373513543,61.865433197432154,71.22053921905331,116.2902250297167,77373,0.7354999780654907,isolated_lt5,false
