hip,source_id,nss_solution_type,period,eccentricity,significance,nss_table,Sn,Hpmag
2,2341871673090078592,AstroSpectroSB1,577.8361470443562,0.43561854247424225,366.8203,nss_two_body_orbit,75,9.4017
