run,camcol,field,ra,dec,mjd_r,mjd_g,mjd_i
5224,5,364,210.673405996016,23.3314376665991,53462.24408337,53462.24740043,53462.24491263
5224,5,365,210.833664244646,23.3039570726636,53462.244498,53462.24781506,53462.24532727
5224,5,366,210.993847635478,23.2763089955927,53462.24491263,53462.24822969,53462.2457419
5224,5,367,211.15398196901,23.248498181888,53462.24532727,53462.24864432,53462.24615653
5224,5,368,211.314041198727,23.2205282237065,53462.2457419,53462.24905896,53462.24657116
5224,5,369,211.474030847686,23.1924140976477,53462.24615653,53462.24947359,53462.24698579
5224,5,370,211.633961109795,23.1641411267501,53462.24657116,53462.24988822,53462.24740043
5224,5,371,211.793816477518,23.1357108486219,53462.24698579,53462.25030285,53462.24781506
5224,5,372,211.953630103684,23.1070968112614,53462.24740043,53462.2507174901,53462.24822969
5224,5,373,212.113369123446,23.0783410974508,53462.24781506,53462.25113212,53462.24864432
5224,5,374,212.273034301919,23.0494284305198,53462.24822969,53462.25154675,53462.24905896
5224,5,375,212.432621917088,23.0203613819442,53462.24864432,53462.25196138,53462.24947359
5224,5,376,212.592139596522,22.9911330919812,53462.24905896,53462.25237602,53462.24988822
5224,5,377,212.751597241256,22.961745800337,53462.24947359,53462.25279065,53462.25030285
5224,5,378,212.910989243492,22.9322031402722,53462.24988822,53462.25320528,53462.2507174901
5224,5,379,213.070320937028,22.9025073513137,53462.25030285,53462.2536199099,53462.25113212
5224,5,380,213.229566562186,22.8726401269232,53462.2507174901,53462.25403455,53462.25154675
5224,5,381,213.388748779118,22.8426191222703,53462.25113212,53462.25444918,53462.25196138
5224,5,382,213.547855790499,22.8124428728749,53462.25154675,53462.25486381,53462.25237602
5224,5,383,213.706901947446,22.7821114466202,53462.25196138,53462.2552784401,53462.25279065
5224,5,384,213.865884238879,22.7516292714508,53462.25237602,53462.25569308,53462.25320528
5224,5,385,214.024788310409,22.7210044194528,53462.25279065,53462.25610771,53462.2536199099
5224,5,386,214.183627630896,22.6902374766204,53462.25320528,53462.25652234,53462.25403455
5224,5,387,214.342392223028,22.6593231424423,53462.2536199099,53462.25693697,53462.25444918
5224,5,388,214.501090312424,22.6282501180332,53462.25403455,53462.25735161,53462.25486381
5224,5,389,214.659696809578,22.5970134002566,53462.25444918,53462.2577662401,53462.2552784401
5224,5,390,214.818243463636,22.5656238613464,53462.25486381,53462.25818087,53462.25569308
5224,5,391,214.976731318321,22.5340766519317,53462.2552784401,53462.2585955,53462.25610771
5224,5,392,215.135150289844,22.5023802661046,53462.25569308,53462.25901014,53462.25652234
5224,5,393,215.293480821641,22.4705338254504,53462.25610771,53462.25942477,53462.25693697
5224,5,394,215.45173521715,22.4385440052619,53462.25652234,53462.2598394,53462.25735161
5224,5,395,215.60991737149,22.4063908721981,53462.25693697,53462.26025403,53462.2577662401
5224,5,396,215.768032579262,22.3740865188595,53462.25735161,53462.26066867,53462.25818087
5224,5,397,215.926075076459,22.3416366699774,53462.2577662401,53462.2610833,53462.2585955
5224,5,398,216.084039648369,22.3090466896965,53462.25818087,53462.26149793,53462.25901014
5224,5,399,216.241928772348,22.2763096547059,53462.2585955,53462.26191256,53462.25942477
5224,5,400,216.399752234014,22.2434156466929,53462.25901014,53462.26232719,53462.2598394
5224,5,401,216.557507290906,22.2103698504709,53462.25942477,53462.26274183,53462.26025403
5224,5,402,216.715190735314,22.1771757036311,53462.2598394,53462.26315646,53462.26066867
5224,5,403,216.872797350846,22.143836490511,53462.26025403,53462.2635710901,53462.2610833
5224,5,404,217.03032156652,22.1103423481043,53462.26066867,53462.26398572,53462.26149793
5224,5,405,217.187777115166,22.0767019917534,53462.2610833,53462.26440036,53462.26191256
5224,5,406,217.345162803296,22.0429107099407,53462.26149793,53462.26481499,53462.26232719
5224,5,407,217.50246051499,22.0089765474279,53462.26191256,53462.26522962,53462.26274183
5224,5,408,217.659692611613,21.9748995985032,53462.26232719,53462.26564425,53462.26315646
5224,5,409,217.816853564238,21.9406882004733,53462.26274183,53462.26605889,53462.2635710901
5224,5,410,217.973944056044,21.9063365633415,53462.26315646,53462.26647352,53462.26398572
5224,5,411,218.130956416699,21.8718406753171,53462.2635710901,53462.26688815,53462.26440036
5224,5,412,218.287899637168,21.8372080132056,53462.26398572,53462.26730278,53462.26481499
5224,5,413,218.444748094864,21.8024456129626,53462.26440036,53462.26771742,53462.26522962
5224,5,414,218.60150512158,21.7675423064681,53462.26481499,53462.26813205,53462.26564425
5224,5,415,218.758171469161,21.7324905586801,53462.26522962,53462.26854668,53462.26605889
5224,5,416,218.914783604357,21.6972324057516,53462.26564425,53462.26896131,53462.26647352
5224,5,417,219.071305282585,21.6618251904962,53462.26605889,53462.26937595,53462.26688815
5224,5,418,219.227731021518,21.6262658022059,53462.26647352,53462.26979058,53462.26730278
5224,5,419,219.384070753917,21.5905329909841,53462.26688815,53462.2702052099,53462.26771742
5224,5,420,219.540438864459,21.5547088161083,53462.26730278,53462.27061984,53462.26813205
5224,5,421,219.696709071655,21.5187837186956,53462.26771742,53462.27103448,53462.26854668
5224,5,422,219.852913148563,21.4827282951431,53462.26813205,53462.27144911,53462.26896131
5224,5,423,220.009039627868,21.4465278372275,53462.26854668,53462.27186374,53462.26937595
5224,5,424,220.165084488183,21.4101790911845,53462.26896131,53462.27227837,53462.26979058
5224,5,425,220.321030578667,21.3736859042777,53462.26937595,53462.27269301,53462.2702052099
5224,5,426,220.476882132425,21.3370543797723,53462.26979058,53462.2731076401,53462.27061984
5224,5,427,220.632636757072,21.300278163446,53462.2702052099,53462.27352227,53462.27103448
5224,5,428,220.788299384515,21.2633374095131,53462.27061984,53462.2739369,53462.27144911
5224,5,429,220.943924028567,21.2262591491115,53462.27103448,53462.27435154,53462.27186374
5224,5,430,221.099494318047,21.1890552170999,53462.27144911,53462.27476617,53462.27227837
5224,5,431,221.254986754366,21.1517297446104,53462.27186374,53462.2751808,53462.27269301
5224,5,432,221.410381066818,21.1142850176868,53462.27227837,53462.27559543,53462.2731076401
5224,5,433,221.565687542459,21.0767006440582,53462.27269301,53462.27601007,53462.27352227
5224,5,434,221.720935678754,21.0389692556335,53462.2731076401,53462.2764247,53462.2739369
5224,5,435,221.876162732868,21.0010487971213,53462.27352227,53462.27683933,53462.27435154
5224,5,436,222.031298735502,20.9630050681622,53462.2739369,53462.27725396,53462.27476617
5224,5,437,222.186319416497,20.9248608266231,53462.27435154,53462.2776685901,53462.2751808
5224,5,438,222.341244452696,20.8865934996119,53462.27476617,53462.27808323,53462.27559543
5224,5,439,222.49608278901,20.8481999832544,53462.2751808,53462.27849786,53462.27601007
5224,5,440,222.65085019029,20.8096556556076,53462.27559543,53462.27891249,53462.2764247
5224,5,441,222.805545511463,20.7709562357091,53462.27601007,53462.27932712,53462.27683933
5224,5,442,222.96016308254,20.732100714813,53462.2764247,53462.27974176,53462.27725396
5224,5,443,223.114712951535,20.6930933007352,53462.27683933,53462.2801563901,53462.2776685901
5224,6,363,210.596415128364,23.7716569172218,53462.24366874,53462.24698579,53462.244498
5224,6,364,210.757204499449,23.7442526486957,53462.24408337,53462.24740043,53462.24491263
5224,6,365,210.917934258855,23.7166868117265,53462.244498,53462.24781506,53462.24532727
5224,6,366,211.078588894262,23.6889513129766,53462.24491263,53462.24822969,53462.2457419
5224,6,367,211.239199099346,23.6610556239703,53462.24532727,53462.24864432,53462.24615653
5224,6,368,211.399726009987,23.6330010631582,53462.2457419,53462.24905896,53462.24657116
5224,6,369,211.560182674063,23.6048084637023,53462.24615653,53462.24947359,53462.24698579
5224,6,370,211.720578299975,23.5764513927815,53462.24657116,53462.24988822,53462.24740043
5224,6,371,211.880895183555,23.5479373497166,53462.24698579,53462.25030285,53462.24781506
5224,6,372,212.041171584634,23.519233980287,53462.24740043,53462.2507174901,53462.24822969
5224,6,373,212.201370665168,23.4903989509385,53462.24781506,53462.25113212,53462.24864432
5224,6,374,212.361493127295,23.4614070997273,53462.24822969,53462.25154675,53462.24905896
5224,6,375,212.521537445388,23.432260107062,53462.24864432,53462.25196138,53462.24947359
5224,6,376,212.68151159247,23.4029498881987,53462.24905896,53462.25237602,53462.24988822
5224,6,377,212.841424790068,23.37347874824,53462.24947359,53462.25279065,53462.25030285
5224,6,378,213.001269213939,23.3438508604049,53462.24988822,53462.25320528,53462.2507174901
5224,6,379,213.161052976575,23.3140690623887,53462.25030285,53462.2536199099,53462.25113212
5224,6,380,213.320749527675,23.2841150275502,53462.2507174901,53462.25403455,53462.25154675
5224,6,381,213.480388484802,23.2540125939324,53462.25113212,53462.25444918,53462.25196138
5224,6,382,213.639946979748,23.2237517780217,53462.25154675,53462.25486381,53462.25237602
5224,6,383,213.799440915118,23.1933307454081,53462.25196138,53462.2552784401,53462.25279065
5224,6,384,213.958866050232,23.1627558697691,53462.25237602,53462.25569308,53462.25320528
5224,6,385,214.118212472708,23.1320384194281,53462.25279065,53462.25610771,53462.2536199099
5224,6,386,214.277494974954,23.1011764375284,53462.25320528,53462.25652234,53462.25403455
5224,6,387,214.436707736591,23.0701666141529,53462.2536199099,53462.25693697,53462.25444918
5224,6,388,214.595853268655,23.0389958142178,53462.25403455,53462.25735161,53462.25486381
5224,6,389,214.7549034718,23.0076632363376,53462.25444918,53462.2577662401,53462.2552784401
5224,6,390,214.913891444974,22.9761762785603,53462.25486381,53462.25818087,53462.25569308
5224,6,391,215.072820048079,22.9445330747703,53462.2552784401,53462.2585955,53462.25610771
5224,6,392,215.231677342369,22.9127416292864,53462.25569308,53462.25901014,53462.25652234
5224,6,393,215.390442022409,22.8808015363007,53462.25610771,53462.25942477,53462.25693697
5224,6,394,215.549126910314,22.8487193954586,53462.25652234,53462.2598394,53462.25735161
5224,6,395,215.707740421798,22.816469890359,53462.25693697,53462.26025403,53462.2577662401
5224,6,396,215.866288328858,22.7840708125593,53462.25735161,53462.26066867,53462.25818087
5224,6,397,216.024762187446,22.7515276953103,53462.2577662401,53462.2610833,53462.2585955
5224,6,398,216.183161267668,22.718846008234,53462.25818087,53462.26149793,53462.25901014
5224,6,399,216.341484719297,22.686018545481,53462.2585955,53462.26191256,53462.25942477
5224,6,400,216.499741869504,22.6530327114274,53462.25901014,53462.26232719,53462.2598394
5224,6,401,216.657925197766,22.6198925013951,53462.25942477,53462.26274183,53462.26025403
5224,6,402,216.816033203667,22.5866039695222,53462.2598394,53462.26315646,53462.26066867
5224,6,403,216.97406186546,22.5531730072676,53462.26025403,53462.2635710901,53462.2610833
5224,6,404,217.132004670722,22.5195863879254,53462.26066867,53462.26398572,53462.26149793
5224,6,405,217.289880766627,22.4858543191521,53462.2610833,53462.26440036,53462.26191256
5224,6,406,217.447685334009,22.4519688039879,53462.26149793,53462.26481499,53462.26232719
5224,6,407,217.605398434141,22.4179410933097,53462.26191256,53462.26522962,53462.26274183
5224,6,408,217.763045072319,22.3837696745913,53462.26232719,53462.26564425,53462.26315646
5224,6,409,217.920624227256,22.3494646763748,53462.26274183,53462.26605889,53462.2635710901
5224,6,410,218.078134031399,22.3150174631713,53462.26315646,53462.26647352,53462.26398572
5224,6,411,218.235565279979,22.2804227889467,53462.2635710901,53462.26688815,53462.26440036
5224,6,412,218.392929921556,22.2456903470941,53462.26398572,53462.26730278,53462.26481499
5224,6,413,218.550199723715,22.2108256646004,53462.26440036,53462.26771742,53462.26522962
5224,6,414,218.707374473947,22.1758196249039,53462.26481499,53462.26813205,53462.26564425
5224,6,415,218.864451634152,22.1406685488956,53462.26522962,53462.26854668,53462.26605889
5224,6,416,219.021481233679,22.1053109815484,53462.26564425,53462.26896131,53462.26647352
5224,6,417,219.178410752839,22.0698071990625,53462.26605889,53462.26937595,53462.26688815
5224,6,418,219.335238168887,22.0341537810255,53462.26647352,53462.26979058,53462.26730278
5224,6,419,219.491974313019,21.9983287323562,53462.26688815,53462.2702052099,53462.26771742
5224,6,420,219.64874758481,21.9624064974288,53462.26730278,53462.27061984,53462.26813205
5224,6,421,219.805411431371,21.9263822207,53462.26771742,53462.27103448,53462.26854668
5224,6,422,219.962008108347,21.8902260961689,53462.26813205,53462.27144911,53462.26896131
5224,6,423,220.11852838391,21.8539223589347,53462.26854668,53462.27186374,53462.26937595
5237,1,34,212.69532835946,21.2573360763332,53469.3187956,53469.32211266,53469.31962486
5237,1,35,212.85276858792,21.2278681984025,53469.31921023,53469.32252729,53469.32003949
5237,1,36,213.010142980234,21.1982457992094,53469.31962486,53469.32294192,53469.32045413
5237,1,37,213.167451321379,21.1684691688289,53469.32003949,53469.32335655,53469.32086876
5237,1,38,213.324693398732,21.1385385984176,53469.32045413,53469.3237711901,53469.32128339
5237,1,39,213.481869002081,21.1084543802008,53469.32086876,53469.32418582,53469.32169802
5237,1,40,213.638977923607,21.0782168074721,53469.32128339,53469.32460045,53469.32211266
5237,1,41,213.796025176147,21.0478223568689,53469.32169802,53469.32501508,53469.32252729
5237,1,42,213.952996829477,21.0172624006271,53469.32211266,53469.32542971,53469.32294192
5237,1,43,214.109900925744,20.9865462305022,53469.32252729,53469.32584435,53469.32335655
5237,1,44,214.266736234225,20.9556765162346,53469.32294192,53469.32625898,53469.3237711901
5237,1,45,214.423523034907,20.9246688040314,53469.32335655,53469.32667361,53469.32418582
5237,1,46,214.580243901334,20.893517606653,53469.3237711901,53469.32708824,53469.32460045
5237,1,47,214.736877824149,20.8622037350405,53469.32418582,53469.32750288,53469.32501508
5237,1,48,214.89345061005,20.8307435999756,53469.32460045,53469.32791751,53469.32542971
5237,1,49,215.049965111862,20.7991372607146,53469.32501508,53469.3283321401,53469.32584435
5237,1,50,215.206414311171,20.7673918163924,53469.32542971,53469.32874677,53469.32625898
5237,1,51,215.362792019363,20.7354759209386,53469.32584435,53469.32916141,53469.32667361
5237,1,52,215.519107572315,20.7034039869618,53469.32625898,53469.32957604,53469.32708824
5237,1,53,215.675351864255,20.6711843637516,53469.32667361,53469.32999067,53469.32750288
5237,1,54,215.831525515837,20.6388244575211,53469.32708824,53469.3304053,53469.32791751
5237,1,55,215.987624183844,20.6063161358557,53469.32750288,53469.33081994,53469.3283321401
5237,1,56,216.143655111974,20.5736614182248,53469.32791751,53469.33123457,53469.32874677
5237,1,57,216.299616518507,20.5408688421738,53469.3283321401,53469.3316492,53469.32916141
5237,1,58,216.455513494208,20.5079493697467,53469.32874677,53469.33206383,53469.32957604
5237,1,59,216.611347428611,20.4748519314641,53469.32916141,53469.33247847,53469.32999067
5237,1,60,216.767106914443,20.4416061157969,53469.32957604,53469.3328931,53469.3304053
5237,1,61,216.922807617087,20.4082199007578,53469.32999067,53469.33330773,53469.33081994
5237,1,62,217.078436768634,20.3746857085278,53469.3304053,53469.33372236,53469.33123457
5237,1,63,217.233991092525,20.3410082680998,53469.33081994,53469.334137,53469.3316492
5237,1,64,217.389459258554,20.3071691356962,53469.33123457,53469.33455163,53469.33206383
5237,1,65,217.544870211129,20.2732065201027,53469.3316492,53469.33496626,53469.33247847
5237,1,66,217.700209596201,20.2390893972567,53469.33206383,53469.3353808901,53469.3328931
5237,1,67,217.85548632896,20.2048182044225,53469.33247847,53469.33579553,53469.33330773
5237,1,68,218.010688628083,20.1703993736453,53469.3328931,53469.33621016,53469.33372236
5237,1,69,218.165819937891,20.1358453927236,53469.33330773,53469.33662479,53469.334137
5237,1,70,218.320873638243,20.101157487559,53469.33372236,53469.33703942,53469.33455163
5237,1,71,218.475850146151,20.0663129186006,53469.334137,53469.33745406,53469.33496626
5237,1,72,218.630756734452,20.0313351330248,53469.33455163,53469.33786869,53469.3353808901
5237,1,73,218.785604892962,19.9962211920802,53469.33496626,53469.33828332,53469.33579553
5237,1,74,218.94036904953,19.9610008544051,53469.3353808901,53469.33869795,53469.33621016
5237,1,75,219.095054681837,19.9255803543509,53469.33579553,53469.33911259,53469.33662479
5237,1,76,219.249705126707,19.8900290130253,53469.33621016,53469.33952722,53469.33703942
5237,1,77,219.404262207462,19.8543524733711,53469.33662479,53469.33994185,53469.33745406
5237,1,78,219.558751673124,19.818544615581,53469.33703942,53469.34035648,53469.33786869
5237,1,79,219.713171163494,19.7825917229581,53469.33745406,53469.34077111,53469.33828332
5237,1,80,219.867524564002,19.7464824457559,53469.33786869,53469.34118575,53469.33869795
5237,1,81,220.021804466128,19.7102321005046,53469.33828332,53469.34160038,53469.33911259
5237,1,82,220.176020593605,19.6738468360377,53469.33869795,53469.34201501,53469.33952722
5237,1,83,220.330165959854,19.6373221990023,53469.33911259,53469.34242964,53469.33994185
5237,1,84,220.484226698344,19.6006631302548,53469.33952722,53469.34284428,53469.34035648
5237,1,85,220.638210465379,19.5638759469046,53469.33994185,53469.34325891,53469.34077111
5237,1,86,220.792115338686,19.5269610795139,53469.34035648,53469.34367354,53469.34118575
5237,1,87,220.945964052131,19.4899068406108,53469.34077111,53469.34408817,53469.34160038
5237,1,88,221.099743593679,19.4527076463449,53469.34118575,53469.34450281,53469.34201501
5237,1,89,221.25345102733,19.415367237081,53469.34160038,53469.3449174401,53469.34242964
5237,1,90,221.407066162648,19.3778703232594,53469.34201501,53469.34533207,53469.34284428
5237,1,91,221.560648938974,19.3402443378733,53469.34242964,53469.3457467,53469.34325891
5237,1,92,221.714140075396,19.3024810424894,53469.34284428,53469.34616134,53469.34367354
5237,1,93,221.8675482784,19.2645780060916,53469.34325891,53469.34657597,53469.34408817
5237,1,94,222.02086653198,19.2265417659854,53469.34367354,53469.3469906,53469.34450281
5237,1,95,222.174122825646,19.1883665999628,53469.34408817,53469.34740523,53469.3449174401
5237,1,96,222.327311022223,19.1500537819022,53469.34450281,53469.34781987,53469.34533207
5237,1,97,222.480420948965,19.1116165165596,53469.3449174401,53469.3482345,53469.3457467
5237,1,98,222.633445797736,19.0730517411359,53469.34533207,53469.34864913,53469.34616134
5237,1,99,222.786390624882,19.03436125735,53469.3457467,53469.34906376,53469.34657597
5237,2,34,212.783889388929,21.6690622909247,53469.3187956,53469.32211266,53469.31962486
5237,2,35,212.941760947433,21.6395010582184,53469.31921023,53469.32252729,53469.32003949
5237,2,36,213.099567495302,21.6097854945094,53469.31962486,53469.32294192,53469.32045413
5237,2,37,213.257308814914,21.5799158870839,53469.32003949,53469.32335655,53469.32086876
5237,2,38,213.41498469106,21.5498925243304,53469.32045413,53469.3237711901,53469.32128339
5237,2,39,213.572594910962,21.5197156957269,53469.32086876,53469.32418582,53469.32169802
5237,2,40,213.730139264251,21.4893856918405,53469.32128339,53469.32460045,53469.32211266
5237,2,41,213.887623104582,21.4588980018626,53469.32169802,53469.32501508,53469.32252729
5237,2,42,214.045034502868,21.4282459986962,53469.32211266,53469.32542971,53469.32294192
5237,2,43,214.202379331319,21.3974365462424,53469.32252729,53469.32584435,53469.32335655
5237,2,44,214.35965410001,21.3664745149674,53469.32294192,53469.32625898,53469.3237711901
5237,2,45,214.516874479247,21.3353776002429,53469.32335655,53469.32667361,53469.32418582
5237,2,46,214.674029073672,21.3041392463503,53469.3237711901,53469.32708824,53469.32460045
5237,2,47,214.831100078913,21.272737029203,53469.32418582,53469.32750288,53469.32501508
5237,2,48,214.988107995866,21.2411877282409,53469.32460045,53469.32791751,53469.32542971
5237,2,49,215.145053259451,21.2094929139976,53469.32501508,53469.3283321401,53469.32584435
5237,2,50,215.301931634496,21.1776569881849,53469.32542971,53469.32874677,53469.32625898
5237,2,51,215.458738115577,21.1456536205169,53469.32584435,53469.32916141,53469.32667361
5237,2,52,215.615478354403,21.1134919418449,53469.32625898,53469.32957604,53469.32708824
5237,2,53,215.772145754934,21.0811813637896,53469.32667361,53469.32999067,53469.32750288
5237,2,54,215.928741500274,21.0487270794231,53469.32708824,53469.3304053,53469.32791751
5237,2,55,216.085264933836,21.0161242938784,53469.32750288,53469.33081994,53469.3283321401
5237,2,56,216.241719284905,20.9833724093495,53469.32791751,53469.33123457,53469.32874677
5237,2,57,216.398101910436,20.9504848069299,53469.3283321401,53469.3316492,53469.32916141
5237,2,58,216.554418888895,20.9174659646826,53469.32874677,53469.33206383,53469.32957604
5237,2,59,216.710671927211,20.8842764643745,53469.32916141,53469.33247847,53469.32999067
5237,2,60,216.866850648431,20.8509392954553,53469.32957604,53469.3328931,53469.3304053
5237,2,61,217.022967330546,20.8174594580657,53469.32999067,53469.33330773,53469.33081994
5237,2,62,217.17900975629,20.7838310505521,53469.3304053,53469.33372236,53469.33123457
5237,2,63,217.334975202682,20.7500575146418,53469.33081994,53469.334137,53469.3316492
5237,2,64,217.490849847811,20.7161289956617,53469.33123457,53469.33455163,53469.33206383
5237,2,65,217.646668767506,20.6820703610639,53469.3316492,53469.33496626,53469.33247847
5237,2,66,217.802414193678,20.6478579396743,53469.33206383,53469.3353808901,53469.3328931
5237,2,67,217.958101779471,20.6134918026323,53469.33247847,53469.33579553,53469.33330773
5237,2,68,218.113719486473,20.578976997451,53469.3328931,53469.33621016,53469.33372236
5237,2,69,218.269265493225,20.5443278622485,53469.33330773,53469.33662479,53469.334137
5237,2,70,218.424730558762,20.509543789894,53469.33372236,53469.33703942,53469.33455163
5237,2,71,218.580113632963,20.4746057757006,53469.334137,53469.33745406,53469.33496626
5237,2,72,218.735424941375,20.4395329064497,53469.33455163,53469.33786869,53469.3353808901
5237,2,73,218.890672706777,20.4043222060532,53469.33496626,53469.33828332,53469.33579553
5237,2,74,219.045830340387,20.3689914021682,53469.3353808901,53469.33869795,53469.33621016
5237,2,75,219.200917765981,20.3334782426338,53469.33579553,53469.33911259,53469.33662479
5237,2,76,219.355963375465,20.2978303358957,53469.33621016,53469.33952722,53469.33703942
5237,2,77,219.510920354961,20.2620583273722,53469.33662479,53469.33994185,53469.33745406
5237,2,78,219.665808884582,20.2261555441089,53469.33703942,53469.34035648,53469.33786869
5237,2,79,219.820629048584,20.1901075104477,53469.33745406,53469.34077111,53469.33828332
5237,2,80,219.975380889793,20.1539031121692,53469.33786869,53469.34118575,53469.33869795
5237,2,81,220.130053495788,20.1175569972393,53469.33828332,53469.34160038,53469.33911259
5237,2,82,220.284662722386,20.0810706972516,53469.33869795,53469.34201501,53469.33952722
5237,2,83,220.4391984333,20.0444470896597,53469.33911259,53469.34242964,53469.33994185
5237,2,84,220.593647554717,20.0076917351557,53469.33952722,53469.34284428,53469.34035648
5237,2,85,220.748018455221,19.970808057677,53469.33994185,53469.34325891,53469.34077111
5237,2,86,220.902307531055,19.9337947403942,53469.34035648,53469.34367354,53469.34118575
5237,2,87,221.056538536837,19.896639425451,53469.34077111,53469.34408817,53469.34160038
5237,2,88,221.21069564369,19.8593393822154,53469.34118575,53469.34450281,53469.34201501
5237,2,89,221.364778532185,19.8218988580612,53469.34160038,53469.3449174401,53469.34242964
5237,2,90,221.518776899982,19.7843046332667,53469.34201501,53469.34533207,53469.34284428
5237,2,91,221.672735408187,19.7465795632814,53469.34242964,53469.3457467,53469.34325891
5237,2,92,221.826605583096,19.7087157948073,53469.34284428,53469.34616134,53469.34367354
5237,2,93,221.980397826687,19.6707102622807,53469.34325891,53469.34657597,53469.34408817
5237,2,94,222.13410139077,19.632570850023,53469.34367354,53469.3469906,53469.34450281
5237,2,95,222.287740524223,19.5942956570859,53469.34408817,53469.34740523,53469.3449174401
5237,2,96,222.441306912983,19.5558843336836,53469.34450281,53469.34781987,53469.34533207
5237,2,97,222.594792773083,19.5173476947101,53469.3449174401,53469.3482345,53469.3457467
5237,2,98,222.748192164977,19.4786817602603,53469.34533207,53469.34864913,53469.34616134
5237,2,99,222.901508597645,19.4398897766159,53469.3457467,53469.34906376,53469.34657597
5237,2,100,223.054762237509,19.4009478599076,53469.34616134,53469.3494784,53469.3469906
5237,2,101,223.20796006873,19.3618767258583,53469.34657597,53469.34989303,53469.34740523
5237,2,102,223.361079180265,19.3226877777174,53469.3469906,53469.35030766,53469.34781987
5237,2,103,223.514125328799,19.2833766799924,53469.34740523,53469.35072229,53469.3482345
5237,2,104,223.667093176116,19.2439371085336,53469.34781987,53469.35113693,53469.34864913
5237,2,105,223.820004630936,19.2043260666612,53469.3482345,53469.35155156,53469.34906376
5237,2,106,223.972823404234,19.1645899510192,53469.34864913,53469.3519661901,53469.3494784
5237,2,107,224.125548332765,19.1247311208686,53469.34906376,53469.35238082,53469.34989303
5237,2,108,224.278198180623,19.0847630557948,53469.3494784,53469.3527954599,53469.35030766
5237,2,109,224.430773056366,19.044661193345,53469.34989303,53469.35321009,53469.35072229
5237,2,110,224.583276731287,19.0044128295552,53469.35030766,53469.35362472,53469.35113693
5237,3,34,212.873003814337,22.0803345425419,53469.3187956,53469.32211266,53469.31962486
5237,3,35,213.031327175751,22.050686266311,53469.31921023,53469.32252729,53469.32003949
5237,3,36,213.189583483233,22.0208840630931,53469.31962486,53469.32294192,53469.32045413
5237,3,37,213.347772519017,21.990928225838,53469.32003949,53469.32335655,53469.32086876
5237,3,38,213.505894067798,21.9608190485899,53469.32045413,53469.3237711901,53469.32128339
5237,3,39,213.663947916743,21.930556826474,53469.32086876,53469.32418582,53469.32169802
5237,3,40,213.821933855477,21.9001418556955,53469.32128339,53469.32460045,53469.32211266
5237,3,41,213.979857581394,21.8695686462125,53469.32169802,53469.32501508,53469.32252729
5237,3,42,214.137709181801,21.8388325752792,53469.32211266,53469.32542971,53469.32294192
5237,3,43,214.295492346616,21.807938093443,53469.32252729,53469.32584435,53469.32335655
5237,3,44,214.453201905216,21.7768917779267,53469.32294192,53469.32625898,53469.3237711901
5237,3,45,214.610851248891,21.7457114505089,53469.32335655,53469.32667361,53469.32418582
5237,3,46,214.768435842354,21.714388773529,53469.3237711901,53469.32708824,53469.32460045
5237,3,47,214.925941092539,21.6828980821248,53469.32418582,53469.32750288,53469.32501508
5237,3,48,215.083382157342,21.651256527672,53469.32460045,53469.32791751,53469.32542971
5237,3,49,215.24075711997,21.619467882748,53469.32501508,53469.3283321401,53469.32584435
5237,3,50,215.398064944802,21.5875371157214,53469.32542971,53469.32874677,53469.32625898
5237,3,51,215.555301989711,21.5554441872411,53469.32584435,53469.32916141,53469.32667361
5237,3,52,215.712470203066,21.5231929669469,53469.32625898,53469.32957604,53469.32708824
5237,3,53,215.86956552037,21.4907939216543,53469.32667361,53469.32999067,53469.32750288
5237,3,54,216.026589340308,21.4582495502619,53469.32708824,53469.3304053,53469.32791751
5237,3,55,216.183542745335,21.4255557266922,53469.32750288,53469.33081994,53469.3283321401
5237,3,56,216.340424037963,21.3927080585632,53469.32791751,53469.33123457,53469.32874677
5237,3,57,216.497229696711,21.3597247527959,53469.3283321401,53469.3316492,53469.32916141
5237,3,58,216.653966775555,21.3266038089493,53469.32874677,53469.33206383,53469.32957604
5237,3,59,216.810637620485,21.2933178065368,53469.32916141,53469.33247847,53469.32999067
5237,3,60,216.967234901943,21.2598854665227,53469.32957604,53469.3328931,53469.3304053
5237,3,61,217.123768525942,21.2263099981756,53469.32999067,53469.33330773,53469.33081994
5237,3,62,217.280226861182,21.1925871994171,53469.3304053,53469.33372236,53469.33123457
5237,3,63,217.436607742908,21.1587192201005,53469.33081994,53469.334137,53469.3316492
5237,3,64,217.592894602542,21.1247044913143,53469.33123457,53469.33455163,53469.33206383
5237,3,65,217.749126538978,21.0905521840729,53469.3316492,53469.33496626,53469.33247847
5237,3,66,217.905281135385,21.0562446183848,53469.33206383,53469.3353808901,53469.3328931
5237,3,67,218.061380768731,21.0217814490938,53469.33247847,53469.33579553,53469.33330773
5237,3,68,218.217413132314,20.9871663467929,53469.3328931,53469.33621016,53469.33372236
5237,3,69,218.373371303333,20.9524157143332,53469.33330773,53469.33662479,53469.334137
5237,3,70,218.529245224624,20.9175290347427,53469.33372236,53469.33703942,53469.33455163
5237,3,71,218.685033587381,20.8824923046375,53469.334137,53469.33745406,53469.33496626
5237,3,72,218.840749630919,20.8473202998002,53469.33455163,53469.33786869,53469.3353808901
5237,3,73,218.996398296753,20.8120100066389,53469.33496626,53469.33828332,53469.33579553
