run,camcol,field,ra,dec,mjd_r,mjd_g,mjd_i
5224,4,421,219.588604684146,21.1114484061279,53462.26771742,53462.27103448,53462.26854668
5224,4,422,219.744408624191,21.0754837887213,53462.26813205,53462.27144911,53462.26896131
5224,4,423,219.900132619786,21.0393723012031,53462.26854668,53462.27186374,53462.26937595
5224,4,424,220.055772906046,21.0031153984787,53462.26896131,53462.27227837,53462.26979058
5224,4,425,220.211321228029,20.9667201342986,53462.26937595,53462.27269301,53462.2702052099
5224,4,426,220.366780992152,20.9301894509795,53462.26979058,53462.2731076401,53462.27061984
5224,4,427,220.522148431727,20.8935152092409,53462.2702052099,53462.27352227,53462.27103448
5224,4,428,220.677427586022,20.8566804876177,53462.27061984,53462.2739369,53462.27144911
5224,4,429,220.832667274838,20.8197099269762,53462.27103448,53462.27435154,53462.27186374
5224,4,430,220.987853396497,20.7826162234274,53462.27144911,53462.27476617,53462.27227837
5224,4,431,221.142960787524,20.7454004073123,53462.27186374,53462.2751808,53462.27269301
5224,4,432,221.297970298784,20.7080623176086,53462.27227837,53462.27559543,53462.2731076401
5224,4,433,221.452895453604,20.6705799322807,53462.27269301,53462.27601007,53462.27352227
5224,4,434,221.607758276193,20.6329516100331,53462.2731076401,53462.2764247,53462.2739369
5224,4,435,221.762598307781,20.5951318127404,53462.27352227,53462.27683933,53462.27435154
5224,4,436,221.917349894928,20.5571855964954,53462.2739369,53462.27725396,53462.27476617
5224,4,437,222.071986949424,20.5191371016403,53462.27435154,53462.2776685901,53462.2751808
5224,4,438,222.226527860958,20.4809626470481,53462.27476617,53462.27808323,53462.27559543
5224,4,439,222.380986281335,20.4426607490204,53462.2751808,53462.27849786,53462.27601007
5224,4,440,222.535379912204,20.4042113108799,53462.27559543,53462.27891249,53462.2764247
5224,4,441,222.689708406859,20.3656104062142,53462.27601007,53462.27932712,53462.27683933
5224,4,442,222.843961931873,20.3268638483947,53462.2764247,53462.27974176,53462.27725396
5224,4,443,222.99815241467,20.287972198772,53462.27683933,53462.2801563901,53462.2776685901
5224,5,363,210.513085147438,23.358755845037,53462.24366874,53462.24698579,53462.244498
