source_id,phot_g_mean_mag,bp_rp,distance_pc,period_d,eccentricity,M_host_assumed_cascade_msun,M_host_corrected_msun,M_2_face_cascade_MJ,M_2_face_corrected_MJ,M_2_marg_cascade_MJ,M_2_marg_corrected_MJ,simbad_otype,corrected_verdict,note
6422387644229686272,17.185696,0.8016033,51.17114406141612,416.3814073563632,0.09828446027996006,0.09408501893639833,0.6,32.15526805225282,94.7,33.99350230650081,100.1,WD*,STELLAR_M_DWARF_COMPANION_TO_WD,Cascade M_1 default 0.09 was wrong for WD host (typical 0.6 M_sun). Re-derived M_2 by scaling with (M_total_new/M_total_old)^(2/3). New M_2 ~ 95 MJ stellar.
