source_id,nss_solution_type,period,eccentricity,a_phot_mas,sin_i,cos_i,i_deg,a_phot_au,parallax,distance_pc,M_host_msun_used,M_2_mjup_ours,phot_g_mean_mag,bp_rp,ruwe,significance,HIP,Name,Vmag,SpType,snrPMaH2G2,BinH2G2,tier_a,sahl_confirmed,hgca_strong,priority_score,in_stefansson,astrometric_excess_noise_sig,i_constraint_quality,M_2_median_true,M_2_1sigma_lo,M_2_1sigma_hi,M_2_2sigma_lo,M_2_2sigma_hi,P_substellar,i_median_deg,i_1sigma_lo,i_1sigma_hi,a_phot_au_median,a_phot_au_sigma,ti_snr_median,in_nasa_exo,s_sig,s_ruwe,s_mass,rank_score
5642454293756185216,AstroSpectroSB1,276.50717418915633,0.373545736894845,0.8857708946552081,0.9358274398294204,-0.3524585122568507,110.63776263678758,0.058127267889853666,15.238474588788005,65.62336631356585,1.0,76.85098404630723,11.730746,1.832839,2.8467593,66.2124,,,,,,,0,0,0,4,false,625.0574,TIGHT,76.87030287957873,69.9612768966742,84.11206737201006,63.64432934995644,91.61687330262353,0.6668,110.56562544783348,107.51541378208661,113.77312942640762,0.0583514381942333,0.0037328691994858196,10.174601866827775,false,5.0,0.35127662531918313,0.0,5.3512766253191835
1390358021264524544,AstroSpectroSB1,564.9641223749068,0.4866406758418746,1.1561456474654601,0.9561042370561273,-0.2930267699090318,107.03925150859442,0.09612112245685704,12.028008182950463,83.13928497467155,1.0,79.02629657443411,10.958255,1.1486397,3.2369525,52.18294,,,,,,,0,0,0,4,false,340.1157,TIGHT,79.30284798702293,73.69371765515669,84.85562560755733,68.33867079817745,90.11686623278847,0.5522,106.97762459988074,105.71651344496306,108.19010695051318,0.0963591395829288,0.002570916561565109,11.816413588119886,false,5.0,0.3089325530726818,0.0,5.308932553072681
530277454305601920,AstroSpectroSB1,484.0070686830706,0.25394103220394987,1.0707013836457067,0.9214324516345027,0.3885385914871647,67.13640318480738,0.08125126502976508,13.177658012505683,75.88601852096886,1.0,73.82839839964927,10.958668,1.2979784,3.7797234,76.77582,,,,,,,0,0,0,4,false,408.5728,TIGHT,73.84963801118943,68.0766586310566,79.89552596050538,62.44328955486349,86.09451494058024,0.8445,67.21553305875025,64.64291968751198,69.74120577751286,0.08151093250090335,0.003749491830864111,16.192453433902624,false,5.0,0.2645696243275368,0.0,5.264569624327537
1644373176107337344,AstroSpectroSB1,591.4551353938447,0.5397390261477146,0.8210206774807277,0.9796442776203436,0.20074134931726245,78.41968553786855,0.0846279576250985,9.70153009148402,103.07652407096047,1.0,67.00277253815764,10.96672,1.111598,2.6649735,32.98023,75202.0,G 239-52,11.147,M3.5,2.98,0.0,0,0,0,4,false,217.63092,TIGHT,66.98761033862242,62.21076566541567,72.07697284453066,57.378834083829005,77.07430933105135,0.9953,78.46296223684743,74.85170918707364,81.92021173543594,0.08481637225156635,0.0030199558582729887,10.362989118416866,false,3.298023,0.3752382528381614,0.03657113336185809,3.7098323862000195
1398115488116027264,AstroSpectroSB1,290.6743215931472,0.3808532221533499,0.5867434194307773,0.73279613250487,-0.6804482553331332,132.8786812339241,0.052622015541196686,11.150151004220431,89.68488405417031,1.0,66.8952401905575,10.267478,0.99587536,2.561445,30.851458,,,,,,,0,0,0,4,false,143.21901,TIGHT,67.99390509829195,62.50622759465833,73.75775821338239,57.30580428479603,79.59055919239496,0.9779,131.42636810244625,126.58131580345011,135.99668207281405,0.053467279164610484,0.0027100955702832517,9.364562679847092,false,3.0851458000000003,0.3904046348838253,0.005118010095062964,3.4806684449788885
4539057576001089408,AstroSpectroSB1,855.8380725681343,0.8148027395911521,2.327134827897206,0.9047067090115308,0.426034940667459,64.7838106203737,0.12696240573442288,18.32932208897376,54.55739143792791,1.0,79.14266843918885,10.335466,1.4956284,4.11259,32.23995,91479.0,LP 335-104,10.805,,6.22,1.0,0,0,1,3,false,768.3205,TIGHT,79.37134846876775,72.84916796624012,85.97130158619053,66.8014804086645,92.30117397724126,0.5381,64.9005087125802,61.33639639696258,68.32731719638484,0.1273121663537934,0.005735180707461176,11.956302730099448,false,3.2239950000000004,0.2431557728827819,0.0,3.4671507728827824
5776191054129718912,AstroSpectroSB1,238.43340878367002,0.23921526146189526,0.39912459434758585,0.7875062232781703,-0.6163066998647285,128.04692890194474,0.04946008621062101,8.069629976946507,123.92141930383693,1.0,71.97107390742136,10.669576,0.9257126,2.0028348,29.121508,,,,,,,0,0,0,4,false,102.023834,MODERATE,73.79706816838402,63.05971006621274,86.12060204708139,54.976169613768555,100.4179715905133,0.7006,127.51785092550011,115.0250408592851,141.01481524670572,0.05072025886587679,0.00697792302994863,5.083699092120265,false,2.9121508,0.4992923030896008,0.0,3.411443103089601
6717694064902244224,AstroSpectroSB1,288.6869870483536,0.4795180130649118,0.6374097573842705,0.8449306113622645,0.5348759313924958,57.66450222207713,0.06106568942063338,10.438099748512743,95.80287831053575,1.0,78.52671248117265,10.775556,1.0561123,2.847868,28.526398,,,,,,,0,0,0,4,false,152.30821,MODERATE,78.85116763969481,69.97687123628998,88.40557002790842,62.11404883080406,97.69783502750171,0.5484,58.057532002313835,49.460904030423954,65.04013477156192,0.061566859304765756,0.005632649551834527,7.259010796524878,false,2.8526398000000004,0.35113987024679516,0.0,3.2037796702467958
1378978110276584704,AstroSpectroSB1,213.8546352900514,0.4969692219974956,0.6233174238041908,0.4685130106143642,-0.883456597057866,152.06218394271718,0.03947895995454264,15.788597889151557,63.336846439486955,1.0,61.37836377900984,8.773908,0.9693527,2.7977343,27.653563,,,,,,,0,0,0,1,false,198.51357,MODERATE,62.60086536645403,57.38552288520463,68.22943369471919,52.6104263314231,73.94335996881222,0.9983,149.38683311696605,139.53991246276834,158.52843051643063,0.04020232130309227,0.0022545421873278776,10.969332024959327,false,2.7653563,0.3574320835255871,0.07570800038984729,3.1984963839154346
6354671987249126784,AstroSpectroSB1,172.50505682306812,0.5334736547855762,0.30479434663628124,0.9422489781237424,-0.33491321745306335,109.56726083064306,0.009938970731348782,30.666590623405398,32.608776511229735,1.0,17.356996793822127,9.486942,1.759284,1.8424913,18.099491,,,,,,,1,0,0,3,false,55.368214,TIGHT,17.462755767822834,15.832670555006894,19.20057997573368,14.254967746410255,20.95526248561917,1.0,109.22925673431,104.50471033844318,114.44906476479417,0.010019440842115257,0.0007107078894562656,4.232215251342939,false,1.8099491,0.5427434039987055,0.7380592189297603,3.090751722928466
1678059429243445248,AstroSpectroSB1,439.49051104928304,0.4030567502104758,0.4702359483992973,0.7386688072293071,0.6740685374844555,47.61814149966241,0.03492322170824825,13.46485018844169,74.26744345498966,1.0,33.01477661476752,8.464821,0.8593683,1.8941462,20.813896,,,,,,,1,0,0,5,false,82.77254,MODERATE,33.8189265331127,29.21331028548956,39.22106401484263,25.349698727630397,44.94717580476947,1.0,50.14925823615549,39.83172340461426,59.00668030320888,0.0358722922418016,0.004668481057192552,5.455431709902883,false,2.0813896,0.5279423520739845,0.4381603024403816,3.047492254514366
4617906887715392256,AstroSpectroSB1,740.0838861240948,0.3290682317738743,0.35384613654000346,0.881584459114738,-0.47202631435903536,118.1659095740455,0.1133162266336293,3.122643129337941,320.2415257141532,1.0,77.7580570003877,12.455995,1.0782633,1.8587812,23.660477,,,,,,,1,0,0,1,false,48.78579,MODERATE,79.51417382591742,65.81079047291034,93.63498820071895,53.7783544563313,108.47631573490317,0.5148,116.99702659825122,108.55590451001602,127.02086178983292,0.11618621638550707,0.01782190176098843,4.038938450699372,false,2.3660477,0.5379869346644995,0.0,2.9040346346645
4548345494311521920,AstroSpectroSB1,254.4058319821317,0.4544034845640273,0.31784995001212746,0.9868930560423809,0.1613756361268025,80.7132479231697,0.05528176476059587,5.749634646951192,173.92409455620998,1.0,77.28266961281328,10.918582,1.0186205,1.4164054,21.34842,,,,,,,1,0,0,2,false,46.723076,TIGHT,78.46826158065991,71.43919735475089,85.84193303690435,65.0002477875663,93.24678318330136,0.5816,80.87047353131125,76.06739740216578,85.64420806852722,0.05613675934664901,0.0034848933326658105,3.530099487344078,false,2.1348420000000004,0.7060125582689815,0.0,2.840854558268982
4854976609869179648,AstroSpectroSB1,406.5013768822883,0.47566114441492535,0.5158934630598577,0.9971229129151172,0.07580169219530312,85.65271298259522,0.052339500615423376,9.856675302473835,101.4540876424142,1.0,52.75413255329301,10.013044,0.8825636,1.8515992,19.752312,,,,,,,1,0,0,5,false,79.71287,TIGHT,52.85334360959595,47.30814650086383,58.50057856608945,42.513167831737555,64.07691021150642,1.0,85.66664999173713,82.43583730168594,88.71751443975236,0.05249631048360945,0.004062796955183137,5.314991049198561,false,1.9752312,0.5400736833327645,0.19903862235616981,2.7143435056889347
5454062631414334976,AstroSpectroSB1,670.4163312410283,0.25214254627318994,0.3184406425132427,0.9918094937869443,0.12772598809202945,82.66179444787761,0.0968247018075631,3.2888368006145403,304.05886963231,1.0,70.66986417886876,9.097097,1.3561907,1.5571854,20.42564,,,,,,,1,0,0,2,false,40.318466,TIGHT,71.54973370570579,65.34867109866244,78.28372456433382,59.1773180790884,84.87242678340218,0.8891,82.86748017649376,79.4259781092237,86.24376235178485,0.09808397332422786,0.005908798501617252,2.656780731842335,false,2.042564,0.6421842896805994,0.0,2.6847482896805994
5981932494567274368,AstroSpectroSB1,413.89033110584506,0.5046260866299882,0.4076127697744315,0.9927357515627352,-0.12031511779145335,96.91028926447241,0.05042936135272459,8.082846160263916,123.71879659371726,1.0,50.14260374025029,9.869778,0.8594065,1.7230688,17.798157,,,,,,,1,0,0,5,false,63.692093,MODERATE,50.84154491212371,46.265275884504895,55.71836983765192,41.97439888068694,61.01595501056248,1.0,96.66996346070222,90.37294841613584,102.67098649534547,0.05105497585192881,0.003426183391080583,3.792194735629969,false,1.7798157000000001,0.5803598788394287,0.23730056236796904,2.5974761412073977
