source_id,Class_shahaf,M2_shahaf,first_fail_main,first_fail_wider,phot_g_mean_mag,significance,period,eccentricity,parallax,nss_parallax,plx_used,plx_source,a_phot_mas,M1_used,fM,M2_v2,class_v2,logg_used,logg_source,cbias_risk_v2,filter29,filter30,filter31,filter32,sini_implied_v2,K_pred_i90_v2,tier_v2,rv_amp_robust,rv_chisq_pvalue,ruwe,bp_rp,nss_solution_type,reason_no_v2
2080945469200565248,NS,1.381396130166509,F#5,NONE,13.294159889221191,54.25931167602539,196.64003858005705,0.045149291731162396,1.487461707062165,1.3905876523580052,1.3905876523580052,NSS,0.6970383930313961,1.0996922254562378,0.4345217708329749,1.3921406818221609,dormant_NS_candidate,4.280300140380859,gspphot,False,PASS,PASS,NO_DATA,NO_DATA,,,Tier-2 (RV inconclusive — needs follow-up),,,3.267643451690674,0.8431863784790039,Orbital,
678085695778294784,WD,0.533993929427487,F#5,F#5,16.35734748840332,34.538875579833984,693.8574833868194,0.1319278561670089,3.407361505754498,3.221456243028968,3.221456243028968,NSS,2.595782148929895,1.5,0.14497326179536435,0.9563676666301433,WD_or_low_mass_star,4.880099773406982,gspphot,True,PASS,FAIL,NO_DATA,NO_DATA,,,Rejected — class=WD_or_low_mass_star,,,3.240424633026123,1.9148550033569336,Orbital,
5283631903842076032,NS,1.113276314615741,F#3,F#3,13.3058443069458,31.28715705871582,90.75407764058359,0.31350928998263744,3.461912601821934,3.3765738366764193,3.3765738366764193,NSS,0.9621173669075962,0.7882305383682251,0.37471714433487113,1.1022606052052915,WD_or_low_mass_star,4.486199855804443,gspphot,False,PASS,PASS,NO_DATA,NO_DATA,,,Rejected — class=WD_or_low_mass_star,,,5.045851707458496,1.1442699432373047,Orbital,
1434445448240677376,NS,1.327231784700157,F#5,NONE,13.64698600769043,82.5003890991211,572.4227597979572,0.30127439454408306,1.2807473087611407,1.4386065194247268,1.4386065194247268,NSS,1.4435620544001306,0.9806292057037354,0.4113646452251478,1.2816674593743986,dormant_NS_candidate,3.7741000652313232,gspphot,False,PASS,PASS,NO_DATA,NO_DATA,,,Tier-2 (RV inconclusive — needs follow-up),,,6.11016845703125,0.7939090728759766,Orbital,
1695294922548180224,NS,1.480247632168239,F#5,NONE,13.11996841430664,79.89119720458984,601.1775441016509,0.571448384574944,1.0875757900645378,1.343517002737875,1.343517002737875,NSS,1.4970401538237013,1.126360535621643,0.5106764092632118,1.5350537551266665,dormant_NS_candidate,4.229700088500977,gspphot,False,PASS,PASS,NO_DATA,NO_DATA,,,Tier-2 (RV inconclusive — needs follow-up),,,7.230953693389893,0.8298845291137695,Orbital,
2581557958039687296,WD,0.511310412707729,F#5,NONE,13.39709186553955,78.9050064086914,317.36179900885065,0.015042687234302618,21.745535054059093,14.973274143742264,14.973274143742264,NSS,7.184313226535096,1.5,0.14631087192655123,0.9603318278389095,WD_or_low_mass_star,4.78000020980835,gspspec_ann,True,PASS,FAIL,PASS,FAIL,1.3146131551559646,16.450988651201833,Rejected — class=WD_or_low_mass_star,43.25337219238281,0.0,25.852985382080078,2.0653305053710938,Orbital,
3072288654854260864,WD,0.591834754095502,F#5,F#5,14.255661010742188,228.71102905273438,608.47293221289,0.029838662414401394,7.739640095602026,8.471301303921704,8.471301303921704,NSS,6.67218673563605,1.5,0.17605651998594385,1.044645363691071,WD_or_low_mass_star,4.563700199127197,gspphot,True,PASS,FAIL,NO_DATA,NO_DATA,,,Rejected — class=WD_or_low_mass_star,,,23.55461311340332,2.017472267150879,Orbital,
6588211521163024640,BH,2.407129600947613,F#2,F#2,14.190253257751465,10.419976234436035,943.3326302158465,0.9737359163639909,1.2478093474081131,0.9962129673562496,0.9962129673562496,NSS,1.9579737090756988,1.5,1.138189910365367,2.7314992908029625,dormant_NS_candidate,4.571400165557861,gspphot,False,PASS,PASS,NO_DATA,NO_DATA,,,Tier-2 (RV inconclusive — needs follow-up),,,1.6392836570739746,0.7452707290649414,Orbital,
347695336533949440,NS,0.877704948840798,F#2,F#2,15.90019702911377,11.242593765258789,836.6169219627163,0.8221018701342295,2.9420806665657313,4.407716411609814,4.407716411609814,NSS,5.7040472284013175,1.5,0.4130813276486795,1.5747873187246864,dormant_NS_candidate,4.613800048828125,gspphot,True,PASS,FAIL,NO_DATA,NO_DATA,,,Demoted (failed F#30 K-giant chromatic),,,5.889289855957031,1.7447776794433594,Orbital,
5913084821648555520,WD,0.608188045167131,F#5,F#5,15.98232364654541,49.25461196899414,611.961011438392,0.09973266302657036,3.5550736397571807,3.584604901507854,3.584604901507854,NSS,2.8589110919506004,1.5,0.18072199315294657,1.0572772228842053,WD_or_low_mass_star,,NONE,True,PASS,FAIL,NO_DATA,NO_DATA,,,Rejected — class=WD_or_low_mass_star,,,3.311415195465088,1.8882713317871094,Orbital,
