source_id,Class,M2min,M1,P,e,s,nss_solution_type,significance,period,eccentricity,parallax,nss_parallax,phot_g_mean_mag,bp_rp,ruwe,a_thiele_innes,b_thiele_innes,rv_amplitude_robust,rv_chisq_pvalue,first_fail_main,first_fail_wider,fails_main
6345215740573418240,WD,0.768704971396743,0.510639,459.2676260756612,0.024640110471319,319.69852,Orbital,319.69852,459.26762607566116,0.024640110471318945,8.07566692236968,7.584593833604032,14.202115,1.8794031,20.024624,3.7516896760671576,-2.0310426514807047,,,F#5,F#5,['F#5_G=14.202115058898926']
6565536670821170048,WD,0.705310793872853,0.319737,812.5246161119455,0.056226504119577,144.19408,Orbital,144.19408,812.5246161119455,0.05622650411957699,9.148017862243403,6.510933741743014,15.176595,1.5677032,13.595175,-6.94842487601613,-1.0939941812091396,,,F#5,F#5,['F#5_G=15.176594734191895']
233150963936432384,WD,0.606029447619677,0.52129,796.9957403810116,0.059372717627049,15.11824,Orbital,15.118243,796.9957403810116,0.059372717627049314,3.143741708906926,3.3421166699589864,16.546112,2.2885675,2.574004,-1.6794439327249049,1.0239769571017532,,,F#5,F#2,['F#5_G=16.546112060546875']
1394121134170224512,WD,0.600943558550202,0.471314,643.7318798246499,0.105181940726857,67.01474,Orbital,67.01474,643.7318798246499,0.10518194072685728,3.6792201049838367,3.5052534195140606,16.182148,1.9123096,3.9833698,-0.8271290584565997,0.1562302705153843,,,F#5,F#5,['F#5_G=16.182147979736328']
747174436620510976,NS,1.328665882444625,0.716733,999.4359398395976,0.707448319761957,48.73918,Orbital,48.73918,999.4359398395977,0.7074483197619572,0.8991049439010319,2.575070414557032,13.9877,0.92207146,14.67936,3.560434493359178,0.9585572888022309,,,F#4,NONE,"['F#4_plx=0.8991049439010319', 'F#5_G=13.987700462341309']"
1449731030688880512,NS,0.949907017454718,0.740307,465.3880099118855,0.286477261351454,74.29005,Orbital,74.29005,465.38800991188555,0.28647726135145396,2.029978255402418,2.448822485335572,14.532008,1.314434,5.3630667,0.848594243945989,1.7223930006186932,,,F#5,F#5,['F#5_G=14.532008171081543']
3047635233349460736,WD,0.549692977266166,0.476591,231.9774558734138,0.038718426573943,65.36198,Orbital,65.361984,231.9774558734138,0.038718426573943,8.362058921734565,7.477969744735075,14.424766,1.8845806,5.0888667,0.4508289766066591,2.916234686928996,,,F#5,F#5,['F#5_G=14.424765586853027']
3619399009406031360,WD,0.834113602872051,0.633156,300.1781565050023,0.022079572023311,124.07854,Orbital,124.078545,300.1781565050023,0.02207957202331137,7.391969383601307,5.666887335118787,13.900277,1.7448177,8.905397,1.325983340139154,-0.9010946860475669,,,F#5,NONE,['F#5_G=13.900277137756348']
2094243478217710976,WD,0.599410519290191,0.484204,797.9689210733294,0.064778234130799,20.59069,Orbital,20.590693,797.9689210733294,0.06477823413079921,2.514845935039394,2.7097678592999084,17.14602,2.2731266,2.3391597,-2.1936579970402783,1.1508425412436296,,,F#5,F#2,['F#5_G=17.146020889282227']
339403953708089728,WD,0.660015068952727,0.491087,531.3266696335046,0.176947041008443,37.14484,Orbital,37.144844,531.3266696335046,0.176947041008443,3.8161419395450724,3.331700476777472,16.766289,2.4160395,3.0176287,1.6801943661607184,1.0592028807676934,,,F#5,F#5,['F#5_G=16.76628875732422']
1964760831408498304,WD,0.590825310558745,0.478611,654.8737998019449,0.052030803839939,48.29374,Orbital,48.293736,654.8737998019449,0.05203080383993945,2.4674314644485076,2.898349275494979,16.574732,1.8861752,2.9470482,0.5359799470321276,1.6592162281428233,,,F#5,F#5,['F#5_G=16.574731826782227']
2574867704662509568,NS,1.013964888028217,0.688968,67.5465397715723,0.563880148707679,45.86265,AstroSpectroSB1,45.86265,67.54653977157233,0.5638801487076792,19.94389919245489,21.09746288719853,10.402653,1.5003433,13.661982,-2.3247060976981624,-0.9578931753320051,18.014896,0.0,F#3,F#3,['F#3_P=67.5_lt_100']
2885872059004028800,NS,1.482858337526529,0.977925,802.239025633578,0.403114202797003,20.43985,Orbital,20.43985,802.239025633578,0.4031142027970029,0.893337314897781,0.838852080469344,15.3059635,0.86665916,2.7932549,-0.8651368510367778,-0.5730048870405392,,,F#4,F#2,"['F#4_plx=0.893337314897781', 'F#5_G=15.305963516235352']"
4212627137946990336,WD,0.395522235284469,0.404958,718.5657754434914,0.191968628827389,29.34879,Orbital,29.348795,718.5657754434914,0.1919686288273893,7.851428829528783,8.098397363193428,14.826513,1.8410549,11.471057,-0.21888782696991493,4.705704186668463,,,F#5,F#2,['F#5_G=14.826513290405273']
4320637632685061248,WD,0.58346639685997,0.522605,722.1925043690222,0.029084276331403,188.50595,Orbital,188.50595,722.1925043690222,0.029084276331402575,4.0224992771911365,6.196352985957945,14.482634,1.7811184,16.372978,-4.9093597444858466,-1.2488931187968024,,,F#5,F#5,['F#5_G=14.482633590698242']
4578398926673187328,NS,1.437799752600564,0.978306,728.0659622311815,0.557331496066928,32.13693,Orbital,32.136932,728.0659622311815,0.5573314960669279,0.7450369694596404,0.7415323954215262,15.024651,0.94211483,2.1827495,-0.9323201686254039,0.0269446219930268,,,F#4,F#5,"['F#4_plx=0.7450369694596404', 'F#5_G=15.024650573730469']"
1098489704734299648,WD,0.455964362106539,0.405964,970.7712007820602,0.095301862859466,90.86718,Orbital,90.86718,970.7712007820602,0.09530186285946637,5.583230715516629,5.413758612952036,15.963542,2.1712055,8.596692,3.3329528710485072,3.829442250116319,,,F#5,F#5,['F#5_G=15.963541984558105']
1626845895609073536,WD,0.502511711580531,0.351514,50.8290323946044,0.019556647881809,92.74435,Orbital,92.744354,50.829032394604425,0.019556647881809032,12.849860990402828,12.983235908581571,14.178413,2.0278645,6.1947427,-0.42876480038008397,-0.6951049345368541,,,F#3,F#3,"['F#3_P=50.8_lt_100', 'F#5_G=14.178413391113281']"
1983749087978089344,WD,0.609381379189753,0.518747,192.6405000929422,0.112398397546799,43.77695,Orbital,43.776955,192.64050009294223,0.11239839754679862,4.093018690845199,4.790787360984399,15.568796,2.1702805,3.2515075,-0.4732390032446049,0.4434191982201727,,,F#5,F#5,['F#5_G=15.568796157836914']
2977891458442799744,WD,0.64911648046219,0.539209,843.1170299622223,0.038855862895694,20.87894,Orbital,20.878937,843.1170299622223,0.03885586289569406,2.5083394111320287,2.7758982515441875,16.496376,2.0632448,2.783914,0.8814880905217196,0.7814402065413772,,,F#5,F#2,['F#5_G=16.496376037597656']
613025599896017152,WD,0.520474572664146,0.481504,563.3918934087865,0.266657662119482,272.59445,Orbital,272.59445,563.3918934087865,0.2666576621194819,14.463541440109786,11.031417374571458,14.024205,2.2289886,24.629738,-4.876351590231512,4.458483862335502,,,F#5,F#5,['F#5_G=14.024205207824707']
1342378666723266304,WD,0.556803881873916,0.364262,818.753013251239,0.102598420841585,20.39577,Orbital,20.395765,818.753013251239,0.1025984208415847,3.093606609527269,3.9251438699256136,17.323904,2.4717522,2.446394,1.8926992005144685,-3.4711032368925654,,,F#5,F#2,['F#5_G=17.323904037475586']
4566039969296448128,WD,0.566720740393914,0.514275,684.1729410110472,0.085089471205158,54.07019,Orbital,54.070194,684.1729410110472,0.08508947120515757,2.2645549339614264,2.986326470275798,16.52791,2.0645275,3.5664637,-1.8290901548512246,-1.4990922590773827,,,F#5,F#5,['F#5_G=16.527910232543945']
5530442371304582912,NS,1.442843722924271,0.984709,498.8305431951074,0.284581759775763,29.01431,Orbital,29.014305,498.8305431951074,0.2845817597757633,0.969109971720025,1.0189222490534207,14.600246,1.0340471,2.9079819,-0.9833632849932583,-0.05468711546100354,,,F#4,F#2,"['F#4_plx=0.969109971720025', 'F#5_G=14.60024642944336']"
785780866855608192,WD,0.494521687931918,0.423529,758.2573638983414,0.148072767928273,63.80247,Orbital,63.802467,758.2573638983414,0.14807276792827306,3.4121159401304726,3.831242383800834,16.076944,1.7705812,5.04671,1.9577542006317905,-2.5376552867287905,,,F#5,F#5,['F#5_G=16.07694435119629']
6802561484797464832,BH,3.078434851754412,1.18193,574.8310585133289,0.830354186605113,6.82143,Orbital,6.821434,574.8310585133289,0.8303541866051125,1.7012722253116257,1.4550273741504063,12.883955,0.7735796,2.4016008,0.813913898505471,-1.7201582072786457,,,F#2,F#2,['F#2_sig=6.821434020996094']
5693240254808387584,NS,1.429265883989339,0.677552,944.38864879844,0.754288173684184,10.29865,Orbital,10.298653,944.38864879844,0.7542881736841841,1.2177789707583995,1.340585658924367,16.3962,1.2504568,1.6644642,-1.1822110273413977,-0.3641177969933366,,,F#2,F#2,"['F#2_sig=10.298652648925781', 'F#5_G=16.39620018005371']"
3418769439060150272,WD,0.646349843029341,0.53454,603.781872820821,0.087322548026164,162.83235,Orbital,162.83235,603.781872820821,0.0873225480261638,8.744590099157055,6.7987924721979915,14.261869,1.8412695,14.021858,0.09897750742431918,-0.24023190744262035,,,F#5,F#5,['F#5_G=14.261869430541992']
6218848456877200640,WD,0.520504458869306,0.473347,810.4903358601333,0.15445461522741,16.57464,Orbital,16.574644,810.4903358601333,0.15445461522741039,4.577724728941875,4.618093085373223,15.942588,2.0412874,6.8141646,2.3561566438859387,3.0921547182820226,,,F#5,F#2,['F#5_G=15.942587852478027']
4373465352415301632,BH,12.806249189164856,0.954539,185.7656578920495,0.48893589298452,13.56551,Orbital,13.56551,185.7656578920495,0.48893589298452034,2.069988584035135,2.0954515888832432,13.771998,1.1747837,7.6376343,-0.262289119199277,2.9291159041806485,,,F#5,F#2,['F#5_G=13.771998405456543']
6476764747694402560,WD,0.724947210546165,0.538751,847.2070147336176,0.078206531448188,23.19922,Orbital,23.199223,847.2070147336176,0.0782065314481876,3.2753099314001353,2.5768148478137993,16.441336,1.8699408,3.344133,-2.427626859549077,0.15592261202683688,,,F#5,F#2,['F#5_G=16.441335678100586']
1395978174949708288,WD,0.602662220533244,0.522222,543.1966350344964,0.133176317880529,46.76261,Orbital,46.762608,543.1966350344964,0.13317631788052944,3.4573033124166663,3.353818479558404,16.228045,2.0991745,3.7264967,-1.6595066407262649,1.165228119159287,,,F#5,F#5,['F#5_G=16.228044509887695']
4111830204091975808,WD,0.668782782928428,0.539285,776.3841717740495,0.084237204402346,71.41409,Orbital,71.41409,776.3841717740495,0.08423720440234633,1.86871271644464,3.7497693683599707,16.051708,2.191574,5.0215607,-3.323080906873662,-1.0148896206431803,,,F#5,F#5,['F#5_G=16.051708221435547']
4065778224715865344,WD,0.577825428652623,0.387738,644.3503352448806,0.043673182724829,165.25117,Orbital,165.25117,644.3503352448806,0.043673182724828695,6.029816367855332,10.337772748233666,14.951204,2.396101,20.750408,1.6348376015153412,-0.08869450243233719,,,F#5,F#5,['F#5_G=14.951204299926758']
6849286605810570752,WD,0.57067452536013,0.354005,578.403697068576,0.100963115359605,50.21345,Orbital,50.213448,578.403697068576,0.10096311535960487,4.833302217220451,5.83255178626828,16.723326,2.7358274,4.254918,1.927542057494765,4.100949762191531,,,F#5,F#5,['F#5_G=16.723325729370117']
5411675667897698048,WD,0.494956663876585,0.30835,702.8445735148744,0.078950631076048,88.18758,Orbital,88.187584,702.8445735148744,0.07895063107604809,4.886374343212482,4.926576471689165,16.589254,2.0066433,4.1559453,3.8204543665006465,0.13765631032945932,,,F#5,F#5,['F#5_G=16.58925437927246']
5212664063261320704,WD,0.496317635333321,0.454581,863.6415084798646,0.162568421002603,37.63722,Orbital,37.63722,863.6415084798646,0.16256842100260313,3.3726248842537023,3.5409147651525,16.876823,2.4123793,3.4102426,-2.6981142741522124,0.2661732622354722,,,F#5,F#5,['F#5_G=16.87682342529297']
1579254496872812032,NS,1.122551384849143,0.867429,601.4623670644385,0.30780174457177,64.75066,Orbital,64.75066,601.4623670644385,0.30780174457177034,1.7474535927973438,1.5733460952919118,14.497244,0.9942255,5.0836163,1.0711274417009753,-1.1287039246524089,,,F#5,F#5,['F#5_G=14.497243881225586']
1581117310088807552,NS,1.312907289328358,0.562148,927.3139036948772,0.5201167202199,175.5705,Orbital,175.5705,927.3139036948771,0.5201167202199002,7.4552098202805395,4.567308179279272,14.508785,1.5626802,23.781847,-6.0930139283351386,3.11457607539455,,,F#5,F#5,['F#5_G=14.508785247802734']
1694708646628402048,NS,1.344420343698978,1.066315,632.0335601604571,0.258794772404484,114.85949,Orbital,114.85949,632.0335601604571,0.25879477240448384,1.5378631968319196,1.8169708338366855,13.199534,0.765172,8.012691,-0.4139900357164708,1.099738934733651,,,F#5,NONE,['F#5_G=13.19953441619873']
159844874438662400,WD,0.630254510035683,0.475078,973.2867446506212,0.080416711472385,27.62282,Orbital,27.622816,973.2867446506212,0.08041671147238467,9.633727584562424,10.46729245999359,13.917914,2.0162382,29.571396,-1.9417646324268487,4.945980985141811,,,F#5,F#2,['F#5_G=13.917914390563965']
4573946729210713856,WD,0.513549221321582,0.359092,786.6691366378716,0.256264067577984,36.79871,Orbital,36.79871,786.6691366378716,0.25626406757798414,2.8682019883960708,4.245068722677057,17.207504,2.4681454,3.6376538,-0.28533077908971677,3.511408298176078,,,F#5,F#5,['F#5_G=17.207504272460938']
2032579979951732736,NS,1.255052744631574,0.897359,215.4466163636317,0.145824517608359,63.06238,Orbital,63.062378,215.44661636363173,0.14582451760835938,1.9012315276649172,1.8312779495801943,14.207269,0.96506405,3.3006542,0.5014207291752242,0.6982876713654476,,,F#5,F#5,['F#5_G=14.207268714904785']
4616146191642331008,WD,0.361206153284533,0.259328,569.4737958197932,0.092590250355705,106.75301,Orbital,106.75301,569.4737958197932,0.09259025035570484,7.637512289013242,7.295703481490543,15.832723,1.9059792,7.0107107,0.9644731144141063,-1.7176974107014509,,,F#5,F#5,['F#5_G=15.832722663879395']
6380360186645909760,WD,0.474621696977135,0.411276,633.9304106125873,0.013357245450286,120.55218,Orbital,120.55218,633.9304106125873,0.013357245450285535,6.158620109721942,6.061820195014607,15.670912,2.1432095,9.584502,3.1665538688633297,-3.1976392468252626,,,F#5,F#5,['F#5_G=15.67091178894043']
205868816271892864,WD,0.534797066856854,0.386509,648.2747928242486,0.138399608471287,28.99357,Orbital,28.993574,648.2747928242486,0.1383996084712867,2.670460735965807,3.821690258601627,17.084452,2.2452688,2.4924695,0.308604370851609,-1.7945077013660549,,,F#5,F#2,['F#5_G=17.08445167541504']
5038672464198039040,WD,0.558076680994534,0.368245,534.9729869381636,0.094016834078428,35.75307,Orbital,35.75307,534.9729869381636,0.09401683407842762,3.982328120977735,5.0488126689537856,16.95578,2.7942476,3.1978018,-0.7997588066620283,1.4776977679312044,,,F#5,F#5,['F#5_G=16.955780029296875']
1886436055442248960,WD,0.561865920013073,0.432672,690.9892117895199,0.119392842073673,64.29321,Orbital,64.293205,690.9892117895199,0.11939284207367254,3.9861251758965905,4.31540546343028,16.68839,2.500163,4.464854,-3.4352882731518064,1.3838981214474095,,,F#5,F#5,['F#5_G=16.688390731811523']
2912474227443068544,NS,1.564825980542913,0.974647,541.4859290007026,0.477927589382286,25.13196,Orbital,25.131956,541.4859290007026,0.4779275893822856,1.3844806398592377,1.1899648234612379,13.810957,0.8550892,4.041217,-0.6844085484973961,-0.25621760718790826,,,F#5,F#2,['F#5_G=13.810956954956055']
780762798862741248,WD,0.704640389785882,0.480167,147.3346307397053,0.023933116644274,128.95952,Orbital,128.95952,147.33463073970532,0.023933116644274235,7.839921102059035,8.1402378455053,14.424219,2.0263958,9.962826,1.426314603091884,2.3764238890054856,,,F#5,F#5,['F#5_G=14.424219131469727']
4429564978284010624,WD,0.744993000137931,0.560116,521.7854683479596,0.058725688102403,95.29243,Orbital,95.29243,521.7854683479596,0.05872568810240291,5.3471563179692,4.852872535173182,14.653309,1.7391386,9.030605,2.1550507355376016,-2.183385551499631,,,F#5,F#5,['F#5_G=14.653308868408203']
4464652765148795136,WD,0.487712893779478,0.187402,561.639005080974,0.086299707173538,34.77811,Orbital,34.77811,561.639005080974,0.0862997071735383,5.629217841602685,5.368863170388339,17.529768,2.1565418,2.732858,-3.791245324839576,-1.3100103776973322,,,F#5,F#5,['F#5_G=17.529767990112305']
4690033098152050944,WD,0.664061276662213,0.55827,846.0507583743195,0.031779432348475,45.05784,Orbital,45.057842,846.0507583743195,0.03177943234847534,2.7196078913167767,2.3692070366441556,16.668621,2.060834,2.8015018,2.0407687684511266,1.0325540332140772,,,F#5,F#5,['F#5_G=16.668621063232422']
6411562368137194624,WD,0.549354968234441,0.475387,989.0820798676804,0.249962027281858,9.72899,Orbital,9.728992,989.0820798676804,0.24996202728185843,4.536393995353649,3.379909492515321,16.779926,2.372942,3.633183,1.8604862219020808,-1.9929541078120743,,,F#2,F#2,"['F#2_sig=9.728992462158203', 'F#5_G=16.779926300048828']"
526804475032774528,WD,0.576545958427945,0.434501,491.0902623623284,0.094404587614248,32.24945,Orbital,32.24945,491.0902623623284,0.0944045876142485,2.78194181674092,4.033853282144874,16.954935,2.6466799,3.0241277,1.6801346302791837,-2.2494251297343215,,,F#5,F#5,['F#5_G=16.95493507385254']
2616906015627057536,WD,0.649339557092879,0.493943,878.8328568363262,0.473147503846746,7.35617,Orbital,7.3561726,878.8328568363262,0.47314750384674586,2.3408882470195347,3.3538865183870055,16.582623,2.3143148,3.9037101,2.4991492207446693,-0.9703235262140533,,,F#2,F#2,"['F#2_sig=7.356172561645508', 'F#5_G=16.582622528076172']"
6593763230249162112,NS,1.691701234623356,1.023855,679.887939268342,0.612764762220319,23.33145,Orbital,23.33145,679.887939268342,0.6127647622203191,1.708834311507164,1.2858263202436686,13.537497,0.79671097,3.9944954,0.2941667948724623,-1.5979180866863958,,,F#5,F#2,['F#5_G=13.537496566772461']
5674676783372468352,WD,0.570729346372481,0.491362,869.895289954006,0.144510779041775,23.11545,Orbital,23.115446,869.895289954006,0.14451077904177537,3.1885651073886287,3.78394267300248,16.389513,2.3225965,3.681911,1.2736651925096412,-0.7124949904127718,,,F#5,F#2,['F#5_G=16.38951301574707']
5681911574178198400,NS,1.281529132227619,0.660917,943.7606474969028,0.595661007672048,38.08714,Orbital,38.087135,943.7606474969027,0.5956610076720477,1.6347162172292098,2.180357199335275,15.638199,1.4914541,5.918917,2.1891670415743243,-2.486235908257494,,,F#5,F#5,['F#5_G=15.638198852539062']
4448242828981821824,WD,0.486686750167284,0.373319,300.2731350950427,0.142929109037797,36.99744,Orbital,36.997444,300.2731350950427,0.14292910903779749,6.132449304603765,5.519107872926167,16.306885,2.281108,3.156981,-2.17571016190787,1.4297088649869336,,,F#5,F#5,['F#5_G=16.306884765625']
5362481146844816640,NS,1.166805159612236,0.654624,980.9450346928792,0.370130344008736,11.52012,Orbital,11.52012,980.9450346928791,0.37013034400873573,1.3156645398635367,1.421271670515791,16.841864,1.6591129,1.9824822,-0.6749909592573599,0.6544124303075994,,,F#2,F#2,"['F#2_sig=11.520119667053223', 'F#5_G=16.84186363220215']"
5355633933885075328,NS,1.139206864971418,0.96925,574.7398061433263,0.111304617082041,76.76796,Orbital,76.76796,574.7398061433263,0.11130461708204124,1.5134286088941007,1.4059346201004013,13.725297,0.90254974,5.9745092,-0.21261588223065622,-1.1647315558369513,,,F#5,NONE,['F#5_G=13.725296974182129']
4922744974687373440,NS,1.449055960524064,0.780463,562.3805772557849,0.813473261086181,15.42258,Orbital,15.422579,562.3805772557849,0.8134732610861813,2.444594855555545,2.1754145984334397,14.47604,1.1015854,4.206603,-0.3841473631307963,-1.4201127587809508,,,F#5,F#2,['F#5_G=14.47603988647461']
6410320813350902656,WD,0.519571736203313,0.2873,898.6449801671457,0.132909292682394,29.44661,Orbital,29.44661,898.6449801671457,0.13290929268239376,6.719519874889882,6.512698075567247,16.882591,2.6277084,5.883202,5.535500891857805,-3.8872180842495445,,,F#5,F#2,['F#5_G=16.882591247558594']
809741149368202752,NS,1.720546547708724,0.867025,922.3885089937434,0.351000455458344,13.47305,Orbital,13.473051,922.3885089937434,0.3510004554583441,1.32837928661742,1.3832683337826768,14.908419,0.966135,3.5845776,2.022610778748972,-1.0810941493558968,,,F#5,F#2,['F#5_G=14.908418655395508']
985796325597093888,WD,0.539413776567354,0.370021,605.4470118182597,0.073801137105905,49.35772,Orbital,49.357723,605.4470118182597,0.07380113710590498,3.211826392004893,4.259601982576466,16.438251,1.8766518,3.2858353,-1.9178641848025784,-2.714325075497906,,,F#5,F#5,['F#5_G=16.438251495361328']
2469926638416055168,NS,1.170637770991652,0.516587,582.1272644608122,0.742939694013264,18.15152,Orbital,18.151522,582.1272644608122,0.7429396940132635,0.47674264181020903,2.5546225069782666,15.449045,1.1878166,3.2800314,2.607281354895396,0.6380011219438511,,,F#4,F#2,"['F#4_plx=0.47674264181020903', 'F#5_G=15.449045181274414']"
2856698098507352064,WD,0.518777483032768,0.457522,593.4941442918206,0.09115958070169,51.16272,Orbital,51.162724,593.4941442918206,0.09115958070169015,3.6613446780237213,4.217393718324477,16.654575,2.6073618,3.5032253,2.1653180702782833,-0.26455559041466464,,,F#5,F#5,['F#5_G=16.65457534790039']
2919995917769953408,NS,1.161986434914885,0.691084,456.7740510281445,0.752408352938811,23.19308,Orbital,23.193085,456.77405102814447,0.7524083529388107,2.036460228766839,2.292858923449565,14.970135,1.2134504,3.5940385,-1.6790402391275971,1.1520073532011912,,,F#5,F#2,['F#5_G=14.970134735107422']
220012968211559296,NS,1.061268322897716,0.706157,196.3405944551676,0.411673794846755,25.26768,Orbital,25.26768,196.34059445516763,0.4116737948467551,2.9869809306904798,3.1930943834375656,13.930196,1.1103363,2.5255005,-0.23105951285954174,-0.734724253745241,,,F#5,F#2,['F#5_G=13.930195808410645']
1496909184851679616,WD,0.578874550059426,0.447589,429.9442801651709,0.122398118967879,76.10589,Orbital,76.10589,429.94428016517094,0.12239811896787903,5.743085099258255,4.685369764661943,15.901538,2.0553608,4.3839493,1.7615945030824438,-1.1084613352293307,,,F#5,F#5,['F#5_G=15.901537895202637']
3598782754069068032,WD,0.63526215556208,0.452175,861.9650416148448,0.144212596276262,112.61044,Orbital,112.61044,861.9650416148448,0.1442125962762624,3.3902614831770017,4.800989683598437,15.518477,1.8408613,5.86837,0.2627895033866815,1.0590326322181367,,,F#5,F#5,['F#5_G=15.518477439880371']
4534069465403072640,WD,0.563382845850662,0.440069,773.6324113175378,0.030481851937137,115.29577,Orbital,115.29577,773.6324113175378,0.030481851937136685,3.7067147682568082,3.694975004553055,16.322943,1.8905602,5.6302767,1.3061530991653325,-3.0073179275619055,,,F#5,F#5,['F#5_G=16.32294273376465']
