GaiaDR3,M2min,e_M2min,M1,P,e_P,e,e_e,s,sigTI,Class,n_Class,NSGaiaDR3,_RA,_DE
1251294711160534144,0.543913722660318,0.041474617763116,0.474525,787.2322116304164,12.59973,0.086318718715472,0.04758,53.79745,1.694657072859076,WD,,NSGaiaDR3,205.94802,22.56721
1255744194199868800,0.540769845985557,0.04327830339743,0.460925,526.0954315170234,7.821159,0.219417058166699,0.113998,28.76246,1.776670140168683,WD,,NSGaiaDR3,214.23779,24.62427
985796325597093888,0.539413776567354,0.047251486355838,0.370021,605.4470118182597,4.066047,0.073801137105905,0.041467,49.35772,2.546623987938819,WD,,NSGaiaDR3,115.60682,54.80543
205868816271892864,0.534797066856854,0.048680789859986,0.386509,648.2747928242486,13.170096,0.138399608471287,0.051991,28.99357,3.242929367507997,WD,,NSGaiaDR3,75.81746,45.17523
678085695778294784,0.533993929427487,0.043985279529747,0.490857,693.8574833868194,6.179333,0.131927856167009,0.066663,34.53888,0.656375536369074,WD,,NSGaiaDR3,126.06285,23.00426
6917071738179546752,0.530823747291232,0.044912679914332,0.41713,270.3897134360622,0.991583,0.503398422523712,0.057218,31.5242,1.283955409903008,WD,,NSGaiaDR3,314.99725,-1.7662
6218848456877200640,0.520504458869306,0.047628684886829,0.473347,810.4903358601333,38.844681,0.15445461522741,0.080459,16.57464,0.852180595325934,WD,,NSGaiaDR3,220.62541,-29.34266
613025599896017152,0.520474572664146,0.027924669311609,0.481504,563.3918934087865,0.46793,0.266657662119482,0.004123,272.59445,0.130255356181085,WD,,NSGaiaDR3,146.25208,11.66292
1644534181545543168,0.519669465524773,0.07402895946083,0.3824,821.5737317725784,66.41433,0.156406132172406,0.148388,9.3328,4.105491088222643,WD,,NSGaiaDR3,235.01483,66.15167
6410320813350902656,0.519571736203313,0.055548794676535,0.2873,898.6449801671457,19.970613,0.132909292682394,0.029774,29.44661,0.633784318018061,WD,,NSGaiaDR3,328.67797,-60.14659
2856698098507352064,0.518777483032768,0.035699637240406,0.457522,593.4941442918206,5.464537,0.09115958070169,0.044849,51.16272,1.375533189649294,WD,,NSGaiaDR3,3.49801,26.90119
486506549240142080,0.516754486560952,0.050376877568421,0.320646,616.1816056650506,8.047671,0.080579748034079,0.035862,59.23352,2.364036111270695,WD,,NSGaiaDR3,54.75146,61.55869
4573946729210713856,0.513549221321582,0.045511935026632,0.359092,786.6691366378716,9.899944,0.256264067577984,0.06056,36.79871,1.688922846482401,WD,,NSGaiaDR3,258.80218,26.90468
224549450109569536,0.513515901494922,0.029536524235546,0.464603,484.2412532612361,0.93184,0.034814051126223,0.011,135.705,0.994216354847387,WD,,NSGaiaDR3,54.62716,39.23164
2581557958039687296,0.511310412707729,0.033945446240589,0.444537,317.3617990088507,0.363905,0.015042687234303,0.004741,78.90501,2.369639009064777,WD,,NSGaiaDR3,15.588,9.81505
5015791524146225792,0.51075974461779,0.042127807152374,0.400017,668.9724657512428,6.520274,0.117439542512735,0.041098,45.60093,0.850694203799825,WD,,NSGaiaDR3,24.48616,-32.05027
2843598860572518656,0.504541066626058,0.053765495500384,0.459902,973.3119208651971,75.297905,0.099745900208872,0.110715,20.28886,2.420245398927512,WD,,NSGaiaDR3,345.92924,25.80918
1626845895609073536,0.502511711580531,0.04042717720934,0.351514,50.8290323946044,0.012353,0.019556647881809,0.018654,92.74435,5.648400855403844,WD,,NSGaiaDR3,241.55869,61.34761
5212664063261320704,0.496317635333321,0.03746067712459,0.454581,863.6415084798646,22.65287,0.162568421002603,0.065516,37.63722,3.953112897956274,WD,,NSGaiaDR3,102.228,-77.03028
5411675667897698048,0.494956663876585,0.04752744867116,0.30835,702.8445735148744,4.85748,0.078950631076048,0.021177,88.18758,1.091361669746344,WD,,NSGaiaDR3,149.24851,-46.01264
785780866855608192,0.494521687931918,0.033628303685163,0.423529,758.2573638983414,6.256437,0.148072767928273,0.030659,63.80247,0.317972362282719,WD,,NSGaiaDR3,173.23149,47.27763
5527237638507221376,0.494315575097268,0.047984159202991,0.439611,798.9657894288509,29.698563,0.211896879200164,0.104274,26.80515,0.98945565389372,WD,,NSGaiaDR3,125.94438,-41.89837
5992613081828524288,0.488031554538118,0.035846394630214,0.430177,956.8704495835286,47.307236,0.10703989043729,0.024405,30.68069,1.686567404124019,WD,,NSGaiaDR3,246.77193,-43.0527
4464652765148795136,0.487712893779478,0.089390359376415,0.187402,561.639005080974,4.162727,0.086299707173538,0.049797,34.77811,3.276112225055528,WD,,NSGaiaDR3,243.72637,14.88694
4448242828981821824,0.486686750167284,0.042106833379545,0.373319,300.2731350950427,2.320354,0.142929109037797,0.063339,36.99744,2.551922108144454,WD,,NSGaiaDR3,253.15571,12.0288
6685604337007194368,0.485918818004307,0.028456600168867,0.471945,519.4804030283423,2.339971,0.063740157377254,0.031734,71.89488,2.591851087336682,WD,,NSGaiaDR3,300.31375,-44.63346
6380360186645909760,0.474621696977135,0.032500538782774,0.411276,633.9304106125873,2.133955,0.013357245450286,0.015406,120.55218,3.065297329534754,WD,,NSGaiaDR3,354.59517,-71.8765
1098489704734299648,0.455964362106539,0.030198612114728,0.405964,970.7712007820602,11.852697,0.095301862859466,0.012443,90.86718,0.37056786932154,WD,,NSGaiaDR3,123.04369,70.7799
3484138291549376128,0.447968751155997,0.059637708549222,0.239049,536.5396313771477,2.732923,0.091528182473875,0.03984,54.00411,3.215434946122582,WD,,NSGaiaDR3,175.97164,-28.11951
4212627137946990336,0.395522235284469,0.030677006066439,0.404958,718.5657754434914,21.352013,0.191968628827389,0.037165,29.34879,2.78755770725321,WD,,NSGaiaDR3,289.41444,-4.38956
4616146191642331008,0.361206153284533,0.03878729376812,0.259328,569.4737958197932,1.844982,0.092590250355705,0.019755,106.75301,0.589502353582051,WD,,NSGaiaDR3,59.50071,-81.90108
2058205713339121536,0.355920777175219,0.050522305015546,0.277417,895.3172745949513,71.011612,0.410017463729461,0.16988,14.12225,1.328995628913243,WD,,NSGaiaDR3,301.08352,33.59406
