name,dt_yr,delta,noise,sig,bin
HE 1349-2305,2.2803449691991804,0.2660234321157823,0.3372371993099219,0.7888318152924346,1-3 yr
HE 1349-2305,2.329549623545523,0.2802460697197539,0.33565273794001205,0.834928597453716,1-3 yr
HE 1349-2305,2.435969883641355,0.10192147034252304,0.37815240492476365,0.2695248503385853,1-3 yr
HE 1349-2305,2.485130732375094,0.012800000000000011,0.3680897977396277,0.03477412326720946,1-3 yr
HE 1349-2305,0.0600355920602324,0.19958419958419957,0.43616106002032123,0.45759288913801865,4 d-5 wk
HE 1349-2305,0.13167967145791926,0.050387596899224764,0.4160871217413893,0.12109866964482063,5 wk-1 yr
HE 1349-2305,0.21327583846681694,0.12236710130391182,0.42580846076132434,0.28737592739497364,5 wk-1 yr
HE 1349-2305,0.2922573579739987,0.09504950495049513,0.4221121750955377,0.22517593795768234,5 wk-1 yr
HE 1349-2305,0.2926023271731679,0.23206751054852312,0.4405900828926308,0.5267197777692073,5 wk-1 yr
HE 1349-2305,0.46207802874744663,0.17271157167530224,0.3863022392236072,0.4470892325719341,5 wk-1 yr
HE 1349-2305,0.9036358658453111,0.17900172117039587,0.3854741610783792,0.46436762627521255,5 wk-1 yr
HE 1349-2305,0.9637152635181465,0.015238095238095252,0.4120710151684417,0.03697929404684384,5 wk-1 yr
HE 1349-2305,1.0428966461327998,0.06934306569343063,0.4000526931300704,0.1733348303466736,1-3 yr
HE 1349-2305,2.1818918548939124,0.4337527757216877,0.352515828655166,1.2304490762200309,1-3 yr
HE 1349-2305,2.231096509240255,0.4475421863536317,0.3507153179947616,1.276083944415329,1-3 yr
HE 1349-2305,2.3375167693360868,0.0711030082041932,0.399701943699194,0.17789007365374138,1-3 yr
HE 1349-2305,2.386677618069826,0.15999999999999998,0.38797743196307877,0.41239512100081666,1-3 yr
HE 1349-2305,0.07164407939768686,0.14957264957264962,0.4442439759921055,0.3366903270632253,4 d-5 wk
HE 1349-2305,0.15324024640658454,0.07769145394006652,0.4559160702311552,0.1704073600666806,5 wk-1 yr
HE 1349-2305,0.2322217659137663,0.1050328227571115,0.4514690400317898,0.2326467895776767,5 wk-1 yr
HE 1349-2305,0.23256673511293555,0.03286384976525814,0.47382092693511196,0.06935921969051977,5 wk-1 yr
HE 1349-2305,0.40204243668721423,0.3691148775894538,0.40895482816846307,0.9025810484804992,5 wk-1 yr
HE 1349-2305,0.8436002737850787,0.37523452157598497,0.4079835586735396,0.9197295175226419,5 wk-1 yr
HE 1349-2305,0.9036796714579142,0.18448637316561844,0.43940369587030315,0.41985621627559655,5 wk-1 yr
HE 1349-2305,0.9828610540725674,0.26799999999999996,0.4251577589554259,0.6303542493460585,5 wk-1 yr
HE 1349-2305,2.12185626283368,0.6199203187250997,0.36974766356120886,1.6766037484979988,1-3 yr
HE 1349-2305,2.1710609171800224,0.632991318074191,0.36768428281810556,1.7215620782662977,1-3 yr
HE 1349-2305,2.2774811772758543,0.26973026973026965,0.4247487687508614,0.6350348478313809,1-3 yr
HE 1349-2305,2.3266420260095937,0.3567362428842505,0.41092131992846737,0.8681375864030385,1-3 yr
HE 1349-2305,0.0815961670088977,0.07209062821833172,0.4333684943192741,0.16634949047592887,4 d-5 wk
HE 1349-2305,0.16057768651607945,0.04471544715447168,0.4294908306205739,0.10411269337196805,5 wk-1 yr
HE 1349-2305,0.1609226557152487,0.18221258134490234,0.448901761721936,0.4059074766068096,5 wk-1 yr
HE 1349-2305,0.3303983572895274,0.22261484098939924,0.3920490320502923,0.5678239781008874,5 wk-1 yr
HE 1349-2305,0.7719561943873918,0.2288732394366197,0.3911858525761167,0.5850754518073623,5 wk-1 yr
HE 1349-2305,0.8320355920602273,0.035156249999999944,0.41896010864023314,0.08391312030661396,5 wk-1 yr
HE 1349-2305,0.9112169746748805,0.11962616822429901,0.4063990725032968,0.2943564006862456,5 wk-1 yr
HE 1349-2305,2.050212183435993,0.4815094339622642,0.35692585634516916,1.3490460985169288,1-3 yr
HE 1349-2305,2.0994168377823357,0.49513836948391915,0.35506004718834916,1.3945200914741682,1-3 yr
HE 1349-2305,2.2058370978781676,0.12138188608776833,0.40603400095557296,0.29894512726053596,1-3 yr
HE 1349-2305,2.254997946611907,0.20996441281138783,0.39379559891040444,0.5331812071855037,1-3 yr
HE 1349-2305,0.07898151950718175,0.027397260273972584,0.4401148658674995,0.06225024964782892,4 d-5 wk
HE 1349-2305,0.079326488706351,0.11048478015783524,0.46091516373702246,0.23970741006228405,4 d-5 wk
HE 1349-2305,0.2488021902806297,0.293527803099362,0.4002628749250625,0.733337567603082,5 wk-1 yr
HE 1349-2305,0.6903600273784941,0.2997275204359674,0.3993481329608882,0.7505419349621009,5 wk-1 yr
HE 1349-2305,0.7504394250513297,0.10717896865520732,0.4288572653505209,0.24991757704654016,5 wk-1 yr
HE 1349-2305,0.8296208076659829,0.19130434782608702,0.4154954708125274,0.46042462858134015,5 wk-1 yr
HE 1349-2305,1.9686160164270954,0.5488372093023257,0.3631849709412562,1.511178196278111,1-3 yr
HE 1349-2305,2.017820670773438,0.5622119815668203,0.36122422250802133,1.5564072023280107,1-3 yr
HE 1349-2305,2.12424093086927,0.19305019305019305,0.41510945177032715,0.46505853390446134,1-3 yr
HE 1349-2305,2.1734017796030094,0.2809917355371901,0.4021143255865629,0.6987856876954293,1-3 yr
HE 1349-2305,0.0003449691991692423,0.1377777777777776,0.4563365662845736,0.30192140616638363,<4 d
HE 1349-2305,0.16982067077344795,0.2666666666666668,0.3971451568721169,0.6714589415288653,5 wk-1 yr
HE 1349-2305,0.6113785078713124,0.2728904847396769,0.3962501794566597,0.6886822994348312,5 wk-1 yr
HE 1349-2305,0.6714579055441479,0.07984031936127751,0.4250935650250906,0.18781822622171437,5 wk-1 yr
HE 1349-2305,0.7506392881588011,0.1641221374045802,0.41203920888140544,0.3983167957489657,5 wk-1 yr
HE 1349-2305,1.8896344969199137,0.5234075211051421,0.3608152869363147,1.4506245717840818,1-3 yr
HE 1349-2305,1.9388391512662562,0.5368821292775666,0.3588907944233864,1.4959484545713992,1-3 yr
HE 1349-2305,2.045259411362088,0.1658722592945663,0.411661207299944,0.4029339086442233,1-3 yr
HE 1349-2305,2.0944202600958275,0.25408348457350277,0.39895639897104845,0.6368703077048307,1-3 yr
HE 1349-2305,0.16947570157427871,0.40076335877862584,0.41265976364486706,0.9711713961129509,5 wk-1 yr
HE 1349-2305,0.6110335386721432,0.4068441064638783,0.4116639097629749,0.9882918973833005,5 wk-1 yr
HE 1349-2305,0.6711129363449786,0.21702127659574458,0.4439167822372042,0.48887828818280765,5 wk-1 yr
HE 1349-2305,0.7502943189596318,0.30020283975659223,0.4292853185694699,0.699308424422652,5 wk-1 yr
HE 1349-2305,1.8892895277207444,0.6494762288477035,0.37252957605840437,1.7434219202662182,1-3 yr
HE 1349-2305,1.938494182067087,0.6624102154828411,0.37042190189931784,1.7882587721902223,1-3 yr
HE 1349-2305,2.044914442162919,0.3019250253292805,0.4288664161643609,0.7040071545578175,1-3 yr
HE 1349-2305,2.0940752908966584,0.38846153846153836,0.4146763013619691,0.9367825872509942,1-3 yr
HE 1349-2305,0.44155783709786445,0.006339144215530909,0.36588073384733516,0.017325711985086197,5 wk-1 yr
HE 1349-2305,0.5016372347706999,0.18782608695652175,0.38866674340508156,0.4832574181958323,5 wk-1 yr
HE 1349-2305,0.5808186173853531,0.1036789297658863,0.37840078850765246,0.2739923724122726,5 wk-1 yr
