ra,dec,type,dered_mag_g,dered_mag_r,dered_mag_i,dered_mag_z,mag_w1,mag_w2,shape_r,sep
334.2494164267012,-18.20774501178061,REX,22.794458,Infinity,22.251724,22.590109,22.845518,NaN,0.72324216,1.014510946538026
334.2480166991251,-18.2073548817746,REX,23.652288,Infinity,23.063623,22.969397,NaN,NaN,0.5397551,5.886597974769659
334.2518782423587,-18.20678404346009,REX,23.62533,Infinity,23.9657,23.217937,22.541641,NaN,0.69561964,8.789631692148479
