ra,dec,mjd,mag_auto,filter,class_star
260.3124626786409,-31.37713055352554,57872.26606586948,20.205217,z,0.000166
260.31282297469994,-31.378602351231862,57872.26606586948,20.825413,z,0.679374
260.31208164337295,-31.378459240263197,57872.26606586948,20.363464,z,0.04378
260.3110455785299,-31.378211889967833,57872.26606586948,19.098518,z,0.176645
260.3105689595065,-31.377916495081433,57872.26606586948,19.210413,z,0.913462
260.3120796503577,-31.38148427481652,57872.26606586948,20.914656,z,0.730598
260.31093543684733,-31.380793895822254,57872.26606586948,17.229645,z,0.983045
260.3084862520961,-31.37432628869581,57872.26606586948,18.871912,z,0.083002
260.3098596159023,-31.37549043259105,57872.26606586948,19.448896,z,0.978064
260.3097277514494,-31.376112606767776,57872.26606586948,20.763027,z,0.754616
260.310331093705,-31.37631318540035,57872.26606586948,19.629047,z,0.010695
260.3100222457276,-31.374613727286675,57872.26606586948,18.346727,z,0.979058
260.3093666970503,-31.37479406265054,57872.26606586948,21.043003,z,0.636643
260.31111532698117,-31.375971529448094,57872.26606586948,18.85832,z,0.278154
260.31063875208616,-31.375517355808764,57872.26606586948,19.440006,z,0.042418
260.3111557530119,-31.37486580220645,57872.26606586948,20.46204,z,0.941933
260.31029726641384,-31.37703109093663,57872.26606586948,20.133362,z,0.972467
260.3097433927055,-31.376962861623134,57872.26606586948,19.482862,z,0.943596
260.30988478636147,-31.38399436938006,57872.26606586948,20.865839,z,0.586346
260.30980277972867,-31.38156764187554,57872.26606586948,20.063198,z,0.130054
260.3090496750125,-31.380312826704436,57872.26606586948,19.004187,z,0.975086
260.3091577605195,-31.379839696892386,57872.26606586948,18.037188,z,0.957886
260.3089047285778,-31.383321965989936,57872.26606586948,20.257832,z,0.169551
260.30771406432996,-31.38252215492373,57872.26606586948,15.538188,z,0.796115
260.30889436166325,-31.37671903473383,57872.26606586948,20.511026,z,0.930083
260.3084493782526,-31.380956205736503,57872.26606586948,18.81644,z,0.906815
260.30878156990417,-31.37560943552078,57872.26606586948,20.218302,z,0.68268
260.30871627451336,-31.378769619421103,57872.26606586948,20.389606,z,0.650218
260.3078539987474,-31.378313445848416,57872.26606586948,18.785381,z,0.409031
260.3078344257708,-31.377684564187035,57872.26606586948,20.417648,z,0.849784
260.30748587117705,-31.375662390052383,57872.26606586948,18.294737,z,0.110947
260.30707352628133,-31.37455127940218,57872.26606586948,19.573858,z,0.013721
260.3054317743746,-31.377512485420915,57872.26606586948,19.279177,z,0.701081
260.3066160697658,-31.37685019333039,57872.26606586948,18.630508,z,0.702023
260.30560845204,-31.376739910222984,57872.26606586948,18.225737,z,0.463843
260.3067897376066,-31.38027887484531,57872.26606586948,20.994528,z,0.598851
260.3051462726595,-31.38410921929578,57872.26606586948,20.066856,z,0.898333
260.30395129519314,-31.382341777711776,57872.26606586948,19.302082,z,0.093397
260.30619244704576,-31.3834307180497,57872.26606586948,18.706135,z,0.857526
260.30530830291144,-31.38349472461015,57872.26606586948,19.64068,z,0.63475
260.30191080256446,-31.380914380699,57872.26606586948,19.729734,z,0.86609
260.30172832623106,-31.381324206981816,57872.26606586948,20.445818,z,0.857299
260.30367968691655,-31.383518907869423,57872.26606586948,15.190906,z,0.987312
260.30290165443233,-31.38305531052151,57872.26606586948,18.153927,z,0.969506
260.3066030491139,-31.380993651413885,57872.26606586948,20.745377,z,0.680447
260.3064139569493,-31.379264054141263,57872.26606586948,19.81601,z,0.205462
260.30442745030314,-31.37479339298946,57872.26606586948,19.539167,z,0.814109
260.3051634182438,-31.37546041379166,57872.26606586948,16.936958,z,0.97993
260.30427482032127,-31.37561882156935,57872.26606586948,20.243477,z,0.637879
260.30535757984245,-31.37457112375762,57872.26606586948,20.217928,z,0.488286
260.30594734255254,-31.38059760346717,57872.26606586948,19.572855,z,0.979433
260.3057130038151,-31.379945614460386,57872.26606586948,20.252693,z,0.930165
260.30558283926797,-31.381960317054723,57872.26606586948,19.028828,z,0.981009
260.30473276730675,-31.381979948317234,57872.26606586948,20.197947,z,0.769879
260.30482153850676,-31.3784138127326,57872.26606586948,17.4619,z,0.980956
260.3027557960843,-31.375532829026444,57872.26606586948,18.489084,z,0.982531
260.30357258448186,-31.37641718177007,57872.26606586948,19.255428,z,0.364937
260.3040670717705,-31.377271250567187,57872.26606586948,19.206892,z,0.981189
260.3036413229496,-31.377630362085267,57872.26606586948,19.114073,z,0.639117
260.3031560881244,-31.380689414380484,57872.26606586948,20.03875,z,0.900148
260.30242243877575,-31.38021542120673,57872.26606586948,18.941292,z,0.897317
260.3040002408616,-31.379975386990324,57872.26606586948,19.717607,z,0.970387
260.3032233361554,-31.379482013831513,57872.26606586948,17.799864,z,0.980078
