ra,dec,mjd,mag_auto,magerr_auto,filter,fwhm,class_star,exposure
246.13338653524417,-26.24811790507966,58235.36492871167,22.1706,0.091136,i,1.006707,0.915402,c4d_180427_084529_ooi_i_v1
246.13224296730135,-26.24741608049386,58235.36492871167,22.504684,0.112425,i,0.843651,0.76558,c4d_180427_084529_ooi_i_v1
246.13258934070365,-26.2559737347397,56826.997403197456,18.373161,0.029357,i,0.780977,0.975004,c4d_140618_235710_ooi_i_v1
246.13238064004415,-26.25406398552698,56826.997403197456,20.031202,0.087862,i,0.960423,0.963547,c4d_140618_235710_ooi_i_v1
246.12989196709418,-26.255945166021412,56826.997403197456,19.550503,0.080431,i,1.389074,0.967219,c4d_140618_235710_ooi_i_v1
246.12735694748824,-26.254629068162345,56826.997403197456,20.111164,0.093411,i,0.861026,0.949365,c4d_140618_235710_ooi_i_v1
246.12564152699022,-26.24884918417554,56826.997403197456,20.134766,0.124452,i,1.038939,0.959631,c4d_140618_235710_ooi_i_v1
246.1241465486284,-26.249275321936842,56826.997403197456,18.964544,0.04256,i,0.832647,0.977827,c4d_140618_235710_ooi_i_v1
246.13258926662064,-26.25598127402497,58235.12110080384,18.236027,0.008683,z,1.009884,0.982022,c4d_180427_025423_ooi_z_v1
246.13337236306853,-26.248150789288037,58235.12110080384,21.760376,0.096116,z,1.172808,0.524041,c4d_180427_025423_ooi_z_v1
246.13322002697927,-26.25033675032672,58235.12110080384,21.570045,0.089589,z,1.097241,0.795988,c4d_180427_025423_ooi_z_v1
246.13296319607545,-26.248773179679876,58235.12110080384,22.248554,0.127372,z,0.890763,0.410598,c4d_180427_025423_ooi_z_v1
246.13240197643074,-26.254057562926167,58235.12110080384,19.730265,0.026248,z,1.026146,0.980053,c4d_180427_025423_ooi_z_v1
246.1322264651724,-26.247420744176836,58235.12110080384,21.795177,0.100833,z,1.134686,0.461287,c4d_180427_025423_ooi_z_v1
246.13077320235323,-26.252644548496246,58235.12110080384,21.50623,0.096521,z,2.498708,0.101108,c4d_180427_025423_ooi_z_v1
246.1299041645736,-26.255941358818877,58235.12110080384,19.530231,0.02486,z,1.003347,0.979885,c4d_180427_025423_ooi_z_v1
246.1290976608616,-26.256004011744366,58235.12110080384,21.7415,0.203403,z,1.643728,0.786963,c4d_180427_025423_ooi_z_v1
246.1292470865368,-26.251972390079768,58235.12110080384,21.159946,0.075567,z,1.204918,0.935118,c4d_180427_025423_ooi_z_v1
246.12863102643723,-26.25016102325468,58235.12110080384,21.933323,0.132004,z,1.19643,0.494928,c4d_180427_025423_ooi_z_v1
246.1273655924268,-26.25462913701201,58235.12110080384,19.910378,0.034905,z,1.010042,0.981418,c4d_180427_025423_ooi_z_v1
246.12642278532343,-26.253854025343323,58235.12110080384,21.135044,0.116637,z,1.388605,0.43366,c4d_180427_025423_ooi_z_v1
246.12646165797167,-26.253066556472135,58235.12110080384,21.342272,0.090049,z,1.443633,0.840341,c4d_180427_025423_ooi_z_v1
246.12563584146451,-26.248807786222258,58235.12110080384,20.259563,0.044158,z,1.009991,0.981167,c4d_180427_025423_ooi_z_v1
246.1249376101475,-26.250203543950285,58235.12110080384,20.55541,0.083273,z,1.351718,0.929823,c4d_180427_025423_ooi_z_v1
246.12414114779415,-26.249290341721174,58235.12110080384,18.604105,0.011031,z,0.988468,0.982827,c4d_180427_025423_ooi_z_v1
246.12445475103746,-26.252251544035218,58235.12110080384,21.911777,0.157578,z,1.370145,0.668508,c4d_180427_025423_ooi_z_v1
246.1243531034181,-26.254569894459088,58235.12110080384,22.534595,0.162033,z,1.1134,0.500931,c4d_180427_025423_ooi_z_v1
246.13258663862328,-26.25598413363237,58235.36735898396,18.41152,0.005999,i,0.871019,0.982705,c4d_180427_084859_ooi_i_v1
246.13336709980317,-26.2481463630827,58235.36735898396,22.18803,0.091323,i,1.023847,0.878067,c4d_180427_084859_ooi_i_v1
246.13320136789835,-26.250333916763672,58235.36735898396,21.71089,0.067747,i,1.11511,0.958446,c4d_180427_084859_ooi_i_v1
246.1324060592029,-26.25406726268363,58235.36735898396,19.886307,0.01833,i,0.88836,0.982899,c4d_180427_084859_ooi_i_v1
246.13294102136305,-26.24877150441441,58235.36735898396,22.574081,0.102241,i,0.888216,0.656245,c4d_180427_084859_ooi_i_v1
246.1322371928973,-26.247414697446747,58235.36735898396,22.522896,0.112399,i,0.982882,0.822032,c4d_180427_084859_ooi_i_v1
246.13080317933372,-26.252643861901433,58235.36735898396,22.249474,0.098417,i,1.93152,0.277186,c4d_180427_084859_ooi_i_v1
246.12990489500712,-26.25594976477588,58235.36735898396,19.690575,0.015842,i,0.88254,0.980964,c4d_180427_084859_ooi_i_v1
246.12923551988416,-26.25197499860258,58235.36735898396,21.539988,0.061627,i,0.977878,0.977632,c4d_180427_084859_ooi_i_v1
246.1286445493482,-26.25022373173203,58235.36735898396,23.18198,0.204215,i,1.058349,0.506788,c4d_180427_084859_ooi_i_v1
246.12736129006905,-26.254625891883165,58235.36735898396,20.065228,0.020529,i,0.857104,0.982189,c4d_180427_084859_ooi_i_v1
246.12640681617515,-26.253871069878457,58235.36735898396,21.780794,0.105338,i,1.435804,0.313123,c4d_180427_084859_ooi_i_v1
246.12644152382748,-26.25306212149446,58235.36735898396,21.817738,0.086486,i,1.073641,0.97019,c4d_180427_084859_ooi_i_v1
246.12562133030107,-26.248816181064328,58235.36735898396,20.364918,0.02582,i,0.847158,0.982679,c4d_180427_084859_ooi_i_v1
246.12492530975322,-26.250224566468606,58235.36735898396,21.24057,0.06671,i,0.87158,0.980455,c4d_180427_084859_ooi_i_v1
246.12443743492042,-26.25226980697306,58235.36735898396,22.48029,0.120187,i,0.906313,0.932266,c4d_180427_084859_ooi_i_v1
246.12413827689105,-26.2492922258373,58235.36735898396,18.888954,0.008062,i,0.862192,0.983847,c4d_180427_084859_ooi_i_v1
246.12436881425057,-26.25454540943664,58235.36735898396,22.620544,0.181859,i,1.223393,0.650694,c4d_180427_084859_ooi_i_v1
246.1326023068623,-26.255982418476748,56784.26747407345,18.35292,0.04909,i,1.213199,0.974717,c4d_140507_062605_ooi_i_v1
246.1323897391682,-26.25406022966895,56784.26747407345,19.889763,0.133622,i,1.537092,0.773414,c4d_140507_062605_ooi_i_v1
246.12989243056975,-26.255911864672278,56784.26747407345,19.604849,0.132916,i,1.691314,0.717338,c4d_140507_062605_ooi_i_v1
246.12739162813233,-26.254618281086795,56784.26747407345,20.001286,0.163579,i,1.413129,0.542501,c4d_140507_062605_ooi_i_v1
246.12562909011524,-26.24880676697515,56784.26747407345,20.361057,0.181899,i,1.722726,0.515165,c4d_140507_062605_ooi_i_v1
246.12415946100418,-26.249263182378478,56784.26747407345,18.863718,0.062956,i,1.601638,0.963188,c4d_140507_062605_ooi_i_v1
246.13258617302233,-26.255981339565572,58233.428520750254,18.22621,0.008963,z,1.010606,0.97472,c4d_180425_101704_ooi_z_v1
246.133367375736,-26.24814702420427,58233.428520750254,21.626747,0.101236,z,1.216205,0.614088,c4d_180425_101704_ooi_z_v1
246.13320424524923,-26.25032837943511,58233.428520750254,21.508995,0.085832,z,1.27218,0.716522,c4d_180425_101704_ooi_z_v1
246.1324111127958,-26.254060422814838,58233.428520750254,19.692846,0.028352,z,1.057459,0.981777,c4d_180425_101704_ooi_z_v1
246.13223436129374,-26.247411968059374,58233.428520750254,21.853155,0.112149,z,1.096104,0.523425,c4d_180425_101704_ooi_z_v1
246.1307636039249,-26.252599060529175,58233.428520750254,21.847364,0.110641,z,1.528948,0.577319,c4d_180425_101704_ooi_z_v1
246.12990867281536,-26.25594050714677,58233.428520750254,19.496862,0.029434,z,1.050234,0.951317,c4d_180425_101704_ooi_z_v1
246.1292500060001,-26.251961211596168,58233.428520750254,21.20704,0.076025,z,1.27713,0.917152,c4d_180425_101704_ooi_z_v1
246.1286435697977,-26.25020932563848,58233.428520750254,22.636034,0.20253,z,0.766359,0.485249,c4d_180425_101704_ooi_z_v1
246.12639604504156,-26.25383893752372,58233.428520750254,21.218346,0.119624,z,1.669192,0.197436,c4d_180425_101704_ooi_z_v1
246.1264709044961,-26.253060716212577,58233.428520750254,21.217981,0.093716,z,1.164361,0.932123,c4d_180425_101704_ooi_z_v1
246.12561296500488,-26.248809618164575,58233.428520750254,20.175352,0.039426,z,1.067912,0.978159,c4d_180425_101704_ooi_z_v1
246.12492030236132,-26.2502122182245,58233.428520750254,20.886602,0.099359,z,1.3975,0.870905,c4d_180425_101704_ooi_z_v1
246.1241337751044,-26.249293944261076,58233.428520750254,18.6211,0.011512,z,1.000445,0.982876,c4d_180425_101704_ooi_z_v1
246.1244440473104,-26.252282118837282,58233.428520750254,21.886091,0.163546,z,1.447465,0.682097,c4d_180425_101704_ooi_z_v1
246.13259258036382,-26.25597736683466,57889.24069001386,18.05878,0.012939,Y,0.899886,0.981821,c4d_170516_054959_ooi_Y_v1
246.13336591073968,-26.248142969757012,57889.24069001386,21.592775,0.131542,Y,1.469283,0.569191,c4d_170516_054959_ooi_Y_v1
246.13323187596168,-26.250310879350184,57889.24069001386,21.364487,0.111677,Y,0.808469,0.555188,c4d_170516_054959_ooi_Y_v1
246.13239338170007,-26.254060658405333,57889.24069001386,19.503355,0.038261,Y,0.895358,0.9804,c4d_170516_054959_ooi_Y_v1
246.13224771161794,-26.247472455523727,57889.24069001386,21.636272,0.151701,Y,0.767069,0.476217,c4d_170516_054959_ooi_Y_v1
246.13076975368116,-26.2526478118242,57889.24069001386,21.418497,0.119904,Y,1.753014,0.565175,c4d_170516_054959_ooi_Y_v1
246.12989812646674,-26.25594610273766,57889.24069001386,19.39177,0.037544,Y,0.955335,0.9826,c4d_170516_054959_ooi_Y_v1
246.12813162324676,-26.25610138348884,57889.24069001386,19.970198,0.127853,Y,3.664869,0.000475,c4d_170516_054959_ooi_Y_v1
