ra,dec,mjd,mag_auto,filter,class_star
249.50266882835183,-28.93667399439179,56831.08400567714,23.395788,r,0.790201
249.50197989258533,-28.94018979530933,56831.08400567714,20.162945,r,0.98264
249.5021192429914,-28.938880647974564,56831.08400567714,23.147648,r,0.547975
249.5012025768191,-28.93934032147371,56831.08400567714,21.318453,r,0.976543
249.50030195868763,-28.93814826407131,56831.08400567714,16.62848,r,0.990048
249.49957089066643,-28.934589987124575,56831.08400567714,22.984747,r,0.724434
249.50051803990493,-28.939896323108716,56831.08400567714,22.731775,r,0.963419
249.50029674822855,-28.943263426936625,56831.08400567714,22.58857,r,0.955009
249.49972723887785,-28.93689454689951,56831.08400567714,21.145494,r,0.982865
249.49858104727898,-28.939233517895552,56831.08400567714,19.265947,r,0.990886
249.49808557676334,-28.938547312457175,56831.08400567714,22.5823,r,0.426631
249.4986783890591,-28.938024363787513,56831.08400567714,20.352226,r,0.810478
249.49817482114585,-28.936793301877746,56831.08400567714,16.74507,r,0.986937
249.49902295048886,-28.943309680618942,56831.08400567714,17.771852,r,0.984866
249.49918617671116,-28.944538313805115,56831.08400567714,20.801132,r,0.980401
249.49857722529185,-28.94060371887786,56831.08400567714,16.99409,r,0.996982
249.49884739360448,-28.9343539158195,56831.08400567714,21.16584,r,0.979403
249.49796043639395,-28.934037113086507,56831.08400567714,23.503141,r,0.597597
249.49726607019224,-28.94084354944691,56831.08400567714,22.346762,r,0.973739
249.49735106332253,-28.938530347994526,56831.08400567714,22.62158,r,0.967352
249.49722228363632,-28.934362480213903,56831.08400567714,21.93323,r,0.971165
249.49684916440708,-28.941733168944044,56831.08400567714,21.24538,r,0.983257
249.49639243452407,-28.94108361430699,56831.08400567714,21.775162,r,0.519151
249.49642173847423,-28.944358103065117,56831.08400567714,22.923378,r,0.91423
249.4960205646154,-28.9435971430529,56831.08400567714,22.139885,r,0.976109
249.49599714192473,-28.940488450039354,56831.08400567714,23.384945,r,0.653558
249.49593730658057,-28.937057209036574,56831.08400567714,23.538403,r,0.727993
249.49599829022614,-28.93613834863099,56831.08400567714,23.354345,r,0.704384
249.49525192343916,-28.93593072951159,56831.08400567714,22.66155,r,0.965233
249.49457640183908,-28.936188752213372,56831.08400567714,21.893305,r,0.120246
249.49444882996593,-28.93893514000676,56831.08400567714,17.449045,r,0.997049
249.49388748430835,-28.937828028325338,56831.08400567714,22.750597,r,0.965375
249.4931140906135,-28.937605978622372,56831.08400567714,23.35757,r,0.590361
249.49266220449266,-28.939344288932173,56831.08400567714,19.596596,r,0.983775
249.5031657952507,-28.9395736120618,58715.97535911389,20.33088,i,0.972272
249.50420629492368,-28.93914103536793,58715.97535911389,19.859695,i,0.93557
249.5033080467612,-28.9361399540995,58715.97535911389,20.51877,i,0.007805
249.50324563335985,-28.941198922798048,58715.97535911389,21.336306,i,0.947342
249.50314583138635,-28.93784219290302,58715.97535911389,20.329363,i,0.978298
249.50262085259342,-28.94257007825757,58715.97535911389,21.593485,i,0.86902
249.50196579800271,-28.93598848288543,58715.97535911389,19.657604,i,0.982219
249.5019809017051,-28.940196487554445,58715.97535911389,19.840338,i,0.980696
249.5011914401184,-28.9393451890682,58715.97535911389,20.94597,i,0.975516
249.50028043413974,-28.934895225528628,58715.97535911389,18.958118,i,0.981694
249.4988451738104,-28.9343550176665,58715.97535911389,20.79716,i,0.972082
249.4973552116819,-28.93854036219701,58715.97535911389,20.594904,i,0.957026
