ra,dec,raerr,decerr,mjd,mag_auto,magerr_auto,filter,exposure
249.49856500448158,-29.93920598146915,0.127629,0.12718,56835.07564547518,21.830631,0.067173,VR,c4d_140627_015128_ooi_VR_v1
