ra,dec,mjd,mag_auto,magerr_auto,filter,fwhm,class_star,exposure
260.3128213616826,-32.37670209907148,57864.35060647223,18.485378,0.099953,Y,1.263476,0.39179,c4d_170421_082611_ooi_Y_v1
260.3126503670221,-32.37872474191194,57864.35060647223,17.96598,0.051813,Y,0.802113,0.962945,c4d_170421_082611_ooi_Y_v1
260.3122591047819,-32.37966340535969,57864.35060647223,18.05828,0.055753,Y,0.825296,0.960181,c4d_170421_082611_ooi_Y_v1
260.3119284080412,-32.38221293227189,57864.35060647223,17.78933,0.057302,Y,2.337515,0.796005,c4d_170421_082611_ooi_Y_v1
260.31114484337286,-32.37911070155933,57864.35060647223,19.686836,0.149153,Y,0.711512,0.533986,c4d_170421_082611_ooi_Y_v1
260.3098961196698,-32.38164993958432,57864.35060647223,18.424091,0.080941,Y,2.688555,0.967975,c4d_170421_082611_ooi_Y_v1
260.3088403403237,-32.380733291795416,57864.35060647223,16.220123,0.022069,Y,0.816978,0.979541,c4d_170421_082611_ooi_Y_v1
260.3107720985854,-32.38118139824145,57864.35060647223,18.7331,0.089772,Y,0.801289,0.941726,c4d_170421_082611_ooi_Y_v1
260.3101295823756,-32.38073467873529,57864.35060647223,17.50953,0.060387,Y,5.013032,0.0047,c4d_170421_082611_ooi_Y_v1
260.3078998080184,-32.38262520379837,57864.35060647223,13.257927,0.014449,Y,0.766295,0.982808,c4d_170421_082611_ooi_Y_v1
260.3079004528497,-32.381087105733315,57864.35060647223,18.3469,0.142495,Y,1.887578,0.148406,c4d_170421_082611_ooi_Y_v1
260.310470460683,-32.37994105949596,57864.35060647223,19.556458,0.139269,Y,0.874991,0.740416,c4d_170421_082611_ooi_Y_v1
260.31043111436566,-32.37756532403254,57864.35060647223,19.002758,0.14564,Y,1.871696,0.248288,c4d_170421_082611_ooi_Y_v1
260.31009878473645,-32.382414904139296,57864.35060647223,17.710197,0.05321,Y,1.321938,0.566853,c4d_170421_082611_ooi_Y_v1
260.3103942280767,-32.378384684424965,57864.35060647223,19.530281,0.133333,Y,0.69442,0.702502,c4d_170421_082611_ooi_Y_v1
260.30743866462274,-32.373874407409275,57864.35060647223,16.67704,0.026706,Y,0.819966,0.972336,c4d_170421_082611_ooi_Y_v1
260.30654244304446,-32.37419387041207,57864.35060647223,16.435669,0.024643,Y,0.793954,0.922161,c4d_170421_082611_ooi_Y_v1
260.3077422491042,-32.37492501068454,57864.35060647223,16.319801,0.0261,Y,0.922819,0.918548,c4d_170421_082611_ooi_Y_v1
260.30898831054077,-32.3761689141192,57864.35060647223,13.403818,0.014302,Y,0.777894,0.98574,c4d_170421_082611_ooi_Y_v1
260.3091912867246,-32.377167564955414,57864.35060647223,16.277992,0.025541,Y,2.0342,0.042096,c4d_170421_082611_ooi_Y_v1
260.3095385461089,-32.3798382915703,57864.35060647223,17.016026,0.030519,Y,0.796606,0.976319,c4d_170421_082611_ooi_Y_v1
260.30959582037156,-32.38376749779301,57864.35060647223,18.928349,0.113124,Y,0.792144,0.952984,c4d_170421_082611_ooi_Y_v1
260.3084256818653,-32.38424684752175,57864.35060647223,17.604343,0.103576,Y,3.874981,0.002288,c4d_170421_082611_ooi_Y_v1
260.30406506842587,-32.377933198626295,57864.35060647223,18.549294,0.168009,Y,2.116251,0.35761,c4d_170421_082611_ooi_Y_v1
260.3035824943054,-32.38084979503204,57864.35060647223,18.945663,0.190591,Y,1.772938,0.777914,c4d_170421_082611_ooi_Y_v1
260.30705443556,-32.377329737422734,57864.35060647223,14.93389,0.015634,Y,0.840296,0.870016,c4d_170421_082611_ooi_Y_v1
260.30744578319377,-32.37847907179918,57864.35060647223,17.600925,0.083057,Y,0.775085,0.833365,c4d_170421_082611_ooi_Y_v1
260.30458450996065,-32.38072654202694,57864.35060647223,16.74989,0.035042,Y,1.921222,0.214397,c4d_170421_082611_ooi_Y_v1
260.30366368649254,-32.37861265691746,57864.35060647223,18.224224,0.128979,Y,3.395447,0.021985,c4d_170421_082611_ooi_Y_v1
260.3055733734503,-32.378525605354994,57864.35060647223,13.348717,0.014348,Y,0.776686,0.982936,c4d_170421_082611_ooi_Y_v1
260.30547408092707,-32.37756929334755,57864.35060647223,17.713722,0.069014,Y,2.340021,0.013902,c4d_170421_082611_ooi_Y_v1
260.30431701774586,-32.37962489091325,57864.35060647223,16.550121,0.025358,Y,0.758572,0.911863,c4d_170421_082611_ooi_Y_v1
260.30359278319924,-32.37954088436521,57864.35060647223,16.746925,0.030537,Y,0.89838,0.742754,c4d_170421_082611_ooi_Y_v1
260.3087986715887,-32.373799987477305,57864.35060647223,18.277264,0.132594,Y,1.981491,0.751958,c4d_170421_082611_ooi_Y_v1
260.3068932466228,-32.3844222285854,57864.35060647223,17.76305,0.086578,Y,1.700537,0.772287,c4d_170421_082611_ooi_Y_v1
260.30618476051865,-32.38413199298517,57864.35060647223,18.589256,0.12902,Y,0.85799,0.948587,c4d_170421_082611_ooi_Y_v1
260.3066520403621,-32.38098051928767,57864.35060647223,15.447028,0.016916,Y,0.758868,0.940876,c4d_170421_082611_ooi_Y_v1
260.30621108452954,-32.3751707291628,57864.35060647223,19.043388,0.208674,Y,2.610635,0.025265,c4d_170421_082611_ooi_Y_v1
260.3052472572622,-32.38210957882066,57864.35060647223,15.934583,0.021547,Y,0.893826,0.922281,c4d_170421_082611_ooi_Y_v1
260.3043877611697,-32.38272472823434,57864.35060647223,16.245796,0.022095,Y,0.774483,0.918426,c4d_170421_082611_ooi_Y_v1
260.3038179691541,-32.3822888458276,57864.35060647223,18.069939,0.061875,Y,0.77601,0.981233,c4d_170421_082611_ooi_Y_v1
260.3047004778137,-32.38427022384389,57864.35060647223,17.715298,0.074375,Y,1.629146,0.713277,c4d_170421_082611_ooi_Y_v1
260.3050068134882,-32.374770871746286,57864.35060647223,19.539112,0.134765,Y,0.876506,0.659228,c4d_170421_082611_ooi_Y_v1
260.30477199658503,-32.37578355604843,57864.35060647223,18.298367,0.074697,Y,1.527336,0.688848,c4d_170421_082611_ooi_Y_v1
260.30412382013026,-32.37435678195278,57864.35060647223,19.099884,0.116581,Y,1.387679,0.102029,c4d_170421_082611_ooi_Y_v1
260.30397513965346,-32.375551143570846,57864.35060647223,19.32594,0.155065,Y,0.871568,0.533909,c4d_170421_082611_ooi_Y_v1
260.3020820444094,-32.37904562165865,57864.35060647223,18.614464,0.116773,Y,2.012899,0.154954,c4d_170421_082611_ooi_Y_v1
260.3027410005535,-32.377677927586376,57864.35060647223,18.386143,0.107649,Y,1.144367,0.531502,c4d_170421_082611_ooi_Y_v1
260.3021813972816,-32.37814303978837,57864.35060647223,17.307968,0.055095,Y,1.072801,0.590506,c4d_170421_082611_ooi_Y_v1
260.3016303357873,-32.38110447395229,57864.35060647223,16.633224,0.039256,Y,1.69999,0.915591,c4d_170421_082611_ooi_Y_v1
260.30214152313096,-32.38010177737288,57864.35060647223,18.168163,0.115109,Y,2.424617,0.123998,c4d_170421_082611_ooi_Y_v1
260.3023294958773,-32.376684971899344,57864.35060647223,18.095993,0.07544,Y,1.851896,0.008787,c4d_170421_082611_ooi_Y_v1
260.3022086170385,-32.37588476314425,57864.35060647223,18.96965,0.103711,Y,2.170948,0.277108,c4d_170421_082611_ooi_Y_v1
260.30130008771266,-32.37706182433322,57864.35060647223,18.630173,0.125988,Y,1.284604,0.812625,c4d_170421_082611_ooi_Y_v1
260.31262784720144,-32.37873034995852,57163.42654040316,21.880577,0.149593,VR,0.853258,0.387482,c4d_150521_101543_ooi_VR_v2
260.3122226675761,-32.379647015938076,57163.42654040316,21.76969,0.10983,VR,1.637501,0.431806,c4d_150521_101543_ooi_VR_v2
260.3100803356993,-32.38239752790401,57163.42654040316,21.422993,0.138083,VR,2.06051,0.488296,c4d_150521_101543_ooi_VR_v2
260.3095427472933,-32.37985863947399,57163.42654040316,19.99345,0.048667,VR,1.725066,0.9337,c4d_150521_101543_ooi_VR_v2
260.30900349978805,-32.376131999984075,57163.42654040316,17.89037,0.009729,VR,1.514875,0.982978,c4d_150521_101543_ooi_VR_v2
260.30914152067714,-32.377123068032645,57163.42654040316,20.258844,0.059008,VR,2.22992,0.768235,c4d_150521_101543_ooi_VR_v2
260.30885569795504,-32.38071698872804,57163.42654040316,19.996576,0.054557,VR,1.645135,0.968399,c4d_150521_101543_ooi_VR_v2
260.3078634251801,-32.38258998294129,57163.42654040316,17.901812,0.010086,VR,1.557692,0.982926,c4d_150521_101543_ooi_VR_v2
260.307445596633,-32.37849801898707,57163.42654040316,22.072948,0.190847,VR,0.957047,0.398007,c4d_150521_101543_ooi_VR_v2
260.30664526634524,-32.380975616187314,57163.42654040316,19.43332,0.030759,VR,1.53634,0.978019,c4d_150521_101543_ooi_VR_v2
260.3070042126248,-32.377307215729324,57163.42654040316,21.474464,0.107214,VR,1.784157,0.513894,c4d_150521_101543_ooi_VR_v2
260.30556354033206,-32.37852056854519,57163.42654040316,17.393974,0.006933,VR,1.504958,0.983313,c4d_150521_101543_ooi_VR_v2
260.3052465398845,-32.382127589076184,57163.42654040316,19.3848,0.033237,VR,1.669727,0.964104,c4d_150521_101543_ooi_VR_v2
260.30432757354964,-32.382655473084995,57163.42654040316,19.3957,0.039232,VR,3.452771,0.273108,c4d_150521_101543_ooi_VR_v2
260.3045898146908,-32.380745667141504,57163.42654040316,19.633755,0.053662,VR,2.701719,0.272509,c4d_150521_101543_ooi_VR_v2
260.30413304695,-32.37961633593579,57163.42654040316,19.332047,0.050718,VR,3.783851,0.176371,c4d_150521_101543_ooi_VR_v2
260.30479827631194,-32.375840463283005,57163.42654040316,21.858923,0.158081,VR,1.187467,0.366062,c4d_150521_101543_ooi_VR_v2
260.3046506840354,-32.384274725853196,57163.42654040316,21.278923,0.177008,VR,1.889865,0.494476,c4d_150521_101543_ooi_VR_v2
260.30219146809014,-32.3781386405811,57163.42654040316,20.827305,0.12205,VR,2.330258,0.729542,c4d_150521_101543_ooi_VR_v2
260.3015198459042,-32.38112660215362,57163.42654040316,19.646336,0.058957,VR,1.941194,0.442503,c4d_150521_101543_ooi_VR_v2
260.3095347704838,-32.379827902923346,57162.43906175159,20.136261,0.068667,VR,1.703751,0.921227,c4d_150520_103343_ooi_VR_v4
260.3089994539776,-32.37613757728996,57162.43906175159,17.90606,0.013119,VR,1.355336,0.982268,c4d_150520_103343_ooi_VR_v4
260.30917675236077,-32.3771611451355,57162.43906175159,20.031998,0.067278,VR,2.330712,0.842111,c4d_150520_103343_ooi_VR_v4
260.308853452427,-32.380716320140706,57162.43906175159,20.002241,0.065408,VR,1.58301,0.913379,c4d_150520_103343_ooi_VR_v4
260.31013129599523,-32.38238143231944,57162.43906175159,21.227076,0.146377,VR,1.154494,0.442348,c4d_150520_103343_ooi_VR_v4
260.3078571650621,-32.382587165711605,57162.43906175159,17.928558,0.01389,VR,1.439457,0.982504,c4d_150520_103343_ooi_VR_v4
260.307724776108,-32.37491303833122,57162.43906175159,19.11102,0.03397,VR,1.406812,0.97311,c4d_150520_103343_ooi_VR_v4
260.30740746156977,-32.37385560638839,57162.43906175159,20.429298,0.087865,VR,1.751188,0.808375,c4d_150520_103343_ooi_VR_v4
260.3065584633746,-32.374180929037735,57162.43906175159,20.060478,0.070999,VR,1.75539,0.874518,c4d_150520_103343_ooi_VR_v4
260.3066472680069,-32.38097413419402,57162.43906175159,19.408983,0.043134,VR,1.453464,0.97587,c4d_150520_103343_ooi_VR_v4
260.30555298987866,-32.378524244559785,57162.43906175159,17.419436,0.008737,VR,1.31075,0.983008,c4d_150520_103343_ooi_VR_v4
260.30523103269945,-32.382120980327514,57162.43906175159,19.43858,0.053989,VR,1.594309,0.974122,c4d_150520_103343_ooi_VR_v4
260.30458218312356,-32.38074225811733,57162.43906175159,19.653584,0.095108,VR,2.83065,0.079035,c4d_150520_103343_ooi_VR_v4
260.3046924946821,-32.38426852797202,57162.43906175159,21.297117,0.207041,VR,1.407611,0.39075,c4d_150520_103343_ooi_VR_v4
260.30429752530205,-32.37963341548598,57162.43906175159,19.76,0.086965,VR,1.525717,0.804597,c4d_150520_103343_ooi_VR_v4
260.30360967433035,-32.379539611148886,57162.43906175159,20.602087,0.185612,VR,2.632877,0.695732,c4d_150520_103343_ooi_VR_v4
260.3043652719643,-32.38270262731983,57162.43906175159,19.645351,0.085777,VR,1.746145,0.955365,c4d_150520_103343_ooi_VR_v4
260.30216662749945,-32.37811381592764,57162.43906175159,20.884602,0.19404,VR,1.919583,0.662692,c4d_150520_103343_ooi_VR_v4
260.3015032735515,-32.381131316883916,57162.43906175159,19.705215,0.079231,VR,1.624391,0.808986,c4d_150520_103343_ooi_VR_v4
260.3125991095711,-32.37872913398686,57163.43409288954,21.67044,0.153354,VR,1.117943,0.448466,c4d_150521_102637_ooi_VR_v2
260.31008601906854,-32.38239571383614,57163.43409288954,21.450602,0.114054,VR,1.233115,0.467195,c4d_150521_102637_ooi_VR_v2
260.3095390474166,-32.37984339931836,57163.43409288954,20.093838,0.052507,VR,1.475334,0.900893,c4d_150521_102637_ooi_VR_v2
260.3089973303384,-32.37612755422592,57163.43409288954,17.931543,0.010892,VR,1.367592,0.982963,c4d_150521_102637_ooi_VR_v2
260.3091591082552,-32.37714376716471,57163.43409288954,20.254927,0.065502,VR,2.053188,0.877627,c4d_150521_102637_ooi_VR_v2
260.30885374664183,-32.3807095053206,57163.43409288954,20.048735,0.058784,VR,1.514302,0.950081,c4d_150521_102637_ooi_VR_v2
260.3078593440725,-32.38258869896212,57163.43409288954,17.935266,0.011418,VR,1.467613,0.983002,c4d_150521_102637_ooi_VR_v2
260.30772904158965,-32.374904796414064,57163.43409288954,19.154207,0.028413,VR,1.540362,0.979128,c4d_150521_102637_ooi_VR_v2
260.3065627879424,-32.37420200083116,57163.43409288954,20.072393,0.056444,VR,1.684613,0.926686,c4d_150521_102637_ooi_VR_v2
260.30701658030836,-32.377319309420685,57163.43409288954,21.59393,0.111991,VR,1.163984,0.426079,c4d_150521_102637_ooi_VR_v2
260.30663209961,-32.38097883498356,57163.43409288954,19.494747,0.035695,VR,1.364956,0.976454,c4d_150521_102637_ooi_VR_v2
260.30555814762073,-32.37852260239896,57163.43409288954,17.432112,0.007527,VR,1.366439,0.983278,c4d_150521_102637_ooi_VR_v2
260.30524279634415,-32.382112032046855,57163.43409288954,19.373072,0.036737,VR,1.8531,0.97497,c4d_150521_102637_ooi_VR_v2
260.3043806113733,-32.38270510596386,57163.43409288954,19.61405,0.051914,VR,1.899706,0.846423,c4d_150521_102637_ooi_VR_v2
260.3038338361417,-32.38228614802539,57163.43409288954,21.268345,0.170158,VR,2.294049,0.563328,c4d_150521_102637_ooi_VR_v2
260.3045838256096,-32.380751787376816,57163.43409288954,19.66503,0.063344,VR,3.187651,0.120175,c4d_150521_102637_ooi_VR_v2
260.30430311233914,-32.379648819676405,57163.43409288954,19.638348,0.061824,VR,1.480961,0.962807,c4d_150521_102637_ooi_VR_v2
260.3035868398749,-32.3795453099062,57163.43409288954,20.389841,0.094736,VR,1.662994,0.875227,c4d_150521_102637_ooi_VR_v2
260.3047161806882,-32.38424913019473,57163.43409288954,21.27068,0.191213,VR,1.797461,0.392345,c4d_150521_102637_ooi_VR_v2
260.30217694225115,-32.378110758971935,57163.43409288954,20.922886,0.133853,VR,1.775732,0.708542,c4d_150521_102637_ooi_VR_v2
260.30151703689364,-32.38111396847541,57163.43409288954,19.82039,0.06929,VR,1.576767,0.775935,c4d_150521_102637_ooi_VR_v2
260.3126209427477,-32.378714204103694,58683.124037464615,18.25925,0.077302,Y,1.830092,0.545506,c4d_190719_025836_ooi_Y_v1
260.3122512179405,-32.379670541080465,58683.124037464615,18.367422,0.082342,Y,1.518732,0.509047,c4d_190719_025836_ooi_Y_v1
260.31189660331466,-32.38224847259532,58683.124037464615,18.381441,0.094516,Y,2.683633,0.603053,c4d_190719_025836_ooi_Y_v1
260.3100912841866,-32.38241469005601,58683.124037464615,17.794924,0.104221,Y,1.639902,0.747723,c4d_190719_025836_ooi_Y_v1
260.3101129669751,-32.38070260800356,58683.124037464615,17.70124,0.11798,Y,3.349135,0.00184,c4d_190719_025836_ooi_Y_v1
260.30789141029476,-32.38262733452999,58683.124037464615,13.245723,0.013023,Y,1.488287,0.983,c4d_190719_025836_ooi_Y_v1
260.30883739947194,-32.380730599371724,58683.124037464615,16.044558,0.032143,Y,1.46581,0.895032,c4d_190719_025836_ooi_Y_v1
260.3074145259015,-32.37847080776795,58683.124037464615,17.92595,0.134536,Y,1.911353,0.375162,c4d_190719_025836_ooi_Y_v1
260.3045778760675,-32.380731720554124,58683.124037464615,17.317974,0.091515,Y,2.762145,0.011657,c4d_190719_025836_ooi_Y_v1
260.30703700546746,-32.377330702173985,58683.124037464615,14.813813,0.015421,Y,1.478817,0.889907,c4d_190719_025836_ooi_Y_v1
260.3055693343293,-32.378527766345215,58683.124037464615,13.296741,0.013063,Y,1.483271,0.963059,c4d_190719_025836_ooi_Y_v1
260.304298103804,-32.37963436398534,58683.124037464615,16.967344,0.046962,Y,1.762183,0.218957,c4d_190719_025836_ooi_Y_v1
260.3036109271252,-32.37955015559704,58683.124037464615,17.265913,0.068798,Y,1.874971,0.443869,c4d_190719_025836_ooi_Y_v1
260.309528071579,-32.37985053523948,58683.124037464615,17.05796,0.054068,Y,1.565111,0.94377,c4d_190719_025836_ooi_Y_v1
260.3077213832731,-32.374911040905,58683.124037464615,16.488077,0.036614,Y,1.555929,0.787071,c4d_190719_025836_ooi_Y_v1
260.3066408742739,-32.380982683955615,58683.124037464615,15.511041,0.020361,Y,1.469041,0.840486,c4d_190719_025836_ooi_Y_v1
260.30616961460436,-32.375121389237115,58683.124037464615,19.001186,0.205841,Y,1.7337,0.521548,c4d_190719_025836_ooi_Y_v1
