objID,uniquePspsP2id,detectID,ippObjID,ippDetectID,filterID,surveyID,imageID,randomDetID,dvoRegionID,obsTime,xPos,yPos,xPosErr,yPosErr,pltScale,posAngle,ra,dec,raErr,decErr,extNSigma,zp,telluricExt,expTime,airMass,psfFlux,psfFluxErr,psfMajorFWHM,psfMinorFWHM,psfTheta,psfCore,psfQf,psfQfPerfect,psfChiSq,psfLikelihood,momentXX,momentXY,momentYY,momentR1,momentRH,momentM3C,momentM3S,momentM4C,momentM4S,apFlux,apFluxErr,apFillF,apRadius,kronFlux,kronFluxErr,kronRad,sky,skyErr,infoFlag,infoFlag2,infoFlag3,processingVersion
76092417438428097,2922081220002790,151166120220002789,507897062680005,2789,4,0,30380122,0.978325509446045,118254,55612.6613787,103.55799865722656,1907.0899658203125,0.08320470154285431,0.08320470154285431,-0.256835013628006,-96.36479949951172,241.74382465,-26.58520095,0.021369900554418564,0.021369900554418564,0.5465599894523621,24.227800369262695,-0.030757000669836998,30.0,1.5010099411010742,9.195750317303464e-05,3.5961099911219208e-06,0.9681900143623352,0.917589008808136,24.718700408935547,-0.07299940288066864,0.9972140192985535,0.9972140192985535,1.0364700555801392,0.58468097448349,0.10491299629211426,-0.004497069865465164,0.10560999810695648,0.737326979637146,0.6634129881858826,0.004293520003557205,-0.002413359936326742,0.0041413200087845325,0.007857480086386204,9.739839879330248e-05,1.6202300230361288e-06,0.8355630040168762,2.054680109024048,8.852480095811188e-05,6.044069777999539e-06,1.8433200120925903,0.00012507599603850394,7.238179932755884e-06,35651585,128,7342144,3
76092417438428097,2922100220003001,153165491220003000,507897062680005,3000,4,0,30885622,0.21058094427975,118254,55632.655094,63.63710021972656,1908.719970703125,0.11053299903869629,0.11053299903869629,-0.2568120062351227,-96.36630249023438,241.74381013,-26.58521602,0.028386199846863747,0.028386199846863747,1.989590048789978,24.2721004486084,0.012261999770998955,30.0,1.4909900426864624,8.65538022480905e-05,4.496509973250795e-06,1.4536399841308594,1.4064099788665771,59.63800048828125,0.12275300174951553,0.9990159869194031,0.9990159869194031,1.0671299695968628,0.04663660004734993,0.2730650007724762,-0.008625649847090244,0.2541539967060089,0.9723110198974609,0.8081009984016418,-0.02332109957933426,0.007625550031661987,0.005285719875246286,0.010135999880731106,9.628859697841108e-05,1.5627999800926773e-06,0.904075026512146,3.338560104370117,8.594219980295748e-05,6.820820090069901e-06,2.4307799339294434,9.38200973905623e-05,6.1799200921086594e-06,35651585,0,7374912,3
76092417438428097,2922117320003338,153461798320003337,507897062680005,3337,5,0,31087632,0.742654652095078,118254,55635.6181686,788.4110107421875,3496.2900390625,0.12920400500297546,0.12920400500297546,-0.25684601068496704,-126.54900360107422,241.74384142,-26.58519409,0.033185601234436035,0.033185601234436035,1.4290800094604492,23.247400283813477,-0.046762000769376755,30.0,1.476330041885376,0.00011682300100801513,7.0941900958132464e-06,0.8901029825210571,0.7820490002632141,-13.171299934387207,0.34946298599243164,0.9981060028076172,0.9150729775428772,1.1033200025558472,0.15298299491405487,0.10459399968385696,-0.008961820043623447,0.09341420233249664,0.8237370252609253,0.6565979719161987,0.01745850034058094,-0.01395460031926632,0.014643399976193905,-0.00843621976673603,0.000137391994940117,3.024079887836706e-06,0.8355630040168762,2.054769992828369,0.0001335359993390739,1.377139960823115e-05,2.059340000152588,0.00020956700609531254,1.4947499948902987e-05,35651585,0,7374912,3
76092417438428097,2922140320003236,153463034320003235,507897062680005,3235,5,0,31090032,0.733862826352811,118254,55635.6305294,783.0499877929688,3492.22998046875,0.16002899408340454,0.16002899408340454,-0.2568419873714447,-126.55000305175781,241.74380842,-26.58518908,0.041102200746536255,0.041102200746536255,-0.9799739718437195,23.247299194335938,-0.04692700132727623,30.0,1.4752600193023682,8.948580216383561e-05,6.730570021318272e-06,0.9118049740791321,0.7792109847068787,-2.875649929046631,0.18376000225543976,0.99651700258255,0.20056599378585815,1.0975199937820435,-0.3270989954471588,0.08253809809684753,-0.0046500698663294315,0.0674125999212265,0.660722017288208,0.5704900026321411,-0.0012008600169792771,0.012705599889159203,-0.013417700305581093,0.007656340021640062,7.991830352693796e-05,2.3261500246007927e-06,0.8379999995231628,1.7978899478912354,7.353319961111993e-05,1.086429983843118e-05,1.6518000364303589,0.00020804000087082386,1.4404599824047182e-05,35651585,32,34880,3
76092417438428097,2922450250004513,160940174250004512,507897062680005,4512,1,0,34165525,0.957666965162071,118254,55710.4020067,4312.919921875,2871.31005859375,0.19542700052261353,0.19542700052261353,-0.2565020024776459,-119.15899658203125,241.74385678,-26.58520456,0.0501273013651371,0.0501273013651371,0.9533720016479492,24.43829917907715,-0.08894500136375427,43.0,1.4872699975967407,1.004210025712382e-05,9.223729762197763e-07,1.246399998664856,1.0136200189590454,49.04029846191406,-0.21386900544166565,0.9981099963188171,0.9981099963188171,1.2708799839019775,0.3404020071029663,0.1739480048418045,0.02962700091302395,0.10467299818992615,0.8836719989776611,0.6591330170631409,-0.013674000278115273,-0.006228659767657518,0.008139380253851414,0.009373350068926811,9.225270332535729e-06,3.7428199561873043e-07,0.8817179799079895,2.5650200843811035,8.625010195828509e-06,1.6173700032595661e-06,2.2091801166534424,8.722289749130141e-06,1.715500047794194e-06,35651585,0,40929344,3
76092417438428097,2922465250003902,160941709250003901,507897062680005,3901,1,0,34167825,0.0335212163939338,118254,55710.4173541,4309.0400390625,2863.889892578125,0.15052999556064606,0.15052999556064606,-0.256507009267807,-119.16100311279297,241.7438298,-26.58522832,0.038612000644207,0.038612000644207,0.12061099708080292,24.438600540161133,-0.09052500128746033,43.0,1.4747999906539917,1.2982300177100115e-05,9.184860232380743e-07,1.2046799659729004,0.9621180295944214,49.907501220703125,-0.2290010005235672,0.997573971748352,0.997573971748352,1.1975799798965454,0.9039989709854126,0.1080939993262291,0.006667939946055412,0.13773299753665924,0.9682070016860962,0.6843249797821045,-0.02659500017762184,-0.012182800099253654,-0.01451880019158125,-0.0012808600440621376,1.5584300854243338e-05,4.883190172222385e-07,0.8684750199317932,2.30856990814209,1.708509989839513e-05,1.771859956534172e-06,2.420520067214966,8.448690095974598e-06,1.6527500292795594e-06,35651585,0,7374912,3
76092417438428097,2922483250003878,161938425250003877,507897062680005,3877,2,0,34502725,0.430540368361902,118254,55720.3844975,4323.81982421875,2889.52001953125,0.15161600708961487,0.15161600708961487,-0.2564859986305237,-119.15899658203125,241.74386986,-26.58522018,0.03888750076293945,0.03888750076293945,-1.4401099681854248,23.987600326538086,-0.7706210017204285,40.0,1.4773099422454834,3.528119850670919e-05,2.5141300739051076e-06,1.1176999807357788,0.895039975643158,38.2781982421875,-0.2022320032119751,0.9980589747428894,0.9669550061225891,1.1426899433135986,-0.149835005402565,0.10432600229978561,0.003638929920271039,0.10056000202894211,0.69964599609375,0.5732880234718323,-0.030236199498176575,0.004119520075619221,0.007699040230363607,0.0017821999499574304,3.4374701499473304e-05,9.286709996558784e-07,0.8355630040168762,2.0518898963928223,2.7978700018138625e-05,4.031499884149525e-06,1.7491199970245361,7.106489647412673e-05,5.492269792739535e-06,35651585,0,7342144,3
76092417438428097,2922504250003288,161935042250003287,507897062680005,3287,3,0,34497825,0.1795260311845,118254,55720.3506952,4326.8798828125,2887.800048828125,0.09817460179328918,0.09817460179328918,-0.2564600110054016,-119.15699768066406,241.74382872,-26.58520779,0.02517779916524887,0.02517779916524887,0.7172049880027771,23.869199752807617,-0.7562950253486633,45.0,1.5433100461959839,6.954860145924613e-05,3.2091099910758203e-06,1.0928000211715698,0.8938390016555786,42.760501861572266,-0.15284399688243866,0.9979519844055176,0.9453179836273193,1.2407599687576294,0.4732480049133301,0.09962870180606842,-0.0018846000311896205,0.11541199684143066,0.6874300241470337,0.5900359749794006,0.018454700708389282,0.0030145200435072184,-0.011812900193035603,-0.006225899793207645,7.31351028662175e-05,1.3535300240619108e-06,0.8455110192298889,2.051680088043213,6.421090074582025e-05,5.034530204284238e-06,1.7185699939727783,0.00012622699432540685,6.947630026843399e-06,35651585,128,7342144,3
76092417438428097,2922520250003342,161936692250003341,507897062680005,3341,3,0,34500325,0.734397423206267,118254,55720.3671912,4326.52001953125,2884.030029296875,0.08863969892263412,0.08863969892263412,-0.2564209997653961,-119.15799713134766,241.74383072,-26.58519215,0.02272910065948963,0.02272910065948963,4.444119930267334,24.09910011291504,-0.5283129811286926,45.0,1.499809980392456,6.316119834082201e-05,2.6313400667277165e-06,1.1540499925613403,0.9796630144119263,36.04180145263672,-0.012871700339019299,0.9978740215301514,0.9676399827003479,1.1208000183105469,8.825260010780767e-06,0.14846399426460266,0.0140174999833107,0.14226099848747253,0.9577800035476685,0.781112015247345,0.017353100702166557,-0.008459430187940598,0.001549390028230846,-0.0022143700625747442,8.000770321814343e-05,1.2698400269073318e-06,0.8645449876785278,2.3077900409698486,7.820899918442592e-05,5.1191800594097e-06,2.3944499492645264,8.251419785665348e-05,5.044919817009941e-06,35667969,128,7342144,3
76092417438428097,2922542250002835,166125673250002834,507897062680005,2834,4,0,36522225,0.224762436211819,118254,55762.2569152,4306.7998046875,2856.570068359375,0.08965779840946198,0.08965779840946198,-0.25645700097084045,-119.15499877929688,241.74383101,-26.58520259,0.02299340069293976,0.02299340069293976,0.6552709937095642,24.274799346923828,-0.005365999881178141,30.0,1.4917900562286377,9.437630069442093e-05,3.976940206484869e-06,1.0963799953460693,1.0666500329971313,-12.656399726867676,0.5220450162887573,0.9973070025444031,0.9973070025444031,1.0780999660491943,0.5122929811477661,0.18280600011348724,0.01756409928202629,0.15057499706745148,0.9477750062942505,0.7981160283088684,0.006345789879560471,-0.02969229966402054,0.003095699939876795,0.0043596201576292515,0.00010385600035078824,1.6448000224045245e-06,0.8658030033111572,2.5645699501037598,9.677679918240756e-05,6.679219950456172e-06,2.3694400787353516,0.00010033899889094755,6.376939836627571e-06,35651585,128,7374912,3
