ra,dec,mjd,mag_auto,filter,class_star
246.12821891937418,-25.252508251712396,58235.11627305532,19.321785,z,0.982235
246.12677314349258,-25.249509660028966,58235.11627305532,20.583235,z,0.976159
246.12397038427144,-25.251506956097536,58235.11627305532,22.129309,z,0.540298
246.13420049944278,-25.248799233671786,57117.314046011306,19.240257,r,0.951625
246.1341854248272,-25.248809617858946,57265.063520267606,17.976782,z,0.97943
246.12823090465832,-25.252506374563776,57265.063520267606,19.299927,z,0.949876
246.13420037287986,-25.24878837087221,57117.31437981408,19.107496,r,0.897588
246.13417377871366,-25.248815099538206,57265.060841219034,20.492971,g,0.585934
246.12823272866058,-25.252505219542062,57117.31955105951,19.793114,i,0.980692
246.1267762875951,-25.249496435283103,57117.31955105951,20.883183,i,0.957612
246.1341982321606,-25.24880643765153,57117.31955105951,18.405125,i,0.983764
246.13418684225925,-25.248815540231064,57117.315746474545,18.005226,z,0.977462
246.1282052715066,-25.252536242507563,57117.315746474545,19.327936,z,0.951993
246.1341798830253,-25.248803109664085,58640.310579784214,20.412733,g,0.977673
246.12823020456594,-25.252527106030243,58640.310579784214,22.505703,g,0.513752
246.1267624045657,-25.249518409304322,58640.310579784214,23.114775,g,0.47717
246.1342082269932,-25.24880351466938,57117.316088892054,17.833218,z,0.978508
246.1282293885157,-25.25252347201807,57117.316088892054,19.261456,z,0.581139
246.13419597861574,-25.24880404971675,58235.11869045766,18.005508,z,0.98503
246.13335752320452,-25.250339772955083,58235.11869045766,22.295082,z,0.671957
246.13065601523542,-25.255788167430243,58235.11869045766,21.136074,z,0.185289
246.12921190890523,-25.256828307792826,58235.11869045766,22.191505,z,0.583044
246.12822501676013,-25.25250443678647,58235.11869045766,19.317286,z,0.981895
246.13420210006882,-25.24879786224519,57117.33096346259,19.088741,r,0.98298
246.1291873238152,-25.25679418279818,57117.33096346259,22.934444,r,0.487355
246.12822192605938,-25.25250240406075,57117.33096346259,20.624563,r,0.971997
246.126781406534,-25.249515619711836,57117.33096346259,21.65909,r,0.943983
246.13419654054027,-25.248801663498305,56732.405580289196,19.043907,r,0.980335
246.12822543928843,-25.2525205583761,56732.405580289196,20.767021,r,0.643257
246.12679888538568,-25.24952707821026,56732.405580289196,21.732063,r,0.396731
246.13419160946924,-25.248789004237516,57117.31642086711,18.100067,z,0.984784
246.1282051719582,-25.252494867379134,57117.31642086711,19.402842,z,0.955136
246.1341974011606,-25.248820380874555,57265.06139218714,19.13054,r,0.933187
246.13419915262875,-25.248801100737055,57117.321603954304,18.052584,z,0.98854
246.13063541468932,-25.255803791946484,57117.321603954304,21.066378,z,0.518753
246.12822576978556,-25.25251434488384,57117.321603954304,19.29173,z,0.984452
246.1267911224327,-25.249492448833394,57117.321603954304,20.44545,z,0.954094
246.13419223760408,-25.248790199895204,58235.364573239814,18.43417,i,0.98298
246.12822907418428,-25.25250760613179,58235.364573239814,19.911638,i,0.446356
246.12675134499858,-25.249483878126284,58235.364573239814,20.780437,i,0.396737
246.1341961897811,-25.24879647024601,58235.369797711726,18.41279,i,0.987316
246.13339728243042,-25.250361157480963,58235.369797711726,23.188251,i,0.524323
246.1305796302195,-25.255818520764155,58235.369797711726,22.112331,i,0.00845
246.12822711994696,-25.25251065061354,58235.369797711726,19.823902,i,0.982271
246.12918770089672,-25.25680939826957,58235.369797711726,22.277336,i,0.958522
246.12677369116062,-25.24951073650468,58235.369797711726,20.918251,i,0.984435
246.12398491832414,-25.25149692339205,58235.369797711726,23.184406,i,0.499536
246.13419606797672,-25.248809896164136,57265.06387097016,18.067375,z,0.979908
246.1282103244547,-25.252516656579697,57265.06387097016,19.401321,z,0.950464
246.13419413069423,-25.248795552310064,57117.32890212536,19.078465,r,0.983491
246.1282229915661,-25.252496984423217,57117.32890212536,20.629648,r,0.980246
246.1267700750689,-25.249483343270605,57117.32890212536,21.478539,r,0.936456
