ra,dec,raerr,decerr,mjd,mag_auto,magerr_auto,filter,fwhm,class_star,exposure
246.129499624612,-26.25183161814656,0.214309,0.214284,56353.323833190836,21.62904,0.123232,r,2.835843,0.608987,tu2037227
246.1294909909256,-26.25183157419499,0.137059,0.137156,56353.32532607205,21.568552,0.081972,r,2.709585,0.732719,tu2037424
