source_id,c_thiele_innes,h_thiele_innes,c_thiele_innes_error,h_thiele_innes_error
1605228844172042368,-0.1305207207072976,-0.196465517500369,0.014815041,0.012787172
1310248016382385536,-0.1918332041665847,0.00026097653348244046,0.003134155,0.08474067
2215237895266767104,0.1167639061588733,0.0154389043446958,0.003356302,0.0069871307
2150385229123047424,0.2179389120072128,0.1568273805518132,0.028808568,0.035424322
836076853738398336,-0.0806875808290274,0.965178679433934,0.37117094,0.14349797
1277223188209612544,-0.1265800359701847,0.2960914302545707,0.030884642,0.022479607
923040698712748288,-0.1810012601215572,0.4036226056692926,0.040820677,0.05619966
5334969957213601280,-0.4496613416491408,-0.3373106438848536,0.056752566,0.052704506
869468545135061632,0.617854157837417,-0.1862463501992205,0.028717216,0.032386225
5723238196178723200,0.1410775921094839,0.6534236013191408,0.1165153,0.07910193
661148268907314432,0.0718536220091437,0.2678159542789673,0.019687874,0.0060573476
1318775068356153088,0.0383661043207505,0.5038074975931236,0.04596871,0.0391367
1379150557507688960,-0.9956742096764504,0.7910104182057139,0.4918036,0.43487468
1155001299570277248,0.1475677871313168,-0.9510170667647876,0.13243306,0.20061189
1587040447947813760,0.1251709402256068,-0.0460991866654566,0.010942557,0.02686
791766573796604416,-0.0766222383999555,-0.215233029383743,0.084291704,0.03032249
1332086928649703040,0.3393281580844615,-0.3027069563446052,0.0124318525,0.013831517
1657555152293606912,0.0277898530338393,0.5869301866880149,0.24145074,0.11128174
1008950112036595328,-0.0364986068189732,0.3482616226105218,0.07313941,0.068474114
3267713549472672512,0.0954921920750957,-0.4801556269896446,0.050339304,0.031255912
915576221646915456,0.1304193123910906,-0.1858744137068053,0.018424796,0.013604943
707843252132654976,-0.3888235714912958,-0.2401115562888075,0.047690656,0.06655052
1356012606612285312,-0.0615945617436009,0.0020106717702436,0.012253919,0.04132793
1439252822315595392,-0.3892300925297685,-0.5672427975154896,0.03848763,0.034330428
1608350460762566400,-0.3887623411027355,0.7705234341629345,0.06212548,0.060985055
3890232873927997184,-0.4378329988417404,0.5445861243436468,0.11789894,0.0932173
4616857330850943104,0.2496976176908985,-0.3788463835610112,0.03961861,0.04187585
1117948827162646272,1.2567332382147212,-0.2493956558770714,0.051124286,0.049212974
4657602208124872448,0.9856112268546778,-0.5340777371423944,0.10625057,0.11290675
701978598846122880,-0.4678091298955828,0.2904713574806174,0.05229094,0.040812146
842489858387244032,-0.0094548993289836,0.2228610840314167,0.029123217,0.010751804
4575301087017915776,0.1762977529516429,0.1145727742352804,0.020739648,0.020787045
1380637990581925888,0.1071736733816421,-0.2422182279043697,0.021674884,0.02722727
1338665439860900480,0.2677918711447445,-0.0262562438763227,0.03027185,0.27558112
6071725382965768192,0.4912555407645275,0.3756358889076298,0.03398246,0.044311043
2127337541263077632,0.4887217707326159,-0.2900866063651984,0.04592385,0.07156075
4030183253692024192,-0.3051502277991033,-0.500754458040564,0.05751003,0.0416611
1552689643112102528,0.1324113863309504,0.5276696468408812,0.041574154,0.027264252
6416572288572864512,-0.160446032224904,-1.2736849553600174,0.13829876,0.11811303
521163357605070080,0.0036999547859408,-0.4780450735349584,0.012772984,0.014191818
4572902261883485184,0.1929998705241374,0.1972202445546228,0.051725693,0.05648441
1337662174157075072,-0.1872887965738123,-1.0031824478518123,0.096038654,0.10875421
2086499201207107072,0.1020835445245104,0.3672639302587055,0.018543802,0.008435643
1512362202304836224,-0.3155565963827025,0.0601139286188445,0.006894655,0.015956238
4463782295536949632,-0.183517180234304,0.3527695937211796,0.14941497,0.08030252
1379769037094732288,-0.1623282474426089,0.4861065237233828,0.10970204,0.043420486
193004117909199616,0.454279884506744,1.7547075436895128,0.08214931,0.17884512
2127900555635640832,0.2189627592004339,0.5152156460525169,0.15478298,0.08056158
