gaia,set
1320469694949255296,shahaf2024_nonclassI
1320919773161836672,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
1321020584634470016,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1321037283467336832,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
1321460423645140352,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1321885316169890432,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
1322489566528601856,shahaf2024_nonclassI
1322682599538791168,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1322713832541086848,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
1322763310564257280,shahaf2024_nonclassI
1322946447969937152,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1323088319329197568,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1323146559085786496,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1323623987650437504,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
1323851277319504768,shahaf2024_nonclassI
1324100213624941184,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1324805206736080640,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
1324831595015402368,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1324985045606765952,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1325150625186519552,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
1325174917521652352,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
1325244392912178048,shahaf2024_nonclassI
1325304866051764352,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
1325384237047110528,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
1325384580644486272,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
1325509478293979136,shahaf2024_nonclassI
1325569298598561152,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1325825106850052736,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1326601705656905984,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
1326678362233383552,shahaf2024_nonclassI
1327043984207568896,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1327114490392185216,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
1327229904753153280,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1327418470997423232,shahaf2024_nonclassI
1327546048705937024,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1327693348904579584,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1327855286351246464,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1327927751039463680,shahaf2024_nonclassI
1328005610214578176,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1328145179464061696,shahaf2024_nonclassI
1328272310496187904,shahaf2024_nonclassI
1328280900430446848,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
1328451702689775104,shahaf2024_nonclassI
1328675659464564608,shahaf2024_nonclassI
1328707339143828352,shahaf2024_nonclassI
1329028156020298240,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
1329106908540814720,shahaf2024_nonclassI
1329150373609981568,shahaf2024_nonclassI
1329451364918111232,shahaf2024_nonclassI
1329487373923855488,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
1329505481505935232,shahaf2024_nonclassI
1329744281687877632,shahaf2024_nonclassI
1329959064412299648,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
1330175049727668608,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1330195012735726208,unified:Demoted (failed F#30 K-giant chromatic)|v2_orbital
1330477759022489344,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1331062046373377408,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
1331123584665079424,shahaf2024_nonclassI
1332086928649703040,shahaf2024_nonclassI
1332122834576348544,shahaf2024_nonclassI
1332301539575195392,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
1332520200653772672,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1333302266955735808,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1333341570199812352,shahaf2024_nonclassI
1333459428399066496,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1333837248082118144,shahaf2024_nonclassI
1334453764867803776,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1334535231807199872,shahaf2024_nonclassI
1334752557152642688,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
1334793548320778496,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
1334917621335541120,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
1334974757283592320,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
1335218406485376384,unified:Demoted (failed F#30 K-giant chromatic)|v2_orbital
1335495380336302080,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1335810042524406272,shahaf2024_nonclassI
1335815166421390976,shahaf2024_nonclassI
1335889417815746560,shahaf2024_nonclassI
1336122033244856448,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
1336125744096698368,shahaf2024_nonclassI
1336612518509675648,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1336633649748770816,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1336683299570855424,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1337662174157075072,unified:Tier-2 (NSS period non-significant — nee|v2_orbital
1337725052478189824,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
1337762809534260480,unified:Demoted (failed F#31 phantom RV)|v3_acceleration
1337778413152046592,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1337854760491621248,shahaf2024_nonclassI
1338083905586463872,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
1338164818473267072,shahaf2024_nonclassI
1338665439860900480,shahaf2024_nonclassI
1338802195918240512,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
1338964717479570432,shahaf2024_nonclassI
1339061783739872768,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
1339273027411131776,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
1339432044280164224,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1339574220581755904,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
1340446064583218176,shahaf2024_nonclassI
1340614328518359808,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
134066652526599936,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
1340910956139206144,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1340932877652218880,shahaf2024_nonclassI
1341026267420926592,shahaf2024_nonclassI
1341052483901297152,shahaf2024_nonclassI
1341063479017582464,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
1341361790266493440,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
1342278473726609920,shahaf2024_nonclassI
1342359322190519808,shahaf2024_nonclassI
1342432748951476992,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1342528818780335104,shahaf2024_nonclassI
1342560257940908160,shahaf2024_nonclassI
1342949897373895296,shahaf2024_nonclassI
1343055450490346880,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1343103794642187776,shahaf2024_nonclassI
1343329435043819776,shahaf2024_nonclassI
1343498381877208192,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
1343506147178121600,shahaf2024_nonclassI
1343552670263878144,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
1343969866207123200,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1344514502420416768,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
1345202727979591040,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1345279281476995968,amrf3_halbwachs2023;shahaf2024_nonclassI
1345394764557744384,shahaf2024_nonclassI
1345834191251444864,shahaf2024_nonclassI
1346350721198332800,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1346559662767124224,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1346711086134194304,shahaf2024_nonclassI
1346801516669212800,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1346937001413768832,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
1346973388376838400,amrf3_halbwachs2023;shahaf2024_nonclassI
1347152608772263296,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1347207996670759680,shahaf2024_nonclassI
1347369727959124224,shahaf2024_nonclassI
1347450679502397568,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1347749299988332544,shahaf2024_nonclassI
1347830698208670336,shahaf2024_nonclassI
1348003527692872448,shahaf2024_nonclassI
1348307817535716992,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1348738173258506240,shahaf2024_nonclassI
1348779439304478464,shahaf2024_nonclassI
134898226917718144,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1349031433625887872,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
1349068645222620672,shahaf2024_nonclassI
1349098125878156672,shahaf2024_nonclassI
1349225737946543872,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1349447426978273920,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
1349456287494164352,shahaf2024_nonclassI
1349878744773960064,shahaf2024_nonclassI
13499150931192576,shahaf2024_nonclassI
1349999484894656640,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1350086415032807936,shahaf2024_nonclassI
1350295047363872512,amrf3_halbwachs2023;shahaf2024_nonclassI
1350450181582728064,shahaf2024_nonclassI
1350518587525961984,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
1350529037182282752,shahaf2024_nonclassI
1350543296473866112,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
1350698430692530560,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1350734164820976128,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
1350738043175871232,shahaf2024_nonclassI
1351021309153995008,shahaf2024_nonclassI
1351040928564606336,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
1351318692689443968,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1351362810593167232,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1351506674817850368,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1351589103830433280,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
1351799557227931136,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
1351846423911269248,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
1351923802042062720,shahaf2024_nonclassI
1352060622519853312,shahaf2024_nonclassI
1352165724663719936,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
1352242591694523520,shahaf2024_nonclassI
1352569249727149824,shahaf2024_nonclassI
1352641439537505024,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1352701466000497536,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
1352900855561847808,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
1353340350975531008,shahaf2024_nonclassI
1353746586162177152,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
1354059225421906176,shahaf2024_nonclassI
1354182984903751936,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1354291291094577024,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
1354582043200301952,shahaf2024_nonclassI
1354806717234057216,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
1355209894403577728,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
1355719659778193280,shahaf2024_nonclassI
1356012606612285312,shahaf2024_nonclassI
1356070507066365696,shahaf2024_nonclassI
1356083014011050624,shahaf2024_nonclassI
1356420632800640640,shahaf2024_nonclassI
1356643524423166976,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1356651289724010624,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1357022959014294528,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1357137411302731648,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
1357185510639927936,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1357901262645175808,unified:Demoted (failed F#31 phantom RV)|v3_acceleration
1358034922028753536,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1359070524542734848,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1359094675142610176,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1359131581797748736,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1359356981681575424,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1359465764613192576,shahaf2024_nonclassI
1359617669016981760,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1360044794925463296,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
1360183432172302080,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
1360272290752215296,shahaf2024_nonclassI
1360281430442486144,shahaf2024_nonclassI
1360482744154513024,shahaf2024_nonclassI
1360565448040311936,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
1360576614955204992,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
1361306140920029184,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1361577582852833152,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
1361893451928383872,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
1362070473300623488,shahaf2024_nonclassI
1362095349750991872,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
1362620813229236736,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1362690804016507904,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
1362820507732676480,shahaf2024_nonclassI
136287116259343744,shahaf2024_nonclassI
1363004607211714048,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1363042299844892800,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
1363095011977223680,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
1363205650336460672,shahaf2024_nonclassI
1363544226902379392,unified:Demoted (failed F#31 phantom RV)|v3_acceleration
1363799077377665920,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
1364673051682590336,shahaf2024_nonclassI
136506125231588480,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
1365534656481845504,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1365609900012747776,shahaf2024_nonclassI
1365691405608656128,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
1365814310392338432,shahaf2024_nonclassI
1366027267755263488,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
1366414197064503680,shahaf2024_nonclassI
1366966048823088896,shahaf2024_nonclassI
1367047618841836544,shahaf2024_nonclassI
1367630085126769408,unified:Tier-2 (NSS period non-significant — nee|v2_orbital
1367756288445731584,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1368072947794540928,shahaf2024_nonclassI
1368134314287069056,shahaf2024_nonclassI
1368822608566110976,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1368915998335254400,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1369203039589163904,shahaf2024_nonclassI
1369351267500954624,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
1369353294725518720,shahaf2024_nonclassI
1369406002564170496,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1369502897026427904,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
1369573506288108288,shahaf2024_nonclassI
1369962286728467584,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
136998775160416896,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
1370002930003027712,shahaf2024_nonclassI
1370289803754224640,shahaf2024_nonclassI
1370435867002040832,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
1370601652739653888,shahaf2024_nonclassI
1370704766314382336,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1370849970568746752,shahaf2024_nonclassI
137104225197523712,unified:Tier-2 (NSS period non-significant — nee|v2_orbital
1371208750660549120,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1371431337341518592,shahaf2024_nonclassI
1371940308145975296,shahaf2024_nonclassI
1372281569067890560,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1372355786102488320,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
1372374443440391808,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1372466046503024000,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
1372619668892679040,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
1372660144664595712,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1372726802556994816,shahaf2024_nonclassI
1372860496299403136,shahaf2024_nonclassI
1373190796464436480,shahaf2024_nonclassI
1373260787251538944,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
1373806145018706304,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
1373873112148822784,shahaf2024_nonclassI
1373942759338610944,shahaf2024_nonclassI
1374257146648082432,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
1374547662532598400,amrf3_halbwachs2023;shahaf2024_nonclassI
1374791204358087040,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1375151466215056768,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1375370509546736000,shahaf2024_nonclassI
1375386315026397440,shahaf2024_nonclassI
1375665453540977152,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
1375823847639360640,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1376277331761668736,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
137759564190715264,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
1377842142966119168,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
1378352728678824832,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
137904326064938624,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
1379150557507688960,unified:Tier-2 (NSS period non-significant — nee|v2_orbital
1379255187206972928,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1379656676453387136,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1379747974575052032,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
1379769037094732288,shahaf2024_nonclassI
1380151151744596224,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
1380329410067173120,shahaf2024_nonclassI
1380336453813557888,shahaf2024_nonclassI
1380401806036107648,unified:Demoted (failed F#31 phantom RV)|v3_acceleration
1380637990581925888,shahaf2024_nonclassI
1380699086492756224,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1380924928757097984,shahaf2024_nonclassI
1381456443845414272,shahaf2024_nonclassI
1381809421437531392,shahaf2024_nonclassI
1382036917265605120,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1382519912107840128,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
1382865055679785984,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
138292625469015040,shahaf2024_nonclassI
1383576474062604288,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1383617911907242496,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1384029404134111616,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1384199141241492096,shahaf2024_nonclassI
1384520297419387776,unified:Demoted (failed F#31 phantom RV)|v3_acceleration
1384905096425746688,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
1385746119741609984,shahaf2024_nonclassI
1385754434798376832,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1386262374810968064,shahaf2024_nonclassI
1386326966822517248,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
1386484270001150720,shahaf2024_nonclassI
1386793198408466048,shahaf2024_nonclassI
1386979565629462912,shahaf2024_nonclassI
1387655456043009664,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1387742695417564160,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1387750873036654848,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
1387759085014216704,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1387895768052921344,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
1388272763102569472,amrf3_halbwachs2023;shahaf2024_nonclassI
1388426694730363136,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1388669618080815232,shahaf2024_nonclassI
1388781145495180032,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
1389446904082362624,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1389475216506841472,shahaf2024_nonclassI
1390269922895291136,shahaf2024_nonclassI
1390652930898790400,shahaf2024_nonclassI
1390841084826205952,shahaf2024_nonclassI
1391009653702531072,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1391068683733298688,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1391152006098951808,shahaf2024_nonclassI
1391498249182360576,shahaf2024_nonclassI
1391913761498016768,shahaf2024_nonclassI
1392177846151047424,shahaf2024_nonclassI
1392343086429031424,shahaf2024_nonclassI
1392394213719756672,shahaf2024_nonclassI
1392483647822901248,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1392492375196446208,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
1392970804489255296,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
1393426655138609408,shahaf2024_nonclassI
1393801348085065728,shahaf2024_nonclassI
1394121134170224512,shahaf2024_nonclassI
1394154841073691392,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
1394412058074977792,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
1394504554490564608,shahaf2024_nonclassI
1394527438076406784,shahaf2024_nonclassI
139479582631025920,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
1394977825527174784,shahaf2024_nonclassI
1395015105843259776,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
1395395536866217088,shahaf2024_nonclassI
1395531189113857920,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
1395793388276979072,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
1395910348826173184,shahaf2024_nonclassI
1395978174949708288,shahaf2024_nonclassI
139612864055472384,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1396165744761766784,shahaf2024_nonclassI
13966000991651456,shahaf2024_nonclassI
1396651213505240832,amrf3_halbwachs2023;shahaf2024_nonclassI
1397005290609002624,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1397005458111436416,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
1397252268408030464,shahaf2024_nonclassI
1397583290127619840,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1397613767215499264,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1397887098934678656,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
1398443864134796800,shahaf2024_nonclassI
1398451423277319424,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1398467258820337024,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1398625558431509760,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1398821683818092288,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
1399201599445037440,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1399671949903431552,shahaf2024_nonclassI
1399862195478727424,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1400778951954252672,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
14008022951642112,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
140083622534201088,shahaf2024_nonclassI
1401647939801476480,shahaf2024_nonclassI
1401715976379426560,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
1402564760700002816,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1402571667007412352,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
1402676193627671040,shahaf2024_nonclassI
1402705880441656704,shahaf2024_nonclassI
140306204919848192,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
1403225292310635904,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
1403609713359758336,shahaf2024_nonclassI
1403740550947497984,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
1403790376863435904,shahaf2024_nonclassI
1403938467336316032,shahaf2024_nonclassI
1404013779586943488,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1404661705469306624,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
1404748807405744128,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
1405778912362466304,shahaf2024_nonclassI
1405952600839496448,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
1406557950710081408,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1406672265559476736,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1406784862422256128,unified:Demoted (failed F#31 phantom RV)|v3_acceleration
1407119938590854912,shahaf2024_nonclassI
1407847677849579392,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1408071050508732160,shahaf2024_nonclassI
1408261437818876800,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1408327339797185536,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
1408526969877613056,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
1408598296398542464,shahaf2024_nonclassI
1409122870819644544,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
1409662692372799104,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
1410269764526316416,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1410272856902767104,shahaf2024_nonclassI
1410369545206698624,shahaf2024_nonclassI
1410739079897664256,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
1410999668449117952,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1411370410025614336,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
1411408686774225280,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
1411453938550073472,shahaf2024_nonclassI
141149603354243840,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1411658619511283584,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1411702668695905664,shahaf2024_nonclassI
1411836706034857600,shahaf2024_nonclassI
1412062312077481984,shahaf2024_nonclassI
1412374367221245824,shahaf2024_nonclassI
1412626013649173120,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
1412679928374226688,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
1412838086250514816,unified:Demoted (failed F#31 phantom RV)|v3_acceleration
1413748207000103808,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1413842009085900032,shahaf2024_nonclassI
1413960069146958080,shahaf2024_nonclassI
1414166708613670144,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1414341462242685440,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
1414435092529902464,shahaf2024_nonclassI
1414552946432492032,shahaf2024_nonclassI
1414813118371390848,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
141485126199700608,shahaf2024_nonclassI
1415273057828860928,shahaf2024_nonclassI
1415345763035371648,shahaf2024_nonclassI
1415559063994900736,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
1415612596467815424,shahaf2024_nonclassI
1415780241927328768,shahaf2024_nonclassI
1415784571254255360,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1415891258242047232,shahaf2024_nonclassI
1416776055864456960,shahaf2024_nonclassI
1417428134979685760,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1417506264727946112,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
