gaia,set
5946892124152519040,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
5947002139714652288,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
5947888075523849984,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
5947925939956849536,shahaf2024_nonclassI
5948240434650817280,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
5948389349760914688,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
5948652231789974912,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
5948745935120696576,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
594879328711004032,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
5948839015650554112,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
594904029067217024,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
5949129699048627072,shahaf2024_nonclassI
5949146294802883456,shahaf2024_nonclassI
5949164505465828864,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
5949168525554355456,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
5949243670304277376,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
5949599396669456256,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
5949624101324409984,unified:Tier-2 (RV inconclusive — needs follow-u|v2_orbital
5949827442244569216,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
5949936122104979584,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
5949960311364211968,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
5950546522862611968,amrf3_halbwachs2023;shahaf2024_nonclassI
5950566142275734656,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
5950882316249191424,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
5950883007786253824,shahaf2024_nonclassI
5951023362973488128,shahaf2024_nonclassI
5951599335268367488,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
5951636310686617600,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
5951666856487551616,shahaf2024_nonclassI
5951867139410038144,shahaf2024_nonclassI
595213305368746240,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
5952587422643860736,shahaf2024_nonclassI
595287316244278784,shahaf2024_nonclassI
5953203282215842560,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
5953205000202683264,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
5953209299510219136,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
5953234961898429440,shahaf2024_nonclassI
5953434184022075776,shahaf2024_nonclassI
5953469780717907840,shahaf2024_nonclassI
5953753248523191424,shahaf2024_nonclassI
5953785855892352768,shahaf2024_nonclassI
5953913841603513984,amrf3_halbwachs2023;shahaf2024_nonclassI
5954274898058938368,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
5954289981985700480,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
5954290806619513216,shahaf2024_nonclassI
5954475421490093440,amrf3_halbwachs2023;shahaf2024_nonclassI
5955301773217619072,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
5956216115873447808,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
5956391419258610688,shahaf2024_nonclassI
5956846307834172928,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
5956867301633673344,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
5956868229346611200,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
5956896649206008448,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
5957061709036243328,shahaf2024_nonclassI
5957185099198987392,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
5957611881541326592,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
5957690599711260544,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
5957795186371415936,shahaf2024_nonclassI
5957825938338584064,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
5957861264529193216,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
5957950217510373632,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
5958371742779887360,shahaf2024_nonclassI
5958647037390407168,shahaf2024_nonclassI
5958929435695455488,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
5958970843540283520,shahaf2024_nonclassI
5958977028293888128,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
5959343058228908288,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
5959617012790027520,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
5959710741787159680,shahaf2024_nonclassI
5959823411703715200,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
5959871992038277888,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
5959947239861263232,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
5959966176434584832,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
5960150791319851904,shahaf2024_nonclassI
5960197035162007296,shahaf2024_nonclassI
5960264895642892928,unified:Tier-2 (NSS period non-significant — nee|v2_orbital
5960319669406874880,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
5960695217007719296,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
5960777542947062912,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
5960790908883440896,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
5961102521714734208,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
5961137117605899136,shahaf2024_nonclassI
5961600050741665152,shahaf2024_nonclassI
596218499514481280,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
5962331088516002560,shahaf2024_nonclassI
5962522502260784256,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
5962737903453061120,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
596296560544517760,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
5963015701940977664,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
596315497055629056,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
5963260068395759872,unified:Tier-2 (RV inconclusive — needs follow-u|v2_orbital
5963271892452720640,shahaf2024_nonclassI
5963423040950129152,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
5963742719649700608,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
5963752825737968000,unified:Tier-1 NS|v2_orbital
5964261315483025152,shahaf2024_nonclassI
5964368169960522624,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
596445063333020160,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
5964471695857596672,shahaf2024_nonclassI
5964563268879543552,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
5964803851440629888,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
5965131372786882688,shahaf2024_nonclassI
5965146692910458752,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
5965187993316842240,shahaf2024_nonclassI
5965207647087047552,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
5965507886793137536,shahaf2024_nonclassI
5965514857510159232,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
5965624366315757952,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
5965627149448028416,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
5965656080349502336,shahaf2024_nonclassI
5965899411698795904,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
5966468237169773824,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
5966500535321257600,shahaf2024_nonclassI
5966765040891247360,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
5966807509528724096,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
5967239033485784320,shahaf2024_nonclassI
5967498174636294912,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
5967550843804333824,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
5968412482965590144,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
5968454333124077824,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
5968774260974264832,shahaf2024_nonclassI
5969119365860676736,shahaf2024_nonclassI
5969407506626220928,shahaf2024_nonclassI
5969680292907097472,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
5969831196565433344,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
5969839442902506624,shahaf2024_nonclassI
596998740452642688,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
5970175000104113280,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
597027396474826368,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
5970425315130654208,shahaf2024_nonclassI
5970646213930158592,shahaf2024_nonclassI
5970754618878971520,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
5970878863688406016,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
5970950228874259968,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
5971300388957511808,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
5971570692678548736,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
5971923502801346944,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
597198228798728704,unified:Demoted (failed F#31 phantom RV)|v3_acceleration
5972007508029803520,shahaf2024_nonclassI
5972309427049469824,unified:Tier-1 NS|v2_orbital
5972641312100455040,shahaf2024_nonclassI
5972853036791782784,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
597326734219738624,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
5973293837867797632,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
5973323902645198464,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
5973588777549983360,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
597412771015424,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
5974543497238153472,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
5975163076339285376,shahaf2024_nonclassI
5975222827924484608,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
5975886378892849280,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
5976057627829216128,shahaf2024_nonclassI
5976271757721062528,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
5976313474778889728,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
5976667994222049792,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
5976802856198782976,shahaf2024_nonclassI
5976881436917639040,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
59771689764561024,shahaf2024_nonclassI
5977632923124592896,shahaf2024_nonclassI
597820900272612352,shahaf2024_nonclassI
5978674916495182848,shahaf2024_nonclassI
5979079188862337152,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
5979624374833370752,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
5979837886244502784,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
5979878155858301440,shahaf2024_nonclassI
5979881561880911104,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
5979997762160000512,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
5980266528374506752,shahaf2024_nonclassI
5980930117919593472,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
5981135623512384768,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
5981362947546926976,shahaf2024_nonclassI
5981578898510116608,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
5981652428347631232,shahaf2024_nonclassI
5981674590379746432,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
5981681702845699072,unified:Demoted (failed F#30 K-giant chromatic)|v2_orbital
5981697199073363712,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
5981884253503208448,shahaf2024_nonclassI
5982018320882185600,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
5982270319544215040,shahaf2024_nonclassI
5982627729532657152,shahaf2024_nonclassI
5982882713170598784,shahaf2024_nonclassI
5982922944076828928,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
5983135772613188992,shahaf2024_nonclassI
5983376565653069568,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
5983500157626941312,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
5983518127770174464,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
598381170166195200,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
5983853994227073792,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
5984565202127953280,shahaf2024_nonclassI
5984839603330054656,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
5985106990806593408,shahaf2024_nonclassI
5985475597759502976,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
5985498039014556288,shahaf2024_nonclassI
5985830297683051520,shahaf2024_nonclassI
5986574941918869504,unified:Demoted (failed F#31 phantom RV)|v2_orbital
5986802403387583616,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
5986895827509695872,shahaf2024_nonclassI
598692538115255936,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
5987028593541909632,shahaf2024_nonclassI
5987039588658686336,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
598725450449649536,unified:Demoted (failed F#31 phantom RV)|v3_acceleration
5987603500691490048,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
5987904457636925824,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
5987981767045680896,shahaf2024_nonclassI
5987999668470156928,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
5988109482190207616,shahaf2024_nonclassI
5988250597634148096,shahaf2024_nonclassI
5988569215493362048,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
5988645906432931072,shahaf2024_nonclassI
5988673875249210240,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
5988909067661363072,shahaf2024_nonclassI
5989179581874896256,shahaf2024_nonclassI
5989452363843776384,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
5989784381987880576,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
5989808914843048448,shahaf2024_nonclassI
5989995041548130816,shahaf2024_nonclassI
599008922586962816,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
5990165500211951616,shahaf2024_nonclassI
5990193606479198720,shahaf2024_nonclassI
5990354788010766720,shahaf2024_nonclassI
5990505382416912768,unified:Tier-2 (NSS period non-significant — nee|v2_orbital
5990640970263826048,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
5990822492761053056,shahaf2024_nonclassI
5990968452958244864,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
5990985010004389376,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
5991149460076290176,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
5991501922240775040,unified:Demoted (failed F#30 K-giant chromatic)|v2_orbital
5991587787229334272,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
5991904721454119424,shahaf2024_nonclassI
5992099472466115968,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
599220819093141760,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
5992554189238460160,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
5992613081828524288,shahaf2024_nonclassI
5993718537675946624,shahaf2024_nonclassI
5993899476058173056,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
5993907103920656128,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
5994104981648503808,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
5994210569134151680,shahaf2024_nonclassI
5994227886443503232,shahaf2024_nonclassI
5994239809273040256,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
5994410886409625856,shahaf2024_nonclassI
5994801281743859456,shahaf2024_nonclassI
5995102960248590336,shahaf2024_nonclassI
5995385775255583872,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
5995631344305765248,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
5995760639998202624,unified:Demoted (failed F#30 K-giant chromatic)|v2_orbital
5996455462622800640,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
5996817717357696256,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
5996932444520184960,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
5996980445069129728,shahaf2024_nonclassI
5997146780559980544,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
5997195090353269760,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
5997289820154033792,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
5997911177345106560,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
5997926879747095296,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
5998034292603031296,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
5998164790888865024,shahaf2024_nonclassI
5998337036260617728,shahaf2024_nonclassI
5998665687152161536,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
5999272922496122624,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
5999300586404644096,shahaf2024_nonclassI
5999798733888537856,shahaf2024_nonclassI
5999958678472383744,unified:Demoted (failed F#31 phantom RV)|v3_acceleration
6000130820762740608,shahaf2024_nonclassI
6000183356804354304,unified:Demoted (failed F#31 phantom RV)|v3_acceleration
6000298732487294208,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
6000615808469189632,shahaf2024_nonclassI
6001178998942461056,shahaf2024_nonclassI
6001340936385389440,shahaf2024_nonclassI
6001859356118156800,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
6002196764435869568,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
6002772466164447232,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
6002781674574739584,shahaf2024_nonclassI
6002930898917300096,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
6002931272559635712,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
6003241304789697024,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
6003788105660903168,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
6004103150104712448,shahaf2024_nonclassI
600422344785490944,shahaf2024_nonclassI
6004316283557635328,shahaf2024_nonclassI
6004477155854203264,shahaf2024_nonclassI
6004481794419074688,shahaf2024_nonclassI
6004603049934520320,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
6004693549181596544,shahaf2024_nonclassI
6005058106005676032,unified:Demoted (failed F#32 joint K_obs/K_pred)|v2_orbital
6005212626051866368,shahaf2024_nonclassI
6005300071585932928,shahaf2024_nonclassI
6005451872909592192,shahaf2024_nonclassI
6005844776519053056,shahaf2024_nonclassI
6007168725954338304,shahaf2024_nonclassI
6007202016241175936,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
60077422716606080,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
6007926289480665984,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
6007976695211457024,shahaf2024_nonclassI
600848233741876096,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
6008816412856827904,shahaf2024_nonclassI
6008822013494313088,shahaf2024_nonclassI
6008871525879079552,shahaf2024_nonclassI
6009198699308020224,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
6009470003799529216,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
6009599402578721664,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
6009834182663775232,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
6010027421831568128,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
601018761123392128,shahaf2024_nonclassI
6010604356203007872,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
6010845767727002624,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
6011012854824276992,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
6011264819091967488,shahaf2024_nonclassI
6011914389944318976,shahaf2024_nonclassI
6012253967238988800,shahaf2024_nonclassI
601292329063832832,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
6012938688102065792,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
6013072484923365760,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
6013079700468742016,shahaf2024_nonclassI
6013626260822361728,shahaf2024_nonclassI
6013772083553731968,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
6014078744217300480,shahaf2024_nonclassI
6014087712108398208,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
6014101868320990720,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
6014711925479301760,unified:Demoted (failed F#31 phantom RV)|v3_acceleration
6014850292142831232,shahaf2024_nonclassI
6015077719255567104,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
6015439389862570752,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
6015526113844183552,shahaf2024_nonclassI
6015566417815041152,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
6016368679042876416,shahaf2024_nonclassI
6016546456328574592,shahaf2024_nonclassI
6017310754350560512,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
6017496473063444864,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
6017588660243047040,shahaf2024_nonclassI
6017906728340258816,unified:Demoted (failed F#30 K-giant chromatic)|v2_orbital
6017929646274352384,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
6018012487600483200,shahaf2024_nonclassI
601814287849209472,unified:Demoted (failed F#31 phantom RV)|v3_acceleration
6019111239000040448,unified:Tier-1 NS|v2_orbital
6019474769363248640,unified:Demoted (failed F#30 K-giant chromatic)|v2_orbital
6019519363975648640,shahaf2024_nonclassI
6019744630748961024,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
6019790187427956736,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
601989664249468032,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
6020745323763687424,shahaf2024_nonclassI
6020754875762365824,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
6022929258772129920,shahaf2024_nonclassI
6023048216487186688,shahaf2024_nonclassI
6024135324261999360,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
602440464017856256,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
6024466002380576768,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
6024854748451311232,shahaf2024_nonclassI
6025250293453025408,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
6025267889948119936,shahaf2024_nonclassI
6025404023236018176,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
6025468860064599936,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
6025540049128349952,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
6026003394558236928,shahaf2024_nonclassI
6026542670679458816,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
6026617123847197696,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
6027158465860733184,unified:Demoted (failed F#31 phantom RV)|v3_acceleration
6027217736418365184,shahaf2024_nonclassI
6027344764358215936,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
6027692656740218880,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
6027901735719641856,shahaf2024_nonclassI
6027971550370615296,shahaf2024_nonclassI
6028077584532663040,shahaf2024_nonclassI
6028183210799016192,unified:Demoted (failed F#31 phantom RV)|v3_acceleration
6028193857878915840,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
6028288999999845504,unified:Tier-2 (RV inconclusive — needs follow-u|v2_orbital
6028300686731134976,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
6028526838104842880,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
6028624630341178624,shahaf2024_nonclassI
6028991729770490240,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
6029002651761931648,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
6029129924649052672,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
6029359408922818304,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
6029373397726406912,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
6029636180987023872,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
6029929127744885120,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
6030100518502287744,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
603022204451523072,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
6030270770997987840,shahaf2024_nonclassI
6030781489777459840,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
6031072138801326208,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
6031119589602675456,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
603163938372199296,shahaf2024_nonclassI
6031665840720459264,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
603194728994153088,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
6031951168299282304,shahaf2024_nonclassI
6032001058640348800,shahaf2024_nonclassI
6032158799887090304,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
6032254152481010432,shahaf2024_nonclassI
6032374853923095552,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
6032398738252562688,shahaf2024_nonclassI
6032624928403076480,unified:Tier-1 NS|v2_orbital
6032980959710651264,unified:Demoted (failed F#31 phantom RV)|v3_acceleration
6033006974364005376,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
6033145100523444992,shahaf2024_nonclassI
6033387336699423488,shahaf2024_nonclassI
6033453066848457216,shahaf2024_nonclassI
6033513024598427904,shahaf2024_nonclassI
6033791991299731712,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
6033849436457367936,shahaf2024_nonclassI
603393156483280640,shahaf2024_nonclassI
6034180836130045440,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
6034201181414838400,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
6034428024419915776,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
6034509388274817408,shahaf2024_nonclassI
6035189058246882304,shahaf2024_nonclassI
603535508878460544,shahaf2024_nonclassI
6035417516150057600,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
6035455307553614336,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
6035639892374426368,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
6035779461637730304,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
6035850208330022528,shahaf2024_nonclassI
6035927380304634240,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
6036066537241006848,unified:Demoted (failed F#31 phantom RV)|v3_acceleration
6036206828057229696,shahaf2024_nonclassI
6036713840356330112,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
6037217549813472000,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
6037307164313327744,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
6037367087699321856,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
6037767138131854592,amrf3_halbwachs2023;shahaf2024_nonclassI
6038311911783363456,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
6038469549955247232,shahaf2024_nonclassI
6038739175123702656,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
6039170080606539520,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
6039342566490846208,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
6039814050821144064,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
6039865895362906368,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
6039955338068272768,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
6040109578935821696,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
