gaia,n,nnight,base,insts,chi2_const,dof,drv,set
1805854669313765632,2,2,0.9601967592607252,BOSS,0.007293546506083081,1,0.5868700000000011,shahaf2024_nonclassI
1817910883029267200,2,2,0.9926157407389837,BOSS,0.1253872803734727,1,2.6391099999999987,shahaf2024_nonclassI
1820819950320873472,2,2,3.0094444444403052,BOSS,0.03998243207729402,1,1.5661000000000058,shahaf2024_nonclassI
1825002320759122304,2,2,9.958854166667152,BOSS,0.0009496319061659533,1,0.2119629999999999,amrf3_halbwachs2023;shahaf2024_nonclassI
1825191986503843584,2,2,0.9964120370350429,BOSS,0.7869348396132355,1,6.74430000000001,shahaf2024_nonclassI
1825460507861962112,2,2,1.036307870374003,BOSS,0.26234179910272953,1,4.050980000000001,shahaf2024_nonclassI
1825871725205013632,2,2,7.004282407411665,BOSS,0.15124176039898313,1,3.136099999999999,shahaf2024_nonclassI
1827465261154439680,2,2,5.004259259258106,BOSS,1.185333174719525,1,9.875219999999999,shahaf2024_nonclassI
1828156269852993408,2,2,28.904571759252576,BOSS,0.1278280279599766,1,3.7113300000000002,shahaf2024_nonclassI
1829617795665889792,2,2,1.9012152777795563,BOSS,0.01541405759044295,1,0.9502639999999998,shahaf2024_nonclassI
1833466052001811456,2,2,28.905243055553,BOSS,0.1737557840468673,1,3.1280900000000003,shahaf2024_nonclassI
1834159087926329472,2,2,371.01678240740875,BOSS,0.03063911666725204,1,1.0840200000000024,shahaf2024_nonclassI
1834608990029533312,2,2,28.904571759252576,BOSS,0.2736564141513056,1,4.37415,amrf3_halbwachs2023;shahaf2024_nonclassI
1841358861843459840,2,2,1.0538194444452529,BOSS,0.010330464840512763,1,0.6738800000000005,shahaf2024_nonclassI
1864060340993533568,1,1,0.0,BOSS,0.0,0,0.0,shahaf2024_nonclassI
1870147684042570240,1,1,0.0,BOSS,0.0,0,0.0,shahaf2024_nonclassI
1872871792823952000,2,2,26.84408564815385,BOSS,1.3892448842732987,1,8.32769,shahaf2024_nonclassI
1908307884342873088,4,4,4.0142476851833635,BOSS,3.509452665065897,3,10.7660427,shahaf2024_nonclassI
1913273519368697344,3,3,39.0,APOGEE,20.53292114133984,2,1.2100600000000021,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
1923613773393975296,3,3,6.0,APOGEE,38.32472190659532,2,1.812829999999991,shahaf2024_nonclassI
1926910555931744128,2,2,0.9085300925944466,BOSS,0.002364825520674829,1,0.34009000000000356,shahaf2024_nonclassI
1926970719834048640,2,2,0.8917129629626288,BOSS,0.3483226091892413,1,4.034789999999994,shahaf2024_nonclassI
1928644726286367872,6,6,36.0,APOGEE,965.268148280085,5,8.674796,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
193004117909199616,3,3,28.0,APOGEE,13.330370028625584,2,1.0288199999999996,unified:Demoted (failed F#30 K-giant chromatic)|v2_orbital
1931390722217315584,2,2,0.9857060185167938,BOSS,0.0022698865025834137,1,0.30434999999999945,shahaf2024_nonclassI
1934778351902078976,2,2,0.9595833333369228,BOSS,0.05660670564572354,1,1.5559630000000002,shahaf2024_nonclassI
1940045424916182016,2,2,0.9641782407416031,BOSS,0.087486219262228,1,2.373100000000008,shahaf2024_nonclassI
1941920362823014912,2,2,0.8299537037091795,BOSS,0.21897658911972837,1,3.1868499999999997,shahaf2024_nonclassI
1959109543494781184,1,1,0.0,BOSS,0.0,0,0.0,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1959387277559253504,1,1,0.0,BOSS,0.0,0,0.0,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
1968567100147157248,2,2,0.9594791666677338,BOSS,0.20596654710799517,1,4.63000000000001,shahaf2024_nonclassI
1968888844739065728,1,1,0.0,BOSS,0.0,0,0.0,shahaf2024_nonclassI
1970819449717757952,2,2,21.88479166666366,BOSS,0.6727574479767151,1,7.374300000000005,shahaf2024_nonclassI
1972351275571839104,1,1,0.0,BOSS,0.0,0,0.0,shahaf2024_nonclassI
1974090045827282816,2,2,1.853553240740439,BOSS,0.1903035931349572,1,3.1370390000000006,shahaf2024_nonclassI
1976973691183849088,1,1,0.0,BOSS,0.0,0,0.0,shahaf2024_nonclassI
1977295641925603200,2,2,1.882222222222481,BOSS,0.0023109632083725164,1,0.43435000000000024,shahaf2024_nonclassI
1979436356708275584,2,2,0.9953703703722567,BOSS,0.015877075989169074,1,0.9754750000000003,shahaf2024_nonclassI
1979773047785453696,2,2,0.9953703703722567,BOSS,0.006678442895496902,1,0.5338400000000014,shahaf2024_nonclassI
1980483057415589376,3,3,378.9871990740794,BOSS,0.2025725633876401,2,3.8595799999999976,shahaf2024_nonclassI
1981531029439341696,2,2,5.0426736111112405,BOSS,0.007221960770777596,1,0.7606999999999999,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
1981538691660555904,3,3,334.022719907407,BOSS,1.4134929604862523,2,10.657650000000004,shahaf2024_nonclassI
1984699375260371072,1,1,0.0,BOSS,0.0,0,0.0,shahaf2024_nonclassI
1985043041363724928,1,1,0.0,BOSS,0.0,0,0.0,shahaf2024_nonclassI
1987479387336497408,1,1,0.0,BOSS,0.0,0,0.0,shahaf2024_nonclassI
1987758079176259456,1,1,0.0,BOSS,0.0,0,0.0,shahaf2024_nonclassI
1987949772154820224,1,1,0.0,BOSS,0.0,0,0.0,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1988055325273330176,1,1,0.0,BOSS,4.983571341567076e-34,0,0.0,shahaf2024_nonclassI
1988302681031065856,2,2,0.7652314814840793,BOSS,0.08763797330773858,1,2.1340900000000005,shahaf2024_nonclassI
1989597871367708288,2,2,25.865254629636183,BOSS,0.08588792303773721,1,2.1591626,shahaf2024_nonclassI
1989598249324668800,2,2,25.865254629636183,BOSS,0.9434519216301314,1,8.076279999999997,shahaf2024_nonclassI
1989853164224824064,2,2,25.865254629636183,BOSS,2.4206260320281084e-05,1,0.03037000000000134,shahaf2024_nonclassI
1994206062034438912,1,1,0.0,BOSS,0.0,0,0.0,shahaf2024_nonclassI
1994872945893181312,3,3,777.0,APOGEE,384.0532071125467,2,5.111020000000002,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
1997047749837441920,1,1,0.0,BOSS,0.0,0,0.0,shahaf2024_nonclassI
1997498236062929280,1,1,0.0,BOSS,0.0,0,0.0,shahaf2024_nonclassI
1997674952501639040,1,1,0.0,BOSS,0.0,0,0.0,shahaf2024_nonclassI
1997953300742163456,2,2,0.9829513888907968,BOSS,0.029727499050398218,1,0.9862000000000002,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
1998167739870732544,2,2,28.840266203704232,BOSS,1.0747594272438503,1,8.945459999999997,shahaf2024_nonclassI
1998958907204526080,2,2,26.12120370370394,BOSS,0.7281901261727982,1,5.449090999999999,shahaf2024_nonclassI
1999121325689170816,2,2,29.78979166666977,BOSS,0.33304636952406375,1,4.401629,shahaf2024_nonclassI
1999129572026152960,2,2,29.78979166666977,BOSS,9.551987449360336,1,23.40513,shahaf2024_nonclassI
1999334665302499072,2,2,237.09155092592846,BOSS,0.3379859536653811,1,5.89434,shahaf2024_nonclassI
2000837903865553408,3,3,117.71045138889167,BOSS,0.3667378900153383,2,4.226929999999996,shahaf2024_nonclassI
2000872499814344064,3,3,117.71045138889167,BOSS,0.5475260194524207,2,5.478960000000001,shahaf2024_nonclassI
2001019185844418048,3,3,117.71045138889167,BOSS,0.0327421199949484,2,1.0742999999999938,shahaf2024_nonclassI
2001106562661537152,3,3,117.71045138889167,BOSS,0.8997395588663162,2,5.78961,shahaf2024_nonclassI
2001310178466826624,3,3,117.71045138889167,BOSS,0.11306064533629095,2,2.4048499999999997,shahaf2024_nonclassI
2001437240779389952,2,2,0.7652314814840793,BOSS,0.04435541079712682,1,2.018729,shahaf2024_nonclassI
2002008780663794560,2,2,25.865254629636183,BOSS,0.7677399480420812,1,5.50647,shahaf2024_nonclassI
2002123610913835904,2,2,218.42763888888294,BOSS,1.473561119430399,1,10.06138,shahaf2024_nonclassI
2003256863804360704,3,3,411.89788194443827,BOSS,1.3260034067276794,2,7.465679,shahaf2024_nonclassI
2003964399535008000,3,3,411.89788194443827,BOSS,2.4004218720713757,2,10.401559999999996,shahaf2024_nonclassI
2004525322268425216,2,2,1.7282291666633682,BOSS,0.5148414356026836,1,5.158009999999997,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
2004578957821312768,3,3,380.97305555555795,BOSS,0.7996623292843488,2,5.2651,shahaf2024_nonclassI
2004986666162845696,2,2,0.9880671296268702,BOSS,0.0009315064560062621,1,0.2576500000000017,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
2005523163429930240,3,3,388.0054050925901,BOSS,0.15838333424939421,2,3.2323700000000013,shahaf2024_nonclassI
2005536460648801664,8,8,331.0,APOGEE,13.264567145334121,7,0.7189699999999988,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
2006181633457998336,1,1,0.0,BOSS,0.0,0,0.0,shahaf2024_nonclassI
2006294780074805504,2,2,3.984305555553874,BOSS,0.19523128738379664,1,3.397059999999996,shahaf2024_nonclassI
2006473553793654528,1,1,0.0,BOSS,0.0,0,0.0,shahaf2024_nonclassI
2007020698266908288,2,2,266.2828703703708,BOSS,0.0025068834266139296,1,0.3498310000000002,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
2007355430834655744,2,2,6.991631944438268,BOSS,0.0002283187265774896,1,0.14189000000000007,shahaf2024_nonclassI
2009375439846102144,2,2,28.03615740740497,BOSS,1.5064541996055234,1,9.71217,shahaf2024_nonclassI
2009434023199384320,2,2,28.01354166666715,BOSS,0.11801144985463102,1,2.3011680000000005,shahaf2024_nonclassI
2009944368396048768,2,2,27.96423611111095,BOSS,0.1306765866610604,1,2.527470000000001,shahaf2024_nonclassI
2010245737662489984,2,2,36.81668981481198,BOSS,0.0053605704986050065,1,0.6097599999999996,shahaf2024_nonclassI
2010702275504795392,3,3,61.90283564814308,BOSS,0.10118999426272894,2,2.5209199999999985,shahaf2024_nonclassI
2010789343082383744,2,2,28.98645833333285,BOSS,0.23694040463100313,1,3.4977899999999984,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
2010794909359868416,3,3,333.07734953703766,BOSS,17.854545038325533,2,27.682011000000003,shahaf2024_nonclassI
2010817105751053440,3,3,333.07734953703766,BOSS,0.4361528097652506,2,5.604669999999999,shahaf2024_nonclassI
2010851637288786816,3,3,27.0,APOGEE,904.7391375843653,2,8.106949999999998,amrf3_halbwachs2023
2011041165602869504,2,2,29.78979166666977,BOSS,0.22702103817238006,1,3.09807,shahaf2024_nonclassI
2012062989860784512,2,2,52.853206018517085,BOSS,0.00011249265782660672,1,0.0757399999999997,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
2013128622791674112,1,1,0.0,BOSS,3.588078324290129e-31,0,0.0,shahaf2024_nonclassI
2013436589125775232,2,2,0.9992361111071659,BOSS,0.21849711177626524,1,8.59047,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
2014280425635071872,3,3,1.9415509259270038,BOSS,0.06025114284372988,2,3.1433780000000002,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
2014856505309795712,3,3,346.88206018518395,BOSS,1.876036590780389,2,10.605889999999988,shahaf2024_nonclassI
2015016415532355584,3,3,346.88206018518395,BOSS,5.709803388418426,2,15.918513999999998,shahaf2024_nonclassI
2015566102631108608,5,5,716.2538078703728,BOSS,0.45106179268304875,4,4.0988299999999995,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
2016637404909433088,4,4,113.73115740741196,BOSS,1.627239780023984,3,6.5785540000000005,shahaf2024_nonclassI
2017744063411089408,1,1,0.0,BOSS,0.0,0,0.0,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
2018466442513901824,2,2,400.8332060185203,BOSS,1.4174769939245615,1,7.432809999999998,shahaf2024_nonclassI
2019886289977380224,1,1,0.0,BOSS,0.0,0,0.0,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
2019905737590273536,2,2,416.8187962962911,BOSS,2.1178870783620978,1,9.940930000000002,shahaf2024_nonclassI
2020037026151112704,2,2,416.8048032407387,BOSS,11.611802667224971,1,21.778176,shahaf2024_nonclassI
2028063873377901056,2,2,1.0658217592572328,BOSS,0.9920044020921446,1,7.356550000000006,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
2028823842084716416,5,4,410.80423611111473,BOSS,1.6519521157065051,4,8.41276,shahaf2024_nonclassI
2030262346884878464,1,1,0.0,BOSS,2.071002875528773e-30,0,0.0,shahaf2024_nonclassI
2031860036017600384,2,2,1.0168865740706678,BOSS,0.01549672039464468,1,0.7909900000000007,shahaf2024_nonclassI
2032853620920247296,2,2,1.0031944444417604,BOSS,0.037276548868205306,1,1.3849261,shahaf2024_nonclassI
2034009963546174464,1,1,0.0,BOSS,0.0,0,0.0,shahaf2024_nonclassI
2034291404170380672,1,1,0.0,BOSS,0.0,0,0.0,shahaf2024_nonclassI
2050248955672927744,5,5,13.0,APOGEE,0.11314554059026362,4,0.07991999999999777,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
2051015972415644800,2,2,1.0,APOGEE,0.06416535066694772,1,0.07619000000000042,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
2052757358317840768,2,2,16.0,APOGEE,1.1004570779042488,1,0.30346999999999724,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
2053640433652398976,2,2,43.0,APOGEE,1.4144654644555827,1,0.33932000000000073,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
2062147050188427392,2,2,4.997025462966121,BOSS,0.02888598051923108,1,1.3428379999999995,shahaf2024_nonclassI
2062191786569323008,2,2,4.997025462966121,BOSS,0.0037372462658646238,1,0.42861999999999867,shahaf2024_nonclassI
2062357881536836096,1,1,0.0,BOSS,0.0,0,0.0,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
2062642758131177984,2,2,28.943159722221026,BOSS,0.06664535119826583,1,3.709571,shahaf2024_nonclassI
2064204236428171264,2,2,7.976724537038535,BOSS,1.406373604726123,1,7.15526,shahaf2024_nonclassI
2065374803998632064,1,1,0.0,BOSS,0.0,0,0.0,shahaf2024_nonclassI
2065774231657324672,2,2,26.84408564815385,BOSS,0.22028430213190292,1,3.1038700000000006,shahaf2024_nonclassI
2066834680561926272,2,2,5.020497685181908,BOSS,0.0778471146456409,1,1.7205500000000011,shahaf2024_nonclassI
2067161888348822400,3,3,28.0,APOGEE,3.9215439400721026,2,0.5718499999999977,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
2067299911417407744,2,2,7.976724537038535,BOSS,0.17221544897453617,1,2.6895700000000033,shahaf2024_nonclassI
2067331728535101568,2,2,25.934317129627743,BOSS,0.8238627002158687,1,5.573769,shahaf2024_nonclassI
206888578947902080,2,2,0.9413657407349092,BOSS,0.0027253325738889073,1,0.3586999999999989,shahaf2024_nonclassI
2069577481034003456,4,4,218.0,APOGEE,1953.7118997700486,3,26.104993000000004,unified:Demoted (failed F#32 joint K_obs/K_pred)|v2_orbital
2073229710769184000,2,2,2.0,APOGEE,0.04933533772688435,1,0.06497999999999848,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
2073642719130987904,1,1,0.0,APOGEE,0.0,0,0.0,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
2075344105993155840,2,2,1.0,APOGEE,64.98282531098573,1,2.6753649999999993,shahaf2024_nonclassI
2076158431791150720,2,2,24.0,APOGEE,5.28502047230748,1,0.655699999999996,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
2077962769032766080,2,2,1.0034027777801384,BOSS,0.0956504910984928,1,2.1148799999999994,shahaf2024_nonclassI
2078069318579951744,2,2,1.0411111111170612,BOSS,0.021759391029887915,1,0.9942200000000021,shahaf2024_nonclassI
2079113373593154560,1,1,0.0,APOGEE,0.0,0,0.0,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
2080580362617949056,1,1,0.0,APOGEE,0.0,0,0.0,shahaf2024_nonclassI
2082098307142285312,1,1,0.0,APOGEE,0.0,0,0.0,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
2085573416721112576,1,1,0.0,APOGEE,1.2338179911634807e-27,0,0.0,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
2086499201207107072,2,2,654.0,APOGEE,162.19391338962015,1,3.6288300000000007,unified:Demoted (failed F#30 K-giant chromatic)|v2_orbital
2086550878253610624,2,2,654.0,APOGEE,14547.760885521684,1,34.39721,unified:Demoted (failed F#30 K-giant chromatic)|v2_orbital
2086875818297927168,2,2,1.0,APOGEE,1.556138404075312,1,0.37832000000000043,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
2088182282935458560,1,1,0.0,BOSS,0.0,0,0.0,shahaf2024_nonclassI
2099147746755032448,16,16,1604.0,APOGEE,138907.2960657088,15,54.639790000000005,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
2099957880664834816,5,5,11.0,APOGEE,13.552906139700077,4,0.7435000000000009,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
2100191011491364352,1,1,0.0,APOGEE,0.0,0,0.0,shahaf2024_nonclassI;unified:Tier-2 (NSS period non-significant — nee|v2_orbital
2100261792551181824,15,15,1623.0,APOGEE,216587.28565336234,14,72.56707,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
2101034508709497472,4,4,504.0,APOGEE,6108.11603444806,3,19.049800000000005,shahaf2024_nonclassI
2101124458202239872,2,2,1.0,APOGEE,0.019465313373861585,1,0.04015000000000413,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
2101699232208727936,23,23,4000.6035185185174,APOGEE+BOSS,35525.980189165704,22,29.546942,shahaf2024_nonclassI
2103013625337220096,1,1,0.0,APOGEE,0.0,0,0.0,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
2103390968283574784,1,1,0.0,APOGEE,0.0,0,0.0,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
2104358916473379328,1,1,0.0,APOGEE,7.625391685572957e-29,0,0.0,shahaf2024_nonclassI
2104808337551988352,3,3,4.0,APOGEE,0.3749355852548666,2,0.1685567,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
2104898295645526144,1,1,0.0,APOGEE,0.0,0,0.0,unified:Demoted (failed F#31 phantom RV)|v3_acceleration
2105234402606388352,1,1,0.0,APOGEE,0.0,0,0.0,shahaf2024_nonclassI
2105597340223016064,1,1,0.0,APOGEE,0.0,0,0.0,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
2105999765778428032,1,1,0.0,APOGEE,0.0,0,0.0,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
2106019797505974400,1,1,0.0,APOGEE,0.0,0,0.0,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
2106916410579637248,3,3,1002.0,APOGEE,2595.2744685763455,2,13.691939999999995,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
2113222079702030080,2,2,1.9944791666639503,BOSS,0.04443796749636753,1,1.4242809999999997,shahaf2024_nonclassI
2113405904302402816,3,3,11.044884259252285,BOSS,1.5825702360360432,2,7.455829,unified:Demoted (failed F#31 phantom RV)|v3_acceleration
2116958632532054528,3,3,4.0,APOGEE,1.0490456880798453,2,0.3002970000000005,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
2117315664573911936,1,1,0.0,APOGEE,0.0,0,0.0,unified:Demoted (failed F#31 phantom RV)|v3_acceleration
2120942919071605376,2,2,0.8882407407436403,BOSS,0.11762539495212954,1,2.3929599999999986,shahaf2024_nonclassI
2127337541263077632,5,5,654.0,APOGEE,13464.222412129404,4,27.529429999999998,shahaf2024_nonclassI
2127900555635640832,3,3,974.0,APOGEE,10316.168433883677,2,29.945896,unified:Tier-1 NS|v2_orbital
2128530099063524864,6,6,42.0,APOGEE,0.23752521261721118,5,0.11311999999999856,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
2129927539681151872,4,4,3.0,APOGEE,103.08987262684451,3,2.394729999999999,unified:Tier-1 NS|v2_orbital
2130104565352751360,2,2,0.8924074074093369,BOSS,0.026640497717042935,1,1.05471,shahaf2024_nonclassI
2130371540520436480,2,2,1.0,APOGEE,0.006876022664601277,1,0.02429000000000059,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
2131910547559873792,2,2,2.0,APOGEE,0.4803281285288976,1,0.19920000000000115,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
2133226319381976832,2,2,2.0,APOGEE,0.04665464642248672,1,0.06152000000000157,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
2133326134421094912,2,2,2.0,APOGEE,0.006762060747922117,1,0.023559999999999803,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
2133653681509923840,2,2,2.0,APOGEE,0.0005820177102652264,1,0.006920000000000925,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
2135560543910520832,2,2,1.0,APOGEE,0.17958891193742038,1,0.13417999999999708,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
2140311469230966784,1,1,0.0,BOSS,0.0,0,0.0,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
2140495981025518848,1,1,0.0,BOSS,0.0,0,0.0,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
2143105530138859136,5,5,82.81620370370365,BOSS,0.6438418401328908,4,5.763680000000001,shahaf2024_nonclassI
2143692398766475520,2,2,25.0,APOGEE,3.5213458677910454,1,0.5428750000000004,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
2147975202714030592,1,1,0.0,BOSS,0.0,0,0.0,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
214878111469201664,1,1,0.0,APOGEE,0.0,0,0.0,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
2149297331086615808,4,4,56.86716435185372,BOSS,0.7670492314340907,3,6.02552,shahaf2024_nonclassI
2149406835572727808,1,1,0.0,BOSS,0.0,0,0.0,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
2149517160396558976,1,1,0.0,BOSS,0.0,0,0.0,shahaf2024_nonclassI
2150242223892004096,1,1,0.0,BOSS,0.0,0,0.0,shahaf2024_nonclassI
2150343825638191872,1,1,0.0,BOSS,0.0,0,0.0,shahaf2024_nonclassI
2150385229123047424,2,2,1.8585995370376622,BOSS,0.01081960259452201,1,1.0324499999999972,shahaf2024_nonclassI
2150966046140279552,2,2,26.84877314815094,BOSS,0.08827412016637141,1,2.293630000000002,shahaf2024_nonclassI
2151472886641131648,2,2,0.9954282407416031,BOSS,0.38502034286992415,1,3.9967207,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
2151627161866567936,2,2,26.972824074073287,BOSS,0.018865316651202967,1,0.9439700000000002,shahaf2024_nonclassI
2152475263287795584,1,1,0.0,BOSS,0.0,0,0.0,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
2152719801546082560,5,5,382.74184027777665,BOSS,9.018198444660829,4,16.569274,shahaf2024_nonclassI
2153793818248908544,1,1,0.0,BOSS,0.0,0,0.0,shahaf2024_nonclassI
2153961764352439296,3,3,55.92456018518715,BOSS,0.21442790967134803,2,3.0399705,shahaf2024_nonclassI
2154938616011987712,1,1,0.0,BOSS,0.0,0,0.0,shahaf2024_nonclassI
2154949847348700288,2,2,1386.7815162037004,APOGEE+BOSS,0.035832113026829274,1,0.9030500000000004,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
2155188961065480832,1,1,0.0,BOSS,0.0,0,0.0,shahaf2024_nonclassI
2155243112013404672,2,2,168.73054398148088,BOSS,2.5507686183789158,1,9.35203,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
2155439374838579328,1,1,0.0,BOSS,0.0,0,0.0,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
2155642509612200192,1,1,0.0,BOSS,4.8171310317356173e-32,0,0.0,shahaf2024_nonclassI
2155908866303584896,3,3,27.0,APOGEE,1.1304176946617943,2,0.2873599999999996,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
2156963744632051712,3,3,32.043252314819256,BOSS,0.324893339731617,2,4.06035,shahaf2024_nonclassI
2157050498673319680,2,2,0.9833101851836545,BOSS,0.06618316964276771,1,1.99118,shahaf2024_nonclassI
2158136683019349504,5,5,56.848993055551546,BOSS,0.6042656200474783,4,6.857590000000002,shahaf2024_nonclassI
2158898434122196864,2,2,2.0,APOGEE,0.02519327448226319,1,0.04569000000000045,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
2159654180864447488,2,2,1398.903460648151,APOGEE+BOSS,0.5786050625520455,1,3.5985600000000026,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
2161647659868311296,1,1,0.0,APOGEE,0.0,0,0.0,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
2161922885678782336,2,2,0.9254629629649571,BOSS,0.059936714262885896,1,1.5922000000000018,shahaf2024_nonclassI
2163375065669526784,2,2,0.9851157407392748,BOSS,0.01285655545608434,1,0.6726299999999998,shahaf2024_nonclassI
2164487702721918720,2,2,0.9832754629678675,BOSS,0.053204951372983755,1,1.4813400000000012,shahaf2024_nonclassI
2164871878948766336,1,1,0.0,BOSS,0.0,0,0.0,shahaf2024_nonclassI
2164883733058154496,3,3,418.9765625,BOSS,1.0024062372897937,2,6.0651399999999995,shahaf2024_nonclassI
2164961798385808768,2,2,0.9832754629678675,BOSS,0.018627966508856834,1,0.9529099999999993,shahaf2024_nonclassI
2165757810443224320,2,2,0.9832754629678675,BOSS,0.007366403345702339,1,0.7055980000000002,shahaf2024_nonclassI
2170392836057308672,2,2,438.81578703703417,BOSS,1.7468276207226427,1,11.827309999999997,shahaf2024_nonclassI
2170988290338731136,4,4,327.1509490740791,BOSS,15.204833259391053,3,24.38103,shahaf2024_nonclassI
2171684796588115328,4,4,327.1509490740791,BOSS,14.92981043290285,3,30.181762999999997,shahaf2024_nonclassI
2173524623143209344,3,3,334.022719907407,BOSS,2.120862606393755,2,11.05467,shahaf2024_nonclassI
2173767099817017344,3,3,334.022719907407,BOSS,17.185334413307057,2,32.17472,shahaf2024_nonclassI
2173770948108044288,3,3,334.022719907407,BOSS,0.22649714148413505,2,3.408240000000003,shahaf2024_nonclassI
2173911823033237248,2,2,27.883414351847023,BOSS,0.0877379697899375,1,2.0875699999999995,shahaf2024_nonclassI
2174204774167549440,2,2,55.8589699074073,BOSS,0.585006485169878,1,4.816780000000001,shahaf2024_nonclassI
2174294727959030784,4,4,334.022719907407,BOSS,1.21200015332825,3,7.477676000000001,shahaf2024_nonclassI
2174501848459726592,3,3,82.88468750000175,BOSS,0.028393675826233457,2,1.1510700000000007,shahaf2024_nonclassI
2175043426658608256,2,2,27.92761574074393,BOSS,0.13475879625618703,1,2.838950000000004,shahaf2024_nonclassI
2177167167725262080,2,2,113.77346064814628,BOSS,30.298806026671876,1,40.45071,shahaf2024_nonclassI
2179633750258705792,1,1,0.0,BOSS,0.0,0,0.0,shahaf2024_nonclassI
2184331688567640192,1,1,0.0,BOSS,0.0,0,0.0,shahaf2024_nonclassI
2191446284709410816,2,2,1.651053240741021,BOSS,0.07919959716529548,1,1.9282400000000024,shahaf2024_nonclassI
2191460647080599808,1,1,0.0,BOSS,0.0,0,0.0,shahaf2024_nonclassI
2191969549169214464,2,2,0.6886574074087548,BOSS,0.2706790584676087,1,3.8904600000000045,amrf3_halbwachs2023;shahaf2024_nonclassI
2192268513247693440,1,1,0.0,BOSS,0.0,0,0.0,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
