objID,obsTime,filterID,psfFlux,psfFluxErr,psfQfPerfect,infoFlag,infoFlag2,ra,dec
88443128298723636,56150.4011855,1,0.0003962730115745,2.7028499971493147e-06,0.9985910058021544,102760517,128,312.82990083,-16.29729529
88443128298723636,56150.3909178,1,0.0003952760016545,2.6652301130525302e-06,0.997734010219574,102760517,128,312.82989867,-16.29730273
88443128298723636,56053.6201948,5,0.0001247619948117,9.603520084056072e-06,0.9977009892463684,35651585,0,312.82988519,-16.29727684
88443128298723636,56053.6282175,5,0.000131541994051,1.0657499842636751e-05,0.9973610043525696,35651585,0,312.82988329,-16.29729835
88443128298723636,56072.5861037,4,0.0001448270049877,5.43452006240841e-06,0.9991629719734192,102760453,128,312.82988023,-16.29731476
88443128298723636,56072.597659,4,0.0001577359944349,4.9765499170462135e-06,0.9984430074691772,102760517,128,312.82989626,-16.29730277
88443128298723636,55768.4353077,2,0.00017128699983,3.911899966624333e-06,0.3591369986534118,102760453,128,312.82989085,-16.29724986
88443128298723636,55762.4880709,3,0.0001950099976966,2.729749894569977e-06,0.9988150000572203,102760517,128,312.82988678,-16.29729736
88443128298723636,55762.4986448,3,0.0002032360062003,2.934460098913405e-06,0.9983050227165222,102760517,128,312.8298779,-16.29729895
88443128298723636,55859.2051489,4,0.000160715993843,3.8255898289207835e-06,0.997901976108551,102760517,128,312.82988012,-16.29730246
88443128298723636,55859.2085995,4,0.0001561579992994,3.5869300063495757e-06,0.9980769753456116,102760517,128,312.82987775,-16.29729417
88443128298723636,55699.5849669,5,0.0001244580053025,1.0238100003334694e-05,0.9989380240440368,35651585,0,312.82986698,-16.29726842
88443128298723636,55699.5961236,5,0.0001256800023838,9.396980203746352e-06,0.9987559914588928,35651585,0,312.82988061,-16.29730561
88443128298723636,55776.3997019,1,0.0003871190128847,2.8457100142986747e-06,0.9986649751663208,102760517,128,312.82987865,-16.2972739
88443128298723636,55776.4105943,1,0.0003914780099876,2.859150072254124e-06,0.9989169836044312,102760517,128,312.82987867,-16.29727377
88443128298723636,55776.42272,2,0.0002802179951686,2.2772599095333135e-06,0.9984049797058104,102760517,128,312.82988048,-16.29728775
88443128298723636,55776.4331298,2,0.0002802200033329,2.6343800527683925e-06,0.9984070062637328,102760517,128,312.82988469,-16.29728468
88443128298723636,55789.437327,3,0.0002064389991573,3.001500090249465e-06,0.9996439814567566,102760517,128,312.82987355,-16.29728631
88443128298723636,55719.5873623,4,0.0001582599943503,2.9420300506899366e-06,0.9988840222358704,102760517,128,312.82987958,-16.29728496
88443128298723636,55719.598278,4,0.0001524060062365,3.006289944096352e-06,0.99857097864151,102760517,128,312.82987985,-16.29728704
88443128298723636,55789.426004,3,0.0002020590036408,2.7511500775290187e-06,0.9976320266723632,102760517,128,312.82988748,-16.29729589
88443128298723636,55835.2561032,2,0.0002696930023375,2.2082299437897746e-06,0.6029009819030762,102760517,160,312.82990407,-16.29728937
88443128298723636,55835.2671875,2,0.0002700900076888,2.178170007027802e-06,0.0822732001543045,102760517,160,312.82991216,-16.29728571
88443128298723636,55342.6001902,5,0.0001366109936498,1.1546199857548343e-05,0.9918599724769592,35667969,0,312.82983692,-16.29724521
88443128298723636,55342.6097533,5,0.0001493930030846,1.1062000339734368e-05,0.9987779855728148,35651585,0,312.82984553,-16.2972918
88443128298723636,55329.5781176,4,0.0001664489973336,3.8451398722827435e-06,0.99863600730896,102760517,128,312.82987231,-16.29726725
88443128298723636,55329.5903158,4,0.0001641809940338,3.7577499369945144e-06,0.996649980545044,102760453,128,312.82986827,-16.29726189
88443128298723636,55491.2279308,5,0.0001218390025314,9.53720973484451e-06,0.9988639950752258,35651585,0,312.82988149,-16.29730078
88443128298723636,55423.3840072,1,0.0003990010009147,2.8751499030477135e-06,0.9991689920425416,102760517,128,312.82986426,-16.29725076
88443128298723636,55423.3955562,1,0.000397886004066,3.055720071643009e-06,0.9990159869194032,102760517,128,312.82986677,-16.29725082
88443128298723636,55442.3131085,2,0.0002853350015357,2.278969986946322e-06,0.9988530278205872,102760517,128,312.82986658,-16.29727319
88443128298723636,55442.3241476,2,0.0002797030028887,2.1963599010632606e-06,0.9985139966011048,102760517,128,312.82986718,-16.29727496
88443128298723636,55442.2871924,3,0.0002009269956033,1.926870027091354e-06,0.9980679750442504,102760517,128,312.82986496,-16.29726966
88443128298723636,55442.2984069,3,0.0002024220011662,2.0826601030421443e-06,0.998658001422882,102760517,128,312.82987177,-16.29727043
88443128298723636,55443.2860034,3,0.0002040490071522,2.1589798961940687e-06,0.99788099527359,102760517,128,312.82986476,-16.29727719
88443128298723636,55443.2970157,3,0.0002051379997283,2.1332600681489566e-06,0.9980769753456116,102760453,128,312.82986432,-16.29727316
88443128298723636,55468.2228978,4,0.0001591890031704,4.5064098230795935e-06,0.9978600144386292,102760517,128,312.82987757,-16.29726739
88443128298723636,55468.2343964,4,0.0001616340014152,3.5945699892181437e-06,0.9987300038337708,102760453,128,312.82987331,-16.29727762
