frame,band,bjd,airmass,exptime,dx,dy,n_comp,f_target,e_target,f_ens,rel,e_rel,bg,note
MTAA11834683,I,2456595.907968055,1.35158,60.0,0.01307033525120005,-0.03990886744611544,143,140.0,175.71465351935413,686972.5,0.00020379272823875774,0.00025578120451598006,1527.509,
MTAA11834690,G,2456595.908737992,1.35605,60.0,-0.021944498062225648,0.01597725199769684,143,661.0,207.0541789239393,234463.5,0.0028192021359401357,0.0008830977057151297,1369.561,
MTAA11834692,R,2456595.9087389917,1.35605,60.0,0.02586616686750176,-0.02176960696903052,143,662.0,157.3524570934097,771545.5,0.0008580180948498825,0.0002039444946453705,873.999,
MTAA11834693,I,2456595.9087399915,1.35605,60.0,0.04008495867878992,-0.03804322714796626,143,225.0,165.34426597101373,663897.0,0.00033890799325799034,0.0002490510816753408,1527.377,
MTAA11834700,G,2456595.9094999293,1.36014,60.0,-0.04206783787014956,-0.03969579429534065,143,366.0,206.70689510942782,238809.0,0.0015326055550670202,0.0008655741412988112,1381.013,
MTAA11834702,R,2456595.9095009295,1.36014,60.0,0.02897920545450461,-0.0446944653850494,142,568.5,155.19221277835862,786951.5,0.0007224079247577519,0.00019720683266803433,882.1882,
MTAA11834703,I,2456595.9095009295,1.36014,60.0,0.03197992913146663,-0.043283820177038024,143,196.0,174.048476542217,676753.0,0.0002896182211235118,0.0002571816845174192,1535.007,
MTAA11834710,G,2456595.910259867,1.36434,60.0,-0.05850474336341449,-0.00036801739355496466,143,734.0,221.02144042724302,235661.5,0.0031146368838355014,0.0009378767445138176,1378.83,
MTAA11834712,R,2456595.9102608673,1.36434,60.0,0.053600381695503074,-0.008465134918367312,142,426.0,153.02305697399547,865918.0,0.0004919634422658959,0.00017671772266426551,860.9805,
MTAA11834713,I,2456595.9102608673,1.36434,60.0,0.010124961460064696,-0.030873021001298184,143,234.0,178.41248778042416,751895.0,0.0003112136668018806,0.00023728378002304065,1531.13,
MTAA11834720,G,2456595.9110188046,1.36878,60.0,-0.03069026942233677,0.00857258164637642,143,689.0,206.4511717435707,226979.5,0.003035516423289328,0.0009095586682655073,1372.742,
MTAA11834722,R,2456595.9110188046,1.36878,60.0,0.029915484696317662,-0.03690729095072243,142,379.5,155.14387808432318,749324.0,0.0005064564861128163,0.00020704512078129512,880.6246,
MTAA11834723,I,2456595.911019805,1.36878,60.0,-0.004604472370260737,-0.03686087170819974,143,220.0,176.05341839366065,651745.5,0.00033755507326095846,0.0002701260206532468,1540.508,
MTAA11834730,G,2456595.9117777427,1.37336,60.0,-0.0567480649715435,0.028246095718145625,143,500.0,236.4549289983752,220199.0,0.002270673345473867,0.0010738238093650526,1371.477,
MTAA11834732,R,2456595.9117777427,1.37336,60.0,-0.00620040396239574,-0.03210786373914232,142,334.0,161.01046200273242,724523.5,0.0004609926386100658,0.00022222945425887832,888.1917,
MTAA11834733,I,2456595.9117787424,1.37336,60.0,-0.011494004826204218,-0.0430054167215701,143,-1.0,167.10390025661678,619712.5,-1.6136514916190977e-06,0.0002696474579044586,1532.433,
MTAA11834740,G,2456595.91253668,1.37791,60.0,-0.01807451451486486,-0.03993210338386177,143,301.0,208.2178368666255,243423.5,0.001236528108420099,0.0008553727839203097,1371.648,
MTAA11834742,R,2456595.9125376805,1.37791,60.0,0.030082872692787532,-0.07839257893169815,143,399.0,149.52112898039974,741163.0,0.0005383431175058658,0.00020173852307845877,865.8784,
MTAA11834743,I,2456595.9125376805,1.37791,60.0,0.007934801440342198,-0.04945561163117418,143,114.0,167.34310108568363,655789.0,0.00017383640164748114,0.0002551782678356661,1531.271,
MTAA11834750,G,2456595.9132946185,1.38259,60.0,-0.0389982630240695,-0.04830175734554132,142,397.0,209.72783017285363,216242.5,0.001835901823184619,0.0009698733143246754,1389.518,
MTAA11834752,R,2456595.913295618,1.38259,60.0,0.030905171131053066,-0.034436591705855335,143,432.0,157.05855901592884,776211.0,0.0005565497010477821,0.00020234003256321907,878.6964,
MTAA11834753,I,2456595.913296618,1.38259,60.0,0.012079322306362883,-0.04590160383827424,143,142.0,169.76619778585683,715729.5,0.000198398976149509,0.00023719323820781013,1572.706,
MTAA11834760,G,2456595.914053556,1.38698,60.0,0.014563243790576053,-0.05335421578581645,143,633.0,214.58368076347276,218918.0,0.002891493618615189,0.0009802011747022756,1378.909,
MTAA11834762,R,2456595.9140545563,1.38698,60.0,0.005171032075281801,-0.03038013786948568,143,359.0,161.29228812211284,754240.5,0.0004759755011829781,0.00021384729157624503,874.6699,
MTAA11834763,I,2456595.9140545563,1.38698,60.0,0.019735483236843265,-0.03555967998511278,143,59.0,175.82132823246064,640302.0,9.21440195407792e-05,0.0002745912526158916,1566.454,
MTAA11834770,G,2456595.9148404915,1.39151,60.0,-0.019778231704208338,-0.04079663743777928,143,583.0,226.37458153835794,212884.5,0.002738574203382585,0.0010633680777057885,1385.453,
MTAA11834772,R,2456595.9148414913,1.39151,60.0,0.010801198941067014,-0.03077659915766162,143,480.0,158.49260284938643,709024.5,0.0006769864793106585,0.00022353614416622617,887.3752,
MTAA11834773,I,2456595.9148414913,1.39151,60.0,0.0014887435540344995,-0.06763035012022556,143,125.0,167.60682209953944,604075.0,0.00020692794768861482,0.0002774602857253478,1535.084,
MTAA11834780,G,2456595.915614428,1.3966,60.0,0.012286624082094022,-0.055063872149617055,143,429.0,220.26303277748025,229345.5,0.0018705402983707987,0.0009603983194677037,1386.428,
MTAA11834782,R,2456595.915614428,1.3966,60.0,0.018979153956365735,-0.03390926270324712,143,524.0,161.82614809624144,766217.5,0.000683878924717851,0.00021120132089940706,,
MTAA11834783,I,2456595.915615428,1.3966,60.0,0.04251363906678307,-0.09822468964250675,143,141.0,167.64659300934213,653046.0,0.00021591128343179502,0.0002567148302100344,1576.633,
MTAA11834790,G,2456595.916374366,1.40118,60.0,-0.019641718052525903,-0.13936152213716468,143,1062.0,203.17374262612447,223227.0,0.004757489013425795,0.0009101665238798374,1391.583,
MTAA11834792,R,2456595.916374366,1.40118,60.0,0.04300096167355605,-0.0709084278355192,142,490.0,157.9685785991632,726323.5,0.0006746305193209361,0.0002174906616668237,885.3562,
MTAA11834793,I,2456595.9163753656,1.40118,60.0,0.04289312817826385,-0.06501365167292761,143,217.0,172.07099253273344,625013.5,0.0003471925006419861,0.0002753076414073191,1578.515,
MTAA11834800,G,2456595.917134303,1.40574,60.0,0.06562979431316762,-0.04662956630585313,143,723.0,215.7317854932524,218975.0,0.0033017467747459756,0.0009851891105982528,1390.6,
MTAA11834802,R,2456595.9171353034,1.40574,60.0,0.011672741513450546,-0.03724862653996297,142,689.0,154.3029140975633,777627.0,0.0008860289058893274,0.0001984279276536994,892.6473,
MTAA11834803,I,2456595.9171353034,1.40574,60.0,0.01902700150731107,-0.031324376172847224,143,162.0,169.86189069554908,618006.0,0.000262133377345851,0.00027485475981713623,1535.766,
MTAA11834810,G,2456595.9178942414,1.41087,60.0,-0.014768746452546111,-0.03889848694916509,143,1558.0,223.09297866255972,211600.0,0.007362948960302458,0.0010543146439629476,1376.924,
MTAA11834812,R,2456595.9178952407,1.41087,60.0,0.02990691253893374,-0.045649417409094895,142,642.0,157.55916653803422,727787.5,0.0008821256204592687,0.000216490619223378,884.2307,
MTAA11834813,I,2456595.917896241,1.41087,60.0,0.010408510539946292,-0.07088046039700657,143,181.0,172.03224447139746,637989.5,0.00028370372866638087,0.0002696474541844301,1537.257,
MTAA11834820,G,2456595.9186541787,1.41599,60.0,0.004573916798790378,-0.005581042008884651,143,548.0,211.01294788257266,222372.0,0.0024643390354900795,0.0009489186942716379,1385.01,
MTAA11834822,R,2456595.918655179,1.41599,60.0,-0.001954522146547788,-0.038234311782446184,143,409.0,150.07742894332912,735752.5,0.0005558934560195174,0.00020397814338833932,879.9869,
MTAA11834823,I,2456595.918655179,1.41599,60.0,-0.0063334596752611105,-0.05077900936385049,143,47.0,178.71117050331986,633034.5,7.424555849641686e-05,0.00028230873752270984,1542.572,
MTAA11834830,G,2456595.9194141165,1.42101,60.0,-0.006175089239491172,-0.04150701347214181,143,254.0,224.72189890938535,236392.5,0.0010744841735672664,0.0009506304087878648,1392.947,
MTAA11834832,R,2456595.9194141165,1.42101,60.0,0.03860056188125327,-0.0372091267166752,143,513.0,150.36589156090776,739499.5,0.0006937124365871782,0.00020333467644117104,879.3369,
MTAA11834833,I,2456595.9194151163,1.42101,60.0,0.003977210199877845,-0.04637834096811844,143,194.0,176.58748387534908,655853.0,0.00029579799131817646,0.0002692485722796863,1569.342,
MTAA11834840,G,2456595.920173054,1.42633,60.0,-0.03672432751591259,-0.059031674504467446,143,593.0,210.29525929594004,235404.0,0.0025190735926322407,0.0008933376633189752,1398.495,
MTAA11834842,R,2456595.920174054,1.42633,60.0,0.00467430595733731,-0.02553571120944298,143,652.0,155.02222195220915,775680.0,0.0008405528052805281,0.00019985331831710133,880.4583,
MTAA11834843,I,2456595.920175054,1.42633,60.0,0.0027368246908281435,-0.040970215601760174,143,246.0,179.17454003289643,664520.5,0.0003701917397582166,0.00026962981583396816,1577.1,
MTAA11834850,G,2456595.920932992,1.43126,60.0,-0.0302387028935982,-0.07574066008609748,143,897.0,217.26349716599884,230865.0,0.003885387564160873,0.0009410846042752208,1396.503,
MTAA11834852,R,2456595.920932992,1.43126,60.0,0.009716969929172592,-0.03206113035258795,143,421.0,154.2975133705444,796304.5,0.0005286922276591429,0.00019376697402883497,891.6524,
MTAA11834853,I,2456595.9209339917,1.43126,60.0,0.015582183650735715,-0.03800137262638259,143,42.0,167.68386967040092,685589.0,6.126119293045833e-05,0.00024458366407629193,1564.051,
MTAA11834860,G,,,,,,0,,,,,,,few comparisons in frame
MTAA11834863,I,,,,,,0,,,,,,,few comparisons in frame
MTAA11835220,G,2456595.928096404,1.48281,60.0,-0.013937990080307827,-0.04934076033279666,143,339.0,210.61203530586755,199029.5,0.0017032650938679944,0.0010581950680972798,1411.915,
MTAA11835222,R,2456595.928097404,1.48281,60.0,-0.00964196207473833,-0.05337134889686013,143,437.0,156.53079345291775,691248.5,0.0006321894369391036,0.00022644648553004853,923.2462,
MTAA11835223,I,2456595.928098404,1.48281,60.0,-0.03350097560587528,-0.031812364337156396,143,118.0,170.73047544009242,590399.0,0.00019986483716943966,0.0002891781243533482,1593.809,
MTAA11835230,G,2456595.9288773397,1.48884,60.0,-0.012586879454488553,-0.02994539672783958,143,426.0,216.221807269233,195152.0,0.0021829138312699846,0.0011079661354699568,1419.123,
MTAA11835232,R,2456595.92887834,1.48884,60.0,0.014358664145902367,-0.016350175131606193,143,353.0,168.17005412506313,646272.0,0.0005462096454743514,0.00026021559672253033,927.2631,
MTAA11835233,I,2456595.92887834,1.48884,60.0,0.032531218651001836,-0.02332178873535895,143,0.0,179.28612828660223,560503.0,0.0,0.0003198664918592804,1590.434,
MTAA11835240,G,2456595.929635278,1.49456,60.0,-0.04804339820793757,-0.025745706127622725,143,753.0,217.75389901017462,211861.5,0.0035542087637442385,0.0010278125049155917,1412.801,
MTAA11835242,R,2456595.9296362773,1.49456,60.0,0.033793838182873515,-0.0178542873693317,142,392.0,160.34828288647185,636180.0,0.0006161778113112641,0.000252048607133943,,
MTAA11835243,I,2456595.9296362773,1.49456,60.0,-0.04457853821327262,-0.032062003211308365,143,63.0,173.1476390595802,561854.5,0.00011212867388265112,0.00030817166910575636,1578.948,
MTAA11835250,G,2456595.9303952153,1.50045,60.0,-0.02270963854425645,0.005843715975544228,143,601.5,234.94817027057266,216527.0,0.0027779445519496414,0.0010850756269221514,1402.079,
MTAA11835252,R,2456595.9303962155,1.50045,60.0,0.025423551403946476,-0.02162169212520837,142,553.0,173.374216606084,704050.5,0.0007854550206270715,0.0002462525296212189,951.0636,
MTAA11835253,I,2456595.9303962155,1.50045,60.0,0.014909965605738762,-0.06359690923676453,143,102.0,179.62047710659272,625829.5,0.00016298368804922107,0.00028701184125483494,1589.376,
MTAA11835260,G,2456595.931156153,1.50666,60.0,-0.021290689409283914,-0.00018517583501420631,143,534.0,210.784082453301,207257.0,0.0025765112879178992,0.0010170179171429723,1412.724,
MTAA11835262,R,2456595.931156153,1.50666,60.0,-0.00274929344087127,0.01135960958700366,142,331.0,160.3872558049423,717479.0,0.00046133754437412106,0.00022354278774004856,950.1259,
MTAA11835263,I,2456595.9311571526,1.50666,60.0,-0.03162351371702243,-0.018972068947746834,143,175.0,179.83839726080004,619346.0,0.000282556115644567,0.00029036822270717827,1576.085,
MTAA11835270,G,2456595.93192009,1.51316,60.0,0.05267399841693532,-0.007477774944277371,143,1415.0,229.00309528830974,202399.5,0.006991123989930805,0.001131441012889408,1410.73,
MTAA11835272,R,2456595.93192109,1.51316,60.0,0.030669807839672103,-0.05042050047563862,143,646.0,165.08140075227533,685758.0,0.0009420232793492748,0.00024072836299726045,922.8533,
MTAA11835273,I,2456595.9319220902,1.51316,60.0,0.03336540461191362,-0.06058140031143466,143,86.0,173.61385768012107,600823.5,0.0001431368779683218,0.00028895983209731486,1588.018,
MTAA11835280,G,2456595.932684027,1.51951,60.0,-0.017677060890832763,-0.023332211424929028,143,900.0,228.21755187750128,230401.0,0.0039062330458635164,0.00099052326976663,1411.316,
MTAA11835282,R,2456595.9326850274,1.51951,60.0,-0.026416597141405873,-0.003929560511267027,143,281.0,164.6869336990643,734720.0,0.0003824586236933798,0.000224149245561662,926.6945,
MTAA11835283,I,2456595.932686027,1.51951,60.0,-0.018565248151389824,-0.046966776504632435,143,238.0,180.17865891756807,661838.0,0.000359604616235393,0.00027223982140277237,1575.154,
MTAA11835290,G,2456595.933445965,1.52614,60.0,0.02386626755924226,-0.015098246357410972,143,998.0,227.68681231024337,212165.5,0.004703875040946808,0.0010731566268325594,1403.681,
MTAA11835292,R,2456595.933445965,1.52614,60.0,-0.007006987645127083,0.0037061538749867395,143,692.0,174.06019739477108,717036.0,0.0009650840404108023,0.0002427495933185657,956.5751,
MTAA11835293,I,2456595.9334469647,1.52614,60.0,0.0017651433339551659,-0.031559111540616414,143,169.0,171.2251789622854,615848.0,0.00027441836297268155,0.0002780315580505018,1564.111,
MTAA11835300,G,2456595.9342069025,1.53231,60.0,-0.003599439364961654,-0.04338902842494008,143,787.0,217.5892779239516,195744.5,0.004020547192896863,0.001111598425110037,1408.538,
MTAA11835302,R,2456595.9342079023,1.53231,60.0,-5.073519332654541e-06,-0.049511813033007,143,447.0,156.65851173491976,690934.0,0.0006469503599475493,0.00022673440840213356,927.7282,
MTAA11835303,I,2456595.9342079023,1.53231,60.0,0.00030075479401148186,-0.062423201426440755,143,152.0,175.56443884416532,607584.5,0.0002501709638741607,0.0002889547689978354,1577.682,
MTAA11835310,G,2456595.934995838,1.53864,60.0,-0.03879349219062078,-0.028582691426265683,143,585.0,216.4182754269457,209532.0,0.002791936315216769,0.0010328650298138027,1409.126,
MTAA11835312,R,2456595.9349968373,1.53864,60.0,-0.0006165293625599588,-0.04604522011402423,143,402.0,152.36163562909573,691802.0,0.0005810911214480444,0.00022023879033176505,924.4745,
MTAA11835313,I,2456595.9349968373,1.53864,60.0,-0.007948802573309877,-0.03719335063857443,143,56.0,175.28892012902585,592482.0,9.451763935444453e-05,0.0002958552667068803,1597.036,
MTAA11835320,G,2456595.935767774,1.5456,60.0,-0.03905665147624404,-0.046298071542139496,143,174.0,221.17220393892174,204085.5,0.000852583843536165,0.0010837232627448875,1397.258,
MTAA11835322,R,2456595.935768774,1.5456,60.0,0.029037713827165135,-0.026681607087340353,143,456.5,162.2246586612426,691214.0,0.0006604322250417381,0.00023469527333248833,922.5861,
MTAA11835323,I,2456595.935769774,1.5456,60.0,0.04295806051186446,-0.06294222579640518,143,-68.0,172.63910276798052,603500.0,-0.00011267605633802817,0.0002860631363181119,1579.433,
MTAA11835330,G,2456595.936526712,1.55213,60.0,-0.03648540783774479,-0.03941845688353851,143,723.0,216.50104681526756,201795.0,0.0035828439753214894,0.0010728761704465798,1403.327,
MTAA11835332,R,2456595.936527712,1.55213,60.0,0.07636061686554285,-0.047952474129012046,142,320.0,160.01936515367967,614407.5,0.0005208269755821665,0.00026044500621115414,932.5292,
MTAA11835333,I,2456595.9365287116,1.55213,60.0,-0.007199874396633277,-0.027278440671182125,143,184.0,175.545451436373,544138.0,0.00033814951354252046,0.00032261200547723743,1578.196,
MTAA11835340,G,2456595.93728465,1.55854,60.0,0.025478463921217553,0.03813798166655147,143,306.0,217.25909981549677,184032.5,0.001662749786043226,0.0011805474566475855,1403.12,
MTAA11835342,R,2456595.93728465,1.55854,60.0,0.004470351874800826,-0.016323454878374832,142,510.0,160.99918785915247,605357.5,0.0008424773790693929,0.00026595720356839135,930.4919,
MTAA11835343,I,2456595.9372856496,1.55854,60.0,0.004628605766015426,-0.025742382772079964,143,102.0,170.96947654674113,536978.5,0.00018995173922233384,0.0003183916610194656,1581.371,
MTAA11835350,G,2456595.9380435874,1.56564,60.0,0.006590474569179605,0.06115065698014632,143,258.0,230.2210995154296,185237.5,0.0013928065321546664,0.001242842834282635,1415.167,
MTAA11835352,R,2456595.9380435874,1.56564,60.0,0.016705753276482938,0.0004967191241860291,142,377.0,165.08115013895437,652352.5,0.0005779084160787304,0.00025305513528185204,932.2057,
MTAA11835353,I,2456595.938044587,1.56564,60.0,-0.007167471587365526,-0.05732901402410562,143,217.0,180.17865891756807,582237.5,0.00037270014384164536,0.00030945904191600175,1582.639,
MTAA11835360,G,2456595.938802525,1.57273,60.0,0.004642092050062274,-0.01992787186145506,143,433.0,222.1102814561571,190962.0,0.0022674668258606426,0.001163112459317336,1418.287,
MTAA11835362,R,2456595.938802525,1.57273,60.0,0.02062311549389051,-0.0308302359439665,143,361.5,155.44571721507802,667820.0,0.0005413135275972568,0.00023276589083147858,948.7939,
MTAA11835363,I,2456595.9388035247,1.57273,60.0,-0.015011017105507563,-0.023158672905424282,143,84.0,177.66252501515336,578697.0,0.00014515368146024603,0.00030700439956514957,1583.731,
MTAA11835370,G,2456595.9395664623,1.57999,60.0,-0.02103814525889902,-0.005913880866302179,143,799.0,217.34044708423082,184048.5,0.004341247008261409,0.00118088681561779,1407.837,
MTAA11835372,R,2456595.939567462,1.57999,60.0,0.032466840747474635,-0.06656914270607217,143,396.0,153.69038577035323,623884.5,0.0006347328712285687,0.00024634429252586536,965.5402,
MTAA11835373,I,2456595.939567462,1.57999,60.0,0.00882681946654884,-0.059860804216441466,143,160.0,175.96270112346727,549266.5,0.0002912975759490156,0.00032035942684191965,1571.09,
MTAA11835380,G,2456595.9403273994,1.58733,60.0,-0.0008873179616557536,-0.009910775121099391,143,378.0,231.0214737394773,241825.5,0.0015631105900742479,0.0009553230479807849,1414.305,
MTAA11835382,R,2456595.9403283997,1.58733,60.0,0.003689468490733816,-0.09033257923533711,143,374.0,165.82908710838396,669617.0,0.0005585282333035153,0.00024764766591706,971.8574,
MTAA11835383,I,2456595.9403293994,1.58733,60.0,-0.0014500203740226425,-0.0806575705189232,143,69.0,168.78599906678676,647408.5,0.00010657876750150794,0.0002607101993050551,1566.175,
MTAA11835390,G,2456595.941088337,1.5944,60.0,-0.01215561891268635,-0.05958712189232074,143,607.0,217.4743522061088,168397.5,0.0036045665761071273,0.0012914345652762587,1406.543,
MTAA11835392,R,2456595.941089337,1.5944,60.0,0.03275213780659669,-0.04950341350064491,143,441.0,157.3485175197614,582785.0,0.0007567113086301123,0.00026999411021176145,938.5773,
MTAA11835393,I,2456595.941090337,1.5944,60.0,0.0012798832483440492,-0.06288634685324723,143,45.0,175.54782497465848,512991.0,8.77208372076703e-05,0.00034220449281694706,1575.833,
MTAA11835400,G,2456595.9418762727,1.60154,60.0,-0.015057545443141862,0.005318195525831015,143,1029.0,213.85774411229534,188232.5,0.005466643645491613,0.0011361361301172504,1418.702,
MTAA11835402,R,2456595.9418772724,1.60154,60.0,0.01167918923340494,-0.00710917694186719,143,442.0,165.59776406864114,623298.5,0.0007091305369738576,0.0002656797089494699,940.8716,
MTAA11835403,I,2456595.9418782727,1.60154,60.0,0.018396754002651505,-0.026979503057589227,143,23.0,175.4481087197389,539487.5,4.263305451933548e-05,0.0003252125558418664,1580.085,
MTAA11835410,G,2456595.942648209,1.60948,60.0,0.0028214966638415717,-0.0034273451649369235,143,277.0,222.32758914307806,187599.0,0.0014765537129728837,0.0011851213979982731,1409.491,
MTAA11835412,R,2456595.942648209,1.60948,60.0,0.03040160355271837,-0.05872452462460842,143,354.0,157.16834700091493,644412.5,0.0005493375749228949,0.0002438940073336798,939.0511,
MTAA11835413,I,2456595.942649209,1.60948,60.0,0.004838958970822205,-0.06241378883476045,143,125.0,175.64274020484498,562199.0,0.0002223411994685156,0.0003124209402806568,1573.131,
MTAA11835420,G,2456595.943412146,1.6166,60.0,-0.03417154250882959,-0.035747801017635084,143,495.0,221.73853325151526,209251.0,0.002365580092807203,0.0010596772930667726,1403.229,
MTAA11835422,R,2456595.943412146,1.6166,60.0,0.006292989635483082,-0.018410412926158415,142,239.0,156.30703534710136,646881.0,0.0003694651721104809,0.0002416318230819909,932.4916,
MTAA11835423,I,2456595.9434131463,1.6166,60.0,0.016627156932599974,-0.03947796974696871,143,138.0,173.78417144619357,577701.0,0.00023887789704362636,0.0003008202711198242,1581.424,
MTAA11835430,G,2456595.944170084,1.6241,60.0,-0.009788214720742872,-0.028076296020856262,143,792.0,217.52224530102663,196637.5,0.004027715974826775,0.0011062093715645622,1409.022,
MTAA11835432,R,2456595.944171084,1.6241,60.0,0.02399699594775484,-0.020283246063513616,142,434.0,164.75801105763165,662428.0,0.0006551655425193379,0.00024871836797000076,,
MTAA11835433,I,2456595.944172084,1.6241,60.0,0.02788160557622632,-0.022196720921400015,143,279.0,169.0696507783306,593139.0,0.0004703787813649077,0.0002850422089566368,1571.898,
MTAA11835440,G,2456595.944929022,1.6321,60.0,0.0011457413208972866,-0.0051762227031986185,143,519.0,232.2500779870698,186696.0,0.002779920298238848,0.0012440013604312348,1401.146,
MTAA11835442,R,2456595.9449300217,1.6321,60.0,-0.024916439182447903,-0.03197037616294551,142,303.0,164.95767802985102,681366.5,0.0004446945953462637,0.00024209830983743847,967.7139,
MTAA11835443,I,2456595.9449310214,1.6321,60.0,-0.020350906364797083,-0.05696362832622981,143,162.0,166.70808309137266,598086.0,0.00027086405633972374,0.00027873597290585745,1569.699,
MTAA11835450,G,2456595.945688959,1.64023,60.0,-0.1065095545013719,-0.062129642951617825,143,364.0,226.81773409502176,213857.0,0.0017020719452718405,0.001060604675530947,1409.535,
MTAA11835452,R,2456595.945688959,1.64023,60.0,-0.023173855380946407,-0.05245050653860517,143,310.0,155.63859097444308,714985.0,0.00043357552955656414,0.00021768091774574723,,
MTAA11835453,I,2456595.945689959,1.64023,60.0,0.011818750990755689,-0.06108134949391797,143,104.0,154.92602915679902,628857.0,0.00016537941058141994,0.00024636130178530097,1567.092,
MTAA11835460,G,2456595.9464478972,1.64818,60.0,0.03754513991714248,0.009931397895343252,143,979.0,223.3561665334838,209784.5,0.00466669367851295,0.0010646933712141927,1418.625,
MTAA11835462,R,2456595.9464488965,1.64818,60.0,0.01294876983956783,-0.05292181661357631,143,356.0,166.2857564491519,734934.5,0.00048439690884017554,0.00022625928766325693,985.2145,
MTAA11835463,I,2456595.946449897,1.64818,60.0,0.006707931999926586,-0.04694630595270155,143,287.0,171.69661783894676,639838.5,0.000448550688962918,0.0002683436802239108,1598.053,
MTAA11835470,G,2456595.947209834,1.65646,60.0,0.017679037696211708,0.009824871708246974,143,637.0,223.19734965759187,197255.5,0.003229314265001483,0.0011315139484455027,1409.974,
MTAA11835472,R,2456595.947209834,1.65646,60.0,-0.006004465098442324,-0.03781888662763322,143,209.0,161.595911121868,650637.5,0.0003212234154963401,0.000248365504788562,949.9388,
MTAA11835473,I,2456595.9472108344,1.65646,60.0,-0.02963326936651356,-0.0504150722039185,143,109.0,179.83144644175368,580224.0,0.00018785848224134126,0.00030993451915424676,1562.608,
MTAA11835480,G,2456595.9479687717,1.66431,60.0,-0.04965298937167972,-0.030301368352979807,143,674.0,227.42313976374524,193761.5,0.00347850321142229,0.001173727184005828,1418.46,
MTAA11835482,R,2456595.947969772,1.66431,60.0,0.019688370780158948,-0.03921548029245514,143,362.0,169.74588980127518,663601.5,0.0005455081099123495,0.0002557949157759215,976.3836,
MTAA11835483,I,2456595.9479707717,1.66431,60.0,0.022102769664911648,-0.03163769085062995,143,161.0,176.6993206527216,580538.5,0.0002773287215232065,0.00030437140801638755,1575.14,
MTAA11835670,G,2456595.9569390346,1.77616,60.0,-0.05262204950247451,-0.034865464606127716,143,607.0,211.87802506967697,170530.0,0.003559490998651264,0.0012424677480189817,1408.364,
MTAA11835672,R,2456595.9569390346,1.77616,60.0,-0.00349685582790471,-0.04091666950472472,142,286.0,173.82569588949346,584645.5,0.0004891853268348084,0.00029731811138458,967.39,
MTAA11835673,I,2456595.956940035,1.77616,60.0,0.01828365342350935,-0.04826812951722559,143,108.0,168.31878528843217,510403.5,0.00021159729508124454,0.00032977592294808355,1568.747,
MTAA11835680,G,2456595.9577109716,1.77945,60.0,-0.0023561278562738153,0.04562814409825933,143,224.0,215.9422066327933,176173.5,0.0012714738595759295,0.001225736030860449,1406.087,
MTAA11835682,R,2456595.957711971,1.77945,60.0,0.010880798449790063,-0.05440300351810379,142,363.0,169.92847688726766,608525.0,0.0005965243827287293,0.0002792465007801942,977.4716,
MTAA11835683,I,2456595.957712971,1.77945,60.0,0.006143570527740394,-0.029247156014974962,142,257.0,171.20814401579537,523392.5,0.0004910272883161299,0.00032711233732962426,1581.379,
MTAA11835690,G,2456595.9584709085,1.78909,60.0,0.0637103380837516,0.002755652133487274,143,407.0,225.88329992005455,169414.5,0.002402391766938485,0.0013333173956187607,1408.954,
MTAA11835692,R,2456595.9584719087,1.78909,60.0,0.07153344947133178,0.008556395776906811,142,489.0,153.94230957810134,561771.5,0.0008704606766274188,0.0002740301164763633,977.2666,
MTAA11835693,I,2456595.9584719087,1.78909,60.0,0.018172160006656668,-0.038477202961530566,143,-30.0,175.03677381243824,500505.5,-5.993940126532076e-05,0.00034971998072436415,1577.61,
MTAA11835700,G,2456595.959231846,1.79883,60.0,0.04576952411980528,-0.06151630649537765,143,960.0,217.32127508700108,188417.5,0.005095068133267876,0.0011534028160176263,1406.413,
MTAA11835702,R,2456595.9592328463,1.79883,60.0,0.09842843173601068,-0.05370034121148137,142,360.0,157.5327357065826,620073.5,0.0005805763349022334,0.0002540549397879164,980.8663,
MTAA11835703,I,2456595.9592328463,1.79883,60.0,0.058777024215373785,-0.05744546261075811,143,77.0,170.95485342822724,551209.5,0.0001396928028272372,0.0003101449692507608,1565.232,
MTAA11835710,G,2456595.9599907836,1.80938,60.0,-0.0487873487535353,0.036884305429225606,143,342.0,220.85244759416483,194594.5,0.0017575008543406932,0.0011349367407309293,1416.476,
MTAA11835712,R,2456595.959991784,1.80938,60.0,0.012805278146402088,-0.030866858991139168,142,225.0,153.27774793352535,629989.0,0.000357149093079403,0.00024330226072760848,955.7425,
MTAA11835713,I,2456595.9599927836,1.80938,60.0,-0.011595201150782941,-0.047915534602168464,143,49.0,172.87305497927275,567315.5,8.637169264721305e-05,0.0003047211912582553,1562.354,
MTAA11835720,G,2456595.9607507214,1.82009,60.0,0.0495810040562219,-0.06315042076647615,143,560.0,215.01346572947475,189424.0,0.0029563307711799984,0.0011350909374180397,1403.777,
MTAA11835722,R,2456595.9607507214,1.82009,60.0,0.04476396679638128,-0.036882462810581274,142,840.0,162.39578492116107,617749.0,0.0013597755722793562,0.0002628831206868179,973.3768,
MTAA11835723,I,2456595.960751721,1.82009,60.0,0.043638363185323215,-0.048608556337285336,143,-9.0,179.41158211219252,548531.0,-1.6407459195560507e-05,0.0003270764680796391,1578.185,
