frame,band,bjd,airmass,exptime,dx,dy,n_comp,f_target,e_target,f_ens,rel,e_rel,bg,note
MTAA11834650,G,2456595.905658244,1.33949,60.0,-0.00774706757772492,0.04179567209484958,143,508.0,214.34082528378332,238611.5,0.0021289837245899714,0.0008982837176070026,1367.8,
MTAA11834652,R,2456595.905658244,1.33949,60.0,0.0060975892097303586,-0.06471286742032589,143,570.0,153.98124117025856,745488.0,0.0007645998325928788,0.00020655093196705857,887.7688,
MTAA11834653,I,2456595.9056592444,1.33949,60.0,-0.004177710290377945,-0.05258302141118065,143,92.0,167.38293465675247,661927.0,0.00013898813615398676,0.0002528721968687672,1531.128,
MTAA11834660,G,2456595.9064171817,1.34362,60.0,0.02347060329168471,-0.008889464229383748,143,799.0,206.78794205891214,241332.5,0.0033107849129313293,0.0008568590722712943,1381.058,
MTAA11834662,R,2456595.906418182,1.34362,60.0,0.017711126290009815,-0.032121338817944434,143,536.0,153.786288830745,827038.5,0.0006480955844256343,0.00018594816182166248,860.1389,
MTAA11834663,I,2456595.906418182,1.34362,60.0,0.010492269638803009,-0.05454339895391058,143,258.0,169.91094307705237,695383.0,0.0003710185609944448,0.00024434152557231394,1568.277,
MTAA11834670,G,2456595.9071781193,1.3476,60.0,0.02026850289576032,-0.011222314157208757,143,932.0,209.02272824444236,231534.0,0.00402532673387062,0.0009027733647949864,1365.792,
MTAA11834672,R,2456595.9071781193,1.3476,60.0,0.07853190172613722,-0.06825725548424089,143,313.0,160.4115609123399,756337.5,0.0004138364156213331,0.00021208992138078555,889.4788,
MTAA11834673,I,2456595.9071791195,1.3476,60.0,0.03431138180042126,-0.06343052675845229,143,145.0,165.0466387302692,643294.0,0.00022540238211455414,0.0002565648657227787,1530.832,
MTAA11834680,G,2456595.9079660554,1.35158,60.0,-0.015833922730848826,-0.03864168163187287,143,1155.0,211.72261139069045,233798.5,0.004940151455206086,0.000905577287239612,1371.283,
MTAA11834682,R,2456595.907967055,1.35158,60.0,0.024948468909656185,-0.006828859564961931,143,578.0,153.4879668432241,817147.0,0.0007073390711830307,0.00018783397215338743,869.7276,
