sdss_id,gaia_dr3_source_id,ra,dec,g_mag,bp_mag,rp_mag,plx,classification,p_da,teff,logg,snr,bp_rp
88987105,4429106481934491136,232.4229,6.066825,15.99398,15.97239,16.08895,11.38519,DA,1.0,-9999.0,-9999.0,232.2758,-0.11655999999999977
90843307,4622856957782901504,70.94196,-78.86393,13.43546,13.3265,13.6631,22.74427,DA,1.0,24625.55,7.739345,232.1691,-0.3366000000000007
54794907,458558784733311232,34.39109,57.11305,13.64038,13.54271,13.8507,25.15803,DA,1.0,23875.84,7.941552,226.6758,-0.3079900000000002
62875497,1724418928279944576,247.7229,85.12613,14.87225,14.69749,15.22442,3.975578,DA,0.9603281,72010.84,7.453334,215.9801,-0.5269300000000001
57463417,866719456827107712,111.9071,23.30346,14.16743,13.97916,14.53468,4.344491,DA,0.6347536,83510.97,7.647495,204.2821,-0.5555199999999996
67908974,2151534115695067264,275.1241,58.07805,13.89299,13.74348,14.12713,12.28352,DA,0.9485844,46358.52,7.764538,195.5064,-0.3836499999999994
56382949,672856143597851520,115.1003,20.49356,15.93471,15.85019,16.14148,9.624933,DA,1.0,21816.77,8.081585,180.048,-0.2912900000000018
80363179,3915436124273192192,171.6584,10.48026,17.22609,17.12424,17.2801,5.996345,DA,1.0,17748.12,7.99611,174.3606,-0.15586000000000055
57920817,921460739159662080,121.493,41.15874,15.17405,15.01416,15.48434,4.471597,DA,0.8642207,-9999.0,-9999.0,168.7462,-0.47017999999999915
78853102,3633076830976374784,205.8595,-4.89632,16.60459,16.46544,16.92077,4.052831,DA,0.986,34327.42,7.955965,165.7288,-0.45533
75787962,3209308900555979776,81.15108,-5.586879,13.86052,13.80308,14.00834,27.97647,DA,1.0,18645.51,7.898305,155.7608,-0.2052600000000009
57579772,879036662822920448,117.2206,30.42865,17.78345,17.64225,18.03608,5.161805,DA,0.9360272,26262.25,8.837535,154.2604,-0.3938299999999977
95929036,5276369492098540416,123.6061,-64.53642,14.77865,14.70414,14.94145,16.77073,DA,1.0,-9999.0,-9999.0,150.6427,-0.23730999999999902
71017417,2679330242833214848,335.3784,1.348724,16.8801,16.774,17.07226,3.700217,DA,0.9940255,30777.93,7.673698,149.3013,-0.2982599999999991
60577405,1332512641511400704,247.6427,38.9598,16.81051,16.74189,16.99121,6.243786,DA,1.0,19527.2,7.835365,148.2812,-0.24931999999999732
61609267,1489703805980259712,220.7144,41.67005,17.27704,17.24755,17.39575,6.313078,DA,1.0,15325.9,7.96555,145.1346,-0.14819999999999922
78848914,3632418223511334016,205.8244,-5.760056,16.69352,16.5577,16.98036,3.782828,DA,0.988,34680.84,7.832244,143.6228,-0.4226600000000005
59568140,1176497786981052160,217.7495,10.0286,16.82737,16.7355,17.02509,5.063471,DA,1.0,-9999.0,-9999.0,143.1935,-0.28959000000000046
92608778,4775127807717312640,69.26679,-57.47228,15.63215,15.54659,15.83338,11.45069,DA,1.0,21352.11,8.017481,142.0202,-0.2867899999999999
92606182,4774755245074357120,69.81406,-57.31677,15.6257,15.48777,15.91375,4.084831,DA,0.996,30296.1,7.099137,141.7271,-0.4259800000000009
75537110,3168905043690276992,114.0674,16.38239,16.48415,16.43218,16.58294,4.319086,DA,0.994,21074.49,7.350806,140.3312,-0.15076000000000178
70078909,2492691408193400576,30.43189,-3.033368,16.9306,16.86191,17.11557,6.919528,DA,0.7437121,30737.16,9.110435,138.9833,-0.25366
57543297,874635528230580992,118.2141,27.25373,16.90063,16.81018,17.09145,4.45441,DA,1.0,23373.46,7.705967,131.6278,-0.28126999999999924
88500151,4359468672472377600,247.3545,-0.3391595,16.64598,16.57856,16.79251,6.068904,DA,0.998,-9999.0,-9999.0,128.4165,-0.21395000000000053
92551890,4767225652008399104,89.14807,-56.16833,15.44061,15.3421,15.64891,13.10503,DA,0.5343888,78812.43,9.305424,126.8995,-0.30681000000000047
61904409,1545714066473060224,183.5959,48.72121,16.96312,16.8818,17.145,5.474689,DA,1.0,20911.04,7.86952,123.4773,-0.2632000000000012
76489759,3327735850578745088,98.45941,10.6879,13.79326,13.66492,14.05326,18.06717,DA,1.0,27850.93,7.888373,119.9822,-0.38833999999999946
73890368,3045399720045550080,107.808,-11.62265,15.79936,15.6927,16.02915,8.838797,DA,0.7179255,25508.84,8.009244,118.8034,-0.336450000000001
74321244,3074407546904630144,133.4626,-0.1453972,16.76368,16.71585,16.90572,7.053299,DA,1.0,17483.83,7.901414,118.6461,-0.1898699999999991
71013104,2678506876127556864,335.886,1.003609,17.18901,17.17453,17.27954,6.222217,DA,1.0,15864.93,8.050544,118.2064,-0.10501000000000005
62779446,1705853227768335232,252.7243,77.81274,15.09087,14.95642,15.36563,5.359375,DA,0.992,30239.95,7.2016,118.0051,-0.40920999999999985
71080025,2688020950242446976,321.5974,0.4441897,16.68393,16.62787,16.83123,7.520721,DA,1.0,19227.23,7.985806,117.8548,-0.20335999999999999
57465421,866919567943315712,112.7931,24.28418,16.31865,16.26175,16.45354,8.923505,DA:,0.3429047,20881.71,8.579103,117.3218,-0.19179000000000102
67935076,2154593644238192640,282.4011,58.84262,15.56388,15.54045,15.6676,14.35998,DA,1.0,15050.11,8.082271,116.9056,-0.12715000000000032
55778801,579381093842430464,139.2307,4.192242,16.8722,16.83703,16.97763,5.229051,DA,1.0,16335.98,7.572793,115.3973,-0.14060000000000272
57555268,875888795390849664,117.9702,29.20037,17.50854,17.45932,17.61842,3.087821,DA,1.0,17090.55,7.703027,114.1471,-0.1590999999999987
62578337,1667619154020851840,213.8051,63.07034,16.75952,16.74325,16.86115,8.76509,DA,1.0,-9999.0,-9999.0,112.0836,-0.11789999999999878
62008562,1564838903000947200,196.5115,56.25968,17.52887,17.49349,17.62938,4.706195,DA,1.0,18301.13,7.849735,111.2887,-0.13588999999999984
70821588,2642052911705956352,358.3118,-0.3057341,17.70153,17.68569,17.8153,5.718956,DA,1.0,15742.22,8.141623,111.1723,-0.12960999999999956
70108986,2498647943717424256,41.51156,0.4276249,17.36333,17.33597,17.46001,6.421319,DA,1.0,15280.59,8.05635,111.1538,-0.12404000000000082
61252137,1429017434212861312,243.0241,54.58218,16.97803,16.85664,17.26621,3.797489,DA,0.996,-9999.0,-9999.0,110.6197,-0.4095700000000022
66872278,2062283217823775488,304.7526,40.28073,15.30911,15.21683,15.37419,13.30353,DA,0.7370512,18429.87,7.869032,110.3748,-0.1573600000000006
62362476,1630034273171842432,245.0894,64.60016,15.60812,15.46862,15.88737,6.370273,DA,0.9720255,31020.86,7.772538,109.39,-0.41875000000000107
60770387,1355633897871121280,250.7299,39.51799,17.58057,17.48818,17.82788,3.392835,DA,1.0,25157.26,7.843611,108.4006,-0.33970000000000056
55613193,546656707224057984,36.89048,72.96212,16.04861,15.95108,16.11694,9.307562,DA,1.0,18725.15,7.852004,107.0842,-0.16586000000000034
69019594,2258413758380511488,270.0396,68.59746,14.79821,14.63877,15.11937,6.66695,DA,0.9160777,47707.56,7.845306,106.9122,-0.4806000000000008
74661664,3103530586268279936,98.24081,-5.097147,15.53525,15.38028,15.86014,8.000807,DA,0.9282612,47176.72,8.133529,106.7372,-0.4798599999999986
58194365,956449050285099776,94.06344,40.05296,17.0571,16.96013,17.25834,4.546032,DA,1.0,25473.06,7.811685,105.9205,-0.298210000000001
54399798,423119119786115072,1.549396,59.00374,16.40806,16.34156,16.57096,8.273281,DA,1.0,18416.36,7.914925,105.8071,-0.22939999999999827
71011919,2678298278156118144,335.8272,0.09916424,16.75443,16.64251,16.98488,3.141277,DA,0.8900892,70485.48,7.144904,103.8289,-0.34236999999999895
60570805,1331560292643238272,249.936,38.56297,17.57458,17.4492,17.84596,3.104286,DA,1.0,-9999.0,-9999.0,103.8263,-0.39676000000000045
74333841,3075924872951556224,132.1503,1.872925,17.24704,17.206,17.39294,5.613337,DA,1.0,-9999.0,-9999.0,103.7623,-0.18693999999999988
62388695,1634314740658456320,264.5108,66.89648,14.54118,14.35853,14.8897,5.821639,DA,0.7916797,87212.1,7.750422,103.3942,-0.5311699999999995
77552121,3429193393407592576,87.69388,26.20554,15.41829,15.32873,15.61201,10.62886,DA,1.0,21486.71,7.844958,102.6965,-0.28327999999999953
109624519,6337563994341063936,223.7236,-4.464087,16.229,16.14954,16.41523,8.306164,DA,0.996,24152.87,8.001013,101.4985,-0.26569000000000287
75539297,3169103432526660224,114.9054,17.27187,17.40407,17.2892,17.48663,4.494923,DA,0.9940255,20632.91,7.798966,101.2026,-0.19743000000000066
70816593,2640992093438956672,355.2233,-1.308271,17.51452,17.42857,17.57961,4.130328,DB,0.0001705528,-9999.0,-9999.0,100.6574,-0.1510399999999983
62577771,1667534800863452288,212.2859,62.52848,17.57202,17.54507,17.69896,5.089979,DA,1.0,16757.81,8.072589,98.44354,-0.15389000000000053
57652706,886501797019233920,107.5475,30.51159,16.67836,16.62572,16.80158,8.658998,DA,1.0,-9999.0,-9999.0,98.20065,-0.17586000000000013
57569879,877917261201164160,121.5102,31.90869,17.60321,17.54299,17.7649,4.212572,DA,1.0,21010.05,7.855349,97.73931,-0.22191000000000116
57843030,908859545631201792,123.3408,39.09298,16.88671,16.79177,17.07132,5.030282,DA,1.0,23138.67,7.859655,97.37121,-0.2795500000000004
62469449,1648444186629439232,248.2833,67.55828,16.44429,16.35006,16.67002,6.27796,DA,1.0,24260.5,7.925157,96.85367,-0.3199600000000018
75785279,3208914553838735104,81.33048,-6.4355,16.34958,16.21912,16.61724,3.560944,DA,0.8201563,50521.3,7.785627,96.77236,-0.3981199999999987
75504652,3165816137570742144,114.8286,15.84307,17.18522,17.11836,17.33262,5.447554,DA,1.0,19269.12,7.940043,95.94353,-0.21425999999999945
71983006,2854022741902976128,1.444699,27.5136,17.45332,17.40387,17.61997,6.355577,DA,1.0,-9999.0,-9999.0,95.92616,-0.2160999999999973
74320764,3074357798298718464,133.0885,-0.7148586,17.15527,17.09905,17.33245,5.659701,DA,1.0,18818.75,7.888871,95.63731,-0.23340000000000316
70288657,2534148150521389440,20.45051,-0.1819899,16.3835,16.32482,16.48916,8.96731,DB,0.0,-9999.0,-9999.0,95.12525,-0.16433999999999926
54394901,422688489185463680,1.438198,58.09404,15.84558,15.75832,16.01693,9.170683,DB,0.000193627,-9999.0,-9999.0,95.0,-0.2586099999999991
60961365,1382482764934977664,245.277,43.69075,17.63632,17.51752,17.89046,3.548279,DA,0.996,27598.56,8.007413,94.52789,-0.3729399999999998
57584441,879578172298525312,114.7087,30.20989,18.1355,18.16271,18.27511,4.92852,DA,1.0,14851.35,7.933095,94.37037,-0.11240000000000094
75504851,3165833214360606208,114.4049,15.69195,16.57666,16.53095,16.64451,10.01164,DBZ:,0.002295726,-9999.0,-9999.0,94.27959,-0.11355999999999966
70816176,2640921518536391168,354.2265,-1.612995,17.699,17.63427,17.82715,4.296494,DB,0.0001035528,-9999.0,-9999.0,93.27832,-0.19287999999999883
62414013,1638448388981845888,262.0059,69.64397,15.71059,15.67879,15.82687,12.9143,DA,1.0,15921.19,8.064371,92.48029,-0.1480800000000002
62238113,1607932199667139328,215.0867,52.26378,17.06743,16.95718,17.28264,4.520555,DA,1.0,-9999.0,-9999.0,92.33611,-0.32545999999999964
68949170,2247752584401597696,298.6057,65.58522,16.21833,16.14874,16.37409,8.453514,DA,0.9960272,19186.47,7.755316,92.20213,-0.22534999999999883
57901972,918984084922125568,118.9049,37.36081,17.67165,17.62504,17.80746,4.572445,DA,1.0,-9999.0,-9999.0,92.0588,-0.18242000000000047
61551690,1479511096971183872,216.216,33.43683,16.83393,16.81383,16.92654,9.46102,DA,1.0,14500.0,8.231662,91.98725,-0.11270999999999987
61979909,1559523004799682944,203.8104,50.8368,17.01266,16.86999,17.31722,3.21724,DA,0.9820504,38122.92,7.837863,91.55385,-0.4472299999999976
57579532,879005331037235200,117.2113,30.16739,18.01554,18.00506,18.11413,4.871906,DA,1.0,13231.07,8.027205,91.00295,-0.10906999999999911
57339138,845956584189310848,172.8253,57.66041,18.06976,18.04355,18.15647,3.271531,DA,1.0,17685.01,8.040299,90.91859,-0.11291999999999902
58632759,1015983898373809920,134.1438,50.46333,17.43075,17.29475,17.72102,3.007487,DA,0.992,33749.08,7.952861,90.18098,-0.4262699999999988
75794207,3210273928166901632,79.95493,-4.716653,15.92502,15.78944,16.18972,3.068811,DAO,0.2284832,-9999.0,-9999.0,90.08261,-0.4002800000000004
75772285,3206826718696810752,79.63357,-7.955205,15.93943,15.85618,16.13246,8.914959,DA,0.9742013,26324.83,8.035281,89.46691,-0.2762799999999981
56459737,682651001198846720,122.7383,25.81548,17.68471,17.59628,17.9392,4.715058,DA,0.984,26222.85,8.401299,89.44682,-0.34291999999999945
77078193,3376918831051328640,93.85149,22.14342,17.16293,17.12,17.23916,7.223414,DA,0.986051,16931.03,8.021172,88.85932,-0.11915999999999727
114184008,6838163293346622336,326.3658,-16.71915,15.75436,15.61199,16.03402,5.719747,DBA,0.04140832,-9999.0,-9999.0,88.64178,-0.42203000000000124
67825555,2142145385907166208,292.8521,57.07214,14.9793,14.88133,15.18657,14.39617,DA,0.998,24569.06,8.097795,88.47696,-0.3052399999999995
56948479,772189627527508352,171.8414,43.67003,17.94037,17.90268,18.026,4.856202,DA,1.0,16243.48,8.17621,88.43601,-0.12331999999999965
60993260,1387655524762487552,230.3829,38.21267,15.77056,15.6858,15.95408,10.18933,DA,1.0,20812.91,7.912397,87.9221,-0.26827999999999896
57820799,905423125117852800,121.7464,34.25077,17.87986,17.77742,18.1295,3.03459,DA,0.998,28040.75,7.971501,87.87809,-0.35208000000000084
73890275,3045392607579870080,107.7443,-11.82064,16.61253,16.55696,16.77089,7.98646,DA,0.7310013,18156.08,7.973122,86.23038,-0.21393000000000129
57839883,908380536518648192,124.576,38.78511,17.47561,17.43591,17.61065,5.527438,DA,1.0,16483.76,7.990312,86.20184,-0.1747399999999999
71849971,2830498145166493568,342.9793,19.12922,16.57579,16.52931,16.71453,8.073128,DA,1.0,17762.15,7.977691,85.62844,-0.18522000000000105
71081571,2688182544092288128,322.8983,0.7136556,16.97973,16.94045,17.14318,6.695293,DA,1.0,17659.76,7.908579,84.89101,-0.20273000000000252
62491304,1652027147130636800,258.1312,72.44759,16.71488,16.65359,16.86308,9.904317,DA,0.996,18633.57,8.403502,84.14137,-0.20948999999999884
70125409,2502142805850616320,38.60977,1.373727,17.98085,17.93942,18.12713,3.854537,DA,1.0,17721.2,7.85321,83.75307,-0.1877100000000027
58212966,958453288184344960,96.25014,41.56954,17.7551,17.73961,17.87657,4.130639,DA,1.0,22220.24,8.025389,83.68005,-0.13696000000000197
78780348,3620237490101826688,207.3464,-6.582658,17.75963,17.68861,17.93449,3.760626,DA,1.0,20895.63,7.775186,83.41665,-0.24587999999999965
57903212,919171654734409728,118.1971,37.57587,17.74621,17.6785,17.94651,4.454916,DA,0.996,21180.02,8.108331,83.23098,-0.2680100000000003
89615625,4497367599768691712,272.3717,13.94011,16.21037,16.17111,16.28461,10.36332,DA,1.0,16106.8,8.010294,83.06318,-0.11350000000000193
80004278,3843734359685754880,138.0024,1.655434,16.93861,16.89851,17.07925,7.548832,DA,1.0,16632.67,8.055573,83.0267,-0.18073999999999657
65990477,2019144978647512704,290.2444,22.30673,16.73066,16.62803,16.97886,5.264755,DA,0.982,27943.17,8.048335,82.95992,-0.350830000000002
79672444,3780111080689647488,153.5859,-4.289241,16.35103,16.2507,16.57712,14.20292,DA,0.8207895,25514.06,9.167621,81.63679,-0.3264200000000024
70268596,2530443105574763904,9.702168,-1.575946,16.6326,16.57704,16.76951,5.960069,DA,1.0,17939.11,7.62002,81.56956,-0.19247000000000014
71071427,2687045996961878272,324.6672,-0.5603948,17.15724,17.10016,17.26081,6.432972,DBA,0.006002883,-9999.0,-9999.0,81.25337,-0.1606500000000004
56946351,771788859834227328,170.7962,42.97515,18.27859,18.06662,18.24407,4.211257,DA,1.0,19338.96,7.821701,81.21724,-0.17745000000000033
57336030,845453351461091968,179.2741,58.07774,17.90326,17.84852,18.07353,4.408482,DA,1.0,17497.36,7.9214,81.20931,-0.22501000000000104
61094108,1405514200644160256,247.7258,43.66923,18.14723,18.08109,18.2463,4.267152,DB,0.0,-9999.0,-9999.0,81.19157,-0.16521000000000186
61256979,1429699543738613888,242.8248,55.72694,16.89984,16.84772,17.06062,6.713468,DA,1.0,17877.95,7.930035,81.10271,-0.2129000000000012
70141578,2505031119818267136,30.10792,-1.88692,18.01104,17.98813,18.16438,4.468344,DA,1.0,-9999.0,-9999.0,80.66898,-0.17624999999999957
55782173,579931846088268928,135.82,4.199697,16.18511,16.12045,16.34754,8.413305,DA,1.0,18486.71,7.806568,80.44021,-0.2270899999999969
57803763,902481446181222144,123.4819,33.28178,17.25742,17.21574,17.41925,5.533836,DA,1.0,19007.3,7.90497,80.27175,-0.2035100000000014
68946353,2247381567946869504,299.0952,64.23276,15.29235,15.24914,15.39939,11.69781,DA,1.0,18281.29,8.167883,80.06433,-0.15024999999999977
67838245,2143573131817151616,289.247,58.99331,16.62728,16.51719,16.7573,5.564719,DA,0.9941871,25043.47,7.890744,79.80394,-0.24011000000000138
61387689,1451551478346959744,207.3362,27.58558,17.26732,17.13705,17.54398,3.147408,DA,0.998,30279.68,7.829611,79.45011,-0.4069300000000027
62546923,1661760303232950144,210.0873,62.46926,17.92285,17.85944,18.05532,3.58705,DA,1.0,20648.43,7.939807,79.4147,-0.19587999999999894
70167970,2509955733613894016,23.493,-0.05919613,18.40979,18.37406,18.5353,3.421836,DA,1.0,-9999.0,-9999.0,79.281,-0.16123999999999938
61563038,1481364628764195072,216.7637,37.35286,17.72301,17.65836,17.89988,8.97292,DA,0.523921,47203.77,9.49,79.1864,-0.2415200000000013
56311938,665408670307236096,128.0011,20.87129,16.91574,16.80174,17.12059,4.933697,DA,1.0,24688.38,7.865883,79.17407,-0.3188500000000012
58638708,1016882298157369984,134.2912,51.13437,18.37785,18.35654,18.60001,3.073689,DA,1.0,18493.04,7.892356,78.84298,-0.24347000000000207
76357890,3315330438840951552,91.62128,2.122764,15.94455,15.89291,16.00002,11.75635,DA,1.0,15932.53,8.007366,78.51632,-0.1071099999999987
79656677,3776918275016618112,161.5404,-5.304307,16.81869,16.74485,16.98729,12.10182,DC/DQ,0.1448206,-9999.0,-9999.0,77.96796,-0.242440000000002
75847692,3217710165824545536,84.44123,-0.778264,7.576244,7.498123,7.692938,3.08226,,-9999.0,-9999.0,-9999.0,77.63467,-0.19481500000000018
69652864,2401659365900957056,339.0884,-19.87371,15.55241,15.47472,15.73338,11.5511,DA,1.0,21959.26,8.067551,77.47685,-0.2586600000000008
66944043,2067622819940928512,307.002,40.93893,16.25484,16.18079,16.44438,9.108132,DA,0.8052307,20084.08,8.099258,77.4496,-0.26359000000000066
78849907,3632580809497549696,205.18,-5.861411,17.59883,17.57162,17.72832,6.756917,DA,0.9940933,17071.74,8.353143,77.39993,-0.15670000000000073
57450768,865453777208255744,114.7186,22.05855,17.82152,17.75782,18.09645,3.630759,DA,1.0,21935.34,7.960896,77.37579,-0.338630000000002
57458605,866253366976735616,111.195,22.35877,17.35212,17.32028,17.43855,4.279819,DA,1.0,15355.93,7.529688,76.85052,-0.11826999999999899
74973074,3125897813875563904,100.8168,1.503519,15.74818,15.57831,16.09646,3.970375,DAO:,0.1794892,-9999.0,-9999.0,76.80972,-0.5181500000000003
71875390,2835047546326025344,343.1101,19.95846,17.32341,17.24759,17.52587,4.123972,DA,1.0,25031.65,7.81337,76.33349,-0.2782800000000023
59481854,1162570371975995520,231.6797,6.53055,18.03238,17.95349,18.26392,3.349043,DA,1.0,24037.37,8.093219,75.68845,-0.3104300000000002
55805953,583533124626862464,134.6371,5.725029,16.19632,16.16041,16.29609,10.68446,DA,1.0,15588.99,8.047943,75.60389,-0.1356800000000007
62230027,1606580521919520768,223.5657,55.19793,16.02504,15.90371,16.28834,8.595213,DA,0.998,28408.51,8.277779,75.37803,-0.38463000000000136
80013381,3845415714828165120,139.7314,2.923187,17.39375,17.3006,17.64366,3.331687,DA,0.998,28706.33,7.780168,75.31966,-0.34306000000000125
57007088,783879978751469184,170.8374,43.70165,18.33035,18.3056,18.48669,4.291116,DA,0.9980137,14933.81,8.155522,75.19997,-0.18109000000000108
63196429,1763433449125019392,315.6593,16.12068,15.94734,15.86523,16.12374,9.087343,DA,1.0,-9999.0,-9999.0,75.01366,-0.25851000000000113
57594411,880754791475241472,117.2137,31.00541,18.28804,18.19619,18.46775,4.085763,DA,1.0,-9999.0,-9999.0,74.94164,-0.27155999999999736
80131393,3868927607051816320,159.7808,8.311194,16.39218,16.31717,16.54982,4.331115,DA,1.0,22882.72,7.440457,74.79904,-0.23264999999999958
74339463,3076522564895781888,128.0083,-1.087377,16.76473,16.68739,16.92841,5.310586,DA,1.0,21567.25,8.269617,74.42868,-0.2410199999999989
57904599,919355170098701184,119.6972,37.92413,18.14998,18.05627,18.20546,3.805643,DA,1.0,18385.55,7.927773,73.91924,-0.14918999999999727
70308369,2537568898701342080,12.95694,0.9973859,17.27852,17.18175,17.43246,4.60113,DA,0.9824385,23794.78,7.972142,73.91366,-0.250709999999998
88301231,4322867785828262528,291.2028,17.83154,17.47753,17.41875,17.53283,5.285516,DB,0.0003799413,-9999.0,-9999.0,73.90005,-0.11408000000000129
96140919,5295512298775133824,115.47,-57.14542,15.14757,15.06759,15.3339,11.12419,DA,0.994,20726.14,8.068438,73.58486,-0.2663100000000007
57800693,901961789498071808,122.4774,32.38754,18.00418,17.90195,18.21546,3.310997,DA,0.998,23543.21,7.943438,73.37672,-0.31351000000000084
109580013,6329975474323929600,219.8919,-8.608107,16.25788,16.23059,16.36297,10.80634,DA,1.0,-9999.0,-9999.0,73.18146,-0.13238000000000127
67924972,2153403903936616320,284.6949,57.03336,16.8779,16.78276,17.04833,5.083529,DA,1.0,23135.04,7.890095,73.13387,-0.2655700000000003
78871625,3636072278607729920,198.3677,-3.888996,16.40237,16.33221,16.56144,7.409288,DA,1.0,18758.79,7.661219,72.78943,-0.22923000000000116
61562326,1481214236184104704,215.9848,36.39332,17.82743,17.74479,18.00695,3.450008,DB,0.0001705528,-9999.0,-9999.0,72.76824,-0.2621600000000015
57329339,844411358035938944,171.3795,57.06833,17.89682,17.8375,18.04453,3.975984,DA,1.0,16141.47,7.837489,72.75772,-0.20703000000000316
79071974,3669503823003186688,216.1074,4.743526,16.88496,16.80459,17.00264,5.762234,DB,8.862464e-05,-9999.0,-9999.0,72.71616,-0.1980499999999985
116359039,261254339402243840,78.2185,48.85225,16.72268,16.6248,16.93395,5.176963,DA,0.97,25954.45,7.761605,72.54508,-0.3091499999999989
62529948,1658578797618935680,206.507,57.00995,13.48685,13.46237,13.57082,40.04829,DA,1.0,13801.8,8.060793,72.51118,-0.10844999999999949
70126449,2502315948867462784,40.81606,1.332291,16.72567,16.66866,16.81491,4.748318,DA,1.0,20484.44,7.733973,72.3268,-0.146250000000002
55872195,595270136375043712,131.0201,7.161944,16.51777,16.37243,16.79765,4.246898,DA,0.996,-9999.0,-9999.0,71.99386,-0.4252199999999995
61979461,1559439815576216448,203.2043,50.70225,17.97683,17.94327,18.09602,4.66327,DA,1.0,15126.08,7.988233,71.94225,-0.15275000000000105
57543950,874710462523356800,119.588,27.68379,18.22068,18.09475,18.51184,3.517962,DA,0.9820528,28375.25,8.41027,71.93695,-0.4170899999999982
74012468,3052862414706185344,105.3963,-6.311938,8.04747,7.997277,8.105532,3.387124,,-9999.0,-9999.0,-9999.0,71.89934,-0.10825499999999977
55771121,578242442177038464,134.3645,2.968065,17.89338,17.84811,18.06351,3.824287,DA,1.0,19147.64,7.84834,71.69507,-0.21540000000000248
56948872,772257041336395904,173.3515,44.06017,18.48789,18.37692,18.55876,3.383455,DA_MS,0.3456041,-9999.0,-9999.0,71.68215,-0.1818400000000011
71654900,2796000211930625152,6.375911,19.63498,16.60708,16.46532,16.89588,3.286402,DA,0.9740273,42626.32,7.778628,71.33706,-0.43055999999999983
57571106,878092629010268288,120.8855,31.90549,18.21384,18.11965,18.40685,3.688958,DA,0.9980273,-9999.0,-9999.0,71.30318,-0.28719999999999857
71005546,2677011334154974720,332.9444,-1.240965,17.05601,16.9821,17.25117,4.81169,DB,6.577595e-06,-9999.0,-9999.0,71.24946,-0.26906999999999925
71857662,2831898231490550272,345.3143,19.76404,18.04022,18.00921,18.14235,4.626534,DA,1.0,15882.62,7.991524,71.19254,-0.13314000000000092
64819383,1936049627862306432,346.1776,45.99123,15.8456,15.75162,16.05026,8.544311,DA,1.0,23441.44,7.833071,71.16293,-0.2986400000000007
75044158,3131089712078903168,99.40711,5.536304,16.97034,16.85124,17.2282,8.077813,DA,0.941013,27693.71,8.690816,71.15271,-0.3769600000000004
67810874,2140481412496465152,288.2034,53.72099,13.24714,13.18896,13.39058,45.10856,DA,1.0,-9999.0,-9999.0,71.04964,-0.20162000000000013
70284101,2533306985471073920,19.54309,-1.936773,16.68631,16.50901,17.00898,9.983025,DC,0.06400054,-9999.0,-9999.0,70.99578,-0.49997000000000114
79768533,3798659326454564224,171.7059,1.466292,16.28926,16.25312,16.41349,8.535266,DA,1.0,16812.66,7.910559,70.98701,-0.16037000000000035
83130239,4065988403193698048,270.6683,-24.60174,14.98808,14.90691,15.11527,14.37534,DA,0.9727498,18757.61,7.716016,70.94356,-0.20836000000000077
77004170,3370342445848382080,93.82755,17.72631,13.39266,13.27306,13.64104,23.89583,DA,1.0,-9999.0,-9999.0,70.88573,-0.3679800000000011
66959456,2068430308152774272,306.137,41.39414,17.28444,17.19897,17.50789,5.817612,DA,0.8169069,24000.69,8.319913,70.86855,-0.3089200000000005
58635526,1016444452011263872,136.4267,51.08198,17.89089,17.85288,17.96965,4.982001,DBA,0.0003400632,-9999.0,-9999.0,70.53292,-0.11677000000000248
88916945,4420242631507777920,227.487,1.935449,16.52117,16.46093,16.67194,6.968719,DA,0.998174,22769.86,7.96516,70.32523,-0.21100999999999814
57450246,865412584178726016,114.4643,21.58256,17.84231,17.77496,18.03021,3.476992,DA,1.0,21103.23,7.891099,70.15158,-0.2552500000000002
95895868,5272852979034659072,128.4247,-65.92519,16.71263,16.61728,16.93945,5.815974,DA,0.9720801,23330.23,7.816313,69.73386,-0.32216999999999985
70211810,2518936059258271232,28.95933,4.5252,16.77673,16.75257,16.86817,7.967123,DA,1.0,-9999.0,-9999.0,69.58871,-0.11560000000000059
75235860,3145710188771163648,117.9652,9.055049,16.99893,16.97689,17.10463,7.950061,DA,1.0,14000.0,8.01405,69.4778,-0.1277399999999993
67953121,2156627981268441728,280.2551,61.34252,15.79527,15.63832,16.10973,4.470502,DA,0.8806508,50170.89,7.750507,69.316,-0.4714099999999988
66898928,2064272612307218176,307.4849,39.22602,13.3737,13.25938,13.60918,24.96776,DA,0.998,25110.98,7.937913,69.16842,-0.3498000000000001
68654423,2207821208303871744,347.5162,63.96438,14.16619,14.09374,14.3069,21.25847,DA,0.998,18750.14,7.88004,68.70297,-0.21316000000000024
58196544,956674454465588608,96.2144,40.18464,17.77463,17.70459,17.92715,5.6694,DA,0.98,22259.5,8.370564,68.42006,-0.22256000000000142
70279235,2532394700058013696,15.80934,-2.141446,17.96626,17.87862,18.14535,4.478303,DA,1.0,-9999.0,-9999.0,68.27505,-0.266729999999999
90979277,4646535078125821568,47.62973,-68.60139,11.40958,11.35726,11.53221,96.18336,DA,1.0,16379.06,8.166675,67.96235,-0.17494999999999905
57570995,878079606669257472,120.7919,31.63929,18.14625,18.09616,18.28454,4.29902,DA,1.0,16932.36,8.025957,67.84025,-0.18837999999999866
79134427,3679712857186869504,188.9068,-5.593693,16.45327,16.40184,16.5881,10.94694,DA,0.9802557,-9999.0,-9999.0,67.77158,-0.18626000000000076
