gaia_dr3_source_id,sdss_id,Jname_ep2000,RA_J2000_ep2000,Dec_J2000_ep2000,gal_l,gal_b,phot_g_mean_mag,bp_rp,parallax,parallax_error,M_G,dist_pc_1overplx,ruwe,classification,p_cv,min_mjd,max_mjd,n_vis,snr_coadd,Ha_ew,Ha_sig,Ha_fwhm,Hb_ew,Hb_fwhm,HeI5876_ew,HeI5876_sig,HeI6678_ew,HeI6678_sig,HeII4686_ew,HeII4686_sig,heii_hb,erosita_carton,simbad,gaia_alert,disposition,disposition_note
2002597083798483200,65701864,J225737.41+541619.9,344.4058818730679,54.272193748919285,106.71566414080209,-4.97690442792123,18.815844,0.5829048,5.0954759257592155,0.17085765,12.351767770248085,196.25252176046774,1.1190361,CV,0.9408389,60236,60647,2,14.983173879885506,320.02929098539124,183.97773359802073,1518.6252159171347,88.85169354254666,1587.592521389903,19.647067094039453,22.056350456245447,7.013682642352773,11.497007006883164,2.6747871414422257,4.693364711509547,0.0301039522691979,False,WD*|Gaia DR3 2002597083798483200,,NEW_CV_CANDIDATE,"A1: quiescent DN spectrum (double-peaked Balmer, EW(Ha)=320 A, He I); 196 pc; ROSAT 2RXS 7.3""; no outburst in ZTF 2018-25"
1977447164064222976,65312747,J213306.16+463819.3,323.27567278993473,46.63868948929029,91.34172440724308,-3.707033994937989,19.454075,0.21834183,2.928801786952907,0.23306005,11.787524904250516,341.4365575897811,0.9789026,CV,0.6238829,60496,60498,2,9.502030303912225,45.795357111264,20.651394041788222,1656.3009691275458,4.565462842672371,1519.441017488528,4.659049199519637,3.940933912846984,1.8415224289182697,2.013025303463506,0.4006816144674421,0.5182007563839026,0.0877636349862186,False,WD*|Gaia DR3 1977447164064222976,,NEW_CV_CANDIDATE,"A12: broad double-peaked Ha/Hb (FWHM ~1650 km/s), weak He I, blue WD-like continuum; 341 pc; no eROSITA-DE coverage"
5568642355890359168,99314733,J061955.19-423611.6,94.97994590874933,-42.60321862133492,250.28210301423758,-23.482550812689702,18.952208,0.07999611,5.153095553458276,0.17151375,12.512548978126159,194.05811315276182,1.0600133,CV:,0.4876537,60678,60678,1,15.844109595280973,97.32291994045296,62.06843165314794,1656.3009691275458,10.596253634470363,1725.6444109563984,1.6613392478410511,2.5026475094109086,-0.7667049609473646,-1.053677173229287,1.612119949230881,3.661949396721464,0.1521405588090625,True,WD?|GALEX J061955.2-423612,,CV_LIKELY_IN_UNPUBLISHED_EROSITA_LISTS,"A4: WD-dominated DN-like (194 pc), eRASS1/eRASS:3/2RXS; probably in Brink+2026 and/or Hernandez-Diaz+2026 master table (not public)"
4679467096349698048,91809009,J040038.28-615301.5,60.15951252799629,-61.88374880493332,274.4830139652907,-43.36206672008048,19.037474,0.18651581,1.7089983263965207,0.19313207,10.201182187105404,585.1380803330176,1.0646521,CV,0.7744274,60314,60316,2,21.50312218609794,52.05189357829305,57.22179164049653,2208.4034777970223,14.358987488583104,2692.010609580857,5.5247958820595855,10.345983712024376,1.2605453002608331,2.3982260254457115,1.2386143912937757,3.6399450456682345,0.0862605662327238,True,WD?|GALEX J040038.2-615302,,CV_LIKELY_IN_UNPUBLISHED_EROSITA_LISTS,"A11: broad Balmer + He I, eRASS1/eRASS:3; probably in Brink+2026 (not public)"
5362131777028219904,97192489,J110438.55-490209.6,166.16060883140258,-49.036004618108684,285.5177943218085,10.190947993643585,19.166695,0.3661003,2.999679033003977,0.23503947,11.552068937510645,333.36900014884833,0.94717366,CV,0.7499574,60267,60270,2,10.189210425836524,119.54311598592,47.156346053515456,1587.8365885719986,22.913500701169763,1587.9581201667474,11.203549408803596,9.34821284241112,3.717681198119973,2.839898354714372,0.7305917299666698,1.2184505461046355,0.0318847713186563,True,WD*|Gaia DR3 5362131777028219904,,CV_LIKELY_IN_UNPUBLISHED_EROSITA_LISTS,"A3: DN-like, eRASS1+eRASS:3 source, erosita_compact cartons -> probably in Brink+2026 (catalogue not public)"
5664935458242923392,100527743,J093909.75-211251.1,144.79060970652196,-21.214196399602187,254.0832752872092,22.918445088126013,18.28633,0.011846542,0.6134017727745573,0.15795292,7.225055133950423,1630.2528691379061,0.9992842,CV,0.9736167,60699,60699,1,29.81731493150956,53.275361368217375,93.43470534946778,828.5311590826545,39.71829187837004,966.693780852862,11.125438974807077,31.109053759175207,7.324600855815335,24.390473302613326,18.163000804401538,56.50293933957079,0.4572956173448341,True,QSO|GALEX J093909.7-211250,,KNOWN_CV_NEW_SUBTYPE,"A10 = VSX/Gaia DR3 CV candidate, SIMBAD 'QSO' (misclassified): He II/Hb=0.46, hard X-rays, ZTF 77.4 min (or 38.7 min harmonic) -> magnetic CV candidate"
1822575389309423232,63759439,J200608.78+191344.9,301.53657129942087,19.229133874137716,58.65809893558012,-6.830192379968816,19.31259,0.35931778,1.2390771154784188,0.19506218,9.778081680324844,807.0522710072738,1.0223504,CV,0.5860293,60471,60473,3,10.03215887475055,66.89933422082522,32.02396092913113,690.1246781069854,37.638465483035226,690.1774996336565,11.88184155779969,11.160372139269478,11.66145649713186,11.983952490182247,28.440760949310473,38.350429806877386,0.7556301933225616,False,|,,KNOWN_CV_NEW_SUBTYPE,"A8 = MGAB-V3675 (VSX 'CV'): He II/Hb=0.76, ZTF high/low states (~2 mag) and 2.19-2.20 h, ~1 mag modulation -> polar candidate"
4784897896243243392,92672205,J044043.51-492513.7,70.1813039004081,-49.42046470661574,256.2221203709891,-41.21617663877519,19.348192,0.38344765,1.0747492223725608,0.22865032,9.504727697791802,930.4496148342882,1.061405,CV,0.892346,60695,60695,1,9.84608375725061,57.830884050928304,31.350549178370493,759.574301425914,44.784729445550255,690.6544220645434,12.56326748320702,11.04625985553175,9.348769598378322,9.837572262434792,41.04440511478347,43.25955702067884,0.916482149673042,True,*|Gaia DR3 4784897896243243392,,KNOWN_CV_NEW_SUBTYPE,A9 = VSX/Gaia DR3 CV candidate: He II/Hb=0.92 -> magnetic CV candidate; eRASS:3; probably also in Brink+2026
6703736482047069696,112433729,J183046.02-500530.3,277.6917668602014,-50.09174169546681,344.955733236358,-17.358177235515942,18.855757,-0.055843353,0.1614871819597488,0.29146734,4.896447279618069,6192.441950279703,1.0582043,CV,0.7930228,60467,60468,2,17.840995091383363,21.56346920030045,24.13833290626679,828.1496942260484,5.770121699109373,897.7475225899877,1.60773812522485,2.389856937975143,1.0258768414117754,1.9979816551781877,1.868580484006864,5.487052671056031,0.3238372744019043,False,*|Gaia DR3 6703736482047069696,,POSSIBLE_CV,"A14: blue continuum, Ha/Hb FWHM ~850 km/s, weak He II; parallax insignificant; Culpan+2022 hot-subdwarf photometric candidate; eROSITA non-detection"
6403339013297801216,110041953,J212818.03-631402.0,322.07511470609313,-63.233893344194705,330.6246107344601,-41.340502779503275,19.725643,0.23329735,1.0363143559205903,0.3240587,9.803100572089996,964.9581657215092,0.99881345,CV,0.5652043,60194,60203,2,12.037950880525443,77.0152029139356,37.43586774817148,207.0611992407696,11.673755733901354,207.07704752009428,2.8639492273846834,2.9581283105463703,-0.2194688983486154,-0.2389087736946241,1.8769870212526365,2.869906125580135,0.1607869021793682,False,WD?|Gaia DR3 6403339013297801216,,POSSIBLE_ACCRETING_OR_IRRADIATED_WD_BINARY,"B4: narrow (FWHM~200 km/s) Balmer emission to H10, no He, blue continuum, constant RV (-40 km/s, 2 visits); eROSITA non-detection"
